Region;District;Pszenica;Żyto;Jęczmień;Owies;Gryka;Proso;Kukurydza;Mieszanki zbóż na ziarno (jęczmień i owies);Mieszanki zbóż na ziarno (inne);Groch;Fasola, Bób, Soczewica;Peluszka, wyka, bobik;Łubin;Seradela;Koniczyna;Pozostałe pastawne oraz mieszanki;Ziemniaki;Buraki Cukrowe;Len;Konopie;Rzepak i rzepik ozimy i jary;Chmiel;Cykoria
NOWOGRÓDZKIE;STOŁPECKI;1614.0;27223.0;3966.0;7963.0;1888.0;0.0;0.0;61.0;56.0;501.0;1.0;212.0;4317.0;3058.0;2099.0;174.0;9482.0;0.0;974.0;13.0;0.0;0.0;0.0
NOWOGRÓDZKIE;SŁONIMSKI;2054.0;38270.0;7003.0;11981.0;3579.0;18.0;1.0;52.0;78.0;2562.0;175.0;435.0;5602.0;1621.0;1607.0;69.0;12468.0;0.0;1109.0;142.0;17.0;0.0;0.0
NOWOGRÓDZKIE;WOŁOŻYŃSKI;1140.0;26817.0;8035.0;13250.0;1579.0;0.0;1.0;84.0;143.0;2023.0;15.0;123.0;2404.0;1183.0;2324.0;22.0;13196.0;0.0;4466.0;90.0;0.0;0.0;0.0
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.);3390.0;54084.0;6787.0;10749.0;2613.0;1477.0;6.0;147.0;100.0;1432.0;286.0;783.0;6045.0;2441.0;1588.0;819.0;24235.0;188.0;1446.0;299.0;77.0;0.0;0.0
POLESKIE;DROHICKI;1947.0;22737.0;3145.0;6471.0;1062.0;951.0;2.0;27.0;11.0;249.0;61.0;64.0;961.0;337.0;361.0;27.0;11020.0;0.0;1275.0;37.0;7.0;0.0;0.0
POLESKIE;KOBRYŃSKI;3869.0;34221.0;5030.0;6004.0;3089.0;1686.0;5.0;87.0;77.0;762.0;208.0;1034.0;2369.0;755.0;1162.0;35.0;15218.0;85.0;1501.0;262.0;44.0;0.0;0.0
POLESKIE;KOSOWSKI (KOSÓW POLESKI);703.0;22106.0;3485.0;6072.0;1629.0;235.0;0.0;61.0;6.0;401.0;100.0;44.0;2186.0;1371.0;246.0;18.0;9780.0;0.0;1209.0;10.0;4.0;0.0;0.0
POLESKIE;KOSZYRSKI;937.0;22210.0;3741.0;5503.0;2952.0;1845.0;5.0;5.0;1.0;901.0;202.0;11.0;974.0;392.0;174.0;1.0;9777.0;0.0;1011.0;396.0;5.0;0.0;0.0
POLESKIE;PIŃSKI;1879.0;43344.0;4048.0;12905.0;3620.0;2455.0;0.0;70.0;32.0;98.0;125.0;46.0;2020.0;1161.0;674.0;38.0;19554.0;0.0;1542.0;377.0;20.0;0.0;0.0
POLESKIE;PRUŻAŃSKI;818.0;27479.0;5155.0;7664.0;1929.0;463.0;1.0;144.0;51.0;785.0;103.0;100.0;2984.0;1496.0;490.0;100.0;13854.0;15.0;1315.0;39.0;15.0;0.0;0.0
POLESKIE;SARNEŃSKI;902.0;36824.0;5639.0;6101.0;6051.0;2837.0;0.0;78.0;42.0;371.0;113.0;12.0;266.0;246.0;252.0;23.0;16834.0;0.0;781.0;510.0;0.0;11.0;0.0
POLESKIE;STOLIŃSKI;2409.0;24473.0;2415.0;5196.0;1655.0;2436.0;5.0;1.0;0.0;111.0;14.0;14.0;335.0;146.0;14.0;1.0;11450.0;0.0;1076.0;484.0;1.0;0.0;0.0
POLESKIE;ŁUNINIECKI;1739.0;16845.0;2448.0;3922.0;1942.0;1523.0;0.0;7.0;2.0;121.0;6.0;1.0;126.0;125.0;51.0;7.0;7943.0;0.0;895.0;337.0;89.0;0.0;0.0
POMORSKIE;BRODNICKI;2708.0;23218.0;3928.0;3001.0;33.0;0.0;0.0;2293.0;1219.0;788.0;1.0;366.0;640.0;1086.0;4230.0;256.0;9351.0;1014.0;48.0;4.0;115.0;0.0;0.0
POMORSKIE;CHEŁMIŃSKI;7131.0;10015.0;5070.0;2815.0;16.0;0.0;8.0;1918.0;1212.0;957.0;13.0;588.0;206.0;213.0;4013.0;312.0;5999.0;4445.0;13.0;32.0;9.0;0.0;0.0
POMORSKIE;CHOJNICKI;1037.0;28196.0;1561.0;5701.0;827.0;0.0;0.0;784.0;582.0;693.0;3.0;299.0;3368.0;2200.0;2276.0;271.0;10463.0;101.0;5.0;0.0;13.0;0.0;0.0
POMORSKIE;DZIAŁDOWSKI;398.0;12199.0;2120.0;1869.0;20.0;0.0;0.0;810.0;762.0;345.0;5.0;98.0;496.0;849.0;1900.0;91.0;5387.0;147.0;13.0;0.0;35.0;0.0;0.0
POMORSKIE;GNIEWSKI;3301.0;4930.0;2263.0;1972.0;21.0;10.0;2.0;1102.0;454.0;898.0;137.0;957.0;143.0;154.0;2226.0;220.0;3092.0;1607.0;2.0;0.0;48.0;0.0;0.0
POMORSKIE;GRUDZIĄDZ (MIASTO);;;;;;;;;;;;;;;;;;;;;;;
POMORSKIE;GRUDZIĄDZKI;7216.0;11860.0;4860.0;4057.0;46.0;4.0;3.0;2692.0;690.0;1478.0;40.0;1097.0;309.0;324.0;5868.0;327.0;6181.0;2713.0;18.0;2.0;36.0;0.0;7.0
POMORSKIE;KARTUSKI;234.0;25465.0;1405.0;10869.0;187.0;0.0;1.0;470.0;521.0;566.0;10.0;274.0;3280.0;3182.0;2997.0;504.0;12726.0;28.0;2.0;0.0;32.0;0.0;0.0
POMORSKIE;KOŚCIERSKI;743.0;24098.0;918.0;5729.0;150.0;0.0;1.0;945.0;625.0;732.0;44.0;362.0;2529.0;1381.0;2564.0;169.0;8790.0;0.0;2.0;36.0;91.0;0.0;0.0
POMORSKIE;LUBAWSKI;1862.0;23650.0;4811.0;4167.0;50.0;0.0;1.0;2358.0;1527.0;629.0;20.0;451.0;659.0;1183.0;4583.0;207.0;9279.0;441.0;47.0;43.0;125.0;0.0;0.0
POMORSKIE;MORSKI;638.0;20886.0;1554.0;7821.0;30.0;1.0;2.0;1054.0;631.0;400.0;1.0;485.0;1510.0;1851.0;2554.0;282.0;9976.0;132.0;3.0;0.0;15.0;0.0;0.0
POMORSKIE;STAROGARDZKI;2517.0;16916.0;2066.0;3231.0;31.0;1.0;11.0;1506.0;587.0;934.0;17.0;570.0;1407.0;952.0;2818.0;234.0;7689.0;716.0;6.0;0.0;11.0;0.0;0.0
POMORSKIE;SĘPOLEŃSKI;1051.0;15377.0;2656.0;4398.0;17.0;0.0;0.0;1625.0;356.0;668.0;2.0;255.0;486.0;386.0;2484.0;70.0;5659.0;212.0;10.0;0.0;13.0;0.0;0.0
POMORSKIE;TCZEWSKI;3402.0;4358.0;1928.0;2154.0;0.0;0.0;0.0;781.0;171.0;1162.0;70.0;630.0;199.0;64.0;1905.0;288.0;2876.0;1689.0;1.0;0.0;58.0;0.0;0.0
POMORSKIE;TORUŃ (MIASTO);;;;;;;;;;;;;;;;;;;;;;;
POMORSKIE;TORUŃSKI;5806.0;12408.0;3672.0;2210.0;40.0;1.0;2.0;1910.0;1072.0;587.0;7.0;409.0;540.0;767.0;3526.0;328.0;5787.0;4986.0;157.0;0.0;32.0;0.0;1.0
POMORSKIE;TUCHOLSKI;1048.0;14189.0;2305.0;2393.0;27.0;25.0;0.0;621.0;667.0;941.0;3.0;381.0;1024.0;775.0;1951.0;193.0;5194.0;206.0;13.0;0.0;11.0;0.0;0.0
POMORSKIE;WĄBRZESKI;5258.0;13681.0;4091.0;2460.0;6.0;1.0;0.0;1994.0;1592.0;836.0;5.0;638.0;226.0;432.0;3987.0;381.0;6323.0;2049.0;8.0;2.0;37.0;0.0;0.0
POMORSKIE;ŚWIECKI;3690.0;26730.0;4563.0;3742.0;4.0;0.0;6.0;2337.0;1177.0;740.0;21.0;428.0;1022.0;1240.0;4017.0;402.0;12269.0;1124.0;85.0;0.0;3.0;0.0;0.0
POZNAŃSKIE;BYDGOSKI;3727.0;23941.0;5463.0;4568.0;18.0;1.0;10.0;1680.0;1626.0;815.0;9.0;433.0;1207.0;1204.0;4333.0;276.0;9645.0;1595.0;14.0;1.0;25.0;0.0;0.0
POZNAŃSKIE;BYDGOSZCZ (MIASTO);;;;;;;;;;;;;;;;;;;;;;;
POZNAŃSKIE;CHODZIESKI;815.0;18265.0;2424.0;3716.0;7.0;4.0;1.0;1250.0;334.0;235.0;10.0;209.0;2031.0;2076.0;759.0;265.0;7009.0;323.0;15.0;1.0;8.0;0.0;0.0
POZNAŃSKIE;CZARNKOWSKI;996.0;12064.0;1061.0;2161.0;23.0;0.0;0.0;493.0;134.0;79.0;92.0;188.0;1344.0;792.0;535.0;53.0;5444.0;393.0;1.0;0.0;40.0;0.0;2.0
POZNAŃSKIE;GNIEZNO (MIASTO);;;;;;;;;;;;;;;;;;;;;;;
POZNAŃSKIE;GNIEŹNIEŃSKI;5168.0;27711.0;5911.0;5938.0;43.0;175.0;35.0;3063.0;947.0;686.0;11.0;500.0;1265.0;1830.0;3008.0;545.0;12366.0;3013.0;10.0;56.0;43.0;0.0;0.0
POZNAŃSKIE;GOSTYŃSKI;5707.0;10680.0;3327.0;5184.0;35.0;6.0;12.0;878.0;462.0;1040.0;52.0;123.0;344.0;185.0;2560.0;269.0;5770.0;3856.0;90.0;12.0;82.0;0.0;0.0
POZNAŃSKIE;GRODZISKI;2501.0;10374.0;2209.0;2112.0;18.0;0.0;4.0;833.0;339.0;584.0;0.0;7.0;439.0;360.0;973.0;109.0;4963.0;2994.0;18.0;0.0;35.0;0.0;0.0
POZNAŃSKIE;INOWROCŁAW (MIASTO);;;;;;;;;;;;;;;;;;;;;;;
POZNAŃSKIE;INOWROCŁAWSKI;8201.0;17294.0;7845.0;2780.0;6.0;0.0;0.0;3253.0;1300.0;1383.0;5.0;367.0;732.0;1081.0;1611.0;472.0;7121.0;9844.0;1.0;12.0;67.0;0.0;667.0
POZNAŃSKIE;JAROCIŃSKI;4459.0;15749.0;2754.0;6108.0;14.0;0.0;17.0;976.0;601.0;478.0;0.0;105.0;676.0;416.0;2677.0;200.0;8024.0;2755.0;19.0;161.0;51.0;0.0;0.0
POZNAŃSKIE;KOŚCIAŃSKI;3448.0;14140.0;3231.0;3437.0;4.0;4.0;8.0;884.0;403.0;488.0;0.0;116.0;635.0;342.0;1227.0;277.0;7160.0;2383.0;128.0;6.0;29.0;0.0;90.0
POZNAŃSKIE;KOŹMIŃSKI;5370.0;7895.0;2044.0;4669.0;5.0;10.0;22.0;659.0;510.0;1071.0;11.0;154.0;130.0;93.0;2622.0;281.0;4430.0;3553.0;50.0;8.0;60.0;1.0;0.0
POZNAŃSKIE;KROTOSZYŃSKI;3136.0;8932.0;1559.0;5264.0;10.0;2.0;37.0;728.0;363.0;274.0;4.0;191.0;302.0;197.0;1923.0;179.0;4492.0;1769.0;3.0;5.0;39.0;3.0;0.0
POZNAŃSKIE;KĘPIŃSKI;1858.0;19379.0;1028.0;7961.0;14.0;1.0;9.0;669.0;171.0;31.0;1.0;159.0;1332.0;1148.0;1371.0;316.0;9829.0;899.0;9.0;4.0;41.0;0.0;0.0
POZNAŃSKIE;LESZCZYŃSKI;3907.0;17404.0;2686.0;5025.0;13.0;29.0;24.0;1399.0;359.0;516.0;22.0;117.0;1029.0;738.0;1744.0;238.0;8959.0;2188.0;106.0;17.0;103.0;0.0;0.0
POZNAŃSKIE;MIĘDZYCHODZKI;1441.0;15827.0;1250.0;3017.0;4.0;0.0;18.0;1043.0;281.0;277.0;1.0;68.0;2388.0;1941.0;689.0;109.0;6459.0;603.0;3.0;3.0;147.0;0.0;0.0
POZNAŃSKIE;MOGILEŃSKI;3947.0;20240.0;5202.0;3432.0;2.0;0.0;12.0;2697.0;798.0;419.0;32.0;279.0;526.0;917.0;2202.0;19.0;7831.0;2822.0;4.0;0.0;55.0;0.0;17.0
POZNAŃSKIE;NOWOTOMYSKI;1524.0;18493.0;1379.0;3596.0;19.0;3.0;3.0;1231.0;251.0;355.0;35.0;58.0;2384.0;2035.0;849.0;278.0;8016.0;1437.0;97.0;10.0;29.0;71.0;0.0
POZNAŃSKIE;OBORNICKI;3452.0;23631.0;3829.0;5232.0;14.0;0.0;4.0;2108.0;900.0;344.0;6.0;122.0;1731.0;1779.0;2251.0;173.0;10541.0;1554.0;16.0;0.0;63.0;0.0;0.0
POZNAŃSKIE;ODOLANOWSKI;1024.0;10886.0;636.0;3624.0;7.0;17.0;10.0;377.0;143.0;55.0;157.0;59.0;762.0;333.0;542.0;108.0;5045.0;215.0;5.0;3.0;0.0;0.0;0.0
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI);1457.0;9321.0;941.0;2541.0;20.0;15.0;19.0;725.0;68.0;113.0;23.0;54.0;806.0;474.0;843.0;141.0;4497.0;628.0;7.0;3.0;30.0;0.0;0.0
POZNAŃSKIE;OSTRZESZOWSKI;588.0;13541.0;495.0;2711.0;34.0;3.0;10.0;397.0;110.0;25.0;0.0;45.0;2829.0;841.0;279.0;103.0;4764.0;411.0;5.0;0.0;1.0;0.0;0.0
POZNAŃSKIE;PLESZEWSKI;3495.0;11952.0;1273.0;4591.0;14.0;0.0;70.0;985.0;318.0;149.0;10.0;170.0;343.0;420.0;1673.0;199.0;6457.0;1801.0;5.0;0.0;117.0;0.0;0.0
POZNAŃSKIE;POZNAŃ (MIASTO);;;;;;;;;;;;;;;;;;;;;;;
POZNAŃSKIE;POZNAŃSKI;4887.0;33988.0;7836.0;7031.0;23.0;5.0;10.0;2994.0;985.0;608.0;5.0;80.0;2163.0;1593.0;2748.0;267.0;15964.0;3194.0;19.0;9.0;105.0;0.0;0.0
POZNAŃSKIE;RAWICKI;4223.0;11879.0;2494.0;4253.0;46.0;23.0;42.0;946.0;209.0;637.0;76.0;193.0;614.0;306.0;1497.0;372.0;5494.0;3095.0;103.0;186.0;73.0;0.0;0.0
POZNAŃSKIE;STRZELNEŃSKI;5039.0;11415.0;5705.0;1468.0;2.0;12.0;13.0;1602.0;729.0;1879.0;36.0;240.0;293.0;455.0;1711.0;224.0;4636.0;6520.0;5.0;2.0;51.0;0.0;293.0
POZNAŃSKIE;SZAMOTULSKI;5150.0;21342.0;4113.0;4626.0;7.0;3.0;0.0;2785.0;1003.0;1081.0;36.0;86.0;1008.0;879.0;2205.0;249.0;10962.0;3796.0;9.0;0.0;121.0;0.0;0.0
POZNAŃSKIE;SZUBIŃSKI;2717.0;19656.0;4336.0;3836.0;16.0;1.0;20.0;2572.0;676.0;445.0;5.0;257.0;1329.0;1230.0;1667.0;302.0;8168.0;2253.0;17.0;5.0;63.0;0.0;0.0
POZNAŃSKIE;WOLSZTYŃSKI;1314.0;18128.0;1399.0;3274.0;2.0;3.0;10.0;706.0;132.0;180.0;2.0;53.0;1619.0;1175.0;473.0;9.0;7951.0;670.0;38.0;9.0;26.0;50.0;0.0
POZNAŃSKIE;WRZESIŃSKI;4580.0;15371.0;3956.0;3853.0;106.0;1.0;17.0;1899.0;775.0;407.0;22.0;238.0;707.0;796.0;2263.0;37.0;7196.0;4979.0;6.0;0.0;2.0;0.0;0.0
POZNAŃSKIE;WYRZYSKI;4431.0;24354.0;6752.0;5526.0;8.0;2.0;2.0;3305.0;1575.0;924.0;0.0;382.0;812.0;557.0;3960.0;351.0;10878.0;2961.0;9.0;0.0;14.0;0.0;0.0
POZNAŃSKIE;WĄGROWIECKI;3406.0;27244.0;6364.0;5469.0;14.0;0.0;9.0;3168.0;1839.0;410.0;42.0;267.0;1880.0;1686.0;2020.0;482.0;11773.0;1978.0;4.0;11.0;29.0;0.0;0.0
POZNAŃSKIE;ŚMIGIELSKI;2430.0;12892.0;1810.0;3002.0;1.0;11.0;7.0;903.0;309.0;427.0;5.0;113.0;618.0;396.0;781.0;65.0;6485.0;1290.0;68.0;0.0;49.0;0.0;0.0
POZNAŃSKIE;ŚREDZKI;4425.0;20909.0;4923.0;5060.0;61.0;8.0;13.0;1784.0;927.0;774.0;6.0;244.0;1055.0;698.0;1730.0;484.0;9411.0;4182.0;11.0;3.0;70.0;0.0;0.0
POZNAŃSKIE;ŚREMSKI;3388.0;21769.0;3423.0;4623.0;127.0;27.0;13.0;1609.0;460.0;504.0;10.0;71.0;1575.0;1250.0;914.0;392.0;9466.0;2050.0;12.0;53.0;118.0;0.0;1.0
POZNAŃSKIE;ŻNIŃSKI;4177.0;16722.0;5477.0;4140.0;0.0;0.0;4.0;2800.0;843.0;474.0;6.0;382.0;606.0;982.0;1956.0;226.0;6899.0;2960.0;2.0;28.0;25.0;0.0;0.0
STANISŁAWOWSKIE;BOHORODCZAŃSKI;1115.0;4339.0;903.0;5639.0;144.0;122.0;422.0;50.0;17.0;77.0;157.0;15.0;0.0;0.0;2012.0;176.0;4842.0;0.0;122.0;167.0;0.0;0.0;0.0
STANISŁAWOWSKIE;DOLIŃSKI;812.0;5197.0;433.0;7062.0;13.0;160.0;113.0;43.0;28.0;15.0;50.0;0.0;15.0;0.0;2498.0;23.0;6780.0;0.0;327.0;187.0;0.0;0.0;0.0
STANISŁAWOWSKIE;HORODEŃSKI;11141.0;11857.0;9271.0;4549.0;219.0;29.0;6266.0;1055.0;442.0;196.0;579.0;1334.0;51.0;9.0;4135.0;222.0;7062.0;1989.0;12.0;242.0;87.0;0.0;0.0
STANISŁAWOWSKIE;KAŁUSKI;3813.0;7096.0;762.0;6630.0;313.0;411.0;1214.0;73.0;27.0;31.0;78.0;38.0;22.0;10.0;3162.0;192.0;6362.0;8.0;296.0;206.0;0.0;0.0;0.0
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI);592.0;1364.0;437.0;1013.0;2.0;0.0;3641.0;43.0;6.0;9.0;187.0;5.0;0.0;0.0;539.0;34.0;3473.0;0.0;59.0;148.0;0.0;0.0;0.0
STANISŁAWOWSKIE;KOŁOMYJSKI;6193.0;7945.0;3070.0;7449.0;51.0;40.0;7483.0;77.0;91.0;139.0;177.0;579.0;23.0;12.0;3180.0;1005.0;7222.0;979.0;77.0;290.0;69.0;0.0;0.0
STANISŁAWOWSKIE;NADWÓRNIAŃSKI;1027.0;5181.0;559.0;3615.0;55.0;22.0;1320.0;67.0;7.0;81.0;148.0;1.0;0.0;0.0;1507.0;3.0;6741.0;0.0;42.0;194.0;0.0;0.0;0.0
STANISŁAWOWSKIE;PECZENIŻYŃSKI;368.0;1335.0;33.0;932.0;1.0;0.0;2032.0;13.0;6.0;2.0;25.0;0.0;0.0;0.0;461.0;23.0;2039.0;0.0;2.0;178.0;0.0;0.0;0.0
STANISŁAWOWSKIE;ROHATYŃSKI;11579.0;9760.0;6253.0;7942.0;1286.0;530.0;3447.0;153.0;940.0;345.0;581.0;444.0;9.0;0.0;2413.0;154.0;9877.0;611.0;118.0;296.0;9.0;9.0;0.0
STANISŁAWOWSKIE;SKOLSKI;236.0;1979.0;303.0;7354.0;1.0;15.0;0.0;53.0;3.0;17.0;298.0;56.0;0.0;0.0;318.0;20.0;3034.0;0.0;296.0;94.0;0.0;0.0;0.0
STANISŁAWOWSKIE;STANISŁAWOWSKI;5509.0;9369.0;787.0;6205.0;124.0;430.0;3826.0;178.0;36.0;175.0;494.0;212.0;17.0;1.0;2401.0;140.0;7929.0;170.0;71.0;208.0;2.0;0.0;0.0
STANISŁAWOWSKIE;STRYJSKI;2112.0;4804.0;1043.0;4553.0;35.0;325.0;36.0;51.0;73.0;19.0;112.0;85.0;92.0;8.0;1668.0;111.0;4606.0;26.0;256.0;133.0;0.0;0.0;0.0
STANISŁAWOWSKIE;TURCZAŃSKI;363.0;3787.0;808.0;29931.0;0.0;0.0;0.0;2.0;16.0;62.0;503.0;5.0;135.0;0.0;1454.0;6.0;6407.0;0.0;719.0;123.0;0.0;0.0;0.0
STANISŁAWOWSKIE;TŁUMACKI;6958.0;11782.0;2349.0;6518.0;175.0;124.0;6654.0;170.0;225.0;110.0;277.0;322.0;26.0;1.0;2691.0;96.0;8248.0;145.0;17.0;278.0;4.0;0.0;0.0
STANISŁAWOWSKIE;ŚNIATYŃSKI;5676.0;6555.0;3245.0;2738.0;41.0;3.0;10381.0;212.0;148.0;64.0;185.0;190.0;3.0;0.0;2767.0;175.0;4138.0;521.0;1.0;194.0;43.0;0.0;0.0
STANISŁAWOWSKIE;ŻYDACZOWSKI;5202.0;7093.0;1765.0;5700.0;252.0;719.0;914.0;98.0;25.0;75.0;119.0;110.0;96.0;15.0;2551.0;71.0;6560.0;104.0;433.0;270.0;16.0;10.0;0.0
TARNOPOLSKIE;BORSZCZOWSKI;13717.0;15711.0;7213.0;1699.0;283.0;108.0;11165.0;1035.0;1224.0;937.0;141.0;255.0;1.0;0.0;2966.0;634.0;6185.0;902.0;33.0;153.0;2.0;0.0;0.0
TARNOPOLSKIE;BRODZKI;5055.0;11463.0;5464.0;7310.0;3481.0;833.0;16.0;78.0;60.0;255.0;218.0;33.0;86.0;6.0;1134.0;44.0;6279.0;653.0;40.0;188.0;4.0;214.0;0.0
TARNOPOLSKIE;BRZEŻAŃSKI;8824.0;10489.0;8663.0;8141.0;4097.0;232.0;948.0;369.0;285.0;555.0;151.0;758.0;6.0;0.0;2526.0;122.0;7649.0;699.0;20.0;437.0;16.0;0.0;0.0
TARNOPOLSKIE;BUCZACKI;11525.0;17063.0;8045.0;5650.0;2107.0;140.0;6555.0;682.0;559.0;441.0;2688.0;195.0;21.0;0.0;4038.0;400.0;8918.0;427.0;52.0;292.0;27.0;28.0;0.0
TARNOPOLSKIE;CZORTKOWSKI;7600.0;9977.0;7058.0;1868.0;1826.0;27.0;4324.0;644.0;1637.0;391.0;859.0;366.0;4.0;0.0;2390.0;2056.0;6025.0;911.0;0.0;50.0;11.0;0.0;0.0
TARNOPOLSKIE;KAMIONECKI;7510.0;8695.0;3221.0;4881.0;1084.0;984.0;33.0;151.0;112.0;137.0;46.0;259.0;49.0;0.0;1818.0;218.0;6280.0;390.0;357.0;294.0;38.0;5.0;0.0
TARNOPOLSKIE;KOPYCZYNIECKI;9118.0;12267.0;8666.0;1646.0;2553.0;64.0;4011.0;1586.0;1955.0;763.0;1533.0;531.0;10.0;8.0;2369.0;144.0;7319.0;990.0;0.0;41.0;10.0;0.0;0.0
TARNOPOLSKIE;PODHAJECKI;11626.0;13327.0;8151.0;7937.0;3838.0;360.0;3375.0;381.0;140.0;738.0;1398.0;653.0;22.0;10.0;3642.0;141.0;8006.0;255.0;41.0;315.0;17.0;0.0;0.0
TARNOPOLSKIE;PRZEMYŚLAŃSKI;9208.0;7802.0;5156.0;7773.0;1848.0;563.0;367.0;204.0;142.0;302.0;241.0;761.0;89.0;4.0;2326.0;224.0;6739.0;638.0;93.0;280.0;1.0;16.0;0.0
TARNOPOLSKIE;RADZIECHOWSKI;7499.0;10006.0;4845.0;6498.0;1191.0;826.0;3.0;305.0;63.0;510.0;164.0;279.0;184.0;11.0;1393.0;422.0;6576.0;128.0;57.0;254.0;0.0;29.0;0.0
TARNOPOLSKIE;SKAŁACKI;11593.0;12309.0;13055.0;3620.0;7003.0;116.0;364.0;1272.0;505.0;865.0;485.0;469.0;0.0;3.0;2428.0;347.0;6450.0;365.0;13.0;148.0;18.0;1.0;0.0
TARNOPOLSKIE;TARNOPOLSKI;9326.0;14858.0;14158.0;9447.0;11393.0;230.0;167.0;921.0;829.0;698.0;462.0;1341.0;29.0;1.0;2662.0;553.0;8602.0;844.0;76.0;210.0;92.0;0.0;0.0
TARNOPOLSKIE;TREMBOWELSKI;6618.0;9069.0;9866.0;3148.0;4815.0;42.0;1826.0;1063.0;639.0;193.0;651.0;471.0;0.0;1.0;1733.0;411.0;5701.0;280.0;1.0;118.0;52.0;0.0;0.0
TARNOPOLSKIE;ZALESZCZYCKI;8412.0;9675.0;6403.0;1917.0;316.0;4.0;6159.0;806.0;502.0;138.0;300.0;313.0;0.0;0.0;2401.0;32.0;5330.0;1042.0;0.0;92.0;39.0;0.0;0.0
TARNOPOLSKIE;ZBARASKI;9322.0;7839.0;6676.0;7267.0;5547.0;202.0;8.0;524.0;255.0;1110.0;364.0;541.0;0.0;0.0;971.0;170.0;3798.0;223.0;40.0;248.0;39.0;0.0;0.0
TARNOPOLSKIE;ZBOROWSKI;5452.0;9977.0;10443.0;10544.0;4604.0;311.0;119.0;235.0;186.0;290.0;80.0;323.0;14.0;0.0;1379.0;94.0;6381.0;789.0;97.0;197.0;6.0;7.0;0.0
TARNOPOLSKIE;ZŁOCZOWSKI;7412.0;8978.0;6792.0;7317.0;2037.0;677.0;194.0;65.0;87.0;127.0;204.0;200.0;52.0;11.0;997.0;64.0;7642.0;1117.0;63.0;377.0;15.0;3.0;0.0
WARSZAWSKIE;BŁOŃSKI;4934.0;26567.0;2653.0;7460.0;175.0;28.0;3.0;182.0;88.0;35.0;18.0;881.0;1971.0;2823.0;2004.0;211.0;10035.0;2459.0;25.0;0.0;49.0;0.0;0.0
WARSZAWSKIE;CIECHANOWSKI;8010.0;26259.0;3529.0;4208.0;333.0;6.0;2.0;1052.0;872.0;620.0;43.0;2596.0;1455.0;2591.0;3077.0;982.0;7513.0;3025.0;82.0;11.0;176.0;0.0;0.0
WARSZAWSKIE;GOSTYNIŃSKI;4913.0;25826.0;1147.0;5780.0;171.0;24.0;0.0;141.0;212.0;224.0;12.0;770.0;3526.0;2591.0;2080.0;155.0;9516.0;1725.0;18.0;1.0;162.0;0.0;0.0
WARSZAWSKIE;GRÓJECKI;6698.0;43730.0;3113.0;14524.0;224.0;78.0;2.0;500.0;187.0;116.0;34.0;741.0;3430.0;6269.0;4762.0;525.0;17615.0;914.0;41.0;7.0;201.0;10.0;0.0
WARSZAWSKIE;KUTNOWSKI;10025.0;20583.0;3022.0;8357.0;25.0;15.0;3.0;366.0;463.0;461.0;169.0;1590.0;1000.0;823.0;5411.0;447.0;8745.0;7869.0;25.0;3.0;384.0;4.0;25.0
WARSZAWSKIE;LIPNOWSKI;4270.0;35242.0;5242.0;4430.0;425.0;1.0;4.0;1570.0;742.0;368.0;8.0;954.0;3719.0;3141.0;3451.0;400.0;11138.0;2245.0;16.0;1.0;221.0;0.0;430.0
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI);4213.0;20209.0;1249.0;3724.0;846.0;80.0;0.0;620.0;190.0;1022.0;5.0;624.0;1548.0;2597.0;1017.0;438.0;6420.0;303.0;156.0;8.0;104.0;0.0;0.0
WARSZAWSKIE;MIŃSKI;1765.0;25428.0;3329.0;7910.0;727.0;209.0;3.0;310.0;205.0;145.0;7.0;440.0;3363.0;5090.0;4486.0;229.0;13835.0;0.0;366.0;11.0;173.0;0.0;0.0
WARSZAWSKIE;MŁAWSKI;1331.0;44454.0;1458.0;3418.0;864.0;40.0;2.0;789.0;515.0;877.0;3.0;1430.0;3663.0;5547.0;1412.0;239.0;13557.0;237.0;57.0;0.0;247.0;0.0;16.0
WARSZAWSKIE;NIESZAWSKI;9422.0;33609.0;7071.0;2337.0;39.0;2.0;6.0;2125.0;803.0;1261.0;16.0;2320.0;2952.0;3865.0;4435.0;734.0;11339.0;7558.0;1.0;8.0;188.0;0.0;210.0
WARSZAWSKIE;PRZASNYCKI;4434.0;22298.0;1880.0;2770.0;774.0;35.0;0.0;569.0;327.0;1697.0;20.0;1364.0;1241.0;819.0;1119.0;209.0;7148.0;537.0;327.0;5.0;88.0;0.0;0.0
WARSZAWSKIE;PUŁTUSKI;5631.0;34041.0;2816.0;6575.0;2006.0;12.0;4.0;436.0;316.0;488.0;24.0;1213.0;3652.0;4490.0;3326.0;213.0;12260.0;659.0;151.0;3.0;194.0;7.0;0.0
WARSZAWSKIE;PŁOCKI;12439.0;38319.0;4828.0;8029.0;329.0;9.0;1.0;756.0;327.0;378.0;17.0;2299.0;2354.0;2085.0;5033.0;867.0;13052.0;4506.0;12.0;0.0;309.0;0.0;0.0
