Region;District;Polish;% Polish;Ukrainian;% Ukrainian;Ruthenian;% Ruthenian;Belarusian;% Belarusian;Russian;% Russian;German;% German;Jewish;% Jewish;Hebrew;% Hebrew;Other and unknown: total;% Other: total;Minorities total (excluding Polish nationality);% Minorities total
WARSZAWSKIE;KUTNOWSKI;96770;0,896001926;24;0,000222218;1;9,25909E-06;10;9,25909E-05;32;0,000296291;589;0,005453603;9609;0,088970575;605;0,005601748;362;0,00335179;11232;0,103998074
WARSZAWSKIE;LIPNOWSKI;84609;0,809655502;29;0,000277512;1;9,56938E-06;3;2,87081E-05;35;0,000334928;15407;0,147435407;3564;0,034105263;544;0,005205742;308;0,002947368;19891;0,190344498
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI);57875;0,882765669;34;0,000518601;0;0;4;6,10119E-05;12;0,000183036;241;0,003675966;6389;0,097451229;731;0,011149921;275;0,004194567;7686;0,117234331
WARSZAWSKIE;MIŃSKI;95195;0,856586253;32;0,000287943;2;1,79965E-05;10;8,99823E-05;27;0,000242952;769;0,006919637;14277;0,128467692;407;0,003662279;414;0,003725266;15938;0,143413747
WARSZAWSKIE;MŁAWSKI;94997;0,921129437;24;0,000232714;2;1,93928E-05;3;2,90892E-05;8;7,75712E-05;162;0,001570818;6753;0,065479827;812;0,007873481;370;0,00358767;8134;0,078870563
WARSZAWSKIE;NIESZAWSKI;104638;0,887710606;67;0,000568404;4;3,39345E-05;5;4,24182E-05;60;0,000509018;8890;0,075419516;3455;0,029310959;223;0,001891851;532;0,004513294;13236;0,112289394
WARSZAWSKIE;PRZASNYCKI;65270;0,944327093;27;0,000390636;0;0;2;0,000028936;13;0,000188084;4;0,000057872;3189;0,046138488;322;0,0046587;291;0,004210191;3848;0,055672907
WARSZAWSKIE;PUŁTUSKI;99140;0,838060137;24;0,000202879;2;1,69066E-05;8;6,76264E-05;29;0,000245146;1439;0,012164298;16684;0,141034853;559;0,004725395;412;0,003482759;19157;0,161939863
WARSZAWSKIE;PŁOCKI;112267;0,876100325;47;0,000366775;2;1,56074E-05;5;3,90186E-05;158;0,001232988;3945;0,030785679;10378;0,080987015;960;0,007491572;382;0,002981021;15877;0,123899675
WARSZAWSKIE;PŁOŃSKI;72891;0,895202889;32;0,000393005;2;2,45628E-05;21;0,000257909;11;0,000135095;1486;0,018250147;5403;0,066356357;1243;0,015265769;335;0,004114266;8533;0,104797111
WARSZAWSKIE;RADZYMIŃSKI;86477;0,888419733;22;0,000226017;5;5,13674E-05;20;0,00020547;139;0,001428014;1186;0,012184347;8525;0,087581417;463;0,004756621;501;0,005147013;10861;0,111580267
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA);84040;0,898323927;13;0,00013896;2;2,13785E-05;4;0,000042757;12;0,000128271;2258;0,024136309;6886;0,073606123;78;0,000833761;259;0,002768514;9512;0,101676073
WARSZAWSKIE;RYPIŃSKI;74136;0,856004711;40;0,000461856;3;3,46392E-05;3;3,46392E-05;37;0,000427217;7337;0,084716016;4329;0,049984412;466;0,005380627;256;0,002955881;12471;0,143995289
WARSZAWSKIE;SIERPECKI;72917;0,876743459;25;0,000300596;0;0;1;1,20239E-05;21;0,000252501;2418;0,029073682;6513;0,07831137;1009;0,01213207;264;0,003174298;10251;0,123256541
WARSZAWSKIE;SKIERNIEWICKI;65354;0,919895841;26;0,000365965;1;1,40756E-05;2;2,81512E-05;17;0,000239285;949;0,013357731;4021;0,056597931;451;0,006348089;224;0,003152931;5691;0,080104159
WARSZAWSKIE;SOCHACZEWSKI;66137;0,879703649;47;0,000625158;6;7,98074E-05;10;0,000133012;24;0,00031923;4834;0,06429816;3740;0,049746612;38;0,000505447;345;0,004588925;9044;0,120296351
WARSZAWSKIE;WARSZAWSKI;284171;0,871497706;226;0,000693098;23;7,05366E-05;116;0,00035575;960;0,002944135;4179;0,012816188;32567;0,099876714;2157;0,006615103;1673;0,005130769;41901;0,128502294
WARSZAWSKIE;WŁOCŁAWSKI;126908;0,858728161;31;0,000209763;2;1,35331E-05;12;8,11985E-05;65;0,000439825;5705;0,038603115;13144;0,088939412;1461;0,009885916;458;0,003099076;20878;0,141271839
WARSZAWSKIE;ŁOWICKI;97906;0,934351291;12;0,00011452;4;3,81734E-05;5;4,77168E-05;24;0,00022904;701;0,006689889;5428;0,051801307;229;0,002185427;476;0,004542635;6879;0,065648709
WOŁYŃSKIE;DUBIEŃSKI;33987;0,149914648;157639;0,695336312;534;0,002355442;107;0,000471971;2751;0,012134498;2789;0,012302114;15698;0,06924295;1732;0,00763975;11472;0,050602314;192722;0,850085352
WOŁYŃSKIE;HOROCHOWSKI;21100;0,17288705;83119;0,681052071;1105;0,009054037;15;0,000122905;403;0,003302061;4977;0,04078004;7520;0,061616617;2473;0,020263018;1333;0,010922201;100945;0,82711295
WOŁYŃSKIE;KOSTOPOLSKI;34951;0,218988484;103980;0,651495595;1366;0,00855879;212;0,001328304;588;0,003684164;7545;0,047273844;6884;0,043132292;3597;0,022537312;479;0,003001216;124651;0,781011516
WOŁYŃSKIE;KOWELSKI;36720;0,143946373;182807;0,716623219;2433;0,009537623;237;0,000929066;3120;0,012230738;1813;0,007107156;22825;0,08947647;3651;0,014312315;1489;0,005837041;218375;0,856053627
WOŁYŃSKIE;KRZEMIENIECKI;25758;0,105986043;195817;;183;0,805725172;56;0,000752987;1754;0,007217157;118;0,000485533;13881;0,057115935;4798;0,019742256;667;0,002744495;217274;0,894013957
WOŁYŃSKIE;LUBOMELSKI;12150;0,14209363;65741;0,768837639;165;0,001929667;114;0,001333224;371;0,004338826;8;9,35596E-05;6765;0,07911633;53;0,000619832;140;0,001637293;73357;0,85790637
WOŁYŃSKIE;RÓWIEŃSKI;36990;0,146328727;160371;0,63441158;113;0,000447017;140;0,000553826;4093;0,016191497;7458;0,029503099;33149;0,131134117;4335;0,017148825;6138;0,024281312;215797;0,853671273
WOŁYŃSKIE;SARNEŃSKI;30426;0,167836102;128284;0,707641049;1353;0,007463428;1183;0,006525672;2765;0,015252311;922;0,005085942;13408;0,073961298;2611;0,014402815;332;0,001831381;150858;0,832163898
WOŁYŃSKIE;WŁODZIMIERSKI;40286;0,267905356;87212;0,579967282;962;0,006397383;77;0,000512057;1228;0,008166305;2778;0,018473938;14446;0,096067139;2790;0,018553739;595;0,003956801;110088;0,732094644
WOŁYŃSKIE;ZDOŁBUNOWSKI;17826;0,150641405;81561;0,689244004;89;0,000752108;56;0,000473237;2405;0,020323829;856;0,007233762;9694;0,081920665;1093;0,009236568;4754;0,040174422;100508;0,849358595
WOŁYŃSKIE;ŁUCKI;56446;0,194102577;171793;0,590749815;245;0,000842489;220;0,000756521;3909;0,013441997;17619;0,060586991;29887;0,102773336;4255;0,014631798;6431;0,022114475;234359;0,805897423
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI;62282;0,389540047;82;0,000512865;109;0,000681736;79984;0,500256433;5067;0,03169133;200;0,001250891;10955;0,068517569;807;0,005047346;400;0,002501783;97604;0,610459953
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI;35523;0,38914389;23;0,000251958;32;0,00035055;49012;0,536911869;735;0,008051706;65;0,000712056;4822;0,052823575;967;0,010593197;106;0,001161198;55762;0,61085611
ZIEMIA WILEŃSKA;OSZMIAŃSKI;84951;0,81205789;19;0,000181624;57;0,000544871;10149;0,097015639;915;0,008746607;10;9,55913E-05;5444;0,052039919;1277;0,012207013;1790;0,017110848;19661;0,18794211
ZIEMIA WILEŃSKA;POSTAWSKI;47917;0,479616043;17;0,000170158;27;0,000270251;47707;0,477514088;1364;0,013652697;3;3,00279E-05;2195;0,021970433;488;0,004884543;189;0,001891759;51990;0,520383957
ZIEMIA WILEŃSKA;WILEJSKI;59477;0,453780423;17;0,000129702;46;0,000350958;64337;0,490859846;883;0,006736858;128;0,000976577;4698;0,035843442;1236;0,009430076;248;0,001892119;71593;0,546219577
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI;180546;0,841816181;20;9,32523E-05;151;0,000704055;5549;0,025872841;3714;0,017316946;171;0,000797307;6102;0,028451266;406;0,001893021;17813;0,083055131;33926;0,158183819
ZIEMIA WILEŃSKA;WILNO (MIASTO);128628;;143;;70;;1737;;7372;;561;;47523;;7073;;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI;68441;0,501491116;27;0,000197838;242;0,001773219;8062;0,05907309;8752;0,064128961;105;0,000769372;6594;0,048316541;1060;0,00776699;43192;0,316482872;68034;0,498508884
ŁÓDZKIE;BRZEZIŃSKI;115905;0,767974398;50;0,000331295;2;1,32518E-05;6;3,97554E-05;58;0,000384302;10020;0,066391471;22686;0,150315061;2132;0,014126409;64;0,000424057;35018;0,232025602
ŁÓDZKIE;KALISKI;169363;0,865151894;698;0,003565572;3;1,53248E-05;10;5,10827E-05;202;0,00103187;3821;0,019518699;20866;0,106589157;759;0,003877177;39;0,000199223;26398;0,134848106
ŁÓDZKIE;KOLSKI;101969;0,854226355;36;0,000301583;1;8,37731E-06;2;1,67546E-05;18;0,000150792;7771;0,065100109;9212;0,077171819;294;0,00246293;67;0,00056128;17401;0,145773645
ŁÓDZKIE;KONIŃSKI;183237;0,883091159;127;0,000612063;6;2,89164E-05;2;9,63879E-06;62;0,000298802;16787;0,080903154;6799;0,032767055;330;0,0015904;145;0,000698812;24258;0,116908841
ŁÓDZKIE;PIOTRKOWSKI;192161;0,864830442;88;0,000396049;2;9,0011E-06;21;9,45116E-05;144;0,000648079;8838;0,039775873;19519;0,087846261;915;0,004118004;507;0,00228178;30034;0,135169558
ŁÓDZKIE;RADOMSZCZAŃSKI;171787;0,92154475;49;0,000262859;1;5,36446E-06;6;3,21868E-05;24;0,000128747;2601;0,013952964;11614;0,062302856;120;0,000643735;210;0,001126537;14625;0,07845525
ŁÓDZKIE;SIERADZKI;147369;0,876930218;29;0,000172567;1;5,95057E-06;5;2,97529E-05;22;0,000130913;5493;0,032686506;14462;0,086057209;649;0,003861923;21;0,000124962;20682;0,123069782
ŁÓDZKIE;TURECKI;94370;0,927615153;10;9,82956E-05;2;1,96591E-05;2;1,96591E-05;5;4,91478E-05;3176;0,031218668;3893;0,03826646;262;0,002575344;14;0,000137614;7364;0,072384847
ŁÓDZKIE;WIELUŃSKI;200823;0,937115899;67;0,000312647;2;9,33275E-06;6;2,79983E-05;16;0,000074662;113;0,000527301;12498;0,058320384;718;0,003350459;56;0,000261317;13476;0,062884101
ŁÓDZKIE;ŁASKI;142769;0,830607674;47;0,000273439;1;5,81784E-06;8;4,65427E-05;25;0,000145446;10488;0,061017541;14440;0,084009658;969;0,00563749;3138;0,018256392;29116;0,169392326
ŁÓDZKIE;ŁÓDZKI;120095;0,742835759;38;0,000235045;6;3,71124E-05;13;8,04102E-05;70;0,000432978;28450;0,175974665;11866;0,073395971;949;0,005869946;184;0,001138114;41576;0,257164241
ŁÓDZKIE;ŁÓDŹ (MIASTO);356987;0,590423218;73;0,000120735;15;2,48086E-05;73;0,000120735;871;0,001440553;53562;;177429;0,293451025;14291;0,023635982;1253;0,002072345;247567;0,409452739
ŁÓDZKIE;ŁĘCZYCKI;111517;0,87406043;26;0,000203786;1;7,83791E-06;8;6,27033E-05;26;0,000203786;4195;0,032880041;10910;0,08551162;853;0,006685739;49;0,000384058;16068;0,12593957
ŚLĄSKIE;BIELSKI (BIELSKO);;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;CIESZYŃSKI;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;KATOWICKI;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;KRÓLEWSKA HUTA;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;LUBLINIECKI;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;PSZCZYŃSKI;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;RYBNICKI;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;TARNOGÓRSKI;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI;;;;;;;;;;;;;;;;;;;;
