Region;District;A-K. Commercial establishments total;A-K I-II cat.. Commercial establishments (categories I and II);A&B. Total commodity trade;A&B (only I i II cat.). Commodity trade (categories I and II);A 3011-3059. Total commodity purchase;A 3011. Commodity purchase (grain purchase);A 3012. Commodity purchase (fruit purchase);A 3016. Commodity purchase (timber materials purchase);A 3021-3029. Commodity purchase (live animals purchase);A 3033. Commodity purchase (raw hides purchase);A 3031-3032, 3034-3039. Commodity purchase (other livestock products purchase);A 3052. Commodity purchase (rags purchase);A 3051, 3053-3059. Commodity purchase (scrap purchase);B (I-X). Total goods sales;B I. 3061-3089. Goods sales (agricultural raw materials, goods for agriculture);B I. 3061-3062. Goods sales (agricultural syndicates and cooperatives);B I. 3071-3072. Goods sales (grain);B I. 3081-3085. Goods sales (live animals);B II. 3101-3179. Goods sales (food products);B II. 3101. Goods sales (flour, groats, rice);B II. 3102. Goods sales (grain-for-flour/bread exchange);B II. 3103. Goods sales (bread);B II. 3119. Goods sales (dairy);B II. 3121-3123. Goods sales (meat);B II. 3124-3126. Goods sales (fish, herrings);B II. 3131-3133. Goods sales (fruits, vegetables);B II. 3134. Goods sales (sweets);B II. 3151. Goods sales (beer);B II. 3159. Goods sales (alcoholic beverages);B II. 3161. Goods sales (tobacco products);B II. 3141-3146, 3171-3173. Goods sales (various food articles);B III. 3201-3257. Goods sales (clothing articles);B III. 3211-3213. Goods sales (fabrics);B III. 3221-3227, 3257. Goods sales (clothing, furs);B III. 3231-3239. Goods sales (underwear, haberdashery);B III. 3241-3249. Goods sales (hats, caps);B III. 3255. Goods sales (footwear);B III. 3251-3254, 3256. Goods sales (leather, leather products);B IV. 3261, 3281. Goods sales (furniture, appliances, utensils);B IV. 3261, 3267. Goods sales (furniture);B IV. 3271. Goods sales (household appliances);B IV. 3272-3273. Goods sales (glass, ceramics);B V. 3301-3319. Goods sales (chemical articles);B V. 3301. Goods sales (pharmacies);B V. 3302. Goods sales (pharmaceutical warehouses);B V. 3311-3315. Goods sales (soap shops);B V. 3312, 3318. Goods sales (petroleum products);B VI. 3321-3329. Goods sales (paper, paper products);B VII. 3331-3335. Goods sales (books, periodicals, art works);B VII. 3331-3332. Goods sales (bookstores);B VII. 3333. Goods sales (periodicals);B VIII. 3401-3441. Goods sales (iron, metals, products);B VIII. 3411-3414. Goods sales (means of communication);B VIII. 3415-3419. Goods sales (machines);B VIII. 3421-3429, 3433-3439. Goods sales (tools, instruments);B VIII. 3431-3432. Goods sales (watchmaking, jewelry products);B VIII. 3441. Goods sales (electrotechnical products);B IX. 3461-3485. Goods sales (building and fuel materials);B IX. 3461-3462, 3469. Goods sales (building materials);B IX. 3481, 3483-3485. Goods sales (coal, coke and other articles);B X. 3191-3199, 3341-3343, 3351-3352, 3486-3488. Goods sales (various and unspecified articles);C 3501-3539. Gastronomic establishments, room rental;C 3501-3509. Gastronomic establishments, room rental (gastronomic establishments);C 3521-3529. Gastronomic establishments, room rental (residential room rental);C 3511. Gastronomic establishments, room rental (guesthouses, shelters);D 3601-3611. Monetary trade, insurance;E 3612, 3651-3655. Offices of all types (brokerage, excluding travel agencies);F 3701-3729. Rental services;F 3701 (3702). Rental services (agricultural machinery);F 3704. Rental services (mangles);F 3722. Rental services (books);G 3811-3844 (bez 3833). Transport, communication, forwarding;G 3841-3843, 3832. Transport, communication, forwarding (public transport);H 3961-3879. Entertainment enterprises;H 3861. Entertainment enterprises (cinematographs);I 3881-3887. Healthcare, hygiene;I 3881. Healthcare, hygiene (clinics);I 3883-3885. Healthcare, hygiene (baths, bathing resorts, spas);K 3891-3999. Other and unspecified;Z 3661-3669. Industrial occupations;Ż 3833. Ferries, barges, water networks
KIELECKIE;STOPNICKI;40.0;0.0;38.0;0.0;25.0;0.0;15.0;0.0;5.0;0.0;1.0;0.0;0.0;13.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;8.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
KIELECKIE;WŁOSZCZOWSKI;46.0;0.0;43.0;0.0;4.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;39.0;2.0;0.0;0.0;1.0;13.0;0.0;0.0;1.0;0.0;1.0;0.0;5.0;1.0;0.0;0.0;0.0;5.0;16.0;5.0;4.0;2.0;1.0;1.0;3.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KIELECKIE;ZAWIERCIAŃSKI;190.0;0.0;189.0;0.0;40.0;5.0;0.0;0.0;24.0;3.0;3.0;0.0;2.0;149.0;1.0;0.0;0.0;0.0;21.0;0.0;0.0;2.0;0.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;8.0;105.0;34.0;16.0;24.0;4.0;17.0;10.0;12.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0
KRAKOWSKIE;BIALSKI (BIAŁA KRAKOWSKA);460.0;2.0;441.0;2.0;28.0;0.0;0.0;0.0;14.0;1.0;6.0;2.0;1.0;413.0;8.0;0.0;0.0;0.0;59.0;0.0;0.0;8.0;7.0;4.0;3.0;9.0;13.0;0.0;0.0;0.0;15.0;329.0;245.0;11.0;48.0;5.0;15.0;5.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;10.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;6.0;0.0
KRAKOWSKIE;BOCHEŃSKI;33.0;0.0;31.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;28.0;2.0;0.0;0.0;2.0;11.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;6.0;14.0;3.0;1.0;5.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
KRAKOWSKIE;BRZESKI (BRZESKO);106.0;1.0;104.0;1.0;22.0;0.0;0.0;0.0;4.0;0.0;17.0;0.0;0.0;82.0;4.0;0.0;0.0;4.0;13.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0;52.0;17.0;10.0;16.0;2.0;4.0;3.0;6.0;1.0;2.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
KRAKOWSKIE;CHRZANOWSKI;279.0;3.0;272.0;3.0;14.0;0.0;2.0;0.0;3.0;1.0;5.0;1.0;0.0;258.0;37.0;0.0;0.0;4.0;120.0;0.0;0.0;2.0;5.0;14.0;1.0;84.0;6.0;0.0;0.0;0.0;8.0;90.0;32.0;18.0;15.0;0.0;9.0;16.0;5.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0
KRAKOWSKIE;DĄBROWSKI;20.0;0.0;20.0;0.0;6.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;14.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;6.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KRAKOWSKIE;GORLICKI;72.0;0.0;72.0;0.0;9.0;0.0;1.0;0.0;2.0;0.0;3.0;0.0;0.0;63.0;1.0;0.0;0.0;1.0;19.0;0.0;0.0;1.0;0.0;4.0;0.0;5.0;1.0;0.0;0.0;0.0;8.0;20.0;8.0;2.0;8.0;0.0;1.0;1.0;4.0;0.0;3.0;0.0;9.0;0.0;0.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KRAKOWSKIE;JASIELSKI;54.0;0.0;52.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;49.0;3.0;1.0;0.0;1.0;14.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;7.0;28.0;8.0;5.0;3.0;1.0;0.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
KRAKOWSKIE;KRAKOWSKI;70.0;0.0;69.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;66.0;24.0;0.0;0.0;23.0;19.0;0.0;0.0;1.0;0.0;6.0;0.0;4.0;3.0;1.0;0.0;0.0;4.0;5.0;4.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
KRAKOWSKIE;KRAKÓW (MIASTO);141.0;12.0;132.0;12.0;12.0;0.0;0.0;1.0;4.0;4.0;0.0;0.0;2.0;120.0;0.0;0.0;0.0;0.0;58.0;0.0;0.0;0.0;1.0;35.0;1.0;1.0;13.0;0.0;0.0;0.0;7.0;41.0;10.0;5.0;23.0;1.0;1.0;1.0;5.0;0.0;2.0;0.0;6.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;8.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;4.0;18.0;2.0
KRAKOWSKIE;LIMANOWSKI;98.0;0.0;95.0;0.0;16.0;0.0;1.0;1.0;6.0;1.0;7.0;0.0;0.0;79.0;6.0;0.0;1.0;3.0;30.0;0.0;0.0;9.0;0.0;7.0;0.0;2.0;1.0;0.0;0.0;0.0;11.0;41.0;13.0;6.0;10.0;2.0;5.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
KRAKOWSKIE;MIELECKI;26.0;1.0;26.0;1.0;15.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;11.0;2.0;0.0;0.0;2.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KRAKOWSKIE;MYŚLENICKI;222.0;1.0;215.0;1.0;21.0;0.0;1.0;1.0;9.0;0.0;9.0;0.0;0.0;194.0;11.0;1.0;2.0;3.0;54.0;0.0;0.0;9.0;3.0;13.0;1.0;12.0;2.0;1.0;0.0;0.0;13.0;87.0;20.0;4.0;15.0;1.0;28.0;19.0;11.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;2.0;3.0;0.0;0.0;0.0;4.0;3.0;0.0;4.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
KRAKOWSKIE;NOWOSĄDECKI;78.0;1.0;69.0;0.0;7.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;62.0;4.0;0.0;2.0;0.0;17.0;0.0;0.0;1.0;0.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;7.0;33.0;9.0;2.0;10.0;6.0;4.0;2.0;3.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;5.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
KRAKOWSKIE;NOWOTARSKI;110.0;0.0;104.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;102.0;1.0;0.0;0.0;1.0;47.0;1.0;0.0;9.0;4.0;8.0;0.0;2.0;3.0;0.0;0.0;0.0;20.0;48.0;15.0;10.0;12.0;1.0;7.0;3.0;3.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
KRAKOWSKIE;ROPCZYCKI;29.0;0.0;27.0;0.0;8.0;0.0;1.0;0.0;5.0;0.0;2.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;8.0;3.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KRAKOWSKIE;TARNOWSKI;48.0;2.0;45.0;2.0;5.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;1.0;4.0;3.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;16.0;6.0;0.0;6.0;0.0;2.0;2.0;6.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0
KRAKOWSKIE;WADOWICKI;216.0;1.0;212.0;0.0;7.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;205.0;21.0;0.0;0.0;12.0;77.0;0.0;0.0;10.0;15.0;10.0;0.0;9.0;2.0;0.0;0.0;0.0;31.0;71.0;15.0;10.0;18.0;0.0;16.0;12.0;13.0;0.0;10.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;4.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
KRAKOWSKIE;ŻYWIECKI;81.0;3.0;77.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;76.0;14.0;0.0;0.0;12.0;16.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;6.0;0.0;0.0;0.0;7.0;32.0;6.0;4.0;11.0;0.0;6.0;5.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
LUBELSKIE;BIALSKI (BIAŁA PODLASKA);129.0;1.0;127.0;0.0;39.0;0.0;2.0;1.0;8.0;0.0;9.0;0.0;13.0;88.0;4.0;0.0;0.0;0.0;34.0;0.0;0.0;3.0;0.0;6.0;0.0;4.0;9.0;0.0;0.0;0.0;12.0;29.0;12.0;1.0;10.0;2.0;2.0;2.0;13.0;0.0;13.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
LUBELSKIE;BIŁGORAJSKI;225.0;6.0;224.0;5.0;102.0;4.0;14.0;28.0;10.0;0.0;3.0;3.0;0.0;122.0;0.0;0.0;0.0;0.0;38.0;0.0;0.0;3.0;0.0;18.0;1.0;9.0;1.0;0.0;1.0;1.0;4.0;59.0;9.0;27.0;15.0;2.0;3.0;3.0;20.0;5.0;14.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
LUBELSKIE;CHEŁMSKI;253.0;3.0;250.0;3.0;113.0;18.0;2.0;1.0;47.0;2.0;18.0;3.0;4.0;137.0;5.0;0.0;0.0;5.0;36.0;0.0;0.0;5.0;0.0;26.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;77.0;26.0;19.0;10.0;8.0;9.0;5.0;13.0;1.0;9.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.0;0.0
LUBELSKIE;GARWOLIŃSKI;590.0;1.0;584.0;0.0;213.0;20.0;76.0;0.0;21.0;7.0;75.0;1.0;0.0;371.0;13.0;0.0;0.0;1.0;96.0;0.0;0.0;18.0;3.0;49.0;3.0;11.0;4.0;0.0;0.0;0.0;8.0;216.0;47.0;81.0;14.0;8.0;53.0;12.0;17.0;3.0;8.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
LUBELSKIE;HRUBIESZOWSKI;187.0;1.0;186.0;0.0;60.0;8.0;0.0;0.0;35.0;0.0;6.0;0.0;0.0;126.0;2.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;1.0;14.0;0.0;3.0;4.0;0.0;0.0;0.0;12.0;70.0;27.0;8.0;9.0;4.0;17.0;5.0;12.0;1.0;8.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LUBELSKIE;JANOWSKI;118.0;0.0;115.0;0.0;49.0;2.0;7.0;0.0;29.0;1.0;5.0;0.0;0.0;66.0;4.0;0.0;0.0;3.0;16.0;0.0;0.0;0.0;0.0;1.0;5.0;9.0;0.0;0.0;0.0;0.0;1.0;32.0;3.0;17.0;6.0;2.0;4.0;0.0;6.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
LUBELSKIE;KRASNOSTAWSKI;60.0;0.0;57.0;0.0;16.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;1.0;41.0;2.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;26.0;7.0;4.0;5.0;6.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
LUBELSKIE;LUBARTOWSKI;58.0;3.0;53.0;0.0;22.0;2.0;0.0;0.0;17.0;0.0;0.0;0.0;1.0;31.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;15.0;5.0;5.0;3.0;0.0;2.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LUBELSKIE;LUBELSKI;221.0;4.0;217.0;2.0;74.0;9.0;8.0;0.0;49.0;0.0;7.0;0.0;0.0;143.0;10.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;108.0;19.0;32.0;11.0;4.0;37.0;5.0;9.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
LUBELSKIE;LUBLIN (MIASTO);91.0;4.0;84.0;1.0;35.0;4.0;2.0;1.0;13.0;0.0;4.0;0.0;0.0;49.0;1.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;8.0;25.0;15.0;1.0;9.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
LUBELSKIE;PUŁAWSKI;288.0;3.0;285.0;1.0;46.0;8.0;4.0;0.0;10.0;4.0;18.0;0.0;1.0;239.0;7.0;0.0;0.0;0.0;28.0;0.0;0.0;3.0;0.0;17.0;2.0;1.0;2.0;0.0;0.0;0.0;3.0;194.0;47.0;60.0;46.0;6.0;32.0;3.0;6.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
LUBELSKIE;RADZYŃSKI;121.0;2.0;118.0;2.0;62.0;6.0;0.0;0.0;29.0;8.0;2.0;6.0;5.0;56.0;1.0;0.0;0.0;0.0;20.0;0.0;0.0;3.0;0.0;1.0;1.0;2.0;8.0;0.0;0.0;1.0;5.0;27.0;3.0;13.0;5.0;0.0;5.0;1.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
LUBELSKIE;SIEDLECKI;170.0;2.0;165.0;1.0;38.0;2.0;0.0;0.0;11.0;0.0;10.0;3.0;5.0;127.0;1.0;0.0;0.0;0.0;37.0;0.0;0.0;2.0;0.0;10.0;2.0;4.0;7.0;0.0;0.0;0.0;12.0;65.0;16.0;11.0;26.0;1.0;9.0;1.0;8.0;0.0;3.0;3.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;12.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0
LUBELSKIE;SOKOŁOWSKI;86.0;0.0;82.0;0.0;13.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;2.0;69.0;1.0;0.0;0.0;0.0;25.0;0.0;0.0;2.0;0.0;12.0;0.0;0.0;5.0;0.0;0.0;0.0;6.0;36.0;4.0;16.0;5.0;0.0;9.0;2.0;5.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
