Region;District;Liczba ludności/Ogółem;Liczba ludności/Mniej niż 2 ha;Liczba ludności/2 - 5 ha;Liczba ludności/5 - 10 ha;Liczba ludności/10 - 15 ha;Liczba ludności/15 - 50 ha;Liczba ludności/50 ha i więcej;Liczba ludności/Niewiadoma;Liczba zespołów/Ogółem;Liczba zespołów/Mniej niż 2 ha;Liczba zespołów/2 - 5 ha;Liczba zespołów/5 - 10 ha;Liczba zespołów/10 - 15 ha;Liczba zespołów/15 - 50 ha;Liczba zespołów/50 ha i więcej;Liczba zespołów/Niewiadoma
WARSZAWSKIE;RYPIŃSKI;42833.0;2982.0;9034.0;14370.0;7594;5329;402;3122.0;8083.0;677.0;1853.0;2696.0;1296;872;102;587.0
WARSZAWSKIE;SIERPECKI;41188.0;2288.0;7706.0;14126.0;7510;7063;451;2044.0;8166.0;580.0;1719.0;2766.0;1366;1211;114;410.0
WARSZAWSKIE;SKIERNIEWICKI;36970.0;1942.0;9617.0;16812.0;4580;1484;90;2445.0;7569.0;543.0;2161.0;3301.0;788;273;34;469.0
WARSZAWSKIE;SOCHACZEWSKI;40429.0;3807.0;10301.0;14719.0;4657;2368;87;4490.0;8531.0;982.0;2367.0;2951.0;851;409;33;938.0
WARSZAWSKIE;WARSZAWSKI;58499.0;9941.0;19105.0;14813.0;3939;2137;230;8334.0;12430.0;2554.0;4088.0;2889.0;728;393;57;1721.0
WARSZAWSKIE;WŁOCŁAWSKI;36073.0;2857.0;8507.0;13405.0;5319;4425;491;1069.0;7091.0;700.0;1837.0;2518.0;933;755;138;210.0
WARSZAWSKIE;ŁOWICKI;58831.0;3142.0;13716.0;28888.0;8939;2070;77;1999.0;12140.0;812.0;3081.0;5848.0;1646;351;27;375.0
WOŁYŃSKIE;DUBIEŃSKI;178209.0;16892.0;68062.0;58165.0;12128;4544;174;18244.0;35633.0;4452.0;14394.0;10462.0;2067;804;61;3393.0
WOŁYŃSKIE;HOROCHOWSKI;96559.0;7874.0;37253.0;34574.0;6654;1789;143;8272.0;19698.0;2184.0;8160.0;6363.0;1146;321;42;1482.0
WOŁYŃSKIE;KOSTOPOLSKI;132367.0;19341.0;56546.0;38293.0;8337;2976;86;6788.0;24122.0;4179.0;10719.0;6244.0;1247;421;26;1286.0
WOŁYŃSKIE;KOWELSKI;196083.0;14181.0;67919.0;68210.0;17231;7933;295;20314.0;38210.0;3532.0;14190.0;12524.0;2842;1249;88;3785.0
WOŁYŃSKIE;KRZEMIENIECKI;193096.0;31040.0;95035.0;43203.0;7119;2392;279;14028.0;39929.0;8029.0;19668.0;7788.0;1318;450;86;2590.0
WOŁYŃSKIE;LUBOMELSKI;73436.0;7330.0;29705.0;20667.0;3785;1747;36;10166.0;13898.0;1761.0;5897.0;3623.0;594;266;14;1743.0
WOŁYŃSKIE;RÓWIEŃSKI;166465.0;22123.0;72028.0;48007.0;9302;3310;168;11527.0;33590.0;5654.0;14995.0;8463.0;1618;590;55;2215.0
WOŁYŃSKIE;SARNEŃSKI;139027.0;23799.0;57410.0;36047.0;8613;4719;165;8274.0;24428.0;4846.0;10282.0;5762.0;1304;727;48;1459.0
WOŁYŃSKIE;WŁODZIMIERSKI;107445.0;8365.0;38461.0;38539.0;8393;3079;196;10412.0;22009.0;2199.0;8480.0;7245.0;1473;558;52;2002.0
WOŁYŃSKIE;ZDOŁBUNOWSKI;81231.0;13438.0;37628.0;18456.0;2916;1065;111;7617.0;16681.0;3472.0;7792.0;3251.0;521;213;30;1402.0
WOŁYŃSKIE;ŁUCKI;208649.0;20025.0;81364.0;69519.0;13996;6832;336;16577.0;40320.0;4799.0;16520.0;12325.0;2317;1159;93;3107.0
ZIEMIA WILEŃSKA;BRASŁAWSKI;113720.0;6961.0;31654.0;32792.0;12735;10778;979;17821.0;55280.0;3339.0;15343.0;15814.0;6227;5496;502;8559.0
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI;120630.0;7275.0;31661.0;36014.0;11915,78907;11786,50018;1174,710747;20803.0;25153.0;1791.0;6968.0;7018.0;2107,919863;2132,244808;217,8353286;4918.0
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI;69545.0;7526.0;25814.0;19501.0;5033,338232;3837,005619;535,6561487;7298.0;13525.0;1721.0;5138.0;3443.0;850,6385224;656,9287599;88,43271768;1627.0
ZIEMIA WILEŃSKA;OSZMIAŃSKI;81020.0;4996.0;24704.0;25728.0;7336,495117;6308,281953;797,2229299;11150.0;16592.0;1237.0;5314.0;4904.0;1289,917789;1130,362863;149,719348;2567.0
ZIEMIA WILEŃSKA;POSTAWSKI;85015.0;4589.0;21214.0;28569.0;10141;8317;513;11672.0;40907.0;2175.0;10037.0;13810.0;4953;4118;259;5555.0
ZIEMIA WILEŃSKA;WILEJSKI;109253.0;10694.0;39466.0;34251.0;9330,176665;7156,106305;507,7170301;7848.0;21159.0;2501.0;7954.0;6178.0;1542,234577;1214,46736;78,29806313;1691.0
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI;158950.0;11466.0;46065.0;49508.0;14938,26878;13010,68539;1216,04583;22746.0;32162.0;2738.0;9721.0;9429.0;2644,190105;2333,067132;212,7427633;5084.0
ZIEMIA WILEŃSKA;WILNO (MIASTO);4002.0;1032.0;1424.0;475.0;163;191;240;477.0;1038.0;284.0;310.0;101.0;35;55;106;147.0
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI;102472.0;5139.0;27247.0;34234.0;11111,61036;9694,071532;715,3181031;14331.0;21960.0;1328.0;6217.0;6934.0;2009,0021;1790,787439;135,210461;3546.0
ŁÓDZKIE;BRZEZIŃSKI;53347.0;5136.0;18943.0;20665.0;4629;1543;166;2265.0;11467.0;1426.0;4336.0;4132.0;837;287;50;399.0
ŁÓDZKIE;KALISKI;67448.0;8485.0;21981.0;23771.0;8446;2980;267;1518.0;12747.0;2024.0;4399.0;4175.0;1359;480;79;231.0
ŁÓDZKIE;KOLSKI;50603.0;5456.0;13813.0;17890.0;6988;4862;287;1307.0;10351.0;1452.0;3018.0;3467.0;1259;889;79;187.0
ŁÓDZKIE;KONIŃSKI;97277.0;10156.0;27142.0;35134.0;13641;7853;456;2895.0;19112.0;2593.0;5733.0;6471.0;2365;1300;115;535.0
ŁÓDZKIE;PIOTRKOWSKI;108621.0;15917.0;43842.0;36380.0;6368;1360;176;4578.0;22321.0;4096.0;9225.0;6704.0;1085;244;65;902.0
ŁÓDZKIE;RADOMSZCZAŃSKI;116543.0;23143.0;53583.0;27673.0;3517;621;194;7812.0;23639.0;5809.0;10784.0;4913.0;572;101;62;1398.0
ŁÓDZKIE;SIERADZKI;83454.0;10262.0;30715.0;31302.0;6497;1788;174;2716.0;17030.0;2625.0;6601.0;5858.0;1097;291;57;501.0
ŁÓDZKIE;TURECKI;59880.0;5577.0;17605.0;24400.0;8086;2699;182;1331.0;11772.0;1369.0;3705.0;4554.0;1390;460;49;245.0
ŁÓDZKIE;WIELUŃSKI;124742.0;24845.0;55887.0;33325.0;3826;941;171;5747.0;24195.0;6047.0;10709.0;5681.0;606;154;53;945.0
ŁÓDZKIE;ŁASKI;73654.0;11417.0;30151.0;22518.0;4039;1173;164;4192.0;15803.0;3059.0;6551.0;4338.0;713;212;56;874.0
ŁÓDZKIE;ŁÓDZKI;41394.0;3644.0;15687.0;15158.0;2579;756;88;3482.0;9165.0;1079.0;3646.0;3043.0;480;145;31;741.0
ŁÓDZKIE;ŁÓDŹ (MIASTO);971.0;255.0;385.0;129.0;25;21;16;140.0;272.0;74.0;100.0;34.0;8;9;6;41.0
ŁÓDZKIE;ŁĘCZYCKI;56759.0;4692.0;13879.0;24329.0;8786;3211;251;1611.0;11409.0;1170.0;3027.0;4663.0;1563;589;83;314.0
ŚLĄSKIE;BIELSKI (BIELSKO);;;;;;;;;;;;;;;;
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;;;;;;;;;;;
ŚLĄSKIE;CIESZYŃSKI;;;;;;;;;;;;;;;;
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;;;;;;;;;;;
ŚLĄSKIE;KATOWICKI;;;;;;;;;;;;;;;;
ŚLĄSKIE;KRÓLEWSKA HUTA;;;;;;;;;;;;;;;;
ŚLĄSKIE;LUBLINIECKI;;;;;;;;;;;;;;;;
ŚLĄSKIE;PSZCZYŃSKI;;;;;;;;;;;;;;;;
ŚLĄSKIE;RYBNICKI;;;;;;;;;;;;;;;;
ŚLĄSKIE;TARNOGÓRSKI;;;;;;;;;;;;;;;;
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI;;;;;;;;;;;;;;;;
