Region;District;A-K. Commercial establishments total ;A-K I-II cat.. Commercial establishments (categories I and II) ;A&B. Total commodity trade ;A&B (only I i II cat.). Commodity trade (categories I and II) ;A 3011-3059. Total commodity purchase ;A 3011. Commodity purchase (grain purchase) ;A 3012. Commodity purchase (fruit purchase) ;A 3016. Commodity purchase (timber materials purchase) ;A 3021-3029. Commodity purchase (live animals purchase) ;A 3033. Commodity purchase (raw hides purchase) ;A 3031-3032, 3034-3039. Commodity purchase (other livestock products purchase) ;A 3052. Commodity purchase (rags purchase) ;A 3051, 3053-3059. Commodity purchase (scrap purchase) ;B (I-X). Total goods sales ;B I. 3061-3089. Goods sales (agricultural raw materials, goods for agriculture) ;B I. 3061-3062. Goods sales (agricultural syndicates and cooperatives) ;B I. 3071-3072. Goods sales (grain) ;B I. 3081-3085. Goods sales (live animals) ;B II. 3101-3179. Goods sales (food products) ;B II. 3101. Goods sales (flour, groats, rice) ;B II. 3102. Goods sales (grain-for-flour/bread exchange) ;B II. 3103. Goods sales (bread) ;B II. 3119. Goods sales (dairy) ;B II. 3121-3123. Goods sales (meat) ;B II. 3124-3126. Goods sales (fish, herrings) ;B II. 3131-3133. Goods sales (fruits, vegetables) ;B II. 3134. Goods sales (sweets) ;B II. 3151. Goods sales (beer) ;B II. 3159. Goods sales (alcoholic beverages) ;B II. 3161. Goods sales (tobacco products) ;B II. 3141-3146, 3171-3173. Goods sales (various food articles) ;B III. 3201-3257. Goods sales (clothing articles) ;B III. 3211-3213. Goods sales (fabrics) ;B III. 3221-3227, 3257. Goods sales (clothing, furs) ;B III. 3231-3239. Goods sales (underwear, haberdashery) ;B III. 3241-3249. Goods sales (hats, caps) ;B III. 3255. Goods sales (footwear) ;B III. 3251-3254, 3256. Goods sales (leather, leather products) ;B IV. 3261, 3281. Goods sales (furniture, appliances, utensils) ;B IV. 3261, 3267. Goods sales (furniture) ;B IV. 3271. Goods sales (household appliances) ;B IV. 3272-3273. Goods sales (glass, ceramics) ;B V. 3301-3319. Goods sales (chemical articles) ;B V. 3301. Goods sales (pharmacies) ;B V. 3302. Goods sales (pharmaceutical warehouses) ;B V. 3311-3315. Goods sales (soap shops) ;B V. 3312, 3318. Goods sales (petroleum products) ;B VI. 3321-3329. Goods sales (paper, paper products) ;B VII. 3331-3335. Goods sales (books, periodicals, art works) ;B VII. 3331-3332. Goods sales (bookstores) ;B VII. 3333. Goods sales (periodicals) ;B VIII. 3401-3441. Goods sales (iron, metals, products) ;B VIII. 3411-3414. Goods sales (means of communication) ;B VIII. 3415-3419. Goods sales (machines) ;B VIII. 3421-3429, 3433-3439. Goods sales (tools, instruments) ;B VIII. 3431-3432. Goods sales (watchmaking, jewelry products) ;B VIII. 3441. Goods sales (electrotechnical products) ;B IX. 3461-3485. Goods sales (building and fuel materials) ;B IX. 3461-3462, 3469. Goods sales (building materials) ;B IX. 3481, 3483-3485. Goods sales (coal, coke and other articles) ;B X. 3191-3199, 3341-3343, 3351-3352, 3486-3488. Goods sales (various and unspecified articles) ;C 3501-3539. Gastronomic establishments, room rental ;C 3501-3509. Gastronomic establishments, room rental (gastronomic establishments) ;C 3521-3529. Gastronomic establishments, room rental (residential room rental) ;C 3511. Gastronomic establishments, room rental (guesthouses, shelters) ;D 3601-3611. Monetary trade, insurance ;E 3612, 3651-3655. Offices of all types (brokerage, excluding travel agencies) ;F 3701-3729. Rental services ;F 3701 (3702). Rental services (agricultural machinery) ;F 3704. Rental services (mangles) ;F 3722. Rental services (books) ;G 3811-3844 (bez 3833). Transport, communication, forwarding ;G 3841-3843, 3832. Transport, communication, forwarding (public transport) ;H 3961-3879. Entertainment enterprises ;H 3861. Entertainment enterprises (cinematographs) ;I 3881-3887. Healthcare, hygiene ;I 3881. Healthcare, hygiene (clinics) ;I 3883-3885. Healthcare, hygiene (baths, bathing resorts, spas) ;K 3891-3999. Other and unspecified ;Z 3661-3669. Industrial occupations ;Ż 3833. Ferries, barges, water networks 
LUBELSKIE;RADZYŃSKI;1194;21.0;1106.0;17.0;174.0;46.0;3.0;0.0;32.0;42.0;7.0;6.0;7.0;932.0;9.0;2.0;0.0;0.0;657.0;1.0;0.0;27.0;6.0;93.0;8.0;64.0;37.0;3.0;8.0;12.0;398.0;160.0;49.0;29.0;54.0;0.0;7.0;21.0;18.0;1.0;12.0;1.0;15.0;6.0;4.0;0.0;5.0;6.0;7.0;6.0;1.0;20.0;1.0;3.0;0.0;1.0;2.0;22.0;6.0;3.0;18.0;54.0;52.0;2.0;0.0;3.0;4.0;13.0;5.0;8.0;0.0;4.0;3.0;2.0;2.0;1.0;0.0;1.0;7.0;5.0;0.0
LUBELSKIE;SIEDLECKI;1982;62.0;1802.0;54.0;225.0;51.0;75.0;0.0;17.0;11.0;23.0;4.0;7.0;1577.0;16.0;5.0;1.0;0.0;1001.0;1.0;0.0;24.0;10.0;188.0;15.0;48.0;76.0;5.0;20.0;13.0;601.0;327.0;97.0;23.0;141.0;2.0;16.0;47.0;39.0;7.0;20.0;6.0;47.0;10.0;7.0;18.0;11.0;12.0;15.0;8.0;7.0;44.0;1.0;5.0;3.0;6.0;4.0;35.0;22.0;10.0;41.0;110.0;102.0;7.0;1.0;4.0;9.0;20.0;3.0;14.0;0.0;7.0;2.0;6.0;5.0;6.0;2.0;3.0;18.0;9.0;0.0
LUBELSKIE;SOKOŁOWSKI;853;8.0;799.0;8.0;102.0;42.0;15.0;0.0;8.0;4.0;20.0;5.0;3.0;697.0;7.0;4.0;1.0;0.0;438.0;0.0;0.0;15.0;4.0;79.0;6.0;7.0;20.0;0.0;11.0;4.0;292.0;159.0;38.0;17.0;55.0;4.0;22.0;23.0;21.0;3.0;13.0;2.0;20.0;6.0;3.0;6.0;5.0;4.0;2.0;2.0;0.0;16.0;0.0;5.0;0.0;1.0;0.0;24.0;3.0;13.0;6.0;35.0;34.0;0.0;1.0;1.0;4.0;8.0;4.0;4.0;0.0;4.0;4.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
LUBELSKIE;TOMASZOWSKI;1394;10.0;1321.0;9.0;137.0;75.0;1.0;0.0;18.0;3.0;17.0;2.0;4.0;1184.0;7.0;2.0;2.0;2.0;818.0;16.0;0.0;16.0;5.0;90.0;5.0;75.0;37.0;4.0;13.0;22.0;535.0;266.0;78.0;66.0;35.0;2.0;42.0;42.0;17.0;3.0;12.0;1.0;11.0;6.0;3.0;1.0;1.0;3.0;8.0;4.0;3.0;20.0;1.0;2.0;0.0;0.0;0.0;24.0;8.0;2.0;10.0;51.0;49.0;1.0;0.0;0.0;8.0;1.0;1.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;9.0;3.0;0.0
LUBELSKIE;WĘGROWSKI;853;8.0;816.0;8.0;105.0;14.0;13.0;2.0;14.0;1.0;36.0;5.0;3.0;711.0;4.0;1.0;1.0;0.0;519.0;0.0;0.0;20.0;0.0;94.0;8.0;13.0;19.0;2.0;20.0;6.0;337.0;123.0;41.0;20.0;32.0;3.0;12.0;15.0;13.0;1.0;6.0;1.0;16.0;6.0;2.0;5.0;3.0;5.0;1.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;13.0;3.0;2.0;10.0;24.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0
LUBELSKIE;WŁODAWSKI;1453;23.0;1348.0;22.0;184.0;36.0;7.0;0.0;25.0;7.0;17.0;8.0;73.0;1164.0;14.0;3.0;3.0;1.0;764.0;3.0;0.0;25.0;4.0;120.0;12.0;30.0;40.0;5.0;23.0;7.0;495.0;251.0;74.0;36.0;88.0;3.0;20.0;28.0;28.0;4.0;19.0;4.0;20.0;7.0;4.0;4.0;5.0;6.0;6.0;3.0;2.0;29.0;1.0;1.0;2.0;2.0;2.0;22.0;8.0;3.0;24.0;64.0;57.0;2.0;0.0;0.0;10.0;10.0;4.0;3.0;0.0;3.0;3.0;0.0;0.0;2.0;0.0;0.0;16.0;5.0;0.0
LUBELSKIE;ZAMOJSKI;2032;67.0;1855.0;60.0;177.0;56.0;47.0;15.0;18.0;7.0;12.0;1.0;5.0;1678.0;19.0;2.0;4.0;0.0;1130.0;2.0;1.0;26.0;5.0;151.0;13.0;116.0;75.0;4.0;16.0;10.0;711.0;323.0;99.0;57.0;81.0;7.0;34.0;43.0;36.0;6.0;24.0;2.0;25.0;8.0;7.0;4.0;5.0;11.0;11.0;4.0;7.0;31.0;3.0;5.0;1.0;3.0;0.0;65.0;15.0;8.0;27.0;104.0;92.0;8.0;0.0;3.0;18.0;12.0;0.0;9.0;0.0;8.0;2.0;6.0;3.0;6.0;1.0;2.0;20.0;11.0;0.0
LUBELSKIE;ŁUKOWSKI;1264;26.0;1144.0;18.0;100.0;42.0;0.0;0.0;23.0;2.0;18.0;2.0;3.0;1044.0;9.0;3.0;0.0;0.0;660.0;4.0;0.0;22.0;2.0;128.0;8.0;45.0;25.0;3.0;11.0;8.0;404.0;229.0;67.0;36.0;68.0;7.0;20.0;31.0;40.0;2.0;32.0;1.0;24.0;8.0;4.0;7.0;5.0;7.0;7.0;5.0;2.0;27.0;0.0;4.0;4.0;2.0;0.0;24.0;11.0;5.0;17.0;73.0;70.0;1.0;1.0;1.0;13.0;6.0;1.0;5.0;0.0;8.0;7.0;2.0;1.0;1.0;0.0;0.0;16.0;2.0;0.0
LWOWSKIE;BRZOZOWSKI;782;6.0;697.0;5.0;49.0;1.0;3.0;0.0;13.0;5.0;21.0;0.0;1.0;648.0;10.0;6.0;4.0;0.0;450.0;0.0;0.0;9.0;0.0;44.0;1.0;0.0;5.0;6.0;2.0;28.0;355.0;114.0;47.0;16.0;18.0;5.0;7.0;21.0;15.0;2.0;12.0;1.0;9.0;3.0;1.0;2.0;3.0;0.0;3.0;1.0;2.0;13.0;0.0;1.0;2.0;0.0;0.0;25.0;10.0;4.0;9.0;70.0;66.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;1.0;0.0;1.0;4.0;1.0;0.0
LWOWSKIE;BÓBRECKI;991;11.0;895.0;11.0;115.0;25.0;32.0;10.0;26.0;2.0;16.0;0.0;1.0;780.0;5.0;1.0;3.0;0.0;550.0;6.0;1.0;3.0;9.0;62.0;1.0;2.0;15.0;8.0;3.0;32.0;408.0;152.0;83.0;17.0;10.0;3.0;3.0;36.0;14.0;2.0;12.0;0.0;10.0;3.0;2.0;1.0;4.0;2.0;2.0;1.0;1.0;12.0;0.0;2.0;0.0;1.0;1.0;26.0;17.0;6.0;7.0;78.0;75.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;13.0;0.0;0.0
LWOWSKIE;DOBROMILSKI;1016;8.0;931.0;8.0;59.0;2.0;0.0;25.0;12.0;4.0;7.0;0.0;3.0;872.0;3.0;0.0;2.0;0.0;623.0;4.0;0.0;9.0;2.0;72.0;1.0;3.0;24.0;9.0;4.0;28.0;467.0;172.0;48.0;30.0;45.0;4.0;16.0;29.0;9.0;0.0;7.0;0.0;5.0;3.0;1.0;0.0;1.0;1.0;3.0;3.0;0.0;13.0;0.0;1.0;0.0;2.0;0.0;24.0;14.0;0.0;19.0;75.0;72.0;1.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0
LWOWSKIE;DROHOBYCKI;2208;85.0;1785.0;44.0;35.0;2.0;0.0;8.0;0.0;2.0;3.0;0.0;4.0;1750.0;19.0;1.0;11.0;2.0;1108.0;3.0;0.0;16.0;31.0;157.0;2.0;27.0;109.0;11.0;13.0;23.0;716.0;306.0;115.0;31.0;92.0;6.0;19.0;42.0;40.0;7.0;20.0;4.0;58.0;11.0;17.0;5.0;24.0;19.0;35.0;26.0;1.0;81.0;4.0;6.0;2.0;15.0;7.0;66.0;24.0;15.0;18.0;357.0;182.0;128.0;46.0;6.0;8.0;8.0;0.0;0.0;6.0;9.0;2.0;4.0;4.0;9.0;0.0;7.0;22.0;10.0;0.0
LWOWSKIE;GRÓDECKI;722;10.0;625.0;7.0;34.0;6.0;0.0;10.0;1.0;0.0;8.0;1.0;0.0;591.0;10.0;0.0;2.0;0.0;441.0;2.0;0.0;2.0;9.0;40.0;3.0;1.0;10.0;4.0;4.0;25.0;341.0;80.0;32.0;7.0;8.0;1.0;9.0;23.0;3.0;0.0;3.0;0.0;9.0;4.0;0.0;1.0;4.0;3.0;3.0;3.0;0.0;15.0;0.0;1.0;0.0;2.0;2.0;22.0;11.0;3.0;5.0;91.0;66.0;22.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;3.0;1.0;0.0
LWOWSKIE;JAROSŁAWSKI;1263;24.0;1133.0;22.0;67.0;9.0;0.0;5.0;17.0;2.0;12.0;0.0;10.0;1066.0;30.0;2.0;14.0;6.0;689.0;4.0;0.0;5.0;5.0;51.0;2.0;2.0;25.0;10.0;2.0;12.0;571.0;209.0;83.0;37.0;52.0;1.0;14.0;22.0;21.0;4.0;8.0;5.0;19.0;7.0;3.0;3.0;6.0;9.0;6.0;3.0;3.0;38.0;2.0;5.0;2.0;2.0;4.0;35.0;15.0;7.0;10.0;100.0;98.0;2.0;0.0;7.0;0.0;2.0;0.0;0.0;0.0;3.0;1.0;2.0;2.0;0.0;0.0;0.0;16.0;2.0;1.0
LWOWSKIE;JAWOROWSKI;678;5.0;637.0;5.0;60.0;9.0;0.0;5.0;17.0;3.0;9.0;0.0;1.0;577.0;9.0;0.0;8.0;1.0;416.0;0.0;0.0;15.0;3.0;34.0;1.0;5.0;10.0;2.0;2.0;41.0;303.0;90.0;38.0;7.0;12.0;3.0;1.0;29.0;22.0;3.0;19.0;0.0;5.0;3.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;12.0;0.0;0.0;0.0;2.0;0.0;14.0;6.0;0.0;7.0;36.0;29.0;3.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;6.0;0.0
LWOWSKIE;KOLBUSZOWSKI;868;4.0;811.0;4.0;132.0;31.0;0.0;0.0;41.0;6.0;32.0;0.0;1.0;679.0;2.0;1.0;0.0;1.0;403.0;5.0;0.0;19.0;2.0;56.0;1.0;1.0;8.0;8.0;2.0;13.0;288.0;211.0;74.0;35.0;32.0;6.0;29.0;35.0;18.0;0.0;14.0;2.0;4.0;3.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;21.0;10.0;0.0;2.0;50.0;48.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0
LWOWSKIE;KROŚNIEŃSKI;1209;27.0;1059.0;15.0;54.0;2.0;6.0;2.0;5.0;9.0;19.0;0.0;2.0;1005.0;13.0;5.0;3.0;3.0;636.0;4.0;14.0;23.0;8.0;63.0;0.0;8.0;17.0;5.0;12.0;11.0;471.0;201.0;84.0;27.0;48.0;3.0;10.0;29.0;13.0;3.0;5.0;3.0;26.0;7.0;6.0;3.0;10.0;2.0;6.0;4.0;1.0;36.0;1.0;2.0;1.0;4.0;1.0;58.0;19.0;6.0;14.0;124.0;60.0;46.0;13.0;0.0;1.0;7.0;0.0;2.0;0.0;4.0;3.0;0.0;0.0;3.0;0.0;2.0;11.0;1.0;0.0
LWOWSKIE;LESKI;1080;17.0;974.0;17.0;99.0;2.0;0.0;42.0;28.0;9.0;14.0;0.0;1.0;875.0;3.0;0.0;1.0;0.0;664.0;3.0;0.0;20.0;9.0;54.0;0.0;10.0;13.0;6.0;11.0;36.0;502.0;135.0;45.0;24.0;25.0;3.0;15.0;23.0;8.0;1.0;7.0;0.0;13.0;4.0;2.0;1.0;6.0;3.0;3.0;2.0;1.0;18.0;0.0;0.0;0.0;4.0;1.0;14.0;6.0;0.0;14.0;92.0;81.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0
LWOWSKIE;LUBACZOWSKI;977;10.0;883.0;7.0;99.0;20.0;0.0;6.0;15.0;6.0;16.0;1.0;2.0;784.0;10.0;4.0;5.0;1.0;546.0;13.0;0.0;9.0;3.0;51.0;0.0;0.0;18.0;8.0;5.0;66.0;373.0;160.0;67.0;27.0;15.0;6.0;12.0;33.0;8.0;0.0;7.0;1.0;7.0;4.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;20.0;0.0;2.0;0.0;0.0;1.0;27.0;9.0;1.0;3.0;74.0;59.0;5.0;3.0;6.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;11.0;4.0;0.0
LWOWSKIE;LWOWSKI;953;7.0;853.0;6.0;62.0;24.0;0.0;1.0;11.0;1.0;15.0;0.0;2.0;791.0;9.0;0.0;2.0;1.0;659.0;0.0;0.0;6.0;11.0;106.0;0.0;1.0;20.0;7.0;5.0;20.0;483.0;59.0;37.0;1.0;2.0;1.0;2.0;16.0;0.0;0.0;0.0;0.0;9.0;5.0;1.0;2.0;1.0;0.0;2.0;2.0;0.0;13.0;0.0;1.0;0.0;0.0;0.0;35.0;21.0;9.0;5.0;95.0;92.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0
LWOWSKIE;LWÓW (MIASTO);7446;763.0;6409.0;586.0;167.0;15.0;0.0;44.0;24.0;6.0;8.0;4.0;30.0;6242.0;116.0;10.0;38.0;9.0;3022.0;10.0;0.0;107.0;147.0;598.0;22.0;141.0;234.0;12.0;44.0;119.0;1588.0;1340.0;423.0;218.0;403.0;35.0;122.0;129.0;216.0;74.0;57.0;27.0;363.0;57.0;56.0;101.0;131.0;144.0;107.0;62.0;32.0;368.0;9.0;54.0;57.0;67.0;56.0;435.0;69.0;305.0;131.0;560.0;501.0;38.0;0.0;87.0;78.0;70.0;0.0;12.0;31.0;58.0;4.0;28.0;20.0;19.0;4.0;12.0;137.0;148.0;0.0
LWOWSKIE;MOŚCISKI;694;6.0;640.0;5.0;87.0;15.0;18.0;0.0;21.0;2.0;21.0;0.0;1.0;553.0;7.0;0.0;6.0;0.0;364.0;3.0;0.0;1.0;0.0;50.0;1.0;5.0;5.0;7.0;2.0;8.0;282.0;115.0;60.0;14.0;16.0;1.0;4.0;20.0;7.0;0.0;7.0;0.0;11.0;2.0;4.0;2.0;3.0;3.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;1.0;0.0;24.0;10.0;5.0;13.0;40.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;1.0;0.0;0.0;0.0;8.0;4.0;0.0
LWOWSKIE;NIŻAŃSKI;701;7.0;618.0;7.0;45.0;0.0;2.0;11.0;13.0;2.0;1.0;0.0;0.0;573.0;10.0;0.0;6.0;3.0;377.0;0.0;0.0;9.0;5.0;42.0;0.0;3.0;6.0;12.0;2.0;9.0;289.0;93.0;32.0;18.0;17.0;3.0;4.0;19.0;34.0;25.0;6.0;3.0;5.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;3.0;0.0;23.0;7.0;0.0;18.0;72.0;66.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;1.0;1.0;0.0;1.0;4.0;1.0;1.0
LWOWSKIE;PRZEMYSKI;2073;85.0;1837.0;68.0;54.0;9.0;5.0;10.0;9.0;1.0;8.0;2.0;4.0;1783.0;36.0;5.0;25.0;2.0;1112.0;5.0;0.0;15.0;20.0;150.0;5.0;26.0;47.0;9.0;13.0;62.0;760.0;332.0;119.0;42.0;85.0;10.0;27.0;49.0;38.0;5.0;22.0;6.0;46.0;12.0;10.0;8.0;15.0;15.0;16.0;12.0;4.0;69.0;1.0;9.0;9.0;8.0;5.0;97.0;24.0;42.0;22.0;186.0;178.0;7.0;0.0;11.0;5.0;4.0;0.0;1.0;1.0;9.0;0.0;6.0;4.0;3.0;0.0;0.0;12.0;11.0;0.0
LWOWSKIE;PRZEWORSKI;530;4.0;480.0;3.0;41.0;5.0;8.0;0.0;8.0;1.0;12.0;0.0;0.0;439.0;5.0;1.0;2.0;0.0;320.0;1.0;0.0;2.0;1.0;8.0;0.0;5.0;5.0;4.0;1.0;12.0;281.0;70.0;36.0;4.0;16.0;0.0;1.0;13.0;5.0;0.0;4.0;0.0;4.0;2.0;0.0;0.0;2.0;1.0;2.0;2.0;0.0;11.0;0.0;0.0;1.0;0.0;0.0;18.0;6.0;4.0;3.0;43.0;42.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0
LWOWSKIE;RAWSKI (RAWA RUSKA);1307;15.0;1188.0;8.0;97.0;27.0;0.0;7.0;7.0;0.0;16.0;0.0;2.0;1091.0;19.0;2.0;10.0;6.0;726.0;13.0;0.0;7.0;4.0;91.0;4.0;3.0;22.0;11.0;2.0;28.0;541.0;228.0;93.0;28.0;23.0;2.0;36.0;44.0;14.0;1.0;11.0;1.0;19.0;7.0;1.0;2.0;9.0;4.0;7.0;3.0;4.0;30.0;0.0;3.0;0.0;2.0;0.0;34.0;20.0;2.0;10.0;102.0;73.0;11.0;14.0;1.0;1.0;2.0;1.0;0.0;1.0;2.0;0.0;4.0;3.0;3.0;0.0;1.0;4.0;8.0;0.0
LWOWSKIE;RUDECKI;750;5.0;690.0;5.0;112.0;24.0;21.0;2.0;29.0;3.0;12.0;0.0;2.0;578.0;12.0;0.0;8.0;4.0;403.0;0.0;0.0;10.0;4.0;57.0;2.0;2.0;14.0;5.0;1.0;43.0;265.0;107.0;55.0;13.0;9.0;3.0;1.0;26.0;6.0;1.0;5.0;0.0;5.0;2.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;30.0;7.0;12.0;5.0;53.0;52.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0
LWOWSKIE;RZESZOWSKI;1935;84.0;1747.0;74.0;83.0;5.0;9.0;2.0;7.0;8.0;38.0;1.0;1.0;1664.0;27.0;5.0;13.0;6.0;1029.0;2.0;8.0;16.0;36.0;101.0;7.0;7.0;35.0;10.0;10.0;23.0;774.0;368.0;165.0;30.0;82.0;6.0;19.0;65.0;26.0;5.0;11.0;5.0;32.0;11.0;6.0;4.0;11.0;13.0;13.0;5.0;8.0;56.0;1.0;5.0;3.0;12.0;4.0;70.0;23.0;27.0;30.0;147.0;137.0;8.0;0.0;10.0;8.0;3.0;0.0;3.0;0.0;8.0;3.0;2.0;2.0;3.0;0.0;0.0;7.0;11.0;0.0
LWOWSKIE;SAMBORSKI;980;14.0;888.0;13.0;31.0;6.0;1.0;10.0;3.0;4.0;4.0;0.0;3.0;857.0;20.0;1.0;16.0;0.0;529.0;9.0;0.0;13.0;4.0;45.0;2.0;15.0;15.0;6.0;6.0;17.0;307.0;164.0;61.0;24.0;30.0;2.0;11.0;36.0;22.0;9.0;13.0;0.0;20.0;8.0;2.0;4.0;6.0;4.0;11.0;10.0;1.0;31.0;1.0;3.0;0.0;5.0;0.0;38.0;16.0;4.0;18.0;78.0;74.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0;0.0;2.0;8.0;2.0;0.0
LWOWSKIE;SANOCKI;1248;23.0;1092.0;19.0;40.0;2.0;0.0;18.0;6.0;5.0;8.0;0.0;0.0;1052.0;15.0;3.0;2.0;6.0;720.0;4.0;2.0;17.0;3.0;73.0;1.0;4.0;28.0;14.0;7.0;6.0;561.0;192.0;69.0;26.0;41.0;7.0;28.0;21.0;20.0;3.0;12.0;1.0;23.0;8.0;4.0;4.0;6.0;2.0;5.0;3.0;2.0;30.0;0.0;3.0;1.0;3.0;2.0;26.0;18.0;1.0;19.0;135.0;92.0;37.0;6.0;2.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;1.0;10.0;1.0;0.0
LWOWSKIE;SOKALSKI;1200;19.0;1113.0;19.0;158.0;87.0;0.0;2.0;16.0;4.0;13.0;1.0;14.0;955.0;21.0;1.0;11.0;9.0;601.0;7.0;0.0;13.0;7.0;74.0;6.0;3.0;27.0;15.0;6.0;16.0;427.0;224.0;96.0;27.0;46.0;4.0;8.0;42.0;25.0;0.0;10.0;6.0;15.0;6.0;3.0;3.0;3.0;2.0;1.0;1.0;0.0;25.0;1.0;3.0;0.0;2.0;0.0;34.0;16.0;3.0;7.0;76.0;67.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;7.0;5.0;0.0
LWOWSKIE;TARNOBRZESKI;864;19.0;768.0;17.0;53.0;4.0;1.0;12.0;11.0;3.0;15.0;0.0;0.0;715.0;12.0;0.0;10.0;1.0;477.0;5.0;2.0;9.0;1.0;52.0;1.0;12.0;8.0;9.0;3.0;21.0;354.0;124.0;56.0;16.0;17.0;3.0;8.0;24.0;20.0;1.0;16.0;1.0;17.0;5.0;2.0;1.0;9.0;3.0;3.0;3.0;0.0;21.0;0.0;4.0;0.0;4.0;0.0;24.0;13.0;1.0;14.0;74.0;66.0;3.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;5.0;3.0;1.0;0.0;0.0;0.0;0.0;12.0;0.0;2.0
LWOWSKIE;TURCZAŃSKI;574;8.0;514.0;8.0;41.0;0.0;0.0;32.0;0.0;2.0;0.0;0.0;0.0;473.0;4.0;0.0;0.0;0.0;377.0;10.0;0.0;5.0;0.0;26.0;0.0;2.0;10.0;4.0;5.0;4.0;311.0;56.0;23.0;7.0;8.0;1.0;2.0;15.0;3.0;1.0;1.0;1.0;6.0;3.0;1.0;1.0;1.0;3.0;2.0;2.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;10.0;2.0;0.0;6.0;51.0;44.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0
LWOWSKIE;ŁAŃCUCKI;953;12.0;865.0;12.0;67.0;25.0;4.0;1.0;10.0;2.0;9.0;1.0;0.0;798.0;15.0;3.0;3.0;7.0;527.0;4.0;0.0;8.0;6.0;39.0;0.0;4.0;10.0;18.0;7.0;27.0;404.0;159.0;67.0;17.0;31.0;3.0;7.0;33.0;10.0;2.0;6.0;1.0;15.0;4.0;2.0;0.0;9.0;3.0;3.0;2.0;1.0;20.0;0.0;1.0;2.0;0.0;0.0;33.0;13.0;2.0;13.0;78.0;77.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;5.0;2.0;0.0
LWOWSKIE;ŻÓŁKIEWSKI;914;11.0;823.0;10.0;105.0;18.0;0.0;6.0;6.0;6.0;16.0;0.0;1.0;718.0;12.0;0.0;6.0;4.0;525.0;6.0;0.0;13.0;8.0;60.0;3.0;9.0;29.0;8.0;7.0;49.0;333.0;104.0;52.0;8.0;16.0;5.0;3.0;20.0;11.0;2.0;6.0;2.0;9.0;4.0;1.0;1.0;3.0;4.0;1.0;1.0;0.0;14.0;1.0;0.0;0.0;3.0;0.0;24.0;11.0;3.0;14.0;79.0;71.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;7.0;1.0;0.0
