Region;District;Na 100 budynków było/Murowanych/Ogółem;Na 100 budynków było/Drewnianych/Ogółem;Na 100 budynków było/Z gliny innych materjałów/Ogółem;Na 100 budynków było/Z niewiadomego materiału/Ogółem;Na 100 budynków było/Murowanych/Wieś;Na 100 budynków było/Drewnianych/Wieś;Na 100 budynków było/Z gliny innych materjałów/Wieś;Na 100 budynków było/Z niewiadomego materiału/Wieś;Na 100 budynków było/Murowanych/Miasta poniżej 20 000 mieszk.;Na 100 budynków było/Drewnianych/Miasta poniżej 20 000 mieszk.;Na 100 budynków było/Z gliny innych materjałów/Miasta poniżej 20 000 mieszk.;Na 100 budynków było/Z niewiadomego materiału/Miasta poniżej 20 000 mieszk.;Na 100 budynków było/Murowanych/Miasta powyżej 20 000 mieszkańców;Na 100 budynków było/Drewnianych/Miasta powyżej 20 000 mieszkańców;Na 100 budynków było/Z gliny innych materjałów/Miasta powyżej 20 000 mieszkańców;Na 100 budynków było/Z niewiadomego materiału/Miasta powyżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Ogniotrwałe/Ogółem;Na 100 budynków miało pokrycie/Z drzewa/Ogółem;Na 100 budynków miało pokrycie/Ze słomy/Ogółem;Na 100 budynków miało pokrycie/Niewiadome/Ogółem;Na 100 budynków miało pokrycie/Ogniotrwałe/Wieś;Na 100 budynków miało pokrycie/Z drzewa/Wieś;Na 100 budynków miało pokrycie/Ze słomy/Wieś;Na 100 budynków miało pokrycie/Niewiadome/Wieś;Na 100 budynków miało pokrycie/Ogniotrwałe/Miasta poniżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Z drzewa/Miasta poniżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Ze słomy/Miasta poniżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Niewiadome/Miasta poniżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Ogniotrwałe/Miasta powyżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Z drzewa/Miasta powyżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Ze słomy/Miasta powyżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Niewiadome/Miasta powyżej 20 000 mieszkańców
LWOWSKIE;KOLBUSZOWSKI;3,7;96,3;0;0;0,8;99,1;0;0,1;33,5;66,5;0;0;0;0;0;0;14,4;3,5;82;0,1;8,9;1,5;89,6;0;72,6;25,2;2;0,2;0;0;0;0
LWOWSKIE;KROŚNIEŃSKI;6,1;93,8;0;0,1;4,1;95,8;0;0,1;39;60,9;0;0,1;0;0;0;0;15,7;4;79,8;0,5;12,4;3,4;83,7;0,5;70,5;13,3;15,7;0,5;0;0;0;0
LWOWSKIE;LESKI;4,1;95,8;0;0,1;2,3;97,6;0;0,1;33,7;65,8;0;0,5;0;0;0;0;7;11,3;81,6;0,1;4,7;9,3;85,9;0,1;46,7;45,7;7,1;0,5;0;0;0;0
LWOWSKIE;LWOWSKI;14,1;37,2;48,7;0;14,1;36,2;49,7;0;16,6;81,3;1,3;0,8;0;0;0;0;33;9,2;57,8;0;32,8;8,7;58,5;0;41,7;32,4;25,1;0,8;0;0;0;0
LWOWSKIE;LWÓW (MIASTO);98,6;1,1;0,2;0,1;0;0;0;0;0;0;0;0;98,6;1,1;0,2;0,1;93,2;6,4;0,3;0,1;0;0;0;0;0;0;0;0;93,2;6,4;0,3;0,1
LWOWSKIE;MOŚCISKI;3,2;68,6;28,1;0,1;2;68;29,9;0,1;14,7;75,3;9,7;0,3;0;0;0;0;19,4;3,8;76,7;0,1;17,9;1,3;80,7;0,1;34,7;29,3;35,8;0,2;0;0;0;0
LWOWSKIE;NIŻAŃSKI;3;96,8;0,1;0,1;1,1;98,8;0,1;0;14,7;85;0;0,3;0;0;0;0;29,9;3,4;66,3;0,4;22,4;2,4;74,8;0,4;73,7;8,8;17,1;0,4;0;0;0;0
LWOWSKIE;PRZEMYSKI;12,5;85,3;2,1;0,1;3,3;94,1;2,5;0,1;29;70,7;0;0,3;66,6;33,3;0;0,1;39,7;10;50,1;0,2;32,6;8,3;59;0,1;28,7;53;18;0,3;84,2;14,9;0,2;0,7
LWOWSKIE;PRZEWORSKI;4,2;95,6;0,1;0,1;2,7;97,2;0;0,1;26;73,7;0,2;0,1;0;0;0;0;34,7;5,2;59,9;0,2;34,3;1,4;64,2;0,1;40,4;57,2;2;0,4;0;0;0;0
LWOWSKIE;RAWSKI (RAWA RUSKA);6,9;92,8;0,2;0,1;5,7;93,9;0,3;0,1;16,2;83,2;0,1;0,5;0;0;0;0;9,8;7,9;82;0,3;6,1;3,6;90;0,3;38,9;41,5;19,1;0,5;0;0;0;0
LWOWSKIE;RUDECKI;7;55,3;37,6;0,1;6,2;52,5;41,2;0,1;14,9;82,9;1,9;0,3;0;0;0;0;20,7;2,4;76;0,9;18,5;0,4;80,1;1;42,3;22,2;35,1;0,4;0;0;0;0
LWOWSKIE;RZESZOWSKI;6,6;93,3;0;0,1;1,9;98;0;0,1;22,5;77,3;0;0,2;58,9;40,7;0;0,4;22,7;3,3;73,7;0,3;17,9;1,5;80,4;0,2;32,5;18,7;48,6;0,2;85,1;10,3;2,7;1,9
LWOWSKIE;SAMBORSKI;5,3;93,6;1,1;0;2,8;96;1,2;0;24,7;75,1;0;0,2;0;0;0;0;25,7;3,5;70,4;0,4;20,8;1,8;77;0,4;63;16;20,4;0,6;0;0;0;0
LWOWSKIE;SANOCKI;4,9;95;0;0,1;2,7;97,2;0;0,1;30,9;69;0;0,1;0;0;0;0;16,7;10,3;72,8;0,2;13,3;8,4;78,1;0,2;57,4;32,2;10,2;0,2;0;0;0;0
LWOWSKIE;SOKALSKI;5,2;94,5;0,3;0;3,3;96,3;0,4;0;19,7;80;0,1;0,2;0;0;0;0;19,5;6,7;73,7;0,1;16;4,5;79,4;0,1;47,5;23,3;28,8;0,4;0;0;0;0
LWOWSKIE;STAROSAMBORSKI;4,1;94;1,8;0,1;1,8;96,1;2;0,1;18,7;80,5;0,5;0,3;0;0;0;0;9,3;26,8;63,7;0,2;7,2;22,4;70,3;0,1;22,8;53,8;23;0,4;0;0;0;0
LWOWSKIE;STRZYŻOWSKI;3,5;96,3;0,1;0,1;2,7;97,1;0,1;0,1;45,8;52,7;0;1,5;0;0;0;0;12,5;2,8;84,5;0,2;11;2,6;86,2;0,2;86,3;11,7;0,5;1,5;0;0;0;0
LWOWSKIE;TARNOBRZESKI;6;93,9;0;0,1;3;96,9;0;0,1;42,7;56,5;0,1;0,7;0;0;0;0;24,2;2,5;71,8;1,5;19,4;2;77,1;1,5;83;9,2;6,9;0,9;0;0;0;0
LWOWSKIE;ŁAŃCUCKI;5;95;0;0;2,4;97,6;0;0;35,8;63,9;0,1;0,2;0;0;0;0;28,7;3,8;67,3;0,2;26,1;2,4;71,4;0,1;61,5;20,4;17,4;0,7;0;0;0;0
LWOWSKIE;ŻÓŁKIEWSKI;3,5;95,7;0,7;0,1;1,6;97,5;0,8;0,1;15,4;84,4;0,1;0,1;0;0;0;0;18,8;7;73,7;0,5;16,3;3,5;79,6;0,6;34;28,5;37,1;0,4;0;0;0;0
M. ST. WARSZAWA;M. ST. WARSZAWA;77,4;22,4;0,1;0,1;0;0;0;0;0;0;0;0;77,4;22,4;0,1;0,1;90;9,4;0,4;0,2;0;0;0;0;0;0;0;0;90;9,4;0,4;0,2
NOWOGRÓDZKIE;BARANOWICKI;1,6;94,5;0,1;3,8;0,4;95,3;0,1;4,2;19;80,4;0,3;0,3;8,2;91,3;0,1;0,4;3;13,9;78,6;4,5;1,3;5,9;87,7;5,1;2,7;45,2;51,8;0,3;19,3;80;0,2;0,5
NOWOGRÓDZKIE;BRASŁAWSKI;0,3;99,2;0,2;0,3;0,3;99,2;0,2;0,3;0;0;0;0;0;0;0;0;0,8;6,9;92;0,3;0,8;6,9;92;0,3;0;0;0;0;0;0;0;0
NOWOGRÓDZKIE;DUNIŁOWICKI;1;98,6;0,1;0,3;0,9;98,7;0,1;0,3;1,4;98,4;0,2;0;0;0;0;0;1,3;7,7;90,6;0,4;1,1;6;92,5;0,4;8,2;78,2;13,6;0;0;0;0;0
NOWOGRÓDZKIE;DZIŚNIEŃSKI;0,6;97;0,1;2,3;0,2;97,6;0,1;2,1;5,5;89,7;0,1;4,7;0;0;0;0;1,7;7,3;88,7;2,3;0,5;3,6;93,7;2,2;18,9;59,3;16,8;5;0;0;0;0
NOWOGRÓDZKIE;LIDZKI;1,5;94,5;0,1;3,9;0,6;95,2;0,1;4,1;16,1;82,8;0,1;1;0;0;0;0;1,9;7,6;86,2;4,3;0,9;4,9;89,7;4,5;20,2;57,1;21,7;1;0;0;0;0
NOWOGRÓDZKIE;NIEŚWIESKI;1,9;97,2;0,1;0,8;0,4;98,7;0,1;0,8;13,4;85,9;0,5;0,2;0;0;0;0;3;11,2;84,7;1,1;1,3;5,2;92,4;1,1;16,9;58,7;24;0,4;0;0;0;0
NOWOGRÓDZKIE;NOWOGRÓDZKI;1,2;98,1;0,1;0,6;0,6;98,8;0,1;0,5;16,6;82,4;0,1;0,9;0;0;0;0;2,8;7,3;89,3;0,6;1,6;4,8;93;0,6;29;65,4;4,6;1;0;0;0;0
NOWOGRÓDZKIE;STOŁPECKI;0,3;97,4;0;2,3;0,2;97,2;0;2,6;1,5;98,1;0;0,4;0;0;0;0;0,4;23,4;73,8;2,4;0,3;14,8;82,3;2,6;1,2;93,1;5,2;0,5;0;0;0;0
NOWOGRÓDZKIE;SŁONIMSKI;2,8;95,6;0,2;1,4;0,7;97,7;0,2;1,4;23,6;74,6;0,4;1,4;0;0;0;0;3,3;10,8;84,3;1,6;1,2;6,1;91,2;1,5;24;57,6;16,8;1,6;0;0;0;0
NOWOGRÓDZKIE;WILEJSKI;0,7;95,5;0,4;3,4;0,4;95,8;0,3;3,5;5,8;91,4;1;1,8;0;0;0;0;2,1;16,8;77,6;3,5;1,8;12,5;82,1;3,6;6,8;80,6;10,5;2,1;0;0;0;0
NOWOGRÓDZKIE;WOŁOŻYŃSKI;0,3;99,2;0,1;0,4;0,2;99,3;0,1;0,4;3,4;96,2;0,4;0;0;0;0;0;1,1;13,8;84,7;0,4;0,9;12,1;86,6;0,4;6,2;56;37,8;0;0;0;0;0
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.);5,7;89,9;0,3;4,1;1,7;93,9;0,3;4,1;9,9;90,1;0;0;35,8;58,9;0,5;4,8;8,3;12;75,5;4,2;2,8;6,1;86,9;4,2;12,7;64,6;22,2;0,5;50,2;41,9;2,7;5,2
POLESKIE;DROHICKI;0,8;97,9;0,2;1,1;0,8;97,8;0,1;1,3;0,7;99;0,3;0;0;0;0;0;1,7;7;90,2;1,1;1,3;4,6;92,8;1,3;4,8;26,9;68,3;0;0;0;0;0
POLESKIE;KOBRYŃSKI;3,2;96,4;0,2;0,2;0,5;99,3;0,1;0,1;18,4;80;0,4;1,2;0;0;0;0;4,5;9,4;85,8;0,3;1,3;4;94,6;0,1;22,5;40,3;35,8;1,4;0;0;0;0
POLESKIE;KOSOWSKI (KOSÓW POLESKI);3,4;93,9;0;2,7;0,5;96,4;0;3,1;24,3;75,4;0,1;0,2;0;0;0;0;2,8;11,8;82,7;2,7;0,8;4,2;91,9;3,1;16,3;66,2;17,2;0,3;0;0;0;0
POLESKIE;KOSZYRSKI;0,1;99;0;0,9;0,1;99;0;0,9;0;0;0;0;0;0;0;0;0,7;1,9;96,5;0,9;0,7;1,9;96,5;0,9;0;0;0;0;0;0;0;0
POLESKIE;PIŃSKI;1,4;96,6;0,1;1,9;0,4;97,4;0,1;2,1;0,6;99,2;0,2;0;9,1;90,1;0,1;0,7;2,4;13,7;81,9;2;0,9;4,2;92,7;2,2;1;12,9;86;0,1;13,7;84,8;0;1,5
POLESKIE;PRUŻAŃSKI;1;97,1;0,1;1,8;0,4;97,7;0,1;1,8;3,9;94;0,3;1,8;0;0;0;0;1,7;12,3;84,2;1,8;0,5;3,9;93,8;1,8;7,4;52,9;37,8;1,9;0;0;0;0
POLESKIE;SARNEŃSKI;1,1;98,1;0,2;0,6;0,2;99;0,1;0,7;9,4;90;0,2;0,4;0;0;0;0;8,1;24,8;66,2;0,9;5,7;23,6;69,8;0,9;30;36,4;33,1;0,5;0;0;0;0
POLESKIE;ŁUNINIECKI;0,4;97,5;0,1;2;0,2;98,1;0,1;1,6;1,2;94,5;0;4,3;0;0;0;0;2;27,6;67,7;2,7;1,8;22,6;73,3;2,3;3,2;53,5;38,7;4,6;0;0;0;0
POMORSKIE;BRODNICKI;62,3;33,2;4,4;0,1;58,2;36,7;5;0,1;85,4;13,2;1,3;0,1;0;0;0;0;68,1;0,4;30,9;0,6;63,2;0,4;35,8;0,6;96,3;0;3,1;0,6;0;0;0;0
POMORSKIE;CHEŁMIŃSKI;80,8;14;5,1;0,1;78,1;15,9;5,9;0,1;98,3;1,6;0;0,1;0;0;0;0;73;0,1;26,6;0,3;68,8;0,2;30,6;0,4;99,9;0;0;0,1;0;0;0;0
POMORSKIE;CHOJNICKI;49,5;46,3;4;0,2;44,4;51,3;4,2;0,1;96,9;0,9;1,6;0,6;0;0;0;0;59,1;0,4;40,2;0,3;54,8;0,4;44,5;0,3;98,8;0,2;0,4;0,6;0;0;0;0
POMORSKIE;DZIAŁDOWSKI;77,8;21,4;0,5;0,3;75;24,2;0,5;0,3;98,7;0,6;0;0,7;0;0;0;0;77,6;0,5;21,6;0,3;74,8;0,6;24,3;0,3;97,4;0;1,6;1;0;0;0;0
POMORSKIE;GNIEWSKI;83,2;5,1;11,5;0,2;81,2;5,7;12,9;0,2;99,4;0;0,3;0,3;0;0;0;0;76,5;0,6;22,6;0,3;73,7;0,6;25,4;0,3;99,7;0;0;0,3;0;0;0;0
POMORSKIE;GRUDZIĄDZ (MIASTO);98,5;0,9;0,5;0,1;0;0;0;0;0;0;0;0;98,5;0,9;0,5;0,1;99,7;0,1;0,1;0,1;0;0;0;0;0;0;0;0;99,7;0,1;0,1;0,1
POMORSKIE;GRUDZIĄDZKI;80;9,6;10,3;0,1;78,7;9,8;11,4;0,1;91,4;7,4;0,6;0,6;0;0;0;0;66;0,2;33,1;0,7;63,5;0,2;35,6;0,7;90,4;0;9;0,6;0;0;0;0
POMORSKIE;KARTUSKI;39;24,2;36,7;0,1;37,1;24,9;37,9;0,1;96,8;1,6;1,6;0;0;0;0;0;43,9;1;54,9;0,2;42,2;1;56,6;0,2;94,8;0;4,4;0,8;0;0;0;0
POMORSKIE;KOŚCIERSKI;66,2;21,8;12;0;62;24,6;13,4;0;96,2;1,1;2,7;0;0;0;0;0;59,9;0,4;39,5;0,2;54,7;0,5;44,6;0,2;97,6;0,1;2,3;0;0;0;0;0
POMORSKIE;LUBAWSKI;72,4;21,5;6;0,1;69,3;24;6,7;0;98,3;1,1;0,2;0,4;0;0;0;0;65;0,3;34,7;0;60,9;0,3;38,8;0;98,9;0;0,7;0,4;0;0;0;0
POMORSKIE;PUCKI;64,7;4,2;30,9;0,2;62,4;4,4;33;0,2;100;0;0;0;0;0;0;0;62,5;0,2;36,4;0,9;59,9;0,2;38,9;1;100;0;0;0;0;0;0;0
POMORSKIE;STAROGARDZKI;66,1;25,3;8,6;0;63,5;27,3;9,2;0;96,9;2,2;0,9;0;0;0;0;0;69,6;0,2;30,1;0,1;67;0,2;32,7;0,1;100;0;0;0;0;0;0;0
POMORSKIE;SĘPOLEŃSKI;76,3;16,9;6,8;0;71,2;21,3;7,5;0;90,8;4,6;4,6;0;0;0;0;0;63,4;0,2;36,4;0;55,8;0,2;43,9;0,1;84,9;0;15,1;0;0;0;0;0
POMORSKIE;TCZEWSKI;96,9;0,7;2,3;0,1;95,5;0,8;3,6;0,1;99,5;0,3;0,2;0;0;0;0;0;95,5;0,5;3,7;0,3;93,1;0,7;5,7;0,5;99,6;0,1;0,3;0;0;0;0;0
POMORSKIE;TORUŃ (MIASTO);81,9;12,2;5,9;0;0;0;0;0;0;0;0;0;81,9;12,2;5,9;0;98,8;0,7;0,1;0,4;0;0;0;0;0;0;0;0;98,8;0,7;0,1;0,4
POMORSKIE;TORUŃSKI;78,9;13,1;8;0;76;14,9;9,1;0;97,7;1,6;0,7;0;0;0;0;0;72,7;0,4;26,9;0;68,6;0,3;31;0,1;98,8;0,8;0,4;0;0;0;0;0
POMORSKIE;TUCHOLSKI;56,7;34,5;8,7;0,1;53,1;37,4;9,4;0,1;93,3;4,9;1,8;0;0;0;0;0;66,4;0,4;33,1;0,1;63,5;0,4;35,9;0,2;95,9;0;4,1;0;0;0;0;0
POMORSKIE;WEJHEROWSKI;56,5;16,2;27,2;0,1;51,8;18,1;30;0,1;96,7;0,2;3,1;0;0;0;0;0;63,1;1,3;35,5;0,1;58,9;1,3;39,6;0,2;99,3;0,7;0;0;0;0;0;0
POMORSKIE;WĄBRZESKI;78,9;15,7;5,3;0,1;74,7;19,4;5,8;0,1;94,3;2,3;3,4;0;0;0;0;0;73,2;0;26,6;0,2;67,8;0;32,2;0,1;93;0;6,9;0,1;0;0;0;0
POMORSKIE;ŚWIECKI;64,5;28,8;6,7;0;62;31;7;0;91,4;4,6;4;0;0;0;0;0;62,8;0,2;36,7;0,3;60;0,2;39,5;0,3;93,7;0,3;5,9;0,1;0;0;0;0
POZNAŃSKIE;BYDGOSKI;78,3;8,2;13,2;0,3;76,7;8,5;14,5;0,3;85,9;6,8;6,7;0,6;0;0;0;0;82,6;0,2;16,8;0,4;80,3;0,3;19,1;0,3;93,8;0;5,4;0,8;0;0;0;0
POZNAŃSKIE;BYDGOSZCZ (MIASTO);99,4;0,3;0,2;0,1;0;0;0;0;0;0;0;0;99,4;0,3;0,2;0,1;98,9;0,2;0,7;0,2;0;0;0;0;0;0;0;0;98,9;0,2;0,7;0,2
POZNAŃSKIE;CHODZIESKI;88,2;1,8;9,8;0,2;87,2;2,1;10,5;0,2;90,9;1;7,8;0,3;0;0;0;0;91,2;0;8,5;0,3;88,3;0;11,5;0,2;98,7;0;0,8;0,5;0;0;0;0
POZNAŃSKIE;CZARNKOWSKI;77,1;3,5;18,6;0,8;73,7;4;21,5;0,8;92,6;1,5;5,3;0,6;0;0;0;0;83,6;0;15;1,4;80,3;0;18,2;1,5;98,7;0,1;0;1,2;0;0;0;0
POZNAŃSKIE;GNIEŹNIEŃSKI;94,2;1,4;4,1;0,3;92,5;1,7;5,6;0,2;95,5;1,5;3;0;98,9;0,7;0,1;0,3;92,4;0,1;7,1;0,4;89,4;0,2;10;0,4;100;0;0;0;99,7;0;0;0,3
POZNAŃSKIE;GOSTYŃSKI;71,5;3,8;24,4;0,3;67,3;4,9;27,5;0,3;83,9;0,7;15,3;0,1;0;0;0;0;81,6;0,2;17,8;0,4;76;0;23,6;0,4;98,1;0,6;0,8;0,5;0;0;0;0
POZNAŃSKIE;GRODZISKI;77,4;3,4;18,6;0,6;72,6;4,4;22,3;0,7;86,5;1,6;11,5;0,4;0;0;0;0;84,1;0;14,7;1,2;76,5;0;22;1,5;98,9;0;0,5;0,6;0;0;0;0
POZNAŃSKIE;INOWROCŁAWSKI;85,9;3;10,7;0,4;82,1;3,5;14;0,4;96,9;0;1,2;1,9;97,8;1,6;0,4;0,2;83;0,1;15,3;1,6;77,9;0,1;20,1;1,9;96,9;0;1,2;1,9;99,6;0;0;0,4
POZNAŃSKIE;JAROCIŃSKI;71,6;12,3;16;0,1;68;14,4;17,5;0,1;91,2;0,8;7,9;0,1;0;0;0;0;82,2;0,8;16,6;0,4;79,4;1;19,2;0,4;97,6;0;2,1;0,3;0;0;0;0
POZNAŃSKIE;KOŚCIAŃSKI;79,7;2,5;17,3;0,5;76,4;3,1;20;0,5;92,7;0,4;6,5;0,4;0;0;0;0;84,3;0;14,5;1,2;80,8;0;18;1,2;98,7;0,1;0,3;0,9;0;0;0;0
POZNAŃSKIE;KOŹMIŃSKI;62,3;12,9;24,2;0,6;54,3;17,1;27,9;0,7;83,1;2;14,5;0,4;0;0;0;0;74,8;0;24,6;0,6;65,7;0;33,6;0,7;98,4;0;1,1;0,5;0;0;0;0
POZNAŃSKIE;KROTOSZYŃSKI;62,2;22,5;15;0,3;53,1;33,2;13,5;0,2;79,5;2,3;17,9;0,3;0;0;0;0;80,7;0,1;18,7;0,5;71,4;0,1;28,3;0,2;98,2;0,3;0,6;0,9;0;0;0;0
POZNAŃSKIE;KĘPIŃSKI;73,6;25;1;0,4;71,3;27,3;1;0,4;95,3;3,7;1;0;0;0;0;0;69,7;0,5;29,4;0,4;66,5;0,5;32,5;0,5;99,8;0,2;0;0;0;0;0;0
POZNAŃSKIE;LESZCZYŃSKI;85,7;0,8;13,4;0,1;82,5;1;16,4;0,1;94,4;0,2;5,3;0,1;0;0;0;0;82,9;0,2;16,4;0,5;77,5;0;21,8;0,7;97,7;0,7;1,4;0,2;0;0;0;0
POZNAŃSKIE;MIĘDZYCHODZKI;80,2;5,3;13,9;0,6;76,7;6,3;16,5;0,5;92,3;1,8;5;0,9;0;0;0;0;82,1;0;16,1;1,8;77,4;0;20,6;2;98,7;0;0,3;1;0;0;0;0
POZNAŃSKIE;MOGILEŃSKI;88,9;0,9;9,8;0,4;88,5;1,2;9,9;0,4;90,2;0;9,1;0,7;0;0;0;0;87,4;0,7;10,8;1,1;85,7;0,3;13,6;0,4;94,3;2,2;0,2;3,3;0;0;0;0
POZNAŃSKIE;NOWOTOMYSKI;59,7;24,7;15,4;0,2;55;28,3;16,5;0,2;90,3;1,5;8,2;0;0;0;0;0;72,5;0,2;27;0,3;68,4;0,2;31;0,4;98,6;0,2;1;0,2;0;0;0;0
POZNAŃSKIE;OBORNICKI;88,5;2,1;9;0,4;85,9;2,6;11,1;0,4;98,7;0,1;1;0,2;0;0;0;0;90,6;0,2;8,8;0,4;88,3;0,3;11;0,4;99,5;0;0,2;0,3;0;0;0;0
POZNAŃSKIE;ODOLANOWSKI;68,5;28,2;2,9;0,4;65,6;31,1;2,9;0,4;88,1;9;2,5;0,4;0;0;0;0;74,5;0,2;24,8;0,5;71,5;0,3;27,7;0,5;94,8;0;4,8;0,4;0;0;0;0
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI);76,6;21,1;2,1;0,2;71,3;26;2,5;0,2;97,6;1,4;0,9;0,1;0;0;0;0;88,4;0,3;11,1;0,2;85,6;0,3;13,9;0,2;99,7;0,2;0;0,1;0;0;0;0
POZNAŃSKIE;OSTRZESZOWSKI;54,8;41,6;3,1;0,5;50,8;45,2;3,5;0,5;73,8;24,1;1,4;0,7;0;0;0;0;63,8;0,2;34,3;1,7;58,5;0,1;39,6;1,8;89,5;0,3;9,4;0,8;0;0;0;0
POZNAŃSKIE;PLESZEWSKI;72,8;20,8;5,9;0,5;68,7;24,3;6,6;0,4;96,1;0,9;1,8;1,2;0;0;0;0;88,6;0,1;10,8;0,5;87;0,1;12,5;0,4;97,7;0;1,1;1,2;0;0;0;0
POZNAŃSKIE;POZNAŃ (MIASTO);96,1;1;2,7;0,2;0;0;0;0;0;0;0;0;96,1;1;2,7;0,2;98,5;0,1;0,4;1;0;0;0;0;0;0;0;0;98,5;0,1;0,4;1
POZNAŃSKIE;POZNAŃSKI WSCHODNI;89,5;1,7;8,5;0,3;89;1,9;8,7;0,4;92;0,5;7,5;0;0;0;0;0;91,5;0,2;8;0,3;90;0,2;9,4;0,4;100;0;0;0;0;0;0;0
POZNAŃSKIE;POZNAŃSKI ZACHODNI;87,3;1,1;11,1;0,5;87,1;1,1;11,2;0,6;91,6;0;8,4;0;0;0;0;0;89;0,1;10,4;0,5;88,4;0,1;10,9;0,6;100;0;0;0;0;0;0;0
POZNAŃSKIE;RAWICKI;75,8;5,4;18,4;0,4;70,3;7,5;21,7;0,5;88,1;0,7;11,1;0,1;0;0;0;0;87,6;0,1;11,7;0,6;82,2;0;16,9;0,9;99,6;0,1;0,2;0,1;0;0;0;0
POZNAŃSKIE;STRZELNEŃSKI;90,6;0,3;8,8;0,3;90,3;0,3;9,1;0,3;92;0,1;7,6;0,3;0;0;0;0;88,8;0;10,1;1,1;86,6;0;12,1;1,3;98,5;0;1,2;0,3;0;0;0;0
POZNAŃSKIE;SZAMOTULSKI;88,2;1,7;10;0,1;85,4;2;12,5;0,1;97,6;0,7;1,6;0,1;0;0;0;0;91,3;0;8,2;0,5;88,9;0;10,5;0,6;99,6;0,1;0,2;0,1;0;0;0;0
POZNAŃSKIE;SZUBIŃSKI;83,8;7,3;8,4;0,5;80;9,1;10,5;0,4;98,2;0,7;0,5;0,6;0;0;0;0;81,1;0;17,6;1,3;76,5;0;22,1;1,4;99;0;0,2;0,8;0;0;0;0
POZNAŃSKIE;WITKOWSKI;89,7;4,6;5,4;0,3;89,1;5;5,6;0,3;93,3;2;3,8;0,9;0;0;0;0;86,3;0,1;13,2;0,4;84,4;0,1;15,2;0,3;97,3;0;1,8;0,9;0;0;0;0
POZNAŃSKIE;WOLSZTYŃSKI;65,5;13,6;20,6;0,3;61,9;15,3;22,5;0,3;89,5;2,3;8;0,2;0;0;0;0;78,8;0;20,8;0,4;75,9;0;23,7;0,4;98,5;0,1;1,2;0,2;0;0;0;0
POZNAŃSKIE;WRZESIŃSKI;83,3;3,6;12,5;0,6;81,1;4,1;14,2;0,6;94,9;0,9;3,6;0,6;0;0;0;0;89,2;0;10;0,8;87,3;0;11,8;0,9;99,1;0;0;0,9;0;0;0;0
POZNAŃSKIE;WYRZYSKI;89,2;4;6,6;0,2;88,2;4,4;7,2;0,2;93,2;2,2;4,5;0,1;0;0;0;0;88,6;0,1;10,7;0,6;85,9;0,2;13,2;0,7;98,5;0;1,4;0,1;0;0;0;0
POZNAŃSKIE;WĄGROWIECKI;88,2;1,3;10,1;0,4;86,3;1,5;11,8;0,4;96,9;0,3;2,6;0,2;0;0;0;0;89,8;0,2;8,9;1,1;87,8;0,2;10,8;1,2;99;0;0,6;0,4;0;0;0;0
POZNAŃSKIE;ŚMIGIELSKI;78,8;1,3;19,8;0,1;76,7;1,4;21,8;0,1;91,8;0,3;7,6;0,3;0;0;0;0;86,1;0;13,7;0,2;84;0;15,8;0,2;98,8;0;0,9;0,3;0;0;0;0
POZNAŃSKIE;ŚREDZKI;80,3;5,2;13,8;0,7;77,4;6,1;15,8;0,7;93;1,4;4,6;1;0;0;0;0;85,3;0,7;10,9;3,1;82,3;0,9;13,3;3,5;98,3;0;0,7;1;0;0;0;0
POZNAŃSKIE;ŚREMSKI;70;6,2;23,4;0,4;64,8;7,6;27,4;0,2;89,1;1,2;9;0,7;0;0;0;0;82,9;0,2;16,3;0,6;78,7;0,2;20,5;0,6;98,1;0;1;0,9;0;0;0;0
POZNAŃSKIE;ŻNIŃSKI;87;1,3;11,5;0,2;84,8;1,5;13,6;0,1;98,6;0,2;0,8;0,4;0;0;0;0;84,6;0,2;14,9;0,3;82;0;17,8;0,2;97,5;1,5;0,3;0,7;0;0;0;0
STANISŁAWOWSKIE;BOHORODCZAŃSKI;0,6;99,4;0;0;0,3;99,7;0;0;7,8;92,2;0;0;0;0;0;0;2,4;12;85,5;0,1;2,3;8,4;89,3;0;6,5;92;1,5;0;0;0;0;0
STANISŁAWOWSKIE;DOLIŃSKI;2,8;94,2;2,9;0,1;1,5;95,4;3;0,1;11,9;85,7;2,1;0,3;0;0;0;0;9;15,5;75,3;0,2;5,3;12;82,5;0,2;33,7;39,1;26,9;0,3;0;0;0;0
STANISŁAWOWSKIE;HORODEŃSKI;5;17,8;77,1;0,1;3,9;17,6;78,5;0;14,7;20,5;64,4;0,4;0;0;0;0;7,1;5,9;86,9;0,1;5,4;3,8;90,7;0,1;23,2;24,8;51,6;0,4;0;0;0;0
