Region;District;1. Number of workers in plants I-VII;2. Plants: total;3. Plants: I-III;4. Plants: IV-V;5. Plants: VI-VII;6. Plants: VIII;7. Mining: I-V;8. Mining: VI-VII;9. Mining: VIII;10. Mineral: I-V;11. Mineral: VI-VII;12. Mineral: VIII;13. Mineral: brickyards (within others);14. Mineral: concrete plants (within others);15. Metal and electrotechnical: I-V;16. Metal and electrotechnical: VI-VII;17. Metal and electrotechnical: VIII;18. Metal and electrotechnical: metal production (within others);19. Metal and electrotechnical: blacksmithing (within others);20. Metal and electrotechnical: locksmithing, repairs (within others);21. Metal and electrotechnical: tinsmithing (within others);22. Metal and electrotechnical: watchmaking and jewelry (within others);23. Chemical: I-V;24. Chemical: VI-VII;25. Chemical: VIII;26. Chemical: oil mills (within others);27. Textile: I-V;28. Textile: VI-VII;29. Textile: VIII;30. Paper: I-V;31. Paper: VI-VII;32. Paper: VIII;33. Leather: I-V;34. Leather: VI-VII;35. Leather: VIII;36. Leather: tanning and white leather (within others);37. Leather: saddlery and harness making (within others);38. Wood: I-V;39. Wood: VI-VII;40. Wood: VIII;41. Wood: sawmills (within others);42. Wood: carpentry (within others);43. Wood: wheelwrighting (within others);44. Food: I-V;45. Food: VI-VII;46. Food: VIII;47. Food: mills (within others);48. Food: bakeries (within others);49. Food: dairies (within others);50. Food: butchery and meat processing (within others);51. Clothing: I-V;52. Clothing: VI-VII;53. Clothing: VIII;54. Clothing: tailoring and clothing accessories (within others);55. Clothing: shoemaking and boot making (within others);56. Clothing: furriery (within others);57. Printing: I-V;58. Printing: VI-VII;59. Printing: VIII;60. Printing: printing houses (within others);61. Construction: I-V;62. Construction: VI-VII;63. Construction: VIII;64. Processing of various materials: VII;65. Processing of various materials: VIII;66. Power plants: I-V;67. Power plants: VI-VII;68. Power plants: VIII;69. Services: V-VII;70. Services: VIII;71. Services: hairdressing (within others);72. Services: transport (within others);73. Horticulture and fisheries: V-VII;74. Horticulture and fisheries: VIII;75. Other plants: VIII
POLESKIE;PIŃSKI;1 612;966;2.0;11.0;65;888;0.0;0.0;0.0;0.0;2.0;21.0;10.0;8.0;0.0;0.0;102;1.0;46.0;21.0;9;21.0;0.0;6.0;13.0;1.0;0.0;0.0;19.0;0.0;0.0;3.0;0.0;0.0;16.0;1.0;12.0;9.0;33.0;49.0;6.0;25.0;2.0;3.0;17.0;164.0;70.0;40.0;10.0;23.0;0.0;3.0;305.0;142.0;114.0;13.0;0.0;1.0;20.0;7.0;0.0;1.0;3.0;0.0;13.0;1.0;0.0;0.0;2.0;145.0;43.0;89.0;0.0;1.0;14.0
POLESKIE;PRUŻAŃSKI;167;632;0.0;0.0;47;585;0.0;0.0;0.0;0.0;2.0;22.0;11.0;7.0;0.0;0.0;96;0.0;66.0;17.0;3;8.0;0.0;1.0;7.0;2.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;20.0;0.0;16.0;0.0;9.0;33.0;0.0;23.0;1.0;0.0;30.0;120.0;42.0;30.0;19.0;19.0;0.0;0.0;220.0;95.0;99.0;2.0;0.0;0.0;14.0;2.0;0.0;4.0;10.0;0.0;5.0;0.0;0.0;1.0;1.0;31.0;21.0;5.0;0.0;0.0;1.0
POLESKIE;STOLIŃSKI;515;577;0.0;4.0;63;510;0.0;0.0;0.0;0.0;4.0;17.0;7.0;2.0;0.0;1.0;62;1.0;45.0;1.0;9;6.0;0.0;3.0;7.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;15.0;5.0;9.0;4.0;35.0;53.0;2.0;37.0;0.0;0.0;15.0;79.0;40.0;5.0;19.0;13.0;0.0;0.0;206.0;79.0;115.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;15.0;0.0;7.0;0.0;0.0;0.0;2.0;15.0;14.0;0.0;3.0;6.0;19.0
POLESKIE;ŁUNINIECKI;1 557;545;2.0;10.0;48;485;0.0;0.0;0.0;0.0;1.0;9.0;8.0;1.0;0.0;0.0;82;0.0;59.0;4.0;7;11.0;0.0;1.0;19.0;4.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;10.0;2.0;8.0;11.0;30.0;31.0;10.0;20.0;0.0;0.0;14.0;75.0;34.0;19.0;5.0;14.0;0.0;0.0;164.0;73.0;69.0;1.0;0.0;1.0;7.0;1.0;0.0;0.0;4.0;0.0;4.0;1.0;1.0;3.0;0.0;24.0;20.0;2.0;0.0;7.0;39.0
POMORSKIE;BRODNICKI;247;638;0.0;8.0;50;580;0.0;0.0;0.0;2.0;3.0;4.0;3.0;1.0;0.0;3.0;118;0.0;78.0;29.0;2;7.0;0.0;0.0;5.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;1.0;10.0;0.0;8.0;66.0;0.0;38.0;20.0;6.0;28.0;147.0;23.0;30.0;16.0;69.0;0.0;1.0;100.0;48.0;46.0;0.0;0.0;0.0;6.0;3.0;0.0;5.0;24.0;2.0;11.0;0.0;0.0;0.0;0.0;48.0;24.0;19.0;0.0;22.0;12.0
POMORSKIE;CHEŁMIŃSKI;557;498;1.0;8.0;29;460;0.0;0.0;0.0;2.0;0.0;4.0;1.0;2.0;1.0;2.0;80;1.0;56.0;16.0;1;6.0;0.0;0.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;11.0;1.0;5.0;49.0;1.0;17.0;23.0;4.0;17.0;124.0;27.0;17.0;21.0;44.0;0.0;0.0;89.0;44.0;38.0;1.0;0.0;1.0;10.0;5.0;0.0;2.0;17.0;0.0;9.0;0.0;0.0;0.0;2.0;28.0;19.0;4.0;1.0;13.0;21.0
POMORSKIE;CHOJNICKI;542;806;0.0;17.0;66;723;0.0;0.0;0.0;1.0;7.0;11.0;5.0;5.0;0.0;1.0;108;1.0;61.0;27.0;4;9.0;0.0;1.0;1.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;14.0;1.0;12.0;6.0;15.0;122.0;8.0;77.0;28.0;9.0;37.0;165.0;11.0;58.0;11.0;75.0;0.0;0.0;159.0;66.0;79.0;1.0;0.0;1.0;8.0;3.0;0.0;3.0;36.0;1.0;21.0;0.0;0.0;2.0;0.0;50.0;32.0;10.0;0.0;20.0;2.0
POMORSKIE;DZIAŁDOWSKI;224;435;0.0;7.0;46;382;0.0;0.0;0.0;0.0;1.0;5.0;2.0;2.0;0.0;1.0;74;0.0;53.0;11.0;2;7.0;0.0;0.0;6.0;6.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;6.0;1.0;5.0;2.0;6.0;46.0;4.0;26.0;13.0;4.0;35.0;126.0;7.0;28.0;17.0;67.0;0.0;0.0;59.0;24.0;29.0;0.0;0.0;0.0;6.0;2.0;0.0;2.0;7.0;0.0;6.0;0.0;0.0;1.0;0.0;30.0;17.0;9.0;1.0;8.0;0.0
POMORSKIE;GDYNIA (MIASTO);2 096;1108;4.0;41.0;107;956;0.0;1.0;3.0;2.0;2.0;11.0;0.0;0.0;2.0;7.0;107;3.0;15.0;42.0;14;17.0;2.0;1.0;15.0;0.0;0.0;0.0;7.0;0.0;0.0;4.0;0.0;0.0;4.0;0.0;1.0;1.0;10.0;69.0;0.0;50.0;8.0;8.0;22.0;118.0;3.0;23.0;2.0;48.0;0.0;3.0;219.0;126.0;69.0;5.0;0.0;5.0;37.0;5.0;26.0;45.0;86.0;0.0;49.0;0.0;0.0;0.0;10.0;217.0;100.0;88.0;5.0;5.0;5.0
POMORSKIE;GRUDZIĄDZ (MIASTO);1 879;639;4.0;18.0;41;576;0.0;0.0;0.0;4.0;0.0;8.0;5.0;1.0;3.0;6.0;75;4.0;7.0;32.0;7;12.0;1.0;1.0;12.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;6.0;2.0;4.0;2.0;5.0;39.0;1.0;27.0;3.0;8.0;9.0;117.0;1.0;45.0;1.0;44.0;0.0;2.0;123.0;57.0;43.0;1.0;2.0;5.0;19.0;4.0;1.0;12.0;36.0;0.0;18.0;0.0;0.0;2.0;1.0;96.0;55.0;22.0;1.0;10.0;5.0
POMORSKIE;GRUDZIĄDZKI;762;395;1.0;6.0;21;367;0.0;2.0;0.0;1.0;0.0;4.0;3.0;0.0;0.0;1.0;74;0.0;57.0;8.0;4;4.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;6.0;0.0;2.0;38.0;1.0;16.0;21.0;6.0;15.0;88.0;25.0;16.0;18.0;27.0;0.0;0.0;69.0;24.0;41.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;10.0;0.0;0.0;1.0;0.0;25.0;12.0;9.0;1.0;22.0;17.0
POMORSKIE;KARTUSKI;371;451;0.0;9.0;31;411;1.0;0.0;0.0;5.0;4.0;11.0;4.0;2.0;0.0;0.0;90;1.0;68.0;13.0;0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;4.0;0.0;5.0;81.0;8.0;46.0;26.0;3.0;21.0;89.0;10.0;26.0;1.0;47.0;0.0;0.0;82.0;31.0;51.0;0.0;0.0;1.0;7.0;1.0;0.0;0.0;6.0;0.0;5.0;0.0;0.0;1.0;0.0;26.0;15.0;6.0;0.0;6.0;0.0
POMORSKIE;KOŚCIERSKI;317;464;0.0;8.0;50;406;1.0;1.0;0.0;0.0;2.0;9.0;3.0;6.0;0.0;2.0;83;0.0;61.0;14.0;2;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;2.0;7.0;66.0;7.0;34.0;19.0;5.0;33.0;93.0;11.0;33.0;7.0;37.0;0.0;1.0;80.0;33.0;40.0;0.0;0.0;0.0;6.0;2.0;0.0;3.0;11.0;0.0;4.0;0.0;0.0;1.0;0.0;34.0;22.0;8.0;1.0;7.0;0.0
POMORSKIE;LUBAWSKI;344;701;0.0;6.0;38;657;1.0;0.0;0.0;1.0;1.0;12.0;5.0;3.0;0.0;0.0;126;1.0;84.0;24.0;5;11.0;0.0;0.0;4.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;8.0;1.0;7.0;59.0;1.0;34.0;20.0;2.0;28.0;215.0;16.0;28.0;82.0;79.0;0.0;0.0;124.0;64.0;44.0;2.0;0.0;1.0;7.0;2.0;1.0;1.0;38.0;0.0;15.0;0.0;0.0;1.0;0.0;24.0;14.0;6.0;0.0;11.0;9.0
POMORSKIE;MORSKI;1 313;1012;1.0;21.0;85;905;0.0;0.0;0.0;9.0;4.0;17.0;2.0;7.0;1.0;0.0;121;1.0;79.0;22.0;6;8.0;0.0;0.0;4.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;1.0;0.0;7.0;0.0;7.0;5.0;13.0;120.0;9.0;76.0;26.0;5.0;50.0;218.0;15.0;67.0;7.0;79.0;0.0;1.0;174.0;66.0;99.0;0.0;0.0;1.0;21.0;3.0;1.0;12.0;40.0;1.0;18.0;0.0;0.0;2.0;0.0;148.0;79.0;43.0;3.0;8.0;0.0
POMORSKIE;STAROGARDZKI;1 221;749;3.0;20.0;54;672;0.0;0.0;1.0;2.0;2.0;15.0;6.0;4.0;1.0;2.0;105;2.0;66.0;20.0;5;9.0;3.0;0.0;4.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;11.0;1.0;8.0;5.0;8.0;97.0;6.0;56.0;27.0;7.0;38.0;176.0;13.0;53.0;7.0;87.0;2.0;1.0;131.0;57.0;65.0;1.0;0.0;2.0;5.0;1.0;1.0;1.0;22.0;0.0;24.0;2.0;0.0;0.0;0.0;53.0;32.0;14.0;0.0;20.0;2.0
POMORSKIE;SĘPOLEŃSKI;178;467;0.0;4.0;40;423;0.0;0.0;0.0;0.0;1.0;6.0;1.0;5.0;0.0;1.0;92;4.0;60.0;18.0;2;6.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;9.0;1.0;8.0;1.0;7.0;57.0;2.0;31.0;22.0;2.0;27.0;63.0;4.0;19.0;6.0;27.0;0.0;0.0;111.0;62.0;43.0;0.0;0.0;0.0;6.0;3.0;1.0;2.0;13.0;0.0;4.0;0.0;0.0;2.0;1.0;38.0;21.0;11.0;0.0;13.0;4.0
POMORSKIE;TCZEWSKI;964;805;3.0;21.0;43;738;0.0;0.0;0.0;5.0;2.0;4.0;1.0;3.0;3.0;4.0;102;0.0;56.0;24.0;8;12.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;12.0;2.0;10.0;2.0;5.0;86.0;1.0;44.0;27.0;9.0;24.0;174.0;13.0;56.0;15.0;72.0;0.0;0.0;155.0;68.0;74.0;1.0;2.0;1.0;10.0;3.0;1.0;6.0;29.0;0.0;14.0;1.0;0.0;1.0;0.0;93.0;45.0;40.0;0.0;25.0;28.0
POMORSKIE;TORUŃ (MIASTO);1 950;827;1.0;34.0;62;730;0.0;0.0;0.0;2.0;1.0;9.0;0.0;1.0;4.0;7.0;88;8.0;9.0;33.0;6;13.0;6.0;1.0;13.0;0.0;0.0;0.0;6.0;1.0;0.0;2.0;0.0;0.0;8.0;0.0;5.0;3.0;9.0;57.0;0.0;33.0;7.0;12.0;15.0;129.0;0.0;52.0;1.0;51.0;0.0;3.0;151.0;86.0;41.0;7.0;4.0;2.0;24.0;4.0;2.0;18.0;49.0;0.0;27.0;0.0;0.0;0.0;4.0;139.0;82.0;39.0;3.0;23.0;5.0
POMORSKIE;TORUŃSKI;1 050;486;2.0;6.0;28;450;0.0;0.0;0.0;3.0;4.0;4.0;1.0;0.0;0.0;2.0;85;3.0;58.0;12.0;2;9.0;0.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;0.0;5.0;0.0;3.0;43.0;1.0;17.0;21.0;5.0;13.0;128.0;26.0;31.0;16.0;46.0;0.0;2.0;77.0;31.0;40.0;2.0;0.0;0.0;6.0;3.0;0.0;3.0;25.0;0.0;9.0;0.0;0.0;1.0;0.0;35.0;20.0;9.0;0.0;11.0;14.0
POMORSKIE;TUCHOLSKI;159;510;0.0;10.0;26;474;0.0;0.0;4.0;0.0;0.0;18.0;11.0;5.0;0.0;1.0;81;0.0;55.0;19.0;1;4.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;1.0;7.0;80.0;4.0;47.0;24.0;8.0;15.0;100.0;5.0;29.0;13.0;47.0;0.0;0.0;100.0;41.0;53.0;0.0;0.0;0.0;6.0;1.0;1.0;3.0;17.0;0.0;7.0;0.0;0.0;2.0;0.0;32.0;20.0;7.0;0.0;16.0;4.0
POMORSKIE;WĄBRZESKI;256;574;1.0;6.0;26;541;0.0;0.0;0.0;0.0;3.0;6.0;1.0;2.0;0.0;3.0;78;1.0;53.0;16.0;1;6.0;0.0;1.0;3.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;10.0;1.0;4.0;51.0;0.0;28.0;15.0;5.0;12.0;176.0;32.0;24.0;58.0;44.0;0.0;0.0;90.0;35.0;38.0;1.0;0.0;0.0;3.0;1.0;0.0;2.0;24.0;0.0;14.0;0.0;0.0;0.0;0.0;41.0;22.0;12.0;2.0;13.0;26.0
POMORSKIE;ŚWIECKI;1 075;1135;3.0;18.0;107;1007;0.0;0.0;0.0;0.0;1.0;16.0;3.0;8.0;2.0;3.0;176;0.0;118.0;38.0;5;11.0;0.0;0.0;7.0;3.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;27.0;2.0;22.0;5.0;34.0;191.0;12.0;119.0;47.0;11.0;64.0;211.0;23.0;62.0;27.0;85.0;0.0;0.0;215.0;85.0;117.0;0.0;0.0;2.0;8.0;1.0;2.0;3.0;22.0;0.0;23.0;1.0;0.0;0.0;0.0;75.0;49.0;15.0;0.0;19.0;10.0
POZNAŃSKIE;BYDGOSKI;728;489;1.0;22.0;42;424;0.0;0.0;1.0;4.0;3.0;9.0;1.0;6.0;1.0;1.0;88;1.0;62.0;18.0;0;4.0;3.0;0.0;1.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;5.0;7.0;6.0;54.0;6.0;19.0;20.0;7.0;29.0;106.0;19.0;30.0;14.0;36.0;0.0;1.0;62.0;25.0;31.0;0.0;0.0;1.0;5.0;2.0;0.0;1.0;18.0;0.0;6.0;0.0;0.0;2.0;0.0;43.0;20.0;18.0;0.0;16.0;2.0
POZNAŃSKIE;BYDGOSZCZ (MIASTO);6 182;1784;7.0;93.0;157;1527;0.0;0.0;0.0;11.0;3.0;19.0;0.0;3.0;27.0;24.0;201;21.0;18.0;62.0;5;32.0;4.0;9.0;34.0;0.0;2.0;3.0;17.0;4.0;2.0;3.0;2.0;3.0;18.0;0.0;8.0;13.0;26.0;145.0;0.0;91.0;7.0;20.0;26.0;264.0;6.0;88.0;2.0;107.0;7.0;12.0;361.0;176.0;114.0;12.0;5.0;8.0;51.0;8.0;5.0;32.0;96.0;0.0;41.0;0.0;0.0;1.0;6.0;247.0;129.0;88.0;3.0;24.0;5.0
POZNAŃSKIE;CHODZIESKI;1 433;726;2.0;5.0;49;670;0.0;0.0;0.0;4.0;0.0;15.0;4.0;7.0;0.0;2.0;111;3.0;60.0;29.0;4;8.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;22.0;1.0;19.0;0.0;7.0;87.0;2.0;53.0;27.0;3.0;36.0;162.0;33.0;33.0;14.0;68.0;0.0;0.0;126.0;58.0;62.0;0.0;0.0;1.0;10.0;1.0;0.0;2.0;36.0;0.0;19.0;0.0;0.0;0.0;1.0;52.0;34.0;10.0;0.0;21.0;6.0
POZNAŃSKIE;CZARNKOWSKI;337;596;0.0;6.0;31;559;0.0;0.0;0.0;0.0;2.0;16.0;2.0;7.0;1.0;0.0;69;0.0;41.0;18.0;3;6.0;0.0;0.0;5.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;9.0;0.0;4.0;77.0;2.0;45.0;24.0;4.0;22.0;150.0;13.0;43.0;11.0;76.0;0.0;0.0;121.0;56.0;51.0;0.0;0.0;0.0;5.0;2.0;0.0;3.0;30.0;0.0;13.0;0.0;0.0;7.0;0.0;42.0;24.0;14.0;0.0;11.0;0.0
POZNAŃSKIE;GNIEZNO (MIASTO);1 189;486;2.0;11.0;24;449;0.0;0.0;0.0;0.0;4.0;7.0;0.0;2.0;0.0;2.0;52;1.0;9.0;21.0;5;9.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;9.0;3.0;5.0;1.0;2.0;30.0;0.0;12.0;5.0;9.0;3.0;112.0;2.0;45.0;6.0;43.0;0.0;0.0;92.0;37.0;41.0;0.0;1.0;2.0;16.0;2.0;0.0;7.0;34.0;0.0;18.0;0.0;0.0;0.0;2.0;66.0;38.0;21.0;2.0;5.0;1.0
POZNAŃSKIE;GNIEŹNIEŃSKI;266;505;0.0;9.0;28;468;0.0;0.0;0.0;0.0;4.0;4.0;3.0;1.0;0.0;0.0;105;1.0;78.0;19.0;3;3.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;2.0;2.0;53.0;2.0;20.0;26.0;7.0;19.0;153.0;44.0;30.0;22.0;51.0;0.0;0.0;65.0;19.0;44.0;0.0;0.0;0.0;4.0;1.0;0.0;2.0;14.0;0.0;6.0;0.0;0.0;2.0;0.0;33.0;25.0;2.0;1.0;14.0;2.0
POZNAŃSKIE;GOSTYŃSKI;717;779;1.0;9.0;37;732;0.0;0.0;0.0;2.0;3.0;11.0;0.0;10.0;0.0;3.0;123;0.0;66.0;38.0;9;9.0;0.0;0.0;6.0;6.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;1.0;15.0;0.0;8.0;102.0;3.0;55.0;34.0;8.0;12.0;182.0;27.0;62.0;6.0;72.0;0.0;1.0;174.0;55.0;113.0;0.0;0.0;0.0;12.0;2.0;0.0;7.0;23.0;0.0;19.0;0.0;0.0;2.0;1.0;53.0;37.0;9.0;0.0;6.0;2.0
POZNAŃSKIE;INOWROCŁAW (MIASTO);750;492;2.0;4.0;32;454;0.0;0.0;1.0;2.0;2.0;7.0;0.0;3.0;1.0;6.0;61;5.0;15.0;22.0;4;9.0;1.0;0.0;8.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;5.0;0.0;0.0;37.0;1.0;24.0;10.0;1.0;7.0;97.0;2.0;31.0;3.0;45.0;0.0;0.0;105.0;52.0;36.0;0.0;1.0;3.0;11.0;0.0;0.0;7.0;19.0;0.0;12.0;0.0;0.0;0.0;2.0;79.0;33.0;35.0;4.0;7.0;2.0
POZNAŃSKIE;INOWROCŁAWSKI;679;357;3.0;8.0;25;321;0.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;0.0;2.0;64;1.0;50.0;9.0;1;3.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;5.0;1.0;2.0;52.0;2.0;19.0;29.0;8.0;17.0;110.0;25.0;21.0;11.0;49.0;0.0;0.0;43.0;14.0;28.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;7.0;0.0;4.0;0.0;0.0;3.0;0.0;18.0;8.0;6.0;0.0;7.0;0.0
POZNAŃSKIE;JAROCIŃSKI;997;894;0.0;19.0;61;814;0.0;0.0;0.0;6.0;3.0;17.0;2.0;10.0;1.0;0.0;142;1.0;72.0;47.0;8;11.0;0.0;0.0;4.0;2.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;16.0;1.0;13.0;4.0;7.0;82.0;2.0;44.0;31.0;7.0;40.0;257.0;35.0;89.0;19.0;100.0;0.0;2.0;134.0;58.0;69.0;0.0;0.0;1.0;9.0;3.0;0.0;6.0;41.0;0.0;10.0;0.0;0.0;3.0;2.0;81.0;41.0;30.0;0.0;9.0;6.0
POZNAŃSKIE;KOŚCIAŃSKI;1 665;1067;1.0;14.0;61;991;0.0;0.0;1.0;4.0;2.0;19.0;1.0;12.0;0.0;2.0;167;1.0;99.0;41.0;14;11.0;0.0;1.0;13.0;12.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;18.0;2.0;16.0;1.0;6.0;126.0;1.0;73.0;39.0;10.0;36.0;304.0;68.0;104.0;16.0;102.0;0.0;2.0;196.0;75.0;104.0;2.0;0.0;2.0;15.0;2.0;0.0;6.0;32.0;0.0;22.0;0.0;0.0;3.0;1.0;57.0;33.0;17.0;2.0;11.0;2.0
POZNAŃSKIE;KROTOSZYŃSKI;750;1010;2.0;18.0;49;941;0.0;0.0;0.0;4.0;5.0;18.0;0.0;11.0;0.0;2.0;164;1.0;96.0;45.0;10;7.0;0.0;1.0;7.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;27.0;2.0;23.0;2.0;8.0;123.0;1.0;65.0;39.0;13.0;19.0;246.0;29.0;98.0;21.0;80.0;0.0;2.0;204.0;70.0;115.0;1.0;0.0;1.0;10.0;3.0;0.0;9.0;30.0;0.0;12.0;0.0;0.0;0.0;1.0;84.0;44.0;28.0;1.0;14.0;1.0
POZNAŃSKIE;KĘPIŃSKI;522;879;0.0;16.0;53;810;1.0;2.0;1.0;7.0;1.0;21.0;3.0;15.0;0.0;1.0;154;1.0;92.0;39.0;8;11.0;0.0;0.0;4.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;19.0;1.0;10.0;114.0;0.0;72.0;33.0;6.0;37.0;236.0;15.0;75.0;11.0;124.0;0.0;1.0;140.0;64.0;71.0;0.0;0.0;1.0;13.0;2.0;1.0;0.0;24.0;0.0;13.0;0.0;0.0;3.0;0.0;52.0;30.0;9.0;0.0;8.0;1.0
POZNAŃSKIE;LESZCZYŃSKI;727;1184;2.0;15.0;56;1111;0.0;0.0;9.0;4.0;2.0;15.0;1.0;9.0;2.0;4.0;150;4.0;76.0;46.0;7;9.0;0.0;2.0;10.0;6.0;1.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;22.0;1.0;17.0;2.0;5.0;155.0;3.0;84.0;49.0;7.0;28.0;305.0;97.0;107.0;8.0;76.0;1.0;3.0;233.0;85.0;130.0;1.0;0.0;1.0;16.0;2.0;0.0;8.0;53.0;0.0;30.0;0.0;0.0;0.0;0.0;89.0;48.0;33.0;0.0;15.0;2.0
POZNAŃSKIE;MIĘDZYCHODZKI;146;512;0.0;2.0;38;472;0.0;1.0;0.0;1.0;0.0;10.0;3.0;4.0;0.0;1.0;73;0.0;44.0;19.0;3;6.0;0.0;0.0;6.0;5.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;4.0;0.0;4.0;52.0;1.0;26.0;16.0;1.0;31.0;103.0;12.0;35.0;5.0;40.0;0.0;0.0;121.0;50.0;65.0;0.0;0.0;1.0;5.0;2.0;0.0;0.0;21.0;0.0;16.0;0.0;0.0;0.0;0.0;29.0;18.0;7.0;0.0;25.0;1.0
POZNAŃSKIE;MOGILEŃSKI;711;1054;1.0;15.0;51;987;0.0;2.0;0.0;0.0;1.0;18.0;3.0;13.0;0.0;3.0;185;2.0;128.0;28.0;11;14.0;0.0;0.0;7.0;6.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;21.0;1.0;19.0;2.0;5.0;110.0;2.0;49.0;51.0;14.0;29.0;285.0;45.0;71.0;34.0;119.0;0.0;0.0;198.0;74.0;112.0;0.0;0.0;0.0;15.0;5.0;0.0;8.0;38.0;0.0;14.0;0.0;0.0;3.0;0.0;65.0;37.0;21.0;3.0;21.0;3.0
POZNAŃSKIE;NOWOTOMYSKI;967;1258;1.0;20.0;74;1163;0.0;0.0;0.0;2.0;2.0;27.0;0.0;17.0;0.0;4.0;168;0.0;95.0;39.0;9;18.0;0.0;1.0;15.0;14.0;1.0;0.0;13.0;0.0;1.0;1.0;0.0;0.0;25.0;3.0;21.0;3.0;18.0;159.0;2.0;90.0;38.0;15.0;41.0;322.0;52.0;123.0;6.0;121.0;0.0;2.0;246.0;100.0;134.0;0.0;0.0;1.0;14.0;3.0;0.0;3.0;36.0;0.0;23.0;0.0;0.0;0.0;0.0;97.0;61.0;26.0;1.0;16.0;1.0
POZNAŃSKIE;OBORNICKI;460;658;1.0;9.0;63;585;0.0;1.0;5.0;1.0;5.0;11.0;1.0;6.0;0.0;3.0;104;2.0;53.0;32.0;5;7.0;0.0;0.0;4.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;3.0;12.0;72.0;2.0;30.0;31.0;6.0;38.0;138.0;16.0;41.0;10.0;62.0;0.0;0.0;113.0;42.0;62.0;0.0;0.0;0.0;9.0;2.0;0.0;3.0;46.0;0.0;8.0;0.0;0.0;4.0;0.0;49.0;30.0;14.0;1.0;8.0;0.0
