Region;District;1. Number of workers in plants I-VII;2. Plants: total;3. Plants: I-III;4. Plants: IV-V;5. Plants: VI-VII;6. Plants: VIII;7. Mining: I-V;8. Mining: VI-VII;9. Mining: VIII;10. Mineral: I-V;11. Mineral: VI-VII;12. Mineral: VIII;13. Mineral: brickyards (within others);14. Mineral: concrete plants (within others);15. Metal and electrotechnical: I-V;16. Metal and electrotechnical: VI-VII;17. Metal and electrotechnical: VIII;18. Metal and electrotechnical: metal production (within others);19. Metal and electrotechnical: blacksmithing (within others);20. Metal and electrotechnical: locksmithing, repairs (within others);21. Metal and electrotechnical: tinsmithing (within others);22. Metal and electrotechnical: watchmaking and jewelry (within others);23. Chemical: I-V;24. Chemical: VI-VII;25. Chemical: VIII;26. Chemical: oil mills (within others);27. Textile: I-V;28. Textile: VI-VII;29. Textile: VIII;30. Paper: I-V;31. Paper: VI-VII;32. Paper: VIII;33. Leather: I-V;34. Leather: VI-VII;35. Leather: VIII;36. Leather: tanning and white leather (within others);37. Leather: saddlery and harness making (within others);38. Wood: I-V;39. Wood: VI-VII;40. Wood: VIII;41. Wood: sawmills (within others);42. Wood: carpentry (within others);43. Wood: wheelwrighting (within others);44. Food: I-V;45. Food: VI-VII;46. Food: VIII;47. Food: mills (within others);48. Food: bakeries (within others);49. Food: dairies (within others);50. Food: butchery and meat processing (within others);51. Clothing: I-V;52. Clothing: VI-VII;53. Clothing: VIII;54. Clothing: tailoring and clothing accessories (within others);55. Clothing: shoemaking and boot making (within others);56. Clothing: furriery (within others);57. Printing: I-V;58. Printing: VI-VII;59. Printing: VIII;60. Printing: printing houses (within others);61. Construction: I-V;62. Construction: VI-VII;63. Construction: VIII;64. Processing of various materials: VII;65. Processing of various materials: VIII;66. Power plants: I-V;67. Power plants: VI-VII;68. Power plants: VIII;69. Services: V-VII;70. Services: VIII;71. Services: hairdressing (within others);72. Services: transport (within others);73. Horticulture and fisheries: V-VII;74. Horticulture and fisheries: VIII;75. Other plants: VIII
KIELECKIE;STOPNICKI;533;785;0.0;3.0;54;728;0.0;1.0;0.0;1.0;2.0;16.0;5.0;9.0;0.0;0.0;49;0.0;29.0;7.0;4;9.0;0.0;1.0;11.0;8.0;0.0;1.0;8.0;0.0;0.0;1.0;0.0;1.0;24.0;13.0;1.0;0.0;13.0;61.0;2.0;38.0;7.0;2.0;34.0;254.0;61.0;83.0;60.0;37.0;0.0;0.0;230.0;116.0;89.0;1.0;0.0;0.0;17.0;6.0;0.0;1.0;15.0;0.0;5.0;0.0;0.0;1.0;0.0;34.0;29.0;5.0;0.0;1.0;1.0
KIELECKIE;WŁOSZCZOWSKI;334;601;0.0;5.0;74;522;0.0;1.0;0.0;0.0;0.0;21.0;11.0;4.0;0.0;1.0;37;0.0;19.0;9.0;3;6.0;0.0;1.0;7.0;3.0;0.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;13.0;10.0;1.0;2.0;13.0;22.0;1.0;13.0;3.0;3.0;53.0;195.0;37.0;41.0;4.0;106.0;0.0;0.0;183.0;87.0;83.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;20.0;0.0;1.0;0.0;2.0;1.0;1.0;14.0;11.0;2.0;0.0;0.0;0.0
KIELECKIE;ZAWIERCIAŃSKI;7 738;603;8.0;17.0;60;518;1.0;10.0;4.0;5.0;9.0;22.0;11.0;3.0;9.0;2.0;34;11.0;3.0;5.0;5;9.0;2.0;1.0;11.0;2.0;2.0;0.0;8.0;3.0;2.0;0.0;0.0;1.0;13.0;9.0;3.0;1.0;10.0;25.0;8.0;11.0;0.0;1.0;19.0;195.0;18.0;70.0;0.0;95.0;0.0;2.0;142.0;58.0;60.0;3.0;0.0;2.0;10.0;4.0;1.0;1.0;12.0;0.0;4.0;0.0;0.0;1.0;1.0;36.0;22.0;6.0;0.0;0.0;1.0
KRAKOWSKIE;BIALSKI (BIAŁA KRAKOWSKA);7 844;1224;7.0;71.0;119;1027;3.0;4.0;3.0;7.0;13.0;34.0;11.0;16.0;13.0;7.0;123;6.0;61.0;24.0;8;11.0;4.0;6.0;11.0;0.0;21.0;18.0;47.0;1.0;2.0;7.0;4.0;1.0;13.0;3.0;6.0;6.0;13.0;146.0;15.0;96.0;22.0;9.0;30.0;201.0;19.0;82.0;13.0;51.0;4.0;8.0;226.0;106.0;94.0;8.0;0.0;3.0;20.0;8.0;3.0;9.0;49.0;0.0;41.0;1.0;1.0;1.0;6.0;91.0;48.0;29.0;0.0;5.0;9.0
KRAKOWSKIE;BOCHEŃSKI;486;586;0.0;5.0;29;552;0.0;0.0;2.0;2.0;2.0;29.0;5.0;23.0;0.0;1.0;66;2.0;41.0;9.0;6;6.0;0.0;1.0;4.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;3.0;52.0;7.0;39.0;2.0;2.0;18.0;191.0;18.0;20.0;80.0;56.0;0.0;1.0;110.0;60.0;41.0;2.0;1.0;0.0;9.0;1.0;0.0;2.0;26.0;0.0;10.0;0.0;0.0;0.0;0.0;38.0;13.0;22.0;0.0;4.0;3.0
KRAKOWSKIE;BRZESKI (BRZESKO);553;337;2.0;2.0;26;307;0.0;0.0;4.0;1.0;3.0;31.0;5.0;24.0;0.0;0.0;28;1.0;18.0;2.0;5;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0;24.0;1.0;18.0;2.0;3.0;12.0;140.0;4.0;23.0;75.0;32.0;0.0;0.0;49.0;20.0;25.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;5.0;0.0;3.0;0.0;1.0;0.0;0.0;15.0;6.0;7.0;0.0;0.0;2.0
KRAKOWSKIE;CHRZANOWSKI;11 758;759;16.0;37.0;48;658;12.0;8.0;10.0;13.0;10.0;35.0;11.0;17.0;4.0;3.0;42;1.0;18.0;6.0;11;6.0;7.0;3.0;13.0;0.0;6.0;7.0;12.0;1.0;0.0;5.0;1.0;0.0;4.0;0.0;3.0;2.0;4.0;37.0;6.0;26.0;1.0;3.0;9.0;250.0;27.0;85.0;6.0;107.0;1.0;2.0;127.0;74.0;31.0;4.0;0.0;0.0;14.0;6.0;0.0;2.0;35.0;0.0;15.0;3.0;0.0;1.0;0.0;56.0;39.0;7.0;0.0;0.0;2.0
KRAKOWSKIE;DĄBROWSKI;45;165;0.0;1.0;8;156;0.0;0.0;1.0;1.0;1.0;7.0;1.0;6.0;0.0;0.0;15;0.0;8.0;2.0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;1.0;12.0;2.0;9.0;1.0;0.0;6.0;64.0;3.0;17.0;21.0;20.0;0.0;0.0;38.0;11.0;26.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;2.0;1.0;0.0;0.0;0.0
KRAKOWSKIE;GORLICKI;2 075;409;3.0;6.0;59;341;0.0;31.0;16.0;2.0;4.0;18.0;0.0;13.0;1.0;4.0;35;0.0;8.0;11.0;7;9.0;3.0;4.0;11.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;0.0;1.0;8.0;4.0;2.0;2.0;9.0;34.0;10.0;17.0;3.0;1.0;4.0;105.0;9.0;30.0;20.0;37.0;0.0;0.0;54.0;16.0;32.0;1.0;0.0;0.0;8.0;4.0;0.0;1.0;13.0;0.0;10.0;0.0;1.0;0.0;0.0;18.0;13.0;3.0;0.0;1.0;3.0
KRAKOWSKIE;JASIELSKI;554;360;1.0;9.0;33;317;0.0;8.0;0.0;3.0;3.0;17.0;2.0;2.0;0.0;0.0;37;0.0;15.0;9.0;7;5.0;1.0;1.0;3.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;2.0;5.0;27.0;8.0;17.0;0.0;1.0;14.0;62.0;10.0;17.0;7.0;15.0;0.0;1.0;115.0;29.0;78.0;2.0;0.0;0.0;6.0;2.0;1.0;1.0;13.0;0.0;8.0;1.0;0.0;0.0;0.0;20.0;12.0;5.0;0.0;1.0;1.0
KRAKOWSKIE;KRAKOWSKI;2 696;510;6.0;31.0;41;432;1.0;0.0;5.0;11.0;4.0;26.0;3.0;18.0;6.0;2.0;48;2.0;29.0;9.0;6;2.0;4.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;4.0;0.0;4.0;1.0;2.0;42.0;2.0;36.0;1.0;12.0;19.0;132.0;22.0;39.0;14.0;48.0;0.0;1.0;36.0;19.0;9.0;3.0;0.0;0.0;5.0;1.0;1.0;5.0;22.0;0.0;6.0;0.0;0.0;1.0;0.0;92.0;27.0;59.0;2.0;2.0;8.0
KRAKOWSKIE;KRAKÓW (MIASTO);11 329;3513;9.0;136.0;414;2954;1.0;5.0;18.0;15.0;12.0;44.0;0.0;12.0;25.0;50.0;366;57.0;17.0;97.0;54;93.0;10.0;26.0;69.0;0.0;4.0;13.0;86.0;7.0;10.0;26.0;4.0;13.0;48.0;0.0;16.0;3.0;18.0;146.0;1.0;100.0;8.0;21.0;77.0;227.0;0.0;60.0;11.0;30.0;10.0;84.0;994.0;441.0;227.0;110.0;16.0;17.0;118.0;34.0;25.0;62.0;207.0;0.0;149.0;0.0;0.0;0.0;30.0;444.0;236.0;173.0;1.0;4.0;8.0
KRAKOWSKIE;LIMANOWSKI;245;204;0.0;7.0;21;176;0.0;0.0;0.0;0.0;1.0;5.0;3.0;2.0;0.0;0.0;9;0.0;5.0;1.0;0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;4.0;10.0;32.0;18.0;12.0;1.0;2.0;9.0;81.0;22.0;17.0;15.0;21.0;0.0;0.0;19.0;5.0;13.0;1.0;0.0;0.0;5.0;1.0;0.0;0.0;7.0;0.0;3.0;0.0;1.0;0.0;0.0;7.0;4.0;2.0;0.0;0.0;0.0
KRAKOWSKIE;MIELECKI;219;202;0.0;4.0;20;178;0.0;0.0;0.0;1.0;4.0;22.0;5.0;14.0;0.0;0.0;10;0.0;1.0;6.0;2;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;5.0;22.0;0.0;9.0;0.0;2.0;9.0;71.0;2.0;17.0;20.0;29.0;0.0;0.0;26.0;19.0;3.0;0.0;0.0;0.0;3.0;2.0;0.0;1.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;12.0;7.0;4.0;0.0;0.0;1.0
KRAKOWSKIE;MYŚLENICKI;315;438;0.0;4.0;31;403;0.0;0.0;2.0;1.0;3.0;24.0;6.0;18.0;0.0;0.0;30;0.0;21.0;5.0;3;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;16.0;10.0;4.0;0.0;10.0;45.0;12.0;23.0;8.0;1.0;12.0;131.0;15.0;32.0;33.0;40.0;1.0;1.0;111.0;19.0;65.0;22.0;0.0;1.0;4.0;2.0;0.0;2.0;19.0;0.0;2.0;0.0;0.0;3.0;0.0;14.0;10.0;1.0;0.0;0.0;0.0
KRAKOWSKIE;NOWOSĄDECKI;1 102;668;0.0;16.0;56;596;1.0;6.0;3.0;3.0;2.0;18.0;7.0;10.0;0.0;3.0;35;3.0;7.0;5.0;4;11.0;0.0;2.0;6.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;1.0;2.0;0.0;2.0;7.0;11.0;51.0;28.0;12.0;1.0;4.0;15.0;133.0;22.0;36.0;17.0;34.0;1.0;5.0;100.0;50.0;30.0;10.0;0.0;1.0;26.0;5.0;0.0;2.0;11.0;1.0;24.0;0.0;1.0;1.0;6.0;165.0;36.0;117.0;0.0;4.0;7.0
KRAKOWSKIE;NOWOTARSKI;2 842;1143;0.0;6.0;34;1103;0.0;0.0;0.0;1.0;2.0;19.0;5.0;7.0;0.0;0.0;41;1.0;9.0;15.0;8;8.0;0.0;0.0;2.0;0.0;0.0;3.0;10.0;1.0;0.0;3.0;0.0;1.0;7.0;3.0;3.0;4.0;10.0;74.0;35.0;20.0;3.0;0.0;12.0;189.0;65.0;38.0;16.0;40.0;0.0;0.0;114.0;34.0;56.0;13.0;0.0;0.0;22.0;4.0;0.0;4.0;25.0;0.0;14.0;0.0;1.0;2.0;1.0;578.0;56.0;514.0;0.0;0.0;3.0
KRAKOWSKIE;ROPCZYCKI;313;310;0.0;5.0;45;260;0.0;0.0;0.0;1.0;3.0;25.0;3.0;19.0;0.0;0.0;19;1.0;8.0;3.0;4;3.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;1.0;12.0;22.0;2.0;15.0;0.0;2.0;28.0;104.0;8.0;28.0;34.0;23.0;0.0;0.0;41.0;30.0;7.0;0.0;0.0;0.0;8.0;2.0;0.0;1.0;4.0;0.0;4.0;1.0;0.0;0.0;0.0;24.0;16.0;4.0;0.0;1.0;2.0
KRAKOWSKIE;TARNOWSKI;2 981;756;1.0;18.0;77;660;0.0;1.0;0.0;5.0;4.0;18.0;2.0;11.0;1.0;1.0;62;5.0;8.0;21.0;13;11.0;2.0;3.0;19.0;0.0;0.0;0.0;12.0;0.0;0.0;7.0;1.0;2.0;9.0;3.0;1.0;2.0;5.0;31.0;8.0;17.0;1.0;5.0;22.0;150.0;10.0;35.0;18.0;46.0;1.0;34.0;242.0;124.0;36.0;10.0;1.0;3.0;19.0;7.0;0.0;2.0;10.0;0.0;19.0;1.0;0.0;0.0;0.0;57.0;41.0;5.0;0.0;1.0;4.0
KRAKOWSKIE;WADOWICKI;2 346;989;1.0;13.0;51;924;0.0;4.0;6.0;4.0;7.0;15.0;5.0;8.0;1.0;1.0;73;1.0;44.0;12.0;7;8.0;0.0;1.0;3.0;0.0;1.0;1.0;11.0;1.0;1.0;0.0;0.0;1.0;13.0;10.0;3.0;2.0;18.0;263.0;26.0;218.0;7.0;4.0;13.0;262.0;32.0;66.0;57.0;83.0;0.0;1.0;187.0;43.0;133.0;3.0;0.0;0.0;9.0;2.0;0.0;2.0;29.0;0.0;10.0;1.0;0.0;1.0;0.0;35.0;21.0;10.0;1.0;2.0;5.0
KRAKOWSKIE;ŻYWIECKI;2 594;700;3.0;19.0;51;627;4.0;16.0;5.0;0.0;7.0;22.0;3.0;9.0;3.0;3.0;66;7.0;31.0;10.0;11;5.0;0.0;3.0;2.0;0.0;1.0;0.0;5.0;1.0;1.0;1.0;2.0;0.0;13.0;5.0;6.0;8.0;11.0;101.0;32.0;39.0;9.0;2.0;6.0;140.0;4.0;65.0;16.0;25.0;0.0;0.0;155.0;46.0;96.0;6.0;0.0;0.0;15.0;2.0;1.0;4.0;25.0;0.0;21.0;0.0;0.0;4.0;0.0;49.0;23.0;21.0;0.0;0.0;3.0
LUBELSKIE;BIALSKI (BIAŁA PODLASKA);1 123;951;0.0;12.0;61;878;0.0;0.0;0.0;3.0;2.0;24.0;13.0;8.0;1.0;0.0;100;0.0;59.0;20.0;9;10.0;0.0;0.0;22.0;17.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;26.0;7.0;19.0;1.0;6.0;48.0;1.0;28.0;6.0;7.0;51.0;225.0;94.0;52.0;26.0;34.0;0.0;0.0;323.0;126.0;143.0;25.0;0.0;1.0;14.0;1.0;0.0;1.0;23.0;0.0;7.0;0.0;0.0;3.0;0.0;48.0;29.0;12.0;0.0;9.0;1.0
LUBELSKIE;BIŁGORAJSKI;350;542;0.0;4.0;51;487;0.0;0.0;0.0;0.0;0.0;11.0;6.0;2.0;0.0;0.0;30;0.0;17.0;2.0;6;5.0;0.0;0.0;9.0;8.0;1.0;3.0;8.0;0.0;0.0;1.0;0.0;1.0;16.0;0.0;5.0;2.0;18.0;38.0;12.0;7.0;0.0;1.0;28.0;181.0;26.0;71.0;7.0;65.0;0.0;0.0;144.0;71.0;62.0;2.0;0.0;1.0;6.0;3.0;0.0;0.0;9.0;0.0;12.0;0.0;0.0;1.0;0.0;21.0;15.0;6.0;0.0;0.0;0.0
LUBELSKIE;CHEŁMSKI;981;833;3.0;21.0;62;747;0.0;0.0;0.0;5.0;3.0;20.0;10.0;7.0;1.0;3.0;73;2.0;27.0;17.0;8;16.0;0.0;0.0;32.0;25.0;0.0;0.0;7.0;0.0;0.0;4.0;0.0;0.0;6.0;2.0;3.0;5.0;5.0;32.0;0.0;18.0;1.0;12.0;46.0;215.0;69.0;59.0;20.0;49.0;0.0;3.0;258.0;137.0;87.0;7.0;0.0;1.0;15.0;3.0;0.0;0.0;16.0;0.0;8.0;1.0;1.0;2.0;0.0;50.0;37.0;2.0;0.0;4.0;5.0
LUBELSKIE;GARWOLIŃSKI;721;1172;0.0;6.0;103;1063;0.0;0.0;0.0;2.0;4.0;9.0;7.0;1.0;0.0;0.0;58;0.0;30.0;10.0;9;9.0;0.0;0.0;20.0;19.0;0.0;0.0;12.0;0.0;0.0;1.0;0.0;0.0;33.0;19.0;12.0;2.0;13.0;43.0;2.0;20.0;5.0;2.0;86.0;351.0;74.0;121.0;47.0;97.0;0.0;0.0;482.0;119.0;163.0;160.0;0.0;0.0;7.0;2.0;0.0;0.0;6.0;0.0;3.0;0.0;0.0;4.0;0.0;30.0;23.0;5.0;0.0;2.0;2.0
LUBELSKIE;HRUBIESZOWSKI;764;1302;2.0;13.0;91;1196;0.0;0.0;0.0;0.0;3.0;30.0;17.0;8.0;0.0;3.0;185;3.0;149.0;11.0;11;8.0;0.0;0.0;43.0;38.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;9.0;1.0;18.0;143.0;0.0;96.0;25.0;14.0;39.0;195.0;78.0;40.0;17.0;43.0;0.0;1.0;355.0;206.0;123.0;3.0;0.0;1.0;6.0;2.0;0.0;2.0;92.0;0.0;20.0;0.0;0.0;1.0;24.0;90.0;29.0;60.0;0.0;3.0;11.0
LUBELSKIE;JANOWSKI;1 215;783;1.0;8.0;115;659;0.0;2.0;0.0;0.0;3.0;15.0;2.0;4.0;0.0;0.0;38;0.0;23.0;4.0;2;8.0;0.0;0.0;29.0;26.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;8.0;3.0;5.0;8.0;33.0;36.0;2.0;16.0;6.0;1.0;75.0;212.0;42.0;76.0;21.0;62.0;0.0;0.0;241.0;133.0;83.0;1.0;0.0;0.0;8.0;4.0;0.0;0.0;10.0;0.0;10.0;0.0;1.0;3.0;0.0;39.0;24.0;14.0;1.0;0.0;2.0
LUBELSKIE;KRASNOSTAWSKI;519;814;0.0;6.0;74;734;0.0;0.0;0.0;0.0;0.0;6.0;5.0;0.0;0.0;0.0;79;0.0;52.0;12.0;6;7.0;0.0;0.0;17.0;16.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;12.0;3.0;9.0;2.0;23.0;55.0;4.0;30.0;8.0;4.0;51.0;217.0;61.0;65.0;64.0;18.0;0.0;0.0;271.0;144.0;108.0;1.0;0.0;0.0;7.0;1.0;0.0;0.0;24.0;0.0;6.0;0.0;0.0;3.0;0.0;26.0;17.0;9.0;0.0;0.0;0.0
LUBELSKIE;LUBARTOWSKI;305;593;0.0;5.0;45;543;0.0;0.0;0.0;0.0;4.0;11.0;9.0;2.0;0.0;1.0;32;0.0;22.0;5.0;2;2.0;0.0;1.0;13.0;12.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;12.0;2.0;9.0;2.0;6.0;35.0;3.0;19.0;3.0;3.0;30.0;253.0;88.0;55.0;30.0;74.0;0.0;0.0;139.0;82.0;43.0;0.0;0.0;0.0;6.0;2.0;0.0;1.0;5.0;0.0;2.0;0.0;1.0;3.0;1.0;21.0;15.0;5.0;0.0;2.0;0.0
LUBELSKIE;LUBELSKI;430;684;1.0;13.0;91;579;0.0;0.0;0.0;2.0;1.0;8.0;2.0;2.0;0.0;2.0;40;0.0;25.0;9.0;3;1.0;0.0;0.0;21.0;20.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;11.0;1.0;9.0;1.0;10.0;28.0;1.0;12.0;2.0;10.0;78.0;334.0;41.0;61.0;107.0;123.0;0.0;0.0;96.0;45.0;47.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;5.0;0.0;21.0;16.0;5.0;0.0;2.0;0.0
LUBELSKIE;LUBLIN (MIASTO);2 931;1213;7.0;33.0;123;1050;0.0;0.0;0.0;5.0;4.0;18.0;0.0;3.0;4.0;13.0;138;9.0;7.0;45.0;16;33.0;0.0;2.0;36.0;6.0;0.0;1.0;28.0;0.0;0.0;14.0;5.0;6.0;24.0;4.0;7.0;0.0;3.0;57.0;0.0;35.0;2.0;19.0;58.0;197.0;4.0;107.0;5.0;45.0;0.0;14.0;319.0;176.0;57.0;16.0;1.0;6.0;49.0;20.0;4.0;9.0;22.0;0.0;22.0;0.0;0.0;2.0;7.0;122.0;103.0;0.0;2.0;2.0;0.0
LUBELSKIE;PUŁAWSKI;654;1360;2.0;6.0;117;1235;0.0;0.0;0.0;1.0;7.0;19.0;14.0;3.0;0.0;2.0;102;0.0;51.0;21.0;12;17.0;0.0;0.0;26.0;21.0;0.0;0.0;18.0;0.0;0.0;1.0;0.0;0.0;20.0;5.0;8.0;1.0;7.0;54.0;0.0;38.0;5.0;6.0;87.0;348.0;87.0;109.0;41.0;84.0;0.0;11.0;443.0;186.0;198.0;29.0;0.0;1.0;17.0;2.0;0.0;2.0;19.0;0.0;13.0;0.0;0.0;1.0;0.0;152.0;57.0;88.0;0.0;2.0;0.0
LUBELSKIE;RADZYŃSKI;884;1049;0.0;18.0;132;899;0.0;0.0;0.0;0.0;1.0;16.0;10.0;5.0;0.0;4.0;101;2.0;70.0;9.0;10;10.0;0.0;0.0;21.0;14.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;53.0;144.0;10.0;13.0;8.0;16.0;73.0;1.0;39.0;15.0;7.0;53.0;180.0;60.0;61.0;19.0;31.0;0.0;0.0;259.0;127.0;101.0;8.0;0.0;0.0;8.0;3.0;0.0;2.0;37.0;0.0;13.0;1.0;1.0;1.0;1.0;32.0;24.0;4.0;1.0;10.0;1.0
LUBELSKIE;SIEDLECKI;235;1458;0.0;3.0;121;1334;0.0;0.0;0.0;0.0;3.0;16.0;5.0;6.0;0.0;5.0;141;1.0;64.0;37.0;14;19.0;0.0;0.0;26.0;18.0;0.0;0.0;33.0;0.0;0.0;6.0;0.0;3.0;24.0;2.0;17.0;0.0;2.0;57.0;3.0;31.0;5.0;2.0;95.0;409.0;81.0;119.0;78.0;102.0;0.0;7.0;496.0;171.0;274.0;12.0;0.0;3.0;19.0;6.0;1.0;2.0;17.0;0.0;19.0;0.0;0.0;1.0;1.0;68.0;50.0;4.0;0.0;1.0;1.0
LUBELSKIE;SOKOŁOWSKI;370;713;1.0;3.0;38;671;0.0;0.0;0.0;0.0;1.0;8.0;6.0;1.0;1.0;0.0;66;1.0;43.0;11.0;5;5.0;0.0;0.0;7.0;7.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;6.0;0.0;7.0;49.0;0.0;33.0;3.0;3.0;29.0;193.0;42.0;39.0;66.0;41.0;0.0;1.0;281.0;102.0;121.0;47.0;0.0;0.0;5.0;2.0;0.0;0.0;22.0;0.0;3.0;0.0;0.0;4.0;0.0;21.0;18.0;0.0;0.0;1.0;0.0
LUBELSKIE;TOMASZOWSKI;392;525;1.0;9.0;78;437;0.0;0.0;0.0;1.0;9.0;10.0;7.0;2.0;0.0;1.0;39;0.0;15.0;5.0;8;11.0;0.0;0.0;20.0;16.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;7.0;4.0;2.0;6.0;13.0;44.0;1.0;8.0;4.0;3.0;54.0;105.0;25.0;45.0;13.0;12.0;0.0;1.0;147.0;99.0;29.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;23.0;0.0;1.0;0.0;0.0;1.0;0.0;30.0;27.0;2.0;0.0;0.0;1.0
LUBELSKIE;WĘGROWSKI;437;505;0.0;6.0;58;441;0.0;0.0;0.0;0.0;1.0;5.0;4.0;0.0;2.0;0.0;18;1.0;9.0;5.0;0;3.0;0.0;0.0;11.0;10.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;25.0;17.0;4.0;3.0;4.0;37.0;5.0;29.0;0.0;1.0;52.0;205.0;21.0;54.0;55.0;67.0;0.0;0.0;102.0;42.0;48.0;9.0;0.0;0.0;4.0;2.0;0.0;0.0;11.0;0.0;1.0;0.0;0.0;1.0;0.0;17.0;11.0;4.0;0.0;0.0;0.0
LUBELSKIE;WŁODAWSKI;1 065;851;1.0;10.0;63;777;0.0;0.0;0.0;2.0;1.0;27.0;19.0;8.0;0.0;0.0;62;0.0;29.0;14.0;5;13.0;0.0;0.0;35.0;28.0;0.0;0.0;10.0;0.0;0.0;2.0;0.0;0.0;22.0;10.0;12.0;5.0;19.0;39.0;1.0;19.0;4.0;3.0;41.0;189.0;105.0;39.0;10.0;20.0;0.0;0.0;310.0;114.0;131.0;25.0;0.0;0.0;8.0;3.0;0.0;0.0;5.0;0.0;5.0;1.0;1.0;0.0;1.0;62.0;30.0;32.0;0.0;0.0;1.0
LUBELSKIE;ZAMOJSKI;2 193;1145;2.0;32.0;133;978;0.0;0.0;1.0;4.0;6.0;16.0;7.0;3.0;0.0;2.0;140;2.0;85.0;29.0;9;11.0;1.0;0.0;16.0;6.0;0.0;1.0;16.0;0.0;0.0;6.0;0.0;0.0;9.0;0.0;5.0;14.0;43.0;93.0;5.0;36.0;4.0;15.0;74.0;204.0;32.0;72.0;35.0;41.0;0.0;0.0;333.0;186.0;114.0;2.0;0.0;1.0;17.0;6.0;0.0;3.0;49.0;0.0;15.0;0.0;1.0;3.0;2.0;55.0;39.0;15.0;0.0;2.0;3.0
LUBELSKIE;ŁUKOWSKI;472;1148;1.0;3.0;76;1068;0.0;0.0;0.0;2.0;2.0;17.0;7.0;6.0;0.0;1.0;110;3.0;81.0;12.0;9;4.0;0.0;0.0;31.0;29.0;0.0;0.0;15.0;0.0;0.0;3.0;0.0;0.0;23.0;0.0;21.0;0.0;6.0;52.0;1.0;25.0;8.0;2.0;64.0;315.0;97.0;72.0;60.0;74.0;0.0;1.0;420.0;180.0;204.0;10.0;0.0;1.0;5.0;2.0;0.0;1.0;22.0;0.0;8.0;0.0;0.0;3.0;0.0;44.0;30.0;3.0;0.0;0.0;0.0
LWOWSKIE;BRZOZOWSKI;541;303;0.0;1.0;50;252;0.0;12.0;0.0;0.0;2.0;15.0;5.0;10.0;0.0;1.0;26;0.0;9.0;6.0;9;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;6.0;1.0;1.0;15.0;34.0;15.0;10.0;0.0;0.0;18.0;101.0;26.0;17.0;45.0;7.0;0.0;0.0;40.0;17.0;23.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;6.0;0.0;2.0;0.0;0.0;2.0;0.0;16.0;7.0;7.0;0.0;1.0;0.0
