District,Pszenica (zł za q = 100kg),Żyto (zł za q = 100kg),Jęczmień browarniany (zł za q = 100kg),Jęczmień innych gatunków (zł za q = 100kg),Owies (zł za q = 100kg),Gryka (zł za q = 100kg),Groch (zł za q = 100kg),Ziemniaki jadalne (zł za q = 100kg),Ziemniaki fabryczne (zł za q = 100kg),Siano koniczyny (zł za q = 100kg),Siano łąkowe (zł za q = 100kg),Słoma (zł za q = 100kg)
CZARNKOWSKI,20.18642211733577,21.33761995113255,18.492596376897236,18.191169807357202,17.920618038929444,0.0,20.451529478597504,5.789484870128028,3.4,8.85892959839532,6.575521187582552,4.314602741304601
GNIEŹNIEŃSKI,20.23049950467684,19.494974626669045,19.732987426762556,18.72639646104417,17.75241302708093,0.0,21.065606363752046,6.911677879982887,4.833608029498083,7.097683280971463,6.514502321281216,4.348432913389141
GOSTYŃSKI,21.743352304764368,22.318913349743195,23.700909570935316,20.01830849426787,19.773181904722346,0.0,25.699660464814507,8.0253407316579,5.234883883868805,9.053078258001165,7.193878686609609,3.9791249117983516
INOWROCŁAWSKI,17.82450301101675,18.349335599674465,18.458263118075124,17.210547907303948,16.903570355447552,0.0,20.349640937577455,5.446375920032896,4.624468281191568,7.872488829865731,6.565358609057836,3.455973083802692
JAROCIŃSKI,35.22066991030991,35.20656542463624,35.02835645328889,30.13589407396334,31.009923858424244,0.0,43.95783342476928,9.928507056016917,2.951492223801588,12.902984447603176,11.898357653591384,6.9944772715560095
KĘPIŃSKI,35.514115853420385,35.397036279210795,32.29923162612193,30.50342429166329,29.050161436706553,0.0,44.199731863022556,7.877217271670574,5.136320978208134,15.238059937737525,13.266253943963772,6.473400552417723
KOŚCIAŃSKI,35.58971863123506,35.67438754343682,36.59322618980801,32.1395379615561,30.865549205010627,0.0,43.75007075462034,9.499803178602706,4.47434525776114,14.786865415251292,10.743231866193955,6.308629182531054
KROTOSZYŃSKI,37.094817725587866,39.081822408634466,37.24308394534142,33.65341525659342,31.407621686105195,0.0,42.51368975605771,11.378964027140555,7.021619915744541,15.52745362812761,13.755052223971433,7.24206228814836
LESZCZYŃSKI,21.644852287763932,21.477219416788703,21.9725626842956,18.9434218295897,18.757365122396976,0.0,23.090990634095935,6.262758628113338,3.536518253364404,7.998189611981503,6.960444570088452,4.038281665903548
MIĘDZYCHODZKI,18.7,17.91,17.5,16.67,16.0,0.0,20.0,6.31,0.0,8.0,7.17,4.25
MOGILEŃSKI,35.924947518578946,36.13103215026375,35.10202447474428,32.068454141380045,31.96841730354534,0.0,21.001477293715517,10.613176947239086,3.7503452021599397,13.878634015080092,12.11314550025143,4.71310608963331
NOWOTOMYSKI,37.396864499340026,36.874580245831126,36.49561942288688,34.44886546734692,33.18668001882477,0.0,45.62949629499734,11.848827469617078,0.0,16.333820904887943,14.037788292561316,9.105177915786129
OBORNICKI,17.00594947688164,17.204454839985,17.45831280641109,16.29203715645784,15.622088680533887,0.0,21.382156124979065,4.71693677511783,0.0,6.092544643035306,5.1007687736692455,3.1929127544926863
OSTROWSKI (OSTRÓW WIELKOPOLSKI),46.357056305456155,45.155455879996076,43.00379133432265,39.86333575718936,38.60813031946822,0.0,60.02618082925384,12.613326850973808,10.034614406253418,21.192536122103068,17.96557752247949,10.45102162917112
POZNAŃ (MIASTO),19.11,19.67,18.5,16.86,17.13,0.0,0.0,4.73,0.0,8.0,7.0,3.34
RAWICKI,19.758539938567136,19.926664897092746,19.97392864681202,17.091456743481764,17.130734524946156,0.0,25.73245627896861,6.2798187817758775,4.760277316951236,9.94101316907783,7.421221654483922,3.722291348696353
SZAMOTULSKI,18.61,18.94,18.6,16.89,17.11,0.0,23.5,5.31,4.0,9.0,6.04,3.12
SZUBIŃSKI,19.05,17.25,17.0,16.5,16.12,0.0,23.7,5.0,3.33,7.45,6.02,4.13
ŚREDZKI,18.8,18.63,18.5,17.13,16.76,0.0,25.0,5.44,4.0,10.75,6.22,3.0
ŚREMSKI,18.6968770428952,19.061934800460964,17.36490954907417,16.161205591695165,16.447331942219684,0.0,25.159385994397233,5.594263474048326,2.9599277640467334,7.399819410116834,6.205981878617984,3.640711149777482
WĄGROWIECKI,19.21,19.11,18.0,16.33,17.13,0.0,21.33,5.53,0.0,9.5,6.33,3.44
WOLSZTYŃSKI,18.75,17.8,17.8,17.73,17.11,0.0,26.0,5.74,4.67,8.98,7.09,5.37
WRZESIŃSKI,18.65,18.15,18.17,16.35,16.25,0.0,23.33,5.26,5.0,8.83,6.86,3.15
WYRZYSKI,17.86,17.29,16.2,16.2,16.2,0.0,20.0,5.89,4.0,7.4,5.45,2.86
ŻNIŃSKI,17.76277660766605,17.41271424976696,18.10177706615689,16.48119599188986,15.89027750808074,0.0,22.977823334601336,6.003810676402323,4.096046768341977,7.833645500776004,6.253569625691468,3.7010704646530534
POZNAŃSKI,18.30254027552073,18.83462393635157,17.706682426141064,16.15188097452396,16.399505423004893,0.0,19.191911109357193,4.5460853815127695,0.0,7.6647420568538704,6.714704298962771,3.2146971207410795
GNIEZNO (MIASTO),18.68,17.95,18.22,17.33,16.41,0.0,0.0,6.44,0.0,6.5,6.0,4.1
INOWROCŁAW (MIASTO),18.17549698898325,18.710664400325538,18.821736881924878,17.549452092696047,17.236429644552448,0.0,0.20035906242254406,5.553624079967104,0.045531718808432146,8.02751117013427,6.694641390942164,3.5240269161973083
DOLIŃSKI,22.32300660159851,19.754619614502705,19.57320938121341,17.6636279781682,19.735523800472254,0.0,27.049220574135408,6.320714444079647,0.0,8.402158173398927,6.3302623510948735,4.47796839014102
HORODEŃSKI,17.537919864255798,17.830218528660062,18.512248745603344,15.03389463919261,16.563590982908256,0.0,22.40956427099352,6.128528663676054,2.9229866440426333,7.794631050780355,6.576719949095924,3.7024497491206683
KAŁUSKI,20.3,19.73,20.0,20.0,17.5,0.0,0.0,6.0,0.0,10.6,8.0,4.61
KOŁOMYJSKI,20.282080135744202,20.26978147133994,16.737751254396656,16.296105360807392,16.536409017091746,0.0,23.59043572900648,6.601471336323947,0.07701335595736691,7.835368949219645,6.373280050904076,3.7475502508793315
KOSOWSKI (KOSÓW HUCULSKI),21.25,19.57,16.25,18.0,18.5,0.0,0.0,6.13,0.0,7.5,6.14,3.5
NADWÓRNIAŃSKI,33.18680007798307,31.620191373854478,28.422869633028757,26.983582669725884,29.52286963302876,34.092869633028755,40.42073052293739,10.457860889908627,5.0,14.019113075688661,11.627147853211504,7.13321740825719
ROHATYŃSKI,19.56,17.06,16.5,16.2,16.29,19.33,22.13,4.69,4.5,9.38,7.83,4.5
STANISŁAWOWSKI,30.28648163504046,27.705501062751665,27.31784721905808,23.867138580538356,24.25887149206276,9.06608956819725,12.06592644647732,8.921273870958267,5.06981840152309,14.09258459927499,10.429555572464821,5.6575067114083835
STRYJSKI,51.187593934155316,44.27284215228599,41.46739312386537,40.846258475485655,43.24579672535641,0.6757531313484777,31.49953502920797,11.590101368416763,8.092148154274792,18.895787525422904,13.699322850019586,9.715475570013407
ŚNIATYŃSKI,19.5,18.67,17.75,16.25,18.17,0.0,24.0,6.2,4.0,9.2,7.17,4.67
TŁUMACKI,19.580235114884456,19.422409542170023,20.38909117504593,17.55809496448077,16.867608083855124,0.0,24.985760980353813,6.046692254621749,3.4524344031282412,9.49912665774999,7.605219785176783,3.0874627662261127
ŻYDACZOWSKI,19.89939946424617,18.2225382332113,17.059397494921217,16.09011354634615,15.188679474171334,21.32424686865152,22.681244396656616,4.75918418750359,2.9078518457252076,9.40205430117817,7.56041479888554,4.526556039845573
BIELSKI (BIELSKO),25.25,19.0,24.0,21.75,20.6,0.0,0.0,9.64,0.0,13.8,11.33,6.25
BIELSKO (MIASTO),26.4,22.08,24.0,21.67,24.08,0.0,0.0,9.55,0.0,15.38,10.92,7.82
CIESZYŃSKI,26.36,22.73,22.8,21.75,22.85,0.0,0.0,11.08,6.0,15.09,11.09,7.04
TARNOGÓRSKI,25.4,22.0,23.0,24.75,25.0,0.0,0.0,7.88,6.5,15.6,11.4,6.6
KATOWICE (MIASTO),26.0,22.2,22.0,20.33,22.75,0.0,0.0,9.17,0.0,15.2,11.0,8.17
KATOWICKI,23.019424658185752,19.65504720814322,19.47797471077256,17.99941935772755,20.141996575912536,0.0,0.0,8.118774004444745,0.0,13.457509800170133,9.73898735538628,7.233411517591446
LUBLINIECKI,24.44,20.56,19.67,18.7,21.07,0.0,0.0,7.85,6.0,14.77,10.64,6.3
PSZCZYŃSKI,26.79,21.88,21.8,21.11,22.53,0.0,0.0,8.15,0.0,16.19,12.53,7.8
RYBNICKI,26.0,21.18,23.67,20.57,23.0,0.0,0.0,7.85,6.0,18.0,13.77,8.07
ŚWIĘTOCHŁOWICKI,23.762509084333313,22.42377617817369,22.640335912993628,20.671611050994184,24.116879559493213,0.0,0.0,7.382718232497922,0.0,17.354309658525114,13.121551205226307,7.441779978357905
CHORZÓW,27.498066257480932,25.68117661368309,25.88168937623381,23.658969591278264,27.49112386459425,0.0,0.0,8.668507763057333,0.0,19.64818054130475,14.79946143938741,8.614808504050647
BORSZCZOWSKI,18.04233236943509,17.392690287393243,17.914372565396544,15.85717263893068,17.717511328414165,24.607654622797455,21.16258297560581,5.581016068450462,4.921530924559491,10.404116374518763,8.858755664207083,4.783728058671826
BRODZKI,20.573444412909836,18.22200677057897,18.236177415509545,14.211106274478531,12.704687093441606,22.266456571344104,0.26439758874735275,8.074728956599687,0.04541873375183568,10.095439899190524,8.072669974002936,4.544813150635145
BRZEŻAŃSKI,19.570175166020466,18.6866244182568,17.143717989787106,15.051891762715721,16.151077557790515,22.311117441984006,20.462293726930024,5.338515821711221,0.0546881690163195,6.918039943223728,6.654430427477469,3.7726403622546765
BUCZACKI,17.69341002446754,17.113459362554437,16.95618460678139,14.891953437260177,16.277937222510133,23.266834182174815,17.300223135034926,5.504616452056567,4.423352506116885,9.829672235815298,7.539358604870334,4.177610700221502
CZORTKOWSKI,19.145014322374937,18.477607412758562,17.551885745644796,16.93074531178284,19.779340129203344,24.773984128469667,25.117363379099295,6.975848471581675,5.319399083331356,8.534428101634747,7.042487734968275,4.052519178337144
KAMIONECKI,19.062340815638787,17.710197998879135,16.825928364483378,15.775978515684535,15.453279410415162,19.495789779566255,19.5062639239313,5.620839708295089,4.059130418275319,7.9819643143786045,6.330497669572979,3.670800892860079
PODHAJECKI,17.538354157994096,16.827076461586557,17.05117765360537,14.293758638765189,15.677339911229167,20.88038497810075,18.707577768527035,4.706125032395082,2.9230590263323495,7.989694671975087,6.820471061442149,3.702541433354309
PRZEMYŚLAŃSKI,19.61,18.06,17.0,16.27,16.56,21.63,22.25,5.64,5.0,7.47,6.0,4.21
RADZIECHOWSKI,19.856555587090163,18.107993229421027,19.263822584490455,17.21889372552147,16.695312906558392,21.7335434286559,21.565602411252648,6.095271043400313,3.7045812662481645,7.784560100809476,5.927330025997064,3.655186849364856
SKAŁACKI,17.36965699844433,16.735015230654067,14.362431391068922,12.770945111841025,15.329039622011015,18.35579266839536,20.337827727801876,5.07713414232212,4.881859752232808,7.518064018438524,6.180434446326735,4.559657008585442
TARNOPOLSKI,18.751554931077298,18.081926586515806,18.29481860879996,14.198786434074837,15.170683381521041,19.18768572823152,19.716508646960875,5.59383060464331,3.9376716176278235,7.860679811241453,6.789242722621671,3.572093983923674
TREMBOWELSKI,20.048690445466352,19.165412213248555,16.032882526985357,14.81469212171746,16.072385917794854,19.889407271857788,24.59993179811949,5.489507748601332,4.883752331891073,8.694009515432494,6.878303615630289,4.487359882313692
ZALESZCZYCKI,17.371254702563682,15.373560411768858,16.618500332119254,15.605177141136377,19.446154569814343,20.40157357845535,18.915366231680455,5.356136866623801,3.8602788227919294,7.585447886786142,6.514220513461381,3.619011396367434
ZBARASKI,17.67,17.33,16.0,15.0,16.67,20.88,20.0,5.71,5.38,7.08,6.08,3.33
ZBOROWSKI,18.43,17.67,14.33,14.17,13.5,17.33,16.0,6.0,0.0,9.83,9.33,5.0
ZŁOCZOWSKI,19.919015045921615,17.619168181284408,18.246274962651476,16.730918994392034,17.136138362764093,20.685389221425535,22.785534089050625,6.582284811050611,5.059395726286533,8.546908173446907,6.972715280057027,4.153745888908057
KOPYCZYNIECKI,17.446040054248215,17.388525636486957,15.17422055267853,14.20606118703069,16.679181150764776,21.36660619830729,21.567906660471696,5.751441776125786,5.272154961448637,10.065023108220124,6.470371998141508,3.594651110078616
BŁOŃSKI,20.59,18.63,19.13,17.58,17.88,27.5,28.33,5.69,4.4,10.21,8.08,6.43
CIECHANOWSKI,19.7,17.1,17.6,16.4,17.85,19.0,21.17,6.24,0.0,8.57,6.67,3.77
GOSTYNIŃSKI,20.5,17.7,18.0,16.75,16.43,0.0,0.0,5.78,0.0,9.0,7.5,4.9
GRÓJECKI,20.94,17.65,19.13,17.31,17.0,23.0,25.71,5.5,4.42,10.68,7.46,4.18
KUTNOWSKI,21.38,19.38,20.0,17.86,18.0,25.0,28.33,5.36,4.5,8.83,6.5,3.8
LIPNOWSKI,18.92,16.83,18.44,16.09,18.0,0.0,20.0,6.5,0.0,7.25,6.33,3.36
ŁOWICKI,21.0,18.29,19.78,17.4,15.85,20.0,26.33,5.67,4.0,9.33,6.93,4.38
MAKOWSKI (MAKÓW MAZOWIECKI),20.75,16.6,17.83,16.1,16.27,20.29,22.33,5.18,3.0,6.84,5.37,3.07
MIŃSKI,23.36,18.27,20.0,17.8,18.22,21.0,23.33,6.72,5.0,8.33,6.8,4.65
MŁAWSKI,19.81,16.94,18.0,16.9,18.21,22.25,19.0,4.71,3.5,7.13,5.07,3.58
NIESZAWSKI,18.79,16.5,16.5,15.37,17.54,20.0,20.88,4.59,3.83,9.5,6.17,4.25
PŁOCKI,20.9,17.79,18.57,16.75,18.2,20.25,19.67,4.75,4.0,8.0,6.0,4.33
PŁOŃSKI,20.53,17.94,18.11,16.91,17.64,5.0,24.0,4.59,3.63,8.14,7.0,3.85
PRZASNYCKI,19.33,15.67,18.67,16.0,15.67,0.0,0.0,4.5,4.0,9.67,5.83,4.0
PUŁTUSKI,20.75,17.42,17.6,16.5,16.8,25.0,24.0,6.0,5.0,7.72,5.94,3.66
RADZYMIŃSKI,23.92,19.38,20.5,18.5,19.09,20.33,22.0,6.15,4.7,11.0,7.82,4.42
RAWSKI (RAWA MAZOWIECKA),20.6,18.65,18.0,16.8,17.24,18.0,26.5,4.78,0.0,9.4,7.41,3.86
RYPIŃSKI,19.0,16.29,17.89,16.5,16.73,27.33,22.0,5.0,4.5,7.3,5.4,3.67
SIERPECKI,20.4,17.2,17.33,16.1,17.0,24.0,20.75,5.09,4.0,8.0,6.3,3.58
SKIERNIEWICKI,21.73,18.0,20.5,18.0,17.0,0.0,0.0,5.8,4.0,8.33,6.33,4.33
SOCHACZEWSKI,22.14,19.29,19.0,17.0,17.4,0.0,0.0,5.4,0.0,9.0,6.67,3.4
WARSZAWSKI,22.18,19.33,20.0,20.0,20.5,23.0,0.0,6.88,0.0,10.44,8.78,5.83
WŁOCŁAWSKI,19.85,17.24,19.5,17.22,19.57,0.0,0.0,4.6,0.0,6.67,4.67,3.0
DUBIEŃSKI,19.15,17.4,15.22,14.88,16.4,19.0,17.63,4.65,3.0,4.9,3.81,2.46
HOROCHOWSKI,18.05,16.45,15.25,13.85,14.7,18.21,17.15,4.49,0.0,7.29,5.63,2.77
KOWELSKI,18.32,17.11,17.25,15.71,17.25,20.17,20.5,6.01,3.5,6.85,4.42,2.72
KRZEMIENIECKI,16.7,16.2,16.5,13.17,14.55,17.21,16.56,4.71,3.33,6.02,4.89,2.45
LUBOMELSKI,20.54,18.62,18.38,17.36,18.0,20.0,20.75,5.16,0.0,9.5,6.55,3.12
ŁUCKI,18.84,16.2,16.43,15.06,17.0,19.2,18.63,6.08,0.0,5.81,4.99,2.66
RÓWIEŃSKI,19.75,18.25,16.33,14.8,15.9,19.0,19.58,6.17,5.5,6.12,5.45,2.57
WŁODZIMIERSKI,18.05,17.47,16.14,14.26,14.7,18.77,18.73,5.38,4.5,5.77,4.89,1.96
KOSTOPOLSKI,20.9,18.25,18.25,16.69,17.06,18.8,19.25,4.62,0.0,5.28,3.79,2.03
ZDOŁBUNOWSKI,18.8,18.21,15.0,14.47,14.7,19.89,19.38,4.73,3.53,6.31,5.31,2.55
SARNEŃSKI,24.21,18.68,18.33,18.07,18.28,19.64,22.0,6.04,5.0,7.86,5.19,3.12
OSZMIAŃSKI,25.15502270768585,20.522513575379346,19.42665119999501,19.068005331687413,19.805221838764144,21.91724750768668,21.91724750768668,6.913895350152071,5.080816467691003,6.913895350152071,5.71840912246007,4.52292289476807
ŚWIĘCIAŃSKI,24.88,20.08,19.5,19.9,20.31,24.0,19.86,7.4,0.0,6.73,5.8,4.07
WILNO (MIASTO),28.5,21.5,19.5,20.55,20.45,0.0,0.0,8.25,0.0,8.47,6.45,5.28
DZIŚNIEŃSKI,20.94,15.21,17.0,16.23,15.74,18.0,16.22,5.12,4.29,6.26,4.81,3.23
WILEJSKI,25.29,18.5,19.5,17.47,18.75,19.29,17.6,6.11,5.4,7.4,5.27,3.84
WILEŃSKO-TROCKI,28.594977292314148,21.577486424620652,19.573348800004986,20.62199466831259,20.52477816123585,25.08275249231332,23.68275249231332,8.276104649847928,4.519183532308996,8.49610464984793,6.47159087753993,5.2970771052319305
POSTAWSKI,21.07,16.69,17.5,17.14,18.15,20.0,17.8,5.08,4.5,7.11,5.1,3.3
MOŁODECZAŃSKI,23.44,18.2,18.0,17.93,17.55,19.67,21.73,6.2,0.0,7.94,6.49,4.27
