scenario,year,origin_district,dest_district,distance_value
baseline,1936,AUGUSTOWSKI,BARANOWICKI,194.236894564561
baseline,1936,AUGUSTOWSKI,BIALSKI (BIAŁA KRAKOWSKA),428.4879570602952
baseline,1936,AUGUSTOWSKI,BIALSKI (BIAŁA PODLASKA),200.33900104601432
baseline,1936,AUGUSTOWSKI,BIAŁOSTOCKI,100.33162627999697
baseline,1936,AUGUSTOWSKI,BIELSKI (BIELSK PODLASKI),129.4410790191635
baseline,1936,AUGUSTOWSKI,BIELSKO,430.0826950857251
baseline,1936,AUGUSTOWSKI,BIŁGORAJSKI,301.2977821762884
baseline,1936,AUGUSTOWSKI,BOCHEŃSKI,408.5732972058842
baseline,1936,AUGUSTOWSKI,BORSZCZOWSKI,505.36196042234394
baseline,1936,AUGUSTOWSKI,BRASŁAWSKI,248.53557453298154
baseline,1936,AUGUSTOWSKI,BRODNICKI,312.49795171983885
baseline,1936,AUGUSTOWSKI,BRODZKI,393.25199053717404
baseline,1936,AUGUSTOWSKI,BRZESKI (BRZESKO),405.17410433287375
baseline,1936,AUGUSTOWSKI,BRZESKI (BRZEŚĆ N.BUG.),173.98380797924864
baseline,1936,AUGUSTOWSKI,BRZEZIŃSKI,278.92190842167383
baseline,1936,AUGUSTOWSKI,BRZEŻAŃSKI,411.27419136882094
baseline,1936,AUGUSTOWSKI,BRZOZOWSKI,392.50549290604766
baseline,1936,AUGUSTOWSKI,BUCZACKI,465.31240173740446
baseline,1936,AUGUSTOWSKI,BYDGOSKI,384.2109124862655
baseline,1936,AUGUSTOWSKI,BÓBRECKI,395.0871487213053
baseline,1936,AUGUSTOWSKI,BĘDZIŃSKI,408.26430101269517
baseline,1936,AUGUSTOWSKI,BŁOŃSKI,228.8922947558929
baseline,1936,AUGUSTOWSKI,CHEŁMIŃSKI,369.07631962659894
baseline,1936,AUGUSTOWSKI,CHEŁMSKI,241.1320924007859
baseline,1936,AUGUSTOWSKI,CHODZIESKI,430.1322706324036
baseline,1936,AUGUSTOWSKI,CHOJNICKI,401.4208321112132
baseline,1936,AUGUSTOWSKI,CHORZÓW,398.1510266239124
baseline,1936,AUGUSTOWSKI,CHRZANOWSKI,400.82925234714617
baseline,1936,AUGUSTOWSKI,CIECHANOWSKI,250.39735940802316
baseline,1936,AUGUSTOWSKI,CIESZYŃSKI,443.03946769588254
baseline,1936,AUGUSTOWSKI,CZARNKOWSKI,455.3218785944798
baseline,1936,AUGUSTOWSKI,CZORTKOWSKI,476.55337918045194
baseline,1936,AUGUSTOWSKI,CZĘSTOCHOWSKI,346.4775752819342
baseline,1936,AUGUSTOWSKI,DOBROMILSKI,422.2207599957785
baseline,1936,AUGUSTOWSKI,DOLIŃSKI,422.75553215836163
baseline,1936,AUGUSTOWSKI,DROHICKI,242.00229644227983
baseline,1936,AUGUSTOWSKI,DROHOBYCKI,412.39909785732175
baseline,1936,AUGUSTOWSKI,DUBIEŃSKI,366.99192238109765
baseline,1936,AUGUSTOWSKI,DZIAŁDOWSKI,288.94043229621224
baseline,1936,AUGUSTOWSKI,DZIŚNIEŃSKI,256.3410303923618
baseline,1936,AUGUSTOWSKI,DĄBROWSKI,407.32290774891925
baseline,1936,AUGUSTOWSKI,GARWOLIŃSKI,228.96743292083494
baseline,1936,AUGUSTOWSKI,GNIEŹNIEŃSKI,391.2268301169563
baseline,1936,AUGUSTOWSKI,GORLICKI,432.62129506541345
baseline,1936,AUGUSTOWSKI,GOSTYNIŃSKI,304.50336636482695
baseline,1936,AUGUSTOWSKI,GOSTYŃSKI,407.9712833488459
baseline,1936,AUGUSTOWSKI,GRODZIEŃSKI,60.69584436923989
baseline,1936,AUGUSTOWSKI,GRUDZIĄDZKI,341.16965332373076
baseline,1936,AUGUSTOWSKI,GRÓDECKI,370.9313444211151
baseline,1936,AUGUSTOWSKI,GRÓJECKI,238.17494035347653
baseline,1936,AUGUSTOWSKI,HOROCHOWSKI,330.62053206743644
baseline,1936,AUGUSTOWSKI,HORODEŃSKI,489.9334561581677
baseline,1936,AUGUSTOWSKI,HRUBIESZOWSKI,307.94063918916737
baseline,1936,AUGUSTOWSKI,INOWROCŁAWSKI,363.620150821721
baseline,1936,AUGUSTOWSKI,IWACEWICKI,211.4296428070139
baseline,1936,AUGUSTOWSKI,IŁŻECKI,326.84949213611065
baseline,1936,AUGUSTOWSKI,JANOWSKI,299.7953241097085
baseline,1936,AUGUSTOWSKI,JAROCIŃSKI,390.8627631996078
baseline,1936,AUGUSTOWSKI,JAROSŁAWSKI,372.8144196287256
baseline,1936,AUGUSTOWSKI,JASIELSKI,418.26347276358547
baseline,1936,AUGUSTOWSKI,JAWOROWSKI,384.8479329850074
baseline,1936,AUGUSTOWSKI,JĘDRZEJOWSKI,334.10127416607764
baseline,1936,AUGUSTOWSKI,KALISKI,366.0537109322829
baseline,1936,AUGUSTOWSKI,KAMIONECKI,336.61404502168716
baseline,1936,AUGUSTOWSKI,KARTUSKI,426.73748645095105
baseline,1936,AUGUSTOWSKI,KATOWICE,401.3104495398368
baseline,1936,AUGUSTOWSKI,KAŁUSKI,430.2225706238682
baseline,1936,AUGUSTOWSKI,KIELECKI,314.69865847857665
baseline,1936,AUGUSTOWSKI,KOBRYŃSKI,212.4026197559257
baseline,1936,AUGUSTOWSKI,KOLBUSZOWSKI,375.2804061393954
baseline,1936,AUGUSTOWSKI,KOLSKI,316.95595971985983
baseline,1936,AUGUSTOWSKI,KONECKI,310.383628746462
baseline,1936,AUGUSTOWSKI,KONIŃSKI,338.4552985798699
baseline,1936,AUGUSTOWSKI,KOPYCZYNIECKI,469.22216273929683
baseline,1936,AUGUSTOWSKI,KOSOWSKI (KOSÓW HUCULSKI),487.8395572566325
baseline,1936,AUGUSTOWSKI,KOSTOPOLSKI,343.03195326878887
