scenario,year,origin_district,dest_district,distance_value
fixed14,1924,AUGUSTOWSKI,BARANOWICKI,1385.5751746536462
fixed14,1924,AUGUSTOWSKI,BIALSKI (BIAŁA KRAKOWSKA),3229.7236390856674
fixed14,1924,AUGUSTOWSKI,BIALSKI (BIAŁA PODLASKA),1567.0411461754225
fixed14,1924,AUGUSTOWSKI,BIAŁOSTOCKI,870.9904684310727
fixed14,1924,AUGUSTOWSKI,BIELSKI (BIELSK PODLASKI),1116.5069192853696
fixed14,1924,AUGUSTOWSKI,BIELSKO,3223.0063503384695
fixed14,1924,AUGUSTOWSKI,BIŁGORAJSKI,2263.983700763917
fixed14,1924,AUGUSTOWSKI,BOCHEŃSKI,3022.3866145798534
fixed14,1924,AUGUSTOWSKI,BORSZCZOWSKI,3790.317141793633
fixed14,1924,AUGUSTOWSKI,BRASŁAWSKI,1944.2448571537927
fixed14,1924,AUGUSTOWSKI,BRODNICKI,2341.036306850205
fixed14,1924,AUGUSTOWSKI,BRODZKI,2848.3512633362657
fixed14,1924,AUGUSTOWSKI,BRZESKI (BRZESKO),3105.13472631047
fixed14,1924,AUGUSTOWSKI,BRZESKI (BRZEŚĆ N.BUG.),1350.1353033935136
fixed14,1924,AUGUSTOWSKI,BRZEZIŃSKI,2178.139899969528
fixed14,1924,AUGUSTOWSKI,BRZEŻAŃSKI,3035.479512469407
fixed14,1924,AUGUSTOWSKI,BRZOZOWSKI,2944.704302928059
fixed14,1924,AUGUSTOWSKI,BUCZACKI,3400.5006378529997
fixed14,1924,AUGUSTOWSKI,BYDGOSKI,2785.093977359199
fixed14,1924,AUGUSTOWSKI,BÓBRECKI,3008.728180246067
fixed14,1924,AUGUSTOWSKI,BĘDZIŃSKI,2981.2683701969872
fixed14,1924,AUGUSTOWSKI,BŁOŃSKI,2107.055081920192
fixed14,1924,AUGUSTOWSKI,CHEŁMIŃSKI,2763.648582164639
fixed14,1924,AUGUSTOWSKI,CHEŁMSKI,1814.4323406358171
fixed14,1924,AUGUSTOWSKI,CHODZIESKI,3093.248551123836
fixed14,1924,AUGUSTOWSKI,CHOJNICKI,3080.278154714638
fixed14,1924,AUGUSTOWSKI,CHORZÓW,2947.4219771297567
fixed14,1924,AUGUSTOWSKI,CHRZANOWSKI,2952.7818634405385
fixed14,1924,AUGUSTOWSKI,CIECHANOWSKI,1910.0326585039193
fixed14,1924,AUGUSTOWSKI,CIESZYŃSKI,3272.235552122298
fixed14,1924,AUGUSTOWSKI,CZARNKOWSKI,3180.562270618538
fixed14,1924,AUGUSTOWSKI,CZORTKOWSKI,3427.9166594670314
fixed14,1924,AUGUSTOWSKI,CZĘSTOCHOWSKI,2685.6406285220746
fixed14,1924,AUGUSTOWSKI,DOBROMILSKI,3144.8608172983113
fixed14,1924,AUGUSTOWSKI,DOLIŃSKI,3123.2805964242666
fixed14,1924,AUGUSTOWSKI,DROHICKI,1951.3455412620958
fixed14,1924,AUGUSTOWSKI,DROHOBYCKI,2998.5712683175666
fixed14,1924,AUGUSTOWSKI,DUBIEŃSKI,2747.2539041253744
fixed14,1924,AUGUSTOWSKI,DZIAŁDOWSKI,2290.4639425192627
fixed14,1924,AUGUSTOWSKI,DZIŚNIEŃSKI,2073.2268019533667
fixed14,1924,AUGUSTOWSKI,DĄBROWSKI,2970.6597019157102
fixed14,1924,AUGUSTOWSKI,GARWOLIŃSKI,1848.505039545537
fixed14,1924,AUGUSTOWSKI,GNIEŹNIEŃSKI,2671.3540672833064
fixed14,1924,AUGUSTOWSKI,GORLICKI,3092.055467865629
fixed14,1924,AUGUSTOWSKI,GOSTYNIŃSKI,2293.429176202642
fixed14,1924,AUGUSTOWSKI,GOSTYŃSKI,2943.2481111495376
fixed14,1924,AUGUSTOWSKI,GRODZIEŃSKI,731.7223649776452
fixed14,1924,AUGUSTOWSKI,GRUDZIĄDZKI,2541.68973475459
fixed14,1924,AUGUSTOWSKI,GRÓDECKI,2736.6652985930837
fixed14,1924,AUGUSTOWSKI,GRÓJECKI,1825.5780945695801
fixed14,1924,AUGUSTOWSKI,HOROCHOWSKI,2935.7683737831035
fixed14,1924,AUGUSTOWSKI,HORODEŃSKI,3657.217458187407
fixed14,1924,AUGUSTOWSKI,HRUBIESZOWSKI,2263.562156884143
fixed14,1924,AUGUSTOWSKI,INOWROCŁAWSKI,2783.736881616498
fixed14,1924,AUGUSTOWSKI,IWACEWICKI,1715.2930480020693
fixed14,1924,AUGUSTOWSKI,IŁŻECKI,2602.1394840071634
fixed14,1924,AUGUSTOWSKI,JANOWSKI,2275.598315904393
fixed14,1924,AUGUSTOWSKI,JAROCIŃSKI,2814.4049925578956
fixed14,1924,AUGUSTOWSKI,JAROSŁAWSKI,2727.843802454775
fixed14,1924,AUGUSTOWSKI,JASIELSKI,3045.3554537378773
fixed14,1924,AUGUSTOWSKI,JAWOROWSKI,2824.7034999353164
fixed14,1924,AUGUSTOWSKI,JĘDRZEJOWSKI,2476.0158994689054
fixed14,1924,AUGUSTOWSKI,KALISKI,2697.3597276483015
fixed14,1924,AUGUSTOWSKI,KAMIONECKI,2549.1306321079105
fixed14,1924,AUGUSTOWSKI,KARTUSKI,3315.1745473923156
fixed14,1924,AUGUSTOWSKI,KATOWICE,2982.0269539434357
fixed14,1924,AUGUSTOWSKI,KAŁUSKI,3338.124356152264
fixed14,1924,AUGUSTOWSKI,KIELECKI,2373.5055830544716
fixed14,1924,AUGUSTOWSKI,KOBRYŃSKI,1632.8103070189982
fixed14,1924,AUGUSTOWSKI,KOLBUSZOWSKI,2997.961071253005
fixed14,1924,AUGUSTOWSKI,KOLSKI,2336.574164738694
fixed14,1924,AUGUSTOWSKI,KONECKI,2353.481922758475
fixed14,1924,AUGUSTOWSKI,KONIŃSKI,2516.5605932530566
fixed14,1924,AUGUSTOWSKI,KOPYCZYNIECKI,3407.36600925749
fixed14,1924,AUGUSTOWSKI,KOSOWSKI (KOSÓW HUCULSKI),3807.042657180495
fixed14,1924,AUGUSTOWSKI,KOSTOPOLSKI,2675.44019951174
fixed14,1924,AUGUSTOWSKI,KOSZYRSKI,2297.256216676233
fixed14,1924,AUGUSTOWSKI,KOWELSKI,2001.166049145209
fixed14,1924,AUGUSTOWSKI,KOZIENICKI,1976.8374438875835
fixed14,1924,AUGUSTOWSKI,KOŁOMYJSKI,3327.9393704390363
fixed14,1924,AUGUSTOWSKI,KOŚCIAŃSKI,2983.164791830189
fixed14,1924,AUGUSTOWSKI,KOŚCIERSKI,3182.253518522512
fixed14,1924,AUGUSTOWSKI,KRAKOWSKI,3139.1102300973675
fixed14,1924,AUGUSTOWSKI,KRAKÓW (MIASTO),3139.531646726848
fixed14,1924,AUGUSTOWSKI,KRASNOSTAWSKI,2098.0456831681545
fixed14,1924,AUGUSTOWSKI,KROTOSZYŃSKI,2879.2142985660075
fixed14,1924,AUGUSTOWSKI,KROŚNIEŃSKI,3128.839016689006
fixed14,1924,AUGUSTOWSKI,KRZEMIENIECKI,2960.554407040147
fixed14,1924,AUGUSTOWSKI,KUTNOWSKI,2095.4811790308718
fixed14,1924,AUGUSTOWSKI,KĘPIŃSKI,2873.3245350867546
fixed14,1924,AUGUSTOWSKI,LESKI,3505.9075046558346
fixed14,1924,AUGUSTOWSKI,LESZCZYŃSKI,3049.353030672505
fixed14,1924,AUGUSTOWSKI,LIDZKI,1147.7504815315053
fixed14,1924,AUGUSTOWSKI,LIMANOWSKI,3315.2555878753456
fixed14,1924,AUGUSTOWSKI,LIPNOWSKI,2255.7355191834317
fixed14,1924,AUGUSTOWSKI,LUBACZOWSKI,2605.9780566961526
