scenario,year,origin_district,dest_district,distance_value
baseline,1934,AUGUSTOWSKI,BARANOWICKI,171.07522029931764
baseline,1934,AUGUSTOWSKI,BIALSKI (BIAŁA KRAKOWSKA),422.29411763484956
baseline,1934,AUGUSTOWSKI,BIALSKI (BIAŁA PODLASKA),195.79206653283623
baseline,1934,AUGUSTOWSKI,BIAŁOSTOCKI,95.80246092687986
baseline,1934,AUGUSTOWSKI,BIELSKI (BIELSK PODLASKI),124.9107795671081
baseline,1934,AUGUSTOWSKI,BIELSKO,423.9815746011221
baseline,1934,AUGUSTOWSKI,BIŁGORAJSKI,296.74507947703404
baseline,1934,AUGUSTOWSKI,BOCHEŃSKI,402.37676985362407
baseline,1934,AUGUSTOWSKI,BORSZCZOWSKI,500.08766579029015
baseline,1934,AUGUSTOWSKI,BRASŁAWSKI,248.53729961989777
baseline,1934,AUGUSTOWSKI,BRODNICKI,315.97589820238807
baseline,1934,AUGUSTOWSKI,BRODZKI,388.7018532424735
baseline,1934,AUGUSTOWSKI,BRZESKI (BRZESKO),400.56320403901566
baseline,1934,AUGUSTOWSKI,BRZESKI (BRZEŚĆ N.BUG.),169.40695149011924
baseline,1934,AUGUSTOWSKI,BRZEZIŃSKI,270.52768600914936
baseline,1934,AUGUSTOWSKI,BRZEŻAŃSKI,406.7190624414596
baseline,1934,AUGUSTOWSKI,BRZOZOWSKI,387.9097603387031
baseline,1934,AUGUSTOWSKI,BUCZACKI,462.532195400351
baseline,1934,AUGUSTOWSKI,BYDGOSKI,379.36912299415945
baseline,1934,AUGUSTOWSKI,BÓBRECKI,392.1997559213534
baseline,1934,AUGUSTOWSKI,BĘDZIŃSKI,391.9498544247527
baseline,1934,AUGUSTOWSKI,BŁOŃSKI,222.70772974031166
baseline,1934,AUGUSTOWSKI,CHEŁMIŃSKI,372.4022787814069
baseline,1934,AUGUSTOWSKI,CHEŁMSKI,236.57085405948223
baseline,1934,AUGUSTOWSKI,CHODZIESKI,415.8359363684228
baseline,1934,AUGUSTOWSKI,CHOJNICKI,404.963260721097
baseline,1934,AUGUSTOWSKI,CHORZÓW,390.9650940430501
baseline,1934,AUGUSTOWSKI,CHRZANOWSKI,394.6439660866325
baseline,1934,AUGUSTOWSKI,CIECHANOWSKI,253.86680156709093
baseline,1934,AUGUSTOWSKI,CIESZYŃSKI,436.83879968248465
baseline,1934,AUGUSTOWSKI,CZARNKOWSKI,426.6545434615363
baseline,1934,AUGUSTOWSKI,CZORTKOWSKI,471.2973744781854
baseline,1934,AUGUSTOWSKI,CZĘSTOCHOWSKI,340.1187163322053
baseline,1934,AUGUSTOWSKI,DOBROMILSKI,417.674263191425
baseline,1934,AUGUSTOWSKI,DOLIŃSKI,419.9744710245375
baseline,1934,AUGUSTOWSKI,DROHICKI,237.45014352253133
baseline,1934,AUGUSTOWSKI,DROHOBYCKI,409.5514863644606
baseline,1934,AUGUSTOWSKI,DUBIEŃSKI,362.46646831594984
baseline,1934,AUGUSTOWSKI,DZIAŁDOWSKI,292.33639635342246
baseline,1934,AUGUSTOWSKI,DZIŚNIEŃSKI,256.3913094456475
baseline,1934,AUGUSTOWSKI,DĄBROWSKI,402.7703207701552
baseline,1934,AUGUSTOWSKI,GARWOLIŃSKI,224.42410840902636
baseline,1934,AUGUSTOWSKI,GNIEŹNIEŃSKI,364.6654080903218
baseline,1934,AUGUSTOWSKI,GORLICKI,420.7337035083753
baseline,1934,AUGUSTOWSKI,GOSTYNIŃSKI,296.6878577847791
baseline,1934,AUGUSTOWSKI,GOSTYŃSKI,401.56824369583944
baseline,1934,AUGUSTOWSKI,GRODZIEŃSKI,60.57838864834387
baseline,1934,AUGUSTOWSKI,GRUDZIĄDZKI,344.62424702515716
baseline,1934,AUGUSTOWSKI,GRÓDECKI,368.15813036594324
baseline,1934,AUGUSTOWSKI,GRÓJECKI,231.953726921479
baseline,1934,AUGUSTOWSKI,HOROCHOWSKI,326.0936981497271
baseline,1934,AUGUSTOWSKI,HORODEŃSKI,487.1626602830461
baseline,1934,AUGUSTOWSKI,HRUBIESZOWSKI,303.36256596586003
baseline,1934,AUGUSTOWSKI,INOWROCŁAWSKI,350.0317280858818
baseline,1934,AUGUSTOWSKI,IWACEWICKI,211.48578778624142
baseline,1934,AUGUSTOWSKI,IŁŻECKI,320.803542537523
baseline,1934,AUGUSTOWSKI,JANOWSKI,295.2551891431342
baseline,1934,AUGUSTOWSKI,JAROCIŃSKI,383.31298302864315
baseline,1934,AUGUSTOWSKI,JAROSŁAWSKI,368.2545438999983
baseline,1934,AUGUSTOWSKI,JASIELSKI,413.7180865608808
baseline,1934,AUGUSTOWSKI,JAWOROWSKI,382.06591077971103
baseline,1934,AUGUSTOWSKI,JĘDRZEJOWSKI,327.8775140941241
baseline,1934,AUGUSTOWSKI,KALISKI,360.19113413345053
baseline,1934,AUGUSTOWSKI,KAMIONECKI,332.07430295740943
baseline,1934,AUGUSTOWSKI,KARTUSKI,428.451367851984
baseline,1934,AUGUSTOWSKI,KATOWICE,394.45731945483783
baseline,1934,AUGUSTOWSKI,KAŁUSKI,427.4146493985454
baseline,1934,AUGUSTOWSKI,KIELECKI,308.4948821984755
baseline,1934,AUGUSTOWSKI,KOBRYŃSKI,207.81389821109272
baseline,1934,AUGUSTOWSKI,KOLBUSZOWSKI,370.73198839918405
baseline,1934,AUGUSTOWSKI,KOLSKI,303.86948108104167
baseline,1934,AUGUSTOWSKI,KONECKI,304.24894568595346
baseline,1934,AUGUSTOWSKI,KONIŃSKI,330.64530928440405
baseline,1934,AUGUSTOWSKI,KOPYCZYNIECKI,463.94084166337416
baseline,1934,AUGUSTOWSKI,KOSOWSKI (KOSÓW HUCULSKI),485.20568508780474
baseline,1934,AUGUSTOWSKI,KOSTOPOLSKI,343.06527654189483
baseline,1934,AUGUSTOWSKI,KOSZYRSKI,297.8250052200069
baseline,1934,AUGUSTOWSKI,KOWELSKI,250.5024671945496
baseline,1934,AUGUSTOWSKI,KOZIENICKI,255.39420739300547
baseline,1934,AUGUSTOWSKI,KOŁOMYJSKI,457.4128964334144
baseline,1934,AUGUSTOWSKI,KOŚCIAŃSKI,408.67099195783084
baseline,1934,AUGUSTOWSKI,KOŚCIERSKI,412.29530523382346
baseline,1934,AUGUSTOWSKI,KRAKOWSKI,383.2166044033558
baseline,1934,AUGUSTOWSKI,KRAKÓW (MIASTO),382.902043196367
baseline,1934,AUGUSTOWSKI,KRASNOSTAWSKI,261.9598614336988
baseline,1934,AUGUSTOWSKI,KROTOSZYŃSKI,386.2475081726628
baseline,1934,AUGUSTOWSKI,KROŚNIEŃSKI,425.99402112882825
baseline,1934,AUGUSTOWSKI,KRZEMIENIECKI,382.25464794082416
baseline,1934,AUGUSTOWSKI,KUTNOWSKI,277.74355691258876
baseline,1934,AUGUSTOWSKI,KĘPIŃSKI,388.1187027329054
baseline,1934,AUGUSTOWSKI,LESKI,468.09872955042243
baseline,1934,AUGUSTOWSKI,LESZCZYŃSKI,415.8855617874832
baseline,1934,AUGUSTOWSKI,LIDZKI,131.57961062989304
baseline,1934,AUGUSTOWSKI,LIMANOWSKI,445.42629981856555
baseline,1934,AUGUSTOWSKI,LIPNOWSKI,304.35499466287916
baseline,1934,AUGUSTOWSKI,LUBACZOWSKI,347.9800778299013
baseline,1934,AUGUSTOWSKI,LUBARTOWSKI,251.68754385516885
baseline,1934,AUGUSTOWSKI,LUBAWSKI,313.9304719940987
baseline,1934,AUGUSTOWSKI,LUBELSKI,267.84791896251267
baseline,1934,AUGUSTOWSKI,LUBLINIECKI,378.498947628063
baseline,1934,AUGUSTOWSKI,LUBOMELSKI,267.8978574257878
baseline,1934,AUGUSTOWSKI,LWOWSKI,354.3637635638384
baseline,1934,AUGUSTOWSKI,LWÓW (MIASTO),349.5298855373799
baseline,1934,AUGUSTOWSKI,M. ST. WARSZAWA,200.94894115818903
baseline,1934,AUGUSTOWSKI,MAKOWSKI (MAKÓW MAZOWIECKI),295.6645167311848
baseline,1934,AUGUSTOWSKI,MIECHOWSKI,357.4915554452839
baseline,1934,AUGUSTOWSKI,MIELECKI,353.85943359396356
baseline,1934,AUGUSTOWSKI,MIĘDZYCHODZKI,432.34279731142243
baseline,1934,AUGUSTOWSKI,MIŃSKI,200.07624994096972
baseline,1934,AUGUSTOWSKI,MOGILEŃSKI,362.2650249956202
baseline,1934,AUGUSTOWSKI,MORSKI,453.7830005873029
baseline,1934,AUGUSTOWSKI,MOŁODECZAŃSKI,201.6434807438382
baseline,1934,AUGUSTOWSKI,MOŚCISKI,400.62945174624696
baseline,1934,AUGUSTOWSKI,MYŚLENICKI,437.40689658537013
baseline,1934,AUGUSTOWSKI,MŁAWSKI,278.0916791309704
baseline,1934,AUGUSTOWSKI,NADWÓRNIAŃSKI,459.31916893320806
baseline,1934,AUGUSTOWSKI,NIESZAWSKI,323.451534831877
baseline,1934,AUGUSTOWSKI,NIEŚWIESKI,197.65363354611554
baseline,1934,AUGUSTOWSKI,NIŻAŃSKI,324.12260883128835
baseline,1934,AUGUSTOWSKI,NOWOGRÓDZKI,170.58644451670426
baseline,1934,AUGUSTOWSKI,NOWOSĄDECKI,429.39506848615883
baseline,1934,AUGUSTOWSKI,NOWOTARSKI,441.211614337066
baseline,1934,AUGUSTOWSKI,NOWOTOMYSKI,421.5368449278955
baseline,1934,AUGUSTOWSKI,OBORNICKI,400.75681279207794
baseline,1934,AUGUSTOWSKI,OLKUSKI,373.35110509337983
baseline,1934,AUGUSTOWSKI,OPATOWSKI,320.43837769616505
baseline,1934,AUGUSTOWSKI,OPOCZYŃSKI,297.2767316985086
baseline,1934,AUGUSTOWSKI,OSTROWSKI (OSTRÓW MAZOWIECKA),161.38253893394966
baseline,1934,AUGUSTOWSKI,OSTROWSKI (OSTRÓW WIELKOPOLSKI),361.8993932990368
baseline,1934,AUGUSTOWSKI,OSTROŁĘCKI,170.04750536264294
baseline,1934,AUGUSTOWSKI,OSZMIAŃSKI,239.036622493935
baseline,1934,AUGUSTOWSKI,PIOTRKOWSKI,292.0012423326466
baseline,1934,AUGUSTOWSKI,PIŃCZOWSKI,361.0518987058454
baseline,1934,AUGUSTOWSKI,PIŃSKI,271.0502176007371
baseline,1934,AUGUSTOWSKI,PODHAJECKI,413.7001016951813
baseline,1934,AUGUSTOWSKI,POSTAWSKI,235.7988024757122
baseline,1934,AUGUSTOWSKI,POZNAŃ (MIASTO),381.73799117096826
baseline,1934,AUGUSTOWSKI,POZNAŃSKI,382.5060383214835
baseline,1934,AUGUSTOWSKI,PRUŻAŃSKI,220.6577231406477
baseline,1934,AUGUSTOWSKI,PRZASNYCKI,207.00205635110188
baseline,1934,AUGUSTOWSKI,PRZEMYSKI,385.39127667562303
baseline,1934,AUGUSTOWSKI,PRZEMYŚLAŃSKI,381.89536646475693
