origin_district,dest_district,time_min
AUGUSTOWSKI,BARANOWICKI,1688.4511930618428
AUGUSTOWSKI,BIALSKI (BIAŁA KRAKOWSKA),3489.5585829563724
AUGUSTOWSKI,BIALSKI (BIAŁA PODLASKA),1698.7002066383639
AUGUSTOWSKI,BIAŁOSTOCKI,949.8370299671635
AUGUSTOWSKI,BIELSKI (BIELSK PODLASKI),1210.1765977349876
AUGUSTOWSKI,BIELSKO,3483.199278807299
AUGUSTOWSKI,BIŁGORAJSKI,2449.2039241776406
AUGUSTOWSKI,BOCHEŃSKI,3271.7536593963823
AUGUSTOWSKI,BORSZCZOWSKI,4095.7486640435613
AUGUSTOWSKI,BRASŁAWSKI,2069.7642574127904
AUGUSTOWSKI,BRODNICKI,2571.3672181810825
AUGUSTOWSKI,BRODZKI,3083.8907740232144
AUGUSTOWSKI,BRZESKI (BRZESKO),3341.755343614782
AUGUSTOWSKI,BRZESKI (BRZEŚĆ N.BUG.),1468.8382333874706
AUGUSTOWSKI,BRZEZIŃSKI,2432.3816459978407
AUGUSTOWSKI,BRZEŻAŃSKI,3278.633004869756
AUGUSTOWSKI,BRZOZOWSKI,3176.678051464115
AUGUSTOWSKI,BUCZACKI,3672.616639374828
AUGUSTOWSKI,BYDGOSKI,3062.870422613046
AUGUSTOWSKI,BÓBRECKI,3240.2768070194884
AUGUSTOWSKI,BĘDZIŃSKI,3297.7050871046695
AUGUSTOWSKI,BŁOŃSKI,2338.611912725269
AUGUSTOWSKI,CHEŁMIŃSKI,3023.0042046460167
AUGUSTOWSKI,CHEŁMSKI,1968.7588839653865
AUGUSTOWSKI,CHODZIESKI,3399.699549556653
AUGUSTOWSKI,CHOJNICKI,3354.272632101296
AUGUSTOWSKI,CHORZÓW,3198.023141705065
AUGUSTOWSKI,CHRZANOWSKI,3214.0987292592717
AUGUSTOWSKI,CIECHANOWSKI,2107.4702825878367
AUGUSTOWSKI,CIESZYŃSKI,3542.2707937784444
AUGUSTOWSKI,CZARNKOWSKI,3590.466427587293
AUGUSTOWSKI,CZORTKOWSKI,3723.1399918194334
AUGUSTOWSKI,CZĘSTOCHOWSKI,2958.7961327053763
AUGUSTOWSKI,DOBROMILSKI,3392.2315611090116
AUGUSTOWSKI,DOLIŃSKI,3372.209784057622
AUGUSTOWSKI,DROHICKI,2102.128151899024
AUGUSTOWSKI,DROHOBYCKI,3243.5852664367685
AUGUSTOWSKI,DUBIEŃSKI,2966.451648041532
AUGUSTOWSKI,DZIAŁDOWSKI,2504.796609262686
AUGUSTOWSKI,DZIŚNIEŃSKI,2200.64529758732
AUGUSTOWSKI,DĄBROWSKI,3212.8846941341603
AUGUSTOWSKI,GARWOLIŃSKI,1992.8020894824722
AUGUSTOWSKI,GNIEŹNIEŃSKI,3064.3734702489733
