origin_district,dest_district,time_min
AUGUSTOWSKI,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),1389.6277330860728
AUGUSTOWSKI,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1251.716718788734
AUGUSTOWSKI,SZUBIŃSKI,3368.374383272847
AUGUSTOWSKI,SĘPOLEŃSKI,3546.2291996298036
AUGUSTOWSKI,SŁONIMSKI,1324.586888191314
AUGUSTOWSKI,TARNOBRZESKI,4556.70820226795
AUGUSTOWSKI,TARNOGÓRSKI,3577.939863977361
AUGUSTOWSKI,TARNOPOLSKI,3946.616637407448
AUGUSTOWSKI,TARNOWSKI,4069.882667237367
AUGUSTOWSKI,TCZEWSKI,3558.7601160169215
AUGUSTOWSKI,TOMASZOWSKI,4348.236969046187
AUGUSTOWSKI,TORUŃSKI,3069.455574810424
AUGUSTOWSKI,TREMBOWELSKI,4102.966844649014
AUGUSTOWSKI,TUCHOLSKI,3369.0628775125588
AUGUSTOWSKI,TURCZAŃSKI,4336.484982044892
AUGUSTOWSKI,TURECKI,3404.75996617729
AUGUSTOWSKI,TŁUMACKI,4488.819180478546
AUGUSTOWSKI,WADOWICKI,3703.8186881560778
AUGUSTOWSKI,WARSZAWSKI,1970.393489924127
AUGUSTOWSKI,WIELUŃSKI,3822.701185622125
AUGUSTOWSKI,WILEJSKI,2191.967647251442
AUGUSTOWSKI,WILEŃSKO-TROCKI,1478.1108614201803
AUGUSTOWSKI,WILNO (MIASTO),1270.9152206420413
AUGUSTOWSKI,WOLSZTYŃSKI,3803.897621672175
AUGUSTOWSKI,WOŁKOWYSKI,1115.1068232419975
AUGUSTOWSKI,WOŁOŻYŃSKI,2369.5671370900905
AUGUSTOWSKI,WRZESIŃSKI,3632.5052086470387
AUGUSTOWSKI,WYRZYSKI,3469.62092066068
AUGUSTOWSKI,WYSOKOMAZOWIECKI,1301.1534704937656
AUGUSTOWSKI,WĄBRZESKI,2992.045007935434
AUGUSTOWSKI,WĄGROWIECKI,3593.460144110372
AUGUSTOWSKI,WĘGROWSKI,1875.6142807096894
AUGUSTOWSKI,WŁOCŁAWSKI,2900.1149696564207
AUGUSTOWSKI,WŁODAWSKI,2092.440221610664
AUGUSTOWSKI,WŁODZIMIERSKI,2431.751970418165
AUGUSTOWSKI,WŁOSZCZOWSKI,3086.9918730068657
AUGUSTOWSKI,ZALESZCZYCKI,4654.3639092868425
AUGUSTOWSKI,ZAMOJSKI,4715.26054586905
AUGUSTOWSKI,ZBARASKI,4116.593740693496
AUGUSTOWSKI,ZBOROWSKI,4006.1239436266287
AUGUSTOWSKI,ZDOŁBUNOWSKI,3144.174655313638
AUGUSTOWSKI,ZŁOCZOWSKI,3705.852844178485
AUGUSTOWSKI,ŁASKI,2835.8490734681154
AUGUSTOWSKI,ŁAŃCUCKI,4624.466481701653
AUGUSTOWSKI,ŁOMŻYŃSKI,1481.9075307450667
AUGUSTOWSKI,ŁOWICKI,2278.0326429123766
AUGUSTOWSKI,ŁUCKI,2601.4900976092495
AUGUSTOWSKI,ŁUKOWSKI,1989.7406265747459
AUGUSTOWSKI,ŁUNINIECKI,2185.4575415878285
AUGUSTOWSKI,ŁÓDZKI,2532.089721014325
AUGUSTOWSKI,ŁÓDŹ (MIASTO),2597.691228337509
AUGUSTOWSKI,ŁĘCZYCKI,2736.7601464961704
AUGUSTOWSKI,ŚNIATYŃSKI,4863.880435451257
AUGUSTOWSKI,ŚREDZKI,3605.9897352550383
AUGUSTOWSKI,ŚREMSKI,3858.293784158712
AUGUSTOWSKI,ŚWIECKI,3168.8888621133374
AUGUSTOWSKI,ŚWIĘCIAŃSKI,1797.0294891048263
AUGUSTOWSKI,ŚWIĘTOCHŁOWICKI,3490.074783271816
AUGUSTOWSKI,ŻNIŃSKI,3451.3754193602617
AUGUSTOWSKI,ŻYDACZOWSKI,4197.4057972288165
AUGUSTOWSKI,ŻYWIECKI,3852.814213702382
AUGUSTOWSKI,ŻÓŁKIEWSKI,3985.9529858556766
BARANOWICKI,AUGUSTOWSKI,1601.8398309554877
BARANOWICKI,BIALSKI (BIAŁA KRAKOWSKA),3568.8784436353803
BARANOWICKI,BIALSKI (BIAŁA PODLASKA),1455.7486358213887
BARANOWICKI,BIAŁOSTOCKI,1227.3650896457982
BARANOWICKI,BIELSKI (BIELSK PODLASKI),1352.7832626629934
BARANOWICKI,BIELSKO,3571.537420720652
BARANOWICKI,BIŁGORAJSKI,3867.0713652150207
BARANOWICKI,BOCHEŃSKI,3636.671265752856
BARANOWICKI,BORSZCZOWSKI,3602.5303392986407
BARANOWICKI,BRASŁAWSKI,2818.936946911248
BARANOWICKI,BRODNICKI,2990.276064001744
BARANOWICKI,BRODZKI,2227.6407469010405
BARANOWICKI,BRZESKI (BRZESKO),4077.1524640154025
BARANOWICKI,BRZESKI (BRZEŚĆ N.BUG.),1206.4968060527597
BARANOWICKI,BRZEZIŃSKI,2794.2915939775257
BARANOWICKI,BRZEŻAŃSKI,3187.8648568774197
BARANOWICKI,BRZOZOWSKI,3629.4061785393365
BARANOWICKI,BUCZACKI,3393.5225084027857
BARANOWICKI,BYDGOSKI,3547.820710621813
BARANOWICKI,BÓBRECKI,3114.6993297331333
BARANOWICKI,BĘDZIŃSKI,3384.4411012959813
BARANOWICKI,BŁOŃSKI,2741.4431847168976
BARANOWICKI,CHEŁMIŃSKI,3477.5152067039307
BARANOWICKI,CHEŁMSKI,1744.7690872771307
BARANOWICKI,CHODZIESKI,3890.1094010600987
BARANOWICKI,CHOJNICKI,3837.744954309524
BARANOWICKI,CHORZÓW,3269.3478084868734
BARANOWICKI,CHRZANOWSKI,3277.48093919723
BARANOWICKI,CIECHANOWSKI,2487.5103276146983
BARANOWICKI,CIESZYŃSKI,3641.0210285828684
BARANOWICKI,CZARNKOWSKI,4216.277742060692
BARANOWICKI,CZORTKOWSKI,3216.1147295358546
BARANOWICKI,CZĘSTOCHOWSKI,3147.3895917616906
BARANOWICKI,DOBROMILSKI,3332.2094250724344
BARANOWICKI,DOLIŃSKI,3254.98448870263
BARANOWICKI,DROHICKI,1581.4889451609172
BARANOWICKI,DROHOBYCKI,3124.122644364026
BARANOWICKI,DUBIEŃSKI,2091.4260694530567
BARANOWICKI,DZIAŁDOWSKI,2914.261554636404
BARANOWICKI,DZIŚNIEŃSKI,2151.7706863783123
BARANOWICKI,DĄBROWSKI,3966.7006451664297
BARANOWICKI,GARWOLIŃSKI,2245.5991026166093
BARANOWICKI,GNIEŹNIEŃSKI,3701.874507674232
BARANOWICKI,GORLICKI,3875.3362647444533
BARANOWICKI,GOSTYNIŃSKI,3092.382159067127
BARANOWICKI,GOSTYŃSKI,3703.1230198068324
BARANOWICKI,GRODZIEŃSKI,1314.252915316097
BARANOWICKI,GRUDZIĄDZKI,3224.254029656961
BARANOWICKI,GRÓDECKI,2813.82668408718
BARANOWICKI,GRÓJECKI,2525.6029320496837
BARANOWICKI,HOROCHOWSKI,3292.096985395245
BARANOWICKI,HORODEŃSKI,3674.3839018207163
BARANOWICKI,HRUBIESZOWSKI,2528.9366090360013
BARANOWICKI,INOWROCŁAWSKI,3516.707333297531
BARANOWICKI,IWACEWICKI,681.7858333420229
BARANOWICKI,IŁŻECKI,2811.9304801805006
BARANOWICKI,JANOWSKI,4080.603231982518
BARANOWICKI,JAROCIŃSKI,3603.270098108257
BARANOWICKI,JAROSŁAWSKI,3277.4518432482732
BARANOWICKI,JASIELSKI,3708.9679557955756
BARANOWICKI,JAWOROWSKI,2917.410452387489
BARANOWICKI,JĘDRZEJOWSKI,2698.8252569390406
BARANOWICKI,KALISKI,3369.5161490818764
BARANOWICKI,KAMIONECKI,2895.46603879
BARANOWICKI,KARTUSKI,4111.5851079530485
BARANOWICKI,KATOWICE,3312.081973154586
BARANOWICKI,KAŁUSKI,3465.2258371106327
BARANOWICKI,KIELECKI,2576.9898305661586
BARANOWICKI,KOBRYŃSKI,1261.3708584854273
BARANOWICKI,KOLBUSZOWSKI,4204.9047908275
BARANOWICKI,KOLSKI,3582.710106841507
BARANOWICKI,KONECKI,2580.8528690514054
BARANOWICKI,KONIŃSKI,4116.681543691241
BARANOWICKI,KOPYCZYNIECKI,3183.8929824106194
BARANOWICKI,KOSOWSKI (KOSÓW HUCULSKI),4000.498160466982
BARANOWICKI,KOSTOPOLSKI,1753.8320415155617
BARANOWICKI,KOSZYRSKI,2307.928754772786
BARANOWICKI,KOWELSKI,1935.424592701021
BARANOWICKI,KOZIENICKI,2139.38145465773
BARANOWICKI,KOŁOMYJSKI,3508.1227021425725
BARANOWICKI,KOŚCIAŃSKI,3914.398935384375
BARANOWICKI,KOŚCIERSKI,3963.510844648111
BARANOWICKI,KRAKOWSKI,3559.972361363886
BARANOWICKI,KRAKÓW (MIASTO),3565.4371155552417
BARANOWICKI,KRASNOSTAWSKI,2159.273898234521
BARANOWICKI,KROTOSZYŃSKI,3619.4944209479086
BARANOWICKI,KROŚNIEŃSKI,3609.7519183030417
BARANOWICKI,KRZEMIENIECKI,2323.906717635178
BARANOWICKI,KUTNOWSKI,2715.9165631219917
BARANOWICKI,KĘPIŃSKI,3609.5705360029233
BARANOWICKI,LESKI,3749.3897210907007
BARANOWICKI,LESZCZYŃSKI,3822.887481677339
BARANOWICKI,LIDZKI,777.7431355294527
BARANOWICKI,LIMANOWSKI,3963.996189748345
BARANOWICKI,LIPNOWSKI,3350.389925784341
BARANOWICKI,LUBACZOWSKI,3169.341241336333
BARANOWICKI,LUBARTOWSKI,2037.4404315120016
BARANOWICKI,LUBAWSKI,2979.758291960461
BARANOWICKI,LUBELSKI,2100.3557876321147
BARANOWICKI,LUBLINIECKI,3630.801425367056
BARANOWICKI,LUBOMELSKI,2109.1283551647257
BARANOWICKI,LWOWSKI,2715.4456358858192
BARANOWICKI,LWÓW (MIASTO),2604.066634866736
BARANOWICKI,M. ST. WARSZAWA,2075.0609703561126
BARANOWICKI,MAKOWSKI (MAKÓW MAZOWIECKI),2203.642496570464
BARANOWICKI,MIECHOWSKI,3128.9591580831707
BARANOWICKI,MIELECKI,3843.310318271774
BARANOWICKI,MIĘDZYCHODZKI,4388.932731854265
BARANOWICKI,MIŃSKI,1966.1717214289051
BARANOWICKI,MOGILEŃSKI,3596.9661067964357
BARANOWICKI,MORSKI,4409.055968046558
BARANOWICKI,MOŁODECZAŃSKI,1299.4058924687813
BARANOWICKI,MOŚCISKI,3250.61983476465
BARANOWICKI,MYŚLENICKI,3918.0194604563653
BARANOWICKI,MŁAWSKI,2752.8493253371275
BARANOWICKI,NADWÓRNIAŃSKI,3588.2755619329537
BARANOWICKI,NIESZAWSKI,3252.846789939086
BARANOWICKI,NIEŚWIESKI,1015.7633352299146
BARANOWICKI,NIŻAŃSKI,3866.936114714495
BARANOWICKI,NOWOGRÓDZKI,648.8051031352849
BARANOWICKI,NOWOSĄDECKI,4017.513752758203
BARANOWICKI,NOWOTARSKI,3778.0493766008412
BARANOWICKI,NOWOTOMYSKI,4226.090691369361
BARANOWICKI,OBORNICKI,4090.0743161152736
BARANOWICKI,OLKUSKI,3165.156836988818
BARANOWICKI,OPATOWSKI,2697.417526115312
BARANOWICKI,OPOCZYŃSKI,2639.4419163756943
BARANOWICKI,OSTROWSKI (OSTRÓW MAZOWIECKA),1757.338005630486
BARANOWICKI,OSTROWSKI (OSTRÓW WIELKOPOLSKI),3410.618115403942
BARANOWICKI,OSTROŁĘCKI,1887.2719490167158
BARANOWICKI,OSZMIAŃSKI,1664.3328591772545
BARANOWICKI,PIOTRKOWSKI,3048.7388255272635
BARANOWICKI,PIŃCZOWSKI,3189.0215723043775
BARANOWICKI,PIŃSKI,1075.9346774576518
BARANOWICKI,PODHAJECKI,3180.607128232299
BARANOWICKI,POSTAWSKI,1993.9210677798962
BARANOWICKI,POZNAŃ (MIASTO),3915.862513022165
BARANOWICKI,POZNAŃSKI,3944.023075915031
BARANOWICKI,PRUŻAŃSKI,887.2282988862354
BARANOWICKI,PRZASNYCKI,3142.0588408178737
BARANOWICKI,PRZEMYSKI,3106.404718277219
BARANOWICKI,PRZEMYŚLAŃSKI,2970.702201602275
BARANOWICKI,PRZEWORSKI,3378.3952756185204
BARANOWICKI,PSZCZYŃSKI,3392.7503871161175
BARANOWICKI,PUŁAWSKI,2234.0126059906825
BARANOWICKI,PUŁTUSKI,2489.0579241967016
BARANOWICKI,PŁOCKI,3092.822765652053
BARANOWICKI,PŁOŃSKI,2694.3031356192505
BARANOWICKI,RADOMSKI,2233.828027053184
BARANOWICKI,RADOMSZCZAŃSKI,3171.6009658507983
BARANOWICKI,RADZIECHOWSKI,3218.067487446711
BARANOWICKI,RADZYMIŃSKI,1858.0544126286823
BARANOWICKI,RADZYŃSKI,1866.406382178534
BARANOWICKI,RAWICKI,3674.6796845124204
BARANOWICKI,RAWSKI (RAWA MAZOWIECKA),3096.782381221401
BARANOWICKI,RAWSKI (RAWA RUSKA),2960.5561819460563
BARANOWICKI,ROHATYŃSKI,3236.261899686015
BARANOWICKI,ROPCZYCKI,3754.193966080863
BARANOWICKI,RUDECKI,3029.635875947767
BARANOWICKI,RYBNICKI,3487.939445897308
BARANOWICKI,RYPIŃSKI,3312.0570801161703
BARANOWICKI,RZESZOWSKI,3545.6360790211743
BARANOWICKI,RÓWIEŃSKI,1938.53559088414
BARANOWICKI,SAMBORSKI,2992.5590099566266
BARANOWICKI,SANDOMIERSKI,3984.380025278283
BARANOWICKI,SANOCKI,3549.129674942552
BARANOWICKI,SARNEŃSKI,1312.0448670155151
BARANOWICKI,SIEDLECKI,1755.4776174991957
BARANOWICKI,SIERADZKI,3017.918024268033
BARANOWICKI,SIERPECKI,3431.042833231378
BARANOWICKI,SKAŁACKI,3090.031328809483
BARANOWICKI,SKIERNIEWICKI,2650.608395445866
BARANOWICKI,SOCHACZEWSKI,2444.951254344491
BARANOWICKI,SOKALSKI,3549.1280641058165
BARANOWICKI,SOKOŁOWSKI,1859.6723449503745
BARANOWICKI,SOKÓLSKI,1389.9953743900005
BARANOWICKI,STANISŁAWOWSKI,3270.7546165062186
BARANOWICKI,STAROGARDZKI,3676.515000597129
BARANOWICKI,STOLIŃSKI,1194.5314841457398
BARANOWICKI,STOPNICKI,4257.659447434073
BARANOWICKI,STOŁPECKI,769.0250448072468
BARANOWICKI,STRYJSKI,3365.897299731637
BARANOWICKI,SUWALSKI,1671.313374210007
BARANOWICKI,SZAMOTULSKI,4178.713208832723
BARANOWICKI,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),1608.477615560374
BARANOWICKI,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1276.9598145279613
BARANOWICKI,SZUBIŃSKI,3587.2242657471484
BARANOWICKI,SĘPOLEŃSKI,3765.0790821041046
BARANOWICKI,SŁONIMSKI,469.21474559233536
BARANOWICKI,TARNOBRZESKI,3733.524977901636
BARANOWICKI,TARNOGÓRSKI,3385.386156175781
BARANOWICKI,TARNOPOLSKI,2847.4394093458127
BARANOWICKI,TARNOWSKI,3874.380607981132
BARANOWICKI,TCZEWSKI,3777.609998491222
BARANOWICKI,TOMASZOWSKI,3249.059740984553
BARANOWICKI,TORUŃSKI,3288.3054572847254
BARANOWICKI,TREMBOWELSKI,3003.789616587379
BARANOWICKI,TUCHOLSKI,3587.9127599868593
BARANOWICKI,TURCZAŃSKI,3237.3077539832557
BARANOWICKI,TURECKI,3623.6098486515916
BARANOWICKI,TŁUMACKI,3389.641952416912
BARANOWICKI,WADOWICKI,3511.264980354499
BARANOWICKI,WARSZAWSKI,2188.1515863253935
BARANOWICKI,WIELUŃSKI,4041.551068096427
BARANOWICKI,WILEJSKI,1638.799606621143
BARANOWICKI,WILEŃSKO-TROCKI,1256.134316725967
BARANOWICKI,WILNO (MIASTO),1081.6424659355353
BARANOWICKI,WOLSZTYŃSKI,4022.747504146475
BARANOWICKI,WOŁKOWYSKI,841.7093898653518
BARANOWICKI,WOŁOŻYŃSKI,1816.399096459792
BARANOWICKI,WRZESIŃSKI,3851.3550911213406
BARANOWICKI,WYRZYSKI,3688.470803134983
BARANOWICKI,WYSOKOMAZOWIECKI,1520.0033529680663
BARANOWICKI,WĄBRZESKI,3210.894890409736
BARANOWICKI,WĄGROWIECKI,3812.3100265846733
