District,year,scenario,ma_total,ma_total_no_self,ma_domestic,ma_domestic_no_self,ma_domestic_inter,ma_domestic_self,ma_foreign
KALISKI,1926,fixed14,508431455.3719325,508429565.6316163,1956.1996057234333,66.45928948977124,66.45928948977124,1889.740316233662,508429499.1723268
KAMIONECKI,1926,fixed14,403546996.063171,403546404.0230833,668.3352229822517,76.29513527824989,76.29513527824989,592.0400877040018,403546327.72794807
KARTUSKI,1926,fixed14,430427409.0773264,430426908.3016468,528.8646910322035,28.089011414743077,28.089011414743077,500.77567961746047,430426880.2126354
KATOWICE,1926,fixed14,527563960.23825884,527500902.70853406,63818.48849082085,760.9587660334648,760.9587660334648,63057.52972478738,527500141.749768
KAŁUSKI,1926,fixed14,395628251.0269007,395627665.39043236,610.2059374699655,24.56946907187757,24.56946907187757,585.6364683980879,395627640.82096326
KIELECKI,1926,fixed14,463475217.47011507,463474445.1953257,872.4585343090619,100.18374489521477,100.18374489521477,772.2747894138471,463474345.01158077
KOBRYŃSKI,1926,fixed14,399022693.07668525,399022453.1479013,288.28166363434457,48.35287969578329,48.35287969578329,239.92878393856125,399022404.7950216
KOLBUSZOWSKI,1926,fixed14,412523467.74826705,412522727.57151484,763.5174879806406,23.34073581388378,23.34073581388378,740.1767521667568,412522704.23077905
KOLSKI,1926,fixed14,498854283.28243154,498852911.888271,1517.502704681155,146.10854409824012,146.10854409824012,1371.3941605829148,498852765.77972686
KONECKI,1926,fixed14,465353526.3305532,465352945.09203196,698.9145834495496,117.67606221928196,117.67606221928196,581.2385212302677,465352827.4159697
KONIŃSKI,1926,fixed14,503924655.95082337,503923682.2052636,1053.6916909786216,79.94613123142506,79.94613123142506,973.7455597471966,503923602.2591324
KOPYCZYNIECKI,1926,fixed14,392537276.03815234,392536436.89565164,891.9869721899086,52.844471520410494,52.844471520410494,839.1425006694981,392536384.0511801
KOSOWSKI (KOSÓW HUCULSKI),1926,fixed14,378989202.4020056,378988964.0447822,250.38019319683082,12.022969798568012,12.022969798568012,238.35722339826282,378988952.02181244
KOSTOPOLSKI,1926,fixed14,366051463.49963605,366051291.2867526,193.27166601935903,21.058782545754806,21.058782545754806,172.21288347360422,366051270.22797006
KOSZYRSKI,1926,fixed14,364789202.37729675,364789027.6721861,190.42502048013608,15.719909779891537,15.719909779891537,174.70511070024455,364789011.9522763
KOWELSKI,1926,fixed14,395802950.0476404,395802788.1964796,199.96658402715815,38.11542324399677,38.11542324399677,161.85116078316136,395802750.08105636
KOZIENICKI,1926,fixed14,436640975.52559775,436640488.450402,581.876262142516,94.80106638469044,94.80106638469044,487.0751957578256,436640393.6493356
KOŁOMYJSKI,1926,fixed14,416311354.130345,416310472.94381714,932.7865634704815,51.60003561822315,51.60003561822315,881.1865278522583,416310421.34378153
KOŚCIAŃSKI,1926,fixed14,573304116.2992322,573302526.0917194,1850.510034648125,260.3025218230486,260.3025218230486,1590.2075128250763,573302265.7891976
KOŚCIERSKI,1926,fixed14,442680241.51723,442679577.6529937,698.4536779651964,34.58944166844372,34.58944166844372,663.8642362967528,442679543.063552
KRAKOWSKI,1926,fixed14,483770648.51283735,483769016.1427454,2329.3309673494596,696.9608754018308,696.9608754018308,1632.3700919476287,483768319.18187
KRAKÓW (MIASTO),1926,fixed14,483981399.21850497,483677028.0383216,304654.99828257645,283.818099220514,283.818099220514,304371.18018335593,483676744.2202224
KRASNOSTAWSKI,1926,fixed14,410821087.1069361,410820241.1950139,903.7498597812394,57.83793759503397,57.83793759503397,845.9119221862054,410820183.3570763
KROTOSZYŃSKI,1926,fixed14,532176124.89707005,532174197.5477432,2057.1295627349336,129.78023585987,129.78023585987,1927.3493268750638,532174067.7675073
KROŚNIEŃSKI,1926,fixed14,434789563.0719102,434788088.6666805,1545.8126113075405,71.40738159906505,71.40738159906505,1474.4052297084754,434788017.2592989
KRZEMIENIECKI,1926,fixed14,366852294.7915311,366851816.8139274,494.43692974083757,16.45932608334032,16.45932608334032,477.97760365749724,366851800.3546013
KUTNOWSKI,1926,fixed14,491655776.53334254,491652694.12872887,3368.745026779213,286.34041310318486,286.34041310318486,3082.404613676028,491652407.7883158
KĘPIŃSKI,1926,fixed14,523851624.13689774,523850527.273924,1163.4808857036728,66.61791195339946,66.61791195339946,1096.8629737502733,523850460.65601206
LESKI,1926,fixed14,403065219.84002656,403064803.59825414,440.082813995429,23.841041563040754,23.841041563040754,416.24177243238825,403064779.7572126
LESZCZYŃSKI,1926,fixed14,575273434.2448839,575271740.2998058,1897.3514431224035,203.40636498503173,203.40636498503173,1693.9450781373716,575271536.8934407
LIDZKI,1926,fixed14,369524051.8760778,369523812.4774583,271.4372852311176,32.03866575430231,32.03866575430231,239.3986194768153,369523780.4387925
LIMANOWSKI,1926,fixed14,447113737.97936034,447113081.1102262,717.7812520025767,60.9121178850146,60.9121178850146,656.8691341175621,447113020.1981083
LIPNOWSKI,1926,fixed14,405240956.5589306,405240022.7190448,992.2281430369273,58.388257250077544,58.388257250077544,933.8398857868498,405239964.33078754
LUBACZOWSKI,1926,fixed14,399192730.70285124,399192101.7547651,664.3734816731842,35.425395548982365,35.425395548982365,628.9480861242018,399192066.32936954
LUBARTOWSKI,1926,fixed14,425791384.27703637,425790671.8491224,847.0169258851877,134.5890118999665,134.5890118999665,712.4279139852212,425790537.2601105
LUBAWSKI,1926,fixed14,448306204.68260604,448304848.41716444,1400.4146269887378,44.149185441491724,44.149185441491724,1356.2654415472462,448304804.267979
LUBELSKI,1926,fixed14,431546451.38583124,431544811.7512403,1744.7002953809067,105.06570445013213,105.06570445013213,1639.6345909307745,431544706.68553585
LUBLINIECKI,1926,fixed14,518788590.50139815,518787458.7013896,1234.5816266223976,102.78161808688307,102.78161808688307,1131.8000085355145,518787355.91977155
LUBOMELSKI,1926,fixed14,397266735.8995129,397266480.0331952,294.1610617760865,38.29474407950191,38.29474407950191,255.86631769658462,397266441.7384511
LWOWSKI,1926,fixed14,415945208.013304,415944206.458203,1548.1881101727267,546.6330092030379,546.6330092030379,1001.5551009696889,415943659.8251938
LWÓW (MIASTO),1926,fixed14,424343076.6991922,424206765.449338,136612.61484621564,301.36499205052434,301.36499205052434,136311.24985416513,424206464.084346
M. ST. WARSZAWA,1926,fixed14,463760132.32054824,463266354.89506465,494402.49835638696,625.0728728140473,625.0728728140473,493777.42548357294,463265729.82219183
MAKOWSKI (MAKÓW MAZOWIECKI),1926,fixed14,419612547.32706565,419611891.1643062,703.1570292898713,46.994269870307654,46.994269870307654,656.1627594195636,419611844.1700364
MIECHOWSKI,1926,fixed14,467110162.6056349,467109192.07362807,1037.252301332871,66.72029450037654,66.72029450037654,970.5320068324944,467109125.3533336
MIELECKI,1926,fixed14,445006168.141474,445005476.6334168,775.3555095110594,83.8474522550914,83.8474522550914,691.508057255968,445005392.7859645
MIĘDZYCHODZKI,1926,fixed14,561482208.9803379,561481122.4554888,1148.5135224921455,61.988673468635206,61.988673468635206,1086.5248490235103,561481060.4668154
MIŃSKI,1926,fixed14,444569356.71996355,444568318.8893601,1362.1921819676402,324.3615784368914,324.3615784368914,1037.8306035307487,444567994.5277816
MOGILEŃSKI,1926,fixed14,509281152.04582334,509279743.99094856,1527.8675154521065,119.81264068865883,119.81264068865883,1408.0548747634477,509279624.1783079
MORSKI,1926,fixed14,415714618.3413038,415713631.3955294,1003.5685744317751,16.622799986648758,16.622799986648758,986.9457744451264,415713614.7727294
MOŁODECZAŃSKI,1926,fixed14,345821160.58904487,345820897.71680176,279.6636210767584,16.791377981515485,16.791377981515485,262.8722430952429,345820880.9254238
MOŚCISKI,1926,fixed14,410362179.62350523,410361329.8895366,891.9904319714115,42.25646333309747,42.25646333309747,849.733968638314,410361287.6330733
MYŚLENICKI,1926,fixed14,443642872.35890573,443641616.4175747,1301.5571599663342,45.61582894728331,45.61582894728331,1255.941331019051,443641570.8017458
MŁAWSKI,1926,fixed14,439675490.27365917,439674658.03996354,910.4095323224244,78.17583669564968,78.17583669564968,832.2336956267748,439674579.86412686
NADWÓRNIAŃSKI,1926,fixed14,404216496.6081866,404216121.04465324,411.05587815993823,35.49234479101905,35.49234479101905,375.5635333689192,404216085.55230844
NIESZAWSKI,1926,fixed14,489464165.2349475,489462976.5943234,1326.15073180537,137.5101076797458,137.5101076797458,1188.6406241256243,489462839.0842157
NIEŚWIESKI,1926,fixed14,346589719.0622722,346589231.0181381,500.73488922050683,12.69075512608236,12.69075512608236,488.04413409442446,346589218.327383
NIŻAŃSKI,1926,fixed14,425492690.96728414,425492030.96200025,693.5398491994756,33.53456535346517,33.53456535346517,660.0052838460105,425491997.4274349
NOWOGRÓDZKI,1926,fixed14,364388480.7802095,364388148.3987916,365.46797287546883,33.086554993772936,33.086554993772936,332.3814178816959,364388115.3122366
NOWOSĄDECKI,1926,fixed14,446228107.27198756,446227326.87832433,848.0296851796468,67.6360219460298,67.6360219460298,780.393663233617,446227259.24230236
NOWOTARSKI,1926,fixed14,458943141.4914599,458942509.48912364,708.3923889805336,76.39005272396857,76.39005272396857,632.0023362565651,458942433.0990709
NOWOTOMYSKI,1926,fixed14,591065198.1555005,591063636.0917774,1662.76246424036,100.69874125633214,100.69874125633214,1562.063722984028,591063535.3930362
OBORNICKI,1926,fixed14,542510031.1793487,542509123.979448,1110.7541825074804,203.5542817354301,203.5542817354301,907.1999007720505,542508920.4251662
OLKUSKI,1926,fixed14,481193351.8982565,481192319.0036662,1107.833329255339,74.9387390039608,74.9387390039608,1032.8945902513783,481192244.0649272
OPATOWSKI,1926,fixed14,445555131.45190394,445554173.5821823,1014.8737006356604,57.00397894881066,57.00397894881066,957.8697216868497,445554116.5782033
OPOCZYŃSKI,1926,fixed14,470257152.66324484,470256636.6135698,690.9818668448395,174.93219178943409,174.93219178943409,516.0496750554054,470256461.681378
OSTROWSKI (OSTRÓW MAZOWIECKA),1926,fixed14,423102887.228421,423102366.16651285,625.9858553750042,104.9239472908423,104.9239472908423,521.0619080841619,423102261.2425656
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1926,fixed14,533010259.3648406,533008661.4369191,1702.9514682354618,105.02354669779291,105.02354669779291,1597.927921537669,533008556.4133724
OSTROŁĘCKI,1926,fixed14,413270507.9927578,413270057.9207165,522.8806655454295,72.8086242900844,72.8086242900844,450.0720412553451,413269985.11209226
OSZMIAŃSKI,1926,fixed14,332448724.799438,332448337.64111936,396.7800873837237,9.621768764497403,9.621768764497403,387.1583186192263,332448328.0193506
PIOTRKOWSKI,1926,fixed14,470296928.6680832,470296014.38369733,1043.487827895668,129.2034420333833,129.2034420333833,914.2843858622847,470295885.1802553
PIŃCZOWSKI,1926,fixed14,456584727.2143696,456583746.3410533,1038.904464798978,58.031148500654844,58.031148500654844,980.8733162983232,456583688.3099048
PIŃSKI,1926,fixed14,373877125.2278017,373876934.0129219,216.3622538300198,25.147374114596087,25.147374114596087,191.2148797154237,373876908.86554784
PODHAJECKI,1926,fixed14,405830281.5060143,405829724.1230287,618.9736455068288,61.59065990398669,61.59065990398669,557.3829856028422,405829662.5323688
POSTAWSKI,1926,fixed14,332940007.4932417,332939781.6978721,239.1336717893295,13.338302115357614,13.338302115357614,225.7953696739719,332939768.35956997
POZNAŃ (MIASTO),1926,fixed14,576321327.8420928,576171114.6781523,150998.72635910663,785.5624187428402,785.5624187428402,150213.1639403638,576170329.1157336
POZNAŃSKI,1926,fixed14,568640864.7250637,568639730.0180635,2845.026065181632,1710.3190651301154,1710.3190651301154,1134.7070000515166,568638019.6989985
PRUŻAŃSKI,1926,fixed14,395613714.82972157,395613429.0074677,328.1284633935626,42.306209503324204,42.306209503324204,285.82225389023836,395613386.7012582
PRZASNYCKI,1926,fixed14,401660612.27402174,401660006.42041355,647.3013859115027,41.44777776966818,41.44777776966818,605.8536081418346,401659964.9726358
PRZEMYSKI,1926,fixed14,430592115.10562944,430590694.3169784,1519.9498314957364,99.16118046129439,99.16118046129439,1420.788651034442,430590595.15579796
PRZEMYŚLAŃSKI,1926,fixed14,408332364.5249244,408331602.760566,835.2859626009908,73.521604178964,73.521604178964,761.7643584220268,408331529.2389618
PRZEWORSKI,1926,fixed14,433434454.354041,433432388.0677213,2159.71756109576,93.43124136974907,93.43124136974907,2066.2863197260112,433432294.6364799
PSZCZYŃSKI,1926,fixed14,509207573.2708029,509204926.583262,2930.48248454016,283.7949436083512,283.7949436083512,2646.6875409318086,509204642.7883184
PUŁAWSKI,1926,fixed14,425072466.4371504,425071591.98625207,948.171735588677,73.72083722449224,73.72083722449224,874.4508983641848,425071518.26541483
PUŁTUSKI,1926,fixed14,424219467.1479577,424218746.1091948,823.1840744781981,102.14531159477167,102.14531159477167,721.0387628834264,424218643.9638832
PŁOCKI,1926,fixed14,455137175.95190006,455135671.3576667,1583.6349258247963,79.04069241974237,79.04069241974237,1504.594233405054,455135592.3169742
PŁOŃSKI,1926,fixed14,430528307.3497609,430527476.70222336,1008.299657459314,177.65211994896822,177.65211994896822,830.6475375103457,430527299.0501034
RADOMSKI,1926,fixed14,448585811.71770555,448585109.0873605,795.2189897322968,92.58864466356432,92.58864466356432,702.6303450687325,448585016.4987158
RADOMSZCZAŃSKI,1926,fixed14,476845816.7989753,476845132.7380759,814.7379528854981,130.6770535179839,130.6770535179839,684.0608993675141,476845002.0610224
RADZIECHOWSKI,1926,fixed14,386965260.01199526,386964673.0551663,613.093089857154,26.136260951054304,26.136260951054304,586.9568289060998,386964646.9189054
RADZYMIŃSKI,1926,fixed14,450845586.8288475,450844500.36352515,1945.9101740945075,859.4448516767466,859.4448516767466,1086.465322417761,450843640.91867346
RADZYŃSKI,1926,fixed14,424362964.9826527,424362302.0891568,741.7790777104644,78.88558179079855,78.88558179079855,662.8934959196658,424362223.203575
RAWICKI,1926,fixed14,555051940.4428375,555049675.864621,2435.730296048623,171.1520795825477,171.1520795825477,2264.5782164660754,555049504.7125415
RAWSKI (RAWA MAZOWIECKA),1926,fixed14,459699009.2072319,459698200.005196,936.6130596506717,127.41102370662796,127.41102370662796,809.2020359440438,459698072.59417224
RAWSKI (RAWA RUSKA),1926,fixed14,411156629.82698166,411156109.8977636,588.9512180565027,69.02200002013713,69.02200002013713,519.9292180363656,411156040.8757636
ROHATYŃSKI,1926,fixed14,402282953.3972079,402282213.80228186,782.7314512338056,43.13652517928747,43.13652517928747,739.5949260545182,402282170.6657567
ROPCZYCKI,1926,fixed14,448394434.4070675,448393629.92773265,893.63252097515,89.15318616621816,89.15318616621816,804.4793348089319,448393540.7745465
RUDECKI,1926,fixed14,405288250.0400777,405287335.4988486,960.7919344588263,46.25070538879772,46.25070538879772,914.5412290700285,405287289.24814326
RYBNICKI,1926,fixed14,497593412.257155,497590242.31379485,3357.3176503817126,187.37429025488987,187.37429025488987,3169.943360126823,497590054.9395046
RYPIŃSKI,1926,fixed14,404929176.4860142,404928061.68797106,1178.3060863760375,63.508043243570235,63.508043243570235,1114.7980431324672,404927998.1799278
RZESZOWSKI,1926,fixed14,437446494.3296874,437445209.920398,1355.186343362028,70.7770539260824,70.7770539260824,1284.4092894359458,437445139.14334404
RÓWIEŃSKI,1926,fixed14,371481008.69994414,371480452.14506614,578.5888240358629,22.03394605256474,22.03394605256474,556.5548779832982,371480430.1111201
SAMBORSKI,1926,fixed14,425120819.9375293,425119942.602932,1014.227692302233,136.89309497492357,136.89309497492357,877.3345973273094,425119805.709837
SANDOMIERSKI,1926,fixed14,427939427.4749029,427938456.1971555,1001.1885568684784,29.91080941308586,29.91080941308586,971.2777474553925,427938426.2863461
SANOCKI,1926,fixed14,415256745.6144593,415255933.98985916,847.5070740715187,35.88247394033281,35.88247394033281,811.6246001311858,415255898.1073852
SARNEŃSKI,1926,fixed14,373204335.63723046,373204216.0629999,145.8097025680332,26.235472009554368,26.235472009554368,119.57423055847885,373204189.8275279
SIEDLECKI,1926,fixed14,431297097.46166795,431296350.59269655,860.6258477884261,113.75687642004542,113.75687642004542,746.8689713683807,431296236.83582014
SIERADZKI,1926,fixed14,502331933.3705905,502330891.8586452,1223.3152079914146,181.8032627228777,181.8032627228777,1041.511945268537,502330710.0553825
SIERPECKI,1926,fixed14,403261795.7967034,403260873.5489468,974.968092735368,52.720336139147925,52.720336139147925,922.2477565962201,403260820.82861066
SKAŁACKI,1926,fixed14,384556495.1799047,384555668.94679385,856.3607194451821,30.127608601152073,30.127608601152073,826.2331108440301,384555638.81918526
SKIERNIEWICKI,1926,fixed14,475846437.34968406,475845280.32761914,1421.3826786567697,264.3606137002985,264.3606137002985,1157.0220649564712,475845015.96700543
SOCHACZEWSKI,1926,fixed14,464076019.2969032,464075018.3877061,1243.5196738992533,242.61047678068877,242.61047678068877,1000.9091971185645,464074775.7772293
SOKALSKI,1926,fixed14,403685981.605914,403685318.86680955,715.4738443621846,52.7347399172803,52.7347399172803,662.7391044449043,403685266.13206965
SOKOŁOWSKI,1926,fixed14,426251870.18770474,426251184.378131,783.9998210822338,98.19024729134249,98.19024729134249,685.8095737908912,426251086.1878837
SOKÓLSKI,1926,fixed14,399418001.15586054,399417610.26611227,445.9065387540448,55.01679043154935,55.01679043154935,390.88974832249545,399417555.2493218
STANISŁAWOWSKI,1926,fixed14,414558208.42070055,414557104.36582136,1172.687036039561,68.6321568480645,68.6321568480645,1104.0548791914964,414557035.7336645
STAROGARDZKI,1926,fixed14,448580072.28906053,448578949.5322692,1166.5844271705423,43.82763580627849,43.82763580627849,1122.7567913642638,448578905.70463336
STOLIŃSKI,1926,fixed14,357254104.09152234,357253999.6273704,121.78141688861966,17.317264978670902,17.317264978670902,104.46415190994875,357253982.31010544
STOPNICKI,1926,fixed14,421473034.6142432,421472399.70406723,660.5781962652915,25.6680203105666,25.6680203105666,634.9101759547249,421472374.0360469
STOŁPECKI,1926,fixed14,350273286.0470236,350272825.6350861,475.4822847151461,15.070347243163514,15.070347243163514,460.4119374719826,350272810.56473887
STRYJSKI,1926,fixed14,400103395.21461695,400102832.40204114,596.2492328746797,33.43665706833547,33.43665706833547,562.8125758063443,400102798.96538407
SUWALSKI,1926,fixed14,369409932.4369652,369409396.25568825,558.5029838892547,22.321706889962023,22.321706889962023,536.1812769992927,369409373.93398136
SZAMOTULSKI,1926,fixed14,552803943.9768082,552802829.4784304,1242.8526507692225,128.35427301906614,128.35427301906614,1114.4983777501564,552802701.1241574
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),1926,fixed14,394550548.2087274,394550074.9066754,507.0379500425427,33.735897990207306,33.735897990207306,473.3020520523354,394550041.1707774
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1926,fixed14,366090518.0205075,366090264.70917666,272.2386731297658,18.927342301906442,18.927342301906442,253.31133082785934,366090245.78183436
SZUBIŃSKI,1926,fixed14,509677433.8923537,509676535.92149824,1075.1065276622617,177.13567224140198,177.13567224140198,897.9708554208596,509676358.785826
SĘPOLEŃSKI,1926,fixed14,488451400.78579724,488450268.7280471,1232.8268640410813,100.76911387159264,100.76911387159264,1132.0577501694886,488450167.9589332
SŁONIMSKI,1926,fixed14,379034151.9735467,379033854.0961892,334.55354393877644,36.67618643758228,36.67618643758228,297.8773575011942,379033817.42000276
TARNOBRZESKI,1926,fixed14,445822077.13570464,445821307.03771734,831.1061647563662,61.0081774760563,61.0081774760563,770.0979872803099,445821246.0295399
TARNOGÓRSKI,1926,fixed14,535147291.3361811,535139751.8345793,8014.151851934424,474.6502501241435,474.6502501241435,7539.50160181028,535139277.18432915
TARNOPOLSKI,1926,fixed14,398292667.3422431,398291881.889373,848.0924086575992,62.63953860078815,62.63953860078815,785.4528700568111,398291819.2498344
TARNOWSKI,1926,fixed14,457038803.6112764,457037498.8189467,1416.0367844401703,111.2444547504118,111.2444547504118,1304.7923296897586,457037387.574492
TCZEWSKI,1926,fixed14,441685506.63663626,441683668.5705064,1871.3413143492571,33.275184507817976,33.275184507817976,1838.066129841439,441683635.2953219
TOMASZOWSKI,1926,fixed14,396727258.8466444,396726468.42005646,836.3446870761416,45.91809913570748,45.91809913570748,790.426587940434,396726422.5019573
TORUŃSKI,1926,fixed14,492443772.06848204,492441902.4274818,2019.2121363691876,149.5711361370769,149.5711361370769,1869.6410002321106,492441752.85634565
TREMBOWELSKI,1926,fixed14,396303305.25265807,396302427.84486234,941.8951305219508,64.48733481011196,64.48733481011196,877.4077957118388,396302363.35752755
TUCHOLSKI,1926,fixed14,471193408.7323709,471192508.3334342,973.5859508615812,73.18701416601357,73.18701416601357,900.3989366955676,471192435.14642006
TURCZAŃSKI,1926,fixed14,409078871.0460506,409078446.47535384,478.40768688549883,53.83699010558847,53.83699010558847,424.57069677991035,409078392.6383637
TURECKI,1926,fixed14,472531629.5295467,472530793.48143816,872.115533389992,36.067424879452815,36.067424879452815,836.0481085105392,472530757.41401327
TŁUMACKI,1926,fixed14,408636018.0031806,408635185.0466429,904.5280286564682,71.5714909585808,71.5714909585808,832.9565376978875,408635113.47515196
WADOWICKI,1926,fixed14,481574582.6981794,481573300.40787274,1477.2786404460337,194.98833376922397,194.98833376922397,1282.2903066768097,481573105.419539
WARSZAWSKI,1926,fixed14,460938182.15547234,460936260.39046633,5391.095773637529,3469.330767654417,3469.330767654417,1921.7650059831126,460932791.0596987
WIELUŃSKI,1926,fixed14,523557511.4217796,523556948.40886474,616.242096496899,53.22918163946179,53.22918163946179,563.0129148574372,523556895.1796831
WILEJSKI,1926,fixed14,332056095.0254653,332055814.86680025,289.5107370561104,9.352071998836621,9.352071998836621,280.15866505727377,332055805.51472825
WILEŃSKO-TROCKI,1926,fixed14,359560161.5135865,359559943.44843096,294.92545430706156,76.86029875009197,76.86029875009197,218.0651555569696,359559866.5881322
WILNO (MIASTO),1926,fixed14,368054883.8334617,368013407.0086766,41569.38264997429,92.55786483284687,92.55786483284687,41476.82478514145,368013314.45081174
WOLSZTYŃSKI,1926,fixed14,611252428.6588608,611251330.9208508,1263.8297129369053,166.0917029025335,166.0917029025335,1097.7380100343717,611251164.8291478
WOŁKOWYSKI,1926,fixed14,394718294.429741,394718052.7441016,285.37377144463125,43.688131988743294,43.688131988743294,241.68563945588795,394718009.0559696
WOŁOŻYŃSKI,1926,fixed14,335341486.01231444,335341033.540347,462.6914263181247,10.219458901838676,10.219458901838676,452.471967416286,335341023.3208881
WRZESIŃSKI,1926,fixed14,538539079.6294553,538537460.0765309,1810.3334941093683,190.78056969755204,190.78056969755204,1619.5529244118163,538537269.2959613
WYRZYSKI,1926,fixed14,500328223.82257694,500327143.94999105,1211.0001377631297,131.1275518664072,131.1275518664072,1079.8725858967225,500327012.8224392
WYSOKOMAZOWIECKI,1926,fixed14,403656850.29899144,403656313.179236,588.6992904572708,51.57953502585266,51.57953502585266,537.1197554314181,403656261.599701
WĄBRZESKI,1926,fixed14,473850642.1623632,473849507.89585733,1247.3937174497628,113.12721164390449,113.12721164390449,1134.2665058058583,473849394.7686457
WĄGROWIECKI,1926,fixed14,532013953.7409463,532013055.9415349,1074.24974570865,176.45033428499886,176.45033428499886,897.799411423651,532012879.49120057
WĘGROWSKI,1926,fixed14,408279476.57354623,408278817.2131984,708.2124307915373,48.85208295057519,48.85208295057519,659.360347840962,408278768.36111546
WŁOCŁAWSKI,1926,fixed14,482877282.4150989,482874973.5727054,2439.4247528212663,130.58235932316552,130.58235932316552,2308.8423934981006,482874842.9903461
WŁODAWSKI,1926,fixed14,399809999.734054,399809590.9109303,448.6187889196189,39.79566512570579,39.79566512570579,408.8231237939131,399809551.11526513
WŁODZIMIERSKI,1926,fixed14,402454532.04670405,402454079.8030919,508.75017534593326,56.506563199748584,56.506563199748584,452.24361214618466,402454023.2965287
WŁOSZCZOWSKI,1926,fixed14,446037068.7501331,446036460.1264997,665.7984174683259,57.17478405039302,57.17478405039302,608.6236334179329,446036402.95171565
ZALESZCZYCKI,1926,fixed14,391068734.9249586,391067837.5113462,923.5858753333207,26.172262992468323,26.172262992468323,897.4136123408524,391067811.33908325
ZAMOJSKI,1926,fixed14,419423220.6734367,419422235.1846154,1075.300653013399,89.81183169397013,89.81183169397013,985.4888213194287,419422145.37278366
ZBARASKI,1926,fixed14,388234704.387236,388233758.2026247,986.1062511704092,39.921639886972436,39.921639886972436,946.1846112834368,388233718.2809848
ZBOROWSKI,1926,fixed14,380966615.0908761,380965827.9156033,809.5061695415872,22.33089674176089,22.33089674176089,787.1752727998263,380965805.58470654
ZDOŁBUNOWSKI,1926,fixed14,370853209.3855745,370852365.1938653,864.4808854975637,20.289176286217806,20.289176286217806,844.1917092113459,370852344.904689
ZŁOCZOWSKI,1926,fixed14,398654431.4361581,398653823.29453313,667.4268507235483,59.285225773366726,59.285225773366726,608.1416249501816,398653764.0093074
ŁASKI,1926,fixed14,477962598.0631434,477961554.202282,1181.4033683337493,137.54250700701587,137.54250700701587,1043.8608613267334,477961416.659775
ŁAŃCUCKI,1926,fixed14,429330097.1775146,429329099.15549225,1051.9402685015625,53.918246151926596,53.918246151926596,998.0220223496359,429329045.2372461
ŁOMŻYŃSKI,1926,fixed14,408813797.15180665,408813219.688061,637.860580048165,60.39683435930051,60.39683435930051,577.4637456888645,408813159.2912266
ŁOWICKI,1926,fixed14,482876942.7905732,482875917.77380073,1379.5803409375744,354.56356849932155,354.56356849932155,1025.016772438253,482875563.21023226
ŁUCKI,1926,fixed14,381746073.69202936,381745820.4430791,281.83050079166287,28.58155053404828,28.58155053404828,253.24895025761458,381745791.8615286
ŁUKOWSKI,1926,fixed14,426452911.938311,426452270.63946784,726.1598298735837,84.86098672892851,84.86098672892851,641.2988431446552,426452185.7784811
ŁUNINIECKI,1926,fixed14,361626576.0882935,361626417.23568594,178.73796096591974,19.88535343294342,19.88535343294342,158.85260753297632,361626397.3503325
ŁÓDZKI,1926,fixed14,488836887.0405956,488834888.68100107,2838.7994428936518,840.4398483878903,840.4398483878903,1998.3595945057616,488834048.2411527
ŁÓDŹ (MIASTO),1926,fixed14,489174625.66029805,488727865.49553907,447076.9393260489,316.77456703905574,316.77456703905574,446760.16475900984,488727548.720972
ŁĘCZYCKI,1926,fixed14,492564337.9643537,492563154.51348746,1535.9970100232454,352.54614381928155,352.54614381928155,1183.4508662039639,492562801.9673436
ŚNIATYŃSKI,1926,fixed14,411019001.5227845,411017598.5372653,1430.4411139662468,27.455594752793967,27.455594752793967,1402.9855192134528,411017571.0816705
ŚREDZKI,1926,fixed14,546714320.5411508,546713094.6060424,1427.9820719001114,202.04696342879726,202.04696342879726,1225.9351084713142,546712892.5590789
ŚREMSKI,1926,fixed14,538265107.913771,538264166.9555084,1071.567805162526,130.6095424948326,130.6095424948326,940.9582626676934,538264036.3459659
ŚWIECKI,1926,fixed14,473602407.7397277,473601693.40007293,822.9115797391732,108.57192497246582,108.57192497246582,714.3396547667074,473601584.82814795
ŚWIĘCIAŃSKI,1926,fixed14,348986791.0934721,348986495.2372279,316.6534438271389,20.797199586704643,20.797199586704643,295.85624424043425,348986474.4400283
ŚWIĘTOCHŁOWICKI,1926,fixed14,539660538.0164002,539581403.2194505,80522.32946951396,1387.532519782535,1387.532519782535,79134.79694973143,539580015.6869307
ŻNIŃSKI,1926,fixed14,515676764.5178397,515675608.1627703,1326.2024398848216,169.84737042878638,169.84737042878638,1156.3550694560352,515675438.3153998
ŻYDACZOWSKI,1926,fixed14,403593619.3915761,403592918.4941562,748.8257335519311,47.92831362203287,47.92831362203287,700.8974199298982,403592870.56584257
ŻYWIECKI,1926,fixed14,479624206.4325483,479622906.22402644,1433.7556256920325,133.54710382668551,133.54710382668551,1300.208521865347,479622772.6769226
ŻÓŁKIEWSKI,1926,fixed14,409289855.71786976,409289133.0724218,834.6692165273239,112.02376852596116,112.02376852596116,722.6454480013628,409289021.04865324
