District,year,scenario,ma_total,ma_total_no_self,ma_domestic,ma_domestic_no_self,ma_domestic_inter,ma_domestic_self,ma_foreign
WĘGROWSKI,1929,fixed14,456097233.39236045,456096403.6028567,893.0132689777344,63.22376527632422,63.22376527632422,829.7895037014101,456096340.37909144
WŁOCŁAWSKI,1929,fixed14,542346863.0547181,542344302.4941788,2742.9060774895934,182.34553817575207,182.34553817575207,2560.560539313841,542344120.1486406
WŁODAWSKI,1929,fixed14,445075372.28923124,445074955.7837297,466.023548420789,49.51804687818022,49.51804687818022,416.5055015426088,445074906.2656828
WŁODZIMIERSKI,1929,fixed14,446853341.9162629,446852789.214938,626.6868962778827,73.985571315607,73.985571315607,552.7013249622757,446852715.22936666
WŁOSZCZOWSKI,1929,fixed14,499018465.28783697,499017726.62505805,819.6838908568579,81.0211119828791,81.0211119828791,738.6627788739788,499017645.6039461
ZALESZCZYCKI,1929,fixed14,430968785.7046014,430967821.7058398,995.7239266192568,31.72516498088544,31.72516498088544,963.9987616383713,430967789.9806748
ZAMOJSKI,1929,fixed14,466331496.8770135,466330377.4596843,1231.9299219394863,112.51259272377192,112.51259272377192,1119.4173292157145,466330264.9470916
ZBARASKI,1929,fixed14,429456452.0625851,429455576.2233564,925.330224057126,49.49099534946604,49.49099534946604,875.8392287076599,429455526.7323611
ZBOROWSKI,1929,fixed14,422178679.4679797,422177876.00462586,831.5181251751991,28.05477128419014,28.05477128419014,803.463353891009,422177847.94985455
ZDOŁBUNOWSKI,1929,fixed14,411381844.33265585,411380940.01200294,930.7490381135518,26.428385188093824,26.428385188093824,904.320652925458,411380913.58361775
ZŁOCZOWSKI,1929,fixed14,441796009.5760392,441795246.3036954,837.5870456747346,74.31470188446696,74.31470188446696,763.2723437902675,441795171.9889935
ŁASKI,1929,fixed14,536241708.0167558,536239769.78114814,2154.7540903710747,216.51848266550826,216.51848266550826,1938.2356077055665,536239553.26266545
ŁAŃCUCKI,1929,fixed14,477973288.0009377,477972097.2815879,1256.115468532796,65.39611877509816,65.39611877509816,1190.719349757698,477972031.88546914
ŁOMŻYŃSKI,1929,fixed14,457091891.30294013,457091182.4254075,788.1962911807206,79.31875857823005,79.31875857823005,708.8775326024905,457091103.1066489
ŁOWICKI,1929,fixed14,541673586.5851157,541672092.6721017,2013.616098237972,519.7030843163901,519.7030843163901,1493.913013921582,541671572.9690174
ŁUCKI,1929,fixed14,424310255.4621869,424309898.7385084,392.94067596037564,36.21699752237126,36.21699752237126,356.72367843800436,424309862.5215109
ŁUKOWSKI,1929,fixed14,476302676.56143343,476302053.78646785,731.4051127002086,108.63014707835484,108.63014707835484,622.7749656218538,476301945.15632075
ŁUNINIECKI,1929,fixed14,402318619.1289964,402318455.70235336,189.69757769621083,26.27093473017591,26.27093473017591,163.4266429660349,402318429.43141866
ŁÓDZKI,1929,fixed14,548362747.8173141,548358488.9286753,5765.3686612270585,1506.4800224656037,1506.4800224656037,4258.888638761455,548356982.4486529
ŁÓDŹ (MIASTO),1929,fixed14,548989536.3024708,548129269.9454246,860779.3415681876,512.9845219678955,512.9845219678955,860266.3570462196,548128756.9609026
ŁĘCZYCKI,1929,fixed14,552798039.3790573,552796320.9832062,2256.4003317065,538.0044806400874,538.0044806400874,1718.3958510664122,552795782.9787256
ŚNIATYŃSKI,1929,fixed14,451937353.9707663,451935814.78503203,1572.973452689917,33.787718424260895,33.787718424260895,1539.185734265656,451935780.9973136
ŚREDZKI,1929,fixed14,615767057.1991547,615765511.8475573,1801.7578263762996,256.4062289581516,256.4062289581516,1545.351597418148,615765255.4413284
ŚREMSKI,1929,fixed14,606405618.2238023,606404361.0775394,1422.3574306501034,165.2111678163455,165.2111678163455,1257.1462628337579,606404195.8663716
ŚWIECKI,1929,fixed14,532618239.00189185,532617313.3615843,1072.3790114962362,146.73870396865925,146.73870396865925,925.6403075275769,532617166.62288034
ŚWIĘCIAŃSKI,1929,fixed14,389477764.27337486,389477511.7818133,278.91238253300196,26.42082098583283,26.42082098583283,252.49156154716914,389477485.3609923
ŚWIĘTOCHŁOWICKI,1929,fixed14,606047573.3740624,605902454.4837723,147894.1763583659,2775.286068240745,2775.286068240745,145118.89029012516,605899679.1977041
ŻNIŃSKI,1929,fixed14,580514043.3767291,580512525.329569,1723.7452790066318,205.6981187845081,205.6981187845081,1518.0471602221237,580512319.6314502
ŻYDACZOWSKI,1929,fixed14,446456454.92438275,446455695.87347853,819.180998760173,60.130094502850184,60.130094502850184,759.0509042573228,446455635.743384
ŻYWIECKI,1929,fixed14,537014633.4239962,537013002.0264606,1815.561203425258,184.16366789642473,184.16366789642473,1631.3975355288333,537012817.8627927
ŻÓŁKIEWSKI,1929,fixed14,453750976.04039145,453750123.67799956,997.73311846315,145.3707265960552,145.3707265960552,852.3623918670949,453749978.307273
AUGUSTOWSKI,1930,fixed14,413365133.8906089,413364750.809687,414.3470950894405,31.266173179804987,31.266173179804987,383.0809219096355,413364719.54351383
BARANOWICKI,1930,fixed14,414184295.94245225,414184010.1374381,331.3216629377466,45.51664880000229,45.51664880000229,285.80501413774437,414183964.6207893
BIALSKI (BIAŁA KRAKOWSKA),1930,fixed14,541116746.0066437,541111014.5757123,5958.675953837838,227.24502249829135,227.24502249829135,5731.430931339547,541110787.3306898
BIALSKI (BIAŁA PODLASKA),1930,fixed14,465912552.7874395,465911883.40924877,762.8608420129563,93.48265125391325,93.48265125391325,669.378190759043,465911789.92659754
BIAŁOSTOCKI,1930,fixed14,457158358.32010496,457157436.51360834,1002.4413206995662,80.63482407185647,80.63482407185647,921.8064966277097,457157355.87878424
BIELSKI (BIELSK PODLASKI),1930,fixed14,452029338.6343586,452029079.2831271,327.52874528459324,68.17751384787807,68.17751384787807,259.3512314367152,452029011.1056133
BIELSKO,1930,fixed14,542917017.1657448,542903042.2872635,14241.589515940399,266.71103466878407,266.71103466878407,13974.878481271615,542902775.5762289
BIŁGORAJSKI,1930,fixed14,448934681.9389077,448934178.38134474,568.564748390718,65.00718544263114,65.00718544263114,503.5575629480869,448934113.3741593
BOCHEŃSKI,1930,fixed14,525292146.31335336,525291064.5201653,1359.3656043966066,277.572416361313,277.572416361313,1081.7931880352935,525290786.94774896
BORSZCZOWSKI,1930,fixed14,406224513.38243586,406223727.8713984,802.0330653724122,16.5220279039565,16.5220279039565,785.5110374684557,406223711.3493705
BRASŁAWSKI,1930,fixed14,371795341.54654497,371795162.49592084,190.50823355610873,11.457609390555533,11.457609390555533,179.0506241655532,371795151.0383114
BRODNICKI,1930,fixed14,519865511.3547892,519864094.03546274,1536.3119284684703,118.99260201013959,118.99260201013959,1417.3193264583308,519863975.04286075
BRODZKI,1930,fixed14,436981882.4848095,436981148.72611034,798.9495740897711,65.1908749302261,65.1908749302261,733.758699159545,436981083.5352354
BRZESKI (BRZESKO),1930,fixed14,484027533.7891594,484026461.05491024,1136.5267865520761,63.79253739121723,63.79253739121723,1072.734249160859,484026397.26237285
BRZESKI (BRZEŚĆ N.BUG.),1930,fixed14,464088769.5104745,464088440.18170077,422.618731528669,93.28995784548151,93.28995784548151,329.3287736831875,464088346.89174294
BRZEZIŃSKI,1930,fixed14,535369653.84966236,535367080.92643917,3214.164024314212,641.2408011097938,641.2408011097938,2572.9232232044183,535366439.68563807
BRZEŻAŃSKI,1930,fixed14,444392561.4180569,444391847.598584,783.252860062775,69.43338713177292,69.43338713177292,713.819472931002,444391778.16519684
BRZOZOWSKI,1930,fixed14,459571244.4594247,459569747.985272,1542.6721725004907,46.1980198172279,46.1980198172279,1496.4741526832627,459569701.7872522
BUCZACKI,1930,fixed14,435290660.76897925,435289839.2565724,880.5437092583226,59.03130244667255,59.03130244667255,821.5124068116501,435289780.22527
BYDGOSKI,1930,fixed14,558749077.02398,558746786.6787757,2485.98922867113,195.64402440885635,195.64402440885635,2290.345204262274,558746591.0347513
BÓBRECKI,1930,fixed14,442873535.04747146,442872457.02394384,1137.9650700987045,59.94154248071174,59.94154248071174,1078.0235276179928,442872397.08240134
BĘDZIŃSKI,1930,fixed14,572925204.2778163,572918614.599322,6843.46265613878,253.7841617754308,253.7841617754308,6589.678494363349,572918360.8151602
BŁOŃSKI,1930,fixed14,518189706.5907654,518186321.46842486,3633.0776504813753,247.95530993192995,247.95530993192995,3385.122340549445,518186073.5131149
CHEŁMIŃSKI,1930,fixed14,528474711.87984514,528473016.22943926,1831.2678948991222,135.61748905648162,135.61748905648162,1695.6504058426406,528472880.6119502
CHEŁMSKI,1930,fixed14,464708104.5250863,464707384.74501127,819.7530871614526,99.97301214155328,99.97301214155328,719.7800750198994,464707284.7719991
CHODZIESKI,1930,fixed14,575107014.8893045,575105827.1468177,1318.1670089872428,130.42452210884755,130.42452210884755,1187.7424868783953,575105696.7222955
CHOJNICKI,1930,fixed14,508915277.57944846,508914727.9840377,604.3725331634289,54.77712236824706,54.77712236824706,549.5954107951818,508914673.2069153
CHORZÓW,1930,fixed14,600364313.605027,599876000.2721252,494013.75118175946,5700.418279971569,5700.418279971569,488313.3329017879,599870299.8538452
CHRZANOWSKI,1930,fixed14,562261049.6687777,562256180.3687298,5337.626574987611,468.3265270898735,468.3265270898735,4869.300047897737,562255712.0422027
CIECHANOWSKI,1930,fixed14,496252140.268902,496250780.1156256,1600.8221677138954,240.6688913168193,240.6688913168193,1360.153276397076,496250539.4467343
CIESZYŃSKI,1930,fixed14,538422026.8684556,538417962.3366487,4331.3922762796865,266.8604693773631,266.8604693773631,4064.5318069023233,538417695.4761794
CZARNKOWSKI,1930,fixed14,572609695.2107785,572608678.4796966,1103.4856692651001,86.75458737519159,86.75458737519159,1016.7310818899086,572608591.7251092
CZORTKOWSKI,1930,fixed14,435282642.2359901,435281264.1123833,1452.0647060939789,73.94109926383904,73.94109926383904,1378.1236068301398,435281190.171284
CZĘSTOCHOWSKI,1930,fixed14,529401745.4010705,529399714.7458606,2173.933209803002,143.27799984945082,143.27799984945082,2030.655209953551,529399571.4678607
DOBROMILSKI,1930,fixed14,458245344.11633754,458244578.74870193,829.0587524808839,63.69111688236794,63.69111688236794,765.3676355985159,458244515.05758506
DOLIŃSKI,1930,fixed14,450428032.8371842,450427560.293375,532.0111889978659,59.467379808205905,59.467379808205905,472.54380918966007,450427500.8259952
DROHICKI,1930,fixed14,421243691.9189417,421243260.24120015,464.53662343900936,32.85888189906958,32.85888189906958,431.6777415399398,421243227.38231826
DROHOBYCKI,1930,fixed14,462124566.37413704,462122444.8130908,2220.4034655384953,98.84241926547442,98.84241926547442,2121.561046273021,462122345.97067153
DUBIEŃSKI,1930,fixed14,417580175.3820534,417579681.1375677,523.9543974331284,29.709911764430917,29.709911764430917,494.24448566869745,417579651.42765594
DZIAŁDOWSKI,1930,fixed14,487110949.7127624,487110395.6014841,600.2419497240826,46.130671433726874,46.130671433726874,554.1112782903557,487110349.4708127
DZIŚNIEŃSKI,1930,fixed14,365385278.1718373,365385025.2369924,265.0243858194374,12.08954095963119,12.08954095963119,252.93484485980622,365385013.14745146
DĄBROWSKI,1930,fixed14,497255288.0704196,497254432.916034,971.2606128589637,116.10622722539534,116.10622722539534,855.1543856335684,497254316.80980676
GARWOLIŃSKI,1930,fixed14,482227013.4970584,482226382.42725915,794.392525527159,163.3227263358727,163.3227263358727,631.0697991912864,482226219.10453284
GNIEŹNIEŃSKI,1930,fixed14,606777081.9865931,606775602.1146445,1773.3413920008477,293.4694433928341,293.4694433928341,1479.8719486080136,606775308.6452011
GORLICKI,1930,fixed14,490849871.51202637,490848898.3609533,1075.7092125934246,102.55813949011964,102.55813949011964,973.1510731033048,490848795.80281377
GOSTYNIŃSKI,1930,fixed14,520853768.57563466,520852512.25027055,1434.962076403562,178.63671231741833,178.63671231741833,1256.3253640861435,520852333.61355823
GOSTYŃSKI,1930,fixed14,617865721.0347322,617863847.7578303,2109.924898575766,236.64799669303662,236.64799669303662,1873.2769018827291,617863611.1098336
GRODZIEŃSKI,1930,fixed14,425317060.61570215,425316738.064206,360.4137796472016,37.862283556820714,37.862283556820714,322.55149609038085,425316700.2019225
GRUDZIĄDZKI,1930,fixed14,523996977.5849003,523993746.40301657,3383.3281650761232,152.14628128949326,152.14628128949326,3231.18188378663,523993594.25673527
GRÓDECKI,1930,fixed14,453272260.2382189,453271459.3976984,1038.234570464385,237.39404991691703,237.39404991691703,800.8405205474678,453271222.00364846
GRÓJECKI,1930,fixed14,480461789.01772016,480460603.1368722,1264.5102641981591,78.62941621086938,78.62941621086938,1185.8808479872898,480460524.50745595
HOROCHOWSKI,1930,fixed14,422033217.80980223,422032685.5990359,560.2143591324502,28.003592802126118,28.003592802126118,532.2107663303241,422032657.5954431
HORODEŃSKI,1930,fixed14,430247599.48124856,430246436.48940635,1191.855164373245,28.86332215834885,28.86332215834885,1162.9918422148962,430246407.6260842
HRUBIESZOWSKI,1930,fixed14,447071107.2003096,447070131.2399598,1063.1596142024343,87.19926443039782,87.19926443039782,975.9603497720365,447070044.04069537
INOWROCŁAWSKI,1930,fixed14,555791367.5878224,555789404.8343296,2105.022213124935,142.2687203228487,142.2687203228487,1962.7534928020864,555789262.5656093
IWACEWICKI,1930,fixed14,419340182.78483874,419339991.334082,226.83877593847168,35.38801917993595,35.38801917993595,191.45075675853573,419339955.9460628
IŁŻECKI,1930,fixed14,483205815.64859486,483205056.8486782,822.2475714427802,63.44765481021414,63.44765481021414,758.7999166325661,483204993.4010234
JANOWSKI,1930,fixed14,467773653.89904267,467773103.7631233,634.8077464211002,84.671827046525,84.671827046525,550.1359193745752,467773019.09129626
JAROCIŃSKI,1930,fixed14,602173953.7010282,602172236.6872199,1927.0424996758252,210.02869133377067,210.02869133377067,1717.0138083420545,602172026.6585286
JAROSŁAWSKI,1930,fixed14,478072033.0331779,478071242.75533193,903.3234840304441,113.04563803948051,113.04563803948051,790.2778459909636,478071129.7096939
JASIELSKI,1930,fixed14,485281221.47777325,485280289.53364354,1040.434968398815,108.4908386853317,108.4908386853317,931.9441297134833,485280181.04280484
JAWOROWSKI,1930,fixed14,444772871.8560782,444772061.54495275,922.4563934427019,112.14526798862653,112.14526798862653,810.3111254540754,444771949.3996848
JĘDRZEJOWSKI,1930,fixed14,523269508.3401632,523268580.5401072,1089.963091735913,162.16303573331143,162.16303573331143,927.8000560026015,523268418.37707144
KALISKI,1930,fixed14,567094231.9753478,567092302.8992088,2027.9244797653084,98.84834078666901,98.84834078666901,1929.0761389786394,567092204.050868
KAMIONECKI,1930,fixed14,444598359.86177397,444597619.2379288,843.193207835777,102.56936271547126,102.56936271547126,740.6238451203058,444597516.6685661
KARTUSKI,1930,fixed14,481335009.390855,481334413.2085763,640.3984339866829,44.216155311928866,44.216155311928866,596.182278674754,481334368.99242103
KATOWICE,1930,fixed14,587242686.3572162,587144668.5599228,99325.04180647325,1307.2445129822843,1307.2445129822843,98017.79729349096,587143361.3154098
KAŁUSKI,1930,fixed14,434791277.27091366,434790537.4776614,771.856736019092,32.06348369004949,32.06348369004949,739.7932523290425,434790505.41417766
KIELECKI,1930,fixed14,514781293.30503887,514780233.86788595,1196.4343690133906,136.99721609973435,136.99721609973435,1059.4371529136563,514780096.87066984
KOBRYŃSKI,1930,fixed14,442056348.76883537,442056103.95696896,303.06617648935077,58.254310094097164,58.254310094097164,244.81186639525362,442056045.7026589
KOLBUSZOWSKI,1930,fixed14,456744072.15434396,456743287.2802074,815.7908488852103,30.916712359860558,30.916712359860558,784.8741365253497,456743256.36349505
KOLSKI,1930,fixed14,555972299.1789328,555970953.5061302,1546.8499317024223,201.17712914210102,201.17712914210102,1345.6728025603213,555970752.3290011
KONECKI,1930,fixed14,516965140.383971,516964313.4860529,997.4113079152121,170.51338982307243,170.51338982307243,826.8979180921397,516964142.97266304
KONIŃSKI,1930,fixed14,561812775.0333065,561811586.9922496,1297.7228154407046,109.68175856637626,109.68175856637626,1188.0410568743284,561811477.3104911
KOPYCZYNIECKI,1930,fixed14,430778048.2122568,430777116.8532084,994.3962082030556,63.037159832540866,63.037159832540866,931.3590483705148,430777053.81604856
KOSOWSKI (KOSÓW HUCULSKI),1930,fixed14,415611869.47120154,415611605.75558925,279.15388728065386,15.438274983603058,15.438274983603058,263.7156122970508,415611590.31731427
KOSTOPOLSKI,1930,fixed14,404129977.12142706,404129749.40649456,253.9890072515292,26.27407471256354,26.27407471256354,227.71493253896566,404129723.1324198
KOSZYRSKI,1930,fixed14,404038985.04829425,404038782.64791626,221.80459902797986,19.404221076772544,19.404221076772544,202.40037795120733,404038763.2436952
KOWELSKI,1930,fixed14,437233608.55588853,437233440.6936076,214.30605056385787,46.4437696575887,46.4437696575887,167.86228090626918,437233394.249838
KOZIENICKI,1930,fixed14,484449688.0983892,484449103.2595764,709.4928305723448,124.65401771835353,124.65401771835353,584.8388128539913,484448978.60555863
KOŁOMYJSKI,1930,fixed14,455685286.5070893,455684367.94289476,984.7240623271089,66.15986774155218,66.15986774155218,918.5641945855567,455684301.783027
KOŚCIAŃSKI,1930,fixed14,640614858.6924865,640612906.4304353,2274.097802318125,321.8357510142214,321.8357510142214,1952.2620513039035,640612584.5946842
KOŚCIERSKI,1930,fixed14,495288614.2949412,495287965.367008,703.1297133352659,54.20178013722928,54.20178013722928,648.9279331980366,495287911.16522783
KRAKOWSKI,1930,fixed14,537254103.5998939,537251483.2035202,3568.160409324567,947.7640355678129,947.7640355678129,2620.396373756754,537250535.4394846
KRAKÓW (MIASTO),1930,fixed14,537561141.7846167,537150223.2209488,411346.4870071815,427.9233392799422,427.9233392799422,410918.56366790156,537149795.2976096
KRASNOSTAWSKI,1930,fixed14,454256571.3748616,454255739.88167924,900.2931617693538,68.79997937061432,68.79997937061432,831.4931823987395,454255671.08169985
KROTOSZYŃSKI,1930,fixed14,594195769.484148,594193654.3961453,2272.9938086866637,157.9058059383501,157.9058059383501,2115.0880027483136,594193496.4903394
KROŚNIEŃSKI,1930,fixed14,480649918.41634405,480648211.5894452,1791.4433726356806,84.6164737274367,84.6164737274367,1706.826898908244,480648126.97297144
KRZEMIENIECKI,1930,fixed14,404470595.1620277,404470091.89848423,524.3233096111388,21.059766086729265,21.059766086729265,503.26354352440956,404470070.8387181
KUTNOWSKI,1930,fixed14,547627287.3925694,547624024.375311,3677.5723179841834,414.5550595058697,414.5550595058697,3263.0172584783136,547623609.8202515
KĘPIŃSKI,1930,fixed14,584037471.9795538,584036122.9669268,1438.9958109119452,89.9831838624992,89.9831838624992,1349.012627049446,584036032.983743
LESKI,1930,fixed14,444914295.4336891,444913866.0273593,459.55495897739206,30.14862917747635,30.14862917747635,429.40632979991574,444913835.8787301
LESZCZYŃSKI,1930,fixed14,642709620.421269,642707713.3957381,2155.4921916811086,248.4666607711755,248.4666607711755,1907.0255309099332,642707464.9290774
LIDZKI,1930,fixed14,410419625.4793202,410419345.1519749,318.93065968888226,38.60331439646325,38.60331439646325,280.327345292419,410419306.5486605
LIMANOWSKI,1930,fixed14,495469516.66773516,495468895.67148083,698.6904611227767,77.69420674848251,77.69420674848251,620.9962543742942,495468817.97727406
LIPNOWSKI,1930,fixed14,450092144.3435209,450091079.4762339,1141.899625644929,77.03233865390783,77.03233865390783,1064.8672869910213,450091002.4438952
LUBACZOWSKI,1930,fixed14,440126378.9159873,440125747.6939997,678.0868008855089,46.86481327326968,46.86481327326968,631.2219876122392,440125700.82918644
LUBARTOWSKI,1930,fixed14,471657249.5467225,471656612.7266513,802.7735130642761,165.9534419115818,165.9534419115818,636.8200711526944,471656446.7732094
LUBAWSKI,1930,fixed14,499144473.61426705,499143260.9216687,1274.5004947585612,61.8078964408093,61.8078964408093,1212.6925983177518,499143199.1137723
LUBELSKI,1930,fixed14,478003429.8235764,478001368.81370467,2183.2614636067938,122.25159185718873,122.25159185718873,2061.009871749605,478001246.5621128
LUBLINIECKI,1930,fixed14,577660484.822251,577658682.7143886,1986.0170554182362,183.90919301773556,183.90919301773556,1802.1078624005006,577658498.8051956
LUBOMELSKI,1930,fixed14,439289629.83641106,439289406.8894628,268.6693736142083,45.72242537888277,45.72242537888277,222.94694823532555,439289361.1670374
LWOWSKI,1930,fixed14,458081400.9633525,458080249.74418706,1925.4938073950002,774.2746419514746,774.2746419514746,1151.2191654435258,458079475.4695451
LWÓW (MIASTO),1930,fixed14,467346288.53808904,467149569.40344507,197076.57789327044,357.44324930291964,357.44324930291964,196719.13464396753,467149211.9601958
M. ST. WARSZAWA,1930,fixed14,515805275.7076797,515095436.2601256,710601.4701176388,762.0225635381207,762.0225635381207,709839.4475541007,515094674.23756206
MAKOWSKI (MAKÓW MAZOWIECKI),1930,fixed14,466713617.0032599,466712818.03923184,862.9674692141629,64.00344113298128,64.00344113298128,798.9640280811816,466712754.0357907
MIECHOWSKI,1930,fixed14,519235413.39405996,519234194.3972333,1315.9194337727977,96.92260712760701,96.92260712760701,1218.9968266451906,519234097.4746262
MIELECKI,1930,fixed14,492998644.8615201,492997932.8305689,819.9826593356979,107.95170811483167,107.95170811483167,712.0309512208662,492997824.8788608
MIĘDZYCHODZKI,1930,fixed14,627715929.8307753,627714910.9812258,1094.9920969265156,76.14254753912579,76.14254753912579,1018.8495493873897,627714834.8386784
MIŃSKI,1930,fixed14,493860254.61303633,493858837.7138151,1866.5163625069806,449.6171412257102,449.6171412257102,1416.8992212812705,493858388.09667385
MOGILEŃSKI,1930,fixed14,568397904.1948018,568396235.016377,1813.0919307509512,143.91350593820565,143.91350593820565,1669.1784248127456,568396091.1028711
MORSKI,1930,fixed14,469705093.25907195,469703516.74106616,1604.1777189130594,27.65971312731191,27.65971312731191,1576.5180057857474,469703489.081353
MOŁODECZAŃSKI,1930,fixed14,383914830.34504217,383914371.7378724,477.6407387019123,19.033569004691035,19.033569004691035,458.60716969722125,383914352.70430344
MOŚCISKI,1930,fixed14,452830633.76652426,452829564.3056071,1123.5328117865852,54.071894560214965,54.071894560214965,1069.4609172263702,452829510.2337125
MYŚLENICKI,1930,fixed14,492046519.7090274,492045574.6773394,1006.3901049649942,61.35841693333906,61.35841693333906,945.0316880316551,492045513.31892246
MŁAWSKI,1930,fixed14,489102400.6844976,489101454.3501126,1050.1211358057583,103.78675088131976,103.78675088131976,946.3343849244386,489101350.56336176
NADWÓRNIAŃSKI,1930,fixed14,442963518.5114978,442962948.3874003,613.214302850373,43.09020534810661,43.09020534810661,570.1240975022664,442962905.29719496
NIESZAWSKI,1930,fixed14,545534404.7156531,545533000.3948187,1589.9412131739862,185.6203787409633,185.6203787409633,1404.3208344330228,545532814.7744399
NIEŚWIESKI,1930,fixed14,384213266.7657629,384212672.00096405,610.0230189940246,15.258220122251322,15.258220122251322,594.7647988717732,384212656.7427439
NIŻAŃSKI,1930,fixed14,470954085.4884341,470953404.2672919,725.6866791332329,44.465536928118766,44.465536928118766,681.2211422051141,470953359.80175495
NOWOGRÓDZKI,1930,fixed14,404349858.39468926,404349478.581454,418.436342940913,38.62310766269362,38.62310766269362,379.8132352782194,404349439.9583463
NOWOSĄDECKI,1930,fixed14,494170752.3659545,494169886.5378163,950.4403502673525,84.61221204629591,84.61221204629591,865.8281382210566,494169801.9256042
NOWOTARSKI,1930,fixed14,509062910.02335423,509062282.0945249,730.1366622820883,102.20783302042486,102.20783302042486,627.9288292616634,509062179.8866919
NOWOTOMYSKI,1930,fixed14,658784301.2603933,658782661.36758,1765.168288813782,125.27547561045186,125.27547561045186,1639.8928132033302,658782536.0921044
OBORNICKI,1930,fixed14,605908829.5245982,605907866.6144192,1224.2071570267947,261.29697805211396,261.29697805211396,962.9101789746808,605907605.3174412
OLKUSKI,1930,fixed14,535127564.34883344,535126221.39499193,1461.2157079984352,118.26186653968792,118.26186653968792,1342.9538414587473,535126103.1331254
OPATOWSKI,1930,fixed14,494094111.9680408,494092809.12028617,1380.99453806528,78.14678340295646,78.14678340295646,1302.8477546623235,494092730.97350276
OPOCZYŃSKI,1930,fixed14,522516527.004946,522515891.7392106,907.971919813583,272.70618441936165,272.70618441936165,635.2657353942213,522515619.03302616
OSTROWSKI (OSTRÓW MAZOWIECKA),1930,fixed14,470033021.30228925,470032421.3685599,738.1280149519786,138.19428563015717,138.19428563015717,599.9337293218214,470032283.17427427
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1930,fixed14,594714987.452107,594713150.9065175,1971.3356139512919,134.79002450125148,134.79002450125148,1836.5455894500403,594713016.116493
OSTROŁĘCKI,1930,fixed14,459220978.43774676,459220484.23253167,590.4611043543846,96.25588925482893,96.25588925482893,494.20521509955563,459220387.97664243
OSZMIAŃSKI,1930,fixed14,368870211.1941274,368869884.36877507,338.61628948359447,11.790937161472266,11.790937161472266,326.8253523221222,368869872.5778379
PIOTRKOWSKI,1930,fixed14,523330102.43582016,523328900.94243586,1408.4423442384204,206.94895994163863,206.94895994163863,1201.4933842967819,523328693.9934759
PIŃCZOWSKI,1930,fixed14,507114362.339874,507113259.04722786,1185.146694431619,81.85404824553696,81.85404824553696,1103.292646186082,507113177.1931796
PIŃSKI,1930,fixed14,414167574.7751175,414167322.332804,282.76392437320317,30.321610843645924,30.321610843645924,252.44231352955723,414167292.01119316
PODHAJECKI,1930,fixed14,445926747.17719924,445926098.9608199,725.0039866407615,76.78760728839498,76.78760728839498,648.2163793523665,445926022.1732126
POSTAWSKI,1930,fixed14,370175868.47162235,370175662.47636956,221.19701507307636,15.201762281198379,15.201762281198379,205.995252791878,370175647.2746073
POZNAŃ (MIASTO),1930,fixed14,643998897.4365423,643777693.8876886,222026.73871748633,823.1898637632618,823.1898637632618,221203.54885372307,643776870.6978248
POZNAŃSKI,1930,fixed14,635329679.0431709,635328543.1865039,3611.7567644003393,2475.900097381755,2475.900097381755,1135.856667018584,635326067.2864065
PRUŻAŃSKI,1930,fixed14,438531419.5129988,438531103.9160263,365.41085877231524,49.813886239767804,49.813886239767804,315.59697253254745,438531054.10214007
PRZASNYCKI,1930,fixed14,446174956.35744214,446174259.24272424,752.0152950268297,54.90057713328966,54.90057713328966,697.11471789354,446174204.3421471
PRZEMYSKI,1930,fixed14,475289319.49029243,475287461.3386243,1977.5457810657672,119.39411295244965,119.39411295244965,1858.1516681133176,475287341.94451135
PRZEMYŚLAŃSKI,1930,fixed14,449260164.98185754,449259209.7703121,1051.8746724472257,96.6631269810027,96.6631269810027,955.2115454662231,449259113.10718507
PRZEWORSKI,1930,fixed14,479081420.18734986,479078981.41271996,2548.164268671758,109.3896388020933,109.3896388020933,2438.7746298696643,479078872.0230812
PSZCZYŃSKI,1930,fixed14,566638564.3171989,566635153.5787797,3860.5453903495254,449.8069712437759,449.8069712437759,3410.7384191057495,566634703.7718085
PUŁAWSKI,1930,fixed14,471107360.0560331,471106477.0791789,977.1519197838497,94.17506562212328,94.17506562212328,882.9768541617265,471106382.9041133
PUŁTUSKI,1930,fixed14,471491206.2604885,471490170.5542823,1176.394874714697,140.68866848969722,140.68866848969722,1035.7062062249997,471490029.8656138
PŁOCKI,1930,fixed14,506640478.87172747,506638624.7122745,1964.0984270461724,109.93897407492412,109.93897407492412,1854.1594529712484,506638514.7733004
PŁOŃSKI,1930,fixed14,478459695.47034574,478458649.7278566,1288.6703887334704,242.92789958546783,242.92789958546783,1045.7424891480025,478458406.799957
RADOMSKI,1930,fixed14,498098271.756521,498097362.3370814,1034.6076344282365,125.18819482619686,125.18819482619686,909.4194396020397,498097237.14888656
RADOMSZCZAŃSKI,1930,fixed14,530600484.6716817,530599590.99538577,1095.687254013543,202.0109581036716,202.0109581036716,893.6762959098713,530599388.9844277
RADZIECHOWSKI,1930,fixed14,426981902.2928272,426981286.4119527,651.76656101073,35.885686511971606,35.885686511971606,615.8808744987584,426981250.52626616
RADZYMIŃSKI,1930,fixed14,501197505.96446836,501195989.7930765,2747.832021834639,1231.6606299623652,1231.6606299623652,1516.1713918722737,501194758.1324465
