District,year,scenario,ma_total,ma_domestic,ma_foreign
KONIŃSKI,1924,fixed14,302655619.1790309,1039.7476314479375,302654579.43139946
KOPYCZYNIECKI,1924,fixed14,191003672.018534,726.7593654254473,191002945.25916857
KOSOWSKI (KOSÓW HUCULSKI),1924,fixed14,183012635.740106,268.0988140762985,183012367.64129192
KOSTOPOLSKI,1924,fixed14,188866630.95856044,180.76788838221685,188866450.19067204
KOSZYRSKI,1924,fixed14,196490163.78311348,124.70626580230766,196490039.07684767
KOWELSKI,1924,fixed14,208025452.6337344,154.31194974684834,208025298.32178465
KOZIENICKI,1924,fixed14,248385495.55086777,547.6895775581356,248384947.86129022
KOŁOMYJSKI,1924,fixed14,195132023.5213337,786.6427442311393,195131236.87858945
KOŚCIAŃSKI,1924,fixed14,357413679.34284914,1585.637204852138,357412093.7056443
KOŚCIERSKI,1924,fixed14,263928707.93765205,559.4753071037488,263928148.46234494
KRAKOWSKI,1924,fixed14,276987570.20456624,2525.619578462195,276985044.58498776
KRAKÓW (MIASTO),1924,fixed14,277321543.4531162,384454.8566706382,276937088.59644556
KRASNOSTAWSKI,1924,fixed14,220292201.18874282,833.334067773891,220291367.85467505
KROTOSZYŃSKI,1924,fixed14,321683615.0253173,1806.583853708674,321681808.4414636
KROŚNIEŃSKI,1924,fixed14,233131346.5796642,1345.3095045815458,233130001.27015963
KRZEMIENIECKI,1924,fixed14,189188061.2797111,347.5222789657533,189187713.75743213
KUTNOWSKI,1924,fixed14,295031872.49884856,3316.0272080303894,295028556.4716405
KĘPIŃSKI,1924,fixed14,301787810.47837746,888.6383398855082,301786921.8400376
LESKI,1924,fixed14,212791068.2482364,449.39642550037945,212790618.8518109
LESZCZYŃSKI,1924,fixed14,358966374.9822299,1938.046841796421,358964436.9353881
LIDZKI,1924,fixed14,197753668.70121297,212.56167163198387,197753456.13954133
LIMANOWSKI,1924,fixed14,247165738.43645912,716.3766625646377,247165022.05979657
LIPNOWSKI,1924,fixed14,233611070.84873235,870.2011104308885,233610200.64762193
LUBACZOWSKI,1924,fixed14,206220149.037816,646.4098997368452,206219502.62791625
LUBARTOWSKI,1924,fixed14,234830746.21787104,679.3510853427678,234830066.8667857
LUBAWSKI,1924,fixed14,266524354.14183316,873.3102619463305,266523480.83157122
LUBELSKI,1924,fixed14,238835561.74199322,1771.0656890465946,238833790.67630416
LUBLINIECKI,1924,fixed14,278383863.74935657,1299.2800478652903,278382564.4693087
LUBOMELSKI,1924,fixed14,213219967.86102802,231.57529372490362,213219736.2857343
LWOWSKI,1924,fixed14,214704816.77498078,1661.0143357557886,214703155.76064503
LWÓW (MIASTO),1924,fixed14,218987314.48503414,178218.89103509774,218809095.59399903
M. ST. WARSZAWA,1924,fixed14,268156625.1741772,581215.9695888426,267575409.20458835
MAKOWSKI (MAKÓW MAZOWIECKI),1924,fixed14,243662199.76845855,638.6835958994592,243661561.08486265
MIECHOWSKI,1924,fixed14,272334636.4800341,952.9807235599383,272333683.49931055
MIELECKI,1924,fixed14,254723110.13658178,680.6867057593338,254722429.449876
MIĘDZYCHODZKI,1924,fixed14,354838640.40865076,991.1881632840642,354837649.2204875
MIŃSKI,1924,fixed14,253399267.81212565,1355.2654059150307,253397912.54671973
MOGILEŃSKI,1924,fixed14,310155885.2453706,1213.3896825427069,310154671.8556881
MORSKI,1924,fixed14,252458242.66402376,1094.609242933792,252457148.0547808
MOŁODECZAŃSKI,1924,fixed14,185004520.01599762,394.11726597502735,185004125.89873165
MOŚCISKI,1924,fixed14,220626544.02110577,855.4515578142574,220625688.56954795
MYŚLENICKI,1924,fixed14,248043500.2232814,938.9868188150962,248042561.2364626
MŁAWSKI,1924,fixed14,259271644.54073796,898.7463588955078,259270745.79437906
NADWÓRNIAŃSKI,1924,fixed14,192915123.050548,398.728753624743,192914724.32179436
NIESZAWSKI,1924,fixed14,296695166.7656247,1237.287938873605,296693929.4776858
NIEŚWIESKI,1924,fixed14,185103066.20964003,487.2429833662773,185102578.96665666
NIŻAŃSKI,1924,fixed14,238605431.37846404,661.1572627023993,238604770.22120133
NOWOGRÓDZKI,1924,fixed14,194217795.189846,307.1119032199983,194217488.0779428
NOWOSĄDECKI,1924,fixed14,244268348.18360168,903.4417632673077,244267444.7418384
NOWOTARSKI,1924,fixed14,258055593.79534128,689.919267371949,258054903.8760739
NOWOTOMYSKI,1924,fixed14,375809030.74720824,1772.1045665923034,375807258.64264166
OBORNICKI,1924,fixed14,329411067.4167203,938.0826050708707,329410129.3341152
OLKUSKI,1924,fixed14,279745860.15922546,1158.2833149565283,279744701.8759105
OPATOWSKI,1924,fixed14,257606645.2430446,1011.7629087481383,257605633.48013586
OPOCZYŃSKI,1924,fixed14,280171786.02124804,687.1793151294938,280171098.8419329
OSTROWSKI (OSTRÓW MAZOWIECKA),1924,fixed14,237094976.13988042,508.60717052906534,237094467.5327099
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1924,fixed14,318808338.2258645,1392.7813042639825,318806945.4445603
OSTROŁĘCKI,1924,fixed14,231695044.22279304,424.54747371534313,231694619.6753193
OSZMIAŃSKI,1924,fixed14,178087401.6353536,274.79262000751,178087126.8427336
PIOTRKOWSKI,1924,fixed14,284890366.90142673,1158.6282001222094,284889208.2732266
PIŃCZOWSKI,1924,fixed14,263090946.13685507,809.0444085712281,263090137.0924465
PIŃSKI,1924,fixed14,201165226.97383714,193.42240239090478,201165033.55143476
PODHAJECKI,1924,fixed14,201618686.58503935,452.02152279398706,201618234.56351656
POSTAWSKI,1924,fixed14,176278612.43408388,236.6213174962658,176278375.81276637
POZNAŃ (MIASTO),1924,fixed14,356844379.94889396,203093.97507691663,356641285.97381705
POZNAŃSKI,1924,fixed14,348055153.8908816,2234.204046450591,348052919.68683517
PRUŻAŃSKI,1924,fixed14,214522611.77422884,357.6992387987243,214522254.07499003
PRZASNYCKI,1924,fixed14,225767306.876351,587.1499898760349,225766719.72636113
PRZEMYSKI,1924,fixed14,232916673.95550752,1627.2136790446518,232915046.74182847
PRZEMYŚLAŃSKI,1924,fixed14,206982818.6927438,726.1764654951081,206982092.51627833
PRZEWORSKI,1924,fixed14,239161566.46014407,2221.0787794909033,239159345.38136458
PSZCZYŃSKI,1924,fixed14,297865767.13120866,3549.8159780434976,297862217.3152306
PUŁAWSKI,1924,fixed14,237326929.8289606,816.4890863743228,237326113.33987424
PUŁTUSKI,1924,fixed14,244846228.42504063,903.6232532529505,244845324.80178738
PŁOCKI,1924,fixed14,270897975.84810644,1589.8769564544002,270896385.97115
PŁOŃSKI,1924,fixed14,249366318.68421268,996.0401284559123,249365322.64408422
RADOMSKI,1924,fixed14,262279164.4255349,844.1935149304122,262278320.23201996
RADOMSZCZAŃSKI,1924,fixed14,291521771.0999418,883.0434334767382,291520888.0565083
RADZIECHOWSKI,1924,fixed14,199852816.936518,536.6911542615627,199852280.24536374
RADZYMIŃSKI,1924,fixed14,256028467.9962661,1778.750045576648,256026689.24622053
RADZYŃSKI,1924,fixed14,236907177.5963364,667.3616458433559,236906510.23469055
RAWICKI,1924,fixed14,341407846.73308015,2413.2274342795777,341405433.5056459
RAWSKI (RAWA MAZOWIECKA),1924,fixed14,274194523.01092315,829.2395436556783,274193693.7713795
RAWSKI (RAWA RUSKA),1924,fixed14,212304416.07252562,590.9696507769414,212303825.10287485
ROHATYŃSKI,1924,fixed14,199595552.4024536,654.5728925175224,199594897.82956108
ROPCZYCKI,1924,fixed14,252785827.49740243,849.1760171532682,252784978.32138526
RUDECKI,1924,fixed14,212676925.84611446,1004.1256593563742,212675921.7204551
RYBNICKI,1924,fixed14,290027220.657334,3353.1790378327605,290023867.4782962
RYPIŃSKI,1924,fixed14,233164248.97154483,1065.11566486077,233163183.85587996
RZESZOWSKI,1924,fixed14,241598805.87919435,1419.6053564710155,241597386.27383786
RÓWIEŃSKI,1924,fixed14,191680971.66772678,527.7490071195689,191680443.91871968
SAMBORSKI,1924,fixed14,223551681.71196717,1050.0132274682958,223550631.6987397
SANDOMIERSKI,1924,fixed14,245878030.513735,942.5010730107355,245877088.012662
SANOCKI,1924,fixed14,214009822.82950458,898.0404637012512,214008924.78904086
SARNEŃSKI,1924,fixed14,194344195.6799917,133.06295176813651,194344062.61703992
SIEDLECKI,1924,fixed14,243072248.46544635,798.1515699713102,243071450.3138764
SIERADZKI,1924,fixed14,305957967.1366626,1277.6798922172393,305956689.45677036
SIERPECKI,1924,fixed14,232333747.691613,1006.3024576186183,232332741.38915536
SKAŁACKI,1924,fixed14,193172851.60861194,753.2347970728636,193172098.37381488
SKIERNIEWICKI,1924,fixed14,283086153.1543388,1582.2375224865375,283084570.9168163
SOCHACZEWSKI,1924,fixed14,273011475.1160115,1300.4453494391544,273010174.67066205
SOKALSKI,1924,fixed14,206931071.67728567,813.4950865818895,206930258.1821991
SOKOŁOWSKI,1924,fixed14,239169162.14394483,593.8714609308925,239168568.2724839
SOKÓLSKI,1924,fixed14,216436375.85727343,301.19046630392336,216436074.66680712
STANISŁAWOWSKI,1924,fixed14,200876364.3351731,1231.8489503575518,200875132.48622274
STAROGARDZKI,1924,fixed14,267878854.15744215,1338.8689960373665,267877515.28844613
STOLIŃSKI,1924,fixed14,186557416.88944554,85.05184770339598,186557331.83759785
STOPNICKI,1924,fixed14,241486493.70655218,542.2787056239998,241485951.42784655
STOŁPECKI,1924,fixed14,187636246.39924386,361.79293509870473,187635884.60630876
STRYJSKI,1924,fixed14,206773036.8280297,567.5830301569332,206772469.24499953
SUWALSKI,1924,fixed14,199083214.5244663,435.9287937605645,199082778.59567255
SZAMOTULSKI,1924,fixed14,343444631.91659135,1156.13582821656,343443475.78076315
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),1924,fixed14,211759439.68239015,502.08612829073513,211758937.59626186
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1924,fixed14,197416665.64085665,212.51212358519095,197416453.12873307
SZUBIŃSKI,1924,fixed14,305608175.251778,905.0875493573716,305607270.1642287
SĘPOLEŃSKI,1924,fixed14,290866680.28109324,1392.0597131137415,290865288.2213801
SŁONIMSKI,1924,fixed14,204672896.5090935,253.77920979045098,204672642.7298837
TARNOBRZESKI,1924,fixed14,252835043.2606841,843.227325124298,252834200.033359
TARNOGÓRSKI,1924,fixed14,303163331.55828637,9826.16014259092,303153505.39814377
TARNOPOLSKI,1924,fixed14,199262108.43696904,828.9740786655543,199261279.4628904
TARNOWSKI,1924,fixed14,254826462.44783518,1528.9204031567513,254824933.52743202
TCZEWSKI,1924,fixed14,263489838.83429977,1997.27887287018,263487841.5554269
TOMASZOWSKI,1924,fixed14,209379679.29648346,645.8328448966332,209379033.46363857
TORUŃSKI,1924,fixed14,300713095.06126916,2155.5073445813623,300710939.55392456
TREMBOWELSKI,1924,fixed14,195347922.3992642,697.4316357140546,195347224.96762848
TUCHOLSKI,1924,fixed14,279775723.98426473,747.6581608269532,279774976.3261039
TURCZAŃSKI,1924,fixed14,215155424.17190307,478.35240494022366,215154945.81949812
TURECKI,1924,fixed14,282085227.9650723,814.4444386178263,282084413.52063364
TŁUMACKI,1924,fixed14,197978449.79986826,862.4855849141309,197977587.31428334
WADOWICKI,1924,fixed14,275821082.06764144,1488.9835186721289,275819593.0841228
WARSZAWSKI,1924,fixed14,265757528.7298012,5568.448432509856,265751960.2813687
WIELUŃSKI,1924,fixed14,264429303.20330453,543.04674901299,264428760.1565555
WILEJSKI,1924,fixed14,177872588.4628428,248.3108274769817,177872340.15201533
WILEŃSKO-TROCKI,1924,fixed14,191217573.01969916,286.38749965806363,191217286.6321995
WILNO (MIASTO),1924,fixed14,195403122.64251113,55584.31722951846,195347538.32528162
WOLSZTYŃSKI,1924,fixed14,389675971.39892757,1156.115502031149,389674815.2834255
WOŁKOWYSKI,1924,fixed14,213370996.98775804,245.6651813204737,213370751.32257673
WOŁOŻYŃSKI,1924,fixed14,179164377.65316755,308.28031752658535,179164069.37285003
WRZESIŃSKI,1924,fixed14,319075563.5022586,1562.937558638141,319074000.56469995
WYRZYSKI,1924,fixed14,297354767.8824603,1168.9707549545017,297353598.9117053
WYSOKOMAZOWIECKI,1924,fixed14,222009958.68945307,475.201446904367,222009483.48800617
WĄBRZESKI,1924,fixed14,288053336.85707384,1210.6016065398194,288052126.2554673
WĄGROWIECKI,1924,fixed14,304759444.5943256,859.3756650943403,304758585.21866053
WĘGROWSKI,1924,fixed14,228559104.2335817,573.0761058253623,228558531.15747586
WŁOCŁAWSKI,1924,fixed14,293383370.93848276,2417.6653421462406,293380953.2731406
WŁODAWSKI,1924,fixed14,215224589.0653649,378.4692055471635,215224210.59615934
WŁODZIMIERSKI,1924,fixed14,208418711.6758632,438.3621375010443,208418273.3137257
WŁOSZCZOWSKI,1924,fixed14,263507399.84066334,552.4426709418001,263506847.3979924
ZALESZCZYCKI,1924,fixed14,185929752.8834423,721.9428463020215,185929030.940596
ZAMOJSKI,1924,fixed14,222363812.74524918,1017.220605807721,222362795.52464336
ZBARASKI,1924,fixed14,194727887.4176856,809.8116705917741,194727077.606015
ZBOROWSKI,1924,fixed14,196365412.23817277,641.0656750930908,196364771.1724977
ZDOŁBUNOWSKI,1924,fixed14,190046886.67132866,688.9651987762189,190046197.70612988
ZŁOCZOWSKI,1924,fixed14,205405119.29025185,617.978386451135,205404501.3118654
ŁASKI,1924,fixed14,290507236.0520541,1223.017626928346,290506013.03442717
ŁAŃCUCKI,1924,fixed14,237455646.29142404,1106.6809097555222,237454539.61051428
ŁOMŻYŃSKI,1924,fixed14,228165629.27623987,525.3146977972897,228165103.96154207
ŁOWICKI,1924,fixed14,287973104.06239223,1595.2063915943531,287971508.85600066
ŁUCKI,1924,fixed14,200736702.62505972,216.8933025855057,200736485.73175713
ŁUKOWSKI,1924,fixed14,239661231.4205562,575.2447629623215,239660656.17579323
ŁUNINIECKI,1924,fixed14,190773766.7464478,163.980997557985,190773602.76545024
ŁÓDZKI,1924,fixed14,295827656.29706913,3028.3550192424777,295824627.94204986
ŁÓDŹ (MIASTO),1924,fixed14,296845286.699655,633683.979898137,296211602.71975684
ŁĘCZYCKI,1924,fixed14,289142685.8638238,1297.8626630982114,289141388.0011607
ŚNIATYŃSKI,1924,fixed14,188969677.0693707,1301.2706063625014,188968375.79876432
ŚREDZKI,1924,fixed14,332892379.6223975,1353.5288329407865,332891026.09356457
ŚREMSKI,1924,fixed14,332183320.4970085,1001.4536345165506,332182319.043374
ŚWIECKI,1924,fixed14,283834960.42552704,802.7989784902711,283834157.6265485
ŚWIĘCIAŃSKI,1924,fixed14,183704625.70263088,233.67497575014772,183704392.02765512
ŚWIĘTOCHŁOWICKI,1924,fixed14,313400073.5559492,97519.06719495442,313302554.4887543
ŻNIŃSKI,1924,fixed14,312189685.1251014,1278.4267112792518,312188406.6983901
ŻYDACZOWSKI,1924,fixed14,203013884.68733072,641.5265917065776,203013243.160739
ŻYWIECKI,1924,fixed14,274040850.8855607,1458.5118468422784,274039392.37371385
ŻÓŁKIEWSKI,1924,fixed14,210310871.1689461,942.1854204908436,210309928.9835256
AUGUSTOWSKI,1925,fixed14,222386753.8308577,334.65152930537704,222386419.17932838
BARANOWICKI,1925,fixed14,214921266.78882852,249.65998246602658,214921017.12884605
BIALSKI (BIAŁA KRAKOWSKA),1925,fixed14,311132247.89116144,4662.208602900099,311127585.68255854
BIALSKI (BIAŁA PODLASKA),1925,fixed14,258281568.4094606,683.4922164823336,258280884.91724414
BIAŁOSTOCKI,1925,fixed14,248033445.7739394,860.4774133729946,248032585.296526
BIELSKI (BIELSK PODLASKI),1925,fixed14,246239751.94403097,264.86710819682565,246239487.07692277
BIELSKO,1925,fixed14,312746436.77777416,20163.694015102996,312726273.08375907
BIŁGORAJSKI,1925,fixed14,237434639.59720436,461.5981586302344,237434177.99904573
BOCHEŃSKI,1925,fixed14,296056107.1852122,1141.3274130372895,296054965.8577992
BORSZCZOWSKI,1925,fixed14,201468194.73037556,702.5870210765511,201467492.14335448
BRASŁAWSKI,1925,fixed14,194952269.9191256,156.99316921366855,194952112.92595637
BRODNICKI,1925,fixed14,312229654.90698946,1258.9754252115179,312228395.9315643
BRODZKI,1925,fixed14,226838159.97323275,751.8256239040827,226837408.14760885
BRZESKI (BRZESKO),1925,fixed14,269048142.97522485,1095.7678408930356,269047047.20738393
BRZESKI (BRZEŚĆ N.BUG.),1925,fixed14,252865951.58748746,367.52124248988696,252865584.06624496
BRZEZIŃSKI,1925,fixed14,321449393.5067438,2638.085592439469,321446755.42115134
BRZEŻAŃSKI,1925,fixed14,222870661.5951422,731.8079356084065,222869929.7872066
BRZOZOWSKI,1925,fixed14,253310761.51990357,1380.603025241615,253309380.91687834
BUCZACKI,1925,fixed14,214159662.5644206,710.2256813462088,214158952.33873928
BYDGOSKI,1925,fixed14,333892156.41849357,1559.4933414119407,333890596.9251522
BÓBRECKI,1925,fixed14,224807309.1826314,1053.7834797786784,224806255.39915162
BĘDZIŃSKI,1925,fixed14,330183115.7062301,5128.409102909333,330177987.2971272
BŁOŃSKI,1925,fixed14,306324017.6776172,2691.732467191597,306321325.94515
CHEŁMIŃSKI,1925,fixed14,315957126.87442106,1480.9177693613651,315955645.9566517
CHEŁMSKI,1925,fixed14,250821381.59020528,825.6563245730026,250820555.93388072
CHODZIESKI,1925,fixed14,348241492.0055469,1160.001099257516,348240332.0044477
CHOJNICKI,1925,fixed14,300172306.78031677,471.83927896056144,300171834.94103783
CHORZÓW,1925,fixed14,352753522.58091867,348245.1606623836,352405277.42025626
CHRZANOWSKI,1925,fixed14,327565836.02590036,3930.9787903726437,327561905.04710996
CIECHANOWSKI,1925,fixed14,289919052.19936377,1606.0141760644535,289917446.1851877
CIESZYŃSKI,1925,fixed14,307605931.5630691,3789.9728370633648,307602141.590232
CZARNKOWSKI,1925,fixed14,340360713.7396775,991.7783835105114,340359721.961294
CZORTKOWSKI,1925,fixed14,212316326.44896927,1261.7740537789396,212315064.6749155
CZĘSTOCHOWSKI,1925,fixed14,320562968.940198,1696.5968769758924,320561272.343321
DOBROMILSKI,1925,fixed14,245293896.153229,771.5204964914949,245293124.6327325
DOLIŃSKI,1925,fixed14,227933149.44733757,391.35547939644204,227932758.09185818
DROHICKI,1925,fixed14,228630582.87148368,260.8668805588826,228630322.00460312
DROHOBYCKI,1925,fixed14,240765535.01845133,1619.1874200505245,240763915.8310313
DUBIEŃSKI,1925,fixed14,216272700.92933586,412.38260373428005,216272288.54673213
DZIAŁDOWSKI,1925,fixed14,286879438.293046,483.42545673230666,286878954.8675893
DZIŚNIEŃSKI,1925,fixed14,193100895.6150015,204.00150749986926,193100691.613494
DĄBROWSKI,1925,fixed14,278196455.22494626,812.692109991363,278195642.53283626
GARWOLIŃSKI,1925,fixed14,273729684.00976235,660.8854688335906,273729023.1242935
GNIEŹNIEŃSKI,1925,fixed14,355307088.48522264,2016.1857257703175,355305072.2994969
GORLICKI,1925,fixed14,263865942.68934014,939.9776279702036,263865002.71171218
GOSTYNIŃSKI,1925,fixed14,310378635.0770787,1350.7380839512555,310377284.33899474
GOSTYŃSKI,1925,fixed14,377183633.44072,1875.3481944594678,377181758.09252554
GRODZIEŃSKI,1925,fixed14,229761125.2619776,292.42955123212016,229760832.83242637
GRUDZIĄDZKI,1925,fixed14,316645498.7145739,2526.852931141724,316642971.8616428
GRÓDECKI,1925,fixed14,236192737.8943155,945.0049171667551,236191792.88939834
GRÓJECKI,1925,fixed14,279011649.30636007,1431.108226789248,279010218.1981333
HOROCHOWSKI,1925,fixed14,217038216.38137028,864.7546629178526,217037351.62670735
HORODEŃSKI,1925,fixed14,206868042.6683424,951.931577814507,206867090.7367646
HRUBIESZOWSKI,1925,fixed14,237022514.25208294,671.702432327369,237021842.5496506
INOWROCŁAWSKI,1925,fixed14,337190096.8614918,1976.538557541104,337188120.32293427
IWACEWICKI,1925,fixed14,226174028.868641,224.78305710498745,226173804.0855839
IŁŻECKI,1925,fixed14,278872556.80377537,725.4132831267762,278871831.39049226
JANOWSKI,1925,fixed14,261653722.0277939,632.6538621376384,261653089.37393177
JAROCIŃSKI,1925,fixed14,362016760.6552655,1648.9605434166108,362015111.6947221
JAROSŁAWSKI,1925,fixed14,263001324.11315933,926.8541527210773,263000397.25900662
JASIELSKI,1925,fixed14,263198804.20902395,1112.8178159017368,263197691.39120805
JAWOROWSKI,1925,fixed14,231428897.25169942,711.4671695062774,231428185.78452992
JĘDRZEJOWSKI,1925,fixed14,311582573.1759692,894.249311100066,311581678.9266581
KALISKI,1925,fixed14,338319867.81242305,2397.9864754122045,338317469.82594764
KAMIONECKI,1925,fixed14,230682422.55712315,663.612206067168,230681758.94491708
KARTUSKI,1925,fixed14,287170971.1346794,534.950311122605,287170436.18436825
KATOWICE,1925,fixed14,343257020.5472437,78395.9805248059,343178624.56671894
KAŁUSKI,1925,fixed14,220093765.79621884,585.9445065460594,220093179.8517123
KIELECKI,1925,fixed14,305830159.2433029,880.8428905588819,305829278.4004123
KOBRYŃSKI,1925,fixed14,240654528.82004637,263.62194521180675,240654265.19810116
KOLBUSZOWSKI,1925,fixed14,259060796.25584593,750.4757736125883,259060045.78007233
KOLSKI,1925,fixed14,335123292.0029881,1772.3328463860346,335121519.6701417
KONECKI,1925,fixed14,306170883.27157295,721.1782252112288,306170162.0933477
KONIŃSKI,1925,fixed14,337354294.7502634,1094.7590925991872,337353199.99117076
