Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki Cukrowe
KRAKOWSKIE;MIELECKI;81 567;133 331;35 634;59 189;674 418;1 224
KRAKOWSKIE;MYŚLENICKI;53 365;88 432;13 138;59 528;445 687;0
KRAKOWSKIE;NOWOSĄDECKI;49 970;87 299;50 434;108 213;771 052;0
KRAKOWSKIE;NOWOTARSKI;974;39 574;62 572;221 007;841 272;0
KRAKOWSKIE;OŚWIĘCIMSKI;12 889;67 443;6 262;42 768;432 730;0
KRAKOWSKIE;PILZNEŃSKI;49 188;82 221;20 418;42 888;598393;0
KRAKOWSKIE;ROPCZYCKI;92 220;168 884;50 439;67 942;1 022 959;35 914
KRAKOWSKIE;TARNOWSKI;82 738;150 814;41 197;97 351;876 275;20 106
KRAKOWSKIE;WADOWICKI;66 597;141 831;10 376;111 570;872 933;13 392
KRAKOWSKIE;WIELICKI;37 638;56 626;12 461;24 955;227 864;0
KRAKOWSKIE;ŻYWIECKI;10 964;53 899;21 816;92 052;595 215;0
LUBELSKIE;BIALSKI (BIAŁA PODLASKA);38 089;268 107;21 412;91 758;1 267 628;5 157
LUBELSKIE;BIŁGORAJSKI;41 891;166 101;48 285;103 631;750 923;2 800
LUBELSKIE;CHEŁMSKI;221 993;358 128;125 879;96 777;1 235 285;125 090
LUBELSKIE;GARWOLIŃSKI;84 660;567 149;122 856;155 975;1 954 040;6 845
LUBELSKIE;HRUBIESZOWSKI;372 310;272 522;144 590;229 597;1 032 726;408 364
LUBELSKIE;JANOWSKI;99 688;251 967;118 053;181 984;1 390 570;111 016
LUBELSKIE;KONSTANTYNOWSKI;51 324;240 316;22 150;83 869;1 299 257;187 626
LUBELSKIE;KRASNOSTAWSKI;332 651;280 118;153 671;182 926;1 445 079;117 620
LUBELSKIE;LUBARTOWSKI;59 038;382 830;41 059;97 493;1 484 503;46 963
LUBELSKIE;LUBELSKI;485 828;567 344;267 348;321 180;2 383 050;702 493
LUBELSKIE;LUBLIN (MIASTO);;;;;;
LUBELSKIE;PUŁAWSKI;124 903;325 457;149 304;136 381;2 046 518;375 823
LUBELSKIE;RADZYŃSKI;95 077;267 898;25 301;147 493;1 670 373;50 618
LUBELSKIE;SIEDLECKI;38 381;318 213;19 161;99 987;1 846 513;10 925
LUBELSKIE;SOKOŁOWSKI;79 179;298 891;39 958;104 271;1 736 223;109 366
LUBELSKIE;TOMASZOWSKI;213 803;249 070;143 701;164 214;1 418 300;345 400
LUBELSKIE;WĘGROWSKI;49 179;285 737;29 950;90 888;1 916 383;14 177
LUBELSKIE;WŁODAWSKI;65 851;337 287;32 803;96 694;1 319 610;16 041
LUBELSKIE;ZAMOJSKI;242 744;214 802;144 385;184 931;1 076 988;252 623
LUBELSKIE;ŁUKOWSKI;51 447;514 343;35 441;163 450;2 061 913;1 860
LWOWSKIE;BRZOZOWSKI;60 308;108 755;42 590;67 932;648 804;11 261
LWOWSKIE;BÓBRECKI;124 932;91 855;39 179;70 190;984 926;180 864
LWOWSKIE;DOBROMILSKI;51 026;76 021;21 863;95 054;313 434;7 906
LWOWSKIE;DROHOBYCKI;45 573;116 645;26 187;88 324;984 262;0
LWOWSKIE;GRÓDECKI;64 580;93 899;32 744;76 971;641 184;20 495
LWOWSKIE;JAROSŁAWSKI;169 583;332 209;70 627;95 926;418 798;420 102
LWOWSKIE;JAWOROWSKI;53 838;216 833;49 330;111 510;928 037;2 927
LWOWSKIE;KOLBUSZOWSKI;26 638;166 228;28 930;44 709;637 320;0
LWOWSKIE;KROŚNIEŃSKI;57 585;105 105;35 594;66 617;668 868;908
LWOWSKIE;LESKI;19 087;56 220;15 038;140 956;660 470;0
LWOWSKIE;LUBACZOWSKI;54 556;136 129;37 488;80 018;770 472;0
LWOWSKIE;LWOWSKI;163 479;177 519;50 842;153 166;1 250 921;74 974
LWOWSKIE;LWÓW (MIASTO);;;;;;
LWOWSKIE;MOŚCISKI;84 833;153 283;42 453;64 302;803 752;13 547
LWOWSKIE;NIŻAŃSKI;29 108;90 792;24 385;29 947;465 767;5 201
LWOWSKIE;PRZEMYSKI;158 470;186 346;57 371;92 884;1 086 237;131 637
LWOWSKIE;PRZEWORSKI;72 730;103 004;19 829;46 337;426 922;365 557
LWOWSKIE;RAWSKI (RAWA RUSKA);147 994;195 291;89 105;95 099;896 972;42 302
LWOWSKIE;RUDECKI;84 834;96 650;55 481;54 960;829 007;36 173
LWOWSKIE;RZESZOWSKI;112 035;185 691;49 801;69 992;764 999;27 970
LWOWSKIE;SAMBORSKI;97 805;167 766;51 181;75 059;1 148 206;7 019
LWOWSKIE;SANOCKI;67 379;113 938;48 567;106 035;893 698;14 457
LWOWSKIE;SOKALSKI;239 238;164 504;118 073;118 574;1 136 520;180 118
LWOWSKIE;STAROSAMBORSKI;12 619;38 833;11 282;39 671;333 823;0
LWOWSKIE;STRZYŻOWSKI;55 980;78 163;23 498;48 921;380 825;8 154
LWOWSKIE;TARNOBRZESKI;33 727;90 995;39 282;40 093;606 206;39 827
LWOWSKIE;ŁAŃCUCKI;73 758;145 524;57 444;65 171;624 011;88 793
LWOWSKIE;ŻÓŁKIEWSKI;100 957;130 746;43 605;71 711;646 737;2 115
M. ST. WARSZAWA;POŁUDNIOWO-WARSZAWSKI;;;;;;
M. ST. WARSZAWA;PRASKO-WARSZAWSKI;;;;;;
M. ST. WARSZAWA;PÓŁNOCNO-WARSZAWSKI;;;;;;
NOWOGRÓDZKIE;BARANOWICKI;39 680;309 694;72 229;156 872;1 579 256;0
NOWOGRÓDZKIE;LIDZKI;7 744;538 172;121 310;192 146;2 027 799;0
NOWOGRÓDZKIE;NIEŚWIESKI;40 656;349 903;39 325;148 242;1 551 263;0
NOWOGRÓDZKIE;NOWOGRÓDZKI;83 457;454 489;113 270;233 019;1 930 960;0
NOWOGRÓDZKIE;STOŁPECKI;18 747;344 632;42 349;111 975;1 200 797;0
NOWOGRÓDZKIE;SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE);4 550;227 941;46 406;63 803;1 106 659;0
NOWOGRÓDZKIE;SŁONIMSKI;23 425;337 631;31 454;88 775;1 015 392;0
NOWOGRÓDZKIE;WOŁOŻYŃSKI;12 824;217 470;73 406;115 333;1 278 009;0
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.);64 553;598 353;75 271;121 318;2 347 968;2 720
POLESKIE;DROHICKI;20 916;764 029;30 509;68 618;1 112 657;0
POLESKIE;KOBRYŃSKI;26 013;337 129;32 190;69 253;1 081 532;4 590
POLESKIE;KOSOWSKI (KOSÓW POLESKI);6 107;216 615;21 473;53 268;949 024;0
POLESKIE;KOSZYRSKI;6 018;171 948;28 010;51 804;814 910;0
POLESKIE;PIŃSKI;19 774;499 490;38 073;114 133;1 601 709;0
POLESKIE;PRUŻAŃSKI;12 294;321 290;37 111;59 131;1 127 383;1 760
POLESKIE;SARNEŃSKI;13 930;529 721;59 733;69 780;998 704;0
POLESKIE;STOLIŃSKI;16 457;252 754;19 556;50 327;1 202 577;0
POLESKIE;ŁUNINIECKI;7 070;148 009;19 303;27 681;957 234;0
POMORSKIE;BRODNICKI;50 952;334 673;67 130;40 201;1 543 933;167 471
POMORSKIE;CHEŁMIŃSKI;178 678;167 314;90 364;39 113;982 404;1 052 613
POMORSKIE;CHOJNICKI;22 426;469 029;29 570;78 915;1 124 100;16 968
POMORSKIE;DZIAŁDOWSKI;8 503;155 373;20 251;14 371;818 713;7 641
POMORSKIE;GDYNIA (MIASTO);;;;;;
POMORSKIE;GNIEWSKI;64 378;74 388;35 154;26 230;631 507;484 968
POMORSKIE;GRUDZIĄDZ (MIASTO);;;;;;
POMORSKIE;GRUDZIĄDZKI;191 090;216 470;97 870;61 900;1 055 264;571 741
POMORSKIE;KARTUSKI;7 145;235 644;16 917;109 621;1 233 283;1 200
POMORSKIE;KOŚCIERSKI;10 791;226 469;13 872;68 175;876 165;0
POMORSKIE;LUBAWSKI;42 355;336 902;81 063;59 899;1 361 747;63 732
POMORSKIE;MORSKI;11 712;208 952;18 023;82 044;1 148 706;4 830
POMORSKIE;STAROGARDZKI;47 086;232 371;37 544;55 566;1 064 886;137 271
POMORSKIE;SĘPOLEŃSKI;19 204;165 611;35 576;41 685;787 243;51 295
POMORSKIE;TCZEWSKI;86 096;78 676;43 536;40 877;444 213;298 493
POMORSKIE;TORUŃ (MIASTO);;;;;;
POMORSKIE;TORUŃSKI;150 874;200 725;71 655;34 537;916 075;1 134 296
POMORSKIE;TUCHOLSKI;24 334;221 427;42 497;38 968;823 755;74 149
POMORSKIE;WĄBRZESKI;110 289;207 903;72 852;28 966;1 017 788;455 252
POMORSKIE;ŚWIECKI;88 049;383 028;88 480;67 455;1 897 833;355 907
POZNAŃSKIE;BYDGOSKI;95 877;374 288;102 967;70 902;1 391 214;320 354
POZNAŃSKIE;BYDGOSZCZ (MIASTO);;;;;;
POZNAŃSKIE;CHODZIESKI;22 490;270 084;44 520;59 683;1 217 868;108 706
POZNAŃSKIE;CZARNKOWSKI;16 713;153 787;18 693;28 127;759 269;69 458
POZNAŃSKIE;GNIEZNO (MIASTO);;;;;;
POZNAŃSKIE;GNIEŹNIEŃSKI;91 136;420 515;93 623;76 514;1 894 692;626402
POZNAŃSKIE;GOSTYŃSKI;172 397;188 664;66 390;94 724;1 226 305;1 267 809
POZNAŃSKIE;GRODZISKI;75 127;176 517;44 786;27 050;976 655;1 553 000
POZNAŃSKIE;INOWROCŁAW (MIASTO);;;;;;
POZNAŃSKIE;INOWROCŁAWSKI;218 526;286 816;140 677;41 691;1 142 905;2 622 506
POZNAŃSKIE;JAROCIŃSKI;113 301;236 139;44 095;70 467;1 289 510;784 880
POZNAŃSKIE;KOŚCIAŃSKI;88 900;177 359;51 044;48 953;1 291 886;670 050
POZNAŃSKIE;KOŹMIŃSKI;104 852;115 065;34 415;69 916;616 117;775 482
POZNAŃSKIE;KROTOSZYŃSKI;95 769;195 409;34 966;90 403;849 702;317 781
POZNAŃSKIE;KĘPIŃSKI;43 950;288 730;18 616;79 370;1 542 754;202 757
POZNAŃSKIE;LESZCZYŃSKI;93 658;248 642;39 676;80 992;1 369 311;590 926
POZNAŃSKIE;MIĘDZYCHODZKI;30 435;184 224;19 142;27 899;968 140;252 100
POZNAŃSKIE;MOGILEŃSKI;87 793;307 807;98 076;51 754;1 455 642;666 066
POZNAŃSKIE;NOWOTOMYSKI;38 885;230 591;20 636;37 098;1 109 740;984 964
POZNAŃSKIE;OBORNICKI;70 840;337 613;58 412;70 097;1 711 536;625 801
POZNAŃSKIE;ODOLANOWSKI;24 823;173 674;11 721;54 543;888 611;56 615
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI);32 454;158 544;18 504;37 560;577 920;124 578
POZNAŃSKIE;OSTRZESZOWSKI;7 575;146 648;5 969;21 692;639 852;78 260
POZNAŃSKIE;PLESZEWSKI;78 929;195 871;21 263;51 515;980 146;510 277
POZNAŃSKIE;POZNAŃ (MIASTO);;;;;;
POZNAŃSKIE;POZNAŃSKI;99 708;452 509;115 174;81 787;2 475 336;1 336 550
POZNAŃSKIE;RAWICKI;86 754;180 454;38 329;39 586;957 270;730 540
POZNAŃSKIE;STRZELNEŃSKI;130 617;204 741;97 819;23 964;790 382;1 513 000
POZNAŃSKIE;SZAMOTULSKI;145 539;350 844;71 363;62 220;1 525 755;1 530 545
POZNAŃSKIE;SZUBIŃSKI;71 847;242 748;77 245;39 032;1 508 374;589 794
POZNAŃSKIE;WOLSZTYŃSKI;25 280;232 336;14 815;36 462;1 129 764;349 629
POZNAŃSKIE;WRZESIŃSKI;117 910;321 080;75 109;69 014;1 256 885;1 211 199
POZNAŃSKIE;WYRZYSKI;137 685;411 077;116 850;68 462;1 881 057;662 794
POZNAŃSKIE;WĄGROWIECKI;83 064;413 128;110 468;68 579;2 046 035;488 167
POZNAŃSKIE;ŚMIGIELSKI;64 946;194 922;34 608;55 217;1 201 321;674 100
POZNAŃSKIE;ŚREDZKI;129 403;402 769;89 559;67 534;1 775 970;980 957
POZNAŃSKIE;ŚREMSKI;83 951;357 148;54 722;71 314;1 600 078;592 047
POZNAŃSKIE;ŻNIŃSKI;18 290;276 515;99 365;52 522;1 349 579;805 548
STANISŁAWOWSKIE;BOHORODCZAŃSKI;9 404;47 178;7 037;44 453;391 908;0
STANISŁAWOWSKIE;DOLIŃSKI;13 664;78 356;4 189;76 356;615 736;0
STANISŁAWOWSKIE;HORODEŃSKI;148 241;139 803;96 495;38 235;934 686;345 021
STANISŁAWOWSKIE;KAŁUSKI;42 578;72 708;5 412;61 335;749 298;0
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI);11 764;19 919;3 756;8 819;108 638;0
STANISŁAWOWSKIE;KOŁOMYJSKI;112 550;147 948;23 586;75 793;999 006;89 993
STANISŁAWOWSKIE;NADWÓRNIAŃSKI;12 064;63 670;5 288;41 378;643 552;0
STANISŁAWOWSKIE;ROHATYŃSKI;218 991;148 742;71 816;114 769;1 567 442;103 252
STANISŁAWOWSKIE;SKOLSKI;3 542;28 731;2 366;58 273;451 238;0
STANISŁAWOWSKIE;STANISŁAWOWSKI;78 243;108 713;6 830;57 764;708 600;15 473
STANISŁAWOWSKIE;STRYJSKI;29 953;79 325;11 448;61 331;607 573;0
STANISŁAWOWSKIE;TURCZAŃSKI;2 946;24 800;6 391;249 407;286 524;0
STANISŁAWOWSKIE;TŁUMACKI;100 294;141 415;25 901;72 832;838 360;5 503
STANISŁAWOWSKIE;ŚNIATYŃSKI;126 409;115 977;46 984;43 236;565 711;59 423
STANISŁAWOWSKIE;ŻYDACZOWSKI;81 656;96 372;21 896;84 229;1 164 830;24 938
TARNOPOLSKIE;BORSZCZOWSKI;183 751;162 638;55 846;21 917;581 088;22 532
TARNOPOLSKIE;BRODZKI;76 709;124 734;54 324;60 089;643 761;58 204
TARNOPOLSKIE;BRZEŻAŃSKI;157 687;179 261;107 739;111 399;932 125;58 789
TARNOPOLSKIE;BUCZACKI;142 408;191 218;69 055;55 361;1 099 782;26 745
TARNOPOLSKIE;CZORTKOWSKI;121 739;108 961;52 888;17 164;719 665;52 226
TARNOPOLSKIE;KAMIONECKI;105 917;98 623;37 445;62 949;684 813;36 566
TARNOPOLSKIE;KOPYCZYNIECKI;165 124;184 008;90 169;27 014;929 989;61 113
TARNOPOLSKIE;PODHAJECKI;135 606;137 223;67 773;58 826;1 146 457;31 971
TARNOPOLSKIE;PRZEMYŚLAŃSKI;160 250;113 085;53 989;98 200;942 622;31 823
TARNOPOLSKIE;RADZIECHOWSKI;101 980;115 407;58 657;70 690;632 554;20 681
TARNOPOLSKIE;SKAŁACKI;200 980;167 940;146 437;56 572;708 194;28 577
TARNOPOLSKIE;TARNOPOLSKI;200 150;238 208;149 917;112 901;956 922;54 846
TARNOPOLSKIE;TREMBOWELSKI;110 650;95 273;56 479;22 384;622 457;16 597
TARNOPOLSKIE;ZALESZCZYCKI;118 251;96 601;51 399;20 796;594 397;122 423
TARNOPOLSKIE;ZBARASKI;162 835;100 391;78 750;92 994;381 529;7 792
TARNOPOLSKIE;ZBOROWSKI;97 208;110 389;94 284;107 923;538 694;78 651
TARNOPOLSKIE;ZŁOCZOWSKI;129 852;115 685;77 486;102 256;1 009 797;92 753
WARSZAWSKIE;BŁOŃSKI;68 628;282 987;26 526;83 765;1 090 065;307 624
WARSZAWSKIE;CIECHANOWSKI;182 946;401 959;52 628;71 015;1 187 569;409 814
WARSZAWSKIE;GOSTYNIŃSKI;74 300;321 843;16 806;55 876;1 046 627;268 997
WARSZAWSKIE;GRÓJECKI;105 834;561 620;30 388;130 542;2 292 866;4 379
WARSZAWSKIE;KUTNOWSKI;190 365;381 792;54 825;105 166;1 233 248;1 170 081
WARSZAWSKIE;LIPNOWSKI;102 558;560 523;103 413;59 279;1 712 804;339 284
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI);63 688;309 976;19 864;50 347;879 282;31 991
WARSZAWSKIE;MIŃSKI;27 562;330 332;37 546;109 709;1 590 261;0
WARSZAWSKIE;MŁAWSKI;18 272;487 615;14 101;31 208;1 986 398;50 375
WARSZAWSKIE;NIESZAWSKI;195 546;542 543;136 387;31 266;1 902 228;1 187 220
WARSZAWSKIE;PRZASNYCKI;70 230;303 888;22 031;33 196;1 234 933;83 696
WARSZAWSKIE;PUŁTUSKI;84 203;495 974;34 944;95 286;1 707 690;66 168
WARSZAWSKIE;PŁOCKI;186 664;585 856;72 386;75 748;1 980 225;737 339
WARSZAWSKIE;PŁOŃSKI;118 208;483 982;54 385;74 067;1 537 300;290 573
WARSZAWSKIE;RADZYMIŃSKI;9 837;230 711;19 840;55 729;909 141;4 760
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA);41 445;471 044;20 384;60 723;1 901 821;0
WARSZAWSKIE;RYPIŃSKI;68 392;418 955;90 820;40 063;1 254 108;241 052
WARSZAWSKIE;SIERPECKI;37 372;438 532;29 939;39 761;1 759 375;70 938
WARSZAWSKIE;SKIERNIEWICKI;26 083;379 775;29 659;67 911;1 109 385;0
WARSZAWSKIE;SOCHACZEWSKI;96 813;306 194;23 015;79 038;1 112 057;183 655
WARSZAWSKIE;WARSZAWSKI;47 159;204 964;35 682;81 451;1 660 090;43 240
WARSZAWSKIE;WŁOCŁAWSKI;159 803;423 854;86 649;36 594;1 340 223;1 004 803
WARSZAWSKIE;ŁOWICKI;144 291;602 637;44 670;155 196;1 479 405;158 382
WOŁYŃSKIE;DUBIEŃSKI;526 644;535 680;314 343;385 522;1 706 024;81 654
WOŁYŃSKIE;HOROCHOWSKI;313 902;254 181;180 584;213 212;932 097;45 711
WOŁYŃSKIE;KOSTOPOLSKI;67 306;253 454;41 872;89 486;893 288;0
WOŁYŃSKIE;KOWELSKI;160 131;423 175;74 936;94 869;1 083 347;3 600
WOŁYŃSKIE;KRZEMIENIECKI;204 301;664 249;234 910;381 264;1 110 965;44 088
WOŁYŃSKIE;LUBOMELSKI;31 789;172 976;38 256;27 535;707 201;0
WOŁYŃSKIE;RÓWIEŃSKI;259 612;521 929;168 009;310 128;1 299 047;686 637
WOŁYŃSKIE;WŁODZIMIERSKI;348 886;379 660;186 095;202 037;1 190 123;98 930
WOŁYŃSKIE;ZDOŁBUNOWSKI;137 644;187 906;108 142;142 862;585 856;306 808
WOŁYŃSKIE;ŁUCKI;422 714;642 102;216 735;329 204;1 850 899;108 321
ZIEMIA WILEŃSKA;BRASŁAWSKI;29 765;355 865;79 278;138 501;759 753;0
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI;41 793;374 398;66 533;150 344;1 345 784;0
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI;18 080;227 184;67 876;137 043;715 048;0
ZIEMIA WILEŃSKA;OSZMIAŃSKI;8 051;316 832;71 519;153 845;852 257;0
ZIEMIA WILEŃSKA;POSTAWSKI;31 286;321 540;46 416;69 528;941 700;0
ZIEMIA WILEŃSKA;WILEJSKI;6 106;341 310;115 474;97 602;1 406 429;0
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI;10 225;494 778;141 571;207 789;2 337 328;0
ZIEMIA WILEŃSKA;WILNO (MIASTO);;;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI;27 223;325 635;58 353;109 936;984 774;0
ŁÓDZKIE;BRZEZIŃSKI;40 970;462 904;10 435;77 839;1 910 878;4 397
ŁÓDZKIE;KALISKI;143 111;477 913;26 889;119 127;1 895 247;352 933
ŁÓDZKIE;KOLSKI;110 991;518 774;44 143;67 371;2 160 750;266 124
ŁÓDZKIE;KONIŃSKI;38 901;434 092;17 006;72 082;2 292 680;1 124
ŁÓDZKIE;PIOTRKOWSKI;73 245;700 771;30 713;105 431;2 774 517;18 830
ŁÓDZKIE;RADOMSZCZAŃSKI;52 447;686 676;49 236;82 629;3 235 745;8 500
ŁÓDZKIE;SIERADZKI;69 552;789 221;23 038;134 108;2 732 466;91 959
ŁÓDZKIE;SŁUPECKI;65 234;488 289;49 813;60 733;1 845 838;241 358
ŁÓDZKIE;TURECKI;69 231;465 358;16 424;98 282;1 975 193;153 781
ŁÓDZKIE;WIELUŃSKI;41 232;713 892;22 388;151 030;2 719 355;99 790
ŁÓDZKIE;ŁASKI;37 939;588 560;25 593;93 404;2 092 793;15 181
ŁÓDZKIE;ŁÓDZKI;13 213;313 735;6 819;50 043;1 467 160;0
ŁÓDZKIE;ŁÓDŹ (MIASTO);;;;;;
ŁÓDZKIE;ŁĘCZYCKI;149 836;480 747;42 417;88 552;1 939 404;572 252
ŚLĄSKIE;BIELSKI (BIELSKO);10 883;39 180;6 199;45 354;268 079;6 048
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;
ŚLĄSKIE;CIESZYŃSKI;25 653;43 245;13 008;63 272;407 710;0
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;
ŚLĄSKIE;KATOWICKI;3 662;47 309;6 806;22 632;371 451;0
ŚLĄSKIE;KRÓLEWSKA HUTA;;;;;;
ŚLĄSKIE;LUBLINIECKI;15 837;104 756;10 074;41 251;589 083;15 600
ŚLĄSKIE;PSZCZYŃSKI;29 841;213 789;23 834;100 117;1 276 937;20 520
ŚLĄSKIE;RYBNICKI;59 542;289 301;26 541;111 529;1 557 892;88 560
ŚLĄSKIE;TARNOGÓRSKI;2 807;50 958;4 109;11 473;422 949;5 000
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI;5 215;21 853;3 085;7 177;184 581;0
