Region;District;Konie;Bydło rogate;Trzoda chlewna;Owce;Kozy
BIAŁOSTOCKIE;AUGUSTOWSKI;13902.0;26583.0;25510.0;15019.0;26.0
BIAŁOSTOCKIE;BIAŁOSTOCKI;27646.0;50761.0;41871.0;23792.0;44.0
BIAŁOSTOCKIE;BIAŁYSTOK (MIASTO);892.0;1165.0;1935.0;71.0;117.0
BIAŁOSTOCKIE;BIELSKI (BIELSK PODLASKI);42025.0;76324.0;64795.0;80588.0;145.0
BIAŁOSTOCKIE;GRODZIEŃSKI;34111.0;55445.0;41524.0;51734.0;97.0
BIAŁOSTOCKIE;OSTROWSKI (OSTRÓW MAZOWIECKA);14453.0;34394.0;29457.0;5646.0;46.0
BIAŁOSTOCKIE;OSTROŁĘCKI;20087.0;46641.0;34901.0;8485.0;29.0
BIAŁOSTOCKIE;SOKÓLSKI;24666.0;41723.0;36732.0;45896.0;16.0
BIAŁOSTOCKIE;SUWALSKI;20858.0;31492.0;36273.0;18943.0;70.0
BIAŁOSTOCKIE;SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE);14238.0;23312.0;16558.0;5252.0;8.0
BIAŁOSTOCKIE;WOŁKOWYSKI;28435.0;58358.0;41210.0;66073.0;79.0
BIAŁOSTOCKIE;WYSOKOMAZOWIECKI;18003.0;39521.0;27328.0;4652.0;22.0
BIAŁOSTOCKIE;ŁOMŻYŃSKI;31951.0;62990.0;51892.0;11507.0;59.0
KIELECKIE;BĘDZIŃSKI;5079.0;10827.0;3125.0;201.0;7193.0
KIELECKIE;CZĘSTOCHOWA (MIASTO);1154.0;1443.0;1824.0;26.0;286.0
KIELECKIE;CZĘSTOCHOWSKI;15152.0;45919.0;27350.0;3411.0;1872.0
KIELECKIE;IŁŻECKI;16936.0;47145.0;35490.0;1346.0;530.0
KIELECKIE;JĘDRZEJOWSKI;15683.0;35672.0;19645.0;2582.0;480.0
KIELECKIE;KIELECKI;14782.0;48223.0;16152.0;2566.0;517.0
KIELECKIE;KONECKI;10669.0;42320.0;18931.0;3113.0;419.0
KIELECKIE;KOZIENICKI;17556.0;41857.0;43712.0;1540.0;333.0
KIELECKIE;MIECHOWSKI;22732.0;49607.0;30272.0;1595.0;2093.0
KIELECKIE;OLKUSKI;12159.0;36690.0;13914.0;2359.0;3235.0
KIELECKIE;OPATOWSKI;18567.0;51960.0;40390.0;1493.0;1046.0
KIELECKIE;OPOCZYŃSKI;14046.0;38548.0;25407.0;12906.0;163.0
KIELECKIE;PIŃCZOWSKI;19523.0;41614.0;24480.0;1166.0;913.0
KIELECKIE;RADOM (MIASTO);599.0;553.0;181.0;5.0;22.0
KIELECKIE;RADOMSKI;21801.0;54923.0;43436.0;3234.0;85.0
KIELECKIE;SANDOMIERSKI;14562.0;38623.0;31665.0;1844.0;287.0
KIELECKIE;SOSNOWIEC;890.0;796.0;320.0;6.0;1810.0
KIELECKIE;STOPNICKI;20588.0;57238.0;30934.0;422.0;325.0
KIELECKIE;WŁOSZCZOWSKI;14261.0;33346.0;20478.0;1978.0;291.0
KIELECKIE;ZAWIERCIAŃSKI;6706.0;23814.0;5283.0;1888.0;2774.0
KRAKOWSKIE;BIALSKI (BIAŁA KRAKOWSKA);4559.0;26940.0;17818.0;504.0;2140.0
KRAKOWSKIE;BOCHEŃSKI;8338.0;38146.0;19004.0;426.0;785.0
KRAKOWSKIE;BRZESKI (BRZESKO);8167.0;39081.0;18144.0;314.0;958.0
KRAKOWSKIE;CHRZANOWSKI;4688.0;19121.0;7258.0;153.0;4728.0
KRAKOWSKIE;DĄBROWSKI;9060.0;32534.0;18614.0;92.0;374.0
KRAKOWSKIE;GORLICKI;8680.0;47852.0;13387.0;3654.0;2044.0
KRAKOWSKIE;JASIELSKI;11338.0;47744.0;21002.0;2618.0;2418.0
KRAKOWSKIE;KRAKOWSKI;11438.0;41231.0;17295.0;527.0;2125.0
KRAKOWSKIE;KRAKÓW (MIASTO);1823.0;1318.0;791.0;22.0;537.0
KRAKOWSKIE;LIMANOWSKI;4840.0;43086.0;9014.0;6365.0;1426.0
KRAKOWSKIE;MIELECKI;10020.0;35831.0;18426.0;91.0;144.0
KRAKOWSKIE;MYŚLENICKI;7455.0;44472.0;13953.0;1779.0;1848.0
