Region;District;Konie;Bydło rogate;Trzoda chlewna;Owce;Kozy
BIAŁOSTOCKIE;AUGUSTOWSKI;14517.0;31453.0;30491.0;17649.0;50.0
BIAŁOSTOCKIE;BIAŁOSTOCKI;29251.0;64606.0;57321.0;23750.0;47.0
BIAŁOSTOCKIE;BIAŁYSTOK (MIASTO);1002.0;1458.0;2277.0;124.0;112.0
BIAŁOSTOCKIE;BIELSKI (BIELSK PODLASKI);44978.0;94276.0;80032.0;83178.0;289.0
BIAŁOSTOCKIE;GRODZIEŃSKI;36997.0;70611.0;58406.0;67079.0;170.0
BIAŁOSTOCKIE;OSTROWSKI (OSTRÓW MAZOWIECKA);15407.0;40982.0;32163.0;7871.0;94.0
BIAŁOSTOCKIE;OSTROŁĘCKI;20560.0;54501.0;29542.0;9135.0;41.0
BIAŁOSTOCKIE;SOKÓLSKI;26637.0;51730.0;47459.0;51677.0;10.0
BIAŁOSTOCKIE;SUWALSKI;21992.0;39119.0;40002.0;26702.0;48.0
BIAŁOSTOCKIE;SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE);15547.0;30054.0;21024.0;5715.0;13.0
BIAŁOSTOCKIE;WOŁKOWYSKI;30581.0;76337.0;63139.0;81609.0;118.0
BIAŁOSTOCKIE;WYSOKOMAZOWIECKI;19371.0;48162.0;33117.0;7247.0;36.0
BIAŁOSTOCKIE;ŁOMŻYŃSKI;34549.0;77248.0;56975.0;12993.0;96.0
KIELECKIE;BĘDZIŃSKI;5192.0;12041.0;2045.0;361.0;7879.0
KIELECKIE;CZĘSTOCHOWA (MIASTO);1149.0;1817.0;1949.0;30.0;620.0
KIELECKIE;CZĘSTOCHOWSKI;15652.0;52328.0;27327.0;5055.0;2827.0
KIELECKIE;IŁŻECKI;17707.0;55691.0;39687.0;2366.0;524.0
KIELECKIE;JĘDRZEJOWSKI;16188.0;41026.0;19725.0;2920.0;482.0
KIELECKIE;KIELECKI;14769.0;56807.0;17730.0;3488.0;497.0
KIELECKIE;KONECKI;11076.0;47029.0;20635.0;4782.0;406.0
KIELECKIE;KOZIENICKI;18576.0;48893.0;47374.0;2506.0;402.0
KIELECKIE;MIECHOWSKI;22488.0;55205.0;28852.0;1722.0;2544.0
KIELECKIE;OLKUSKI;12277.0;43163.0;15637.0;3146.0;4346.0
KIELECKIE;OPATOWSKI;18723.0;59715.0;38507.0;1699.0;831.0
KIELECKIE;OPOCZYŃSKI;14857.0;46571.0;30189.0;20283.0;317.0
KIELECKIE;PIŃCZOWSKI;20128.0;45829.0;21904.0;1673.0;1196.0
KIELECKIE;RADOM (MIASTO);808.0;762.0;310.0;0.0;158.0
KIELECKIE;RADOMSKI;22718.0;64892.0;47560.0;3761.0;123.0
KIELECKIE;SANDOMIERSKI;15272.0;43793.0;29227.0;1814.0;366.0
KIELECKIE;SOSNOWIEC;896.0;653.0;100.0;9.0;1333.0
KIELECKIE;STOPNICKI;21422.0;62039.0;28249.0;446.0;305.0
KIELECKIE;WŁOSZCZOWSKI;14758.0;38146.0;20342.0;2549.0;372.0
KIELECKIE;ZAWIERCIAŃSKI;6754.0;26696.0;3821.0;3150.0;3013.0
KRAKOWSKIE;BIALSKI (BIAŁA KRAKOWSKA);4529.0;26788.0;15930.0;480.0;3155.0
KRAKOWSKIE;BOCHEŃSKI;8621.0;40915.0;17627.0;680.0;1034.0
KRAKOWSKIE;BRZESKI (BRZESKO);8247.0;39500.0;14196.0;389.0;987.0
KRAKOWSKIE;CHRZANOWSKI;4468.0;18453.0;5832.0;216.0;5933.0
KRAKOWSKIE;DĄBROWSKI;9174.0;33565.0;13656.0;170.0;509.0
KRAKOWSKIE;GORLICKI;8432.0;48710.0;10131.0;5250.0;2464.0
KRAKOWSKIE;JASIELSKI;11245.0;50728.0;17920.0;3697.0;2688.0
KRAKOWSKIE;KRAKOWSKI;11263.0;40375.0;11566.0;507.0;2331.0
KRAKOWSKIE;KRAKÓW (MIASTO);1803.0;1303.0;905.0;119.0;597.0
KRAKOWSKIE;LIMANOWSKI;4615.0;42948.0;8724.0;6669.0;1607.0
KRAKOWSKIE;MIELECKI;10402.0;38857.0;14772.0;155.0;190.0
KRAKOWSKIE;MYŚLENICKI;7272.0;44768.0;13790.0;2082.0;3089.0
KRAKOWSKIE;NOWOSĄDECKI;10341.0;69535.0;20593.0;11595.0;3185.0
KRAKOWSKIE;NOWOTARSKI;12642.0;62872.0;15007.0;31742.0;1259.0
KRAKOWSKIE;ROPCZYCKI;13928.0;51047.0;15727.0;384.0;773.0
KRAKOWSKIE;TARNOWSKI;9625.0;40391.0;11796.0;520.0;918.0
KRAKOWSKIE;WADOWICKI;7524.0;50689.0;21647.0;1536.0;3736.0
KRAKOWSKIE;ŻYWIECKI;4739.0;47044.0;11918.0;6021.0;2873.0
LUBELSKIE;BIALSKI (BIAŁA PODLASKA);20464.0;43803.0;52682.0;24656.0;111.0
LUBELSKIE;BIŁGORAJSKI;18147.0;48987.0;29677.0;4379.0;149.0
LUBELSKIE;CHEŁMSKI;25473.0;53900.0;42890.0;1730.0;99.0
LUBELSKIE;GARWOLIŃSKI;20980.0;54891.0;70409.0;3975.0;284.0
LUBELSKIE;HRUBIESZOWSKI;28186.0;46075.0;41620.0;3240.0;107.0
LUBELSKIE;JANOWSKI;20813.0;64904.0;49233.0;3233.0;213.0
LUBELSKIE;KRASNOSTAWSKI;23609.0;53225.0;39725.0;1089.0;106.0
LUBELSKIE;LUBARTOWSKI;15721.0;35965.0;46653.0;850.0;124.0
LUBELSKIE;LUBELSKI;24648.0;70803.0;60358.0;3075.0;60.0
LUBELSKIE;LUBLIN (MIASTO);1113.0;1137.0;1261.0;70.0;189.0
LUBELSKIE;PUŁAWSKI;19534.0;51638.0;54180.0;1945.0;322.0
LUBELSKIE;RADZYŃSKI;18459.0;36264.0;51140.0;8640.0;94.0
LUBELSKIE;SIEDLECKI;24096.0;55080.0;63795.0;17565.0;234.0
LUBELSKIE;SOKOŁOWSKI;15115.0;39899.0;35820.0;5155.0;42.0
LUBELSKIE;TOMASZOWSKI;20435.0;40617.0;27837.0;1293.0;141.0
LUBELSKIE;WĘGROWSKI;13595.0;38541.0;28861.0;1321.0;71.0
LUBELSKIE;WŁODAWSKI;22869.0;51296.0;55498.0;10320.0;109.0
LUBELSKIE;ZAMOJSKI;23778.0;45847.0;29688.0;1189.0;180.0
LUBELSKIE;ŁUKOWSKI;19890.0;46921.0;64940.0;6786.0;342.0
LWOWSKIE;BRZOZOWSKI;7425.0;35082.0;6360.0;500.0;1401.0
LWOWSKIE;BÓBRECKI;11994.0;29179.0;11184.0;279.0;584.0
LWOWSKIE;DOBROMILSKI;8547.0;35207.0;5194.0;850.0;1435.0
LWOWSKIE;DROHOBYCKI;16707.0;47906.0;11221.0;5885.0;1642.0
LWOWSKIE;GRÓDECKI;11288.0;24627.0;6954.0;1204.0;72.0
LWOWSKIE;JAROSŁAWSKI;21064.0;50927.0;16075.0;397.0;521.0
LWOWSKIE;JAWOROWSKI;13917.0;30744.0;10881.0;1944.0;84.0
LWOWSKIE;KOLBUSZOWSKI;8454.0;34125.0;7510.0;65.0;126.0
LWOWSKIE;KROŚNIEŃSKI;9271.0;45856.0;10949.0;2800.0;1618.0
LWOWSKIE;LESKI;12216.0;53528.0;9811.0;12015.0;2443.0
LWOWSKIE;LUBACZOWSKI;13418.0;29686.0;14681.0;4598.0;44.0
LWOWSKIE;LWOWSKI;19851.0;46109.0;9524.0;129.0;265.0
LWOWSKIE;LWÓW (MIASTO);2175.0;2259.0;627.0;4.0;254.0
LWOWSKIE;MOŚCISKI;13075.0;31334.0;8602.0;440.0;130.0
LWOWSKIE;NIŻAŃSKI;7719.0;25324.0;11970.0;366.0;155.0
LWOWSKIE;PRZEMYSKI;14809.0;43477.0;8016.0;500.0;597.0
LWOWSKIE;PRZEWORSKI;7119.0;24000.0;7614.0;191.0;433.0
LWOWSKIE;RAWSKI (RAWA RUSKA);17298.0;37564.0;20720.0;6675.0;138.0
LWOWSKIE;RUDECKI;12213.0;25772.0;8414.0;32.0;30.0
LWOWSKIE;RZESZOWSKI;15460.0;72339.0;23620.0;354.0;1237.0
LWOWSKIE;SAMBORSKI;17547.0;46126.0;12817.0;1432.0;501.0
LWOWSKIE;SANOCKI;13047.0;45193.0;7391.0;7790.0;3954.0
LWOWSKIE;SOKALSKI;22312.0;32734.0;26997.0;25059.0;111.0
LWOWSKIE;TARNOBRZESKI;10322.0;29489.0;15459.0;198.0;174.0
LWOWSKIE;TURCZAŃSKI;12120.0;52621.0;8658.0;24868.0;2452.0
LWOWSKIE;ŁAŃCUCKI;12239.0;39205.0;14474.0;595.0;469.0
LWOWSKIE;ŻÓŁKIEWSKI;15113.0;30993.0;15711.0;750.0;87.0
M. ST. WARSZAWA;POŁUDNIOWO-WARSZAWSKI;;;;;
M. ST. WARSZAWA;PRASKO-WARSZAWSKI;;;;;
M. ST. WARSZAWA;PÓŁNOCNO-WARSZAWSKI;;;;;
M. ST. WARSZAWA;ŚRÓDMIEJSKO-WARSZAWSKI;;;;;
NOWOGRÓDZKIE;BARANOWICKI;25410.0;65055.0;50796.0;32980.0;452.0
NOWOGRÓDZKIE;LIDZKI;34038.0;93002.0;72657.0;96897.0;73.0
NOWOGRÓDZKIE;NIEŚWIESKI;20880.0;51101.0;51633.0;38171.0;166.0
NOWOGRÓDZKIE;NOWOGRÓDZKI;26597.0;66986.0;57773.0;47217.0;95.0
NOWOGRÓDZKIE;STOŁPECKI;16338.0;43058.0;42479.0;33256.0;31.0
NOWOGRÓDZKIE;SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE);19380.0;52437.0;29661.0;47121.0;25.0
NOWOGRÓDZKIE;SŁONIMSKI;23039.0;54558.0;42304.0;56999.0;198.0
NOWOGRÓDZKIE;WOŁOŻYŃSKI;19962.0;51426.0;53319.0;46746.0;60.0
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.);34749.0;86207.0;65199.0;85288.0;299.0
POLESKIE;DROHICKI;15581.0;48838.0;40484.0;35145.0;75.0
POLESKIE;IWACEWICKI;13714.0;40524.0;31194.0;28226.0;111.0
POLESKIE;KOBRYŃSKI;19706.0;74945.0;46384.0;63063.0;109.0
POLESKIE;KOSZYRSKI;13119.0;61121.0;23159.0;57781.0;20.0
POLESKIE;PIŃSKI;27101.0;92625.0;52073.0;59475.0;540.0
POLESKIE;PRUŻAŃSKI;19517.0;48191.0;44867.0;49869.0;189.0
POLESKIE;STOLIŃSKI;18443.0;68556.0;31359.0;22127.0;202.0
POLESKIE;ŁUNINIECKI;15891.0;56849.0;32393.0;36805.0;220.0
POMORSKIE;BRODNICKI;10749.0;29338.0;31353.0;8755.0;1014.0
POMORSKIE;CHEŁMIŃSKI;10173.0;25062.0;27987.0;17140.0;1938.0
POMORSKIE;CHOJNICKI;8129.0;24560.0;27509.0;12623.0;1947.0
POMORSKIE;DZIAŁDOWSKI;7369.0;21410.0;18322.0;5197.0;662.0
POMORSKIE;GDYNIA (MIASTO);1139.0;764.0;413.0;103.0;291.0
POMORSKIE;GRUDZIĄDZ (MIASTO);354.0;369.0;169.0;3.0;18.0
POMORSKIE;GRUDZIĄDZKI;11223.0;27647.0;25922.0;11422.0;1261.0
POMORSKIE;KARTUSKI;9607.0;25586.0;34216.0;8618.0;959.0
POMORSKIE;KOŚCIERSKI;7846.0;21995.0;27621.0;9955.0;1377.0
POMORSKIE;LUBAWSKI;10886.0;30196.0;27053.0;5004.0;1322.0
POMORSKIE;MORSKI;9315.0;25670.0;29558.0;10626.0;1180.0
POMORSKIE;STAROGARDZKI;8263.0;20900.0;25946.0;6235.0;2202.0
POMORSKIE;SĘPOLEŃSKI;6368.0;20035.0;24189.0;13570.0;1592.0
POMORSKIE;TCZEWSKI;10080.0;20558.0;20787.0;8631.0;1558.0
POMORSKIE;TORUŃ (MIASTO);536.0;317.0;310.0;3.0;179.0
POMORSKIE;TORUŃSKI;9440.0;24122.0;22342.0;12559.0;1071.0
POMORSKIE;TUCHOLSKI;6879.0;19724.0;24216.0;5881.0;1796.0
POMORSKIE;WĄBRZESKI;10324.0;27364.0;28967.0;5610.0;862.0
POMORSKIE;ŚWIECKI;14066.0;35112.0;51617.0;8420.0;3488.0
POZNAŃSKIE;BYDGOSKI;10889.0;30507.0;33536.0;7825.0;2255.0
POZNAŃSKIE;BYDGOSZCZ (MIASTO);1547.0;942.0;863.0;25.0;1740.0
POZNAŃSKIE;CHODZIESKI;7622.0;21673.0;25883.0;2825.0;3211.0
POZNAŃSKIE;CZARNKOWSKI;6028.0;16540.0;21516.0;1984.0;4466.0
POZNAŃSKIE;GNIEZNO (MIASTO);333.0;274.0;507.0;13.0;373.0
POZNAŃSKIE;GNIEŹNIEŃSKI;12630.0;35655.0;45373.0;6622.0;4215.0
POZNAŃSKIE;GOSTYŃSKI;9169.0;26982.0;27272.0;7500.0;3716.0
POZNAŃSKIE;INOWROCŁAW (MIASTO);632.0;766.0;882.0;36.0;579.0
POZNAŃSKIE;INOWROCŁAWSKI;10237.0;28809.0;28732.0;9997.0;2245.0
POZNAŃSKIE;JAROCIŃSKI;13104.0;36266.0;32442.0;8177.0;6502.0
POZNAŃSKIE;KOŚCIAŃSKI;12480.0;38049.0;33561.0;6514.0;5948.0
POZNAŃSKIE;KROTOSZYŃSKI;11597.0;33592.0;29122.0;3168.0;3577.0
POZNAŃSKIE;KĘPIŃSKI;12413.0;34353.0;33813.0;1494.0;7822.0
POZNAŃSKIE;LESZCZYŃSKI;8140.0;26831.0;26824.0;2544.0;3609.0
POZNAŃSKIE;MIĘDZYCHODZKI;4922.0;13767.0;16904.0;2076.0;3553.0
POZNAŃSKIE;MOGILEŃSKI;15804.0;41317.0;39704.0;13248.0;6159.0
POZNAŃSKIE;NOWOTOMYSKI;11574.0;33781.0;40590.0;5861.0;8237.0
POZNAŃSKIE;OBORNICKI;8961.0;25588.0;36112.0;8679.0;3056.0
