Region;District;Konie;Bydło rogate;Trzoda chlewna;Owce;Kozy
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI);10685.0;37046.0;33724.0;3132.0;5482.0
POZNAŃSKIE;POZNAŃ (MIASTO);2441.0;1162.0;838.0;17.0;1181.0
POZNAŃSKIE;POZNAŃSKI;12445.0;30638.0;29803.0;3392.0;6163.0
POZNAŃSKIE;RAWICKI;5996.0;20717.0;21046.0;856.0;3240.0
POZNAŃSKIE;SZAMOTULSKI;10388.0;26975.0;31143.0;6618.0;5740.0
POZNAŃSKIE;SZUBIŃSKI;9592.0;26636.0;30849.0;6455.0;1936.0
POZNAŃSKIE;WOLSZTYŃSKI;6578.0;21025.0;22379.0;1584.0;5717.0
POZNAŃSKIE;WRZESIŃSKI;7316.0;20895.0;22852.0;2421.0;2144.0
POZNAŃSKIE;WYRZYSKI;12623.0;35448.0;38807.0;17135.0;2772.0
POZNAŃSKIE;WĄGROWIECKI;11335.0;29688.0;42927.0;5713.0;3304.0
POZNAŃSKIE;ŚREDZKI;9949.0;26134.0;27500.0;4131.0;2346.0
POZNAŃSKIE;ŚREMSKI;9276.0;25294.0;22626.0;4299.0;3090.0
POZNAŃSKIE;ŻNIŃSKI;8406.0;22652.0;29625.0;5009.0;2539.0
STANISŁAWOWSKIE;DOLIŃSKI;8144.0;38332.0;7859.0;17086.0;1120.0
STANISŁAWOWSKIE;HORODEŃSKI;15667.0;21489.0;14641.0;17445.0;1148.0
STANISŁAWOWSKIE;KAŁUSKI;8646.0;34525.0;12182.0;4595.0;1070.0
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI);5374.0;32147.0;11873.0;56529.0;2594.0
STANISŁAWOWSKIE;KOŁOMYJSKI;16061.0;46314.0;21577.0;19120.0;4809.0
STANISŁAWOWSKIE;NADWÓRNIAŃSKI;9417.0;33094.0;11909.0;20330.0;2675.0
STANISŁAWOWSKIE;ROHATYŃSKI;17059.0;42336.0;16682.0;946.0;1798.0
STANISŁAWOWSKIE;STANISŁAWOWSKI;13929.0;43894.0;15105.0;995.0;2638.0
STANISŁAWOWSKIE;STRYJSKI;12271.0;48728.0;10136.0;13229.0;1076.0
STANISŁAWOWSKIE;TŁUMACKI;12070.0;31731.0;14507.0;4228.0;1829.0
STANISŁAWOWSKIE;ŚNIATYŃSKI;8624.0;20960.0;10936.0;10512.0;2883.0
STANISŁAWOWSKIE;ŻYDACZOWSKI;10337.0;31772.0;7987.0;184.0;396.0
TARNOPOLSKIE;BORSZCZOWSKI;14732.0;26387.0;23466.0;17084.0;944.0
TARNOPOLSKIE;BRODZKI;12646.0;29395.0;18444.0;7037.0;247.0
TARNOPOLSKIE;BRZEŻAŃSKI;16378.0;31815.0;13345.0;3055.0;1200.0
TARNOPOLSKIE;BUCZACKI;17388.0;41035.0;16295.0;3772.0;2679.0
TARNOPOLSKIE;CZORTKOWSKI;11431.0;22361.0;14760.0;1201.0;1484.0
TARNOPOLSKIE;KAMIONECKI;13668.0;29488.0;16690.0;3985.0;112.0
TARNOPOLSKIE;KOPYCZYNIECKI;13615.0;26065.0;19395.0;1197.0;1860.0
TARNOPOLSKIE;PODHAJECKI;14380.0;31291.0;12263.0;1432.0;2594.0
TARNOPOLSKIE;PRZEMYŚLAŃSKI;12895.0;30145.0;10939.0;633.0;833.0
TARNOPOLSKIE;RADZIECHOWSKI;13149.0;23781.0;22516.0;12014.0;123.0
TARNOPOLSKIE;SKAŁACKI;14787.0;24257.0;19259.0;2213.0;600.0
TARNOPOLSKIE;TARNOPOLSKI;21476.0;37443.0;21140.0;1889.0;908.0
TARNOPOLSKIE;TREMBOWELSKI;13650.0;25839.0;15665.0;793.0;616.0
TARNOPOLSKIE;ZALESZCZYCKI;9612.0;15935.0;12511.0;11574.0;1036.0
TARNOPOLSKIE;ZBARASKI;13894.0;21839.0;12549.0;8144.0;197.0
TARNOPOLSKIE;ZBOROWSKI;13103.0;26827.0;14699.0;2057.0;555.0
TARNOPOLSKIE;ZŁOCZOWSKI;15306.0;37358.0;14800.0;1616.0;495.0
WARSZAWSKIE;BŁOŃSKI;11669.0;31019.0;20222.0;378.0;221.0
WARSZAWSKIE;CIECHANOWSKI;16503.0;39821.0;22980.0;2506.0;45.0
WARSZAWSKIE;GOSTYNIŃSKI;11908.0;34331.0;23099.0;2480.0;824.0
WARSZAWSKIE;GRÓJECKI;20586.0;54104.0;51274.0;2563.0;206.0
WARSZAWSKIE;KUTNOWSKI;13809.0;35831.0;22348.0;1672.0;593.0
WARSZAWSKIE;LIPNOWSKI;17125.0;47030.0;38607.0;5373.0;1039.0
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI);12767.0;30797.0;20916.0;1573.0;87.0
WARSZAWSKIE;MIŃSKI;12727.0;36986.0;34013.0;2079.0;93.0
WARSZAWSKIE;MŁAWSKI;17162.0;45825.0;27549.0;892.0;224.0
WARSZAWSKIE;NIESZAWSKI;17411.0;40268.0;35651.0;6301.0;2259.0
WARSZAWSKIE;PRZASNYCKI;12918.0;35771.0;16526.0;1829.0;54.0
WARSZAWSKIE;PUŁTUSKI;17056.0;46777.0;33971.0;1799.0;173.0
WARSZAWSKIE;PŁOCKI;19945.0;48281.0;40344.0;3147.0;269.0
WARSZAWSKIE;PŁOŃSKI;15626.0;40533.0;29947.0;3880.0;72.0
WARSZAWSKIE;RADZYMIŃSKI;9890.0;29494.0;18031.0;522.0;103.0
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA);13055.0;41188.0;43288.0;9486.0;164.0
WARSZAWSKIE;RYPIŃSKI;15140.0;41384.0;37425.0;2864.0;505.0
WARSZAWSKIE;SIERPECKI;14463.0;41508.0;30466.0;2885.0;268.0
WARSZAWSKIE;SKIERNIEWICKI;8870.0;30121.0;25675.0;2846.0;141.0
WARSZAWSKIE;SOCHACZEWSKI;10309.0;30364.0;19181.0;223.0;158.0
WARSZAWSKIE;WARSZAWSKI;17157.0;30146.0;18141.0;635.0;751.0
WARSZAWSKIE;WŁOCŁAWSKI;15977.0;36139.0;29964.0;8305.0;1677.0
WARSZAWSKIE;ŁOWICKI;16670.0;51745.0;33836.0;2679.0;316.0
WOŁYŃSKIE;DUBIEŃSKI;51857.0;80808.0;79607.0;7123.0;581.0
WOŁYŃSKIE;HOROCHOWSKI;30040.0;46546.0;41679.0;3934.0;133.0
WOŁYŃSKIE;KOSTOPOLSKI;22282.0;82490.0;52958.0;30425.0;274.0
WOŁYŃSKIE;KOWELSKI;46851.0;111163.0;66822.0;47106.0;273.0
WOŁYŃSKIE;KRZEMIENIECKI;48072.0;68969.0;38250.0;19801.0;913.0
WOŁYŃSKIE;LUBOMELSKI;16489.0;37129.0;22249.0;14137.0;15.0
WOŁYŃSKIE;RÓWIEŃSKI;45745.0;77797.0;72716.0;9773.0;816.0
WOŁYŃSKIE;SARNEŃSKI;20723.0;90482.0;52875.0;44982.0;323.0
WOŁYŃSKIE;WŁODZIMIERSKI;33541.0;55150.0;39631.0;7229.0;173.0
WOŁYŃSKIE;ZDOŁBUNOWSKI;21440.0;30348.0;35629.0;6096.0;442.0
WOŁYŃSKIE;ŁUCKI;53140.0;119261.0;85306.0;25565.0;562.0
ZIEMIA WILEŃSKA;BRASŁAWSKI;30147.0;69245.0;50542.0;100990.0;237.0
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI;32532.0;76567.0;65277.0;106887.0;742.0
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI;15561.0;39278.0;39378.0;39988.0;158.0
ZIEMIA WILEŃSKA;OSZMIAŃSKI;20016.0;51055.0;41097.0;55503.0;114.0
ZIEMIA WILEŃSKA;POSTAWSKI;22305.0;48350.0;37538.0;66931.0;363.0
ZIEMIA WILEŃSKA;WILEJSKI;22845.0;59166.0;57993.0;50741.0;228.0
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI;36599.0;93810.0;82000.0;79573.0;433.0
ZIEMIA WILEŃSKA;WILNO (MIASTO);563.0;1187.0;591.0;25.0;24.0
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI;27170.0;59942.0;44720.0;70634.0;361.0
ŁÓDZKIE;BRZEZIŃSKI;12173.0;38497.0;27761.0;2828.0;806.0
ŁÓDZKIE;KALISKI;16900.0;47954.0;30608.0;1766.0;3290.0
ŁÓDZKIE;KOLSKI;15502.0;39816.0;33778.0;2390.0;2578.0
ŁÓDZKIE;KONIŃSKI;26280.0;74126.0;55544.0;4442.0;9293.0
ŁÓDZKIE;PIOTRKOWSKI;22517.0;65083.0;44477.0;12745.0;759.0
ŁÓDZKIE;RADOMSZCZAŃSKI;22092.0;62732.0;39498.0;7548.0;576.0
ŁÓDZKIE;SIERADZKI;18794.0;56862.0;40507.0;2545.0;2853.0
ŁÓDZKIE;TURECKI;13947.0;40895.0;28852.0;2255.0;1943.0
ŁÓDZKIE;WIELUŃSKI;19982.0;68095.0;45156.0;7832.0;4977.0
ŁÓDZKIE;ŁASKI;15847.0;47167.0;28132.0;5449.0;857.0
ŁÓDZKIE;ŁÓDZKI;11500.0;30849.0;11117.0;1755.0;535.0
ŁÓDZKIE;ŁÓDŹ (MIASTO);4571.0;1984.0;694.0;53.0;365.0
ŁÓDZKIE;ŁĘCZYCKI;18831.0;48695.0;35130.0;2329.0;898.0
ŚLĄSKIE;BIELSKI (BIELSKO);2677.0;15152.0;9497.0;403.0;1345.0
ŚLĄSKIE;BIELSKO (MIASTO);183.0;71.0;20.0;0.0;0.0
ŚLĄSKIE;CHORZÓW;1000.0;373.0;478.0;0.0;1531.0
ŚLĄSKIE;CIESZYŃSKI;3613.0;23901.0;16516.0;3361.0;2220.0
ŚLĄSKIE;KATOWICE (MIASTO);1119.0;312.0;801.0;17.0;2276.0
ŚLĄSKIE;KATOWICKI;2168.0;1709.0;2908.0;17.0;9699.0
ŚLĄSKIE;LUBLINIECKI;3716.0;14112.0;9000.0;462.0;1810.0
ŚLĄSKIE;PSZCZYŃSKI;8050.0;36597.0;17885.0;463.0;10322.0
ŚLĄSKIE;RYBNICKI;7808.0;31415.0;23029.0;343.0;20010.0
ŚLĄSKIE;TARNOGÓRSKI;1117.0;3444.0;2708.0;36.0;4074.0
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI;1641.0;1044.0;2353.0;18.0;6249.0
