Region;District;Typ Kategorii;Total;1. All types of professional purchasing (total);a. Professional purchasing (agricultural products);b. Professional purchasing (livestock);c. Professional purchasing (plant and animal products);2. Food and colonial goods (exclusively);3. Food products along with non-food items (excluding wine and spirits);4. Meat, fats, and meat products (exclusively);5. Catering establishments with and without alcohol;6. Wine, spirits, and beer (possibly with food and colonial goods);7. Tobacco monopoly products;8. Textiles;9. Textiles with clothing, haberdashery, garments, and footwear;10. Ready-made clothing and haberdashery;11. Garments, garment parts, furs, and fur products;12. Footwear;13. Footwear with leather and shoemaking accessories;14. All types of leather and leather products (excluding footwear);15. Machinery, tools, and technical goods (excluding agricultural);16. Building materials and fuels;17. Furniture and all wooden products;18. Iron, ironware, enameled and aluminum goods (possibly with other goods);19. Kitchenware, porcelain, faience, glassware, window panes, and mirrors;20. Soap, candles, paints, gasoline, kerosene, mineral oils, lubricants (soap shops);21. Musical, optical, surgical instruments, photographic equipment and accessories;22. Watchmaking, jewelry, and silver-plated products;23. Electrical equipment, radio equipment, and all lighting accessories;24. Pharmacies;25. Pharmaceutical warehouses, perfumeries, and cosmetic shops;26. Rubber goods, oilcloth, linoleum, galoshes, tarpaulins, tires, inner tubes, etc.;27. Bookstores, stationery, and paper products (possibly with other goods);28. Agricultural machinery, tools, and goods;29. Agricultural-commercial syndicates and cooperatives;30. Banks, exchange offices, and other short- and long-term credit institutions;31. Forwarding, transport, and communication enterprises;32. Other service enterprises (reading rooms, clinics, laundries, bathhouses, garages, dance halls, etc.);33. Hotels, boarding houses, furnished rooms, lodging houses;34. Theaters, cinemas, and other performances;35. Insurance companies;36. Offices: commission, trade brokerage, advertising, legal advice, agency, technical, etc.;37. Other enterprises not listed above;38. Cards with no industry/branch specified;ZP. Industrial activities
BIAŁOSTOCKIE;AUGUSTOWSKI;Kategoria IV;214.0;46.0;24.0;2.0;1.0;54.0;20.0;29.0;1.0;0.0;13.0;0.0;0.0;13.0;9.0;1.0;0.0;6.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;5.0;0.0;0.0;2.0;0.0;1.0;1.0
BIAŁOSTOCKIE;BIAŁOSTOCKI;Kategoria IV;251.0;62.0;28.0;1.0;10.0;58.0;8.0;62.0;8.0;0.0;14.0;3.0;5.0;4.0;1.0;1.0;1.0;3.0;0.0;1.0;1.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
BIAŁOSTOCKIE;BIAŁYSTOK (MIASTO);Kategoria IV;706.0;51.0;12.0;2.0;14.0;250.0;12.0;142.0;9.0;0.0;26.0;18.0;2.0;49.0;9.0;13.0;0.0;3.0;0.0;14.0;6.0;3.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;8.0;8.0;35.0;3.0;0.0;0.0;5.0;3.0;5.0;13.0
BIAŁOSTOCKIE;BIELSKI (BIELSK PODLASKI);Kategoria IV;487.0;118.0;61.0;2.0;31.0;101.0;25.0;61.0;3.0;0.0;3.0;11.0;7.0;31.0;35.0;19.0;1.0;5.0;0.0;1.0;0.0;6.0;11.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;21.0;6.0;0.0;0.0;1.0;3.0;4.0;0.0
BIAŁOSTOCKIE;GRODZIEŃSKI;Kategoria IV;553.0;139.0;86.0;3.0;6.0;163.0;30.0;26.0;18.0;0.0;9.0;8.0;3.0;26.0;9.0;9.0;0.0;20.0;0.0;4.0;3.0;0.0;16.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;2.0;4.0;26.0;5.0;0.0;0.0;1.0;6.0;5.0;2.0
BIAŁOSTOCKIE;KOLNEŃSKI;Kategoria IV;290.0;42.0;34.0;1.0;2.0;72.0;30.0;73.0;1.0;0.0;1.0;15.0;1.0;9.0;15.0;6.0;2.0;3.0;0.0;1.0;6.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0
BIAŁOSTOCKIE;OSTROWSKI (OSTRÓW MAZOWIECKA);Kategoria IV;400.0;23.0;9.0;1.0;8.0;126.0;18.0;80.0;2.0;0.0;5.0;17.0;3.0;36.0;10.0;15.0;1.0;5.0;0.0;5.0;9.0;10.0;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;1.0;9.0;1.0;0.0;0.0;1.0;0.0;7.0;0.0
BIAŁOSTOCKIE;OSTROŁĘCKI;Kategoria IV;455.0;37.0;22.0;2.0;9.0;116.0;10.0;128.0;9.0;0.0;3.0;4.0;1.0;24.0;31.0;29.0;2.0;5.0;0.0;9.0;1.0;8.0;7.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;2.0;3.0;5.0;1.0;0.0;0.0;0.0;1.0;8.0;0.0
BIAŁOSTOCKIE;SOKÓLSKI;Kategoria IV;207.0;32.0;19.0;0.0;4.0;44.0;18.0;14.0;5.0;0.0;13.0;0.0;1.0;10.0;9.0;9.0;2.0;9.0;0.0;4.0;0.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;3.0;17.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0
BIAŁOSTOCKIE;SUWALSKI;Kategoria IV;260.0;43.0;17.0;3.0;6.0;52.0;9.0;30.0;2.0;0.0;12.0;3.0;3.0;25.0;17.0;11.0;1.0;6.0;0.0;2.0;0.0;7.0;3.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;0.0;0.0;4.0;0.0;11.0;0.0;1.0;0.0;0.0;5.0;3.0;0.0
