District;Kategoria IR;Kategoria IPR;Kategoria IIR;Kategoria IIPR;Kategoria IIIR;Kategoria IIIPR;Kategoria IVR;Kategoria IVPR;Kategoria VaR;Kategoria VaPR;Kategoria VbR;Kategoria VbPR
TUCHOLSKI;0.0;0.0;50.0;1.0;296.0;20.0;126.0;20.0;1.0;0.0;11.0;0.0
TURCZAŃSKI;0.0;0.0;27.0;4.0;238.0;21.0;409.0;60.0;0.0;0.0;9.0;1.0
TURECKI;0.0;0.0;47.0;2.0;449.0;23.0;412.0;116.0;0.0;1.0;4.0;2.0
TŁUMACKI;1.0;0.0;41.0;1.0;778.0;41.0;380.0;32.0;0.0;0.0;1.0;0.0
WADOWICKI;0.0;0.0;65.0;1.0;782.0;77.0;662.0;119.0;0.0;0.0;1.0;0.0
WARSZAWSKI;0.0;0.0;137.0;20.0;1879.0;425.0;1334.0;566.0;1.0;0.0;108.0;26.0
WIELICKI;0.0;0.0;14.0;2.0;383.0;16.0;572.0;27.0;0.0;0.0;2.0;1.0
WIELUŃSKI;1.0;0.0;92.0;9.0;926.0;48.0;1525.0;259.0;4.0;0.0;41.0;12.0
WILEJSKI;0.0;0.0;61.0;3.0;517.0;34.0;403.0;37.0;2.0;1.0;5.0;1.0
WILEŃSKO-TROCKI;0.0;0.0;44.0;2.0;815.0;74.0;314.0;57.0;10.0;0.0;4.0;5.0
WILNO (MIASTO);28.0;2.0;728.0;44.0;3348.0;297.0;1813.0;270.0;6.0;1.0;87.0;7.0
WOLSZTYŃSKI;0.0;0.0;52.0;2.0;479.0;26.0;234.0;54.0;6.0;0.0;7.0;5.0
WOŁKOWYSKI;0.0;0.0;111.0;9.0;857.0;65.0;380.0;64.0;3.0;1.0;21.0;3.0
WOŁOŻYŃSKI;0.0;0.0;28.0;4.0;507.0;51.0;198.0;18.0;3.0;2.0;0.0;0.0
WRZESIŃSKI;1.0;0.0;66.0;1.0;434.0;27.0;134.0;29.0;2.0;1.0;11.0;4.0
WYRZYSKI;3.0;0.0;139.0;3.0;621.0;29.0;312.0;17.0;1.0;0.0;17.0;0.0
WYSOKOMAZOWIECKI;0.0;0.0;53.0;3.0;598.0;23.0;305.0;28.0;2.0;0.0;4.0;2.0
WĄBRZESKI;1.0;0.0;74.0;2.0;452.0;22.0;171.0;30.0;5.0;0.0;26.0;2.0
WĄGROWIECKI;0.0;0.0;45.0;0.0;433.0;32.0;244.0;15.0;2.0;1.0;9.0;0.0
WĘGROWSKI;0.0;0.0;29.0;3.0;418.0;21.0;391.0;31.0;0.0;0.0;5.0;0.0
WŁOCŁAWSKI;5.0;0.0;201.0;25.0;1019.0;62.0;936.0;225.0;8.0;7.0;24.0;5.0
WŁODAWSKI;0.0;0.0;67.0;4.0;704.0;47.0;749.0;117.0;0.0;0.0;1.0;1.0
WŁODZIMIERSKI;0.0;0.0;81.0;14.0;853.0;81.0;784.0;126.0;7.0;4.0;65.0;8.0
WŁOSZCZOWSKI;1.0;0.0;34.0;1.0;419.0;31.0;599.0;65.0;0.0;0.0;6.0;0.0
ZALESZCZYCKI;0.0;0.0;6.0;0.0;231.0;21.0;545.0;26.0;0.0;0.0;1.0;0.0
ZAMOJSKI;3.0;0.0;117.0;10.0;1021.0;79.0;597.0;92.0;7.0;1.0;14.0;2.0
ZAWIERCIAŃSKI;4.0;0.0;115.0;9.0;904.0;56.0;496.0;85.0;11.0;3.0;63.0;21.0
ZBARASKI;0.0;0.0;44.0;0.0;330.0;16.0;396.0;33.0;0.0;0.0;0.0;0.0
ZBOROWSKI;0.0;0.0;16.0;1.0;538.0;27.0;529.0;29.0;0.0;0.0;0.0;0.0
ZDOŁBUNOWSKI;0.0;0.0;85.0;5.0;702.0;80.0;799.0;107.0;8.0;0.0;7.0;3.0
ZŁOCZOWSKI;1.0;0.0;16.0;1.0;528.0;25.0;695.0;26.0;1.0;0.0;6.0;5.0
ŁASKI;0.0;0.0;102.0;1.0;1244.0;77.0;844.0;64.0;3.0;3.0;29.0;2.0
ŁAŃCUCKI;0.0;0.0;26.0;0.0;557.0;35.0;587.0;88.0;0.0;2.0;6.0;0.0
ŁOMŻYŃSKI;1.0;0.0;144.0;13.0;814.0;58.0;605.0;80.0;1.0;1.0;26.0;1.0
ŁOWICKI;0.0;0.0;52.0;2.0;546.0;18.0;450.0;73.0;0.0;0.0;9.0;1.0
ŁUCKI;2.0;0.0;197.0;14.0;1834.0;172.0;889.0;175.0;67.0;12.0;176.0;33.0
ŁUKOWSKI;0.0;0.0;65.0;5.0;563.0;44.0;622.0;141.0;4.0;0.0;15.0;6.0
ŁUNINIECKI;1.0;0.0;156.0;5.0;1363.0;91.0;859.0;73.0;47.0;1.0;6.0;1.0
ŁÓDZKI;0.0;0.0;86.0;3.0;1064.0;102.0;786.0;180.0;4.0;0.0;131.0;0.0
ŁÓDŹ (MIASTO);65.0;4.0;1689.0;65.0;6514.0;444.0;4626.0;769.0;63.0;38.0;1282.0;271.0
ŁĘCZYCKI;0.0;0.0;83.0;0.0;1234.0;4.0;929.0;74.0;3.0;0.0;6.0;2.0
ŚMIGIELSKI;0.0;0.0;38.0;0.0;281.0;12.0;169.0;37.0;0.0;0.0;8.0;2.0
ŚNIATYŃSKI;0.0;0.0;61.0;7.0;530.0;31.0;461.0;34.0;0.0;0.0;4.0;0.0
ŚREDZKI;0.0;0.0;73.0;1.0;386.0;31.0;253.0;47.0;3.0;0.0;15.0;0.0
ŚREMSKI;0.0;0.0;69.0;2.0;526.0;23.0;292.0;60.0;2.0;1.0;15.0;3.0
ŚWIECKI;2.0;0.0;174.0;4.0;731.0;48.0;311.0;43.0;12.0;2.0;54.0;6.0
ŚWIĘCIAŃSKI;1.0;0.0;99.0;5.0;702.0;57.0;465.0;72.0;12.0;0.0;2.0;0.0
ŚWIĘTOCHŁOWICKI;2.0;0.0;217.0;15.0;979.0;38.0;948.0;191.0;7.0;1.0;55.0;2.0
ŻNIŃSKI;0.0;0.0;59.0;0.0;340.0;13.0;142.0;9.0;5.0;0.0;13.0;0.0
ŻYDACZOWSKI;0.0;0.0;32.0;0.0;603.0;30.0;366.0;48.0;0.0;1.0;1.0;0.0
ŻYWIECKI;1.0;0.0;112.0;2.0;673.0;49.0;522.0;60.0;0.0;0.0;4.0;0.0
ŻÓŁKIEWSKI;0.0;0.0;37.0;0.0;509.0;32.0;415.0;28.0;0.0;0.0;11.0;1.0
