scenario,District,target_label,dest_id,distance_km_1924,distance_km_1938,change_ratio_km_1938_vs_1924,proportional_change_km_1938_vs_1924,distance_miles_1924,distance_miles_1938,change_ratio_miles_1938_vs_1924,proportional_change_miles_1938_vs_1924,distance_minutes_1924,distance_minutes_1938,change_ratio_minutes_1938_vs_1924,proportional_change_minutes_1938_vs_1924
fixed14,SŁONIMSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,2932.5095785104763,2933.264723423704,1.0002575080807106,0.0002575080807105267
fixed14,TARNOBRZESKI,Gdynia,City:Gdynia,,,,,,,,,2899.9405839758797,2582.0723421409252,0.8903880156747382,-0.10961198432526173
fixed14,TARNOBRZESKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,2327.296735409671,2326.6057799371197,0.9997031081331236,-0.0002968918668764288
fixed14,TARNOBRZESKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,2244.1665848937364,2218.6453389268163,0.9886277399642645,-0.01137226003573552
fixed14,TARNOBRZESKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,1252.7548949988884,1251.0078403614614,0.9986054298056216,-0.0013945701943783482
fixed14,TARNOGÓRSKI,Gdynia,City:Gdynia,,,,,,,,,2955.8228699817596,2133.5447740559325,0.7218107673918561,-0.2781892326081439
fixed14,TARNOGÓRSKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,3039.3156523051557,3023.3629167072804,0.9947512080274465,-0.0052487919725534285
fixed14,TARNOGÓRSKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,2299.9752291066443,1453.2287855435723,0.6318454073559892,-0.3681545926440108
fixed14,TARNOGÓRSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,436.7514224513104,436.27923182013353,0.998918857256316,-0.0010811427436839694
fixed14,TARNOPOLSKI,Gdynia,City:Gdynia,,,,,,,,,4149.843940572457,3972.231388181772,0.957200185131255,-0.04279981486874501
fixed14,TARNOPOLSKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,2515.2928910716423,2514.098364988758,0.9995250946372392,-0.0004749053627609014
fixed14,TARNOPOLSKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,3709.0947124064282,3680.9236691024626,0.9924048735639623,-0.007595126436037694
fixed14,TARNOPOLSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,2383.337171859129,2382.142645776244,0.9994988010521596,-0.0005011989478404166
fixed14,TARNOWSKI,Gdynia,City:Gdynia,,,,,,,,,3323.7208230620327,2903.770897828029,0.8736506621374059,-0.126349337862594
fixed14,TARNOWSKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,2810.918161869841,2805.2144691557583,0.9979708791271645,-0.002029120872835516
fixed14,TARNOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,2667.8731821869164,2223.454909315669,0.8334185163528096,-0.1665814836471904
fixed14,TARNOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,834.8805239271366,829.7274070221019,0.99382771934744,-0.006172280652559984
fixed14,TCZEWSKI,Gdynia,City:Gdynia,,,,,,,,,837.215557992296,773.7584344874302,0.9242045577162462,-0.07579544228375375
fixed14,TCZEWSKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,3366.57325494368,3299.3013254656526,0.9800176843384468,-0.0199823156615532
fixed14,TCZEWSKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,1452.2993071676087,1445.405663549444,0.9952532900180133,-0.004746709981986653
fixed14,TCZEWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,2761.422509632671,2376.8356642170406,0.8607287207683446,-0.13927127923165536
fixed14,TOMASZOWSKI,Gdynia,City:Gdynia,,,,,,,,,3392.480597514576,3216.0031573745155,0.9479798232982224,-0.05202017670177765
fixed14,TOMASZOWSKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,2246.1407472015917,2246.0813333693313,0.9999735484820644,-2.6451517935544948e-05
fixed14,TOMASZOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,3080.7846624684676,3069.7166442527805,0.996407402844307,-0.0035925971556930733
fixed14,TOMASZOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,2414.7848055929153,2414.641045817479,0.9999404668378303,-5.953316216963672e-05
fixed14,TORUŃSKI,Gdynia,City:Gdynia,,,,,,,,,1121.364834096336,928.2211986883538,0.8277602172502323,-0.17223978274976767
fixed14,TORUŃSKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,2917.5161867392417,2744.6255396118427,0.9407404668693098,-0.05925953313069019
fixed14,TORUŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,940.0347750240468,934.7114814132206,0.9943371311867797,-0.00566286881322029
fixed14,TORUŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,2084.506952529521,1727.588871114066,0.8287757778968595,-0.17122422210314045
fixed14,TREMBOWELSKI,Gdynia,City:Gdynia,,,,,,,,,4286.603334507677,4110.12366052284,0.9588299499129872,-0.041170050087012786
fixed14,TREMBOWELSKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,2652.0522850068614,2651.990637329824,0.9999767547278815,-2.324527211847174e-05
fixed14,TREMBOWELSKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,3845.8541063416474,3818.815941443528,0.9929695292253717,-0.007030470774628315
fixed14,TREMBOWELSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,2520.096565794348,2520.03491811731,0.9999755375734904,-2.4462426509605727e-05
fixed14,TUCHOLSKI,Gdynia,City:Gdynia,,,,,,,,,738.6853962620282,693.1585923777926,0.9383678029718537,-0.06163219702814626
fixed14,TUCHOLSKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,3206.5167013339774,3145.916131308204,0.981100809485707,-0.018899190514293042
fixed14,TUCHOLSKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,1087.5381592610522,1087.3158750951418,0.999795607938887,-0.0002043920611130173
fixed14,TUCHOLSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,2601.3659560229685,2102.722756986237,0.8083148593983027,-0.19168514060169728
fixed14,TURCZAŃSKI,Gdynia,City:Gdynia,,,,,,,,,3875.547971545692,3559.0494732157395,0.9183345166532095,-0.08166548334679048
fixed14,TURCZAŃSKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,2933.2685763666523,2934.3274395937606,1.000360984069321,0.0003609840693210183
fixed14,TURCZAŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,3221.540123995602,3195.6224700016282,0.9919548871047962,-0.008045112895203824
fixed14,TURCZAŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,1834.6698921875548,1835.7287554146635,1.0005771410059203,0.0005771410059202702
fixed14,TURECKI,Gdynia,City:Gdynia,,,,,,,,,2127.817585313609,2075.296056179177,0.975316714413425,-0.02468328558657492
fixed14,TURECKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,3302.292414263513,3281.0257856557346,0.9935600407414189,-0.006439959258581066
fixed14,TURECKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,1171.0371234923996,1173.966453136157,1.002501483159664,0.0025014831596638686
fixed14,TURECKI,Zebrzydowice,Border_Crossing:Zebrzydowice,,,,,,,,,2147.763639892847,1658.3541540351105,0.7721306587152423,-0.22786934128475772
fixed14,TŁUMACKI,Gdynia,City:Gdynia,,,,,,,,,4251.851017809504,4076.4173462297217,0.9587394593919325,-0.041260540608067504
fixed14,TŁUMACKI,Stołpce,Border_Crossing:Stołpce,,,,,,,,,3064.1280193965367,3065.1123741245547,1.0003212511754687,0.0003212511754687707
fixed14,TŁUMACKI,Zbąszyń,Border_Crossing:Zbąszyń,,,,,,,,,3751.9004420092383,3725.908279516175,0.9930722675361972,-0.006927732463802796
