scenario,year,District,target_label,dest_id,distance_km,distance_miles,distance_minutes
baseline,1924,WŁOSZCZOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,495.54107441015424,307.91485294731194,
baseline,1924,WŁOSZCZOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,218.94681142410522,136.0471991614077,
baseline,1924,ZALESZCZYCKI,Gdynia,City:Gdynia,1065.3461945295376,661.9752302410133,
baseline,1924,ZALESZCZYCKI,Stołpce,Border_Crossing:Stołpce,702.2008902782042,436.32726939305803,
baseline,1924,ZALESZCZYCKI,Zbąszyń,Border_Crossing:Zbąszyń,950.3979501263844,590.5497246679816,
baseline,1924,ZALESZCZYCKI,Zebrzydowice,Border_Crossing:Zebrzydowice,626.7948960378396,389.4721713459285,
baseline,1924,ZAMOJSKI,Gdynia,City:Gdynia,699.9237373002438,434.9123125699898,
baseline,1924,ZAMOJSKI,Stołpce,Border_Crossing:Stołpce,434.1513288441226,269.7690453552013,
baseline,1924,ZAMOJSKI,Zbąszyń,Border_Crossing:Zbąszyń,628.9015757397269,390.78120101896985,
baseline,1924,ZAMOJSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,476.2796461994026,295.94636003856897,
baseline,1924,ZBARASKI,Gdynia,City:Gdynia,981.5082897258877,609.8807874952646,
baseline,1924,ZBARASKI,Stołpce,Border_Crossing:Stołpce,566.3787635783262,351.93133870342814,
baseline,1924,ZBARASKI,Zbąszyń,Border_Crossing:Zbąszyń,880.3736931040561,547.0386820577604,
baseline,1924,ZBARASKI,Zebrzydowice,Border_Crossing:Zebrzydowice,571.0302669763526,354.82164802136316,
baseline,1924,ZBOROWSKI,Gdynia,City:Gdynia,926.9150616098724,575.958138747588,
baseline,1924,ZBOROWSKI,Stołpce,Border_Crossing:Stołpce,564.7218496824632,350.9017804590419,
baseline,1924,ZBOROWSKI,Zbąszyń,Border_Crossing:Zbąszyń,825.7804649880405,513.1160333100837,
baseline,1924,ZBOROWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,516.4370388603371,320.8989992736865,
baseline,1924,ZDOŁBUNOWSKI,Gdynia,City:Gdynia,929.3042230245463,577.4426943649854,
baseline,1924,ZDOŁBUNOWSKI,Stołpce,Border_Crossing:Stołpce,414.78997522937976,257.7384616982549,
baseline,1924,ZDOŁBUNOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,858.282061464029,533.3115828139652,
baseline,1924,ZDOŁBUNOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,637.2860373169217,395.99106229365293,
baseline,1924,ZŁOCZOWSKI,Gdynia,City:Gdynia,904.0357084430613,561.7415721909734,
baseline,1924,ZŁOCZOWSKI,Stołpce,Border_Crossing:Stołpce,543.1621203606818,337.5051898906372,
baseline,1924,ZŁOCZOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,802.9011118212296,498.89946675346926,
baseline,1924,ZŁOCZOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,493.557685693526,306.68243271707195,
baseline,1924,ŁASKI,Gdynia,City:Gdynia,467.12032136388484,290.2550212061985,
baseline,1924,ŁASKI,Stołpce,Border_Crossing:Stołpce,614.8722346752971,382.0637753324241,
baseline,1924,ŁASKI,Zbąszyń,Border_Crossing:Zbąszyń,255.57126238207243,158.80457087761073,
baseline,1924,ŁASKI,Zebrzydowice,Border_Crossing:Zebrzydowice,342.8384948490391,213.02989838284228,
baseline,1924,ŁAŃCUCKI,Gdynia,City:Gdynia,736.5547884709451,457.67378546697967,
baseline,1924,ŁAŃCUCKI,Stołpce,Border_Crossing:Stołpce,576.3778009430135,358.14445054976125,
baseline,1924,ŁAŃCUCKI,Zbąszyń,Border_Crossing:Zbąszyń,585.6598473261661,363.9120449929071,
baseline,1924,ŁAŃCUCKI,Zebrzydowice,Border_Crossing:Zebrzydowice,317.6109237473882,197.35421729983835,
baseline,1924,ŁOMŻYŃSKI,Gdynia,City:Gdynia,590.7255795247942,367.0597440749009,
baseline,1924,ŁOMŻYŃSKI,Stołpce,Border_Crossing:Stołpce,367.35128199410127,228.2614334439567,
baseline,1924,ŁOMŻYŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,521.251792958421,323.89074784236703,
baseline,1924,ŁOMŻYŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,557.0503147967938,346.13491115559856,
baseline,1924,ŁOWICKI,Gdynia,City:Gdynia,412.4609537589952,256.2912752981806,
baseline,1924,ŁOWICKI,Stołpce,Border_Crossing:Stołpce,519.1165669626585,322.56398033015404,
baseline,1924,ŁOWICKI,Zbąszyń,Border_Crossing:Zbąszyń,288.87973788463034,179.50149160911064,
baseline,1924,ŁOWICKI,Zebrzydowice,Border_Crossing:Zebrzydowice,326.5392135439534,202.90199765901988,
baseline,1924,ŁUCKI,Gdynia,City:Gdynia,832.3536269367065,517.2004055232883,
baseline,1924,ŁUCKI,Stołpce,Border_Crossing:Stołpce,435.2718373931318,270.4652968728077,
baseline,1924,ŁUCKI,Zbąszyń,Border_Crossing:Zbąszyń,761.3314653761896,473.0692939722683,
baseline,1924,ŁUCKI,Zebrzydowice,Border_Crossing:Zebrzydowice,608.7095358358653,378.23445299186744,
baseline,1924,ŁUKOWSKI,Gdynia,City:Gdynia,564.5918035589169,350.82097356920775,
baseline,1924,ŁUKOWSKI,Stołpce,Border_Crossing:Stołpce,369.0627099421941,229.3248651394911,
baseline,1924,ŁUKOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,495.065392079053,307.6192777415533,
baseline,1924,ŁUKOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,401.69813331505776,249.60357079611074,
baseline,1924,ŁUNINIECKI,Gdynia,City:Gdynia,885.4958416519721,550.2214366231276,
baseline,1924,ŁUNINIECKI,Stołpce,Border_Crossing:Stołpce,182.16626269890423,113.19283281948083,
baseline,1924,ŁUNINIECKI,Zbąszyń,Border_Crossing:Zbąszyń,816.0220550855987,507.0524403905936,
baseline,1924,ŁUNINIECKI,Zebrzydowice,Border_Crossing:Zebrzydowice,724.7395509633495,450.3321395216475,
baseline,1924,ŁÓDZKI,Gdynia,City:Gdynia,429.34810824514835,266.7844633683961,
baseline,1924,ŁÓDZKI,Stołpce,Border_Crossing:Stołpce,571.8993184228259,355.36165138770974,
baseline,1924,ŁÓDZKI,Zbąszyń,Border_Crossing:Zbąszyń,283.2169028593788,175.98277014663506,
baseline,1924,ŁÓDZKI,Zebrzydowice,Border_Crossing:Zebrzydowice,304.17444719293405,189.0051804267206,
baseline,1924,ŁÓDŹ (MIASTO),Gdynia,City:Gdynia,445.56552610752914,276.8614965229615,
baseline,1924,ŁÓDŹ (MIASTO),Stołpce,Border_Crossing:Stołpce,588.1167362852068,365.4386845422752,
baseline,1924,ŁÓDŹ (MIASTO),Zbąszyń,Border_Crossing:Zbąszyń,294.2412998535773,182.83301073131716,
baseline,1924,ŁÓDŹ (MIASTO),Zebrzydowice,Border_Crossing:Zebrzydowice,294.2979861872918,182.86823397518373,
baseline,1924,ŁĘCZYCKI,Gdynia,City:Gdynia,378.1035492422567,234.9425804962103,
baseline,1924,ŁĘCZYCKI,Stołpce,Border_Crossing:Stołpce,583.5034290754718,362.57210922805496,
baseline,1924,ŁĘCZYCKI,Zbąszyń,Border_Crossing:Zbąszyń,252.13162803906746,156.6672818462634,
baseline,1924,ŁĘCZYCKI,Zebrzydowice,Border_Crossing:Zebrzydowice,356.91589429161155,221.77718615187297,
baseline,1924,ŚNIATYŃSKI,Gdynia,City:Gdynia,1044.2701186385768,648.8791678885711,
baseline,1924,ŚNIATYŃSKI,Stołpce,Border_Crossing:Stołpce,768.8416422924599,477.7359001129081,
baseline,1924,ŚNIATYŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,929.3218742354239,577.4536623155396,
baseline,1924,ŚNIATYŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,605.7188201468794,376.3761089934866,
baseline,1924,ŚREDZKI,Gdynia,City:Gdynia,328.02875777569733,203.82755724784283,
baseline,1924,ŚREDZKI,Stołpce,Border_Crossing:Stołpce,756.8377438278828,470.2770257200754,
baseline,1924,ŚREDZKI,Zbąszyń,Border_Crossing:Zbąszyń,106.01665951912892,65.87567774206066,
baseline,1924,ŚREDZKI,Zebrzydowice,Border_Crossing:Zebrzydowice,509.65256802426796,316.6833258458074,
baseline,1924,ŚREMSKI,Gdynia,City:Gdynia,347.4965005706159,215.9242480560642,
baseline,1924,ŚREMSKI,Stołpce,Border_Crossing:Stołpce,780.738646173403,485.1283533114136,
baseline,1924,ŚREMSKI,Zbąszyń,Border_Crossing:Zbąszyń,104.64972187697632,65.02630233241865,
baseline,1924,ŚREMSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,560.6331928748868,348.3612076898613,
baseline,1924,ŚWIECKI,Gdynia,City:Gdynia,183.21133694119848,113.84221164648945,
baseline,1924,ŚWIECKI,Stołpce,Border_Crossing:Stołpce,696.1681171961714,432.5786791503022,
baseline,1924,ŚWIECKI,Zbąszyń,Border_Crossing:Zbąszyń,247.74420386202127,153.941063697948,
baseline,1924,ŚWIECKI,Zebrzydowice,Border_Crossing:Zebrzydowice,554.7245712548096,344.68976156517226,
baseline,1924,ŚWIĘCIAŃSKI,Gdynia,City:Gdynia,924.4900667174027,574.4513172462592,
baseline,1924,ŚWIĘCIAŃSKI,Stołpce,Border_Crossing:Stołpce,337.67893030141715,209.8238946003219,
baseline,1924,ŚWIĘCIAŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,855.0162801510293,531.2823210137252,
baseline,1924,ŚWIĘCIAŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,880.772660469019,547.2865888082948,
baseline,1924,ŚWIĘTOCHŁOWICKI,Gdynia,City:Gdynia,666.4664021466994,414.1228947682967,
baseline,1924,ŚWIĘTOCHŁOWICKI,Stołpce,Border_Crossing:Stołpce,687.543208686389,427.2194111246702,
baseline,1924,ŚWIĘTOCHŁOWICKI,Zbąszyń,Border_Crossing:Zbąszyń,515.1421758927473,320.0944089766523,
baseline,1924,ŚWIĘTOCHŁOWICKI,Zebrzydowice,Border_Crossing:Zebrzydowice,80.12564567948635,49.787752581508116,
baseline,1924,ŻNIŃSKI,Gdynia,City:Gdynia,253.1945891340461,157.32777504481137,
baseline,1924,ŻNIŃSKI,Stołpce,Border_Crossing:Stołpce,739.6602068659088,459.6034024004766,
baseline,1924,ŻNIŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,159.21988744960075,98.93462068444587,
baseline,1924,ŻNIŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,542.6437864598814,337.183112236363,
baseline,1924,ŻYDACZOWSKI,Gdynia,City:Gdynia,899.3758450680687,558.8460682257909,
baseline,1924,ŻYDACZOWSKI,Stołpce,Border_Crossing:Stołpce,623.9473687219515,387.70280045012777,
baseline,1924,ŻYDACZOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,798.2412484462368,496.00396278828663,
baseline,1924,ŻYDACZOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,477.33940223145123,296.6048617039591,
baseline,1924,ŻYWIECKI,Gdynia,City:Gdynia,735.4850382163487,457.0090736815308,
baseline,1924,ŻYWIECKI,Stołpce,Border_Crossing:Stołpce,750.4006032745483,466.27717325730936,
baseline,1924,ŻYWIECKI,Zbąszyń,Border_Crossing:Zbąszyń,584.1608119623965,362.98058788988624,
baseline,1924,ŻYWIECKI,Zebrzydowice,Border_Crossing:Zebrzydowice,65.88300916490138,40.93779128780393,
baseline,1924,ŻÓŁKIEWSKI,Gdynia,City:Gdynia,817.3164615642283,507.85674703862617,
baseline,1924,ŻÓŁKIEWSKI,Stołpce,Border_Crossing:Stołpce,547.7621131981404,340.36349204004165,
baseline,1924,ŻÓŁKIEWSKI,Zbąszyń,Border_Crossing:Zbąszyń,746.2943000037114,463.72563548760616,
baseline,1924,ŻÓŁKIEWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,454.80889992348835,282.6050609543579,
baseline,1938,AUGUSTOWSKI,Gdynia,City:Gdynia,701.5106630782848,435.8983822276169,
baseline,1938,AUGUSTOWSKI,Stołpce,Border_Crossing:Stołpce,328.6586461529433,204.21895161870052,
baseline,1938,AUGUSTOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,683.5699932078672,424.75057024956567,
baseline,1938,AUGUSTOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,690.608754689421,429.1242525101202,
baseline,1938,BARANOWICKI,Gdynia,City:Gdynia,760.4667693034243,472.53199690883804,
baseline,1938,BARANOWICKI,Stołpce,Border_Crossing:Stołpce,74.70398502590074,46.41888987952897,
baseline,1938,BARANOWICKI,Zbąszyń,Border_Crossing:Zbąszyń,742.5260994330067,461.38418493078683,
baseline,1938,BARANOWICKI,Zebrzydowice,Border_Crossing:Zebrzydowice,688.5402029501545,427.8389144473404,
baseline,1938,BIALSKI (BIAŁA KRAKOWSKA),Gdynia,City:Gdynia,569.4270869037733,353.82547841648454,
baseline,1938,BIALSKI (BIAŁA KRAKOWSKA),Stołpce,Border_Crossing:Stołpce,730.4154661937627,453.8589886442845,
baseline,1938,BIALSKI (BIAŁA KRAKOWSKA),Zbąszyń,Border_Crossing:Zbąszyń,412.3935795344639,256.2494109089094,
baseline,1938,BIALSKI (BIAŁA KRAKOWSKA),Zebrzydowice,Border_Crossing:Zebrzydowice,47.254082274194076,29.36231635679825,
baseline,1938,BIALSKI (BIAŁA PODLASKA),Gdynia,City:Gdynia,568.5336643246314,353.27033153506056,
baseline,1938,BIALSKI (BIAŁA PODLASKA),Stołpce,Border_Crossing:Stołpce,309.5044457984718,192.31708699024222,
baseline,1938,BIALSKI (BIAŁA PODLASKA),Zbąszyń,Border_Crossing:Zbąszyń,536.1971941469868,333.1773867243073,
baseline,1938,BIALSKI (BIAŁA PODLASKA),Zebrzydowice,Border_Crossing:Zebrzydowice,449.34552496302155,279.21027819179767,
baseline,1938,BIAŁOSTOCKI,Gdynia,City:Gdynia,563.6684710919664,350.2472415508862,
baseline,1938,BIAŁOSTOCKI,Stołpce,Border_Crossing:Stołpce,266.49684829472227,165.59341312173987,
baseline,1938,BIAŁOSTOCKI,Zbąszyń,Border_Crossing:Zbąszyń,545.7278012215488,339.099429572835,
baseline,1938,BIAŁOSTOCKI,Zebrzydowice,Border_Crossing:Zebrzydowice,552.7665627031024,343.47311183338945,
baseline,1938,BIELSKI (BIELSK PODLASKI),Gdynia,City:Gdynia,603.4890622294437,374.99060208657164,
baseline,1938,BIELSKI (BIELSK PODLASKI),Stołpce,Border_Crossing:Stołpce,282.8862448709838,175.77730886172805,
baseline,1938,BIELSKI (BIELSK PODLASKI),Zbąszyń,Border_Crossing:Zbąszyń,571.152592051799,354.8976572758184,
baseline,1938,BIELSKI (BIELSK PODLASKI),Zebrzydowice,Border_Crossing:Zebrzydowice,535.8091474662764,332.93626577026765,
baseline,1938,BIELSKO,Gdynia,City:Gdynia,571.3610785983826,355.0272047697556,
baseline,1938,BIELSKO,Stołpce,Border_Crossing:Stołpce,733.353518766255,455.6846093093066,
baseline,1938,BIELSKO,Zbąszyń,Border_Crossing:Zbąszyń,414.3275712290733,257.4511372621805,
baseline,1938,BIELSKO,Zebrzydowice,Border_Crossing:Zebrzydowice,27.50046798533376,17.087993292514824,
baseline,1938,BIŁGORAJSKI,Gdynia,City:Gdynia,696.5986747831544,432.8462151486834,
baseline,1938,BIŁGORAJSKI,Stołpce,Border_Crossing:Stołpce,471.99047246551936,293.28119186637224,
baseline,1938,BIŁGORAJSKI,Zbąszyń,Border_Crossing:Zbąszyń,664.1720450049909,412.6972477767962,
baseline,1938,BIŁGORAJSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,514.1187898207992,319.4585065497398,
baseline,1938,BOCHEŃSKI,Gdynia,City:Gdynia,621.6258661260871,386.2602860606329,
baseline,1938,BOCHEŃSKI,Stołpce,Border_Crossing:Stołpce,679.04379785292,421.93812371566673,
baseline,1938,BOCHEŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,464.59235875677786,288.6842185530578,
baseline,1938,BOCHEŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,139.38927488827903,86.61245312660483,
baseline,1938,BORSZCZOWSKI,Gdynia,City:Gdynia,1036.256320734142,643.8996262708946,
baseline,1938,BORSZCZOWSKI,Stołpce,Border_Crossing:Stołpce,697.7321719393465,433.5505374101237,
baseline,1938,BORSZCZOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,969.9914095658778,602.7245321533591,
baseline,1938,BORSZCZOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,666.9425041230934,414.41873072947067,
baseline,1938,BRASŁAWSKI,Gdynia,City:Gdynia,956.1233311062886,594.1073103728456,
baseline,1938,BRASŁAWSKI,Stołpce,Border_Crossing:Stołpce,393.8729685777722,244.7412403581389,
baseline,1938,BRASŁAWSKI,Zbąszyń,Border_Crossing:Zbąszyń,938.1826612358714,582.9594983947947,
baseline,1938,BRASŁAWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,945.2214227174248,587.333180655349,
baseline,1938,BRODNICKI,Gdynia,City:Gdynia,212.16498367784166,131.83316807288415,
baseline,1938,BRODNICKI,Stołpce,Border_Crossing:Stołpce,606.821902717535,377.0615325134974,
baseline,1938,BRODNICKI,Zbąszyń,Border_Crossing:Zbąszyń,275.312240170937,171.07104198725528,
baseline,1938,BRODNICKI,Zebrzydowice,Border_Crossing:Zebrzydowice,456.5454655085557,283.68411244851677,
baseline,1938,BRODZKI,Gdynia,City:Gdynia,877.2202838380348,545.0792449887235,
baseline,1938,BRODZKI,Stołpce,Border_Crossing:Stołpce,474.33269935837734,294.7365837330143,
baseline,1938,BRODZKI,Zbąszyń,Border_Crossing:Zbąszyń,810.9553726697707,503.9041508711881,
baseline,1938,BRODZKI,Zebrzydowice,Border_Crossing:Zebrzydowice,507.9064672269863,315.5983494472997,
baseline,1938,BRZESKI (BRZESKO),Gdynia,City:Gdynia,677.0292004031942,420.6863112837332,
baseline,1938,BRZESKI (BRZESKO),Stołpce,Border_Crossing:Stołpce,658.5643746519481,409.21280404185563,
baseline,1938,BRZESKI (BRZESKO),Zbąszyń,Border_Crossing:Zbąszyń,519.9956930338851,323.1102437761582,
baseline,1938,BRZESKI (BRZESKO),Zebrzydowice,Border_Crossing:Zebrzydowice,194.79260916538618,121.03847834970519,
baseline,1938,BRZESKI (BRZEŚĆ N.BUG.),Gdynia,City:Gdynia,602.9748553102322,374.6710888189743,
baseline,1938,BRZESKI (BRZEŚĆ N.BUG.),Stołpce,Border_Crossing:Stołpce,267.1609027263974,166.00603728800428,
baseline,1938,BRZESKI (BRZEŚĆ N.BUG.),Zbąszyń,Border_Crossing:Zbąszyń,570.6383851325879,354.5781440082213,
baseline,1938,BRZESKI (BRZEŚĆ N.BUG.),Zebrzydowice,Border_Crossing:Zebrzydowice,484.4631214162898,301.03133421756144,
baseline,1938,BRZEZIŃSKI,Gdynia,City:Gdynia,400.8675269192878,249.08745606936478,
baseline,1938,BRZEZIŃSKI,Stołpce,Border_Crossing:Stołpce,548.035701758507,340.53349203738526,
baseline,1938,BRZEZIŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,317.83366561084625,197.49262263427715,
baseline,1938,BRZEZIŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,281.35176058745935,174.8238248279902,
baseline,1938,BRZEŻAŃSKI,Gdynia,City:Gdynia,885.9539880160663,550.5061154875311,
baseline,1938,BRZEŻAŃSKI,Stołpce,Border_Crossing:Stołpce,647.6962489823402,402.4596659264057,
baseline,1938,BRZEŻAŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,819.6890768478019,509.3310213699955,
baseline,1938,BRZEŻAŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,516.6401714050174,321.0252199461071,
baseline,1938,BRZOZOWSKI,Gdynia,City:Gdynia,722.2115414547238,448.7613077252632,
baseline,1938,BRZOZOWSKI,Stołpce,Border_Crossing:Stołpce,637.7029728034736,396.25013391386716,
baseline,1938,BRZOZOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,635.1109256885878,394.6395110060435,
baseline,1938,BRZOZOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,330.0719881964809,205.09716137763553,
baseline,1938,BUCZACKI,Gdynia,City:Gdynia,971.782900297845,603.8377125409722,
baseline,1938,BUCZACKI,Stołpce,Border_Crossing:Stołpce,680.4701566922433,422.82442173401597,
baseline,1938,BUCZACKI,Zbąszyń,Border_Crossing:Zbąszyń,891.7043413482594,554.0792182879093,
baseline,1938,BUCZACKI,Zebrzydowice,Border_Crossing:Zebrzydowice,574.395807944634,356.9128975783652,
baseline,1938,BYDGOSKI,Gdynia,City:Gdynia,177.98554832406498,110.59505814767257,
baseline,1938,BYDGOSKI,Stołpce,Border_Crossing:Stołpce,687.8580027713898,427.41501504006123,
baseline,1938,BYDGOSKI,Zbąszyń,Border_Crossing:Zbąszyń,195.10921728856366,121.2352094558121,
baseline,1938,BYDGOSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,423.96985074366864,263.44257012644414,
baseline,1938,BÓBRECKI,Gdynia,City:Gdynia,858.8421425417245,533.6596009532939,
baseline,1938,BÓBRECKI,Stołpce,Border_Crossing:Stołpce,624.3677968083971,387.9640422706305,
baseline,1938,BÓBRECKI,Zbąszyń,Border_Crossing:Zbąszyń,792.5772313734601,492.4845068357583,
baseline,1938,BÓBRECKI,Zebrzydowice,Border_Crossing:Zebrzydowice,478.5779339218775,297.37444937897095,
baseline,1938,BĘDZIŃSKI,Gdynia,City:Gdynia,527.7110257100951,327.9043277565075,
baseline,1938,BĘDZIŃSKI,Stołpce,Border_Crossing:Stołpce,682.8803814695519,424.32206551411696,
baseline,1938,BĘDZIŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,370.6775183407859,230.32826024893248,
baseline,1938,BĘDZIŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,97.63469787176435,60.667369851276085,
baseline,1938,BŁOŃSKI,Gdynia,City:Gdynia,420.67667581407926,261.39628672727025,
baseline,1938,BŁOŃSKI,Stołpce,Border_Crossing:Stołpce,470.7181646641243,292.49061669551156,
baseline,1938,BŁOŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,340.34043310118244,211.47767525651483,
baseline,1938,BŁOŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,339.9278639882941,211.2213167742703,
baseline,1938,CHEŁMIŃSKI,Gdynia,City:Gdynia,206.77251440473958,128.48244404818743,
baseline,1938,CHEŁMIŃSKI,Stołpce,Border_Crossing:Stołpce,677.4043538436232,420.919420752166,
baseline,1938,CHEŁMIŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,238.71476403463356,148.3304316429643,
baseline,1938,CHEŁMIŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,437.5715943018984,271.8942991229649,
baseline,1938,CHEŁMSKI,Gdynia,City:Gdynia,631.0967591378848,392.1452243222666,
baseline,1938,CHEŁMSKI,Stołpce,Border_Crossing:Stołpce,375.17571261777726,233.12330772502088,
baseline,1938,CHEŁMSKI,Zbąszyń,Border_Crossing:Zbąszyń,598.6701293597217,371.99625695037963,
baseline,1938,CHEŁMSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,448.6168741755302,278.75751572332337,
baseline,1938,CHODZIESKI,Gdynia,City:Gdynia,247.22245363285768,153.6168632363024,
baseline,1938,CHODZIESKI,Stołpce,Border_Crossing:Stołpce,757.3663899076298,470.6055110632939,
baseline,1938,CHODZIESKI,Zbąszyń,Border_Crossing:Zbąszyń,150.52080192517067,93.52926121304523,
baseline,1938,CHODZIESKI,Zebrzydowice,Border_Crossing:Zebrzydowice,461.006959584238,286.45635548381756,
baseline,1938,CHOJNICKI,Gdynia,City:Gdynia,131.21034369892743,81.53030247454623,
baseline,1938,CHOJNICKI,Stołpce,Border_Crossing:Stołpce,749.7907881290944,465.8982518105635,
baseline,1938,CHOJNICKI,Zbąszyń,Border_Crossing:Zbąszyń,248.846468672289,154.6259790853689,
baseline,1938,CHOJNICKI,Zebrzydowice,Border_Crossing:Zebrzydowice,507.3612791096463,315.25958536164006,
baseline,1938,CHORZÓW,Gdynia,City:Gdynia,506.350486194723,314.6315079573012,
baseline,1938,CHORZÓW,Stołpce,Border_Crossing:Stołpce,685.3442811238115,425.85306130618386,
baseline,1938,CHORZÓW,Zbąszyń,Border_Crossing:Zbąszyń,349.3169788254136,217.0554404497261,
baseline,1938,CHORZÓW,Zebrzydowice,Border_Crossing:Zebrzydowice,76.60620997178007,47.600877296374954,
baseline,1938,CHRZANOWSKI,Gdynia,City:Gdynia,550.5047284030384,342.06767359252433,
baseline,1938,CHRZANOWSKI,Stołpce,Border_Crossing:Stołpce,678.7946908294084,421.78333583536033,
baseline,1938,CHRZANOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,393.471221033729,244.49160608494924,
baseline,1938,CHRZANOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,73.86186673412692,45.89562199445118,
baseline,1938,CIECHANOWSKI,Gdynia,City:Gdynia,311.76408973399117,193.72116420209983,
baseline,1938,CIECHANOWSKI,Stołpce,Border_Crossing:Stołpce,508.0367911264376,315.67932893902565,
baseline,1938,CIECHANOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,374.91134622708637,232.95903811647088,
baseline,1938,CIECHANOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,457.6528169920992,284.37218854719765,
baseline,1938,CIESZYŃSKI,Gdynia,City:Gdynia,592.3616957921896,368.0763792760887,
baseline,1938,CIESZYŃSKI,Stołpce,Border_Crossing:Stołpce,754.354135960062,468.73378381563964,
baseline,1938,CIESZYŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,435.3281884228804,270.5003117685136,
baseline,1938,CIESZYŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,33.312821736923496,20.69962135549389,
baseline,1938,CZARNKOWSKI,Gdynia,City:Gdynia,290.4894604396968,180.50172652287486,
baseline,1938,CZARNKOWSKI,Stołpce,Border_Crossing:Stołpce,798.4509624484928,496.1342729875824,
baseline,1938,CZARNKOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,160.1624928395696,99.5203283382162,
baseline,1938,CZARNKOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,472.2034146630803,293.4135079726129,
baseline,1938,CZORTKOWSKI,Gdynia,City:Gdynia,989.8648854345622,615.0733337273593,
baseline,1938,CZORTKOWSKI,Stołpce,Border_Crossing:Stołpce,651.3407366397666,404.72424486658844,
baseline,1938,CZORTKOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,914.3080229633352,568.1244905367506,
baseline,1938,CZORTKOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,596.9994895597098,370.9581698272064,
baseline,1938,CZĘSTOCHOWSKI,Gdynia,City:Gdynia,512.300250623529,318.3285190301928,
baseline,1938,CZĘSTOCHOWSKI,Stołpce,Border_Crossing:Stołpce,649.9845749616665,403.88156532850564,
baseline,1938,CZĘSTOCHOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,425.3696205627005,264.31234649866576,
baseline,1938,CZĘSTOCHOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,157.62159468701884,97.94148791226759,
baseline,1938,DOBROMILSKI,Gdynia,City:Gdynia,771.5279468060685,479.40509183483357,
baseline,1938,DOBROMILSKI,Stołpce,Border_Crossing:Stołpce,677.7262545868814,421.1194405389051,
baseline,1938,DOBROMILSKI,Zbąszyń,Border_Crossing:Zbąszyń,682.2117988052432,423.9066276354128,
baseline,1938,DOBROMILSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,343.39073394589605,213.3730437426954,
