District,year,scenario,ma_total,ma_domestic,ma_foreign
KRAKOWSKI,1924,baseline,2493.748583606583,2493.748583606583,0.0
KRAKÓW (MIASTO),1924,baseline,2020.8649678998281,2020.8649678998281,0.0
KRASNOSTAWSKI,1924,baseline,63.22039928157746,63.22039928157746,0.0
KROTOSZYŃSKI,1924,baseline,60.29587218906655,60.29587218906655,0.0
KROŚNIEŃSKI,1924,baseline,88.84854078453438,88.84854078453438,0.0
KRZEMIENIECKI,1924,baseline,26.625181072835833,26.625181072835833,0.0
KUTNOWSKI,1924,baseline,120.6967893902552,120.6967893902552,0.0
KĘPIŃSKI,1924,baseline,23.862745903797922,23.862745903797922,0.0
LESKI,1924,baseline,23.25993180720655,23.25993180720655,0.0
LESZCZYŃSKI,1924,baseline,79.94786094468311,79.94786094468311,0.0
LIDZKI,1924,baseline,22.20230934750479,22.20230934750479,0.0
LIMANOWSKI,1924,baseline,68.56140627483843,68.56140627483843,0.0
LIPNOWSKI,1924,baseline,20.16315502065036,20.16315502065036,0.0
LUBACZOWSKI,1924,baseline,30.69327506895576,30.69327506895576,0.0
LUBARTOWSKI,1924,baseline,116.16873314066653,116.16873314066653,0.0
LUBAWSKI,1924,baseline,16.92376989807253,16.92376989807253,0.0
LUBELSKI,1924,baseline,92.0150082279626,92.0150082279626,0.0
LUBLINIECKI,1924,baseline,31.286108060404597,31.286108060404597,0.0
LUBOMELSKI,1924,baseline,38.22852495022891,38.22852495022891,0.0
LWOWSKI,1924,baseline,4451.407597695428,4451.407597695428,0.0
LWÓW (MIASTO),1924,baseline,1901.5517062393249,1901.5517062393249,0.0
M. ST. WARSZAWA,1924,baseline,304.711451020785,304.711451020785,0.0
MAKOWSKI (MAKÓW MAZOWIECKI),1924,baseline,15.058972116234038,15.058972116234038,0.0
MIECHOWSKI,1924,baseline,51.46678293040127,51.46678293040127,0.0
MIELECKI,1924,baseline,92.27392275468233,92.27392275468233,0.0
MIĘDZYCHODZKI,1924,baseline,27.462675498958,27.462675498958,0.0
MIŃSKI,1924,baseline,162.2110481969364,162.2110481969364,0.0
MOGILEŃSKI,1924,baseline,48.97407441850915,48.97407441850915,0.0
MORSKI,1924,baseline,6.682934017648836,6.682934017648836,0.0
MOŁODECZAŃSKI,1924,baseline,26.49008189459076,26.49008189459076,0.0
MOŚCISKI,1924,baseline,76.40315807857743,76.40315807857743,0.0
MYŚLENICKI,1924,baseline,53.07736695618405,53.07736695618405,0.0
MŁAWSKI,1924,baseline,38.04674009388091,38.04674009388091,0.0
NADWÓRNIAŃSKI,1924,baseline,57.26021176006391,57.26021176006391,0.0
NIESZAWSKI,1924,baseline,48.91519967207174,48.91519967207174,0.0
NIEŚWIESKI,1924,baseline,15.686986376303688,15.686986376303688,0.0
NIŻAŃSKI,1924,baseline,50.78985139389526,50.78985139389526,0.0
NOWOGRÓDZKI,1924,baseline,21.409475324930423,21.409475324930423,0.0
NOWOSĄDECKI,1924,baseline,64.40225236493569,64.40225236493569,0.0
NOWOTARSKI,1924,baseline,52.18977678475626,52.18977678475626,0.0
NOWOTOMYSKI,1924,baseline,36.151482961585586,36.151482961585586,0.0
OBORNICKI,1924,baseline,71.4709171762653,71.4709171762653,0.0
OLKUSKI,1924,baseline,53.16356870892198,53.16356870892198,0.0
OPATOWSKI,1924,baseline,59.57674397532898,59.57674397532898,0.0
OPOCZYŃSKI,1924,baseline,98.58327424710411,98.58327424710411,0.0
OSTROWSKI (OSTRÓW MAZOWIECKA),1924,baseline,53.930628750320054,53.930628750320054,0.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1924,baseline,46.49860069807728,46.49860069807728,0.0
OSTROŁĘCKI,1924,baseline,43.0091482760467,43.0091482760467,0.0
OSZMIAŃSKI,1924,baseline,8.636453701391627,8.636453701391627,0.0
PIOTRKOWSKI,1924,baseline,76.16576877590208,76.16576877590208,0.0
PIŃCZOWSKI,1924,baseline,38.630152038348356,38.630152038348356,0.0
PIŃSKI,1924,baseline,15.1865178873316,15.1865178873316,0.0
PODHAJECKI,1924,baseline,87.93775135649105,87.93775135649105,0.0
POSTAWSKI,1924,baseline,16.117398426109787,16.117398426109787,0.0
POZNAŃ (MIASTO),1924,baseline,384.76833780568643,384.76833780568643,0.0
POZNAŃSKI,1924,baseline,778.7156317316491,778.7156317316491,0.0
PRUŻAŃSKI,1924,baseline,20.3985601216206,20.3985601216206,0.0
PRZASNYCKI,1924,baseline,18.432296976996614,18.432296976996614,0.0
PRZEMYSKI,1924,baseline,108.32378974147267,108.32378974147267,0.0
PRZEMYŚLAŃSKI,1924,baseline,75.80554113736008,75.80554113736008,0.0
PRZEWORSKI,1924,baseline,115.30689068913927,115.30689068913927,0.0
PSZCZYŃSKI,1924,baseline,200.57989293247456,200.57989293247456,0.0
PUŁAWSKI,1924,baseline,51.74315352344983,51.74315352344983,0.0
PUŁTUSKI,1924,baseline,53.313072219878144,53.313072219878144,0.0
PŁOCKI,1924,baseline,47.18657669407543,47.18657669407543,0.0
PŁOŃSKI,1924,baseline,57.065463635517645,57.065463635517645,0.0
RADOMSKI,1924,baseline,53.774413128168966,53.774413128168966,0.0
RADOMSZCZAŃSKI,1924,baseline,73.51659457871553,73.51659457871553,0.0
RADZIECHOWSKI,1924,baseline,31.381209358894594,31.381209358894594,0.0
RADZYMIŃSKI,1924,baseline,215.49694231590655,215.49694231590655,0.0
RADZYŃSKI,1924,baseline,62.00629864414569,62.00629864414569,0.0
RAWICKI,1924,baseline,63.997612949656066,63.997612949656066,0.0
RAWSKI (RAWA MAZOWIECKA),1924,baseline,61.77286993480244,61.77286993480244,0.0
RAWSKI (RAWA RUSKA),1924,baseline,57.71253755777343,57.71253755777343,0.0
ROHATYŃSKI,1924,baseline,79.0069184072035,79.0069184072035,0.0
ROPCZYCKI,1924,baseline,104.06990676470997,104.06990676470997,0.0
RUDECKI,1924,baseline,89.91246510853703,89.91246510853703,0.0
RYBNICKI,1924,baseline,73.21567199392666,73.21567199392666,0.0
RYPIŃSKI,1924,baseline,23.638722390226235,23.638722390226235,0.0
RZESZOWSKI,1924,baseline,68.37574832655616,68.37574832655616,0.0
RÓWIEŃSKI,1924,baseline,34.11861603752696,34.11861603752696,0.0
SAMBORSKI,1924,baseline,116.5707335193398,116.5707335193398,0.0
SANDOMIERSKI,1924,baseline,26.590125665470556,26.590125665470556,0.0
SANOCKI,1924,baseline,24.96302198342497,24.96302198342497,0.0
SARNEŃSKI,1924,baseline,21.71156819252759,21.71156819252759,0.0
SIEDLECKI,1924,baseline,79.46045897716165,79.46045897716165,0.0
SIERADZKI,1924,baseline,101.59504743640457,101.59504743640457,0.0
SIERPECKI,1924,baseline,28.981921834619847,28.981921834619847,0.0
SKAŁACKI,1924,baseline,33.95802740442,33.95802740442,0.0
SKIERNIEWICKI,1924,baseline,152.54871562105595,152.54871562105595,0.0
SOCHACZEWSKI,1924,baseline,97.74904915909336,97.74904915909336,0.0
SOKALSKI,1924,baseline,43.89202731593568,43.89202731593568,0.0
SOKOŁOWSKI,1924,baseline,91.33438369868026,91.33438369868026,0.0
SOKÓLSKI,1924,baseline,41.98356185315304,41.98356185315304,0.0
STANISŁAWOWSKI,1924,baseline,97.25487854094241,97.25487854094241,0.0
STAROGARDZKI,1924,baseline,25.510621900662333,25.510621900662333,0.0
STOLIŃSKI,1924,baseline,15.348801975741111,15.348801975741111,0.0
STOPNICKI,1924,baseline,23.439320507738667,23.439320507738667,0.0
STOŁPECKI,1924,baseline,10.994997860878545,10.994997860878545,0.0
STRYJSKI,1924,baseline,74.00575283153947,74.00575283153947,0.0
SUWALSKI,1924,baseline,16.54048902147442,16.54048902147442,0.0
SZAMOTULSKI,1924,baseline,45.66899902962133,45.66899902962133,0.0
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),1924,baseline,18.237643007923143,18.237643007923143,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1924,baseline,21.207383914731437,21.207383914731437,0.0
SZUBIŃSKI,1924,baseline,76.56080804628601,76.56080804628601,0.0
SĘPOLEŃSKI,1924,baseline,42.4662402852997,42.4662402852997,0.0
SŁONIMSKI,1924,baseline,22.23633552095156,22.23633552095156,0.0
TARNOBRZESKI,1924,baseline,59.69073510779465,59.69073510779465,0.0
TARNOGÓRSKI,1924,baseline,297.2112200566745,297.2112200566745,0.0
TARNOPOLSKI,1924,baseline,87.92489386212102,87.92489386212102,0.0
TARNOWSKI,1924,baseline,169.71438949963206,169.71438949963206,0.0
TCZEWSKI,1924,baseline,17.348733411836843,17.348733411836843,0.0
TOMASZOWSKI,1924,baseline,29.303063322432454,29.303063322432454,0.0
TORUŃSKI,1924,baseline,55.80701652414094,55.80701652414094,0.0
TREMBOWELSKI,1924,baseline,91.81871952330975,91.81871952330975,0.0
TUCHOLSKI,1924,baseline,41.827842818697384,41.827842818697384,0.0
TURCZAŃSKI,1924,baseline,42.520695470221746,42.520695470221746,0.0
TURECKI,1924,baseline,18.986425410359296,18.986425410359296,0.0
TŁUMACKI,1924,baseline,103.30562713665459,103.30562713665459,0.0
WADOWICKI,1924,baseline,125.64231131153792,125.64231131153792,0.0
WARSZAWSKI,1924,baseline,1062.2556239774615,1062.2556239774615,0.0
WIELUŃSKI,1924,baseline,7.853098688139965,7.853098688139965,0.0
WILEJSKI,1924,baseline,19.64179576116848,19.64179576116848,0.0
WILEŃSKO-TROCKI,1924,baseline,114.49723545930941,114.49723545930941,0.0
WILNO (MIASTO),1924,baseline,141.2566141318501,141.2566141318501,0.0
WOLSZTYŃSKI,1924,baseline,52.089259376978205,52.089259376978205,0.0
WOŁKOWYSKI,1924,baseline,28.641043073469334,28.641043073469334,0.0
WOŁOŻYŃSKI,1924,baseline,12.550781548798117,12.550781548798117,0.0
WRZESIŃSKI,1924,baseline,53.196930932336805,53.196930932336805,0.0
WYRZYSKI,1924,baseline,43.69516723820105,43.69516723820105,0.0
WYSOKOMAZOWIECKI,1924,baseline,48.81518076718859,48.81518076718859,0.0
WĄBRZESKI,1924,baseline,50.49578234864042,50.49578234864042,0.0
WĄGROWIECKI,1924,baseline,46.08511362341161,46.08511362341161,0.0
WĘGROWSKI,1924,baseline,69.19494515336109,69.19494515336109,0.0
WŁOCŁAWSKI,1924,baseline,59.59103979034663,59.59103979034663,0.0
WŁODAWSKI,1924,baseline,30.14218812321511,30.14218812321511,0.0
WŁODZIMIERSKI,1924,baseline,42.45389667496085,42.45389667496085,0.0
WŁOSZCZOWSKI,1924,baseline,42.00753097308853,42.00753097308853,0.0
ZALESZCZYCKI,1924,baseline,47.29647629407408,47.29647629407408,0.0
ZAMOJSKI,1924,baseline,70.6565513654332,70.6565513654332,0.0
ZBARASKI,1924,baseline,80.8816540629345,80.8816540629345,0.0
ZBOROWSKI,1924,baseline,59.54799545904835,59.54799545904835,0.0
ZDOŁBUNOWSKI,1924,baseline,28.702428409492526,28.702428409492526,0.0
ZŁOCZOWSKI,1924,baseline,69.26441705282426,69.26441705282426,0.0
ŁASKI,1924,baseline,118.02826936365705,118.02826936365705,0.0
ŁAŃCUCKI,1924,baseline,60.600216717429475,60.600216717429475,0.0
ŁOMŻYŃSKI,1924,baseline,29.165007481139348,29.165007481139348,0.0
ŁOWICKI,1924,baseline,152.47729548833735,152.47729548833735,0.0
ŁUCKI,1924,baseline,24.513993025653324,24.513993025653324,0.0
ŁUKOWSKI,1924,baseline,71.9017265755537,71.9017265755537,0.0
ŁUNINIECKI,1924,baseline,17.020231117970788,17.020231117970788,0.0
ŁÓDZKI,1924,baseline,511.09062088579117,511.09062088579117,0.0
ŁÓDŹ (MIASTO),1924,baseline,191.12109644881565,191.12109644881565,0.0
ŁĘCZYCKI,1924,baseline,65.38477314838752,65.38477314838752,0.0
ŚNIATYŃSKI,1924,baseline,38.738805482555144,38.738805482555144,0.0
ŚREDZKI,1924,baseline,82.7002890820861,82.7002890820861,0.0
ŚREMSKI,1924,baseline,51.64315445264908,51.64315445264908,0.0
ŚWIECKI,1924,baseline,56.283672895869785,56.283672895869785,0.0
ŚWIĘCIAŃSKI,1924,baseline,14.801729597775394,14.801729597775394,0.0
ŚWIĘTOCHŁOWICKI,1924,baseline,419.8212802742903,419.8212802742903,0.0
ŻNIŃSKI,1924,baseline,70.13410753510303,70.13410753510303,0.0
ŻYDACZOWSKI,1924,baseline,92.5668612463368,92.5668612463368,0.0
ŻYWIECKI,1924,baseline,97.36283921763498,97.36283921763498,0.0
ŻÓŁKIEWSKI,1924,baseline,161.7671732966439,161.7671732966439,0.0
AUGUSTOWSKI,1925,baseline,23.8453897764643,23.8453897764643,0.0
BARANOWICKI,1925,baseline,15.395477970109852,15.395477970109852,0.0
BIALSKI (BIAŁA KRAKOWSKA),1925,baseline,133.02209528796664,133.02209528796664,0.0
BIALSKI (BIAŁA PODLASKA),1925,baseline,51.71472697965656,51.71472697965656,0.0
BIAŁOSTOCKI,1925,baseline,51.41956709548037,51.41956709548037,0.0
BIELSKI (BIELSK PODLASKI),1925,baseline,38.68756102834025,38.68756102834025,0.0
BIELSKO,1925,baseline,126.8703076384028,126.8703076384028,0.0
BIŁGORAJSKI,1925,baseline,42.12292126275401,42.12292126275401,0.0
BOCHEŃSKI,1925,baseline,132.79416358163922,132.79416358163922,0.0
BORSZCZOWSKI,1925,baseline,18.40172356883948,18.40172356883948,0.0
BRASŁAWSKI,1925,baseline,5.094287454372888,5.094287454372888,0.0
BRODNICKI,1925,baseline,38.28944680025344,38.28944680025344,0.0
BRODZKI,1925,baseline,36.90802572403842,36.90802572403842,0.0
BRZESKI (BRZESKO),1925,baseline,138.45412486750712,138.45412486750712,0.0
BRZESKI (BRZEŚĆ N.BUG.),1925,baseline,48.29909063491949,48.29909063491949,0.0
BRZEZIŃSKI,1925,baseline,195.9465651694124,195.9465651694124,0.0
BRZEŻAŃSKI,1925,baseline,109.53999968621267,109.53999968621267,0.0
BRZOZOWSKI,1925,baseline,42.4368074764531,42.4368074764531,0.0
BUCZACKI,1925,baseline,71.28981767717949,71.28981767717949,0.0
BYDGOSKI,1925,baseline,48.88146075024189,48.88146075024189,0.0
BÓBRECKI,1925,baseline,87.1652156244601,87.1652156244601,0.0
BĘDZIŃSKI,1925,baseline,45.29244538992648,45.29244538992648,0.0
BŁOŃSKI,1925,baseline,65.92609646129482,65.92609646129482,0.0
CHEŁMIŃSKI,1925,baseline,42.42156081651669,42.42156081651669,0.0
CHEŁMSKI,1925,baseline,64.40015133787446,64.40015133787446,0.0
CHODZIESKI,1925,baseline,39.83307971376529,39.83307971376529,0.0
CHOJNICKI,1925,baseline,29.259378311765463,29.259378311765463,0.0
CHORZÓW,1925,baseline,1530.983813123691,1530.983813123691,0.0
CHRZANOWSKI,1925,baseline,144.2515981306856,144.2515981306856,0.0
CIECHANOWSKI,1925,baseline,66.60895825772299,66.60895825772299,0.0
CIESZYŃSKI,1925,baseline,63.695578283966846,63.695578283966846,0.0
CZARNKOWSKI,1925,baseline,20.48088096396682,20.48088096396682,0.0
CZORTKOWSKI,1925,baseline,121.88314865896407,121.88314865896407,0.0
CZĘSTOCHOWSKI,1925,baseline,51.067521810896096,51.067521810896096,0.0
DOBROMILSKI,1925,baseline,63.50476713077536,63.50476713077536,0.0
DOLIŃSKI,1925,baseline,57.96668080072078,57.96668080072078,0.0
DROHICKI,1925,baseline,22.41481794435691,22.41481794435691,0.0
DROHOBYCKI,1925,baseline,100.64185836077208,100.64185836077208,0.0
DUBIEŃSKI,1925,baseline,38.17894495953654,38.17894495953654,0.0
DZIAŁDOWSKI,1925,baseline,19.920649506634717,19.920649506634717,0.0
DZIŚNIEŃSKI,1925,baseline,11.177339307418732,11.177339307418732,0.0
DĄBROWSKI,1925,baseline,118.9563397900786,118.9563397900786,0.0
GARWOLIŃSKI,1925,baseline,83.1399932646465,83.1399932646465,0.0
GNIEŹNIEŃSKI,1925,baseline,42.429370495210414,42.429370495210414,0.0
GORLICKI,1925,baseline,90.50507897544567,90.50507897544567,0.0
GOSTYNIŃSKI,1925,baseline,91.66489618535876,91.66489618535876,0.0
GOSTYŃSKI,1925,baseline,72.47436917368888,72.47436917368888,0.0
GRODZIEŃSKI,1925,baseline,26.633149612285663,26.633149612285663,0.0
GRUDZIĄDZKI,1925,baseline,58.773484014441124,58.773484014441124,0.0
GRÓDECKI,1925,baseline,215.35845497460198,215.35845497460198,0.0
GRÓJECKI,1925,baseline,137.5251246070707,137.5251246070707,0.0
HOROCHOWSKI,1925,baseline,12.187760318087578,12.187760318087578,0.0
HORODEŃSKI,1925,baseline,46.334454804302254,46.334454804302254,0.0
HRUBIESZOWSKI,1925,baseline,53.88450570575212,53.88450570575212,0.0
INOWROCŁAWSKI,1925,baseline,62.60918353130381,62.60918353130381,0.0
IWACEWICKI,1925,baseline,18.94360446555157,18.94360446555157,0.0
IŁŻECKI,1925,baseline,64.279448943994,64.279448943994,0.0
JANOWSKI,1925,baseline,52.447058731834645,52.447058731834645,0.0
JAROCIŃSKI,1925,baseline,62.78155780110324,62.78155780110324,0.0
JAROSŁAWSKI,1925,baseline,102.50099065599512,102.50099065599512,0.0
JASIELSKI,1925,baseline,115.47170405570147,115.47170405570147,0.0
JAWOROWSKI,1925,baseline,77.52881016679046,77.52881016679046,0.0
JĘDRZEJOWSKI,1925,baseline,84.30941396999816,84.30941396999816,0.0
KALISKI,1925,baseline,30.75722647654364,30.75722647654364,0.0
KAMIONECKI,1925,baseline,102.18813687691494,102.18813687691494,0.0
KARTUSKI,1925,baseline,18.710598165716796,18.710598165716796,0.0
KATOWICE,1925,baseline,458.8879986376315,458.8879986376315,0.0
KAŁUSKI,1925,baseline,51.28635332654852,51.28635332654852,0.0
KIELECKI,1925,baseline,72.76907146057599,72.76907146057599,0.0
KOBRYŃSKI,1925,baseline,31.07849042019209,31.07849042019209,0.0
KOLBUSZOWSKI,1925,baseline,51.49393517917901,51.49393517917901,0.0
KOLSKI,1925,baseline,76.91667648178475,76.91667648178475,0.0
KONECKI,1925,baseline,82.52471796617411,82.52471796617411,0.0
KONIŃSKI,1925,baseline,40.769148879943664,40.769148879943664,0.0
KOPYCZYNIECKI,1925,baseline,99.11342560074505,99.11342560074505,0.0
KOSOWSKI (KOSÓW HUCULSKI),1925,baseline,24.83433146762131,24.83433146762131,0.0
KOSTOPOLSKI,1925,baseline,31.83041833890945,31.83041833890945,0.0
KOSZYRSKI,1925,baseline,8.102679507599955,8.102679507599955,0.0
KOWELSKI,1925,baseline,34.740080930041906,34.740080930041906,0.0
KOZIENICKI,1925,baseline,55.85011919340587,55.85011919340587,0.0
KOŁOMYJSKI,1925,baseline,68.23559271900872,68.23559271900872,0.0
KOŚCIAŃSKI,1925,baseline,97.91476149082573,97.91476149082573,0.0
KOŚCIERSKI,1925,baseline,24.636920151685434,24.636920151685434,0.0
KRAKOWSKI,1925,baseline,2542.5106841963684,2542.5106841963684,0.0
KRAKÓW (MIASTO),1925,baseline,2077.6666517892145,2077.6666517892145,0.0
KRASNOSTAWSKI,1925,baseline,64.7975217662427,64.7975217662427,0.0
KROTOSZYŃSKI,1925,baseline,60.974012358100005,60.974012358100005,0.0
KROŚNIEŃSKI,1925,baseline,89.86809021944207,89.86809021944207,0.0
KRZEMIENIECKI,1925,baseline,27.440131936789296,27.440131936789296,0.0
KUTNOWSKI,1925,baseline,166.55323765769907,166.55323765769907,0.0
KĘPIŃSKI,1925,baseline,24.38577433299268,24.38577433299268,0.0
LESKI,1925,baseline,23.591364907747394,23.591364907747394,0.0
LESZCZYŃSKI,1925,baseline,80.50191276212075,80.50191276212075,0.0
LIDZKI,1925,baseline,22.911587886677122,22.911587886677122,0.0
LIMANOWSKI,1925,baseline,69.6155673800343,69.6155673800343,0.0
LIPNOWSKI,1925,baseline,20.703290295451385,20.703290295451385,0.0
LUBACZOWSKI,1925,baseline,31.213905316553706,31.213905316553706,0.0
LUBARTOWSKI,1925,baseline,118.38726364714537,118.38726364714537,0.0
LUBAWSKI,1925,baseline,17.46409668809792,17.46409668809792,0.0
LUBELSKI,1925,baseline,93.75643443253398,93.75643443253398,0.0
LUBLINIECKI,1925,baseline,32.52762084696474,32.52762084696474,0.0
LUBOMELSKI,1925,baseline,39.39275107092625,39.39275107092625,0.0
LWOWSKI,1925,baseline,4448.1139266675245,4448.1139266675245,0.0
LWÓW (MIASTO),1925,baseline,1932.6968407307465,1932.6968407307465,0.0
M. ST. WARSZAWA,1925,baseline,329.8874540276027,329.8874540276027,0.0
MAKOWSKI (MAKÓW MAZOWIECKI),1925,baseline,21.46702239062242,21.46702239062242,0.0
MIECHOWSKI,1925,baseline,48.51172671152517,48.51172671152517,0.0
MIELECKI,1925,baseline,93.46345067024994,93.46345067024994,0.0
MIĘDZYCHODZKI,1925,baseline,27.84640025270309,27.84640025270309,0.0
MIŃSKI,1925,baseline,166.50296050898666,166.50296050898666,0.0
MOGILEŃSKI,1925,baseline,49.965009989425006,49.965009989425006,0.0
MORSKI,1925,baseline,6.88973124809714,6.88973124809714,0.0
MOŁODECZAŃSKI,1925,baseline,27.146515069199186,27.146515069199186,0.0
MOŚCISKI,1925,baseline,77.23211150143206,77.23211150143206,0.0
MYŚLENICKI,1925,baseline,54.07452397855082,54.07452397855082,0.0
MŁAWSKI,1925,baseline,38.985568104959384,38.985568104959384,0.0
NADWÓRNIAŃSKI,1925,baseline,58.08715090151269,58.08715090151269,0.0
