Ślesin;2078.0;2495.0;2804.0
Śmigiel;3754.0;3761.0;4207.0
Śniatyn;10597.0;10915.0;11000.0
Śrem;6650.0;7652.0;8500.0
Środa (Wielkopolska);7231.0;8087.0;10198.0
Świecie;6600.0;8729.0;8964.0
Świsłocz (Swisłocz);2935.0;3731.0;4188.0
Święciany;3981.0;5893.0;6200.0
Święciechowa;1333.0;1333.0;1326.0
Świętochłowice;23000.0;29717.0;29786.0
Żabno;2009.0;2437.0;2753.0
Żelechów;7682.0;8503.0;9500.0
Żerków;1549.0;1569.0;1800.0
Żnin;4436.0;5090.0;5463.0
Żory;4936.0;5869.0;6200.0
Żurawno;3362.0;3948.0;4300.0
Żuromin;3962.0;4165.0;4212.0
Żychlin;7098.0;8285.0;8500.0
Żydaczów;3996.0;4514.0;4897.0
Żyrardów;21336.0;25081.0;27870.0
Żywiec;5774.0;6571.0;7281.0
Żółkiew;7867.0;10348.0;11000.0
Bogumin;;;2581.0
Bogumin Nowy;;;10700.0
Chorostków;;;7310.0
Frysztat;;;7124.0
Gwoździec;;;3013.0
Karwina;;;23000.0
Mielnica Podolska;;;4969.0
Orłowa;;;10040.0
Skórcz;;;3375.0
Trzyniec;;;5900.0
Tłuste;;;3602.0
