scenario,District,log_change_ma_total,log_change_ma_total_no_self,log_change_ma_domestic,log_change_ma_domestic_no_self,log_change_ma_foreign
baseline,IŁŻECKI,0.8974867364948729,0.897520204888199,0.5642633412935876,0.7379076754787555,0.897523594354908
baseline,JANOWSKI,0.9425702798072528,0.9425789209929434,0.7531582854968093,0.560241118302109,0.9425862294480822
baseline,JAROCIŃSKI,0.8397707390326623,0.8398413671293206,0.28019074284664747,0.4583872226377128,0.8398516154610931
baseline,JAROSŁAWSKI,0.9363942181871359,0.9364381569375162,0.4037040157259604,0.31714090805101414,0.9364535064545372
baseline,JASIELSKI,0.9330750107150081,0.9331504300015645,0.31111526858979843,0.6165491057000203,0.9331603800461323
baseline,JAWOROWSKI,0.9813634109685836,0.9814015606235991,0.46107819354731205,0.3836874087286617,0.9814151787215017
baseline,JĘDRZEJOWSKI,0.8818935948858311,0.8819442933154527,0.39712666262914276,0.8383759848849799,0.8819454986078306
baseline,KALISKI,0.8548767772135548,0.8550223092209492,0.07287760209658067,0.7964209757229419,0.8550230526693063
baseline,KAMIONECKI,0.9952205827262368,0.9952445518467243,0.5377752825098163,0.3252653742230418,0.9952649611870115
baseline,KARTUSKI,0.8653032207066857,0.8653140567620845,0.7461558548402376,1.0631783748769728,0.8653119537853691
baseline,KATOWICE,0.8801003757846679,0.8855488839176822,0.16400522689061603,0.5731936367701724,0.8856421676104631
baseline,KAŁUSKI,0.9448841183764785,0.9449111459200168,0.5099489195249589,0.49929048814686894,0.9449172122244001
baseline,KIELECKI,0.8831650996668543,0.8831890044689601,0.6577618579518951,0.7230480236475945,0.8831928008627017
baseline,KOBRYŃSKI,0.9919802972957541,0.9919929490080897,0.4987169340711848,0.5490733156281511,0.9919975358786708
baseline,KOLBUSZOWSKI,0.9107554950174297,0.9107983258839276,0.3849809679481133,0.3320132181822597,0.9108050410822095
baseline,KOLSKI,0.8650287572193136,0.8651401255926068,0.1024580304924374,0.6671352667647099,0.8651470082744126
baseline,KONECKI,0.8829615455168707,0.8829830509889902,0.6580072199197513,0.6926825451437288,0.8829884650469602
baseline,KONIŃSKI,0.8536500094096482,0.8537280798176461,0.007150436300801033,0.5984945897684781,0.8537325331340426
baseline,KOPYCZYNIECKI,0.9904598338613226,0.9905002099397322,0.544618710538014,0.5411313373890199,0.990509749764044
baseline,KOSOWSKI (KOSÓW HUCULSKI),0.9269650498984205,0.9269813987023028,0.4520840404887192,0.5359630505356439,0.9269838019832974
baseline,KOSTOPOLSKI,1.119369324247181,1.1193695362054257,1.0077216482360765,0.6512373339454385,1.1193734215118383
baseline,KOSZYRSKI,1.016292349958352,1.016294640597991,0.8505480733803399,0.6008701919066866,1.0162958967543823
baseline,KOWELSKI,1.0335046279884672,1.0335094444655581,0.7016507575468509,0.6200886586381049,1.0335134637922643
baseline,KOZIENICKI,0.9265925289400023,0.9266111325378539,0.6089290449482334,0.6311539741569767,0.9266175054311567
baseline,KOŁOMYJSKI,0.9270821821541517,0.9271327479160725,0.3741978335125804,0.5042832166269235,0.9271393182222027
baseline,KOŚCIAŃSKI,0.8109636216439817,0.8110158708197943,0.40208663405795875,0.40932364360234885,0.811033427186274
baseline,KOŚCIERSKI,0.8621788638729484,0.8621908471842126,0.7220466140867625,0.8931562171312599,0.8621904871563082
baseline,KRAKOWSKI,0.9058644461824059,0.9059648058490453,0.3317067762325614,0.3299738423666678,0.9070379390489087
