scenario,District,unit_weighted_domestic_access_1924,unit_weighted_domestic_access_1938,change_ratio_1938_vs_1924,proportional_change_1938_vs_1924,avg_inverse_distance_1924,avg_inverse_distance_1938,avg_inverse_distance_change_ratio_1938_vs_1924,avg_inverse_distance_proportional_change_1938_vs_1924
baseline,LWOWSKI,0.014934363611452402,0.014679167771814237,0.9829121718020534,-0.01708782819794662,0.006998228090665987,0.007012594659001582,1.0020528865520626,0.002052886552062576
baseline,LWÓW (MIASTO),0.015498889526201846,0.015236016709866965,0.9830392483351483,-0.01696075166485171,0.007390239422842248,0.007402150824727684,1.0016117748294622,0.0016117748294621813
baseline,M. ST. WARSZAWA,0.0016725515336042836,0.007650344504387761,4.574056075809853,3.5740560758098527,0.006443920602358332,0.007314702207326743,1.135132267869614,0.13513226786961402
baseline,MAKOWSKI (MAKÓW MAZOWIECKI),0.00012225403513795534,0.00021234199001219202,1.7368914635216626,0.7368914635216627,0.003982499667036932,0.004396837541097011,1.1040396506469403,0.1040396506469403
baseline,MIECHOWSKI,0.0003694172006441572,0.0005575422631627162,1.509248248837691,0.509248248837691,0.005083082264454132,0.005700564771295315,1.1214779684285698,0.1214779684285699
baseline,MIELECKI,0.0009606240741504159,0.0008018743638299698,0.8347431481343566,-0.16525685186564343,0.005978253014460307,0.005974869322068286,0.9994339998016416,-0.0005660001983584195
baseline,MIĘDZYCHODZKI,0.0003743618748641922,0.0003993877974956159,1.0668495493578303,0.0668495493578303,0.004083185355749554,0.004260764289643881,1.0434902945672737,0.04349029456727379
baseline,MIŃSKI,0.0007593223912696569,0.0009249688400802186,1.2181503544674688,0.21815035446746886,0.006025158633442575,0.006251302208516758,1.0375332151122088,0.03753321511220886
baseline,MOGILEŃSKI,0.0007312724151927992,0.0008328259549717416,1.1388723787046826,0.13887237870468266,0.0051963415262075985,0.0057467266961228735,1.1059178206704512,0.10591782067045118
baseline,MORSKI,0.00010261602074669837,0.00019385732035740109,1.8891525801407416,0.8891525801407416,0.0030155391112477803,0.003471345982248138,1.1511526974729744,0.15115269747297438
baseline,MOŁODECZAŃSKI,0.0002309698118162815,0.0002509434404100856,1.0864772259055724,0.08647722590557244,0.003056796403788469,0.0030964602585457934,1.0129756285725038,0.012975628572503792
baseline,MOŚCISKI,0.0005953400454786626,0.000603747526292076,1.014122148975639,0.014122148975639013,0.005426336819289736,0.0054649434627762035,1.0071146787920033,0.007114678792003293
baseline,MYŚLENICKI,0.0004480858200732736,0.0004771799826811863,1.0649298891073034,0.06492988910730331,0.004794306309338327,0.00503211644263874,1.0496026156771017,0.049602615677101725
baseline,MŁAWSKI,0.00036738945925791477,0.0005056159412398744,1.3762396511352326,0.37623965113523267,0.005003720161355483,0.0052190548190485285,1.043034912175167,0.043034912175166896
baseline,NADWÓRNIAŃSKI,0.00046316677335441533,0.00047156153724622207,1.0181247109567229,0.01812471095672286,0.00423567557785494,0.004256764392330379,1.0049788549873122,0.004978854987312114
baseline,NIESZAWSKI,0.0004249366478626648,0.0006366491954839694,1.4982214376805831,0.49822143768058313,0.005513701372992923,0.00597321021053751,1.0833394495747162,0.08333944957471609
baseline,NIEŚWIESKI,0.0001835324508067539,0.00019085422783090758,1.0398936372939462,0.03989363729394624,0.0035011064018072124,0.0035349344815525045,1.0096621113051094,0.009662111305109307
baseline,NIŻAŃSKI,0.0005615872993624315,0.0006587563268618694,1.1730256856053434,0.17302568560534326,0.0057829339775134206,0.00589524956396882,1.019421903637865,0.0194219036378648
baseline,NOWOGRÓDZKI,0.0002005164059060071,0.00020556022295116456,1.0251541365025352,0.025154136502535184,0.0035269174715035346,0.0035557620156886137,1.0081784006623729,0.008178400662372893
baseline,NOWOSĄDECKI,0.0006663989758629662,0.000677477312689027,1.0166241804494294,0.01662418044942931,0.005195894680527963,0.005330248174722919,1.0258576246163065,0.025857624616306533
baseline,NOWOTARSKI,0.0004502666857084545,0.00047333464098592347,1.0512317611088051,0.05123176110880514,0.004762216932184977,0.004982829998926474,1.0463257070988314,0.04632570709883138
baseline,NOWOTOMYSKI,0.000514280256101958,0.0005386119914222459,1.047312209698099,0.04731220969809899,0.0044150006918652045,0.004605968368597829,1.043254280137371,0.04325428013737096
baseline,OBORNICKI,0.0011906093242097654,0.001258281031614762,1.056837877907526,0.05683787790752594,0.00530135459906003,0.005562249772595093,1.0492129263681629,0.04921292636816285
baseline,OLKUSKI,0.00034245551154971814,0.0005203187450986809,1.5193761745695844,0.5193761745695844,0.005383037982814084,0.005687743554034476,1.0566047596530428,0.05660475965304287
baseline,OPATOWSKI,0.0004110724649045178,0.0005170265048143167,1.2577502726542618,0.25775027265426187,0.005597835842870543,0.005821101843913524,1.0398843423262105,0.03988434232621063
baseline,OPOCZYŃSKI,0.0006276291916475625,0.0006948367128991969,1.1070815732378714,0.10708157323787129,0.005819985773141492,0.006088933954221189,1.046211140639013,0.04621114063901312
baseline,OSTROWSKI (OSTRÓW MAZOWIECKA),0.00041477774076400555,0.0004523105090805521,1.0904888682006237,0.09048886820062371,0.00509131869058463,0.005245092703312334,1.0302031795833324,0.03020317958333234
baseline,OSTROWSKI (OSTRÓW WIELKOPOLSKI),0.0005622694804301054,0.0007075519126687373,1.2583857692711664,0.25838576927116647,0.005279686227743294,0.005644099500516854,1.0690217670244624,0.0690217670244623
baseline,OSTROŁĘCKI,0.0003272139318984047,0.0003605831652058866,1.1019798671587204,0.10197986715872039,0.004689172382579182,0.004844368958896282,1.0330967948403162,0.03309679484031617
baseline,OSZMIAŃSKI,7.840190064172289e-05,8.265277113043336e-05,1.0542189724218025,0.05421897242180251,0.0026475758474104032,0.0026706293279801,1.0087073919307148,0.008707391930714806
baseline,PIOTRKOWSKI,0.00045301774689614297,0.0005225973474265889,1.1535913350131897,0.15359133501318978,0.0054121468381555845,0.00568850396548282,1.0510623853327334,0.051062385332733405
baseline,PIŃCZOWSKI,0.00026219545848850536,0.0003889293769379565,1.4833566499589357,0.4833566499589356,0.0046286673387784675,0.005167054596188424,1.1163158244057436,0.11631582440574358
baseline,PIŃSKI,0.00014389036117118493,0.00015334496504444418,1.0657069993869235,0.06570699938692352,0.0037007474663163314,0.0037392996279228532,1.0104173986356588,0.010417398635658893
baseline,PODHAJECKI,0.0008590803765589887,0.0008701931419139943,1.0129356526562945,0.012935652656294415,0.004774979206932107,0.004803417515029711,1.0059556925517745,0.005955692551774447
baseline,POSTAWSKI,0.0001192091147490614,0.00012289133181944592,1.030888720867827,0.030888720867827013,0.0025939736352590496,0.0026337952264386573,1.0153515789976912,0.01535157899769125
baseline,POZNAŃ (MIASTO),0.021606988524086334,0.01975505944792119,0.9142902735334585,-0.08570972646654157,0.006668235600639313,0.00689566095462664,1.0341057766413537,0.034105776641353655
baseline,POZNAŃSKI,0.021383113253372315,0.019512288245585884,0.9125092316718014,-0.08749076832819863,0.006540654005125271,0.006756575659916905,1.0330122422960208,0.03301224229602077
baseline,PRUŻAŃSKI,0.00017801194415513168,0.00019027527784292952,1.068890510386824,0.06889051038682403,0.0042131965468719884,0.004259521127963326,1.010995115128377,0.010995115128376953
baseline,PRZASNYCKI,0.00013426048150966938,0.00016344802021026167,1.2173948608883114,0.21739486088831148,0.0039942781955887505,0.004153520389036004,1.0398675769812726,0.039867576981272676
baseline,PRZEMYSKI,0.0009880130072765021,0.0009827081960921155,0.9946308285970753,-0.005369171402924689,0.006044237340389758,0.006094440843671425,1.0083060112391995,0.00830601123919952
baseline,PRZEMYŚLAŃSKI,0.0006056231881428641,0.0006257925664263574,1.033303510629014,0.03330351062901411,0.005227983284813805,0.005261758948618986,1.0064605531359085,0.006460553135908607
baseline,PRZEWORSKI,0.0009637749339608424,0.0009569969261629258,0.9929672296310291,-0.007032770368970845,0.00594429432235138,0.006009513820682243,1.0109717814754946,0.010971781475494621
baseline,PSZCZYŃSKI,0.001292973685002282,0.0015202479384724913,1.1757763952247862,0.17577639522478608,0.005762122141044855,0.00613923781475952,1.0654473585397275,0.06544735853972747
baseline,PUŁAWSKI,0.0003205881557435947,0.0003574271734632872,1.114910725988131,0.11491072598813111,0.005336576853522842,0.005411601709553224,1.014058610620562,0.014058610620562066
baseline,PUŁTUSKI,0.00029842130025069106,0.000403954776844521,1.3536392224857132,0.3536392224857131,0.004966959499284061,0.005331049289702058,1.0733023473355234,0.07330234733552332
baseline,PŁOCKI,0.00042504214281526476,0.0006249531638640632,1.470332235116002,0.4703322351160021,0.004901366783861468,0.005580339139560106,1.1385271467408362,0.13852714674083622
baseline,PŁOŃSKI,0.0003438581706014339,0.0004699491656686247,1.3666947766477326,0.36669477664773276,0.004966749767483236,0.005612309219199498,1.129976238372762,0.12997623837276215
