scenario,year,District,avg_distance_km,avg_distance_miles,avg_distance_minutes
baseline,1938,PŁOCKI,398.1134497486862,247.3761523837909,
baseline,1938,PŁOŃSKI,371.533731733174,230.8602864207741,
baseline,1938,RADOMSKI,326.0206108199365,202.57975296579477,
baseline,1938,RADOMSZCZAŃSKI,385.7421343455703,239.6889757604414,
baseline,1938,RADZIECHOWSKI,457.53457825047633,284.2987184220767,
baseline,1938,RADZYMIŃSKI,332.87334969220416,206.83784617159458,
baseline,1938,RADZYŃSKI,345.9793921495493,214.9815608793576,
baseline,1938,RAWICKI,469.91389079940205,291.99086423991525,
baseline,1938,RAWSKI (RAWA MAZOWIECKA),366.22957713520805,227.56443857408138,
baseline,1938,RAWSKI (RAWA RUSKA),403.6379969068058,250.80894577597883,
baseline,1938,ROHATYŃSKI,479.7679588150675,298.1138963368773,
baseline,1938,ROPCZYCKI,363.4118455062711,225.8135818540772,
baseline,1938,RUDECKI,413.0024738173869,256.6277601583835,
baseline,1938,RYBNICKI,425.99730367471466,264.7023705816611,
baseline,1938,RYPIŃSKI,409.38636549764,254.38081531563407,
baseline,1938,RZESZOWSKI,378.3899635699714,235.12055005343672,
baseline,1938,RÓWIEŃSKI,486.17660656135365,302.0960441956349,
baseline,1938,SAMBORSKI,400.50232800406195,248.86053205421197,
baseline,1938,SANDOMIERSKI,398.76309718084445,247.7798244583585,
baseline,1938,SANOCKI,444.75977488758065,276.3608260816709,
baseline,1938,SARNEŃSKI,495.74261449156603,308.0400841092389,
baseline,1938,SIEDLECKI,340.03486477843813,211.2878039622429,
baseline,1938,SIERADZKI,375.8866180511607,233.56504374506778,
baseline,1938,SIERPECKI,398.7207250660402,247.75349565501045,
baseline,1938,SKAŁACKI,539.0486062700247,334.9491715266115,
baseline,1938,SKIERNIEWICKI,338.16951867493583,210.12873198856354,
baseline,1938,SOCHACZEWSKI,358.599440376457,222.82329286615945,
baseline,1938,SOKALSKI,423.1304305092766,262.9209787359797,
baseline,1938,SOKOŁOWSKI,359.14195230190944,223.16039404378978,
baseline,1938,SOKÓLSKI,438.0484981974775,272.1906333734648,
baseline,1938,STANISŁAWOWSKI,491.0484872132526,305.123289548186,
baseline,1938,STAROGARDZKI,514.7198468196058,319.8319859381453,
baseline,1938,STOLIŃSKI,535.7076361094573,332.8731895569696,
baseline,1938,STOPNICKI,410.31412878280184,254.95730051589837,
baseline,1938,STOŁPECKI,576.1837605349438,358.02387946735854,
baseline,1938,STRYJSKI,449.0472761266846,279.02495501411414,
baseline,1938,SUWALSKI,550.934723528436,342.33486009358785,
baseline,1938,SZAMOTULSKI,504.659965083964,313.5810671641878,
baseline,1938,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),473.34940514465796,294.12559322414126,
baseline,1938,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),497.68767873613893,309.2486906239534,
baseline,1938,SZUBIŃSKI,453.77849759764047,281.96479883074346,
baseline,1938,SĘPOLEŃSKI,495.3988801429541,307.82649755330755,
baseline,1938,SŁONIMSKI,492.6232136845136,306.1017789103599,
baseline,1938,TARNOBRZESKI,331.9069916533646,206.23737931064284,
baseline,1938,TARNOGÓRSKI,388.9356111485307,241.67330963497366,
baseline,1938,TARNOPOLSKI,497.2550361915754,308.9798590933954,
baseline,1938,TARNOWSKI,375.48973625657663,233.3184329074853,
baseline,1938,TCZEWSKI,532.2192028697891,330.7055783064037,
baseline,1938,TOMASZOWSKI,435.24511471161674,270.448692173472,
baseline,1938,TORUŃSKI,417.1168361462623,259.18430559303914,
baseline,1938,TREMBOWELSKI,522.9215070649166,324.9282597664343,
baseline,1938,TUCHOLSKI,492.31134626255647,305.907993538511,
baseline,1938,TURCZAŃSKI,447.0013956248399,277.7537042008024,
baseline,1938,TURECKI,473.9532944166365,294.5008325049598,
baseline,1938,TŁUMACKI,513.4062833568051,319.0157756957014,
baseline,1938,WADOWICKI,395.85439527439684,245.97244144604724,
baseline,1938,WARSZAWSKI,323.4157308252518,200.96115607861753,
baseline,1938,WIELUŃSKI,432.0531810011335,268.46531713185533,
baseline,1938,WILEJSKI,658.7843765078937,409.34950681508644,
baseline,1938,WILEŃSKO-TROCKI,596.728093607643,370.78953225307475,
baseline,1938,WILNO (MIASTO),583.4813508900884,362.5583904839251,
baseline,1938,WOLSZTYŃSKI,510.0326437115698,316.91949385570183,
baseline,1938,WOŁKOWYSKI,440.83871934207815,273.92439587630645,
baseline,1938,WOŁOŻYŃSKI,620.873991127929,385.79309274115235,
baseline,1938,WRZESIŃSKI,431.70565573825354,268.24937501173434,
baseline,1938,WYRZYSKI,477.590960340621,296.761172617812,
baseline,1938,WYSOKOMAZOWIECKI,403.09113959900696,250.46914450377457,
baseline,1938,WĄBRZESKI,438.1838044738186,272.27470876970114,
baseline,1938,WĄGROWIECKI,475.623747814872,295.5388038034748,
baseline,1938,WĘGROWSKI,375.1423249362155,233.10256158794118,
baseline,1938,WŁOCŁAWSKI,390.0109185636242,242.34147447879775,
baseline,1938,WŁODAWSKI,387.406267147063,240.72301962343766,
baseline,1938,WŁODZIMIERSKI,409.9233443378516,254.71447839455516,
baseline,1938,WŁOSZCZOWSKI,385.6359060327189,239.62296856745658,
baseline,1938,ZALESZCZYCKI,585.3691628976452,363.7314221188727,
baseline,1938,ZAMOJSKI,366.96152779284864,228.01925148617016,
baseline,1938,ZBARASKI,516.280298080425,320.8016050985318,
baseline,1938,ZBOROWSKI,474.4077238396528,294.7832017699689,
baseline,1938,ZDOŁBUNOWSKI,506.722244364171,314.8625077028093,
baseline,1938,ZŁOCZOWSKI,451.9514673702487,280.8295352313188,
baseline,1938,ŁASKI,367.55594592581764,228.38860567587125,
baseline,1938,ŁAŃCUCKI,358.20830761375765,222.5802543102682,
baseline,1938,ŁOMŻYŃSKI,423.9863731066753,263.4528366436679,
baseline,1938,ŁOWICKI,343.07924891580535,213.17949597806287,
baseline,1938,ŁUCKI,442.5891704645512,275.01207544072867,
baseline,1938,ŁUKOWSKI,339.8824427975207,211.19309336353822,
baseline,1938,ŁUNINIECKI,529.8257738311769,329.21837091125224,
baseline,1938,ŁÓDZKI,345.7601029563419,214.84530093408512,
baseline,1938,ŁÓDŹ (MIASTO),344.1995803609579,213.87563744846878,
baseline,1938,ŁĘCZYCKI,357.13626705644384,221.91411939712955,
baseline,1938,ŚNIATYŃSKI,576.8174698440554,358.41764805447053,
baseline,1938,ŚREDZKI,469.2890342639086,291.60259650959915,
baseline,1938,ŚREMSKI,501.90521255831743,311.86934383257426,
baseline,1938,ŚWIECKI,465.73560465226717,289.3945983983839,
baseline,1938,ŚWIĘCIAŃSKI,667.353520397473,414.67412432289814,
baseline,1938,ŚWIĘTOCHŁOWICKI,383.5935797219724,238.3539262254217,
baseline,1938,ŻNIŃSKI,452.12242804078824,280.93576523413265,
baseline,1938,ŻYDACZOWSKI,451.3311702964603,280.4441006182818,
baseline,1938,ŻYWIECKI,417.589326929623,259.47789766358676,
baseline,1938,ŻÓŁKIEWSKI,408.3503780242454,253.7370827433034,
fixed14,1924,AUGUSTOWSKI,,,2522.9253556909966
fixed14,1924,BARANOWICKI,,,2354.6630147794135
fixed14,1924,BIALSKI (BIAŁA KRAKOWSKA),,,2091.6702239976676
fixed14,1924,BIALSKI (BIAŁA PODLASKA),,,1740.2654646846856
fixed14,1924,BIAŁOSTOCKI,,,1926.4403219193916
fixed14,1924,BIELSKI (BIELSK PODLASKI),,,1929.0203320248474
fixed14,1924,BIELSKO,,,2098.685847088995
fixed14,1924,BIŁGORAJSKI,,,1896.9778301577937
fixed14,1924,BOCHEŃSKI,,,1883.1763504503197
fixed14,1924,BORSZCZOWSKI,,,2927.195980316148
fixed14,1924,BRASŁAWSKI,,,3456.469899679592
fixed14,1924,BRODNICKI,,,2024.0599599656275
fixed14,1924,BRODZKI,,,2116.439918809915
fixed14,1924,BRZESKI (BRZESKO),,,2055.208083619776
fixed14,1924,BRZESKI (BRZEŚĆ N.BUG.),,,1719.7870309832965
fixed14,1924,BRZEZIŃSKI,,,1641.6872077929256
fixed14,1924,BRZEŻAŃSKI,,,2261.8997171366136
fixed14,1924,BRZOZOWSKI,,,1979.1119377739637
fixed14,1924,BUCZACKI,,,2511.335605331393
fixed14,1924,BYDGOSKI,,,2196.133813906677
fixed14,1924,BÓBRECKI,,,2231.3238992093334
fixed14,1924,BĘDZIŃSKI,,,1947.449246111368
fixed14,1924,BŁOŃSKI,,,1760.4784662519025
fixed14,1924,CHEŁMIŃSKI,,,2220.4971783668275
fixed14,1924,CHEŁMSKI,,,1669.37735958499
fixed14,1924,CHODZIESKI,,,2453.7151015981717
fixed14,1924,CHOJNICKI,,,2562.509877337055
fixed14,1924,CHORZÓW,,,1894.804226508876
fixed14,1924,CHRZANOWSKI,,,1868.6991204673873
fixed14,1924,CIECHANOWSKI,,,1802.8875085813756
fixed14,1924,CIESZYŃSKI,,,2129.805950434358
fixed14,1924,CZARNKOWSKI,,,2544.759076684094
fixed14,1924,CZORTKOWSKI,,,2530.710265316701
fixed14,1924,CZĘSTOCHOWSKI,,,1877.1199338236206
fixed14,1924,DOBROMILSKI,,,2031.2393273655546
fixed14,1924,DOLIŃSKI,,,2233.7295534019518
fixed14,1924,DROHICKI,,,2263.4103793307545
fixed14,1924,DROHOBYCKI,,,1997.8805194559802
fixed14,1924,DUBIEŃSKI,,,2318.0197950273255
fixed14,1924,DZIAŁDOWSKI,,,2090.882452490042
fixed14,1924,DZIŚNIEŃSKI,,,3483.2444443746253
fixed14,1924,DĄBROWSKI,,,1908.7749653837182
fixed14,1924,GARWOLIŃSKI,,,1719.0723652561671
fixed14,1924,GNIEŹNIEŃSKI,,,2091.905594920994
fixed14,1924,GORLICKI,,,1967.0910014468745
fixed14,1924,GOSTYNIŃSKI,,,1929.1374807106047
fixed14,1924,GOSTYŃSKI,,,2216.8073364135907
fixed14,1924,GRODZIEŃSKI,,,2335.1203147836272
fixed14,1924,GRUDZIĄDZKI,,,2116.87013983037
fixed14,1924,GRÓDECKI,,,1983.069492539234
fixed14,1924,GRÓJECKI,,,1808.7646705801053
fixed14,1924,HOROCHOWSKI,,,2442.3742017604577
fixed14,1924,HORODEŃSKI,,,2760.883385837068
fixed14,1924,HRUBIESZOWSKI,,,1894.977083973794
fixed14,1924,INOWROCŁAWSKI,,,2207.0157474114867
fixed14,1924,IWACEWICKI,,,2286.527099968913
fixed14,1924,IŁŻECKI,,,1813.4109465710821
fixed14,1924,JANOWSKI,,,1701.9603714973682
fixed14,1924,JAROCIŃSKI,,,2118.600751668974
fixed14,1924,JAROSŁAWSKI,,,1750.8011078408279
fixed14,1924,JASIELSKI,,,1949.3800163105564
fixed14,1924,JAWOROWSKI,,,2087.199122607098
fixed14,1924,JĘDRZEJOWSKI,,,1723.7345142215788
fixed14,1924,KALISKI,,,2078.719172699926
fixed14,1924,KAMIONECKI,,,2046.1844490476096
fixed14,1924,KARTUSKI,,,2804.8514989909227
fixed14,1924,KATOWICE,,,1932.5319455136562
fixed14,1924,KAŁUSKI,,,2452.1097000379764
fixed14,1924,KIELECKI,,,1663.535869582302
fixed14,1924,KOBRYŃSKI,,,1976.830606195876
fixed14,1924,KOLBUSZOWSKI,,,2074.8400786003685
fixed14,1924,KOLSKI,,,1891.720508074854
fixed14,1924,KONECKI,,,1622.6266204022486
fixed14,1924,KONIŃSKI,,,2027.7828334711148
fixed14,1924,KOPYCZYNIECKI,,,2545.801559700884
fixed14,1924,KOSOWSKI (KOSÓW HUCULSKI),,,2949.0393837872616
fixed14,1924,KOSTOPOLSKI,,,2464.7938760265
fixed14,1924,KOSZYRSKI,,,2513.374533311722
fixed14,1924,KOWELSKI,,,1985.8542959474153
fixed14,1924,KOZIENICKI,,,1648.4509355112252
fixed14,1924,KOŁOMYJSKI,,,2466.8153580583653
fixed14,1924,KOŚCIAŃSKI,,,2299.1463618395715
fixed14,1924,KOŚCIERSKI,,,2675.251070555024
fixed14,1924,KRAKOWSKI,,,1915.1681645527813
fixed14,1924,KRAKÓW (MIASTO),,,1916.089365240422
fixed14,1924,KRASNOSTAWSKI,,,1817.0414799534362
fixed14,1924,KROTOSZYŃSKI,,,2165.7161466184475
fixed14,1924,KROŚNIEŃSKI,,,1989.4973678648896
fixed14,1924,KRZEMIENIECKI,,,2536.1957125617514
fixed14,1924,KUTNOWSKI,,,1731.7993160421674
fixed14,1924,KĘPIŃSKI,,,2217.249639148169
fixed14,1924,LESKI,,,2344.3493074377375
fixed14,1924,LESZCZYŃSKI,,,2303.620491593795
fixed14,1924,LIDZKI,,,2501.340058951882
fixed14,1924,LIMANOWSKI,,,2112.334116113392
fixed14,1924,LIPNOWSKI,,,2184.4231439522205
fixed14,1924,LUBACZOWSKI,,,2068.030825450818
fixed14,1924,LUBARTOWSKI,,,1628.6121406949912
fixed14,1924,LUBAWSKI,,,2084.888420623559
fixed14,1924,LUBELSKI,,,1578.4519188526153
fixed14,1924,LUBLINIECKI,,,2219.379020731507
fixed14,1924,LUBOMELSKI,,,1978.4722588823204
fixed14,1924,LWOWSKI,,,1918.1914111925532
fixed14,1924,LWÓW (MIASTO),,,1809.3794233574215
fixed14,1924,M. ST. WARSZAWA,,,1541.9159519346745
fixed14,1924,MAKOWSKI (MAKÓW MAZOWIECKI),,,2272.846358277295
fixed14,1924,MIECHOWSKI,,,1987.7908832272203
fixed14,1924,MIELECKI,,,1688.3422097891705
fixed14,1924,MIĘDZYCHODZKI,,,2602.5385408764423
fixed14,1924,MIŃSKI,,,1612.782923435695
fixed14,1924,MOGILEŃSKI,,,2239.078815792807
fixed14,1924,MORSKI,,,2973.833381674485
fixed14,1924,MOŁODECZAŃSKI,,,2969.4995986559175
fixed14,1924,MOŚCISKI,,,2031.0969594389235
fixed14,1924,MYŚLENICKI,,,2254.294172929839
fixed14,1924,MŁAWSKI,,,1990.3524081701933
fixed14,1924,NADWÓRNIAŃSKI,,,2553.6385750512836
fixed14,1924,NIESZAWSKI,,,1931.8202992556699
fixed14,1924,NIEŚWIESKI,,,2887.8384893428088
fixed14,1924,NIŻAŃSKI,,,1783.5948638365303
fixed14,1924,NOWOGRÓDZKI,,,2530.3403058352837
fixed14,1924,NOWOSĄDECKI,,,2029.9390074933858
fixed14,1924,NOWOTARSKI,,,2114.1547273129695
fixed14,1924,NOWOTOMYSKI,,,2480.3176515869995
fixed14,1924,OBORNICKI,,,2349.3175423171997
fixed14,1924,OLKUSKI,,,1996.7346656826542
fixed14,1924,OPATOWSKI,,,1707.7295334554985
fixed14,1924,OPOCZYŃSKI,,,1607.9403165671813
fixed14,1924,OSTROWSKI (OSTRÓW MAZOWIECKA),,,1827.0592872262923
fixed14,1924,OSTROWSKI (OSTRÓW WIELKOPOLSKI),,,2047.7507783573035
fixed14,1924,OSTROŁĘCKI,,,1984.9530448437042
fixed14,1924,OSZMIAŃSKI,,,3283.2353237916495
fixed14,1924,PIOTRKOWSKI,,,1825.704985311623
fixed14,1924,PIŃCZOWSKI,,,2097.7144453065157
fixed14,1924,PIŃSKI,,,2330.274114037015
fixed14,1924,PODHAJECKI,,,2241.8493322101917
fixed14,1924,POSTAWSKI,,,3421.0271272039945
fixed14,1924,POZNAŃ (MIASTO),,,2196.1026690065746
fixed14,1924,POZNAŃSKI,,,2218.7190895699346
fixed14,1924,PRUŻAŃSKI,,,2025.7281948318287
fixed14,1924,PRZASNYCKI,,,2182.573883708116
fixed14,1924,PRZEMYSKI,,,1781.5046843932666
fixed14,1924,PRZEMYŚLAŃSKI,,,2103.5243613717184
fixed14,1924,PRZEWORSKI,,,1745.2392820895413
fixed14,1924,PSZCZYŃSKI,,,2015.8699969788086
fixed14,1924,PUŁAWSKI,,,1716.1990924993504
fixed14,1924,PUŁTUSKI,,,1957.4485945339475
fixed14,1924,PŁOCKI,,,2037.7798981476656
fixed14,1924,PŁOŃSKI,,,1846.7009149164242
fixed14,1924,RADOMSKI,,,1625.0868469178754
fixed14,1924,RADOMSZCZAŃSKI,,,1844.0678875605984
fixed14,1924,RADZIECHOWSKI,,,2303.575354463621
fixed14,1924,RADZYMIŃSKI,,,1585.0995517879444
fixed14,1924,RADZYŃSKI,,,1709.202607699276
fixed14,1924,RAWICKI,,,2216.9102046334156
fixed14,1924,RAWSKI (RAWA MAZOWIECKA),,,1818.1453627199496
fixed14,1924,RAWSKI (RAWA RUSKA),,,1890.828676412771
fixed14,1924,ROHATYŃSKI,,,2318.155379631456
fixed14,1924,ROPCZYCKI,,,1759.764386051125
fixed14,1924,RUDECKI,,,2101.991007605909
fixed14,1924,RYBNICKI,,,2087.4323408761247
fixed14,1924,RYPIŃSKI,,,2175.0183616189156
fixed14,1924,RZESZOWSKI,,,1822.8729611563917
fixed14,1924,RÓWIEŃSKI,,,2381.5343073308736
fixed14,1924,SAMBORSKI,,,1870.267423686503
fixed14,1924,SANDOMIERSKI,,,2025.114683277141
fixed14,1924,SANOCKI,,,2183.472215092322
fixed14,1924,SARNEŃSKI,,,2289.6085124045185
fixed14,1924,SIEDLECKI,,,1678.1627447577991
fixed14,1924,SIERADZKI,,,1818.4635495609311
fixed14,1924,SIERPECKI,,,2218.4600684266384
fixed14,1924,SKAŁACKI,,,2503.2283735404744
fixed14,1924,SKIERNIEWICKI,,,1678.2812281900476
fixed14,1924,SOCHACZEWSKI,,,1726.7585717472707
fixed14,1924,SOKALSKI,,,1973.6402422147094
fixed14,1924,SOKOŁOWSKI,,,1745.1967904888636
fixed14,1924,SOKÓLSKI,,,2093.682549903355
fixed14,1924,STANISŁAWOWSKI,,,2281.9142328682215
fixed14,1924,STAROGARDZKI,,,2468.430377600502
fixed14,1924,STOLIŃSKI,,,2593.0403799405162
fixed14,1924,STOPNICKI,,,2109.2944403018687
fixed14,1924,STOŁPECKI,,,2798.602834192532
fixed14,1924,STRYJSKI,,,2273.7728427826123
fixed14,1924,SUWALSKI,,,2575.1276676144353
fixed14,1924,SZAMOTULSKI,,,2417.5817954115646
fixed14,1924,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),,,2252.5913275515513
fixed14,1924,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),,,2583.958204091199
fixed14,1924,SZUBIŃSKI,,,2237.6665654025705
fixed14,1924,SĘPOLEŃSKI,,,2386.0845786604937
fixed14,1924,SŁONIMSKI,,,2299.746977860592
fixed14,1924,TARNOBRZESKI,,,1585.3254310701423
fixed14,1924,TARNOGÓRSKI,,,1988.9810017813104
fixed14,1924,TARNOPOLSKI,,,2287.4450480513588
fixed14,1924,TARNOWSKI,,,1842.0173587091945
fixed14,1924,TCZEWSKI,,,2548.8125590832788
fixed14,1924,TOMASZOWSKI,,,2021.622166279615
fixed14,1924,TORUŃSKI,,,2032.5705855511544
fixed14,1924,TREMBOWELSKI,,,2406.1729560824097
fixed14,1924,TUCHOLSKI,,,2366.925204727983
fixed14,1924,TURCZAŃSKI,,,2084.635904478879
fixed14,1924,TURECKI,,,2341.6192727155735
fixed14,1924,TŁUMACKI,,,2371.586487798069
fixed14,1924,WADOWICKI,,,1980.4107209796282
fixed14,1924,WARSZAWSKI,,,1562.0077985734426
fixed14,1924,WIELUŃSKI,,,2706.246191724527
fixed14,1924,WILEJSKI,,,3293.520154260119
fixed14,1924,WILEŃSKO-TROCKI,,,2790.12941721226
fixed14,1924,WILNO (MIASTO),,,2637.783013325779
fixed14,1924,WOLSZTYŃSKI,,,2393.095660028505
fixed14,1924,WOŁKOWYSKI,,,2100.482214300075
fixed14,1924,WOŁOŻYŃSKI,,,3159.914846062031
fixed14,1924,WRZESIŃSKI,,,2110.904027189866
fixed14,1924,WYRZYSKI,,,2303.5365535036685
fixed14,1924,WYSOKOMAZOWIECKI,,,2052.4417318901405
fixed14,1924,WĄBRZESKI,,,2091.9885373162933
fixed14,1924,WĄGROWIECKI,,,2313.796499861309
fixed14,1924,WĘGROWSKI,,,1980.9443476724741
fixed14,1924,WŁOCŁAWSKI,,,1911.136470159819
fixed14,1924,WŁODAWSKI,,,1934.654578982973
fixed14,1924,WŁODZIMIERSKI,,,1907.6272937236292
fixed14,1924,WŁOSZCZOWSKI,,,1914.4716791873136
fixed14,1924,ZALESZCZYCKI,,,2766.598070920983
fixed14,1924,ZAMOJSKI,,,1706.8648127036793
fixed14,1924,ZBARASKI,,,2430.2642713721257
fixed14,1924,ZBOROWSKI,,,2423.8719285918523
fixed14,1924,ZDOŁBUNOWSKI,,,2439.3543521354622
fixed14,1924,ZŁOCZOWSKI,,,2127.7712802870933
fixed14,1924,ŁASKI,,,1892.8613735013923
fixed14,1924,ŁAŃCUCKI,,,1762.3625980612871
fixed14,1924,ŁOMŻYŃSKI,,,2025.459300352167
fixed14,1924,ŁOWICKI,,,1628.4886789599327
fixed14,1924,ŁUCKI,,,2179.538231625396
fixed14,1924,ŁUKOWSKI,,,1708.64577875322
fixed14,1924,ŁUNINIECKI,,,2541.812716986308
fixed14,1924,ŁÓDZKI,,,1662.0012344219176
fixed14,1924,ŁÓDŹ (MIASTO),,,1652.3845591641566
fixed14,1924,ŁĘCZYCKI,,,1751.2182016780241
fixed14,1924,ŚNIATYŃSKI,,,2698.561709467862
fixed14,1924,ŚREDZKI,,,2255.5851415977068
fixed14,1924,ŚREMSKI,,,2403.4880654717426
fixed14,1924,ŚWIECKI,,,2221.4946486985195
fixed14,1924,ŚWIĘCIAŃSKI,,,3082.6396069262028
fixed14,1924,ŚWIĘTOCHŁOWICKI,,,1904.6006180496295
fixed14,1924,ŻNIŃSKI,,,2255.0297508655303
fixed14,1924,ŻYDACZOWSKI,,,2221.7467203317187
fixed14,1924,ŻYWIECKI,,,2113.37829638756
fixed14,1924,ŻÓŁKIEWSKI,,,1955.6531196237665
fixed14,1938,AUGUSTOWSKI,,,2468.820799935725
fixed14,1938,BARANOWICKI,,,2316.0349411623424
fixed14,1938,BIALSKI (BIAŁA KRAKOWSKA),,,1945.7504223728508
fixed14,1938,BIALSKI (BIAŁA PODLASKA),,,1711.8225304392556
fixed14,1938,BIAŁOSTOCKI,,,1880.5119983364125
fixed14,1938,BIELSKI (BIELSK PODLASKI),,,1898.365391387987
fixed14,1938,BIELSKO,,,1943.7222148125677
fixed14,1938,BIŁGORAJSKI,,,1875.541508689034
fixed14,1938,BOCHEŃSKI,,,1740.4726386283085
fixed14,1938,BORSZCZOWSKI,,,2891.6274140668297
fixed14,1938,BRASŁAWSKI,,,3403.5781371785897
fixed14,1938,BRODNICKI,,,1927.2646138819077
fixed14,1938,BRODZKI,,,2081.2045884837144
fixed14,1938,BRZESKI (BRZESKO),,,1966.1093100249414
fixed14,1938,BRZESKI (BRZEŚĆ N.BUG.),,,1692.6547961147448
fixed14,1938,BRZEZIŃSKI,,,1571.8079032178625
fixed14,1938,BRZEŻAŃSKI,,,2225.3990884583613
fixed14,1938,BRZOZOWSKI,,,1934.6657615605889
fixed14,1938,BUCZACKI,,,2473.4772840328865
fixed14,1938,BYDGOSKI,,,2035.3814641926708
fixed14,1938,BÓBRECKI,,,2208.6627413373717
fixed14,1938,BĘDZIŃSKI,,,1776.1875108779293
fixed14,1938,BŁOŃSKI,,,1557.5131639017386
fixed14,1938,CHEŁMIŃSKI,,,2082.341854976879
fixed14,1938,CHEŁMSKI,,,1649.5533983915523
fixed14,1938,CHODZIESKI,,,2272.9120357058564
fixed14,1938,CHOJNICKI,,,2444.8349050027496
fixed14,1938,CHORZÓW,,,1732.551086996178
fixed14,1938,CHRZANOWSKI,,,1747.6460685102027
fixed14,1938,CIECHANOWSKI,,,1743.9634576897731
fixed14,1938,CIESZYŃSKI,,,1974.6525608771972
fixed14,1938,CZARNKOWSKI,,,2387.8462983888116
fixed14,1938,CZORTKOWSKI,,,2492.8114484938333
fixed14,1938,CZĘSTOCHOWSKI,,,1804.6894643266673
fixed14,1938,DOBROMILSKI,,,1994.055528129548
fixed14,1938,DOLIŃSKI,,,2191.4983824489036
fixed14,1938,DROHICKI,,,2235.23258549197
fixed14,1938,DROHOBYCKI,,,1957.2515087583965
fixed14,1938,DUBIEŃSKI,,,2289.707224407677
fixed14,1938,DZIAŁDOWSKI,,,2004.6386408593926
fixed14,1938,DZIŚNIEŃSKI,,,3441.736187620667
fixed14,1938,DĄBROWSKI,,,1824.4317725030023
fixed14,1938,GARWOLIŃSKI,,,1690.8991672410339
fixed14,1938,GNIEŹNIEŃSKI,,,1982.2008362130148
fixed14,1938,GORLICKI,,,1876.452076256363
fixed14,1938,GOSTYNIŃSKI,,,1838.9479945540143
fixed14,1938,GOSTYŃSKI,,,2114.3263476023644
fixed14,1938,GRODZIEŃSKI,,,2294.222638925343
fixed14,1938,GRUDZIĄDZKI,,,2029.430475848009
fixed14,1938,GRÓDECKI,,,1943.00896532174
fixed14,1938,GRÓJECKI,,,1585.1164809725126
fixed14,1938,HOROCHOWSKI,,,2252.1820192165583
fixed14,1938,HORODEŃSKI,,,2722.93487124035
fixed14,1938,HRUBIESZOWSKI,,,1872.4169511011899
fixed14,1938,INOWROCŁAWSKI,,,1974.573700332597
fixed14,1938,IWACEWICKI,,,2251.135549399681
fixed14,1938,IŁŻECKI,,,1747.882477287189
fixed14,1938,JANOWSKI,,,1675.713070944899
fixed14,1938,JAROCIŃSKI,,,2003.7936355696652
fixed14,1938,JAROSŁAWSKI,,,1713.351299816401
fixed14,1938,JASIELSKI,,,1871.6922305260491
fixed14,1938,JAWOROWSKI,,,2050.789009204124
fixed14,1938,JĘDRZEJOWSKI,,,1656.9593888790073
fixed14,1938,KALISKI,,,1986.5842135487528
fixed14,1938,KAMIONECKI,,,2007.0471618102715
fixed14,1938,KARTUSKI,,,2594.6845226868677
fixed14,1938,KATOWICE,,,1779.3036491960688
fixed14,1938,KAŁUSKI,,,2413.4577577755704
fixed14,1938,KIELECKI,,,1600.9697086508163
fixed14,1938,KOBRYŃSKI,,,1952.049634436268
fixed14,1938,KOLBUSZOWSKI,,,1851.6218373394406
fixed14,1938,KOLSKI,,,1741.9024860948523
fixed14,1938,KONECKI,,,1558.7348687811334
fixed14,1938,KONIŃSKI,,,1918.49095070566
fixed14,1938,KOPYCZYNIECKI,,,2519.776555529681
fixed14,1938,KOSOWSKI (KOSÓW HUCULSKI),,,2905.4979251669747
fixed14,1938,KOSTOPOLSKI,,,2432.4951710782866
fixed14,1938,KOSZYRSKI,,,2482.4621119896724
fixed14,1938,KOWELSKI,,,1966.0454882825504
fixed14,1938,KOZIENICKI,,,1622.7236924859653
fixed14,1938,KOŁOMYJSKI,,,2428.872323811128
fixed14,1938,KOŚCIAŃSKI,,,2192.475342743877
fixed14,1938,KOŚCIERSKI,,,2467.779952844057
fixed14,1938,KRAKOWSKI,,,1729.89054156782
fixed14,1938,KRAKÓW (MIASTO),,,1730.6706652206083
fixed14,1938,KRASNOSTAWSKI,,,1795.8044417247538
fixed14,1938,KROTOSZYŃSKI,,,2056.714508689397
fixed14,1938,KROŚNIEŃSKI,,,1911.4485088314539
fixed14,1938,KRZEMIENIECKI,,,2506.740477904289
fixed14,1938,KUTNOWSKI,,,1655.80550350411
fixed14,1938,KĘPIŃSKI,,,2006.0479200174284
fixed14,1938,LESKI,,,2281.016109856269
fixed14,1938,LESZCZYŃSKI,,,2199.665452956119
fixed14,1938,LIDZKI,,,2462.6633617055145
fixed14,1938,LIMANOWSKI,,,1993.1195622684459
fixed14,1938,LIPNOWSKI,,,1863.1361136871596
fixed14,1938,LUBACZOWSKI,,,2046.0042946901303
fixed14,1938,LUBARTOWSKI,,,1607.6635646335778
fixed14,1938,LUBAWSKI,,,2007.668352205993
fixed14,1938,LUBELSKI,,,1557.844691292098
fixed14,1938,LUBLINIECKI,,,1844.6371399616046
fixed14,1938,LUBOMELSKI,,,1954.0951715207632
fixed14,1938,LWOWSKI,,,1881.4339034091142
