scenario,District,avg_inverse_distance_1924,avg_inverse_distance_1938,avg_inverse_distance_change_ratio_1938_vs_1924,avg_inverse_distance_proportional_change_1938_vs_1924
baseline,RAWSKI (RAWA RUSKA),0.005368291373593793,0.005391251124594347,1.0042769196756889,0.004276919675688802
baseline,ROHATYŃSKI,0.004985760444695526,0.005010623932330628,1.0049868997740465,0.0049868997740465625
baseline,ROPCZYCKI,0.0060675914690332365,0.0061377447443196585,1.0115619641903149,0.011561964190314826
baseline,RUDECKI,0.005479770900658026,0.005518108412808613,1.0069961888636592,0.006996188863659116
baseline,RYBNICKI,0.004873631595158053,0.005283579404711025,1.0841154694499795,0.08411546944997955
baseline,RYPIŃSKI,0.003921181401864682,0.005758570140979447,1.468580397285627,0.468580397285627
baseline,RZESZOWSKI,0.0057409261444098855,0.005805110760378525,1.0111801849308126,0.011180184930812678
baseline,RÓWIEŃSKI,0.0041289385468056,0.0042043414201378675,1.0182620478550362,0.01826204785503613
baseline,SAMBORSKI,0.0058771170291698725,0.00592446917184974,1.0080570358638163,0.008057035863816366
baseline,SANDOMIERSKI,0.004844389777188411,0.004964429011624074,1.0247790206727196,0.02477902067271964
baseline,SANOCKI,0.004700663691692694,0.004775350447004586,1.0158885553637635,0.01588855536376345
baseline,SARNEŃSKI,0.003894415118896421,0.003925205702224708,1.0079063434144155,0.007906343414415611
baseline,SIEDLECKI,0.005747387967909815,0.005866558377440387,1.020734707696079,0.020734707696079057
baseline,SIERADZKI,0.005449796758089644,0.0059653821773964,1.094606357299733,0.09460635729973307
baseline,SIERPECKI,0.004162464187554672,0.0055904230811995755,1.3430561391769689,0.34305613917696876
baseline,SKAŁACKI,0.003980006891171064,0.0039997363290427594,1.004957136610859,0.004957136610858971
baseline,SKIERNIEWICKI,0.0062132625557152705,0.006589409781166915,1.0605394061620084,0.06053940616200832
baseline,SOCHACZEWSKI,0.005671617884229583,0.005839190760083539,1.0295458684408034,0.02954586844080353
baseline,SOKALSKI,0.005161045273196322,0.005170068998126828,1.001748429717788,0.001748429717788002
baseline,SOKOŁOWSKI,0.005472886504215735,0.0055939825146129,1.022126534197975,0.022126534197974966
baseline,SOKÓLSKI,0.0043474206513933935,0.004431172582183899,1.0192647405223283,0.019264740522328346
baseline,STANISŁAWOWSKI,0.005078000568890852,0.005102835211071846,1.004890633989515,0.004890633989514933
baseline,STAROGARDZKI,0.004277860671285011,0.004474502495213309,1.045967327839415,0.04596732783941499
baseline,STOLIŃSKI,0.0035151376935885995,0.0035553780150814128,1.0114477226784626,0.011447722678462693
baseline,STOPNICKI,0.004765243351466467,0.004861907781046872,1.0202853081051269,0.02028530810512692
baseline,STOŁPECKI,0.0032472198804312426,0.0032775207604854484,1.0093313299283515,0.009331329928351414
baseline,STRYJSKI,0.00493842361911646,0.004965662987078902,1.0055158022201658,0.00551580222016581
baseline,SUWALSKI,0.00332688872969455,0.003374004345075537,1.0141620652835337,0.014162065283533776
baseline,SZAMOTULSKI,0.004622578705284835,0.0048322825599318425,1.0453651236716122,0.045365123671612106
baseline,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),0.0037939368319006806,0.0038617128884285627,1.0178643081134084,0.01786430811340834
baseline,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0037870204761749513,0.0038275185453996506,1.0106939134550452,0.010693913455045266
baseline,SZUBIŃSKI,0.0054933537408225225,0.005918793995994689,1.0774463606832034,0.07744636068320353
baseline,SĘPOLEŃSKI,0.004782606251090559,0.005055587338784063,1.0570778929650035,0.05707789296500354
baseline,SŁONIMSKI,0.003921211105092393,0.0039603136903962315,1.0099720683880185,0.009972068388018373
baseline,TARNOBRZESKI,0.006137598642256468,0.00630979678082535,1.0280562722663753,0.028056272266375196
baseline,TARNOGÓRSKI,0.0057705828840377855,0.006475355319937647,1.1221319319144272,0.12213193191442716
baseline,TARNOPOLSKI,0.004823824772434167,0.0048475587870758065,1.0049201651720991,0.004920165172099119
baseline,TARNOWSKI,0.0061697414424091305,0.006340990241801453,1.0277562359769576,0.027756235976957647
baseline,TCZEWSKI,0.003954130484214044,0.004125079294388246,1.043232971409688,0.04323297140968806
baseline,TOMASZOWSKI,0.004418541806568816,0.004458623014841804,1.0090711393096703,0.00907113930967035
baseline,TORUŃSKI,0.005701885697094238,0.006235116844919624,1.0935183860485187,0.09351838604851867
baseline,TREMBOWELSKI,0.004585553455355855,0.004602503018194864,1.0036962959878295,0.003696295987829465
baseline,TUCHOLSKI,0.00468926964447388,0.0050148018995975745,1.0694206731121383,0.0694206731121384
baseline,TURCZAŃSKI,0.004721104345872905,0.004757605476535787,1.0077314814477232,0.007731481447723249
baseline,TURECKI,0.004095334341249084,0.00429762215045697,1.0493946995170578,0.04939469951705778
baseline,TŁUMACKI,0.004735704168633909,0.00475716942009083,1.0045326419667622,0.004532641966762129
baseline,WADOWICKI,0.005594919168748545,0.005911555638440742,1.0565935735874128,0.05659357358741275
