scenario,year,District,avg_inverse_distance
fixed14,1924,BRASŁAWSKI,0.000317182947517043
fixed14,1924,BRODNICKI,0.0006743430273642813
fixed14,1924,BRODZKI,0.0006158296680252172
fixed14,1924,BRZESKI (BRZESKO),0.0006033237990769868
fixed14,1924,BRZESKI (BRZEŚĆ N.BUG.),0.0006694389628454004
fixed14,1924,BRZEZIŃSKI,0.0007802286702902619
fixed14,1924,BRZEŻAŃSKI,0.0005916282165933562
fixed14,1924,BRZOZOWSKI,0.0006045898807407096
fixed14,1924,BUCZACKI,0.0005421742854388116
fixed14,1924,BYDGOSKI,0.0007044456015764035
fixed14,1924,BÓBRECKI,0.0005832298973790375
fixed14,1924,BĘDZIŃSKI,0.0007176247217460078
fixed14,1924,BŁOŃSKI,0.0007025750574206009
fixed14,1924,CHEŁMIŃSKI,0.0006288150673342978
fixed14,1924,CHEŁMSKI,0.0007002098386399395
fixed14,1924,CHODZIESKI,0.0006132652405759244
fixed14,1924,CHOJNICKI,0.0005232327210670607
fixed14,1924,CHORZÓW,0.0008923004637561898
fixed14,1924,CHRZANOWSKI,0.0007613053082680187
fixed14,1924,CIECHANOWSKI,0.0006849954598029368
fixed14,1924,CIESZYŃSKI,0.0006193037107847044
fixed14,1924,CZARNKOWSKI,0.0005591339457766944
fixed14,1924,CZORTKOWSKI,0.0005562901953701689
fixed14,1924,CZĘSTOCHOWSKI,0.0006610333655808375
fixed14,1924,DOBROMILSKI,0.0006231856873492574
fixed14,1924,DOLIŃSKI,0.0005835305330462864
fixed14,1924,DROHICKI,0.0004866432176399521
fixed14,1924,DROHOBYCKI,0.0006749395520084122
fixed14,1924,DUBIEŃSKI,0.0005265492201127387
fixed14,1924,DZIAŁDOWSKI,0.0005832186813310263
fixed14,1924,DZIŚNIEŃSKI,0.00032087813378847734
fixed14,1924,DĄBROWSKI,0.0006847897200825459
fixed14,1924,GARWOLIŃSKI,0.0006567696396822965
fixed14,1924,GNIEŹNIEŃSKI,0.0007704469398817117
fixed14,1924,GORLICKI,0.0006703025268186097
fixed14,1924,GOSTYNIŃSKI,0.0006499109273064198
fixed14,1924,GOSTYŃSKI,0.0006810135056489959
fixed14,1924,GRODZIEŃSKI,0.00048294871409659725
fixed14,1924,GRUDZIĄDZKI,0.0006794815147323933
fixed14,1924,GRÓDECKI,0.0006920095422884897
fixed14,1924,GRÓJECKI,0.0006470235848458918
fixed14,1924,HOROCHOWSKI,0.0004864589950853067
fixed14,1924,HORODEŃSKI,0.00046174799850027414
fixed14,1924,HRUBIESZOWSKI,0.0006341617200981855
fixed14,1924,INOWROCŁAWSKI,0.0006613326584558226
fixed14,1924,IWACEWICKI,0.0004918499420682077
fixed14,1924,IŁŻECKI,0.0006245220505577281
fixed14,1924,JANOWSKI,0.000682204517822094
fixed14,1924,JAROCIŃSKI,0.0007117122951111342
fixed14,1924,JAROSŁAWSKI,0.0007367997844332595
fixed14,1924,JASIELSKI,0.000675623227802576
fixed14,1924,JAWOROWSKI,0.0006313282117531919
fixed14,1924,JĘDRZEJOWSKI,0.0007255197672017526
fixed14,1924,KALISKI,0.0006222373616250274
fixed14,1924,KAMIONECKI,0.000643648963158489
fixed14,1924,KARTUSKI,0.00045534998132770466
fixed14,1924,KATOWICE,0.000783407733940444
fixed14,1924,KAŁUSKI,0.0005035068512081662
fixed14,1924,KIELECKI,0.0007263748828935426
fixed14,1924,KOBRYŃSKI,0.0005697239142832948
fixed14,1924,KOLBUSZOWSKI,0.00055221768081488
fixed14,1924,KOLSKI,0.0007126010642050339
fixed14,1924,KONECKI,0.0007325611260793426
fixed14,1924,KONIŃSKI,0.000661777725656915
fixed14,1924,KOPYCZYNIECKI,0.0005367067352049193
fixed14,1924,KOSOWSKI (KOSÓW HUCULSKI),0.0004030638560671585
fixed14,1924,KOSTOPOLSKI,0.0004675410622300316
fixed14,1924,KOSZYRSKI,0.00042835896520173656
fixed14,1924,KOWELSKI,0.0005804215246570346
fixed14,1924,KOZIENICKI,0.0006884911945437299
fixed14,1924,KOŁOMYJSKI,0.0005534775352102443
fixed14,1924,KOŚCIAŃSKI,0.0006906241382762712
fixed14,1924,KOŚCIERSKI,0.000490345339527371
fixed14,1924,KRAKOWSKI,0.0007357393474824864
fixed14,1924,KRAKÓW (MIASTO),0.0007348647339950579
fixed14,1924,KRASNOSTAWSKI,0.0006299009052370334
fixed14,1924,KROTOSZYŃSKI,0.0006647880764964235
fixed14,1924,KROŚNIEŃSKI,0.000655816326093311
fixed14,1924,KRZEMIENIECKI,0.00046244109437946167
fixed14,1924,KUTNOWSKI,0.0007790495338371898
fixed14,1924,KĘPIŃSKI,0.0005830303819547316
fixed14,1924,LESKI,0.0005123892268571852
fixed14,1924,LESZCZYŃSKI,0.0006584481159817252
fixed14,1924,LIDZKI,0.00046457188997670506
fixed14,1924,LIMANOWSKI,0.0006001676557078387
fixed14,1924,LIPNOWSKI,0.0005252168727377115
fixed14,1924,LUBACZOWSKI,0.0005859442947649501
fixed14,1924,LUBARTOWSKI,0.0007168212188674179
fixed14,1924,LUBAWSKI,0.0006096171913233069
fixed14,1924,LUBELSKI,0.0007472789229030983
fixed14,1924,LUBLINIECKI,0.0005661101388861839
fixed14,1924,LUBOMELSKI,0.0005664218967901771
fixed14,1924,LWOWSKI,0.0007501738042427516
fixed14,1924,LWÓW (MIASTO),0.0008528747464554386
fixed14,1924,M. ST. WARSZAWA,0.0008376680095307456
fixed14,1924,MAKOWSKI (MAKÓW MAZOWIECKI),0.0005064969680191703
fixed14,1924,MIECHOWSKI,0.0006204841155205141
fixed14,1924,MIELECKI,0.0007470306641337032
fixed14,1924,MIĘDZYCHODZKI,0.0005241823000479661
fixed14,1924,MIŃSKI,0.0007372353811042312
fixed14,1924,MOGILEŃSKI,0.0006610184748077412
fixed14,1924,MORSKI,0.0004133921120033722
fixed14,1924,MOŁODECZAŃSKI,0.0003817306182613467
fixed14,1924,MOŚCISKI,0.0006070593652590545
fixed14,1924,MYŚLENICKI,0.0005440017919316922
fixed14,1924,MŁAWSKI,0.0006139159084475482
fixed14,1924,NADWÓRNIAŃSKI,0.0005091599674002433
fixed14,1924,NIESZAWSKI,0.0007216589324866878
fixed14,1924,NIEŚWIESKI,0.0003795941992188109
fixed14,1924,NIŻAŃSKI,0.0006506678943605101
fixed14,1924,NOWOGRÓDZKI,0.0004638873063506731
fixed14,1924,NOWOSĄDECKI,0.0006413784540472928
fixed14,1924,NOWOTARSKI,0.0006074846360562075
fixed14,1924,NOWOTOMYSKI,0.0005809747803390375
fixed14,1924,OBORNICKI,0.0006655206565253882
fixed14,1924,OLKUSKI,0.0006353035596233265
fixed14,1924,OPATOWSKI,0.0006770289137177979
fixed14,1924,OPOCZYŃSKI,0.000756722760403066
fixed14,1924,OSTROWSKI (OSTRÓW MAZOWIECKA),0.0006359461314421073
fixed14,1924,OSTROWSKI (OSTRÓW WIELKOPOLSKI),0.0006749986320485176
fixed14,1924,OSTROŁĘCKI,0.0005768308067477347
fixed14,1924,OSZMIAŃSKI,0.0003357060005300273
fixed14,1924,PIOTRKOWSKI,0.0006715823130209321
fixed14,1924,PIŃCZOWSKI,0.0005685969281412162
fixed14,1924,PIŃSKI,0.00047887215585999416
fixed14,1924,PODHAJECKI,0.0006015013316455175
fixed14,1924,POSTAWSKI,0.0003284194793950002
fixed14,1924,POZNAŃ (MIASTO),0.0008002403068220133
fixed14,1924,POZNAŃSKI,0.0007700969861684005
fixed14,1924,PRUŻAŃSKI,0.0005526458873164924
fixed14,1924,PRZASNYCKI,0.000506897961070066
fixed14,1924,PRZEMYSKI,0.0007473590544221265
fixed14,1924,PRZEMYŚLAŃSKI,0.0006343929809097898
fixed14,1924,PRZEWORSKI,0.000733455961831905
fixed14,1924,PSZCZYŃSKI,0.0006869194700843961
fixed14,1924,PUŁAWSKI,0.0006554427637897562
fixed14,1924,PUŁTUSKI,0.00059007085380286
fixed14,1924,PŁOCKI,0.0005947757440054025
fixed14,1924,PŁOŃSKI,0.0006501581530227002
fixed14,1924,RADOMSKI,0.0007120665883465395
fixed14,1924,RADOMSZCZAŃSKI,0.0006813799824726196
fixed14,1924,RADZIECHOWSKI,0.0005304357258757989
fixed14,1924,RADZYMIŃSKI,0.0007790817111676792
fixed14,1924,RADZYŃSKI,0.0006611062121619462
fixed14,1924,RAWICKI,0.0006579215071863755
fixed14,1924,RAWSKI (RAWA MAZOWIECKA),0.0006623179191017963
fixed14,1924,RAWSKI (RAWA RUSKA),0.0006728558135649811
fixed14,1924,ROHATYŃSKI,0.0005680135814618317
fixed14,1924,ROPCZYCKI,0.0007345495145226768
fixed14,1924,RUDECKI,0.0005976276538328894
fixed14,1924,RYBNICKI,0.0006389032028672746
fixed14,1924,RYPIŃSKI,0.0005295061489366862
fixed14,1924,RZESZOWSKI,0.000704354609491061
fixed14,1924,RÓWIEŃSKI,0.0004875720877460962
fixed14,1924,SAMBORSKI,0.0007392557365231473
fixed14,1924,SANDOMIERSKI,0.0005736601407467577
fixed14,1924,SANOCKI,0.0005700612549159479
fixed14,1924,SARNEŃSKI,0.0005041158292202924
fixed14,1924,SIEDLECKI,0.0006862792932263172
fixed14,1924,SIERADZKI,0.000714367618556981
fixed14,1924,SIERPECKI,0.0005140977260946757
fixed14,1924,SKAŁACKI,0.0005061508905295644
fixed14,1924,SKIERNIEWICKI,0.0007628890231222105
fixed14,1924,SOCHACZEWSKI,0.000714272637297504
fixed14,1924,SOKALSKI,0.0006482383951445627
fixed14,1924,SOKOŁOWSKI,0.0006606917713128368
fixed14,1924,SOKÓLSKI,0.0005467283181853358
fixed14,1924,STANISŁAWOWSKI,0.0006153886050734647
fixed14,1924,STAROGARDZKI,0.0005376778985179835
fixed14,1924,STOLIŃSKI,0.00043250213842632506
fixed14,1924,STOPNICKI,0.0005494168137312885
fixed14,1924,STOŁPECKI,0.0003973013989469291
fixed14,1924,STRYJSKI,0.0005442970910507024
fixed14,1924,SUWALSKI,0.00043106498954730867
fixed14,1924,SZAMOTULSKI,0.0006045359216757234
fixed14,1924,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),0.0004902019247552077
fixed14,1924,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0004259942512311257
fixed14,1924,SZUBIŃSKI,0.0007003137931674918
fixed14,1924,SĘPOLEŃSKI,0.0006221898956239528
fixed14,1924,SŁONIMSKI,0.0005008753308026967
fixed14,1924,TARNOBRZESKI,0.0007706823302913666
fixed14,1924,TARNOGÓRSKI,0.0007305360707472791
fixed14,1924,TARNOPOLSKI,0.0006007404702195874
fixed14,1924,TARNOWSKI,0.0007331224814491588
fixed14,1924,TCZEWSKI,0.000504446660628451
fixed14,1924,TOMASZOWSKI,0.0005765695067483023
fixed14,1924,TORUŃSKI,0.0007450229153246958
fixed14,1924,TREMBOWELSKI,0.0005708609568615804
fixed14,1924,TUCHOLSKI,0.0005967804178112724
fixed14,1924,TURCZAŃSKI,0.0006101946895687548
fixed14,1924,TURECKI,0.0005127762570408214
fixed14,1924,TŁUMACKI,0.0005851787351398568
fixed14,1924,WADOWICKI,0.0006919677624871333
fixed14,1924,WARSZAWSKI,0.000813587105225545
fixed14,1924,WIELUŃSKI,0.00042946516538176766
fixed14,1924,WILEJSKI,0.00033433822081939076
fixed14,1924,WILEŃSKO-TROCKI,0.00042089601590256727
fixed14,1924,WILNO (MIASTO),0.0004543871576285581
fixed14,1924,WOLSZTYŃSKI,0.0006232618025513981
fixed14,1924,WOŁKOWYSKI,0.0005426201591576032
fixed14,1924,WOŁOŻYŃSKI,0.00034599884813276766
fixed14,1924,WRZESIŃSKI,0.0007176458327568294
fixed14,1924,WYRZYSKI,0.0006588057849521675
fixed14,1924,WYSOKOMAZOWIECKI,0.0005478652856608679
fixed14,1924,WĄBRZESKI,0.0006771971759204938
fixed14,1924,WĄGROWIECKI,0.0006855871091299237
fixed14,1924,WĘGROWSKI,0.0005600716274884203
fixed14,1924,WŁOCŁAWSKI,0.0007006492011734875
fixed14,1924,WŁODAWSKI,0.0005744633548645785
fixed14,1924,WŁODZIMIERSKI,0.0006441308080902862
fixed14,1924,WŁOSZCZOWSKI,0.0006085132713409826
fixed14,1924,ZALESZCZYCKI,0.00046632831229251125
fixed14,1924,ZAMOJSKI,0.0007120906808927818
fixed14,1924,ZBARASKI,0.000531351796491226
fixed14,1924,ZBOROWSKI,0.0005048918908257648
fixed14,1924,ZDOŁBUNOWSKI,0.0004769168907192476
fixed14,1924,ZŁOCZOWSKI,0.0006251342134528028
fixed14,1924,ŁASKI,0.0006556111594598629
fixed14,1924,ŁAŃCUCKI,0.0006897857121201649
fixed14,1924,ŁOMŻYŃSKI,0.0005626800294931323
fixed14,1924,ŁOWICKI,0.0008119877180449478
fixed14,1924,ŁUCKI,0.00052545077964714
fixed14,1924,ŁUKOWSKI,0.0006641858008688637
fixed14,1924,ŁUNINIECKI,0.00044239656989629965
fixed14,1924,ŁÓDZKI,0.0008008306963281779
fixed14,1924,ŁÓDŹ (MIASTO),0.0008037000457727101
fixed14,1924,ŁĘCZYCKI,0.0007563756415245645
fixed14,1924,ŚNIATYŃSKI,0.00046906717212032205
fixed14,1924,ŚREDZKI,0.0006657162940196348
fixed14,1924,ŚREMSKI,0.0006063839390670404
fixed14,1924,ŚWIECKI,0.0006502121387795828
fixed14,1924,ŚWIĘCIAŃSKI,0.00037082061818432323
fixed14,1924,ŚWIĘTOCHŁOWICKI,0.0008802366631828689
fixed14,1924,ŻNIŃSKI,0.000690334889304005
fixed14,1924,ŻYDACZOWSKI,0.0005890574260405555
fixed14,1924,ŻYWIECKI,0.0006258411867153419
fixed14,1924,ŻÓŁKIEWSKI,0.0006776833233060721
fixed14,1938,AUGUSTOWSKI,0.00045086490011180083
fixed14,1938,BARANOWICKI,0.0005052253727137897
fixed14,1938,BIALSKI (BIAŁA KRAKOWSKA),0.0006815245886722327
fixed14,1938,BIALSKI (BIAŁA PODLASKA),0.0006587222713038042
fixed14,1938,BIAŁOSTOCKI,0.0006144370544930497
fixed14,1938,BIELSKI (BIELSK PODLASKI),0.0005922191368665492
fixed14,1938,BIELSKO,0.0006903821387756818
fixed14,1938,BIŁGORAJSKI,0.0006227131968527092
fixed14,1938,BOCHEŃSKI,0.0007701376007581644
fixed14,1938,BORSZCZOWSKI,0.0004169928432662186
fixed14,1938,BRASŁAWSKI,0.0003243735761651243
fixed14,1938,BRODNICKI,0.0007476428958495941
fixed14,1938,BRODZKI,0.0006196204911426375
fixed14,1938,BRZESKI (BRZESKO),0.0006203097605114923
fixed14,1938,BRZESKI (BRZEŚĆ N.BUG.),0.0006773441242462647
fixed14,1938,BRZEZIŃSKI,0.0008248271768986895
fixed14,1938,BRZEŻAŃSKI,0.0005958312188208079
fixed14,1938,BRZOZOWSKI,0.0006129754400675243
fixed14,1938,BUCZACKI,0.0005461446070296539
fixed14,1938,BYDGOSKI,0.0007691813435449474
fixed14,1938,BÓBRECKI,0.0005811306833935501
fixed14,1938,BĘDZIŃSKI,0.0007899293134998663
fixed14,1938,BŁOŃSKI,0.0008300536748255333
fixed14,1938,CHEŁMIŃSKI,0.0006877706361000203
fixed14,1938,CHEŁMSKI,0.0007061369910543121
fixed14,1938,CHODZIESKI,0.0006546143021749603
fixed14,1938,CHOJNICKI,0.0005530701289963834
fixed14,1938,CHORZÓW,0.0009668863105384938
fixed14,1938,CHRZANOWSKI,0.0008065135436419468
fixed14,1938,CIECHANOWSKI,0.000716296142456151
fixed14,1938,CIESZYŃSKI,0.0006717938313535143
fixed14,1938,CZARNKOWSKI,0.0005889369318512928
fixed14,1938,CZORTKOWSKI,0.0005601316148783784
fixed14,1938,CZĘSTOCHOWSKI,0.0006986849731920714
fixed14,1938,DOBROMILSKI,0.0006266732736008199
fixed14,1938,DOLIŃSKI,0.000588379931340438
fixed14,1938,DROHICKI,0.0004913312701711342
fixed14,1938,DROHOBYCKI,0.0006799212770168233
fixed14,1938,DUBIEŃSKI,0.0005306746628627107
fixed14,1938,DZIAŁDOWSKI,0.0006207030761151278
fixed14,1938,DZIŚNIEŃSKI,0.00032504257708160456
fixed14,1938,DĄBROWSKI,0.0007046021547595922
fixed14,1938,GARWOLIŃSKI,0.0006714195166934056
fixed14,1938,GNIEŹNIEŃSKI,0.0008055401991936676
fixed14,1938,GORLICKI,0.0006882758117776468
fixed14,1938,GOSTYNIŃSKI,0.0007063027194654107
fixed14,1938,GOSTYŃSKI,0.0007149845165983227
fixed14,1938,GRODZIEŃSKI,0.0004897508314696561
fixed14,1938,GRUDZIĄDZKI,0.0007267851314885458
fixed14,1938,GRÓDECKI,0.0006992045791360892
fixed14,1938,GRÓJECKI,0.0007588187962074803
fixed14,1938,HOROCHOWSKI,0.0005261077785581963
fixed14,1938,HORODEŃSKI,0.0004651163141044758
fixed14,1938,HRUBIESZOWSKI,0.0006410366862592104
fixed14,1938,INOWROCŁAWSKI,0.0007460763265218266
fixed14,1938,IWACEWICKI,0.0004986055556630968
fixed14,1938,IŁŻECKI,0.000649152953833735
fixed14,1938,JANOWSKI,0.0006921291727320023
fixed14,1938,JAROCIŃSKI,0.0007576085709311896
fixed14,1938,JAROSŁAWSKI,0.0007417273209621032
fixed14,1938,JASIELSKI,0.000691273786788596
fixed14,1938,JAWOROWSKI,0.0006364086074031307
fixed14,1938,JĘDRZEJOWSKI,0.0007650208646468192
fixed14,1938,KALISKI,0.0006631065186677188
fixed14,1938,KAMIONECKI,0.0006510351593958654
fixed14,1938,KARTUSKI,0.0004985771405940533
fixed14,1938,KATOWICE,0.0008391383205517592
fixed14,1938,KAŁUSKI,0.000507132115481457
fixed14,1938,KIELECKI,0.0007610475612705825
fixed14,1938,KOBRYŃSKI,0.0005747475703073156
fixed14,1938,KOLBUSZOWSKI,0.0006159506671381976
fixed14,1938,KOLSKI,0.000794542695677032
fixed14,1938,KONECKI,0.0007675727241927047
fixed14,1938,KONIŃSKI,0.0007021020630056421
fixed14,1938,KOPYCZYNIECKI,0.0005351902292642193
fixed14,1938,KOSOWSKI (KOSÓW HUCULSKI),0.0004072332403790405
fixed14,1938,KOSTOPOLSKI,0.00047484697868492755
fixed14,1938,KOSZYRSKI,0.0004325528922586724
fixed14,1938,KOWELSKI,0.0005848853962742873
fixed14,1938,KOZIENICKI,0.000701403994083862
fixed14,1938,KOŁOMYJSKI,0.0005575692088800212
fixed14,1938,KOŚCIAŃSKI,0.000721997529354362
fixed14,1938,KOŚCIERSKI,0.0005402936878696395
fixed14,1938,KRAKOWSKI,0.0007964716560423414
fixed14,1938,KRAKÓW (MIASTO),0.0007955365368605673
fixed14,1938,KRASNOSTAWSKI,0.0006355613082794558
fixed14,1938,KROTOSZYŃSKI,0.0007044797911593915
fixed14,1938,KROŚNIEŃSKI,0.0006705390976850043
fixed14,1938,KRZEMIENIECKI,0.00046618187335556856
fixed14,1938,KUTNOWSKI,0.0008413728772877093
fixed14,1938,KĘPIŃSKI,0.0006611459991356838
fixed14,1938,LESKI,0.0005195952494665186
fixed14,1938,LESZCZYŃSKI,0.0006885381551480065
fixed14,1938,LIDZKI,0.0004705755781355769
fixed14,1938,LIMANOWSKI,0.0006233216181767857
fixed14,1938,LIPNOWSKI,0.0007406553324217535
fixed14,1938,LUBACZOWSKI,0.000589647674405818
fixed14,1938,LUBARTOWSKI,0.000724791565253022
fixed14,1938,LUBAWSKI,0.0006398715461932805
fixed14,1938,LUBELSKI,0.0007560700882125465
fixed14,1938,LUBLINIECKI,0.0007228223020136429
fixed14,1938,LUBOMELSKI,0.0005725536085874779
fixed14,1938,LWOWSKI,0.000756311539319706
fixed14,1938,LWÓW (MIASTO),0.0008599624653124954
fixed14,1938,M. ST. WARSZAWA,0.0009481472403230375
fixed14,1938,MAKOWSKI (MAKÓW MAZOWIECKI),0.0005520532502510057
fixed14,1938,MIECHOWSKI,0.0006928490484910074
fixed14,1938,MIELECKI,0.0007600047578240485
fixed14,1938,MIĘDZYCHODZKI,0.0005488922725561833
fixed14,1938,MIŃSKI,0.0007629780367274344
fixed14,1938,MOGILEŃSKI,0.0007300714667543399
fixed14,1938,MORSKI,0.0004735147971005171
fixed14,1938,MOŁODECZAŃSKI,0.0003872559105319806
fixed14,1938,MOŚCISKI,0.0006135196327433794
fixed14,1938,MYŚLENICKI,0.000571836354488352
fixed14,1938,MŁAWSKI,0.0006383804697731057
fixed14,1938,NADWÓRNIAŃSKI,0.0005125719170343283
fixed14,1938,NIESZAWSKI,0.0007790831705338082
fixed14,1938,NIEŚWIESKI,0.0003831143930506225
fixed14,1938,NIŻAŃSKI,0.0006629841494592958
fixed14,1938,NOWOGRÓDZKI,0.00046855119763683387
fixed14,1938,NOWOSĄDECKI,0.0006617185440370362
fixed14,1938,NOWOTARSKI,0.0006394208128811772
fixed14,1938,NOWOTOMYSKI,0.0006083958902832241
fixed14,1938,OBORNICKI,0.0007029527412800083
fixed14,1938,OLKUSKI,0.0006727835623763322
fixed14,1938,OPATOWSKI,0.0007025317782937336
fixed14,1938,OPOCZYŃSKI,0.0007926279167174579
fixed14,1938,OSTROWSKI (OSTRÓW MAZOWIECKA),0.0006551160273921209
fixed14,1938,OSTROWSKI (OSTRÓW WIELKOPOLSKI),0.000725885342386803
fixed14,1938,OSTROŁĘCKI,0.0005955717118828229
fixed14,1938,OSZMIAŃSKI,0.0003388292436834088
fixed14,1938,PIOTRKOWSKI,0.0007043940599989007
fixed14,1938,PIŃCZOWSKI,0.0006499354167085707
fixed14,1938,PIŃSKI,0.0004842379722050725
fixed14,1938,PODHAJECKI,0.0006059795338038259
fixed14,1938,POSTAWSKI,0.00033370907037816083
fixed14,1938,POZNAŃ (MIASTO),0.0008368420687619995
fixed14,1938,POZNAŃSKI,0.0008044827035645761
fixed14,1938,PRUŻAŃSKI,0.000561395002652774
fixed14,1938,PRZASNYCKI,0.0005248777978695485
fixed14,1938,PRZEMYSKI,0.0007565948348250201
fixed14,1938,PRZEMYŚLAŃSKI,0.0006397610680081357
fixed14,1938,PRZEWORSKI,0.0007446927320255481
fixed14,1938,PSZCZYŃSKI,0.0007354514929801154
fixed14,1938,PUŁAWSKI,0.0006658943853211315
fixed14,1938,PUŁTUSKI,0.0006266331276810957
fixed14,1938,PŁOCKI,0.0006767546545964138
fixed14,1938,PŁOŃSKI,0.0007301098762367992
fixed14,1938,RADOMSKI,0.0007576479725998941
fixed14,1938,RADOMSZCZAŃSKI,0.0007122788619504776
fixed14,1938,RADZIECHOWSKI,0.0005526087104197868
fixed14,1938,RADZYMIŃSKI,0.0008292570125684532
fixed14,1938,RADZYŃSKI,0.0006709840604975759
fixed14,1938,RAWICKI,0.0006905901280338966
fixed14,1938,RAWSKI (RAWA MAZOWIECKA),0.0006974095360552882
fixed14,1938,RAWSKI (RAWA RUSKA),0.0006774349435167017
fixed14,1938,ROHATYŃSKI,0.00057270541204268
fixed14,1938,ROPCZYCKI,0.0007500951920174621
fixed14,1938,RUDECKI,0.0006040143706870111
fixed14,1938,RYBNICKI,0.0006928052815028378
fixed14,1938,RYPIŃSKI,0.0007539080456180415
fixed14,1938,RZESZOWSKI,0.0007173332225480112
fixed14,1938,RÓWIEŃSKI,0.0004949061811272196
fixed14,1938,SAMBORSKI,0.0007484415118489141
fixed14,1938,SANDOMIERSKI,0.000589584810111781
fixed14,1938,SANOCKI,0.0005814896147586685
fixed14,1938,SARNEŃSKI,0.0005081124777081154
fixed14,1938,SIEDLECKI,0.0007015785334629498
fixed14,1938,SIERADZKI,0.0007840143296174579
fixed14,1938,SIERPECKI,0.0006609431767215045
fixed14,1938,SKAŁACKI,0.0005093874211896716
fixed14,1938,SKIERNIEWICKI,0.000807408724582502
fixed14,1938,SOCHACZEWSKI,0.0007370404941672805
fixed14,1938,SOKALSKI,0.0006535288678732551
fixed14,1938,SOKOŁOWSKI,0.0006772182533667187
fixed14,1938,SOKÓLSKI,0.0005579343061209517
fixed14,1938,STANISŁAWOWSKI,0.0006196981616118295
fixed14,1938,STAROGARDZKI,0.0005628554621587415
fixed14,1938,STOLIŃSKI,0.0004375104058942613
fixed14,1938,STOPNICKI,0.00056178590768905
fixed14,1938,STOŁPECKI,0.0004017535201636187
fixed14,1938,STRYJSKI,0.000548355184101078
fixed14,1938,SUWALSKI,0.00043761881787344786
fixed14,1938,SZAMOTULSKI,0.0006350457841910696
fixed14,1938,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),0.0004996809583881118
fixed14,1938,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0004308611371378359
fixed14,1938,SZUBIŃSKI,0.0007553266009765102
fixed14,1938,SĘPOLEŃSKI,0.0006598840263751525
fixed14,1938,SŁONIMSKI,0.0005064768688307604
fixed14,1938,TARNOBRZESKI,0.0007916869215158431
fixed14,1938,TARNOGÓRSKI,0.0008220295765476323
fixed14,1938,TARNOPOLSKI,0.0006048691978808771
fixed14,1938,TARNOWSKI,0.0007593332216453771
fixed14,1938,TCZEWSKI,0.0005281096227027394
fixed14,1938,TOMASZOWSKI,0.0005824943449030156
fixed14,1938,TORUŃSKI,0.00081414518288039
fixed14,1938,TREMBOWELSKI,0.0005739457761600064
fixed14,1938,TUCHOLSKI,0.0006368099755116064
fixed14,1938,TURCZAŃSKI,0.0006161829731447806
fixed14,1938,TURECKI,0.0005371025151495088
fixed14,1938,TŁUMACKI,0.0005888250527821174
fixed14,1938,WADOWICKI,0.0007331405849531179
fixed14,1938,WARSZAWSKI,0.0009233688014344511
fixed14,1938,WIELUŃSKI,0.000663123932524511
fixed14,1938,WILEJSKI,0.00033764439499806763
fixed14,1938,WILEŃSKO-TROCKI,0.00042934442517967165
fixed14,1938,WILNO (MIASTO),0.0004621497361519272
fixed14,1938,WOLSZTYŃSKI,0.0006523674202420336
fixed14,1938,WOŁKOWYSKI,0.0005496552343320174
fixed14,1938,WOŁOŻYŃSKI,0.0003488267065551396
fixed14,1938,WRZESIŃSKI,0.0007578142778610649
fixed14,1938,WYRZYSKI,0.0007003935387270852
fixed14,1938,WYSOKOMAZOWIECKI,0.0005606213013966998
fixed14,1938,WĄBRZESKI,0.0007248610948021098
fixed14,1938,WĄGROWIECKI,0.0007285955969453632
fixed14,1938,WĘGROWSKI,0.000570290162566931
fixed14,1938,WŁOCŁAWSKI,0.0007485259733624155
fixed14,1938,WŁODAWSKI,0.0005765737054563156
fixed14,1938,WŁODZIMIERSKI,0.0006500838057294357
fixed14,1938,WŁOSZCZOWSKI,0.0006305721868098135
fixed14,1938,ZALESZCZYCKI,0.0004698115922097085
fixed14,1938,ZAMOJSKI,0.0007193425903066387
fixed14,1938,ZBARASKI,0.0005353850033797261
fixed14,1938,ZBOROWSKI,0.0005079424898638342
fixed14,1938,ZDOŁBUNOWSKI,0.00048196878672356617
fixed14,1938,ZŁOCZOWSKI,0.0006296809412171558
fixed14,1938,ŁASKI,0.0007446706907714207
fixed14,1938,ŁAŃCUCKI,0.0007011472715707178
fixed14,1938,ŁOMŻYŃSKI,0.0005787745655044473
fixed14,1938,ŁOWICKI,0.0008361758478881846
fixed14,1938,ŁUCKI,0.0005706550586431003
fixed14,1938,ŁUKOWSKI,0.0006755908267342933
fixed14,1938,ŁUNINIECKI,0.0004449414030108473
fixed14,1938,ŁÓDZKI,0.000855880176571061
fixed14,1938,ŁÓDŹ (MIASTO),0.0008698962276750435
fixed14,1938,ŁĘCZYCKI,0.0008448918865734653
fixed14,1938,ŚNIATYŃSKI,0.00047211801581312945
fixed14,1938,ŚREDZKI,0.0006982928988839113
fixed14,1938,ŚREMSKI,0.0006381708192772947
fixed14,1938,ŚWIECKI,0.000686404067972515
fixed14,1938,ŚWIĘCIAŃSKI,0.0003754950193389667
fixed14,1938,ŚWIĘTOCHŁOWICKI,0.0009560284552254149
