District,weighted_distance_to_center_km_1924,weighted_distance_to_center_km_1929,weighted_distance_to_center_km_1931,weighted_distance_to_center_km_1938,weighted_distance_to_center_miles_1924,weighted_distance_to_center_miles_1929,weighted_distance_to_center_miles_1931,weighted_distance_to_center_miles_1938,change_ratio_km_1938_vs_1924,proportional_change_km_1938_vs_1924,change_ratio_miles_1938_vs_1924,proportional_change_miles_1938_vs_1924
MIELECKI,231.15559458968784,231.12007361252165,231.10648715171072,231.12655378239413,143.6333829657889,143.6113112606862,143.60286902794564,143.61533785032003,0.9998743668421902,-0.00012563315780982927,0.9998743668421903,-0.00012563315780968345
MIĘDZYCHODZKI,498.9678524686974,498.80965326792483,498.7476596953231,496.06171215233013,310.04415345632697,309.94585306074373,309.9073320525426,308.2383621418055,0.9941756962858652,-0.005824303714134743,0.9941756962858652,-0.005824303714134774
MIŃSKI,104.30898466034549,104.29935277201217,104.29581908679292,104.22399883763833,64.81457810738354,64.80859313129797,64.8063974017796,64.76177038174217,0.9991852492574452,-0.0008147507425547988,0.9991852492574451,-0.0008147507425548856
MOGILEŃSKI,417.46712517946304,417.313737027752,417.2529910726496,383.17609836658073,259.4019650398881,259.30665409067126,259.26890831580334,238.09451541814065,0.9178593361138531,-0.08214066388614695,0.9178593361138531,-0.08214066388614691
MORSKI,578.8291198973562,552.661862248135,535.8434492949228,528.3048134182498,359.66762905974014,343.4080540069859,332.9575799318355,328.27329021851125,0.9127129151897784,-0.08728708481022164,0.9127129151897784,-0.08728708481022167
MOŁODECZAŃSKI,475.869149432036,475.70526324933144,475.64639415744966,474.37164337285606,295.6912892517337,295.5894551305003,295.55287558400863,294.76078241423494,0.9968531138003645,-0.0031468861996354937,0.9968531138003643,-0.003146886199635603
MOŚCISKI,311.36442494282926,311.44693932204274,311.4785545966775,311.81534883408864,193.47282409115076,193.52409613347703,193.54374094829208,193.7530151203865,1.0014482190486025,0.001448219048602532,1.0014482190486025,0.0014482190486025646
MYŚLENICKI,387.26118972076597,387.1922109927453,387.1662800368573,360.82161278183315,240.63287271798208,240.59001133677313,240.57389859278206,224.20408635586045,0.9317267579588933,-0.06827324204110675,0.9317267579588933,-0.06827324204110677
MŁAWSKI,249.39776283209667,249.40525473326335,249.40796121497743,249.53334472975052,154.96853728874274,154.97319253886258,154.97487426811173,155.05278394806982,1.0005436371846892,0.0005436371846892972,1.0005436371846894,0.0005436371846893492
NADWÓRNIAŃSKI,495.93097788193813,495.91441305934444,495.9088542193618,495.9763771783689,308.15712765747776,308.1468347570979,308.1433806551391,308.18533746370025,1.0000915435785533,9.154357855337487e-05,1.0000915435785533,9.154357855336554e-05
NIESZAWSKI,323.49558206765795,323.48118845749286,323.47597420327116,320.8581722225811,201.01077332496268,201.0018295530208,200.9985895666608,199.37196333211745,0.9918471534349262,-0.00815284656507373,0.9918471534349262,-0.008152846565073745
NIEŚWIESKI,378.84748734669745,378.6736801737681,378.60972823264655,378.5622801876251,235.40484206010476,235.29684332325445,235.2571054416478,235.2276226024648,0.9992471715700959,-0.0007528284299041396,0.9992471715700958,-0.0007528284299041792
NIŻAŃSKI,183.3451921347968,183.377344701094,183.38971739518558,183.23231723916027,113.92538538199082,113.94536405426348,113.95305208756386,113.85524819521426,0.9993843585734522,-0.0006156414265477471,0.9993843585734523,-0.0006156414265476797
NOWOGRÓDZKI,392.91110011940634,392.9322846742239,392.9391625406271,392.9699138459523,244.14356319229563,244.15672666030719,244.161000367032,244.18010833637322,1.0001496871086821,0.0001496871086820658,1.0001496871086821,0.00014968710868206925
NOWOSĄDECKI,352.2906037627567,352.4971560279822,352.5715899300934,352.8071739726109,218.90316475066788,219.03151033826333,219.07776140645208,219.2241464985352,1.0014663184437416,0.0014663184437416004,1.0014663184437416,0.001466318443741586
NOWOTARSKI,391.88666566721747,392.2698973408358,392.4025925246921,367.0079693267688,243.5070093323046,243.7451383805725,243.82759131966048,228.04810890854364,0.9365155834070271,-0.06348441659297284,0.9365155834070271,-0.06348441659297285
NOWOTOMYSKI,481.36936475814394,481.49121033799355,481.37748642727047,478.64436315334,299.1089635491327,299.1846748589294,299.11401011879946,297.41572657695406,0.9943390630889586,-0.005660936911041415,0.9943390630889586,-0.005660936911041409
OBORNICKI,449.94166744436683,449.89621393346937,449.87842612179844,445.1823530687718,279.58070384157367,279.5524603480538,279.54140751772803,276.6234039086958,0.9894223746766385,-0.01057762532336145,0.9894223746766385,-0.010577625323361442
OLKUSKI,257.84714204967014,257.7223439076923,257.6759920276148,257.596358844897,160.2187365025456,160.14119055626665,160.11238884219105,160.0629070918125,0.9990273958331296,-0.000972604166870437,0.9990273958331295,-0.000972604166870516
OPATOWSKI,172.9116757185491,172.7346245878964,172.6700943685177,172.25967219443527,107.44230085291058,107.33228641480578,107.29218920786022,107.03716477112843,0.9962292683741316,-0.003770731625868418,0.9962292683741315,-0.0037707316258684823
OPOCZYŃSKI,171.3623079495504,171.36383510665445,171.36440617523866,171.3584108278372,106.47956865292008,106.48051758405698,106.48087242951422,106.47714709450402,0.9999772579993825,-2.2742000617521954e-05,0.9999772579993824,-2.2742000617539663e-05
OSTROWSKI (OSTRÓW MAZOWIECKA),148.5212837246095,148.50829543424743,148.50353999143232,148.5159482839055,92.28681858924433,92.27874804227376,92.27579314801629,92.28350330111864,0.9999640762551318,-3.592374486817051e-05,0.9999640762551318,-3.592374486812599e-05
OSTROWSKI (OSTRÓW WIELKOPOLSKI),381.79345415607315,381.6961131765629,381.6580675361457,381.33272770847685,237.23538040241334,237.17489554063408,237.1512550830024,236.94909834894398,0.9987932573422069,-0.0012067426577930813,0.9987932573422069,-0.001206742657793094
OSTROŁĘCKI,191.9009572350128,191.79055072740445,191.75162815546182,191.7543459813889,119.24168969807715,119.17308629603804,119.14890093858746,119.1505897168016,0.9992360056159367,-0.0007639943840632755,0.9992360056159367,-0.0007639943840632845
OSZMIAŃSKI,534.5447210048515,534.5455685933407,534.5458422339015,534.5466936620985,332.1505878355056,332.1511145024127,332.1512845347216,332.1518135875118,1.0000036903502543,3.6903502542191474e-06,1.000003690350254,3.690350254150122e-06
PIOTRKOWSKI,269.09610633192244,269.0006694098667,268.96548635950995,269.09001274256235,167.208516687573,167.1492149518783,167.12735322469507,167.2047303078587,0.9999773553417656,-2.2644658234389428e-05,0.9999773553417656,-2.264465823448187e-05
PIŃCZOWSKI,256.49342669967325,238.0753619395821,238.0946119889531,237.87403698574045,159.37757704180268,147.93312572376007,147.94508714618777,147.80802823586652,0.9274079263803741,-0.07259207361962591,0.927407926380374,-0.07259207361962607
PIŃSKI,303.1168248468157,303.115279322163,303.11477824422604,302.7472927386074,188.34800457189073,188.34704422769175,188.34673287239298,188.11838803628123,0.9987808921250247,-0.0012191078749752991,0.9987808921250246,-0.0012191078749753997
PODHAJECKI,426.51420688817063,426.5140951631755,426.5140554964168,426.5199229147181,265.0235592483095,265.0234898256375,265.023465177864,265.0271110214413,1.0000134017260274,1.3401726027319991e-05,1.0000134017260274,1.3401726027377918e-05
POSTAWSKI,593.5617972768371,593.3606595714875,593.28792778371,593.0619554999591,368.8220875357055,368.69710639859477,368.6519129748917,368.5115003509651,0.9991578942931113,-0.0008421057068886847,0.9991578942931113,-0.0008421057068887164
POZNAŃ (MIASTO),417.25681745806327,417.25681796302064,417.25681812071525,414.68814395888734,259.2712859207342,259.2712862345001,259.27128633248697,257.67518669987777,0.9938439028634107,-0.0061560971365892565,0.9938439028634107,-0.0061560971365892505
POZNAŃSKI,418.5837063365526,418.5467076701645,418.53326112889516,415.87586130556195,260.09577619005006,260.07278629171776,260.0644310009227,258.41319981529836,0.9935309354138752,-0.006469064586124797,0.9935309354138752,-0.006469064586124837
PRUŻAŃSKI,213.7998254084584,213.68259543538883,213.64772210842224,213.15095129933965,132.8490113138792,132.776168008283,132.75449873423244,132.44581975982197,0.9969650391066547,-0.003034960893345358,0.9969650391066546,-0.003034960893345445
PRZASNYCKI,242.50578017294424,239.00590699215266,238.7660746021148,238.59613740982167,150.68605913184254,148.5113394336209,148.36231454159068,148.2567204984783,0.9838781460782733,-0.01612185392172671,0.9838781460782733,-0.01612185392172671
PRZEMYSKI,281.960821467239,281.9780521306236,281.98447245686305,281.84503525667424,175.20227759591975,175.21298423045772,175.21697363499345,175.13033140247492,0.9995893535493257,-0.0004106464506743635,0.9995893535493257,-0.0004106464506743717
PRZEMYŚLAŃSKI,375.2588007621364,375.30720114043123,375.3250073848671,375.3404903817215,233.17493628836945,233.2050108798309,233.21607516374226,233.22569584898068,1.0002176887508547,0.00021768875085464079,1.0002176887508547,0.00021768875085464298
PRZEWORSKI,249.43747678292618,249.4223744624674,249.41649444725977,249.26533329814384,154.99321438608362,154.98383024211782,154.98017657118825,154.88624941680095,0.9993098732115057,-0.0006901267884943662,0.9993098732115058,-0.0006901267884942684
PSZCZYŃSKI,311.03657991256665,311.0454687674271,311.0485130810747,311.03420503133543,193.26911069685144,193.27463397348495,193.27652562170047,193.26763501452592,0.9999923646240199,-7.635375980171825e-06,0.9999923646240199,-7.635375980150336e-06
PUŁAWSKI,88.01733593393118,87.91749783058506,87.88135544845392,87.08370868654461,54.69142004660275,54.62938354448847,54.60692571636126,54.111291150266915,0.9893926890938011,-0.01060731090619898,0.9893926890938011,-0.010607310906198927
PUŁTUSKI,201.10130993637088,196.9947609245869,196.6945335978879,196.84643742321828,124.95852205647272,122.40683159047148,122.2202790362532,122.31466766810256,0.9788421442182607,-0.02115785578173937,0.9788421442182605,-0.021157855781739454
PŁOCKI,296.82312450080514,296.9209294635541,296.95654770706614,294.93404978564274,184.43728169418978,184.49805486169808,184.5201870052874,183.2634654493546,0.9936356888691222,-0.006364311130877777,0.9936356888691222,-0.006364311130877744
PŁOŃSKI,205.60702951231573,205.60314647853303,205.60168617474855,205.5710110572678,127.75824553509715,127.75583273051255,127.75492534008968,127.73586471166556,0.9998248189513104,-0.0001751810486896108,0.9998248189513104,-0.000175181048689662
RADOMSKI,81.94011381016357,82.81718757171122,82.7369397846521,81.49002770428427,50.915210458335146,51.46019865862177,51.41033501092906,50.63554000463883,0.994507133503353,-0.005492866496647048,0.9945071335033531,-0.0054928664966469795
RADOMSZCZAŃSKI,296.0020070375095,295.99810283201424,295.99663849147845,295.9713382347181,183.9270631149043,183.92463715483152,183.92372725608845,183.908006410245,0.9998963898822905,-0.00010361011770952025,0.9998963898822905,-0.00010361011770954408
RADZIECHOWSKI,409.5215885513283,409.50513468619874,390.94534768893243,390.9455472909083,254.46483899972742,254.454615045098,242.92210163881964,242.92222566569896,0.9546396532448209,-0.04536034675517908,0.9546396532448209,-0.04536034675517911
RADZYMIŃSKI,130.66725100487207,130.9341280884933,131.02189467167733,130.7512004323954,81.19284042414836,81.35867010447518,81.41320571403482,81.24500416387797,1.0006424672354988,0.0006424672354987555,1.000642467235499,0.0006424672354989197
RADZYŃSKI,69.33278277181638,69.3811801505272,69.3990746916658,69.3340907799577,43.08138056370632,43.11145329131324,43.122572440235075,43.0821933220331,1.0000188656518465,1.8865651846500672e-05,1.0000188656518465,1.8865651846483352e-05
RAWICKI,441.79509226592614,442.0525213523469,442.15550021198067,442.44482019723756,274.5186582763708,274.67861724522913,274.74260532221865,274.9223803707777,1.0014706544791592,0.001470654479159158,1.0014706544791592,0.0014706544791592434
RAWSKI (RAWA MAZOWIECKA),262.5251698518601,269.25071735606997,269.18324166546114,245.8246886540067,163.12552731602017,167.30458749425856,167.26266005690925,152.7483326136288,0.9363852189590915,-0.06361478104090844,0.9363852189590914,-0.06361478104090852
RAWSKI (RAWA RUSKA),271.45476678372546,271.5198566308987,271.5435836696416,271.4732802554961,168.67411989117028,168.71456483459815,168.72930812838885,168.68562362563787,1.000068200945557,6.820094555709911e-05,1.000068200945557,6.82009455571355e-05
ROHATYŃSKI,419.8251254149905,419.8210233151197,419.81955281553587,419.7869112357422,260.8671580042381,260.86460907833924,260.8636953525423,260.84341282146437,0.9999089759594294,-9.102404057055858e-05,0.9999089759594294,-9.102404057063175e-05
ROPCZYCKI,260.6570563032306,260.6141358975393,260.5979717303214,260.5509778614755,161.9647357321947,161.9380662367899,161.92802229204153,161.8988216647629,0.999593034452013,-0.00040696554798702996,0.9995930344520131,-0.0004069655479868952
RUDECKI,359.4651138695789,359.4641597993258,359.46379903423565,359.4644709246675,223.3611972702541,223.36060443866685,223.36038026970203,223.36079776293158,0.9999982113843972,-1.788615602892115e-06,0.999998211384397,-1.7886156029309535e-06
RYBNICKI,340.153704742295,340.14213963975493,340.1381408990627,340.12740858846416,211.3616476694246,211.35446145009416,211.35197674859148,211.34530800202256,0.9999226933193311,-7.730668066890009e-05,0.999922693319331,-7.73066806689162e-05
RYPIŃSKI,287.56315783106464,287.5631313416787,287.56312173301154,286.7696563759657,178.68340694464646,178.68339048491023,178.68338451436313,178.1903481519902,0.9972406011219105,-0.0027593988780895205,0.9972406011219106,-0.002759398878089442
RZESZOWSKI,279.0316758487778,279.0061126534096,278.9962897553639,278.8195259130674,173.38219145383093,173.3663072255618,173.36020356158022,173.25036763612863,0.9992396922855978,-0.0007603077144021496,0.9992396922855978,-0.0007603077144021471
RÓWIEŃSKI,387.83632107967014,387.29600641959865,387.10918455761293,387.74639258820537,240.99024266559573,240.65450680495243,240.5384211177485,240.93436370892576,0.9997681277214717,-0.0002318722785282965,0.9997681277214716,-0.00023187227852834955
SAMBORSKI,334.9478476077978,334.975864597546,334.986483527808,334.99286825780456,208.12687901590493,208.14428796084175,208.15088625615758,208.15485354222028,1.0001344109249493,0.00013441092494927774,1.0001344109249493,0.0001344109249493404
SANDOMIERSKI,262.7368550196064,262.6099781203987,261.9893253820186,261.2090151667233,163.25706234038788,163.17822471465027,162.79256910195028,162.30770696316202,0.9941849046919241,-0.005815095308075853,0.994184904691924,-0.0058150953080759755
SANOCKI,382.80131607099935,382.7849612058145,382.77890159757635,382.4328187353536,237.86163656835294,237.85147412941816,237.84770886458762,237.6326630104054,0.9990373665915573,-0.0009626334084426815,0.9990373665915574,-0.0009626334084426501
SARNEŃSKI,381.5413982191255,381.80530179221256,381.890770540544,382.04427437321795,237.07876015281622,237.2427421799289,237.29584998154837,237.3912328115608,1.0013180120333984,0.0013180120333984098,1.0013180120333984,0.0013180120333983881
SIEDLECKI,72.59860679405936,72.6352770050712,72.64870939798843,72.47119253216454,45.11066890223146,45.1334547079181,45.141801207337465,45.03149737490361,0.99824494893881,-0.0017550510611899738,0.99824494893881,-0.0017550510611899824
SIERADZKI,308.1916548821563,308.06115274815835,308.0116972610508,307.77861690113946,191.50135678578033,191.4202665442759,191.3895363387964,191.24470696247792,0.9986598015407823,-0.0013401984592177289,0.9986598015407823,-0.0013401984592177458
SIERPECKI,269.08817841135243,268.9416088465686,268.88826343232165,267.7199050236563,167.20359050764048,167.11251643060118,167.07936913720513,166.35338510445433,0.994915148648394,-0.005084851351605953,0.994915148648394,-0.005084851351606
SKAŁACKI,488.6713384046184,488.66581931230246,488.6637404787357,488.6520953225351,303.6461982158161,303.6427688119047,303.64147708501247,303.634241122659,0.9999606216273168,-3.937837268316539e-05,0.9999606216273169,-3.9378372683104444e-05
SKIERNIEWICKI,228.28356020416243,228.19557075670377,228.16249138123067,195.34224571248586,141.8487840876206,141.7941099966638,141.7735554320467,121.38000656061305,0.8557000142182121,-0.14429998578178793,0.8557000142182122,-0.14429998578178785
SOCHACZEWSKI,198.9676970927476,198.3998388163889,198.1988673967165,195.40355197068288,123.63275691021768,123.27990624517838,123.15502843316513,121.41810049157519,0.982086815226075,-0.01791318477392501,0.9820868152260749,-0.017913184773925072
SOKALSKI,325.4002909458476,325.36518954789386,325.3520838978839,325.39456908815646,202.19430418531226,202.17249319456437,202.16434972371204,202.19074878887687,0.9999824159416868,-1.7584058313212836e-05,0.9999824159416868,-1.758405831318327e-05
SOKOŁOWSKI,96.79043556633471,96.7395275653045,96.72051662364066,96.50275237971219,60.14276973828896,60.11113698278082,60.099324134948226,59.96401174893415,0.9970277725796021,-0.0029722274203978984,0.9970277725796022,-0.0029722274203978108
SOKÓLSKI,264.6307157261132,264.6720022159924,264.6869659846657,263.8919951322063,164.43385246145067,164.4595066889534,164.4688047408577,163.97483290729417,0.9972084850699213,-0.002791514930078719,0.9972084850699213,-0.002791514930078702
STANISŁAWOWSKI,442.9071154872077,442.92296939606956,442.9285306230253,442.9522941456361,275.20963725740177,275.21948841660515,275.22294400175986,275.23770996556806,1.000102004815115,0.00010200481511495251,1.000102004815115,0.00010200481511494267
STAROGARDZKI,435.94043119052515,436.0442558040118,436.08263042418713,434.99725443751714,270.88074166928783,270.9452552731946,270.96910014930756,270.29467898709447,0.9978364549706201,-0.0021635450293799293,0.99783645497062,-0.0021635450293800086
STOLIŃSKI,406.4985210586066,406.4411817908884,406.4219355220291,406.26360134285517,252.58639252870745,252.5507635705861,252.53880449725875,252.44042023001126,0.9994220896175965,-0.0005779103824035566,0.9994220896175965,-0.0005779103824035303
STOPNICKI,278.3618000725003,278.9995696720851,278.99275336284177,279.05256981566384,172.96595007284958,173.36224160671318,173.35800614982236,173.39517435892887,1.0024815536578067,0.0024815536578067024,1.0024815536578067,0.0024815536578066924
STOŁPECKI,408.70805721792004,408.4612364889228,408.3749639411305,408.4462594828261,253.9593342215562,253.80596697835844,253.7523597190642,253.79666070110315,0.9993594505161557,-0.0006405494838442414,0.9993594505161558,-0.0006405494838442237
STRYJSKI,395.171348751926,395.2276750344092,395.2478070517671,395.2577032672208,245.54801614533304,245.58301566380587,245.5955251155636,245.60167433685626,1.0002185242314947,0.00021852423149478482,1.0002185242314947,0.00021852423149477764
SUWALSKI,383.89350252654305,383.885524000469,383.88273847447795,383.96357482408666,238.54028955842057,238.53533193369543,238.53360108862483,238.58383045201757,1.00018253056403,0.00018253056402998892,1.0001825305640302,0.0001825305640300813
SZAMOTULSKI,465.0144134834912,464.8378471684562,464.76861380903404,462.0787053563875,288.9464711206504,288.8367579329108,288.7937383311333,287.12230722600384,0.993686844876244,-0.006313155123755972,0.9936868448762439,-0.006313155123756086
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),294.14684748556704,294.08636495905733,294.06466374165444,294.00236666117826,182.77432076895428,182.7367386809744,182.72325417381558,182.684544574623,0.9995088139627406,-0.0004911860372593946,0.9995088139627406,-0.0004911860372593869
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),311.9445196013758,311.92431133914033,311.9175985006334,311.8984122516055,193.8332780892265,193.82072126111296,193.81655009793707,193.80462831919237,0.9998521937496154,-0.0001478062503845705,0.9998521937496154,-0.00014780625038458706
SZUBIŃSKI,423.73219610513615,423.82310839596255,423.8585991982522,399.67569137148195,263.29489842604454,263.35138868710766,263.37344164241716,248.34688402318912,0.943227102035727,-0.05677289796427299,0.9432271020357271,-0.056772897964272886
SĘPOLEŃSKI,463.50516073043246,463.33428586551986,463.2684220056834,440.59335391241535,288.0086652282296,287.90248854254395,287.8615626500935,273.7719329139114,0.9505683889648378,-0.04943161103516228,0.9505683889648376,-0.0494316110351624
SŁONIMSKI,315.7384038285137,315.71933378343374,315.71370220059777,315.7887468227288,196.1906877253274,196.178838152346,196.17533885008763,196.22196940198583,1.0001594452673628,0.0001594452673626703,1.0001594452673628,0.0001594452673627041
TARNOBRZESKI,183.99471231596522,183.95318203292283,183.9368562807445,184.1460829311765,114.32897838648363,114.30317267297929,114.2930283240225,114.42303569702807,1.0008226900290011,0.0008226900290011381,1.0008226900290011,0.0008226900290011046
TARNOGÓRSKI,317.2966210085291,313.6537279491712,313.6520027169211,313.6608705429456,197.15891869269072,194.89533058950445,194.894258580216,194.89976879014066,0.9885414775170714,-0.011458522482928578,0.9885414775170716,-0.011458522482928475
TARNOPOLSKI,446.92006971601205,446.8653321651104,446.8446210646314,446.7806420344144,277.70317063950813,277.6691583127668,277.6562890355511,277.6165343215661,0.9996880254635102,-0.00031197453648976,0.9996880254635102,-0.0003119745364898026
TARNOWSKI,291.67940707055175,291.5935415459992,291.563138311692,290.93466304261057,181.2411248508358,181.18777050397907,181.16887881587436,180.77836250944998,0.9974467034357313,-0.0025532965642687325,0.9974467034357314,-0.002553296564268658
TCZEWSKI,453.31092391534327,453.16009371013706,453.10538038272483,452.00731819082006,281.67426210420075,281.5805405887616,281.54654331379413,280.86423931154803,0.9971242569818003,-0.002875743018199711,0.9971242569818003,-0.0028757430181997326
TOMASZOWSKI,267.1822222544877,267.11883194353663,267.0969064238217,267.1728079446606,166.01928462449328,165.9798957235873,165.9662718414765,166.01343484538168,0.9999647644601961,-3.523553980392894e-05,0.9999647644601961,-3.5235539803889986e-05
TORUŃSKI,364.85389081603415,364.5926120042718,364.5014148160672,339.1409429045754,226.70962699024997,226.5472759137064,226.4906086256745,210.73234683355892,0.9295253564270645,-0.07047464357293552,0.9295253564270644,-0.07047464357293562
TREMBOWELSKI,476.662002507773,476.6585209340825,476.65717199387416,476.6578926626372,296.18394516025745,296.1817818113318,296.1809436190056,296.1813914216755,0.9999913778629004,-8.622137099648987e-06,0.9999913778629003,-8.62213709977313e-06
TUCHOLSKI,425.1101646860239,425.12724798160394,425.1339609311233,423.9144308527986,264.15112814111933,264.16174320557724,264.165914437733,263.40813381343435,0.9971872377266998,-0.002812762273300217,0.9971872377266999,-0.002812762273300031
TURCZAŃSKI,381.61113710951315,381.6391685870147,381.64919635049836,381.6817279913203,237.1220938768753,237.13951182408192,237.14574278550552,237.1659570036947,1.000184981188814,0.00018498118881395636,1.000184981188814,0.00018498118881391334
TURECKI,419.56862135945613,419.6734741050739,419.7155320796983,419.45058258609606,260.7077738227466,260.77292627814387,260.7990598838942,260.6344279521051,0.999718666345978,-0.0002813336540220974,0.999718666345978,-0.00028133365402203503
TŁUMACKI,467.46863261023935,467.5043952906296,467.5175305272532,467.5773557726457,290.471451713657,290.4936736061338,290.50183546124987,290.53900913380465,1.0002325785193313,0.00023257851933139936,1.0002325785193316,0.00023257851933151
WADOWICKI,337.6169835668457,337.5878471386943,337.5771422276802,313.5415607587016,209.78540269591448,209.76729816441764,209.76064644315588,194.8256331501952,0.9286901311841816,-0.0713098688158184,0.9286901311841816,-0.0713098688158184
WARSZAWSKI,137.76409061576166,140.17521152528087,139.673055712669,126.12394707368293,85.60261075000643,87.10081136067531,86.78878630123685,78.36976311712144,0.9155066934347623,-0.08449330656523767,0.9155066934347624,-0.0844933065652376
WIELUŃSKI,495.98559883418346,405.27888687060045,405.2627965048923,405.1943298729937,308.1910675331954,251.82854721367187,251.81854912704145,251.77600594751198,0.8169477719220174,-0.18305222807798266,0.8169477719220174,-0.18305222807798258
WILEJSKI,496.14133190324554,496.0718446943229,496.0474090748922,496.04759734891746,308.2878355460516,308.2446582095561,308.2294746242748,308.2295916122942,0.9998110728772213,-0.00018892712277871542,0.9998110728772213,-0.00018892712277876987
WILEŃSKO-TROCKI,454.92805603221694,453.3511957676386,452.8133135695052,453.2280858436821,282.67910110479465,281.69928586533337,281.36506146599703,281.6227889287746,0.996263210927544,-0.0037367890724560207,0.996263210927544,-0.0037367890724559647
WILNO (MIASTO),440.67044530309767,440.67044511648646,440.6704450597826,440.6704450195589,273.8198352684311,273.8198351524763,273.8198351172422,273.81983509224835,0.9999999993565741,-6.434259088824374e-10,0.9999999993565741,-6.434258715451613e-10
WOLSZTYŃSKI,484.5403119374387,484.53379783626895,484.53116258302146,481.88392442740326,301.0792981688782,301.0752504953203,301.07361302537464,299.42869600538,0.9945177161846167,-0.005482283815383341,0.9945177161846167,-0.005482283815383308
WOŁKOWYSKI,248.64345762554976,248.61765203433865,248.609694332093,248.56415434791012,154.49983390824548,154.48379906222905,154.47885437682697,154.45055715131525,0.9996810562465751,-0.00031894375342490333,0.9996810562465751,-0.00031894375342494193
WOŁOŻYŃSKI,455.93018182098376,456.0042606487973,456.0294508104195,456.0940229962677,283.3017930082865,283.34782344360383,283.3634758795212,283.40359916321387,1.0003593558439794,0.0003593558439793735,1.0003593558439794,0.00035935584397941343
WRZESIŃSKI,380.13689418831814,379.99342877795067,379.93590380384563,377.32573408232105,236.20604207868942,236.116896833184,236.08115248249936,234.45926871246593,0.9926048743256043,-0.007395125674395743,0.9926048743256044,-0.0073951256743956416
WYRZYSKI,443.3870851558123,443.16768628992196,443.0839502600028,420.1856368906877,275.50787649035226,275.3715483976551,275.3195172570082,261.0911693804035,0.9476722506318124,-0.052327749368187626,0.9476722506318124,-0.05232774936818758
WYSOKOMAZOWIECKI,204.87540166310663,204.61620146983066,204.5217645500136,203.70007340012526,127.30363320680623,127.14257372351014,127.08389336020649,126.57331830870923,0.9942632045944,-0.0057367954056000104,0.9942632045944,-0.00573679540559999
WĄBRZESKI,351.0165205554507,350.78892976313534,350.70182547296065,349.3568663094377,218.11148639406096,217.97006807584918,217.91594399595903,217.0802253755616,0.9952718628644978,-0.004728137135502262,0.9952718628644978,-0.004728137135502236
WĄGROWIECKI,444.95209614254674,444.88297521068796,444.85526882734655,431.4223480820707,276.4803289321904,276.4373791896404,276.4201632465172,268.07333585010434,0.969592798465789,-0.03040720153421098,0.969592798465789,-0.030407201534210945
WĘGROWSKI,112.57108837372742,112.56929565382048,112.56862438169536,112.56843265742361,69.94840975387139,69.94729580971008,69.94687870067843,69.94675956877597,0.9999764085402196,-2.3591459780415094e-05,0.9999764085402195,-2.3591459780440922e-05
WŁOCŁAWSKI,303.0843456334913,303.1620860540524,303.18998206452903,300.7602972436668,188.32782293062812,188.3761285734926,188.39346234541847,186.8837266585945,0.9923320078278313,-0.007667992172168745,0.9923320078278314,-0.007667992172168643
WŁODAWSKI,190.66298770008095,191.6814335224199,192.00970513973098,193.57206944645787,118.472451330187,119.10528402925958,119.30926249237979,120.28007036401497,1.0152577161486267,0.015257716148626636,1.0152577161486267,0.015257716148626622
WŁODZIMIERSKI,274.937961914559,274.93371195828456,274.93242975646126,275.32281584489664,170.83847633281147,170.83583553323123,170.8350388102021,171.07761340435928,1.0013997846192562,0.001399784619256077,1.0013997846192562,0.001399784619256096
WŁOSZCZOWSKI,206.0654819808581,206.05890811867584,206.0563949714207,205.99950734875074,128.0431146039278,128.03902979660973,128.03746819978664,128.0021198808006,0.9996798365671283,-0.00032016343287171253,0.9996798365671281,-0.0003201634328718602
ZALESZCZYCKI,553.524406585336,553.5586934001246,553.5713775935257,553.3689511011725,343.9440140443368,343.9653188767289,343.97320046666664,343.84741851468664,0.9997191533339559,-0.00028084666604414173,0.9997191533339559,-0.00028084666604413013
ZAMOJSKI,188.1019493560426,188.1519382684587,188.17002646767696,188.2120168558545,116.88109637331355,116.91215803381046,116.92339751624691,116.94948912573916,1.0005851481081864,0.0005851481081865494,1.0005851481081864,0.0005851481081865064
ZBARASKI,469.6865017816863,469.6917803737299,469.6938875509049,469.5617894964904,291.84957129858816,291.85285126260493,291.85416060139335,291.77207870122373,0.9997344776042684,-0.00026552239573160327,0.9997344776042685,-0.00026552239573154613
ZBOROWSKI,415.0932736656708,415.1849339149348,415.2179411970607,415.4173794423994,257.9269225509115,257.98387757165693,258.00438733955883,258.12831248150314,1.000780802285391,0.0007808022853911005,1.000780802285391,0.0007808022853910463
ZDOŁBUNOWSKI,417.48243508034477,417.3905673916918,417.3577209083297,417.68817694540064,259.4114781683089,259.3543942507429,259.33398439852976,259.53932019674056,1.0004928156199344,0.0004928156199344652,1.0004928156199344,0.0004928156199345145
ZŁOCZOWSKI,392.2139204988597,392.17495723894297,392.16034306488626,392.15369500053316,243.71035599429695,243.68614535451923,243.67706453057144,243.6729336161763,0.9998464473207633,-0.00015355267923670298,0.9998464473207633,-0.00015355267923669247
ŁASKI,296.6821472558422,296.53197430886365,401.6200323635952,293.32399147966026,184.34968252250994,184.25636940827292,249.55504112979952,182.263021909708,0.9886809644353624,-0.01131903556463766,0.9886809644353624,-0.01131903556463765
