scenario,District,avg_distance_km_1924,avg_distance_km_1938,change_ratio_km_1938_vs_1924,proportional_change_km_1938_vs_1924,avg_distance_miles_1924,avg_distance_miles_1938,change_ratio_miles_1938_vs_1924,proportional_change_miles_1938_vs_1924,avg_distance_minutes_1924,avg_distance_minutes_1938,change_ratio_minutes_1938_vs_1924,proportional_change_minutes_1938_vs_1924
baseline,KOZIENICKI,344.8332285452876,339.6800047590795,0.9850558955471098,-0.01494410445289014,214.26936805441392,211.067304237154,0.9850558955471098,-0.014944104452890154,,,,
baseline,KOŁOMYJSKI,545.0344077893693,537.4133135082,0.9860172235509312,-0.01398277644906879,338.6685750024882,333.93304802790374,0.9860172235509314,-0.01398277644906869,,,,
baseline,KOŚCIAŃSKI,511.0835690199214,487.23468217932407,0.9533366199067383,-0.0466633800932617,317.5725083654776,302.7535017004488,0.9533366199067383,-0.046663380093261604,,,,
baseline,KOŚCIERSKI,583.5905724494897,537.0650974910219,0.920277199196026,-0.07972280080397402,362.62625759351187,333.7166766930938,0.9202771991960261,-0.07972280080397387,,,,
baseline,KRAKOWSKI,416.41290683616177,374.0343242493439,0.8982294211079971,-0.1017705788920029,258.74690433369267,232.4140820931391,0.8982294211079972,-0.10177057889200285,,,,
baseline,KRAKÓW (MIASTO),416.20992669315456,373.7606061041766,0.8980098314179008,-0.10199016858209917,258.62077835925214,232.24400157555831,0.8980098314179008,-0.10199016858209915,,,,
baseline,KRASNOSTAWSKI,366.57547413701917,362.47202458170517,0.9888059899125161,-0.01119401008748394,227.77936893999373,225.22960438635872,0.9888059899125161,-0.011194010087483936,,,,
baseline,KROTOSZYŃSKI,471.0470967851603,447.07595437235784,0.9491109433082113,-0.05088905669178862,292.69500557649184,277.8000328443064,0.9491109433082114,-0.05088905669178857,,,,
baseline,KROŚNIEŃSKI,430.140838325998,413.20126209227084,0.9606185353158937,-0.0393814646841063,267.2770428514637,256.7512814275364,0.9606185353158937,-0.03938146468410633,,,,
baseline,KRZEMIENIECKI,526.8341488435311,520.9098591599284,0.9887549246824502,-0.011245075317549804,327.35946190105375,323.6782800960639,0.9887549246824503,-0.011245075317549655,,,,
baseline,KUTNOWSKI,375.06398790705026,358.06393972732997,0.9546742723166125,-0.04532572768338748,233.05388522979172,222.49054829231073,0.9546742723166125,-0.045325727683387496,,,,
baseline,KĘPIŃSKI,485.6979207697963,436.5037539521577,0.8987144792803119,-0.10128552071968809,301.7986027266491,271.2307740970062,0.898714479280312,-0.10128552071968804,,,,
baseline,LESKI,492.2820957099121,478.28446446224933,0.9715658331480104,-0.028434166851989597,305.8898180933638,297.1920959673723,0.9715658331480104,-0.028434166851989583,,,,
baseline,LESZCZYŃSKI,510.4816945425523,486.86607006482353,0.9537385478652844,-0.04626145213471556,317.19852101960026,302.5244568222495,0.9537385478652844,-0.046261452134715504,,,,
baseline,LIDZKI,538.0669958971766,530.6687343445534,0.9862502966934679,-0.013749703306532166,334.3392273076246,329.74216212840946,0.9862502966934676,-0.013749703306532364,,,,
baseline,LIMANOWSKI,446.6308442910937,419.63581376992653,0.9395585171373139,-0.06044148286268611,277.52345434800117,260.749525238033,0.939558517137314,-0.060441482862686066,,,,
baseline,LIPNOWSKI,483.6864342755089,409.1867156220618,0.8459751744639341,-0.15402482553606595,300.5487233522072,254.25675867279617,0.8459751744639341,-0.1540248255360659,,,,
baseline,LUBACZOWSKI,444.9661083239161,440.6658605956837,0.9903357859221448,-0.009664214077855175,276.4890356953401,273.81698646420057,0.9903357859221448,-0.009664214077855185,,,,
baseline,LUBARTOWSKI,349.18683564427766,345.1230091454618,0.9883620283355822,-0.011637971664417868,216.97457325112046,214.44942931572476,0.9883620283355821,-0.011637971664417891,,,,
baseline,LUBAWSKI,457.9097388576173,440.82367546518543,0.9626868311753801,-0.03731316882461986,284.5318323436965,273.91504804747774,0.9626868311753801,-0.03731316882461986,,,,
baseline,LUBELSKI,334.061212074719,330.01079872653344,0.9878752360292592,-0.012124763970740767,207.57594940808022,205.05914001550482,0.9878752360292592,-0.012124763970740754,,,,
baseline,LUBLINIECKI,475.45266720352964,396.23800019089,0.8333910555627826,-0.16660894443721735,295.4324992729244,246.2108024166135,0.8333910555627826,-0.16660894443721738,,,,
baseline,LUBOMELSKI,399.90066824003634,395.7948897828104,0.9897330042600442,-0.010266995739955818,248.48667812497962,245.93546645923468,0.9897330042600442,-0.01026699573995584,,,,
baseline,LWOWSKI,408.3101664062733,400.8961878356107,0.9818422876022989,-0.018157712397701146,253.71209641003244,249.10526513160127,0.981842287602299,-0.01815771239770106,,,,
baseline,LWÓW (MIASTO),400.66281779535916,393.2245014438291,0.9814349721981709,-0.01856502780182911,248.96025575632012,244.33830168665355,0.9814349721981709,-0.018565027801829122,,,,
baseline,M. ST. WARSZAWA,335.98833805167254,319.98349693754386,0.9523648909752718,-0.04763510902472827,208.77340960350583,198.82846547557858,0.9523648909752718,-0.04763510902472823,,,,
baseline,MAKOWSKI (MAKÓW MAZOWIECKI),481.2179424448206,442.0791927577456,0.9186673101002195,-0.08133268989978049,299.0148741148806,274.69519008307316,0.9186673101002195,-0.08133268989978043,,,,
baseline,MIECHOWSKI,418.8487422023391,380.61648890932366,0.9087206204989723,-0.09127937950102774,260.2604617910097,236.50404833007536,0.9087206204989722,-0.09127937950102778,,,,
baseline,MIELECKI,365.69824325076286,356.54606266088234,0.9749734083802947,-0.025026591619705364,227.23428310696977,221.54738350165513,0.9749734083802947,-0.025026591619705323,,,,
baseline,MIĘDZYCHODZKI,567.9889803063706,538.0562695438161,0.9473005431436206,-0.0526994568563794,352.93188068194985,334.33256226271055,0.9473005431436204,-0.05269945685637951,,,,
baseline,MIŃSKI,337.5343288813522,330.6987402403538,0.9797484639157956,-0.02025153608420441,209.7340434713347,205.4866069218889,0.9797484639157957,-0.0202515360842043,,,,
baseline,MOGILEŃSKI,489.4109753337383,439.06972627285376,0.897139108851092,-0.10286089114890797,304.1057871541003,272.8251948838894,0.897139108851092,-0.10286089114890798,,,,
baseline,MORSKI,668.0620148902045,600.4254592751081,0.8987570702905292,-0.10124292970947082,415.1143622543413,373.0869680552332,0.8987570702905292,-0.1012429297094708,,,,
baseline,MOŁODECZAŃSKI,645.3098808527415,636.9145188111742,0.9869901851952534,-0.013009814804746654,400.97684597534885,395.76021146821813,0.9869901851952533,-0.013009814804746675,,,,
baseline,MOŚCISKI,409.47015248984803,400.7687772069143,0.9787496714228775,-0.021250328577122498,254.43287812276938,249.02609586183755,0.9787496714228774,-0.021250328577122585,,,,
baseline,MYŚLENICKI,457.85145891600826,424.18110215092304,0.9264600863240626,-0.07353991367593733,284.495618878099,263.5738356246212,0.9264600863240626,-0.07353991367593735,,,,
baseline,MŁAWSKI,419.99748228571207,406.5206878894059,0.9679122019423481,-0.032087798057651905,260.9742555653552,252.60016635452803,0.9679122019423481,-0.032087798057651884,,,,
baseline,NADWÓRNIAŃSKI,549.4447610212399,541.9338469875897,0.986329992446029,-0.013670007553970971,341.40904060052884,336.7419764365256,0.9863299924460289,-0.013670007553971084,,,,
baseline,NIESZAWSKI,423.31265798299194,399.87859280706135,0.9446412368399526,-0.05535876316004736,263.0342096035497,248.47296109111653,0.9446412368399526,-0.055358763160047376,,,,
baseline,NIEŚWIESKI,553.5014554745281,545.8957770977647,0.9862589731218631,-0.013741026878136964,343.929752889663,339.2038049110152,0.9862589731218632,-0.013741026878136806,,,,
baseline,NIŻAŃSKI,353.21419154185304,344.8790607013624,0.976402049973966,-0.023597950026034,219.47705541255277,214.29784682706625,0.976402049973966,-0.023597950026034025,,,,
baseline,NOWOGRÓDZKI,565.368612595691,558.1802520187982,0.9872855329837112,-0.012714467016288701,351.3036601771971,346.8370213771727,0.9872855329837114,-0.012714467016288627,,,,
baseline,NOWOSĄDECKI,437.4518079695223,412.08009541725033,0.9420011254038761,-0.05799887459612381,271.81986736983004,256.05462096951226,0.9420011254038761,-0.05799887459612381,,,,
baseline,NOWOTARSKI,460.88574111603555,427.8777456964066,0.9283813915793966,-0.07161860842060346,286.3810338430121,265.87082272112184,0.9283813915793965,-0.07161860842060348,,,,
baseline,NOWOTOMYSKI,548.5295779876166,519.1134227885568,0.9463727091855677,-0.053627290814432314,340.8403724037433,322.56202663154835,0.9463727091855677,-0.05362729081443228,,,,
baseline,OBORNICKI,515.3876399055765,484.2472027001624,0.9395786107499216,-0.06042138925007847,320.246933195768,300.8971685890026,0.9395786107499214,-0.06042138925007856,,,,
baseline,OLKUSKI,415.9858233600781,389.2297864362839,0.9356804116359655,-0.06431958836403445,258.4815270470751,241.85610162770018,0.9356804116359656,-0.0643195883640344,,,,
baseline,OPATOWSKI,352.42716002702093,339.3085053507546,0.9627762665191284,-0.037223733480871615,218.98801685315004,210.83646527830373,0.9627762665191283,-0.037223733480871754,,,,
baseline,OPOCZYŃSKI,347.6987941357246,334.08068473624195,0.9608336018727553,-0.039166398127244595,216.04994741090934,207.5880491552434,0.9608336018727553,-0.039166398127244643,,,,
baseline,OSTROWSKI (OSTRÓW MAZOWIECKA),387.76936276332424,377.8330476253733,0.9743757086244702,-0.025624291375529816,240.94863670960953,234.77449863602584,0.9743757086244703,-0.02562429137552972,,,,
baseline,OSTROWSKI (OSTRÓW WIELKOPOLSKI),445.409059814803,421.83532753274505,0.947073972200162,-0.052926027799837974,276.764272906184,262.11623930434934,0.947073972200162,-0.05292602779983799,,,,
baseline,OSTROŁĘCKI,414.94485897037276,403.3504660442628,0.9720579911391605,-0.027942008860839487,257.8347019632795,250.63028243638965,0.9720579911391606,-0.02794200886083938,,,,
baseline,OSZMIAŃSKI,704.42322863718,697.1110385308644,0.9896196067803411,-0.010380393219658876,437.7081660015132,433.1645831229618,0.9896196067803412,-0.010380393219658755,,,,
baseline,PIOTRKOWSKI,383.1413812909969,366.9027986580506,0.957617257164365,-0.04238274283563502,238.07294323416804,227.98275890495157,0.957617257164365,-0.042382742835634986,,,,
baseline,PIŃCZOWSKI,439.9139160666603,399.08247308110623,0.9071831067527155,-0.09281689324728448,273.3497499402568,247.97827538088006,0.9071831067527155,-0.09281689324728452,,,,
baseline,PIŃSKI,505.44545200770847,498.6479926741584,0.9865515471421308,-0.013448452857869246,314.06914595948183,309.8454018559345,0.9865515471421308,-0.013448452857869246,,,,
baseline,PODHAJECKI,495.74908494024316,487.8745760566832,0.9841159386416031,-0.015884061358396904,308.04410465840385,303.1511131989173,0.984115938641603,-0.015884061358396994,,,,
baseline,POSTAWSKI,740.2763035287563,729.8772520329981,0.985952472818341,-0.014047527181659025,459.98622699996685,453.52455797299604,0.985952472818341,-0.01404752718165902,,,,
baseline,POZNAŃ (MIASTO),488.08044337179155,458.4783906603792,0.939350053636828,-0.06064994636317195,303.2790331783735,284.8851760830305,0.9393500536368281,-0.06064994636317189,,,,
baseline,POZNAŃSKI,489.57334137154703,460.22757125075964,0.9400584802297961,-0.05994151977020395,304.20667670137954,285.97206617565575,0.9400584802297961,-0.05994151977020394,,,,
baseline,PRUŻAŃSKI,440.9946583997374,434.79356664165476,0.9859383971212149,-0.01406160287878513,274.0212918845032,270.16811329769166,0.9859383971212148,-0.014061602878785186,,,,
baseline,PRZASNYCKI,459.23851729730944,445.0814361367347,0.969172705190559,-0.030827294809441075,285.35749673154646,276.56069705371897,0.969172705190559,-0.03082729480944105,,,,
baseline,PRZEMYSKI,386.17418865170384,376.8613569392982,0.9758843755329153,-0.024115624467084734,239.95744177669786,234.17071822272868,0.9758843755329153,-0.02411562446708468,,,,
baseline,PRZEMYŚLAŃSKI,451.8312730071522,444.01689401094336,0.9827050948815462,-0.017294905118453725,280.7548499397272,275.8992214484739,0.9827050948815462,-0.017294905118453736,,,,
baseline,PRZEWORSKI,375.4169890041747,365.99083145956445,0.9748914997970286,-0.025108500202971444,233.27322987451305,227.41608893486102,0.9748914997970285,-0.025108500202971493,,,,
baseline,PSZCZYŃSKI,432.3840736172968,399.46851254949564,0.9238742519065707,-0.07612574809342935,268.67092420765334,248.21814911139265,0.9238742519065706,-0.07612574809342945,,,,
baseline,PUŁAWSKI,354.21340160804755,349.29206469950765,0.9861062938720044,-0.013893706127995608,220.0979355705941,217.03995953439778,0.9861062938720045,-0.013893706127995502,,,,
baseline,PUŁTUSKI,396.01626127877336,376.70110514100753,0.9512263560203428,-0.04877364397965727,246.07302028705269,234.071142402573,0.9512263560203428,-0.04877364397965725,,,,
baseline,PŁOCKI,423.37211318716146,398.1134497486862,0.9403393311658459,-0.059660668834154114,263.0711533432197,247.3761523837909,0.9403393311658459,-0.05966066883415408,,,,
baseline,PŁOŃSKI,401.27597830610205,371.533731733174,0.9258808197328972,-0.07411918026710283,249.34125591604095,230.8602864207741,0.9258808197328972,-0.07411918026710285,,,,
baseline,RADOMSKI,341.9325618962931,326.0206108199365,0.9534646510758965,-0.04653534892410349,212.46697791806156,202.57975296579477,0.9534646510758965,-0.04653534892410351,,,,
baseline,RADOMSZCZAŃSKI,400.8883994177203,385.7421343455703,0.9622182505301987,-0.03778174946980133,249.10042563458828,239.6889757604414,0.9622182505301987,-0.03778174946980129,,,,
baseline,RADZIECHOWSKI,476.80763688893524,457.53457825047633,0.9595789640362907,-0.04042103596370932,296.2744381413146,284.2987184220767,0.9595789640362906,-0.0404210359637094,,,,
baseline,RADZYMIŃSKI,345.0511341668218,332.87334969220416,0.9647073048925843,-0.035292695107415686,214.40476828837222,206.83784617159458,0.9647073048925843,-0.03529269510741578,,,,
baseline,RADZYŃSKI,351.30045617592094,345.9793921495493,0.9848532390640934,-0.015146760935906663,218.28791575448818,214.9815608793576,0.9848532390640933,-0.015146760935906728,,,,
baseline,RAWICKI,492.47737741367496,469.91389079940205,0.9541837094471858,-0.04581629055281427,306.0111604809126,291.99086423991525,0.9541837094471858,-0.04581629055281427,,,,
baseline,RAWSKI (RAWA MAZOWIECKA),383.15144361789663,366.22957713520805,0.9558350444333333,-0.04416495556666665,238.07919567229607,227.56443857408138,0.9558350444333333,-0.044164955566666636,,,,
baseline,RAWSKI (RAWA RUSKA),408.0149745176701,403.6379969068058,0.9892725074219678,-0.01072749257803216,253.5286727310192,250.80894577597883,0.9892725074219677,-0.01072749257803229,,,,
baseline,ROHATYŃSKI,487.2763034771636,479.7679588150675,0.9845911968045293,-0.01540880319547072,302.77936396790864,298.1138963368773,0.9845911968045292,-0.01540880319547082,,,,
baseline,ROPCZYCKI,375.09864526229796,363.4118455062711,0.9688433965207884,-0.031156603479211564,233.07542030527935,225.8135818540772,0.9688433965207884,-0.031156603479211512,,,,
baseline,RUDECKI,421.9057400567743,413.0024738173869,0.9788974991471097,-0.0211025008528903,262.1599916048179,256.6277601583835,0.9788974991471098,-0.021102500852890234,,,,
baseline,RYBNICKI,460.71323952804386,425.99730367471466,0.9246474099835023,-0.07535259001649772,286.27384635878013,264.7023705816611,0.9246474099835023,-0.07535259001649773,,,,
baseline,RYPIŃSKI,482.0703789851269,409.38636549764,0.8492253068099639,-0.15077469319003609,299.5445534603673,254.38081531563407,0.849225306809964,-0.15077469319003606,,,,
baseline,RZESZOWSKI,388.91776152500915,378.3899635699714,0.972930529287846,-0.027069470712153994,241.66221839655645,235.12055005343672,0.9729305292878461,-0.02706947071215396,,,,
baseline,RÓWIEŃSKI,491.9463533348136,486.17660656135365,0.988271593570421,-0.011728406429578916,305.68119751800646,302.0960441956349,0.988271593570421,-0.011728406429578956,,,,
baseline,SAMBORSKI,409.5580925549222,400.50232800406195,0.9778889375756972,-0.02211106242430278,254.48752152894457,248.86053205421197,0.9778889375756972,-0.022111062424302802,,,,
baseline,SANDOMIERSKI,412.0182626736813,398.76309718084445,0.9678286942748094,-0.032171305725190516,256.01619989580803,247.7798244583585,0.9678286942748094,-0.03217130572519056,,,,
baseline,SANOCKI,460.2040707550994,444.75977488758065,0.9664403319114977,-0.03355966808850226,285.95746364916687,276.3608260816709,0.9664403319114978,-0.033559668088502206,,,,
baseline,SARNEŃSKI,499.96038396467225,495.74261449156603,0.9915637926356096,-0.008436207364390392,310.6608837445124,308.0400841092389,0.9915637926356096,-0.008436207364390446,,,,
baseline,SIEDLECKI,346.3052430678706,340.03486477843813,0.98189349305288,-0.018106506947119978,215.18403519032583,211.2878039622429,0.9818934930528801,-0.018106506947119953,,,,
baseline,SIERADZKI,398.01368603893235,375.8866180511607,0.9444062634931423,-0.05559373650685778,247.31416210769743,233.56504374506778,0.9444062634931422,-0.05559373650685779,,,,
baseline,SIERPECKI,461.39427592995855,398.7207250660402,0.8641648712750124,-0.1358351287249876,286.69702262887427,247.75349565501045,0.8641648712750124,-0.13583512872498757,,,,
baseline,SKAŁACKI,546.5576427131775,539.0486062700247,0.986261217744798,-0.013738782255201946,339.6150690103298,334.9491715266115,0.986261217744798,-0.013738782255201967,,,,
baseline,SKIERNIEWICKI,354.55554799846084,338.16951867493583,0.9537843099169439,-0.046215690083056156,220.3105354153516,210.12873198856354,0.9537843099169439,-0.04621569008305619,,,,
baseline,SOCHACZEWSKI,365.8161347954743,358.599440376457,0.9802723452232305,-0.01972765477676952,227.30753749399867,222.82329286615945,0.9802723452232304,-0.019727654776769597,,,,
baseline,SOKALSKI,427.3707627139161,423.1304305092766,0.990078094772529,-0.009921905227471097,265.55579819830876,262.9209787359797,0.9900780947725288,-0.009921905227471108,,,,
baseline,SOKOŁOWSKI,366.4975204992091,359.14195230190944,0.9799301010624013,-0.020069898937598734,227.73093081011405,223.16039404378978,0.9799301010624013,-0.020069898937598682,,,,
baseline,SOKÓLSKI,448.362665784257,438.0484981974775,0.9769959267934621,-0.023004073206537804,278.59955800102955,272.1906333734648,0.9769959267934621,-0.023004073206537853,,,,
baseline,STANISŁAWOWSKI,498.578498742952,491.0484872132526,0.984897039185034,-0.015102960814966001,309.8022203424068,305.123289548186,0.984897039185034,-0.015102960814965998,,,,
baseline,STAROGARDZKI,534.193980633226,514.7198468196058,0.9635448273106038,-0.036455172689396256,331.9326479400483,319.8319859381453,0.9635448273106039,-0.03645517268939617,,,,
baseline,STOLIŃSKI,542.3253552434575,535.7076361094573,0.9877975110881007,-0.012202488911899302,336.98524831298243,332.8731895569696,0.9877975110881005,-0.012202488911899468,,,,
baseline,STOPNICKI,422.0083119680475,410.31412878280184,0.9722892112463153,-0.027710788753684767,262.22372681589763,254.95730051589837,0.9722892112463153,-0.02771078875368471,,,,
baseline,STOŁPECKI,583.7826224265064,576.1837605349438,0.9869834051243633,-0.013016594875636658,362.74559187978065,358.02387946735854,0.9869834051243634,-0.01301659487563657,,,,
baseline,STRYJSKI,457.7172403531944,449.0472761266846,0.9810582528641052,-0.01894174713589486,284.41221935550476,279.02495501411414,0.9810582528641052,-0.01894174713589481,,,,
baseline,SUWALSKI,560.5622371617902,550.934723528436,0.9828252547262197,-0.017174745273780302,348.31711786745876,342.33486009358785,0.9828252547262197,-0.0171747452737803,,,,
baseline,SZAMOTULSKI,534.5993090058081,504.659965083964,0.9439966655072523,-0.0560033344927478,332.18450723624795,313.5810671641878,0.9439966655072524,-0.05600333449274767,,,,
baseline,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),483.1891767029223,473.34940514465796,0.9796357782154668,-0.02036422178453321,300.2397419170715,294.12559322414126,0.9796357782154668,-0.020364221784533214,,,,
baseline,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),504.88039883742476,497.68767873613893,0.9857536158705145,-0.014246384129485562,313.7180383060095,309.2486906239534,0.9857536158705145,-0.014246384129485578,,,,
baseline,SZUBIŃSKI,492.53766777113043,453.77849759764047,0.9213071959574464,-0.07869280404255366,306.0486231606151,281.96479883074346,0.9213071959574464,-0.07869280404255362,,,,
baseline,SĘPOLEŃSKI,528.4526406952608,495.3988801429541,0.9374518017190351,-0.06254819828096495,328.3651458014549,307.82649755330755,0.9374518017190351,-0.0625481982809649,,,,
baseline,SŁONIMSKI,499.6948424371016,492.6232136845136,0.9858481053794783,-0.01415189462052164,310.49588393998425,306.1017789103599,0.9858481053794784,-0.014151894620521625,,,,
baseline,TARNOBRZESKI,341.45070642301306,331.9069916533646,0.972049509372445,-0.027950490627554916,212.16756690077406,206.23737931064284,0.972049509372445,-0.02795049062755496,,,,
baseline,TARNOGÓRSKI,437.4346971443297,388.9356111485307,0.8891283971929714,-0.1108716028070286,271.80923519926927,241.67330963497366,0.8891283971929714,-0.11087160280702862,,,,
baseline,TARNOPOLSKI,504.87126408816334,497.2550361915754,0.9849145149697845,-0.01508548503021543,313.71236223772615,308.9798590933954,0.9849145149697845,-0.015085485030215421,,,,
baseline,TARNOWSKI,396.15110287306203,375.48973625657663,0.9478447328137166,-0.05215526718628341,246.15680694333744,233.3184329074853,0.9478447328137165,-0.05215526718628344,,,,
baseline,TCZEWSKI,551.9045716324091,532.2192028697891,0.9643319338624156,-0.035668066137584456,342.9374955798017,330.7055783064037,0.9643319338624154,-0.03566806613758457,,,,
baseline,TOMASZOWSKI,439.53192749285057,435.24511471161674,0.9902468682862553,-0.009753131713744648,273.11239331816006,270.448692173472,0.9902468682862554,-0.009753131713744645,,,,
baseline,TORUŃSKI,449.12507926278033,417.1168361462623,0.9287320067517535,-0.07126799324824656,279.0732996265931,259.18430559303914,0.9287320067517534,-0.07126799324824667,,,,
baseline,TREMBOWELSKI,530.4146655854549,522.9215070649166,0.9858730178354559,-0.014126982164544152,329.5842911694997,324.9282597664343,0.985873017835456,-0.014126982164544043,,,,
baseline,TUCHOLSKI,518.6184680401084,492.31134626255647,0.9492746143866257,-0.05072538561337426,322.2544761045502,305.907993538511,0.9492746143866259,-0.05072538561337419,,,,
baseline,TURCZAŃSKI,455.8675613984501,447.0013956248399,0.9805510053261703,-0.019448994673829705,283.26288249371635,277.7537042008024,0.9805510053261703,-0.019448994673829673,,,,
baseline,TURECKI,492.3860705782004,473.9532944166365,0.9625643833914338,-0.037435616608566216,305.954425061247,294.5008325049598,0.9625643833914337,-0.03743561660856627,,,,
baseline,TŁUMACKI,520.8620625427402,513.4062833568051,0.9856856935413236,-0.0143143064586764,323.64858066424506,319.0157756957014,0.9856856935413235,-0.014314306458676443,,,,
baseline,WADOWICKI,429.18901235464625,395.85439527439684,0.9223311498647956,-0.07766885013520441,266.6856057958189,245.97244144604724,0.9223311498647956,-0.07766885013520441,,,,
