District,year,rural_pop,city_pop_sum,pop_total,MA_district
RÓWIEŃSKI,1924,180271.7,38240.5,218512.2,13490.426857129465
KOPYCZYNIECKI,1924,82388.9,10569.699999999999,92958.59999999999,14254.609656282286
KRASNOSTAWSKI,1924,112813.1,9390.6,122203.70000000001,17579.431569914406
ŻYDACZOWSKI,1924,61979.1,14978.599999999999,76957.7,16246.229370100602
STOPNICKI,1924,132265.7,12098.400000000001,144364.1,15263.891909482132
JAWOROWSKI,1924,69792.9,11007.9,80800.79999999999,17420.517520371213
SZAMOTULSKI,1924,50069.7,18077.0,68146.7,14329.377181312217
CHODZIESKI,1924,30809.0,13670.4,44479.4,14474.191498663895
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1924,87157.9,1869.6,89027.5,11766.046935175224
MIECHOWSKI,1924,135235.01251997676,14485.6,149720.61251997677,17806.131551802217
WADOWICKI,1924,113920.5,20954.4,134874.9,19484.182712515165
KIELECKI,1924,138428.8,53266.5,191695.3,20763.59048916894
KAŁUSKI,1924,80601.0,9727.2,90328.2,13839.26640730813
LUBELSKI,1924,146658.0,99941.8,246599.8,20742.655127149716
WŁODAWSKI,1924,71691.8,19821.4,91513.20000000001,15958.575001748712
OPATOWSKI,1924,137598.0,32380.0,169978.0,19022.792185082268
NIEŚWIESKI,1924,92494.9,12797.0,105291.9,10317.135747312157
JĘDRZEJOWSKI,1924,85939.08748002324,18046.3,103985.38748002324,21072.57579540332
GARWOLIŃSKI,1924,136128.8,13542.1,149670.9,19093.128866521027
GORLICKI,1924,86469.79999999999,9734.3,96204.09999999999,17558.540480384876
JANOWSKI,1924,121531.9,16334.900000000001,137866.8,19070.9998339479
BIALSKI (BIAŁA KRAKOWSKA),1924,83182.7,38821.600000000006,122004.3,18423.532611810195
ŁUCKI,1924,198827.2,35500.399999999994,234327.6,14491.98020978884
SARNEŃSKI,1924,135369.19999999998,11409.0,146778.19999999998,13871.74546172603
LIMANOWSKI,1924,78707.0,2164.9,80871.9,16863.060613332975
DUBIEŃSKI,1924,177169.09999999998,14801.7,191970.8,14511.633575588285
ŁOMŻYŃSKI,1924,111733.0,40814.899999999994,152547.9,15555.696839736314
BRZESKI (BRZESKO),1924,94703.3,5258.0,99961.3,16706.530257286497
LUBACZOWSKI,1924,74713.7,8010.0,82723.7,16041.549798461912
KAMIONECKI,1924,69908.8,13554.1,83462.90000000001,17798.844159228036
KOLSKI,1924,92792.3,21439.0,114231.3,18537.602819832555
LUBOMELSKI,1924,61474.0,3562.9,65036.9,15906.766289661198
LIPNOWSKI,1924,83785.7,11902.0,95687.7,14289.07902330287
TREMBOWELSKI,1924,69790.2,11885.5,81675.7,15239.594295298886
BRZESKI (BRZEŚĆ N.BUG.),1924,108535.01155513756,40052.0,148587.01155513758,18457.366131485833
TŁUMACKI,1924,88691.5,17848.0,106539.5,15828.00220424645
MOŁODECZAŃSKI,1924,74678.56666666667,10423.0,85101.56666666667,10367.67462657604
MORSKI,1924,61433.5,24304.5,85738.0,10136.133385421697
BYDGOSKI,1924,42627.3,108158.5,150785.8,16155.296036908918
LWÓW (MIASTO),1924,1.0,316177.0,316178.0,22354.110810747447
ROPCZYCKI,1924,90163.6,14274.5,104438.1,20102.86927062505
KOLBUSZOWSKI,1924,61465.0,6515.2,67980.2,15390.272131926204
WŁODZIMIERSKI,1924,112059.7,19920.2,131979.9,17720.42748877897
ŁÓDZKI,1924,76378.4,49389.6,125768.0,24088.94496536943
LESKI,1924,90925.2,7350.5,98275.7,14029.017755600105
GOSTYŃSKI,1924,43461.1,14742.3,58203.399999999994,16680.226301142862
OBORNICKI,1924,37154.8,13493.5,50648.3,15182.906796914871
WŁOCŁAWSKI,1924,66696.09999999999,65881.0,132577.09999999998,18270.245239383898
KRAKÓW (MIASTO),1924,1.0,194972.2,194973.2,18531.11113582663
PRZEMYSKI,1924,102396.1,50894.0,153290.1,20360.770441721743
WILNO (MIASTO),1924,1.0,149182.7,149183.7,12576.468781697284
WYSOKOMAZOWIECKI,1924,63873.9,17285.5,81159.4,15328.067388945403
ZAMOJSKI,1924,114684.7,20598.0,135282.7,19620.844383559837
ŚNIATYŃSKI,1924,57667.5,16698.6,74366.1,12708.571150031663
SAMBORSKI,1924,102016.5,25869.7,127886.2,20353.245210760666
MIŃSKI,1924,82278.4,19651.0,101929.4,22023.78290904068
KARTUSKI,1924,61566.59999999999,4118.4,65684.99999999999,11112.2844468021
BÓBRECKI,1924,82727.9,10158.9,92886.79999999999,16046.33523463569
BIELSKI (BIELSK PODLASKI),1924,140464.9,23144.6,163609.5,16182.834850764753
STAROGARDZKI,1924,55038.79999999999,11333.0,66371.79999999999,13109.974492593894
SIEDLECKI,1924,98601.2,40054.4,138655.6,19492.689933407786
KRAKOWSKI,1924,146133.0,10405.9,156538.9,18899.019542674563
DZIAŁDOWSKI,1924,32985.3,7565.6,40550.9,15288.704592011512
CIECHANOWSKI,1924,58937.4,12570.1,71507.5,18891.63588334513
HOROCHOWSKI,1924,90025.9,10729.3,100755.2,13328.051746427025
KUTNOWSKI,1924,71193.4,30789.299999999996,101982.69999999998,21360.17130513404
PIŃCZOWSKI,1924,105602.8,16508.0,122110.8,16353.808982419087
CHOJNICKI,1924,53641.29999999999,18579.9,72221.19999999998,12625.49273718891
IWACEWICKI,1924,52707.9,6411.1,59119.0,13436.748290176893
ŻYWIECKI,1924,104757.3,11420.3,116177.6,17832.707147803656
TARNOGÓRSKI,1924,45221.557365078406,17082.0,62303.557365078406,21895.91379799773
LUBAWSKI,1924,43527.8,8846.5,52374.3,15458.359243682296
TURECKI,1924,85622.7,16394.8,102017.5,13784.107688422462
PRUŻAŃSKI,1924,69603.0,13792.7,83395.7,15116.418850774335
ŁOWICKI,1924,83954.09999999999,16799.6,100753.69999999998,23697.859877480976
RZESZOWSKI,1924,138738.9,39082.899999999994,177821.8,19106.53913775283
WARSZAWSKI,1924,176433.09999999998,48498.0,224931.09999999998,27671.68151765097
IŁŻECKI,1924,133118.9,10752.5,143871.4,17661.617439005906
BRZOZOWSKI,1924,76151.79999999999,4184.6,80336.4,16635.31118352384
PIOTRKOWSKI,1924,147079.69999999998,57702.1,204781.8,19484.395715923445
SĘPOLEŃSKI,1924,23930.6,4583.1,28513.699999999997,14655.194887488271
POZNAŃSKI,1924,73451.59999999999,9394.8,82846.4,17730.84235525862
TARNOPOLSKI,1924,98185.7,36344.1,134529.8,15835.625242099837
WILEŃSKO-TROCKI,1924,171905.61635012517,11326.099999999999,183231.71635012518,11531.20981688607
KROTOSZYŃSKI,1924,49558.99999999999,26180.5,75739.5,16776.047141393108
GRODZIEŃSKI,1924,114077.6,51763.399999999994,165841.0,13213.826060908186
KOSOWSKI (KOSÓW HUCULSKI),1924,76211.0,10527.5,86738.5,10986.791108640447
TURCZAŃSKI,1924,92279.7,10082.7,102362.4,16716.215054280714
PŁOCKI,1924,83035.59999999999,33631.9,116667.5,16216.191090188175
RADZYMIŃSKI,1924,66051.5,13976.2,80027.7,23732.13721156946
WYRZYSKI,1924,47128.3,16705.3,63833.600000000006,15285.375149025369
DROHOBYCKI,1924,108071.09999999998,66039.4,174110.49999999997,18334.210517082956
KONIŃSKI,1924,162891.19999999998,37081.1,199972.3,16704.017199842325
ŁASKI,1924,110114.6,46033.7,156148.3,18563.98768808471
RYPIŃSKI,1924,70970.59999999999,7568.2,78538.79999999999,14465.226013388568
KOSZYRSKI,1924,61288.8,12670.5,73959.3,11687.49499663283
WĘGROWSKI,1924,74325.0,8790.2,83115.2,15793.502744888106
WOŁOŻYŃSKI,1924,93675.1,4531.7,98206.8,9457.814632505764
GRÓJECKI,1924,103071.3,25576.4,128647.70000000001,19697.420089875213
PSZCZYŃSKI,1924,120542.61481505077,18177.3,138719.91481505075,20413.56710183018
BRZEZIŃSKI,1924,83237.9,49559.3,132797.2,22514.85474104291
ŁÓDŹ (MIASTO),1924,1.0,498021.9,498022.9,21801.249092132948
STOŁPECKI,1924,81398.28285987781,3952.6,85350.88285987782,10780.430351582649
WĄBRZESKI,1924,29660.899999999998,18037.9,47698.8,16633.39136940046
BRODNICKI,1924,44738.5,9102.699999999999,53841.2,16736.882651060823
KOSTOPOLSKI,1924,123792.8,6652.799999999999,130445.6,13016.900693310092
GRUDZIĄDZKI,1924,39558.9,42607.899999999994,82166.79999999999,16371.407216768728
OSTROWSKI (OSTRÓW MAZOWIECKA),1924,73117.7,18178.5,91296.2,17883.262391155342
NIESZAWSKI,1924,87853.4,18899.7,106753.09999999999,18054.707518118812
SZUBIŃSKI,1924,36240.1,11064.7,47304.8,16419.23299040206
KONECKI,1924,120828.0,34863.8,155691.8,20990.506149848356
RAWICKI,1924,32455.4,17430.1,49885.5,16348.544655654818
NOWOTOMYSKI,1924,60274.7,25999.300000000003,86274.0,13783.805451086884
BIALSKI (BIAŁA PODLASKA),1924,73895.51982686247,19984.0,93879.51982686247,18214.82363206131
OLKUSKI,1924,124745.5,16140.5,140886.0,18482.033204106447
KOZIENICKI,1924,114660.5,15251.5,129912.0,19864.07269779678
SANOCKI,1924,89346.79999999999,16428.6,105775.4,14243.514464828177
WRZESIŃSKI,1924,34235.5,9568.2,43803.7,17374.73671529383
BRODZKI,1924,72698.9,11327.2,84026.09999999999,17050.804639009784
CHEŁMSKI,1924,108713.2,25021.3,133734.5,19509.96788681087
DROHICKI,1924,71038.29999999999,2231.8,73270.09999999999,13380.326269264326
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1924,78904.8,22839.100000000002,101743.90000000001,17665.001930116
TOMASZOWSKI,1924,96259.1,8477.2,104736.3,15843.62750986643
KĘPIŃSKI,1924,78616.29999999999,13708.4,92324.69999999998,15370.695599643906
BOCHEŃSKI,1924,94351.1,19683.6,114034.70000000001,19471.535692211848
GNIEŹNIEŃSKI,1924,54775.8,32903.8,87679.6,16479.24709022507
LUBLINIECKI,1924,29632.82100292075,8972.800000000001,38605.62100292075,16524.99482906576
ZŁOCZOWSKI,1924,92609.2,18609.2,111218.4,16994.87275288685
BRASŁAWSKI,1924,127701.09999999998,2072.4,129773.49999999997,8589.765376034871
ŁUKOWSKI,1924,99567.5,20204.1,119771.6,18813.79331462415
SŁONIMSKI,1924,81764.0,11635.3,93399.3,13595.010572031546
PRZASNYCKI,1924,50775.5,9509.9,60285.4,14049.29704249395
ŻNIŃSKI,1924,33564.4,9487.0,43051.4,16293.538320462429
TARNOBRZESKI,1924,64038.7,7994.8,72033.5,21399.710295284447
AUGUSTOWSKI,1924,56316.59999999999,9777.5,66094.09999999999,11968.310972669624
HRUBIESZOWSKI,1924,97007.6,14646.5,111654.1,17500.016870732943
PUŁTUSKI,1924,75651.9,34394.899999999994,110046.79999999999,16605.415072521268
SOCHACZEWSKI,1924,59460.4,7058.1,66518.5,20983.869865253528
NOWOGRÓDZKI,1924,112158.01714012216,10606.8,122764.81714012216,12490.036637448744
TUCHOLSKI,1924,34971.2,5551.2,40522.399999999994,14274.46508956593
POSTAWSKI,1924,88704.81666666665,1611.6,90316.41666666666,8973.572305274416
INOWROCŁAWSKI,1924,47920.0,29745.4,77665.4,16043.139756942466
BIAŁOSTOCKI,1924,96565.4,104185.29999999999,200750.69999999998,16461.79149446069
DĄBROWSKI,1924,56814.2,7791.1,64605.299999999996,18863.90469060141
ROHATYŃSKI,1924,100683.3,13358.3,114041.6,15444.359426612182
ŚWIĘCIAŃSKI,1924,116451.56666666664,9724.1,126175.66666666664,10091.449914344974
ŚREMSKI,1924,42820.2,15214.5,58034.7,14584.825816784725
SKAŁACKI,1924,70396.1,13613.7,84009.8,13601.367990397768
ŁUNINIECKI,1924,81160.7,8401.4,89562.09999999999,12104.279281515142
MAKOWSKI (MAKÓW MAZOWIECKI),1924,50436.8,9912.0,60348.8,13431.155062656435
ZALESZCZYCKI,1924,62565.3,4044.0,66609.3,12534.918685635423
OPOCZYŃSKI,1924,113568.4,8452.7,122021.09999999999,21919.959443166892
KALISKI,1924,129792.2,55160.1,184952.3,16454.934494243163
WIELUŃSKI,1924,170069.09999999998,21173.3,191242.39999999997,11358.290108993331
NOWOTARSKI,1924,91736.8,22762.2,114499.0,17073.54699930589
M. ST. WARSZAWA,1924,1.0,1009162.4,1009163.4,22188.219106138407
TCZEWSKI,1924,35860.7,25261.399999999998,61122.09999999999,12432.877237978131
CHORZÓW,1924,22739.6509148704,76587.9,99327.5509148704,27520.32128318836
PODHAJECKI,1924,79817.6,5092.7,84910.3,16170.35108743382
POZNAŃ (MIASTO),1924,1.0,192604.8,192605.8,17281.971196016155
OSTROŁĘCKI,1924,88795.29999999999,10432.9,99228.19999999998,16153.551694975375
RADZIECHOWSKI,1924,57629.9,8356.7,65986.6,14553.988638075743
SUWALSKI,1924,75280.2,20838.199999999997,96118.4,11560.858985495152
KOŚCIAŃSKI,1939,56385.200000000004,22735.0,79120.20000000001,25043.30953447746
ZBOROWSKI,1939,72634.40000000001,16854.0,89488.40000000001,19995.44434277058
MIĘDZYCHODZKI,1939,22541.800000000003,8509.0,31050.800000000003,19719.866562766187
KOŁOMYJSKI,1939,148459.59999999998,49993.0,198452.59999999998,21876.543590823017
DZIŚNIEŃSKI,1939,157582.80000000002,17247.0,174829.80000000002,13366.10807024643
STOLIŃSKI,1939,126940.79999999999,16894.0,143834.8,18252.289989676763
STANISŁAWOWSKI,1939,151180.40000000002,78771.0,229951.40000000002,24301.94425433442
ŚREDZKI,1939,37481.0,13904.0,51385.0,25375.03660484924
WOŁKOWYSKI,1939,193398.59999999998,21188.0,214586.59999999998,23150.616362380082
HORODEŃSKI,1939,88029.40000000001,13780.0,101809.40000000001,18299.660596400416
KATOWICE,1939,105879.43115207237,222820.0,328699.4311520724,34707.2578768751
MIELECKI,1939,70771.20000000001,12740.0,83511.20000000001,31035.50178743535
PUŁAWSKI,1939,175142.40000000002,19673.0,194815.40000000002,27986.580517931165
RAWSKI (RAWA RUSKA),1939,114408.59999999999,19476.0,133884.59999999998,27538.90819387936
MOGILEŃSKI,1939,64228.399999999994,26491.0,90719.4,26377.511215831997
SOKALSKI,1939,98216.0,17032.0,115248.0,26807.79692589379
BUCZACKI,1939,128753.59999999999,25038.0,153791.59999999998,21355.833759437584
PRZEMYŚLAŃSKI,1939,87396.40000000001,10989.0,98385.40000000001,25470.22962891071
GOSTYNIŃSKI,1939,70157.0,15929.0,86086.0,28270.386535685015
BIŁGORAJSKI,1939,121404.40000000001,8828.0,130232.40000000001,25640.694599338978
RUDECKI,1939,74248.59999999999,9630.0,83878.59999999999,23975.46044384706
RADOMSZCZAŃSKI,1939,174784.80000000002,26350.0,201134.80000000002,31635.162542939343
STRYJSKI,1939,129073.20000000001,41560.0,170633.2,21650.546211643872
PŁOŃSKI,1939,75764.59999999999,12000.0,87764.59999999999,30588.032666528463
KRZEMIENIECKI,1939,247219.0,22470.0,269689.0,19000.871337830467
CHRZANOWSKI,1939,96741.79999999999,59707.0,156448.8,35092.10114025339
MYŚLENICKI,1939,95941.59999999999,13585.0,109526.59999999999,22918.830577032248
TARNOWSKI,1939,105059.20000000001,57963.0,163022.2,30043.402265664725
SOKOŁOWSKI,1939,78942.40000000001,13543.0,92485.40000000001,28996.093718612305
CZORTKOWSKI,1939,70031.40000000001,19038.0,89069.40000000001,21962.70016031819
SIERPECKI,1939,69680.59999999999,21998.0,91678.59999999999,25686.96323082847
SANDOMIERSKI,1939,120161.59999999999,13728.0,133889.59999999998,24049.797629531404
RADZYŃSKI,1939,82596.71788598559,24980.0,107576.71788598559,28365.938071723933
RYBNICKI,1939,211713.69590301262,34698.0,246411.69590301262,29319.115821872987
WOLSZTYŃSKI,1939,40315.399999999994,7063.0,47378.399999999994,23130.6892907103
ŻÓŁKIEWSKI,1939,83337.0,19553.0,102890.0,27605.738424610263
LIDZKI,1939,187453.40000000002,26257.0,213710.40000000002,19730.952848103345
CIESZYŃSKI,1939,64011.03213608264,25598.0,89609.03213608265,28560.607959125253
LESZCZYŃSKI,1939,37323.399999999994,26587.0,63910.399999999994,24594.870243845726
PIŃSKI,1939,185592.80000000002,36700.0,222292.80000000002,20283.278027459466
DOLIŃSKI,1939,110228.59999999999,26554.0,136782.59999999998,23555.011027460172
NADWÓRNIAŃSKI,1939,144671.0,19311.0,163982.0,20340.584354975865
ZBARASKI,1939,58101.200000000004,8976.0,67077.20000000001,21311.082490260746
BŁOŃSKI,1939,103697.59999999999,60757.0,164454.59999999998,40288.00379460535
SKIERNIEWICKI,1939,52901.200000000004,21214.0,74115.20000000001,35809.04775469063
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),1939,57720.799999999996,18026.0,75746.79999999999,21208.111416710282
LWOWSKI,1939,151439.40000000002,10818.0,162257.40000000002,30636.258004190553
MOŚCISKI,1939,83852.20000000001,10275.0,94127.20000000001,24373.65946962612
TORUŃSKI,1939,47453.399999999994,94198.0,141651.4,29234.329393397584
SIERADZKI,1939,127611.20000000001,50387.0,177998.2,30779.741006835236
CZARNKOWSKI,1939,34008.799999999996,9196.0,43204.799999999996,20158.06326361822
RADOMSKI,1939,159997.0,90129.0,250126.0,32885.4833304664
KOWELSKI,1939,286580.0,38300.0,324880.0,24165.766312611457
WILEJSKI,1939,141836.59999999998,6322.0,148158.59999999998,13740.52315039906
KROŚNIEŃSKI,1939,106716.20000000001,20038.0,126754.20000000001,26852.403432806197
OSZMIAŃSKI,1939,113691.62887725966,13500.0,127191.62887725966,14003.142404420387
JAROSŁAWSKI,1939,127607.0,28412.0,156019.0,29634.27255584124
CHEŁMIŃSKI,1939,42525.200000000004,13452.0,55977.200000000004,24950.786532211754
ŚWIĘTOCHŁOWICKI,1939,165250.82957733862,47786.0,213036.82957733862,38403.35051897275
NOWOSĄDECKI,1939,148184.40000000002,57429.0,205613.40000000002,26613.196389256864
KOŚCIERSKI,1939,41544.200000000004,13199.0,54743.200000000004,19873.756543454547
BARANOWICKI,1939,156758.80000000002,34856.0,191614.80000000002,18746.40163400581
ŚWIECKI,1939,77345.20000000001,14095.0,91440.20000000001,24638.402306013675
LUBARTOWSKI,1939,104283.0,12316.0,116599.0,30872.702694594933
GRÓDECKI,1939,76595.20000000001,18015.0,94610.20000000001,28406.90218789587
RAWSKI (RAWA MAZOWIECKA),1939,84550.40000000001,16370.0,100920.40000000001,29763.879178098792
BĘDZIŃSKI,1939,255231.59999999998,276201.0,531432.6,32466.220522666023
DOBROMILSKI,1939,98286.79999999999,4314.0,102600.79999999999,24968.171387093884
KOBRYŃSKI,1939,135930.19999999998,11020.0,146950.19999999998,24459.092582141828
BRZEŻAŃSKI,1939,96614.20000000001,18186.0,114800.20000000001,23505.139248069932
PRZEWORSKI,1939,54635.399999999994,9389.0,64024.399999999994,30165.593016654515
JASIELSKI,1939,113678.0,12000.0,125678.0,27659.11342288017
ŁĘCZYCKI,1939,98254.20000000001,33402.0,131656.2,35065.77830238487
NIŻAŃSKI,1939,56392.799999999996,12182.0,68574.79999999999,26762.009001918872
WĄGROWIECKI,1939,42461.799999999996,12375.0,54836.799999999996,24312.95219601595
WŁOSZCZOWSKI,1939,88932.59999999999,15940.0,104872.59999999999,27348.665347278242
BORSZCZOWSKI,1939,98788.40000000001,16417.0,115205.40000000001,16457.914445193037
ŁAŃCUCKI,1939,88153.0,14822.0,102975.0,28214.669938553998
SOKÓLSKI,1939,100593.0,14098.0,114691.0,23748.741632126847
BIELSKO,1939,64352.547343402686,34057.0,98409.5473434027,29082.538294102163
ZDOŁBUNOWSKI,1939,107833.40000000001,24384.0,132217.40000000002,20008.9475581775
MŁAWSKI,1939,92899.0,19900.0,112799.0,25145.776813143504
JAROCIŃSKI,1939,67026.0,21344.0,88370.0,27919.504404414176
CZĘSTOCHOWSKI,1939,194526.80000000002,152686.0,347212.80000000005,30758.165354548055
RÓWIEŃSKI,1939,239655.19999999998,53183.0,292838.19999999995,20314.705487438707
KOPYCZYNIECKI,1939,90073.40000000001,10985.0,101058.40000000001,20793.63041470481
KRASNOSTAWSKI,1939,136193.59999999998,11680.0,147873.59999999998,26161.11420368294
ŻYDACZOWSKI,1939,73659.59999999999,16546.0,90205.59999999999,23607.64763689241
STOPNICKI,1939,148869.19999999998,13820.0,162689.19999999998,22658.190996465535
JAWOROWSKI,1939,79592.40000000001,12794.0,92386.40000000001,25841.053103909115
SZAMOTULSKI,1939,48913.200000000004,20674.0,69587.20000000001,22483.698669944737
CHODZIESKI,1939,30749.0,15075.0,45824.0,23097.663021661006
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1939,124452.40000000001,3524.0,127976.40000000001,17719.74142020245
MIECHOWSKI,1939,142153.68983020622,16681.0,158834.68983020622,28802.300370524554
WADOWICKI,1939,132603.0,25199.0,157802.0,30147.772090848117
KIELECKI,1939,174947.80000000002,74484.0,249431.80000000002,32357.359883220262
KAŁUSKI,1939,101001.0,14699.0,115700.0,20003.730879212493
LUBELSKI,1939,182208.0,122000.0,304208.0,31260.583128940478
WŁODAWSKI,1939,111675.79999999999,25152.0,136827.8,23945.298024352054
OPATOWSKI,1939,166413.0,38600.0,205013.0,29127.132716011856
NIEŚWIESKI,1939,111099.40000000001,14485.0,125584.40000000001,15405.446563830517
JĘDRZEJOWSKI,1939,94270.91016979376,22307.0,116577.91016979376,33040.881195261136
GARWOLIŃSKI,1939,155517.80000000002,17283.0,172800.80000000002,28548.36871906837
GORLICKI,1939,102648.79999999999,11690.0,114338.79999999999,26220.440083018082
JANOWSKI,1939,148326.40000000002,20686.0,169012.40000000002,28500.81133987808
BIALSKI (BIAŁA KRAKOWSKA),1939,109686.20000000001,53049.0,162735.2,28171.83023784425
ŁUCKI,1939,297278.19999999995,55837.0,353115.19999999995,23460.799765480097
SARNEŃSKI,1939,202845.19999999998,21526.0,224371.19999999998,21418.233828066353
LIMANOWSKI,1939,92327.0,2587.0,94914.0,25409.492836456557
DUBIEŃSKI,1939,244529.59999999998,23481.0,268010.6,21720.666261276532
ŁOMŻYŃSKI,1939,135973.0,48268.0,184241.0,24547.078757050902
BRZESKI (BRZESKO),1939,102954.79999999999,3863.0,106817.79999999999,24571.05013754612
LUBACZOWSKI,1939,82527.20000000001,9909.0,92436.20000000001,24039.511246322152
KAMIONECKI,1939,79052.79999999999,9384.0,88436.79999999999,26323.986428730583
KOLSKI,1939,102123.79999999999,23932.0,126055.79999999999,30585.953535658762
LUBOMELSKI,1939,104164.0,7800.0,111964.0,23892.856881127394
LIPNOWSKI,1939,99774.20000000001,15225.0,114999.20000000001,28367.04301181807
TREMBOWELSKI,1939,73846.20000000001,12938.0,86784.20000000001,22607.864831032097
BRZESKI (BRZEŚĆ N.BUG.),1939,224205.40937376503,65224.0,289429.409373765,28673.28564261984
TŁUMACKI,1939,106834.0,15180.0,122014.0,23511.135431008322
MOŁODECZAŃSKI,1939,91968.06666666664,8666.0,100634.06666666664,16160.72334696228
MORSKI,1939,83851.0,139769.0,223620.0,17496.177990669796
BYDGOSKI,1939,44578.799999999996,156981.0,201559.8,26571.014174167347
LWÓW (MIASTO),1939,1.0,318144.0,318145.0,33301.505837025725
ROPCZYCKI,1939,99661.59999999999,17739.0,117400.59999999999,30142.36567487473
KOLBUSZOWSKI,1939,64360.0,6782.0,71142.0,24905.88516679917
WŁODZIMIERSKI,1939,183938.19999999998,5141.0,189079.19999999998,26805.462455402016
ŁÓDZKI,1939,124720.40000000001,75022.0,199742.40000000002,38012.3065921473
LESKI,1939,118231.20000000001,8322.0,126553.20000000001,20813.643701143388
GOSTYŃSKI,1939,40441.600000000006,16106.0,56547.600000000006,25965.44484802586
OBORNICKI,1939,36293.799999999996,15598.0,51891.799999999996,23732.5449150076
WŁOCŁAWSKI,1939,76441.59999999999,89814.0,166255.59999999998,29435.494025796106
KRAKÓW (MIASTO),1939,1.0,259000.0,259001.0,28726.42560779309
PRZEMYSKI,1939,121186.59999999999,58500.0,179686.59999999998,30168.757747690244
WILNO (MIASTO),1939,1.0,208770.0,208771.0,19893.553727218776
WYSOKOMAZOWIECKI,1939,75083.40000000001,23260.0,98343.40000000001,23499.384136386052
ZAMOJSKI,1939,137378.19999999998,28000.0,165378.19999999998,29866.815878863745
ŚNIATYŃSKI,1939,63885.0,18000.0,81885.0,18925.17180839206
SAMBORSKI,1939,112344.0,27893.0,140237.0,30266.090711804834
MIŃSKI,1939,97305.40000000001,23660.0,120965.40000000001,34877.22727424511
KARTUSKI,1939,65964.59999999999,5600.0,71564.59999999999,18538.324647258378
BÓBRECKI,1939,101917.40000000001,5609.0,107526.40000000001,23004.03140897176
BIELSKI (BIELSK PODLASKI),1939,225234.40000000002,25953.0,251187.40000000002,24999.191458500707
STAROGARDZKI,1939,62397.799999999996,18731.0,81128.79999999999,20731.780092877667
SIEDLECKI,1939,114822.20000000001,49453.0,164275.2,30054.52899512081
KRAKOWSKI,1939,208863.0,16031.0,224894.0,29190.449794276927
DZIAŁDOWSKI,1939,34261.799999999996,13642.0,47903.799999999996,24126.601069283028
CIECHANOWSKI,1939,71519.40000000001,15200.0,86719.40000000001,30030.263933248472
HOROCHOWSKI,1939,132270.40000000002,12893.0,145163.40000000002,21105.86004282691
KUTNOWSKI,1939,74550.40000000001,37418.0,111968.40000000001,34593.38189889439
PIŃCZOWSKI,1939,115436.79999999999,15760.0,131196.8,25183.613105678225
CHOJNICKI,1939,56387.799999999996,25475.0,81862.79999999999,19836.406284136567
IWACEWICKI,1939,103592.40000000001,8203.0,111795.40000000001,20972.844400996015
ŻYWIECKI,1939,133933.80000000002,13531.0,147464.80000000002,27313.465217328598
TARNOGÓRSKI,1939,47770.36301133895,20348.0,68118.36301133895,34615.75260048128
LUBAWSKI,1939,43746.799999999996,10749.0,54495.799999999996,24664.603147359798
TURECKI,1939,86341.20000000001,16839.0,103180.20000000001,21221.902866608518
PRUŻAŃSKI,1939,126273.0,13579.0,139852.0,23920.065019657308
ŁOWICKI,1939,90849.59999999999,19000.0,109849.59999999999,36466.39218170344
RZESZOWSKI,1939,150713.40000000002,51802.0,202515.40000000002,28529.268225639415
WARSZAWSKI,1939,365788.60000000003,70968.0,436756.60000000003,51442.012803826314
IŁŻECKI,1939,163378.40000000002,18305.0,181683.40000000002,26676.764354294806
BRZOZOWSKI,1939,82175.79999999999,4750.0,86925.79999999999,24566.978154976943
PIOTRKOWSKI,1939,166038.19999999998,70187.0,236225.19999999998,30402.754589813903
SĘPOLEŃSKI,1939,24728.600000000002,5873.0,30601.600000000002,23492.730659781577
POZNAŃSKI,1939,89099.59999999999,13981.0,103080.59999999999,27203.441739354566
TARNOPOLSKI,1939,109044.20000000001,43158.0,152202.2,23557.880567990433
WILEŃSKO-TROCKI,1939,243401.78622250765,12263.0,255664.78622250765,18065.240506950515
KROTOSZYŃSKI,1939,44519.0,30040.0,74559.0,26242.04003839751
GRODZIEŃSKI,1939,189815.59999999998,73343.0,263158.6,20241.19234319989
KOSOWSKI (KOSÓW HUCULSKI),1939,90536.0,15724.0,106260.0,16061.744338990527
TURCZAŃSKI,1939,118063.20000000001,10145.0,128208.20000000001,24979.03371903082
PŁOCKI,1939,99703.59999999999,39987.0,139690.59999999998,26654.379836584958
RADZYMIŃSKI,1939,90464.0,23279.0,113743.0,40294.17685163941
WYRZYSKI,1939,48074.799999999996,20801.0,68875.79999999999,24605.632708528778
DROHOBYCKI,1939,133956.59999999998,48666.0,182622.59999999998,27197.421653325357
KONIŃSKI,1939,177852.19999999998,41459.0,219311.19999999998,26769.261753362785
ŁASKI,1939,130802.59999999999,59420.0,190222.59999999998,26677.666115572454
RYPIŃSKI,1939,86588.59999999999,9100.0,95688.59999999999,28680.091456459148
KOSZYRSKI,1939,97852.79999999999,21168.0,119020.79999999999,18174.111055218833
WĘGROWSKI,1939,85140.0,10103.0,95243.0,23585.464046088568
