District,MA_1913,MA_1939,delta,pct_change,log_change,from_year,to_year
ŁÓDŹ (MIASTO),15599.232666573329,35559.30697710775,19960.074310534423,1.2795548817799016,0.8239801966175051,1913,1939
ŁĘCZYCKI,12379.239229521925,35065.77830238487,22686.539072862943,1.8326278903117275,1.0412048639375442,1913,1939
ŚNIATYŃSKI,8970.850123190785,18925.17180839206,9954.321685201276,1.109629694901277,0.7465124320392516,1913,1939
ŚREDZKI,11990.44570565574,25375.03660484924,13384.5908991935,1.1162713403456017,0.7496557384524518,1913,1939
ŚREMSKI,10699.506586889982,22730.830147271463,12031.323560381481,1.1244746159718582,0.7535245322649899,1913,1939
ŚWIECKI,11454.753384907204,24638.402306013675,13183.64892110647,1.1509325847623448,0.7659015084473229,1913,1939
ŚWIĘCIAŃSKI,7003.610438233203,15758.581521619608,8754.971083386405,1.2500653999246443,0.8109592824270777,1913,1939
ŚWIĘTOCHŁOWICKI,18963.910142859997,38403.35051897275,19439.440376112754,1.025075537147691,0.7056070021579437,1913,1939
ŻNIŃSKI,12126.187692857084,26286.021397776094,14159.83370491901,1.167706954862643,0.7736699060200358,1913,1939
ŻYDACZOWSKI,11429.85628194882,23607.64763689241,12177.791354943589,1.0654369621581314,0.7253418079787082,1913,1939
ŻYWIECKI,13543.25956045148,27313.465217328598,13770.205656877117,1.0167571252262162,0.7014908378527362,1913,1939
ŻÓŁKIEWSKI,12546.539631673359,27605.738424610263,15059.198792936904,1.2002671043193782,0.7885787640488076,1913,1939
