District,MA_1924,MA_1939,delta,pct_change,log_change,from_year,to_year
AUGUSTOWSKI,11968.310972669624,18679.388655326664,6711.07768265704,0.5607372417028766,0.44515830046074534,1924,1939
BARANOWICKI,11910.362113421745,18746.40163400581,6836.039520584067,0.57395732014567,0.45359303409115626,1924,1939
BIALSKI (BIAŁA KRAKOWSKA),18423.532611810195,28171.83023784425,9748.297626034055,0.5291220653190594,0.42469375719340796,1924,1939
BIALSKI (BIAŁA PODLASKA),18214.82363206131,28225.499227714634,10010.675595653323,0.5495894880932453,0.4379900494617015,1924,1939
BIAŁOSTOCKI,16461.79149446069,25837.731119308948,9375.939624848259,0.5695576710471164,0.45079384147800816,1924,1939
BIELSKI (BIELSK PODLASKI),16182.834850764753,24999.191458500707,8816.356607735954,0.5447967979058574,0.4348923793088506,1924,1939
BIELSKO,18631.844500745367,29082.538294102163,10450.693793356797,0.5609049492087976,0.4452657487176719,1924,1939
BIŁGORAJSKI,17050.34483005469,25640.694599338978,8590.349769284287,0.5038226414132136,0.40801029398171806,1924,1939
BOCHEŃSKI,19471.535692211848,30817.391472565894,11345.855780354046,0.5826893142738669,0.45912549775401246,1924,1939
BORSZCZOWSKI,11137.68276535564,16457.914445193037,5320.231679837398,0.4776785074527585,0.39047228022721114,1924,1939
BRASŁAWSKI,8589.765376034871,13427.629705881061,4837.86432984619,0.5632126278260929,0.44674308046342404,1924,1939
BRODNICKI,16736.882651060823,27863.228680548003,11126.34602948718,0.6647800705456919,0.5096930249454381,1924,1939
BRODZKI,17050.804639009784,25576.996091186444,8526.19145217666,0.5000462812570126,0.4054959618035259,1924,1939
BRZESKI (BRZESKO),16706.530257286497,24571.05013754612,7864.519880259624,0.47074525704279857,0.385769249901065,1924,1939
BRZESKI (BRZEŚĆ N.BUG.),18457.366131485833,28673.28564261984,10215.919511134009,0.5534873956748898,0.44050233631620905,1924,1939
BRZEZIŃSKI,22514.85474104291,36042.80961869752,13527.954877654614,0.6008457542030754,0.47053208596480545,1924,1939
BRZEŻAŃSKI,15958.127280408675,23505.139248069932,7547.011967661258,0.47292591637155956,0.3872508418311398,1924,1939
BRZOZOWSKI,16635.31118352384,24566.978154976943,7931.666971453102,0.4767970303620701,0.38987557390450966,1924,1939
BUCZACKI,14426.050819809141,21355.833759437584,6929.782939628443,0.480365903751899,0.39228928948396025,1924,1939
BYDGOSKI,16155.296036908918,26571.014174167347,10415.71813725843,0.6447246843055265,0.49757300504640867,1924,1939
BÓBRECKI,16046.33523463569,23004.03140897176,6957.696174336072,0.43360032509591484,0.36018899000741733,1924,1939
BĘDZIŃSKI,19452.44183045741,32466.220522666023,13013.778692208612,0.6690048892387617,0.5122275741174462,1924,1939
BŁOŃSKI,20026.67600028576,40288.00379460535,20261.32779431959,1.0117169616181179,0.6989885672017166,1924,1939
CHEŁMIŃSKI,15311.195985563467,24950.786532211754,9639.590546648287,0.6295778955306435,0.4883210214856426,1924,1939
CHEŁMSKI,19509.96788681087,29732.57896884682,10222.61108203595,0.5239686267729144,0.42131787094554696,1924,1939
CHODZIESKI,14474.191498663895,23097.663021661006,8623.471522997112,0.5957826054597342,0.467364277631944,1924,1939
CHOJNICKI,12625.49273718891,19836.406284136567,7210.913546947657,0.5711391782522366,0.4518009474896214,1924,1939
CHORZÓW,27520.32128318836,41807.21901794122,14286.89773475286,0.5191399325516033,0.4181443408661707,1924,1939
CHRZANOWSKI,22335.56184758035,35092.10114025339,12756.539292673042,0.5711313366426456,0.451795956442826,1924,1939
CIECHANOWSKI,18891.63588334513,30030.263933248472,11138.628049903342,0.5896063273018701,0.46348639268405556,1924,1939
CIESZYŃSKI,17736.12968315425,28560.607959125253,10824.478275971003,0.6103066717115897,0.4764246401814578,1924,1939
CZARNKOWSKI,12896.414855926023,20158.06326361822,7261.648407692197,0.5630749699677502,0.44665501571945754,1924,1939
CZORTKOWSKI,14809.586361888192,21962.70016031819,7153.113798429997,0.4830056440224564,0.3940708689627517,1924,1939
CZĘSTOCHOWSKI,19048.305123332186,30758.165354548055,11709.86023121587,0.614745519635367,0.4791773712774958,1924,1939
DOBROMILSKI,17170.90143551026,24968.171387093884,7797.269951583625,0.45409788070057244,0.37438569507153474,1924,1939
DOLIŃSKI,15953.889497449749,23555.011027460172,7601.121530010423,0.47644316022280764,0.38963592516744683,1924,1939
DROHICKI,13380.326269264326,20541.240199588567,7160.913930324241,0.5351823106715587,0.4286491431538,1924,1939
DROHOBYCKI,18334.210517082956,27197.421653325357,8863.2111362424,0.4834247500313187,0.3943534348456321,1924,1939
DUBIEŃSKI,14511.633575588285,21720.666261276532,7209.0326856882475,0.4967760967872976,0.403313526306734,1924,1939
DZIAŁDOWSKI,15288.704592011512,24126.601069283028,8837.896477271515,0.5780670575510625,0.45620071680029106,1924,1939
DZIŚNIEŃSKI,8659.301898195245,13366.10807024643,4706.806172051185,0.5435549224853988,0.4340881474079339,1924,1939
DĄBROWSKI,18863.90469060141,28485.685148876775,9621.780458275367,0.5100630339311056,0.41215139428079794,1924,1939
GARWOLIŃSKI,19093.128866521027,28548.36871906837,9455.239852547344,0.49521688763787153,0.4022712716632988,1924,1939
GNIEŹNIEŃSKI,16479.24709022507,25630.712329342652,9151.46523911758,0.5553327278250424,0.44168949562010695,1924,1939
GORLICKI,17558.540480384876,26220.440083018082,8661.899602633206,0.49331546732541076,0.4009987938426267,1924,1939
GOSTYNIŃSKI,17820.062537452428,28270.386535685015,10450.323998232587,0.5864358767691831,0.4614899131777541,1924,1939
GOSTYŃSKI,16680.226301142862,25965.44484802586,9285.218546883,0.5566602262612477,0.4425426456987296,1924,1939
GRODZIEŃSKI,13213.826060908186,20241.19234319989,7027.366282291705,0.5318191907400294,0.4264560426431263,1924,1939
GRUDZIĄDZKI,16371.407216768728,26262.891345536398,9891.48412876767,0.6041926633305001,0.47262061652700105,1924,1939
GRÓDECKI,19392.017634271,28406.90218789587,9014.88455362487,0.46487604970475593,0.38177063117953125,1924,1939
GRÓJECKI,19697.420089875213,34021.71455781248,14324.294467937263,0.7272167828364577,0.5465113169593838,1924,1939
HOROCHOWSKI,13328.051746427025,21105.86004282691,7777.808296399884,0.5835667841314429,0.45967976111917785,1924,1939
HORODEŃSKI,12427.991658406503,18299.660596400416,5871.668937993913,0.4724551721132042,0.38693119269357723,1924,1939
HRUBIESZOWSKI,17500.016870732943,26634.74643615547,9134.729565422527,0.5219840433810932,0.42001477540365073,1924,1939
INOWROCŁAWSKI,16043.139756942466,26950.223501973498,10907.083745031032,0.6798596727496016,0.518710261801262,1924,1939
IWACEWICKI,13436.748290176893,20972.844400996015,7536.096110819122,0.560857132103046,0.44523511402834615,1924,1939
IŁŻECKI,17661.617439005906,26676.764354294806,9015.1469152889,0.5104372205106671,0.41239915892238344,1924,1939
JANOWSKI,19070.9998339479,28500.81133987808,9429.811505930182,0.49445816097928774,0.40176370701996156,1924,1939
JAROCIŃSKI,17597.67525743413,27919.504404414176,10321.829146980046,0.586545040522872,0.4615587215044208,1924,1939
JAROSŁAWSKI,20113.107269553006,29634.27255584124,9521.165286288233,0.4733811220060098,0.38755984264615506,1924,1939
JASIELSKI,18467.87809144003,27659.11342288017,9191.23533144014,0.4976876761873543,0.40392236949023896,1924,1939
JAWOROWSKI,17420.517520371213,25841.053103909115,8420.535583537901,0.48336885363429016,0.3943157534936397,1924,1939
JĘDRZEJOWSKI,21072.57579540332,33040.881195261136,11968.305399857814,0.5679564527877283,0.4497731490857486,1924,1939
KALISKI,16454.934494243163,25983.563244024444,9528.628749781281,0.5790742438455112,0.4568387537029608,1924,1939
KAMIONECKI,17798.844159228036,26323.986428730583,8525.142269502547,0.4789716789043619,0.3913470347315027,1924,1939
KARTUSKI,11112.2844468021,18538.324647258378,7426.040200456278,0.6682730482653678,0.5117889885403191,1924,1939
KATOWICE,22429.314772847767,34707.2578768751,12277.94310402733,0.5474060722929721,0.4365800273164009,1924,1939
KAŁUSKI,13839.26640730813,20003.730879212493,6164.464471904363,0.44543289293492316,0.3684088565850612,1924,1939
KIELECKI,20763.59048916894,32357.359883220262,11593.769394051324,0.5583701624292323,0.44364050743769745,1924,1939
KOBRYŃSKI,15673.731512790508,24459.092582141828,8785.36106935132,0.5605149649387606,0.44501587251851227,1924,1939
KOLBUSZOWSKI,15390.272131926204,24905.88516679917,9515.613034872966,0.61828751001312,0.4813684975433734,1924,1939
KOLSKI,18537.602819832555,30585.953535658762,12048.350715826207,0.6499411403364526,0.5007396147528489,1924,1939
KONECKI,20990.506149848356,32649.218239894475,11658.71209004612,0.5554278685238063,0.44175066438951127,1924,1939
KONIŃSKI,16704.017199842325,26769.261753362785,10065.24455352046,0.6025643073221614,0.47160503838173007,1924,1939
KOPYCZYNIECKI,14254.609656282286,20793.63041470481,6539.0207584225245,0.45873025751642715,0.3775663706908343,1924,1939
KOSOWSKI (KOSÓW HUCULSKI),10986.791108640447,16061.744338990527,5074.95323035008,0.4619140548106839,0.37974657356041597,1924,1939
KOSTOPOLSKI,13016.900693310092,19718.140849057847,6701.240155747755,0.5148107305751968,0.41529050084348995,1924,1939
KOSZYRSKI,11687.49499663283,18174.111055218833,6486.616058586003,0.555004820147927,0.44147864539997883,1924,1939
KOWELSKI,16053.35272809638,24165.766312611457,8112.413584515076,0.5053407672477555,0.4090192959913601,1924,1939
KOZIENICKI,19864.07269779678,30097.984266976564,10233.911569179785,0.5151970456851418,0.4155454936623624,1924,1939
KOŁOMYJSKI,14676.966465875932,21876.543590823017,7199.577124947085,0.4905357753379187,0.39913563608740255,1924,1939
KOŚCIAŃSKI,16125.449641753381,25043.30953447746,8917.859892724078,0.5530301536295272,0.44020796035250953,1924,1939
KOŚCIERSKI,11907.717081190953,19873.756543454547,7966.039462263594,0.6689812503898409,0.5122134105781537,1924,1939
KRAKOWSKI,18899.019542674563,29190.449794276927,10291.430251602364,0.5445483681502101,0.43473154926699387,1924,1939
KRAKÓW (MIASTO),18531.11113582663,28726.42560779309,10195.31447196646,0.5501728632049279,0.4383664493610837,1924,1939
KRASNOSTAWSKI,17579.431569914406,26161.11420368294,8581.682633768534,0.48816610478209665,0.39754455973864467,1924,1939
KROTOSZYŃSKI,16776.047141393108,26242.04003839751,9465.992897004402,0.5642564554821781,0.4474106027743012,1924,1939
KROŚNIEŃSKI,17914.772374712746,26852.403432806197,8937.631058093451,0.4988972715449733,0.40472968544784926,1924,1939
KRZEMIENIECKI,12713.68882217856,19000.871337830467,6287.182515651908,0.4945207172826307,0.4018055649961454,1924,1939
KUTNOWSKI,21360.17130513404,34593.38189889439,13233.210593760348,0.6195273626190287,0.48213435520681713,1924,1939
KĘPIŃSKI,15370.695599643906,26474.894604795943,11104.199005152037,0.7224265768043241,0.5437340970490219,1924,1939
LESKI,14029.017755600105,20813.643701143388,6784.625945543283,0.4836137542726391,0.39448083746700213,1924,1939
LESZCZYŃSKI,15895.878381148126,24594.870243845726,8698.9918626976,0.5472482648718708,0.4364780402095736,1924,1939
LIDZKI,12631.321367854898,19730.952848103345,7099.631480248447,0.5620656203329686,0.4460090609915248,1924,1939
LIMANOWSKI,16863.060613332975,25409.492836456557,8546.432223123582,0.5068138233676422,0.4099973707833442,1924,1939
LIPNOWSKI,14289.07902330287,28367.04301181807,14077.963988515201,0.9852254274440373,0.6857324731540757,1924,1939
LUBACZOWSKI,16041.549798461912,24039.511246322152,7997.96144786024,0.4985778524109368,0.4045165599858951,1924,1939
LUBARTOWSKI,20318.844876929576,30872.702694594933,10553.857817665357,0.5194122934443197,0.4183236110403783,1924,1939
LUBAWSKI,15458.359243682296,24664.603147359798,9206.243903677501,0.5955511680478001,0.46721923644931174,1924,1939
LUBELSKI,20742.655127149716,31260.583128940478,10517.928001790762,0.5070675830705984,0.41016576473740685,1924,1939
LUBLINIECKI,16524.99482906576,29517.22400881511,12992.229179749349,0.7862168378350933,0.5800998848468293,1924,1939
LUBOMELSKI,15906.766289661198,23892.856881127394,7986.090591466196,0.5020561970949968,0.40683496748556536,1924,1939
LWOWSKI,21603.106495817054,30636.258004190553,9033.1515083735,0.4181413219493484,0.3493470860137027,1924,1939
LWÓW (MIASTO),22354.110810747447,33301.505837025725,10947.395026278278,0.4897262574637937,0.3985923832558562,1924,1939
M. ST. WARSZAWA,22188.219106138407,40115.412784920205,17927.193678781798,0.8079600076520883,0.592199142063885,1924,1939
MAKOWSKI (MAKÓW MAZOWIECKI),13431.155062656435,22229.575699489225,8798.42063683279,0.6550755013837672,0.5038466279599199,1924,1939
MIECHOWSKI,17806.131551802217,28802.300370524554,10996.168818722337,0.6175495663800923,0.4809123907441748,1924,1939
MIELECKI,20542.730566812304,31035.50178743535,10492.771220623046,0.5107778241308674,0.4126246335189361,1924,1939
MIĘDZYCHODZKI,12700.462366634078,19719.866562766187,7019.404196132109,0.5526888701763395,0.43998818293417585,1924,1939
MIŃSKI,22023.78290904068,34877.22727424511,12853.444365204428,0.5836165575319097,0.4597111918228052,1924,1939
MOGILEŃSKI,15894.056331715856,26377.511215831997,10483.454884116141,0.6595833477195427,0.5065665755141744,1924,1939
MORSKI,10136.133385421697,17496.177990669796,7360.044605248098,0.726119549278395,0.5458758540392008,1924,1939
MOŁODECZAŃSKI,10367.67462657604,16160.72334696228,5793.048720386241,0.5587606603255655,0.44389105701073817,1924,1939
MOŚCISKI,16809.75555752153,24373.65946962612,7563.90391210459,0.4499710829358323,0.3715436134307488,1924,1939
MYŚLENICKI,15291.119541564323,22918.830577032248,7627.711035467924,0.49883273848813214,0.4046866308320993,1924,1939
MŁAWSKI,16192.570402391822,25145.776813143504,8953.206410751682,0.5529206412731849,0.4401374425860549,1924,1939
NADWÓRNIAŃSKI,13772.268071176217,20340.584354975865,6568.316283799648,0.47692335422561083,0.3899611093291053,1924,1939
NIESZAWSKI,18054.707518118812,29490.06355812122,11435.356040002407,0.6333725444472833,0.4906469229647712,1924,1939
NIEŚWIESKI,10317.135747312157,15405.446563830517,5088.31081651836,0.4931902556234151,0.4009149422021565,1924,1939
NIŻAŃSKI,18190.682520716815,26762.009001918872,8571.326481202057,0.47119323155909254,0.3860737936714358,1924,1939
NOWOGRÓDZKI,12490.036637448744,19751.237400928214,7261.20076347947,0.5813594446719466,0.45828488512029786,1924,1939
NOWOSĄDECKI,17601.929665507676,26613.196389256864,9011.266723749188,0.5119476611366907,0.41339866150786975,1924,1939
NOWOTARSKI,17073.54699930589,26339.403704074684,9265.856704768794,0.5427025037706277,0.4335357510140394,1924,1939
NOWOTOMYSKI,13783.805451086884,21491.50259014849,7707.697139061607,0.5591849918669474,0.4441632436306051,1924,1939
OBORNICKI,15182.906796914871,23732.5449150076,8549.638118092727,0.5631094382947797,0.44667706709105204,1924,1939
OLKUSKI,18482.033204106447,28715.51375150541,10233.480547398962,0.553698850899436,0.44063844352581505,1924,1939
OPATOWSKI,19022.792185082268,29127.132716011856,10104.340530929589,0.5311702105884037,0.42603228658242465,1924,1939
OPOCZYŃSKI,21919.959443166892,34377.986619057345,12458.027175890453,0.5683417073918899,0.4500188238184588,1924,1939
OSTROWSKI (OSTRÓW MAZOWIECKA),17883.262391155342,28077.713336843968,10194.450945688626,0.5700554363464785,0.45111092851166745,1924,1939
OSTROWSKI (OSTRÓW WIELKOPOLSKI),17665.001930116,28133.797638615153,10468.795708499154,0.5926291856584252,0.46538622646660066,1924,1939
OSTROŁĘCKI,16153.551694975375,25215.196707380757,9061.645012405383,0.5609692025329662,0.44530691201962114,1924,1939
OSZMIAŃSKI,9096.254136245316,14003.142404420387,4906.888268175071,0.5394405427419706,0.431419066488159,1924,1939
PIOTRKOWSKI,19484.395715923445,30402.754589813903,10918.358873890458,0.5603642541999663,0.44491929028746213,1924,1939
PIŃCZOWSKI,16353.808982419087,25183.613105678225,8829.804123259139,0.5399233984420071,0.4317326739169758,1924,1939
PIŃSKI,12941.70641001719,20283.278027459466,7341.571617442276,0.5672800313071329,0.44934165277309646,1924,1939
PODHAJECKI,16170.35108743382,24186.459959735832,8016.108872302011,0.49572880817234855,0.4026135851597896,1924,1939
POSTAWSKI,8973.572305274416,13837.431294895745,4863.858989621329,0.5420203709466391,0.4330934857845108,1924,1939
POZNAŃ (MIASTO),17281.971196016155,26501.46868551138,9219.497489495225,0.5334748788159365,0.42753632283768717,1924,1939
POZNAŃSKI,17730.84235525862,27203.441739354566,9472.599384095945,0.5342441827805524,0.4280378707078114,1924,1939
PRUŻAŃSKI,15116.418850774335,23920.065019657308,8803.646168882973,0.5823896688620802,0.4589361530872438,1924,1939
PRZASNYCKI,14049.29704249395,22056.02285951233,8006.7258170183795,0.5699022373006264,0.45101334818613736,1924,1939
PRZEMYSKI,20360.770441721743,30168.757747690244,9807.987305968501,0.48171002831360044,0.3931968453230308,1924,1939
PRZEMYŚLAŃSKI,17252.851298556907,25470.22962891071,8217.378330353804,0.4762910308652075,0.38953288212470305,1924,1939
PRZEWORSKI,20290.092647886795,30165.593016654515,9875.50036876772,0.48671539061682156,0.39656925078431016,1924,1939
PSZCZYŃSKI,20413.56710183018,31064.302671992424,10650.735570162244,0.5217478903629416,0.4198596020679144,1924,1939
PUŁAWSKI,18583.117020869686,27986.580517931165,9403.463497061479,0.506021863097615,0.40947164660141944,1924,1939
PUŁTUSKI,16605.415072521268,26017.221188374515,9411.806115853247,0.5667913794836694,0.44902982080542664,1924,1939
PŁOCKI,16216.191090188175,26654.379836584958,10438.188746396783,0.6436893033847231,0.49694329056466024,1924,1939
PŁOŃSKI,18438.772465021513,30588.032666528463,12149.26020150695,0.6588974523414823,0.5061531963631989,1924,1939
RADOMSKI,20439.43282618877,32885.4833304664,12446.050504277628,0.6089234769925058,0.4755653075209718,1924,1939
RADOMSZCZAŃSKI,19944.654957476618,31635.162542939343,11690.507585462725,0.5861473969034658,0.46130805515126383,1924,1939
RADZIECHOWSKI,14553.988638075743,22332.558496691167,7778.569858615423,0.5344630981960052,0.4281805466920492,1924,1939
RADZYMIŃSKI,23732.13721156946,40294.17685163941,16562.039640069946,0.6978739206006244,0.5293768334248359,1924,1939
RADZYŃSKI,18652.89445424629,28365.938071723933,9713.043617477644,0.5207258123559741,0.4191877290163877,1924,1939
RAWICKI,16348.544655654818,25534.237541027647,9185.69288537283,0.56186609137686,0.44588131879048376,1924,1939
RAWSKI (RAWA MAZOWIECKA),18983.746677645624,29763.879178098792,10780.132500453168,0.5678611647903704,0.4497123751447809,1924,1939
RAWSKI (RAWA RUSKA),18467.691145082437,27538.90819387936,9071.217048796923,0.49119388977936196,0.3995770674215908,1924,1939
ROHATYŃSKI,15444.359426612182,22634.404465145755,7190.0450385335735,0.4655450472192717,0.38222721916058333,1924,1939
ROPCZYCKI,20102.86927062505,30142.36567487473,10039.49640424968,0.49940614292904484,0.4050691250032319,1924,1939
RUDECKI,16586.665050241198,23975.46044384706,7388.795393605862,0.4454660036375677,0.3684317634412544,1924,1939
RYBNICKI,18580.967873792626,29319.115821872987,10738.147948080361,0.5779111196476419,0.45610189615275054,1924,1939
RYPIŃSKI,14465.226013388568,28680.091456459148,14214.86544307058,0.9826922462126575,0.6844556414333223,1924,1939
RZESZOWSKI,19106.53913775283,28529.268225639415,9422.729087886586,0.49316775895159926,0.40089987590956433,1924,1939
RÓWIEŃSKI,13490.426857129465,20314.705487438707,6824.278630309242,0.5058608376578331,0.4093647198343895,1924,1939
SAMBORSKI,20353.245210760666,30266.090711804834,9912.845501044168,0.487040046852248,0.396787598421529,1924,1939
SANDOMIERSKI,15992.777619267872,24049.797629531404,8057.020010263532,0.5037911613650243,0.40798936041095146,1924,1939
SANOCKI,14243.514464828177,21265.891578122075,7022.377113293898,0.49302278104427155,0.40080277701014744,1924,1939
SARNEŃSKI,13871.74546172603,21418.233828066353,7546.488366340323,0.5440186591631222,0.43438853647977105,1924,1939
SIEDLECKI,19492.689933407786,30054.52899512081,10561.839061713024,0.541835893239726,0.4329738448600793,1924,1939
SIERADZKI,19949.508215832644,30779.741006835236,10830.232791002592,0.5428821940787159,0.43365222184591623,1924,1939
SIERPECKI,14116.260174340372,25686.96323082847,11570.703056488099,0.819671989151955,0.5986562591054092,1924,1939
SKAŁACKI,13601.367990397768,20300.970545601496,6699.602555203728,0.4925682887143028,0.4004983198203593,1924,1939
SKIERNIEWICKI,22286.643844370505,35809.04775469063,13522.403910320128,0.6067492263414898,0.47421302376392305,1924,1939
SOCHACZEWSKI,20983.869865253528,32427.76719960444,11443.897334350913,0.5453663889376512,0.4352610271787558,1924,1939
SOKALSKI,17794.697584058533,26807.79692589379,9013.099341835255,0.5065047775754101,0.4097922508911296,1924,1939
