scenario,year,origin_district,rank_nearest,dest_district,distance_km,distance_miles,distance_minutes,domestic_contribution
baseline,1924,BRODZKI,2,ZŁOCZOWSKI,74.89257891508818,46.53607665304726,,904.8820453856717
baseline,1924,BRODZKI,3,LWÓW (MIASTO),87.3750222671183,54.29230496114157,,4265.069446191404
baseline,1924,BRZESKI (BRZESKO),1,TARNOWSKI,26.227406738626776,16.29694995258726,,24201.368567946312
baseline,1924,BRZESKI (BRZESKO),2,DĄBROWSKI,44.19180883945393,27.459508450380326,,2025.7209461000496
baseline,1924,BRZESKI (BRZESKO),3,ROPCZYCKI,57.55104047921109,35.76054757360787,,2329.4538414831127
baseline,1924,BRZESKI (BRZEŚĆ N.BUG.),1,BIALSKI (BIAŁA PODLASKA),52.23667721981892,32.458356360756106,,4641.6176223197845
baseline,1924,BRZESKI (BRZEŚĆ N.BUG.),2,KOBRYŃSKI,70.34893282931567,43.71278674108471,,1571.2987016268019
baseline,1924,BRZESKI (BRZEŚĆ N.BUG.),3,PRUŻAŃSKI,92.09080465511322,57.22255537935236,,859.9367020235128
baseline,1924,BRZEZIŃSKI,1,ŁÓDŹ (MIASTO),45.79105266797667,28.453232187353333,,69700.09324427375
baseline,1924,BRZEZIŃSKI,2,ŁÓDZKI,54.296612976266566,33.73834070167573,,5127.180491921082
baseline,1924,BRZEZIŃSKI,3,SKIERNIEWICKI,56.76193976488275,35.27022327364496,,2632.094154032405
baseline,1924,BRZEŻAŃSKI,1,PODHAJECKI,29.073106301189927,18.065185135476685,,6472.209378156634
baseline,1924,BRZEŻAŃSKI,2,ROHATYŃSKI,38.54923339495046,23.953375703853762,,5514.822214908718
baseline,1924,BRZEŻAŃSKI,3,PRZEMYŚLAŃSKI,54.414362676574285,33.81150695070564,,1710.8846593606631
baseline,1924,BRZOZOWSKI,1,PRZEWORSKI,45.996303316351565,28.580768987984687,,3152.0569568203755
baseline,1924,BRZOZOWSKI,2,JAROSŁAWSKI,71.52771078067568,44.445245175499224,,1545.629777896979
baseline,1924,BRZOZOWSKI,3,ŁAŃCUCKI,82.6765572415012,51.37281504970884,,891.3253407369464
baseline,1924,BUCZACKI,1,CZORTKOWSKI,36.8651540686488,22.90693764879037,,6189.286710865222
baseline,1924,BUCZACKI,2,TŁUMACKI,48.74468844842986,30.288535805889314,,2901.82558528908
baseline,1924,BUCZACKI,3,KOPYCZYNIECKI,57.02563777026024,35.434077566944374,,1452.6193701951474
baseline,1924,BYDGOSKI,1,SZUBIŃSKI,45.64782381945698,28.364233934519802,,3152.378593175932
baseline,1924,BYDGOSKI,2,WYRZYSKI,51.15504272550461,31.786260053389523,,4599.115413988491
baseline,1924,BYDGOSKI,3,ŻNIŃSKI,66.24459220225408,41.16246850130682,,1339.2383981332337
baseline,1924,BÓBRECKI,1,ŻYDACZOWSKI,35.73801114223219,22.206563721459958,,4811.161326213082
baseline,1924,BÓBRECKI,2,ROHATYŃSKI,65.77389277269252,40.86998952606072,,1323.9591071225261
baseline,1924,BÓBRECKI,3,LWÓW (MIASTO),68.11083866615571,42.32209993282785,,8294.628765669024
baseline,1924,BĘDZIŃSKI,1,CHORZÓW,38.91391706311801,24.179979559426698,,3535.5942894543505
baseline,1924,BĘDZIŃSKI,2,ŚWIĘTOCHŁOWICKI,39.66292568464926,24.645391795596197,,4101.38449679891
baseline,1924,BĘDZIŃSKI,3,KATOWICE,45.197458697782366,28.08439010849973,,7292.855099111491
baseline,1924,BŁOŃSKI,1,SKIERNIEWICKI,44.22733307050559,27.48158217735313,,5125.002670859066
baseline,1924,BŁOŃSKI,2,ŁOWICKI,61.04733093022731,37.933041067446275,,3590.7410529990384
baseline,1924,BŁOŃSKI,3,BRZEZIŃSKI,88.0806081872189,54.7307355899004,,2321.994496869461
baseline,1924,CHEŁMIŃSKI,1,TORUŃSKI,43.2056511893518,26.846738685178718,,10309.566882944027
baseline,1924,CHEŁMIŃSKI,2,GRUDZIĄDZKI,58.29623824380763,36.22359185379299,,3799.750124636442
baseline,1924,CHEŁMIŃSKI,3,WĄBRZESKI,68.85405267216157,42.783911562953705,,1057.2463826092664
baseline,1924,CHEŁMSKI,1,KRASNOSTAWSKI,49.91532097066972,31.015932906866013,,5100.074877846359
baseline,1924,CHEŁMSKI,2,LUBOMELSKI,59.49736523816299,36.96993733540258,,1223.8469194929207
baseline,1924,CHEŁMSKI,3,ZAMOJSKI,68.04458043839217,42.28092899158418,,3064.8897411581665
baseline,1924,CHODZIESKI,1,OBORNICKI,55.475593578926095,34.47092505773089,,2235.299227748434
baseline,1924,CHODZIESKI,2,WĄGROWIECKI,56.13596743862178,34.88126222330386,,2176.746919270945
baseline,1924,CHODZIESKI,3,SZUBIŃSKI,70.13738356273079,43.58133616175759,,1001.1782043009956
baseline,1924,CHOJNICKI,1,TUCHOLSKI,43.57743976244098,27.077757322627715,,3710.9204744846807
baseline,1924,CHOJNICKI,2,SĘPOLEŃSKI,46.53610254924578,28.9161845771274,,3087.4910400806357
baseline,1924,CHOJNICKI,3,ŚWIECKI,82.1685186714824,51.057134615417695,,1286.189044850223
baseline,1924,CHORZÓW,1,ŚWIĘTOCHŁOWICKI,8.160080312753282,5.070437264015819,,279728.66088883934
baseline,1924,CHORZÓW,2,KATOWICE,14.208162684741582,8.828540255580561,,952011.1004982275
baseline,1924,CHORZÓW,3,TARNOGÓRSKI,23.218811239224312,14.42749595852805,,7456.482796497003
baseline,1924,CHRZANOWSKI,1,WADOWICKI,47.66148247199201,29.615463025104148,,6211.9959576043675
baseline,1924,CHRZANOWSKI,2,CHORZÓW,49.71763967331148,30.89309948144523,,10912.427164877936
baseline,1924,CHRZANOWSKI,3,KRAKÓW (MIASTO),51.762728461748274,32.16385834700499,,22801.681572417478
baseline,1924,CIECHANOWSKI,1,MŁAWSKI,43.432740423266836,26.987845349545736,,7574.266765233538
baseline,1924,CIECHANOWSKI,2,DZIAŁDOWSKI,66.4816387095542,41.30976232659441,,114.63569185827824
baseline,1924,CIECHANOWSKI,3,PŁOŃSKI,72.20967274294537,44.868996561956706,,1595.7529529789847
baseline,1924,CIESZYŃSKI,1,BIALSKI (BIAŁA KRAKOWSKA),46.61783383003929,28.96697002480534,,11539.812596690685
baseline,1924,CIESZYŃSKI,2,BIELSKO,58.77495064597158,36.52104985783801,,12330.758034367049
baseline,1924,CIESZYŃSKI,3,ŻYWIECKI,62.61320062537814,38.90602708579184,,3143.1979358871104
baseline,1924,CZARNKOWSKI,1,OBORNICKI,67.91157921369019,42.19828588758988,,1302.4286749440403
baseline,1924,CZARNKOWSKI,2,CHODZIESKI,74.25024141877849,46.13694676062781,,1141.708098134544
baseline,1924,CZARNKOWSKI,3,POZNAŃ (MIASTO),89.96911981242027,55.9042019469634,,4324.034460058249
baseline,1924,CZORTKOWSKI,1,KOPYCZYNIECKI,27.959667713227972,17.37332668663618,,9744.811623076104
baseline,1924,CZORTKOWSKI,2,BUCZACKI,36.8651540686488,22.906937648790375,,5294.158256827638
baseline,1924,CZORTKOWSKI,3,TREMBOWELSKI,50.7079685199887,31.508461107233895,,1660.6141598354018
baseline,1924,CZĘSTOCHOWSKI,1,RADOMSZCZAŃSKI,51.952946682890776,32.282054433294526,,6927.300761312611
baseline,1924,CZĘSTOCHOWSKI,2,WŁOSZCZOWSKI,86.21929244092767,53.574167963311666,,702.6518065261484
baseline,1924,CZĘSTOCHOWSKI,3,PIOTRKOWSKI,98.13307652402177,60.97704789280793,,1663.5335194414488
baseline,1924,DOBROMILSKI,1,SAMBORSKI,53.5561408118874,33.27823277242329,,3272.2750673103983
baseline,1924,DOBROMILSKI,2,PRZEMYSKI,57.352002272690676,35.63687100418408,,4003.2293330222656
baseline,1924,DOBROMILSKI,3,DROHOBYCKI,87.79835682724988,54.55535278010508,,2437.550464617096
baseline,1924,DOLIŃSKI,1,KAŁUSKI,44.452294088552996,27.621366430098263,,2919.8912096175127
baseline,1924,DOLIŃSKI,2,STANISŁAWOWSKI,74.5979905549002,46.3530279890889,,2151.8038098171814
baseline,1924,DOLIŃSKI,3,DROHOBYCKI,77.22620502772399,47.98612424428188,,3433.6687848766933
baseline,1924,DROHICKI,1,KOBRYŃSKI,60.42659526446771,37.54733392607756,,2358.2521291184194
baseline,1924,DROHICKI,2,PIŃSKI,96.5199024959484,59.97466833380995,,1041.3953179888993
baseline,1924,DROHICKI,3,BRZESKI (BRZEŚĆ N.BUG.),118.40880597581861,73.57579817800038,,712.6537247525904
baseline,1924,DROHOBYCKI,1,STRYJSKI,38.47818382748828,23.90922756307022,,10755.840482641019
baseline,1924,DROHOBYCKI,2,SAMBORSKI,40.350228289401116,25.072461702413463,,6969.846904530443
baseline,1924,DROHOBYCKI,3,DOLIŃSKI,77.22620502772399,47.98612424428188,,1200.0382734622717
baseline,1924,DUBIEŃSKI,1,KRZEMIENIECKI,54.69146897210138,33.98369276666361,,3908.950110878042
baseline,1924,DUBIEŃSKI,2,BRODZKI,63.060603308019736,39.18403013810753,,241.47302307689728
baseline,1924,DUBIEŃSKI,3,RÓWIEŃSKI,84.29671524089244,52.37953424594858,,1913.7450313454387
baseline,1924,DZIAŁDOWSKI,1,MŁAWSKI,41.78464748732548,25.96376819384692,,1414.4621802247848
baseline,1924,DZIAŁDOWSKI,2,BRODNICKI,63.98741216671579,39.75992228544436,,1827.347352763878
baseline,1924,DZIAŁDOWSKI,3,LUBAWSKI,64.75545006995037,40.23715876541513,,1226.1693826010342
baseline,1924,DZIŚNIEŃSKI,1,POSTAWSKI,64.83094285293535,40.284067791471294,,1870.8413502197488
baseline,1924,DZIŚNIEŃSKI,2,ŚWIĘCIAŃSKI,116.28128631594777,72.25381915942678,,545.8955295210521
baseline,1924,DZIŚNIEŃSKI,3,MOŁODECZAŃSKI,143.19902254246963,88.9797198362369,,192.32264141881302
baseline,1924,DĄBROWSKI,1,TARNOWSKI,29.405217426274184,18.271549357381417,,17831.946184868033
baseline,1924,DĄBROWSKI,2,BRZESKI (BRZESKO),44.19180883945393,27.459508450380326,,4376.70509938978
baseline,1924,DĄBROWSKI,3,ROPCZYCKI,60.72885116685849,37.73514697840203,,2017.9927584659818
baseline,1924,GARWOLIŃSKI,1,MIŃSKI,53.38160232547728,33.169779618584144,,4221.326695899932
baseline,1924,GARWOLIŃSKI,2,M. ST. WARSZAWA,78.76378935273813,48.94153455390025,,39174.61966390055
baseline,1924,GARWOLIŃSKI,3,RADZYMIŃSKI,79.7051362833183,49.52646023750177,,1276.9638183540521
baseline,1924,GNIEŹNIEŃSKI,1,WRZESIŃSKI,57.921112791462086,35.99049977634359,,2032.504232993558
baseline,1924,GNIEŹNIEŃSKI,2,ŻNIŃSKI,61.625127763543354,38.292067263560696,,1624.3956821852976
baseline,1924,GNIEŹNIEŃSKI,3,WĄGROWIECKI,61.63900141417545,38.30068794772762,,1695.6930084738212
baseline,1924,GORLICKI,1,JASIELSKI,36.425384147678216,22.633677373226963,,8915.339399052387
baseline,1924,GORLICKI,2,NOWOSĄDECKI,52.43789579809608,32.58338774995876,,5137.5519880546435
baseline,1924,GORLICKI,3,KROŚNIEŃSKI,56.148820569286606,34.88924878595819,,3149.8966143085777
baseline,1924,GOSTYNIŃSKI,1,KUTNOWSKI,37.686252576765845,23.41714444987757,,21878.618695802426
baseline,1924,GOSTYNIŃSKI,2,PŁOCKI,42.405978227368756,26.34984509711835,,15078.755359577955
baseline,1924,GOSTYNIŃSKI,3,ŁĘCZYCKI,71.87150977175928,44.65887189838784,,2331.1678290678374
baseline,1924,GOSTYŃSKI,1,RAWICKI,30.833822593351176,19.159243178653213,,12833.232605072779
baseline,1924,GOSTYŃSKI,2,LESZCZYŃSKI,44.4153916953582,27.59843635313642,,6964.639305649093
baseline,1924,GOSTYŃSKI,3,KOŚCIAŃSKI,51.32758613491689,31.893473524239443,,5167.209779005868
baseline,1924,GRODZIEŃSKI,1,SOKÓLSKI,64.55080425136822,40.109997788476925,,1479.8520832487861
baseline,1924,GRODZIEŃSKI,2,AUGUSTOWSKI,98.91970882262012,61.46583839082029,,386.5680137072229
baseline,1924,GRODZIEŃSKI,3,BIAŁOSTOCKI,101.28655681588373,62.936529095242484,,2288.988208298609
baseline,1924,GRUDZIĄDZKI,1,ŚWIECKI,37.73313953314527,23.44627864485001,,10277.491238353701
baseline,1924,GRUDZIĄDZKI,2,BRODNICKI,50.64614022192894,31.470042795840207,,3411.9727873927905
baseline,1924,GRUDZIĄDZKI,3,WĄBRZESKI,51.59688364743767,32.06080718889199,,2284.5779238273835
baseline,1924,GRÓDECKI,1,LWÓW (MIASTO),30.055415585354673,18.675563637687418,,73723.8861307518
baseline,1924,GRÓDECKI,2,LWOWSKI,37.944016548506134,23.577311506761806,,10567.19296972049
baseline,1924,GRÓDECKI,3,JAWOROWSKI,42.602019098429,26.471659209209925,,3327.8981757551146
baseline,1924,GRÓJECKI,1,M. ST. WARSZAWA,51.013669642828994,31.698414919634295,,124959.13391485046
baseline,1924,GRÓJECKI,2,WARSZAWSKI,69.29511050970815,43.057972112527864,,6780.264209436314
baseline,1924,GRÓJECKI,3,RADZYMIŃSKI,94.07123086283076,58.45313479246801,,820.3162678285793
baseline,1924,HOROCHOWSKI,1,RADZIECHOWSKI,49.41874731456573,30.70737643759902,,340.9562428213439
baseline,1924,HOROCHOWSKI,2,KAMIONECKI,84.62529253466916,52.58370264755991,,75.87739099809896
baseline,1924,HOROCHOWSKI,3,LWÓW (MIASTO),100.66833417442894,62.552383474299084,,492.1080660031196
baseline,1924,HORODEŃSKI,1,ZALESZCZYCKI,43.12557972623884,26.796984600072754,,2343.655811970074
baseline,1924,HORODEŃSKI,2,KOŁOMYJSKI,56.81990575358532,35.30624165801106,,2932.609986564848
baseline,1924,HORODEŃSKI,3,CZORTKOWSKI,76.44905425914335,47.50322529405816,,882.5585621990485
baseline,1924,HRUBIESZOWSKI,1,WŁODZIMIERSKI,52.27283517413813,32.48082386498938,,3881.8965683774413
baseline,1924,HRUBIESZOWSKI,2,TOMASZOWSKI,54.054153925438136,33.58768367880342,,2858.8093309973374
baseline,1924,HRUBIESZOWSKI,3,ZAMOJSKI,55.46867165427163,34.46662397448642,,5289.449161598736
baseline,1924,INOWROCŁAWSKI,1,MOGILEŃSKI,40.26335613172994,25.018481862929168,,10903.64371391392
baseline,1924,INOWROCŁAWSKI,2,TORUŃSKI,52.32601345184914,32.513867304588956,,6181.814837372118
baseline,1924,INOWROCŁAWSKI,3,ŻNIŃSKI,56.84737470952058,35.32331007062951,,2015.050618728009
baseline,1924,IWACEWICKI,1,PRUŻAŃSKI,85.70001850300203,53.25150619722887,,1042.0306479416377
baseline,1924,IWACEWICKI,2,NIEŚWIESKI,126.21392907583817,78.42567532378264,,375.8708099345179
baseline,1924,IWACEWICKI,3,BARANOWICKI,126.45029686488664,78.57254741323148,,353.39429131742327
baseline,1924,IŁŻECKI,1,OPATOWSKI,40.24667424672212,25.008116223359973,,12393.126017399185
baseline,1924,IŁŻECKI,2,TARNOBRZESKI,78.67841752829415,48.88848697797366,,139.25320670330677
baseline,1924,IŁŻECKI,3,KONECKI,97.58633682797438,60.63731970113527,,1066.6542055860496
baseline,1924,JANOWSKI,1,LUBELSKI,54.78774736641877,34.043517368818996,,11899.42236443997
baseline,1924,JANOWSKI,2,NIŻAŃSKI,65.81903727532111,40.89804101080355,,183.90519565918845
baseline,1924,JANOWSKI,3,TARNOBRZESKI,66.4685574564895,41.301634015296344,,218.4695545067744
baseline,1924,JAROCIŃSKI,1,KROTOSZYŃSKI,41.378332083350735,25.71129558496373,,9542.613593679216
baseline,1924,JAROCIŃSKI,2,ŚREDZKI,52.86827083989617,32.85081032005712,,2848.6625324518045
baseline,1924,JAROCIŃSKI,3,OSTROWSKI (OSTRÓW WIELKOPOLSKI),55.99010327070135,34.79062645941897,,4553.533338246939
baseline,1924,JAROSŁAWSKI,1,PRZEWORSKI,35.114812679823395,21.81932626967454,,6481.322670197985
baseline,1924,JAROSŁAWSKI,2,PRZEMYSKI,40.245511392074526,25.00739365920474,,10308.999402572743
baseline,1924,JAROSŁAWSKI,3,ŁAŃCUCKI,54.72597126907956,34.00513149343924,,2682.6265986556255
baseline,1924,JASIELSKI,1,KROŚNIEŃSKI,30.267703591014214,18.807473248052094,,16404.190081659966
baseline,1924,JASIELSKI,2,GORLICKI,36.425384147678216,22.633677373226963,,8210.216698503336
baseline,1924,JASIELSKI,3,RZESZOWSKI,62.68977600352634,38.953608805087164,,3827.9082022430125
baseline,1924,JAWOROWSKI,1,GRÓDECKI,42.602019098429004,26.47165920920993,,3757.206435197033
baseline,1924,JAWOROWSKI,2,LWÓW (MIASTO),52.40061279339712,32.560221172045964,,16707.56368294551
baseline,1924,JAWOROWSKI,3,LWOWSKI,60.35655688610163,37.503814108873854,,3059.4063336427444
baseline,1924,JĘDRZEJOWSKI,1,KIELECKI,41.219887949524924,25.61284299508425,,12146.166410851161
baseline,1924,JĘDRZEJOWSKI,2,MIECHOWSKI,61.419345143125284,38.1641999109289,,2914.7733038384504
baseline,1924,JĘDRZEJOWSKI,3,PIŃCZOWSKI,76.83363765884367,47.74219426571335,,1094.3005318524038
baseline,1924,KALISKI,1,OSTROWSKI (OSTRÓW WIELKOPOLSKI),50.58905305118521,31.434570483468008,,1005.4990879744845
baseline,1924,KALISKI,2,SIERADZKI,76.34222036199994,47.43684180855626,,2492.5791100795313
baseline,1924,KALISKI,3,TURECKI,76.39925443865035,47.4722811297986,,1267.5082984095782
baseline,1924,KAMIONECKI,1,LWÓW (MIASTO),44.60953292739448,27.719070084628036,,25680.54765248115
baseline,1924,KAMIONECKI,2,LWOWSKI,52.53109158580378,32.64129690976248,,4432.918630183019
baseline,1924,KAMIONECKI,3,SOKALSKI,56.064082385533695,34.83659493598146,,3034.9622463911282
baseline,1924,KARTUSKI,1,KOŚCIERSKI,43.28846269730299,26.898195354685857,,3586.2779189120815
baseline,1924,KARTUSKI,2,MORSKI,76.27908670926765,47.39761238762435,,2001.102272762508
baseline,1924,KARTUSKI,3,STAROGARDZKI,101.59271611378114,63.1267676043363,,878.7858632505023
baseline,1924,KATOWICE,1,CHORZÓW,14.208162684741582,8.828540255580561,,309456.8755372388
baseline,1924,KATOWICE,2,ŚWIĘTOCHŁOWICKI,17.932868540220824,11.142964457705553,,34162.154558339396
baseline,1924,KATOWICE,3,TARNOGÓRSKI,32.76995557812356,20.362300067534214,,2971.196840857254
baseline,1924,KAŁUSKI,1,DOLIŃSKI,44.452294088552996,27.621366430098263,,5245.287619192981
baseline,1924,KAŁUSKI,2,STANISŁAWOWSKI,78.27830210129783,48.63986685498553,,1892.1306445820749
baseline,1924,KAŁUSKI,3,DROHOBYCKI,92.6498484218886,57.56992896375734,,2111.4228074743964
baseline,1924,KIELECKI,1,JĘDRZEJOWSKI,41.219887949524924,25.61284299508425,,6760.083120196341
baseline,1924,KIELECKI,2,WŁOSZCZOWSKI,62.96894588121316,39.1270768711553,,1626.315307931922
baseline,1924,KIELECKI,3,KONECKI,77.25789744721658,48.00581699467441,,1990.377910332902
baseline,1924,KOBRYŃSKI,1,DROHICKI,60.42659526446771,37.54733392607756,,1575.0597167893009
baseline,1924,KOBRYŃSKI,2,BRZESKI (BRZEŚĆ N.BUG.),70.34893282931567,43.71278674108471,,2862.525378042197
baseline,1924,KOBRYŃSKI,3,PRUŻAŃSKI,101.36380180254956,62.98452688985203,,665.5731095725255
baseline,1924,KOLBUSZOWSKI,1,MIELECKI,35.953493409772896,22.340458153523993,,4608.1689008420535
baseline,1924,KOLBUSZOWSKI,2,ROPCZYCKI,62.67568144625915,38.94485085594349,,1854.9109880518768
baseline,1924,KOLBUSZOWSKI,3,TARNOBRZESKI,81.71635378451062,50.776172467435146,,747.2767357762249
baseline,1924,KOLSKI,1,KONIŃSKI,50.11402471698624,31.13940165241846,,11434.488132385992
baseline,1924,KOLSKI,2,KUTNOWSKI,57.15136111579516,35.51219840788276,,7195.765515512273
baseline,1924,KOLSKI,3,WŁOCŁAWSKI,64.05679955708965,39.80303759758835,,6451.016586514544
baseline,1924,KONECKI,1,OPOCZYŃSKI,37.86388484832021,23.527519992085576,,8379.075765456926
baseline,1924,KONECKI,2,KIELECKI,77.25789744721658,48.00581699467441,,2268.9790239954195
baseline,1924,KONECKI,3,RADOMSKI,86.06118144446194,53.47592237532676,,1654.4120559450814
baseline,1924,KONIŃSKI,1,KOLSKI,50.11402471698624,31.13940165241846,,6891.089932212269
baseline,1924,KONIŃSKI,2,WRZESIŃSKI,68.05850086383111,42.28957874025961,,222.5153805143107
baseline,1924,KONIŃSKI,3,KUTNOWSKI,94.40971655546278,58.66345998578446,,1883.3645808094498
baseline,1924,KOPYCZYNIECKI,1,CZORTKOWSKI,27.959667713227972,17.37332668663618,,12951.648524481698
baseline,1924,KOPYCZYNIECKI,2,TREMBOWELSKI,37.967393589556735,23.59183732213646,,3596.3194448398476
baseline,1924,KOPYCZYNIECKI,3,BUCZACKI,57.02563777026024,35.434077566944374,,1651.4284083569428
baseline,1924,KOSOWSKI (KOSÓW HUCULSKI),1,NADWÓRNIAŃSKI,65.70685270928155,40.82833277481899,,2160.446420417853
baseline,1924,KOSOWSKI (KOSÓW HUCULSKI),2,KOŁOMYJSKI,85.03408540130451,52.837714679893985,,999.2397269150752
baseline,1924,KOSOWSKI (KOSÓW HUCULSKI),3,STANISŁAWOWSKI,104.97659015596253,65.22940880180059,,864.1577927281818
baseline,1924,KOSTOPOLSKI,1,RÓWIEŃSKI,65.68055372334995,40.81199134763168,,3726.459736974345
baseline,1924,KOSTOPOLSKI,2,SARNEŃSKI,76.01418859620078,47.23301238220988,,1336.0891068368737
baseline,1924,KOSTOPOLSKI,3,ZDOŁBUNOWSKI,95.32666772402452,59.233226850344835,,687.2966954519658
baseline,1924,KOSZYRSKI,1,DROHICKI,164.00253684503292,101.90642032193496,,109.47332143469227
baseline,1924,KOSZYRSKI,2,PIŃSKI,168.80843100784713,104.89266358377698,,234.0339976711806
baseline,1924,KOSZYRSKI,3,KOBRYŃSKI,178.18315155073955,110.71784306223459,,131.34713080561357
baseline,1924,KOWELSKI,1,WŁODZIMIERSKI,68.31494307060002,42.44892449072181,,1899.441671076804
baseline,1924,KOWELSKI,2,LUBOMELSKI,77.1319615404966,47.927564074379916,,611.8766728519864
baseline,1924,KOWELSKI,3,ŁUCKI,92.1184455820736,57.23973064977866,,1118.5204921132304
baseline,1924,KOZIENICKI,1,RADOMSKI,68.93273472291888,42.832802307514825,,2992.4800993750405
baseline,1924,KOZIENICKI,2,GARWOLIŃSKI,90.75315524102528,56.39137882527112,,916.5904025067393
baseline,1924,KOZIENICKI,3,PUŁAWSKI,96.9348031961679,60.23247559680605,,950.7096169050521
baseline,1924,KOŁOMYJSKI,1,NADWÓRNIAŃSKI,47.354966895541956,29.425003134849803,,5180.946584173056
baseline,1924,KOŁOMYJSKI,2,ŚNIATYŃSKI,48.4425575588496,30.100800432899934,,2448.741708228184
baseline,1924,KOŁOMYJSKI,3,HORODEŃSKI,56.81990575358532,35.30624165801106,,1591.5556569420141
baseline,1924,KOŚCIAŃSKI,1,LESZCZYŃSKI,31.556736493822946,19.60844091190326,,17350.477167291054
baseline,1924,KOŚCIAŃSKI,2,ŚREMSKI,43.03115414103741,26.738311279770556,,4448.960776661141
