scenario,District,log_change_ma_total,log_change_ma_domestic,log_change_ma_foreign
fixed14,KOŁOMYJSKI,0.531737955192451,0.3617374010650698,0.5317385854363259
fixed14,KOŚCIAŃSKI,0.5672516888735046,0.406529560466212,0.5672523475574636
fixed14,KOŚCIERSKI,0.5584996523814638,0.7115169761589852,0.5584993018824562
fixed14,KRAKOWSKI,0.5896738681903351,0.36587592932778,0.5896756966111028
fixed14,KRAKÓW (MIASTO),0.589290153685532,0.3339401354360163,0.589602950919808
fixed14,KRASNOSTAWSKI,0.5294238482124918,0.45462785117707405,0.5294241208335784
fixed14,KROTOSZYŃSKI,0.5805153672660168,0.053258154168331906,0.5805176686028126
fixed14,KROŚNIEŃSKI,0.5652380545013784,0.7588106374687591,0.5652368220217561
fixed14,KRZEMIENIECKI,0.5316804235921424,0.5873526273456919,0.5316803184266377
fixed14,KUTNOWSKI,0.5409497320006409,0.12244960028531438,0.5409535755931643
fixed14,KĘPIŃSKI,0.6180696489949682,0.4923060546833744,0.6180699969767041
fixed14,LESKI,0.5554878754474544,0.6474396274162526,0.555487672044503
fixed14,LESZCZYŃSKI,0.5676298543143474,0.2577274401445129,0.567631293045153
fixed14,LIDZKI,0.5333653095050224,0.7316409808647082,0.5333650737849673
fixed14,LIMANOWSKI,0.5854947095803134,0.43307346763198584,0.5854951193334585
fixed14,LIPNOWSKI,0.7536972169674669,0.24852569232388078,0.7536986942989614
fixed14,LUBACZOWSKI,0.5294608710197686,0.3987156731575672,0.5294612551887141
fixed14,LUBARTOWSKI,0.5316459524347543,0.5230635628706937,0.53164597715692
fixed14,LUBAWSKI,0.5485654800241626,0.6857376390835395,0.5485649982692422
fixed14,LUBELSKI,0.5292899226309373,0.3548680770020045,0.5292911095324335
fixed14,LUBLINIECKI,0.6834497499083803,0.6829945244422486,0.6834497520325478
fixed14,LUBOMELSKI,0.529875986057796,0.47408191895312424,0.5298760449955573
fixed14,LWOWSKI,0.5318594408892992,0.22853576192948744,0.5318614650199649
fixed14,LWÓW (MIASTO),0.5318676210445368,0.3343068196366925,0.5320136246915759
fixed14,M. ST. WARSZAWA,0.54291789292677,0.46223499669289225,0.5430862510142234
fixed14,MAKOWSKI (MAKÓW MAZOWIECKI),0.5435692634022153,0.47574897318794207,0.5435694352779556
fixed14,MIECHOWSKI,0.5737826956042476,0.38679060869872917,0.5737832924108055
fixed14,MIELECKI,0.530241112178004,0.5915178910714429,0.5302409433089501
fixed14,MIĘDZYCHODZKI,0.5597643561664896,0.37722136980704324,0.5597648222412346
fixed14,MIŃSKI,0.5341147730103764,0.6374447281416042,0.5341141908016702
fixed14,MOGILEŃSKI,0.5676061315878584,0.14280575928135875,0.5676074856010267
fixed14,MORSKI,0.575912735069604,0.9597608591200597,0.5759107062389752
fixed14,MOŁODECZAŃSKI,0.5339045474890227,0.38195497534824163,0.5339048477962294
fixed14,MOŚCISKI,0.5318978244345409,0.47153255111380954,0.531898051569641
fixed14,MYŚLENICKI,0.585580716778626,0.36486986765556395,0.5855814665195105
fixed14,MŁAWSKI,0.5362069818881885,0.2903945422303549,0.5362077373328908
fixed14,NADWÓRNIAŃSKI,0.5315534123222463,0.5727617459016674,0.5315533253709113
fixed14,NIESZAWSKI,0.5620607133523734,0.22683465480386822,0.5620619011373797
fixed14,NIEŚWIESKI,0.5324893152916559,0.44698619564479625,0.5324895310067568
fixed14,NIŻAŃSKI,0.5333664489669232,0.5018210051098011,0.533366535012842
fixed14,NOWOGRÓDZKI,0.5327312461009441,0.4541216638092047,0.5327313656443806
fixed14,NOWOSĄDECKI,0.5842592140073677,0.3934081864973935,0.5842598566138157
fixed14,NOWOTARSKI,0.5876795867745521,0.6216054861166143,0.5876794945162871
fixed14,NOWOTOMYSKI,0.5561423736849918,0.019067056117089365,0.5561443331689375
fixed14,OBORNICKI,0.5679705545597962,0.4911875355814548,0.5679707650358665
fixed14,OLKUSKI,0.587692606916761,0.47203977293212684,0.5876930591239145
fixed14,OPATOWSKI,0.5310063989385085,0.5355592167652015,0.5310063810162511
fixed14,OPOCZYŃSKI,0.53015676959647,0.6216967237671618,0.5301565344779959
fixed14,OSTROWSKI (OSTRÓW MAZOWIECKA),0.5396449284682987,0.5781217979740063,0.5396448443205024
fixed14,OSTROWSKI (OSTRÓW WIELKOPOLSKI),0.5880215092749346,0.17690873971989962,0.5880229819193907
fixed14,OSTROŁĘCKI,0.5423089796245044,0.31596258656870013,0.542309350783512
fixed14,OSZMIAŃSKI,0.5322795700789698,0.4016903103473819,0.5322797589787314
fixed14,PIOTRKOWSKI,0.5306903453011707,0.39655218891697075,0.530690855827487
fixed14,PIŃCZOWSKI,0.518078441698048,0.4537740624464073,0.5180786332204619
fixed14,PIŃSKI,0.5326386370122691,0.615743321387324,0.5326385536919886
fixed14,PODHAJECKI,0.5317463471554156,0.7631657325006636,0.531745763374456
fixed14,POSTAWSKI,0.5356178584475657,0.07663163395446837,0.5356183525218867
fixed14,POZNAŃ (MIASTO),0.566308757921945,0.47893673866218833,0.5663564002514008
fixed14,POZNAŃSKI,0.5636974428244308,0.3108385634412034,0.5636988770062636
fixed14,PRUŻAŃSKI,0.5339053974883399,0.2628862198629376,0.5339057933312468
fixed14,PRZASNYCKI,0.5403634098069965,0.4804057948477469,0.5403635611557576
fixed14,PRZEMYSKI,0.532834160266475,0.3283591625640101,0.5328354522057595
fixed14,PRZEMYŚLAŃSKI,0.5318166285724288,0.574744836882978,0.5318164746835343
fixed14,PRZEWORSKI,0.5331022817243927,0.2830658905314154,0.5331043362681029
fixed14,PSZCZYŃSKI,0.6015525008465055,0.2573544051141923,0.6015559713955021
fixed14,PUŁAWSKI,0.5305093601877324,0.39392270405751795,0.5305097994168868
fixed14,PUŁTUSKI,0.5561273746478648,0.4314065714544819,0.5561278073938567
fixed14,PŁOCKI,0.5480173231090752,0.27719980966424096,0.54801871548284
fixed14,PŁOŃSKI,0.6044276525876668,0.40290816844559885,0.6044283815966445
fixed14,RADOMSKI,0.5312224125853433,0.8048425750125263,0.531221399612658
fixed14,RADOMSZCZAŃSKI,0.5309585901215605,0.40379788028426056,0.5309589518188211
fixed14,RADZIECHOWSKI,0.5318954022528892,0.5181602577987308,0.5318954388856305
fixed14,RADZYMIŃSKI,0.5457187148207261,0.7956284814915433,0.5457167423519884
fixed14,RADZYŃSKI,0.5330522132648703,0.5497960857830355,0.5330521657005676
fixed14,RAWICKI,0.5744753415085704,0.2831081025822515,0.574477128134788
fixed14,RAWSKI (RAWA MAZOWIECKA),0.531621471727096,0.5010573996725469,0.5316215627632168
fixed14,RAWSKI (RAWA RUSKA),0.52950823085839,0.4436909182696098,0.5295084597766788
fixed14,ROHATYŃSKI,0.5318610421153629,0.4841131649556951,0.5318611950252468
fixed14,ROPCZYCKI,0.5481221525660729,0.36129639197493724,0.5481227250269569
fixed14,RUDECKI,0.532385413069342,0.4227345104006721,0.5323859033999483
fixed14,RYBNICKI,0.601023906148157,0.8209344661944975,0.6010210623587007
fixed14,RYPIŃSKI,0.7232541737706448,0.2635354961319125,0.7232558572956442
fixed14,RZESZOWSKI,0.5475026883989713,0.1961813634469456,0.5475044290922888
fixed14,RÓWIEŃSKI,0.529618080958727,0.4842718913928259,0.5296182030208172
fixed14,SAMBORSKI,0.5327530871463431,0.30218828726268576,0.5327540543249754
fixed14,SANDOMIERSKI,0.53862913629726,0.2879901928275084,0.5386299861090933
fixed14,SANOCKI,0.5588335303229037,0.4169196099949204,0.5588340855070548
fixed14,SARNEŃSKI,0.5291238377470826,0.8487578051505285,0.529123579881329
fixed14,SIEDLECKI,0.5337488046634817,0.30589586069387753,0.5337494737269921
fixed14,SIERADZKI,0.5403208108208375,0.2862973869904266,0.5403217476107969
fixed14,SIERPECKI,0.692638775617425,0.3250514947481511,0.6926401079114441
fixed14,SKAŁACKI,0.5316656538535369,0.5155219479423288,0.5316657162971943
fixed14,SKIERNIEWICKI,0.5301251166032124,0.4694388722303078,0.530125445708201
fixed14,SOCHACZEWSKI,0.5313232577722466,0.79118623928753,0.5313218442331866
fixed14,SOKALSKI,0.5294591164791491,0.3256584945714005,0.529459841303666
fixed14,SOKOŁOWSKI,0.5343150455889081,0.6708970187096996,0.5343146821949318
fixed14,SOKÓLSKI,0.5386485303685937,0.5076543788341512,0.5386485728382127
fixed14,STANISŁAWOWSKI,0.5317436541011489,0.21833998043018976,0.5317453039957236
fixed14,STAROGARDZKI,0.5499582478722331,0.31580605705380016,0.5499592912606168
fixed14,STOLIŃSKI,0.5323667946126314,1.039683800348044,0.5323664933392713
fixed14,STOPNICKI,0.5382715929271811,0.5300192217610364,0.5382716113823811
fixed14,STOŁPECKI,0.5330172273733496,0.24028677314099234,0.5330177166966514
fixed14,STRYJSKI,0.5318768810241181,0.29298280164023893,0.5318774643335402
fixed14,SUWALSKI,0.5367298967757002,0.3392647935871116,0.5367302891481387
fixed14,SZAMOTULSKI,0.5643266150262889,0.40551465670036446,0.564327109345399
fixed14,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),0.5379685088481665,0.38857513297909385,0.5379688378748959
fixed14,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.5328966023628219,0.7481539518942792,0.5328963438160628
fixed14,SZUBIŃSKI,0.5616693050818746,0.5050464885716801,0.5616694681168823
fixed14,SĘPOLEŃSKI,0.556812701885864,0.6965433512633332,0.5568119841689523
fixed14,SŁONIMSKI,0.5328822997102662,0.5767248718767783,0.5328822441393761
fixed14,TARNOBRZESKI,0.5333639049802059,0.4828292200871056,0.5333640693307409
fixed14,TARNOGÓRSKI,0.6298177999896666,0.33657585908686727,0.6298260380279146
fixed14,TARNOPOLSKI,0.5319004454954062,0.5309128736413182,0.5319004496019133
fixed14,TARNOWSKI,0.5770655882465654,0.5773425763620041,0.5770655865844354
fixed14,TCZEWSKI,0.551092327681804,0.6277696366085621,0.5510917235916253
fixed14,TOMASZOWSKI,0.5293813887315295,0.5137043723847352,0.5293814367104588
fixed14,TORUŃSKI,0.5543037827665245,0.6066704678240127,0.5543033973979021
fixed14,TREMBOWELSKI,0.5316737398228781,0.6674883575156105,0.5316732204652297
fixed14,TUCHOLSKI,0.5577896805405125,0.6084667248427831,0.557789541623201
fixed14,TURCZAŃSKI,0.5322472029586329,0.3430662104426503,0.5322475861726197
fixed14,TURECKI,0.5667783773260275,0.21674471203372203,0.5667792300295105
fixed14,TŁUMACKI,0.5315812084405422,0.46541191414651806,0.5315814873755365
fixed14,WADOWICKI,0.590368240062368,0.3762509189601353,0.5903692805829266
fixed14,WARSZAWSKI,0.5416905018315887,1.5921690780179993,0.5416515480141939
fixed14,WIELUŃSKI,0.7486637380717731,0.5695624616711843,0.7486640748283548
fixed14,WILEJSKI,0.5324476852674742,0.22472495995220854,0.5324480550426642
fixed14,WILEŃSKO-TROCKI,0.5372965492308595,0.4071409821182943,0.5372967320127628
fixed14,WILNO (MIASTO),0.5365430602866752,0.4305197259580531,0.5365716836256276
fixed14,WOLSZTYŃSKI,0.5642769612191572,0.4638071930918688,0.5642772448151803
fixed14,WOŁKOWYSKI,0.5331579339457981,0.48440651476493635,0.5331579887296698
fixed14,WOŁOŻYŃSKI,0.5322672794674794,0.40958136369262466,0.5322674781323009
fixed14,WRZESIŃSKI,0.5691103312215304,0.35948250058814857,0.5691112575686219
fixed14,WYRZYSKI,0.5578128196080243,0.4811508753009388,0.5578131097226517
fixed14,WYSOKOMAZOWIECKI,0.5393796376118374,0.5055730619491872,0.5393797087638283
fixed14,WĄBRZESKI,0.5519353497202495,0.7610240045394789,0.5519343723599768
fixed14,WĄGROWIECKI,0.5606718395708405,0.5526864140208554,0.5606718619989302
fixed14,WĘGROWSKI,0.5331878207668979,0.6811604474121191,0.5331874208918244
fixed14,WŁOCŁAWSKI,0.5551349009546875,0.30559227555754287,0.5551367208540725
fixed14,WŁODAWSKI,0.5298574742365894,0.6529897586194888,0.5298572438147886
fixed14,WŁODZIMIERSKI,0.5285637006268722,0.4877933347307559,0.5285637846538478
fixed14,WŁOSZCZOWSKI,0.5307569885472532,0.4709693875640184,0.5307571102186195
fixed14,ZALESZCZYCKI,0.5318455436009586,0.5876889704719819,0.5318453205981157
fixed14,ZAMOJSKI,0.5293461165658435,0.5763504734415239,0.5293458964060349
fixed14,ZBARASKI,0.5319203646806194,0.4405923785694288,0.5319207276590241
fixed14,ZBOROWSKI,0.5314544742354173,0.41083098795061535,0.5314548452072607
fixed14,ZDOŁBUNOWSKI,0.5290967292247082,0.3485248483585819,0.5290973281425835
fixed14,ZŁOCZOWSKI,0.5319573081918492,0.5580387553642616,0.5319572286911658
fixed14,ŁASKI,0.5570996589363411,0.8863848885032857,0.5570980171603885
fixed14,ŁAŃCUCKI,0.5338340947348534,0.299410607380203,0.5338350686753301
fixed14,ŁOMŻYŃSKI,0.5415577487465626,0.30366030991139503,0.5415582361907063
fixed14,ŁOWICKI,0.5295928387962974,0.326798704679927,0.5295938555839754
fixed14,ŁUCKI,0.5322343137212684,0.8376867276756395,0.53223392772896
fixed14,ŁUKOWSKI,0.5331452212179926,0.5463454239146603,0.533145189324209
fixed14,ŁUNINIECKI,0.5312479226594,0.6172650525988912,0.5312478454495917
fixed14,ŁÓDZKI,0.532579945008866,0.763165336023361,0.5325772901739754
fixed14,ŁÓDŹ (MIASTO),0.5318340218901483,0.6635503542165768,0.5315327965964016
fixed14,ŁĘCZYCKI,0.5599361633600175,0.5751381762608965,0.5599360946017597
fixed14,ŚNIATYŃSKI,0.5314545175599186,0.4728196305457839,0.5314549097208321
fixed14,ŚREDZKI,0.570221331354972,0.4457303482181345,0.5702218072933825
fixed14,ŚREMSKI,0.5680005410658922,0.5940303677912198,0.5680004615616738
fixed14,ŚWIECKI,0.5526824674448605,0.747694045286516,0.5526818584174258
fixed14,ŚWIĘCIAŃSKI,0.5359076091546768,0.3047372568608333,0.5359078716933787
fixed14,ŚWIĘTOCHŁOWICKI,0.6152310563670511,0.9407537662203822,0.6151112899463413
fixed14,ŻNIŃSKI,0.5634182337235814,0.3743800200219871,0.5634189390755004
fixed14,ŻYDACZOWSKI,0.5319003205853683,0.5156024321980075,0.5319003716696606
fixed14,ŻYWIECKI,0.5982542154187023,0.4187870864272636,0.5982550897853294
fixed14,ŻÓŁKIEWSKI,0.5317078399479094,0.3578278966746744,0.5317085549632452
