From_District,To_District,Proportion
OSZMIAŃSKI,WILEŃSKO-TROCKI,0.009898949399800466
OSZMIAŃSKI,OSZMIAŃSKI,0.9002052810991041
OŚWIĘCIMSKI,BIALSKI (BIAŁA KRAKOWSKA),0.47487488073243694
OŚWIĘCIMSKI,WADOWICKI,0.525125119267563
PECZENIŻYŃSKI,KOŁOMYJSKI,1.0
PILZNEŃSKI,JASIELSKI,0.40510006430754514
PILZNEŃSKI,DĘBICKI,0.5948999356924548
PIOTRKOWSKI,PIOTRKOWSKI,1.0
PIŃCZOWSKI,STOPNICKI,3.369338429610008e-11
PIŃCZOWSKI,PIŃCZOWSKI,0.9999999999663066
PIŃSKI,KOSZYRSKI,0.0
PIŃSKI,ŁUNINIECKI,0.011140710017230111
PIŃSKI,PIŃSKI,0.9888592899827698
PLESZEWSKI,OSTROWSKI (OSTRÓW WIELKOPOLSKI),0.17017369218209344
PLESZEWSKI,KROTOSZYŃSKI,0.0
PLESZEWSKI,KĘPIŃSKI,0.0
PLESZEWSKI,JAROCIŃSKI,0.8298263078179066
PODHAJECKI,BRZEŻAŃSKI,0.018568163205219618
PODHAJECKI,STANISŁAWOWSKI,0.007383097121185604
PODHAJECKI,PODHAJECKI,0.9740487396735947
POZNAŃ (MIASTO),POZNAŃ (MIASTO),1.0
POZNAŃSKI WSCHODNI,GNIEZNO (MIASTO),0.0
POZNAŃSKI WSCHODNI,WĄGROWIECKI,0.0
POZNAŃSKI WSCHODNI,KALISKI,0.0
POZNAŃSKI WSCHODNI,MOGILEŃSKI,0.0
POZNAŃSKI WSCHODNI,WRZESIŃSKI,0.0
POZNAŃSKI WSCHODNI,GNIEŹNIEŃSKI,0.029989793981671693
POZNAŃSKI WSCHODNI,OBORNICKI,5.156536609629237e-05
POZNAŃSKI WSCHODNI,ŚREMSKI,2.919953753761939e-11
POZNAŃSKI WSCHODNI,POZNAŃSKI,0.9699586406230325
POZNAŃSKI ZACHODNI,GNIEZNO (MIASTO),0.0
POZNAŃSKI ZACHODNI,WĄGROWIECKI,0.0
POZNAŃSKI ZACHODNI,KALISKI,0.0
POZNAŃSKI ZACHODNI,MOGILEŃSKI,0.0
POZNAŃSKI ZACHODNI,WRZESIŃSKI,0.0
POZNAŃSKI ZACHODNI,GNIEŹNIEŃSKI,0.0
POZNAŃSKI ZACHODNI,OBORNICKI,0.05133492812628889
POZNAŃSKI ZACHODNI,ŚREMSKI,2.7781841201439233e-12
POZNAŃSKI ZACHODNI,POZNAŃSKI,0.948665071870933
PRUŻAŃSKI,PRUŻAŃSKI,1.0
PRZASNYCKI,PRZASNYCKI,1.0
PRZEMYSKI,PRZEMYSKI,1.0
PRZEMYŚLAŃSKI,PRZEMYŚLAŃSKI,1.0
PRZEWORSKI,PRZEWORSKI,1.0
PSZCZYŃSKI,PSZCZYŃSKI,1.0
PUCKI,GDYNIA (MIASTO),0.025822639770520454
PUCKI,MORSKI,0.9741773602294795
PUŁAWSKI,PUŁAWSKI,1.0
PUŁTUSKI,PUŁTUSKI,1.0
PŁOCKI,PŁOCKI,1.0
PŁOŃSKI,PŁOŃSKI,1.0
RADOMSKI,GRÓJECKI,0.0004060909528872578
RADOMSKI,RADOM (MIASTO),0.018053174837841846
RADOMSKI,IŁŻECKI,0.004914729639563988
RADOMSKI,RADOMSKI,0.976626004569707
RADOMSZCZAŃSKI,PIOTRKOWSKI,7.583796630850325e-11
RADOMSZCZAŃSKI,RADOMSZCZAŃSKI,0.999999999924162
RADZIECHOWSKI,BRODZKI,0.0
RADZIECHOWSKI,RADZIECHOWSKI,1.0
RADZYMIŃSKI,RADZYMIŃSKI,1.0
RADZYŃSKI,BIALSKI (BIAŁA PODLASKA),0.0
RADZYŃSKI,RADZYŃSKI,1.0
RAWICKI,GOSTYŃSKI,0.002282727097736126
RAWICKI,RAWICKI,0.997717272902264
RAWSKI (RAWA MAZOWIECKA),RAWSKI (RAWA MAZOWIECKA),1.0
RAWSKI (RAWA RUSKA),RAWSKI (RAWA RUSKA),1.0
ROHATYŃSKI,ROHATYŃSKI,1.0
ROPCZYCKI,JASIELSKI,0.0
ROPCZYCKI,DĘBICKI,1.0
RUDECKI,GRÓDECKI,0.0
RUDECKI,RUDECKI,1.0
RUDZKI,KATOWICKI,0.25
RUDZKI,PSZCZYŃSKI,0.25
RUDZKI,RYBNICKI,0.25
RUDZKI,ŚWIĘTOCHŁOWICKI,0.25
RYBNICKI,RYBNICKI,1.0
RYPIŃSKI,SIERPECKI,0.01197261818272289
RYPIŃSKI,RYPIŃSKI,0.9880273818172771
RZESZOWSKI,ŁAŃCUCKI,6.9346951003831995e-18
RZESZOWSKI,RZESZOWSKI,1.0
RÓWIEŃSKI,WILEŃSKO-TROCKI,0.0
RÓWIEŃSKI,KOSTOPOLSKI,0.5274157630151702
RÓWIEŃSKI,RÓWIEŃSKI,0.43999079937820873
RÓWIEŃSKI,ZDOŁBUNOWSKI,0.03259343760662114
SAMBORSKI,DROHOBYCKI,0.045027295962177694
SAMBORSKI,DOBROMILSKI,1.0538349790454954e-16
SAMBORSKI,SAMBORSKI,0.9549727040378222
SANDOMIERSKI,SANDOMIERSKI,1.0
SANOCKI,SANOCKI,1.0
SARNEŃSKI,WILEŃSKO-TROCKI,0.0
SARNEŃSKI,SARNEŃSKI,1.0
SEJNEŃSKI,SUWALSKI,1.0
SIEDLECKI,SOKOŁOWSKI,0.0031878031063434006
SIEDLECKI,SIEDLECKI,0.9968121968936565
SIERADZKI,KALISKI,0.0025688672147529
SIERADZKI,SIERADZKI,0.9974311327852471
SIERPECKI,SIERPECKI,1.0
SKAŁACKI,TREMBOWELSKI,0.028175878201554157
SKAŁACKI,KOPYCZYNIECKI,0.0
SKAŁACKI,CZORTKOWSKI,0.0
SKAŁACKI,SKAŁACKI,0.9718241217984458
SKIERNIEWICKI,SKIERNIEWICKI,1.0
SKOLSKI,STRYJSKI,1.0
SOCHACZEWSKI,SOCHACZEWSKI,1.0
SOKALSKI,KAMIONECKI,0.00786576945006535
SOKALSKI,SOKALSKI,0.9921342305499347
SOKOŁOWSKI,SOKOŁOWSKI,1.0
SOKÓLSKI,BIAŁYSTOK (MIASTO),0.0
SOKÓLSKI,BIAŁOSTOCKI,0.00041085846798846103
SOKÓLSKI,SOKÓLSKI,0.9995891415320115
SPISKO-ORAWSKI,NOWOTARSKI,0.9596155012539561
SPISKO-ORAWSKI,WADOWICKI,0.02538780045184343
SPISKO-ORAWSKI,ŻYWIECKI,0.0
SPISKO-ORAWSKI,MYŚLENICKI,0.014996698294200488
STANISŁAWOWSKI,BRZEŻAŃSKI,0.0
STANISŁAWOWSKI,STANISŁAWOWSKI,1.0
STANISŁAWOWSKI,PODHAJECKI,0.0
STAROGARDZKI,CHOJNICKI,0.006893460434450329
STAROGARDZKI,STAROGARDZKI,0.9931065395655497
STAROSAMBORSKI,DROHOBYCKI,0.0
STAROSAMBORSKI,DOBROMILSKI,0.30400876790181197
STAROSAMBORSKI,SAMBORSKI,0.695991232098188
STOLIŃSKI,STOLIŃSKI,1.0
STOPNICKI,STOPNICKI,1.0
STOŁPECKI,MOŁODECZAŃSKI,0.15057551689284232
STOŁPECKI,WOŁOŻYŃSKI,0.3857615326482799
STOŁPECKI,NOWOGRÓDZKI,0.0
STOŁPECKI,STOŁPECKI,0.4636629504588778
STRYJSKI,STRYJSKI,1.0
STRZELNEŃSKI,GNIEZNO (MIASTO),0.0
STRZELNEŃSKI,WĄGROWIECKI,0.0
STRZELNEŃSKI,KALISKI,0.0
STRZELNEŃSKI,MOGILEŃSKI,1.0
STRZELNEŃSKI,WRZESIŃSKI,0.0
STRZELNEŃSKI,GNIEŹNIEŃSKI,0.0
STRZELNEŃSKI,ŻNIŃSKI,0.0
STRZYŻOWSKI,ŁAŃCUCKI,0.0
STRZYŻOWSKI,RZESZOWSKI,0.5893221465298345
STRZYŻOWSKI,KROŚNIEŃSKI,0.4106778534701655
SUWALSKI,SUWALSKI,1.0
SZAMOTULSKI,SZAMOTULSKI,1.0
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),1.0
SZUBIŃSKI,SZUBIŃSKI,1.0
