District,year,scenario,ma_total,ma_total_no_self,ma_domestic,ma_domestic_no_self,ma_domestic_inter,ma_domestic_self,ma_foreign
TOMASZOWSKI,1925,baseline,1141943631.9747927,1141810864.9265585,145109.8056999348,12342.75746551445,12342.75746551445,132767.04823442036,1141798522.169093
TORUŃSKI,1925,baseline,1422575162.333304,1422179114.0097075,439239.06325671397,43190.73966025633,43190.73966025633,396048.32359645766,1422135923.2700472
TREMBOWELSKI,1925,baseline,1134626656.202534,1134480960.4279413,173387.43105854653,27691.65646600492,27691.65646600492,145695.77459254162,1134453268.7714753
TUCHOLSKI,1925,baseline,1360903946.991975,1360756934.0162568,174082.3593203547,27069.383602052596,27069.383602052596,147012.9757183021,1360729864.6326547
TURCZAŃSKI,1925,baseline,1174422479.4962978,1174349233.2666402,89123.27046977547,15877.040812125988,15877.040812125988,73246.22965764948,1174333356.2258282
TURECKI,1925,baseline,1369568667.2319505,1369422126.7720392,159510.32158824874,12969.861676962888,12969.861676962888,146540.45991128584,1369409156.9103622
TŁUMACKI,1925,baseline,1170371969.8404253,1170227708.5068023,179218.57816396776,34957.24454081336,34957.24454081336,144261.3336231544,1170192751.2622614
WADOWICKI,1925,baseline,1338466333.7698312,1338236761.8707926,319511.0747219083,89939.17568328427,89939.17568328427,229571.89903862402,1338146822.6951094
WARSZAWSKI,1925,baseline,1328272847.9790905,1327925524.5135882,1535699.6875203315,1188376.2220179124,1188376.2220179124,347323.465502419,1326737148.2915702
WIELUŃSKI,1925,baseline,1307434129.5552855,1307338648.3198977,100488.473345142,5007.237957214785,5007.237957214785,95481.23538792721,1307333641.0819404
WILEJSKI,1925,baseline,993897245.0472767,993856298.3436753,47983.4211923134,7036.717590756616,7036.717590756616,40946.70360155679,993849261.6260844
WILEŃSKO-TROCKI,1925,baseline,1044847129.6492348,1044814359.2558645,112234.00882359587,79463.6154533285,79463.6154533285,32770.39337026737,1044734895.6404111
WILNO (MIASTO),1925,baseline,1065142256.4731302,1055966379.5918186,9238562.228683647,62685.34737198806,62685.34737198806,9175876.881311659,1055903694.2444466
WOLSZTYŃSKI,1925,baseline,1732210586.2339537,1732020049.8090422,233475.21792301416,42938.793011447204,42938.793011447204,190536.42491156695,1731977111.0160308
WOŁKOWYSKI,1925,baseline,1148574851.4785078,1148536403.065009,52560.61747969857,14112.203981279856,14112.203981279856,38448.41349841872,1148522290.861028
WOŁOŻYŃSKI,1925,baseline,1007779381.3374394,1007714198.0154722,70654.95965359682,5471.637686326864,5471.637686326864,65183.32196726995,1007708726.3777858
WRZESIŃSKI,1925,baseline,1541854740.2278867,1541588060.6776245,337111.8272837726,70432.27702153155,70432.27702153155,266679.55026224104,1541517628.4006028
WYRZYSKI,1925,baseline,1428704723.9941819,1428508951.7804832,228948.86919428853,33176.65549563958,33176.65549563958,195772.21369864896,1428475775.1249876
WYSOKOMAZOWIECKI,1925,baseline,1198145849.5787113,1198059924.7188423,114912.37223432492,28987.51236525307,28987.51236525307,85924.85986907185,1198030937.206477
WĄBRZESKI,1925,baseline,1375912811.0046618,1375708392.8924625,241712.72515233883,37294.61295286817,37294.61295286817,204418.11219947066,1375671098.2795095
WĄGROWIECKI,1925,baseline,1524105345.111461,1523962011.742695,199325.14416926776,55991.775403495114,55991.775403495114,143333.36876577264,1523906019.9672916
WĘGROWSKI,1925,baseline,1226349843.7629235,1226245771.6594172,139883.7901471659,35811.6866408064,35811.6866408064,104072.10350635952,1226209959.9727764
WŁOCŁAWSKI,1925,baseline,1412122612.9259868,1411677596.4268858,490678.9236654372,45662.424564610366,45662.424564610366,445016.49910082686,1411631934.0023212
WŁODAWSKI,1925,baseline,1176963535.0977306,1176895617.2563882,82969.09715204753,15051.255809618218,15051.255809618218,67917.84134242931,1176880566.0005786
WŁODZIMIERSKI,1925,baseline,1157469437.188809,1157392811.3654,93119.74366945187,16493.920260558763,16493.920260558763,76625.8234088931,1157376317.4451394
WŁOSZCZOWSKI,1925,baseline,1314341662.28612,1314250474.3469498,111878.65331124337,20690.714141016673,20690.714141016673,91187.93917022669,1314229783.6328087
ZALESZCZYCKI,1925,baseline,1135224475.9140909,1135078212.9882138,161346.0266991126,15083.100821909398,15083.100821909398,146262.9258772032,1135063129.8873918
ZAMOJSKI,1925,baseline,1203599835.209132,1203428875.6726139,200111.12888362457,29151.592365527715,29151.592365527715,170959.53651809684,1203399724.0802484
ZBARASKI,1925,baseline,1121629576.8533623,1121468716.0127146,185481.39896141645,24620.558313606896,24620.558313606896,160860.84064780956,1121444095.454401
ZBOROWSKI,1925,baseline,1132542529.1176143,1132409075.2628736,152519.40928390593,19065.554543244438,19065.554543244438,133453.85474066148,1132390009.7083304
ZDOŁBUNOWSKI,1925,baseline,1081736104.518599,1081597461.8206704,148909.5463360849,10266.848407415944,10266.848407415944,138642.69792866896,1081587194.9722629
ZŁOCZOWSKI,1925,baseline,1148754061.3542984,1148649435.752963,130366.15481841359,25740.553483105836,25740.553483105836,104625.60133530776,1148623695.19948
ŁASKI,1925,baseline,1415595535.6912775,1415423851.681185,246740.95099262346,75056.94090009271,75056.94090009271,171684.01009253075,1415348794.740285
ŁAŃCUCKI,1925,baseline,1250879414.0792985,1250711075.127707,191290.7376208336,22951.78602937479,22951.78602937479,168338.9515914588,1250688123.3416777
ŁOMŻYŃSKI,1925,baseline,1187539423.338853,1187448643.6362488,108313.35148692751,17533.648882940593,17533.648882940593,90779.70260398692,1187431109.987366
ŁOWICKI,1925,baseline,1402532249.3336387,1402322643.5849557,330165.35957095475,120559.6108880813,120559.6108880813,209605.74868287344,1402202083.9740677
ŁUCKI,1925,baseline,1106018572.2529058,1105978558.170978,49472.708724113734,9458.626796192912,9458.626796192912,40014.08192792082,1105969099.5441818
ŁUKOWSKI,1925,baseline,1255547118.352263,1255444328.6596613,142706.84074248446,39917.148140870166,39917.148140870166,102789.6926016143,1255404411.5115204
ŁUNINIECKI,1925,baseline,1057046970.2967737,1057022489.8086348,31538.378548668323,7057.890409710301,7057.890409710301,24480.488138958022,1057015431.918225
ŁÓDZKI,1925,baseline,1419206980.0318854,1418893003.6121347,727982.6950862217,414006.27533558395,414006.27533558395,313976.4197506378,1418478997.3367991
ŁÓDŹ (MIASTO),1925,baseline,1492282196.303102,1410252448.1672566,82144939.26977362,115191.13392827146,115191.13392827146,82029748.13584535,1410137257.0333283
ŁĘCZYCKI,1925,baseline,1428396837.2167842,1428190832.0492504,334406.6837356856,128401.51620184172,128401.51620184172,206005.16753384387,1428062430.5330486
ŚNIATYŃSKI,1925,baseline,1187350565.211719,1187108177.9303622,254767.3533042558,12380.07194733931,12380.07194733931,242387.2813569165,1187095797.858415
ŚREDZKI,1925,baseline,1554176051.7651267,1553972470.978267,281280.9158610224,77700.12900127964,77700.12900127964,203580.7868597428,1553894770.8492656
ŚREMSKI,1925,baseline,1535430907.083749,1535274072.369693,198763.92059793035,41929.2065420786,41929.2065420786,156834.71405585174,1535232143.163151
ŚWIECKI,1925,baseline,1375127544.4812598,1374998385.209311,170809.6439139052,41650.37196509623,41650.37196509623,129159.27194880895,1374956734.8373458
ŚWIĘCIAŃSKI,1925,baseline,1013638645.6892002,1013598510.2484484,47075.163743426805,6939.722991588635,6939.722991588635,40135.44075183817,1013591570.5254568
ŚWIĘTOCHŁOWICKI,1925,baseline,1474714720.85664,1458101112.7754402,17316497.179529507,702889.0983296549,702889.0983296549,16613608.081199853,1457398223.6771107
ŻNIŃSKI,1925,baseline,1474584726.251049,1474401463.9013402,240452.0001682409,57189.650459634904,57189.650459634904,183262.349708606,1474344274.2508807
ŻYDACZOWSKI,1925,baseline,1181593949.7784584,1181476970.500392,152212.51674145792,35233.238675019966,35233.238675019966,116979.27806643797,1181441737.2617168
ŻYWIECKI,1925,baseline,1336204243.936593,1335974544.3561,306233.6723833321,76534.09189031374,76534.09189031374,229699.58049301838,1335898010.2642097
ŻÓŁKIEWSKI,1925,baseline,1185456243.103058,1185325051.6300313,207977.7521277839,76786.27910121735,76786.27910121735,131191.47302656653,1185248265.3509302
AUGUSTOWSKI,1926,baseline,1139056154.7932098,1138998439.221731,70732.61883874798,13017.047359835504,13017.047359835504,57715.57147891247,1138985422.174371
BARANOWICKI,1926,baseline,1130510033.5741906,1130471872.5420327,54723.142130007705,16562.109972071437,16562.109972071437,38161.03215793627,1130455310.4320607
BIALSKI (BIAŁA KRAKOWSKA),1926,baseline,1502088701.2614655,1501398716.9874527,798268.4654719102,108284.19145920708,108284.19145920708,689984.2740127031,1501290432.7959936
BIALSKI (BIAŁA PODLASKA),1926,baseline,1279085939.4788864,1278971135.1630332,141724.38589689392,26920.070043888612,26920.070043888612,114804.31585300529,1278944215.0929894
BIAŁOSTOCKI,1926,baseline,1252002402.5264864,1251878895.7297528,148386.5736155932,24879.776881851063,24879.776881851063,123506.79673374213,1251854015.9528708
BIELSKI (BIELSK PODLASKI),1926,baseline,1246591433.0768738,1246551851.918608,59993.490511329466,20412.332245483125,20412.332245483125,39581.158265846345,1246531439.5863624
BIELSKO,1926,baseline,1497878833.738623,1495086248.560698,2871113.46123941,78528.28331442048,78528.28331442048,2792585.1779249897,1495007720.2773836
BIŁGORAJSKI,1926,baseline,1235643881.6427338,1235556628.3573055,107561.58644936266,20308.301021162748,20308.301021162748,87253.2854281999,1235536320.0562844
BOCHEŃSKI,1926,baseline,1429307924.787298,1429148664.9468718,232987.49799996853,73727.65757365913,73727.65757365913,159259.8404263094,1429074937.289298
BORSZCZOWSKI,1926,baseline,1143779897.3531659,1143645476.9172797,140192.66075628076,5772.224870277104,5772.224870277104,134420.43588600366,1143639704.6924095
BRASŁAWSKI,1926,baseline,1014781327.5688795,1014755235.2118167,28593.704189429303,2501.3471265467497,2501.3471265467497,26092.357062882555,1014752733.8646901
BRODNICKI,1926,baseline,1407798833.0515983,1407592828.318194,230092.53424089198,24087.800836505925,24087.800836505925,206004.73340438606,1407568740.5173573
BRODZKI,1926,baseline,1195070871.2982352,1194948393.0371459,135531.62877435784,13053.367685033214,13053.367685033214,122478.26108932463,1194935339.6694608
BRZESKI (BRZESKO),1926,baseline,1369229818.7784781,1369055401.494631,222141.90316785246,47724.61932086947,47724.61932086947,174417.283846983,1369007676.8753102
BRZESKI (BRZEŚĆ N.BUG.),1926,baseline,1266290515.225084,1266236373.3052528,79401.00018749945,25259.080356040453,25259.080356040453,54141.919831458996,1266211114.2248967
BRZEZIŃSKI,1926,baseline,1460021392.311437,1459701178.9788985,451790.06879451434,131576.73625623592,131576.73625623592,320213.3325382784,1459569602.2426424
BRZEŻAŃSKI,1926,baseline,1232547573.605701,1232426000.6382627,153571.22371545478,31998.256277247772,31998.256277247772,121572.967438207,1232394002.3819854
BRZOZOWSKI,1926,baseline,1277736489.6148067,1277520402.487636,231889.2803264399,15802.15315580203,15802.15315580203,216087.1271706379,1277504600.3344803
BUCZACKI,1926,baseline,1204641963.321264,1204516972.963936,147832.80193278164,22842.4446048987,22842.4446048987,124990.35732788293,1204494130.5193312
BYDGOSKI,1926,baseline,1504442179.351489,1504183348.2929602,295946.35871718655,37115.30018838898,37115.30018838898,258831.05852879758,1504146232.9927719
BÓBRECKI,1926,baseline,1243735260.773486,1243569539.3641946,195405.5876164858,29684.17832507152,29684.17832507152,165721.40929141428,1243539855.1858695
BĘDZIŃSKI,1926,baseline,1561156684.544536,1560429148.9443016,770748.1549609569,43212.55472633209,43212.55472633209,727535.6002346248,1560385936.3895752
BŁOŃSKI,1926,baseline,1406988508.6151133,1406601902.799739,428149.96507085,41544.14969666863,41544.14969666863,386605.8153741814,1406560358.6500423
CHEŁMIŃSKI,1926,baseline,1425576101.9208183,1425348799.9944077,256489.31517383305,29187.38876324317,29187.38876324317,227301.9264105899,1425319612.6056445
CHEŁMSKI,1926,baseline,1270114431.5317776,1269981343.3524134,162834.40937218003,29746.230007861082,29746.230007861082,133088.17936431896,1269951597.1224055
CHODZIESKI,1926,baseline,1563022614.2032697,1562839803.0408344,211283.61239183953,28472.44995671455,28472.44995671455,182811.16243512498,1562811330.5908778
CHOJNICKI,1926,baseline,1419170178.260077,1419097153.1525803,94034.23138925913,21009.123892484047,21009.123892484047,73025.10749677509,1419076144.0286877
CHORZÓW,1926,baseline,1670575952.468935,1619033283.2098494,52986416.47747474,1443747.2183889812,1443747.2183889812,51542669.25908576,1617589535.9914603
CHRZANOWSKI,1926,baseline,1527973230.5848527,1527409624.5518646,663663.8605369829,100057.82754896369,100057.82754896369,563606.0329880192,1527309566.7243156
CIECHANOWSKI,1926,baseline,1344462265.0614893,1344238728.2170584,269522.8225568089,45985.978125864924,45985.978125864924,223536.84443094395,1344192742.2389326
CIESZYŃSKI,1926,baseline,1451972178.472372,1451445924.005027,570671.480268334,44417.012923289396,44417.012923289396,526254.4673450446,1451401506.9921038
CZARNKOWSKI,1926,baseline,1561276761.6997313,1561108491.4528713,186928.94766022262,18658.700800175047,18658.700800175047,168270.24686004757,1561089832.7520711
CZORTKOWSKI,1926,baseline,1198169574.7093441,1197956776.0564184,246447.32632375014,33648.673398032566,33648.673398032566,212798.6529257176,1197923127.3830204
CZĘSTOCHOWSKI,1926,baseline,1450078021.215028,1449838374.6646914,268067.098345493,28420.548008944817,28420.548008944817,239646.5503365482,1449809954.1166825
DOBROMILSKI,1926,baseline,1276171942.7655654,1276044622.9503813,150359.87118970943,23040.056005479077,23040.056005479077,127319.81518423036,1276021582.8943758
DOLIŃSKI,1926,baseline,1249202183.9484625,1249143288.0100791,78208.45017307554,19312.511789916476,19312.511789916476,58895.938383159075,1249123975.4982893
DROHICKI,1926,baseline,1172034670.5266595,1171989393.7599232,56514.179959248766,11237.413222917605,11237.413222917605,45276.76673633116,1171978156.3467002
DROHOBYCKI,1926,baseline,1267762362.5584116,1267541685.753545,255568.72393793243,34891.91907140537,34891.91907140537,220676.80486652706,1267506793.8344736
DUBIEŃSKI,1926,baseline,1154845141.613287,1154774186.85682,84249.89142144089,13295.134954742549,13295.134954742549,70954.75646669834,1154760891.7218654
DZIAŁDOWSKI,1926,baseline,1350545185.8991504,1350474894.3046374,83968.08262099486,13676.48810807021,13676.48810807021,70291.59451292464,1350461217.8165293
DZIŚNIEŃSKI,1926,baseline,1006833495.2318004,1006796957.5491539,41462.04489287222,4924.362246349775,4924.362246349775,36537.682646522444,1006792033.1869075
DĄBROWSKI,1926,baseline,1362321087.1336792,1362190956.5149393,172006.8457144005,41876.226974500336,41876.226974500336,130130.61873990015,1362149080.2879648
GARWOLIŃSKI,1926,baseline,1346279184.8871439,1346181276.6730938,156631.50781703633,58723.29376687465,58723.29376687465,97908.21405016168,1346122553.3793268
GNIEŹNIEŃSKI,1926,baseline,1637443741.9922252,1637119984.8583395,388020.5961214525,64263.46223581813,64263.46223581813,323757.13388563436,1637055721.3961036
GORLICKI,1926,baseline,1344877322.978429,1344733051.8213181,177541.62687858572,33270.46976755858,33270.46976755858,144271.15711102713,1344699781.3515506
GOSTYNIŃSKI,1926,baseline,1437078844.8320127,1436884889.0010498,262123.98691262433,68168.15594976653,68168.15594976653,193955.83096285778,1436816720.8451
GOSTYŃSKI,1926,baseline,1670257709.8394516,1669956949.36947,354667.80877322896,53907.33879149529,53907.33879149529,300760.46998173365,1669903042.0306783
GRODZIEŃSKI,1926,baseline,1182142207.8506534,1182095108.100912,60239.77146753897,13140.02172621012,13140.02172621012,47099.74974132885,1182081968.079186
GRUDZIĄDZKI,1926,baseline,1419237117.0903175,1418863705.0630655,411006.0846591684,37594.05740714587,37594.05740714587,373412.0272520225,1418826111.0056584
GRÓDECKI,1926,baseline,1247374386.1637328,1247249322.9240446,211088.5876754413,86025.3479872191,86025.3479872191,125063.23968822218,1247163297.5760574
GRÓJECKI,1926,baseline,1331015459.0872574,1330843407.2423706,298159.94465344475,126108.09976666373,126108.09976666373,172051.844886781,1330717299.1426039
HOROCHOWSKI,1926,baseline,1183905707.6153083,1183801758.996419,108943.5905924819,4994.971702973383,4994.971702973383,103948.6188895085,1183796764.024716
HORODEŃSKI,1926,baseline,1210751785.4192433,1210577420.2778485,188635.7262817334,14270.584886900064,14270.584886900064,174365.14139483334,1210563149.6929617
HRUBIESZOWSKI,1926,baseline,1221417425.487773,1221294158.0364351,146465.03629438116,23197.584956670755,23197.584956670755,123267.45133771042,1221270960.4514785
INOWROCŁAWSKI,1926,baseline,1530345766.951207,1530027096.609278,366182.60495268315,47512.26302372375,47512.26302372375,318670.3419289594,1529979584.3462543
IWACEWICKI,1926,baseline,1154209116.5908127,1154167789.1580002,50652.67304200398,9325.240229713892,9325.240229713892,41327.43281229009,1154158463.9177706
IŁŻECKI,1926,baseline,1360279310.0286,1360154603.9529483,152031.22777228145,27325.152120582752,27325.152120582752,124706.0756516987,1360127278.8008277
JANOWSKI,1926,baseline,1291071089.487799,1290963025.9254131,134784.43603755406,26720.873651630005,26720.873651630005,108063.56238592404,1290936305.0517614
JAROCIŃSKI,1926,baseline,1625653308.5674484,1625370432.4481916,330301.716342865,47425.59708607897,47425.59708607897,282876.11925678607,1625323006.8511055
JAROSŁAWSKI,1926,baseline,1310579907.882387,1310419191.4241474,197246.1111762889,36529.65293662079,36529.65293662079,160716.4582396681,1310382661.7712107
JASIELSKI,1926,baseline,1330580948.0682337,1330411548.988294,212987.69243665936,43588.61249694181,43588.61249694181,169399.07993971754,1330367960.375797
JAWOROWSKI,1926,baseline,1222044761.2959764,1221932943.9760644,140625.3184658074,28807.99855378415,28807.99855378415,111817.31991202325,1221904135.9775107
JĘDRZEJOWSKI,1926,baseline,1420988998.9249313,1420845722.423728,180990.65884269954,37714.157639565776,37714.157639565776,143276.50120313378,1420808008.2660885
KALISKI,1926,baseline,1546598627.868075,1546270474.9050539,345805.0328965991,17652.06987541262,17652.06987541262,328152.9630211865,1546252822.8351784
KAMIONECKI,1926,baseline,1232278019.1864746,1232175211.5640054,142275.03714904044,39467.41467971442,39467.41467971442,102807.62246932603,1232135744.1493256
KARTUSKI,1926,baseline,1319327118.5056086,1319240158.9262097,98855.68091905244,11896.101520183556,11896.101520183556,86959.57939886888,1319228262.8246894
KATOWICE,1926,baseline,1608988197.965517,1598038272.7123666,11345415.197584791,395489.9444344166,395489.9444344166,10949925.253150374,1597642782.7679322
KAŁUSKI,1926,baseline,1239417007.3490891,1239315311.7136095,119820.1607172694,18124.525237597547,18124.525237597547,101695.63547967185,1239297187.188372
KIELECKI,1926,baseline,1407618354.685678,1407484249.3494875,166397.55141583225,32292.21522556277,32292.21522556277,134105.33619026947,1407451957.134262
KOBRYŃSKI,1926,baseline,1209813189.8717692,1209771526.2946658,56917.94326089456,15254.36615763571,15254.36615763571,41663.577103258845,1209756271.9285083
KOLBUSZOWSKI,1926,baseline,1311079737.9166317,1310951206.3971004,146684.37252957164,18152.85299825696,18152.85299825696,128531.51953131467,1310933053.5441022
KOLSKI,1926,baseline,1520009079.2200372,1519770936.9454675,289705.9249626874,51563.65039302895,51563.65039302895,238142.27456965845,1519719373.2950745
KONECKI,1926,baseline,1413542915.2196286,1413441983.2866373,137798.89594580268,36866.962954487026,36866.962954487026,100931.93299131565,1413405116.3236828
KONIŃSKI,1926,baseline,1550193606.8804414,1550024516.1921964,196006.5670908592,26915.878845625364,26915.878845625364,169090.68824523385,1549997600.3133507
KOPYCZYNIECKI,1926,baseline,1191589128.3831236,1191443411.4845614,178044.4153709802,32327.51680881719,32327.51680881719,145716.898562163,1191411083.9677527
KOSOWSKI (KOSÓW HUCULSKI),1926,baseline,1198252993.4812021,1198211602.805221,49663.52554971225,8272.849568627322,8272.849568627322,41390.675981084925,1198203329.9556525
KOSTOPOLSKI,1926,baseline,1124470567.608173,1124440662.8813162,41662.64699774072,11757.920140907727,11757.920140907727,29904.726856832993,1124428904.9611752
KOSZYRSKI,1926,baseline,1110460377.7615662,1110430040.2600355,34243.60946507138,3906.1079345757503,3906.1079345757503,30337.50153049563,1110426134.152101
KOWELSKI,1926,baseline,1214374982.1440609,1214346876.72792,42513.6154752336,14408.199334334546,14408.199334334546,28105.41614089906,1214332468.5285857
KOZIENICKI,1926,baseline,1330239074.51096,1330154494.0173688,113281.41712232426,28700.923531041968,28700.923531041968,84580.4935912823,1330125793.0938377
KOŁOMYJSKI,1926,baseline,1257386469.2810576,1257233451.447019,175397.24433147503,22379.410292864282,22379.410292864282,153017.83403861074,1257211072.0367262
KOŚCIAŃSKI,1926,baseline,1731436436.5619988,1731160297.4001007,349771.28755032725,73632.12565218852,73632.12565218852,276139.1618981387,1731086665.2744486
KOŚCIERSKI,1926,baseline,1354584800.9603934,1354469521.091352,129055.93309730018,13776.06405590173,13776.06405590173,115279.86904139844,1354455745.027296
KRAKOWSKI,1926,baseline,1468923547.3706434,1468640086.6867714,2689153.538702721,2405692.8548307694,2405692.8548307694,283460.6838719514,1466234393.8319407
KRAKÓW (MIASTO),1926,baseline,1520205143.8549538,1467351159.811787,53521266.44822805,667282.4050612906,667282.4050612906,52853984.04316676,1466683877.4067256
KRASNOSTAWSKI,1926,baseline,1265773858.3964934,1265626965.9894593,178443.2190449579,31550.812010830046,31550.812010830046,146892.40703412786,1265595415.1774485
KROTOSZYŃSKI,1926,baseline,1625235229.3567886,1624900545.5979064,379612.4757431489,44928.71686076912,44928.71686076912,334683.75888237974,1624855616.8810456
KROŚNIEŃSKI,1926,baseline,1317936984.6263285,1317680954.503759,287957.2294073725,31927.106837857027,31927.106837857027,256030.12256951546,1317649027.3969212
KRZEMIENIECKI,1926,baseline,1129983173.6619017,1129900172.963043,93405.23758786,10404.53872915608,10404.53872915608,83000.69885870392,1129889768.4243138
KUTNOWSKI,1926,baseline,1487550638.296512,1487015379.457798,636559.4808151579,101300.64210124829,101300.64210124829,535258.8387139096,1486914078.8156967
KĘPIŃSKI,1926,baseline,1592639055.6463916,1592448585.6480744,210151.41428358664,19681.415966384866,19681.415966384866,190469.99831720177,1592428904.232108
LESKI,1926,baseline,1238668339.3653672,1238596059.0791357,81340.63975732288,9060.353525944907,9060.353525944907,72280.28623137796,1238586998.7256098
LESZCZYŃSKI,1926,baseline,1742483533.741579,1742189380.575791,354094.1074528844,59940.94166467803,59940.94166467803,294153.16578820633,1742129439.6341262
LIDZKI,1926,baseline,1125429017.9950793,1125387446.48091,52260.39871118995,10688.884541899202,10688.884541899202,41571.51416929075,1125376757.596368
LIMANOWSKI,1926,baseline,1373221931.2747095,1373107866.1035254,142501.35840775073,28436.187223778714,28436.187223778714,114065.17118397201,1373079429.9163017
LIPNOWSKI,1926,baseline,1219200594.1500297,1219038433.0727232,175574.14561667986,13413.068310333047,13413.068310333047,162161.07730634682,1219025020.004413
LUBACZOWSKI,1926,baseline,1210591273.0212772,1210482056.3335302,119958.57206558874,10741.884318523149,10741.884318523149,109216.68774706559,1210471314.4492116
LUBARTOWSKI,1926,baseline,1286366751.4532387,1286243038.5129457,187243.22622606967,63530.28593299671,63530.28593299671,123712.94029307297,1286179508.2270126
LUBAWSKI,1926,baseline,1353546961.285384,1353311446.109343,246399.06522638613,10883.889185531661,10883.889185531661,235515.17604085448,1353300562.2201576
LUBELSKI,1926,baseline,1307859255.4250581,1307574533.2626102,326296.6680057105,41574.505557827455,41574.505557827455,284722.16244788305,1307532958.7570524
LUBLINIECKI,1926,baseline,1589707846.999637,1589511310.1934342,239975.7357752432,43438.92957252446,43438.92957252446,196536.80620271876,1589467871.2638617
LUBOMELSKI,1926,baseline,1226259980.2510192,1226215549.1249163,61871.65631948613,17440.53021636716,17440.53021636716,44431.12610311897,1226198108.5946999
LWOWSKI,1926,baseline,1266229719.304863,1266055799.4963148,2132487.1132970974,1958567.304748756,1958567.304748756,173919.80854834107,1264097232.191566
LWÓW (MIASTO),1926,baseline,1295997595.445177,1272327178.87662,24404983.131401144,734566.5628439939,734566.5628439939,23670416.56855715,1271592612.313776
M. ST. WARSZAWA,1926,baseline,1478012501.0131845,1392268166.8570764,85931611.36238702,187277.20627880545,187277.20627880545,85744334.15610822,1392080889.6507976
MAKOWSKI (MAKÓW MAZOWIECKI),1926,baseline,1287425666.5084593,1287311723.999073,128505.69783733026,14563.188451169057,14563.188451169057,113942.5093861612,1287297160.810622
MIECHOWSKI,1926,baseline,1434845943.0563316,1434677410.4008079,194023.2401471682,25490.58462336065,25490.58462336065,168532.65552380754,1434651919.8161845
MIELECKI,1926,baseline,1342589186.3630366,1342469106.1509695,153905.17090358696,33824.95883666903,33824.95883666903,120080.21206691793,1342435281.192133
MIĘDZYCHODZKI,1926,baseline,1738713756.4539087,1738525081.66854,209373.98979176654,20699.20442316257,20699.20442316257,188674.78536860397,1738504382.4641168
MIŃSKI,1926,baseline,1354002437.7264838,1353822218.6854184,309391.26790280466,129172.22683740928,129172.22683740928,180219.04106539534,1353693046.458581
MOGILEŃSKI,1926,baseline,1550773375.4066756,1550528867.007678,287432.1608973543,42923.76189967133,42923.76189967133,244508.39899768296,1550485943.2457783
MORSKI,1926,baseline,1251096866.581064,1250925483.6786408,175406.03634501138,4023.1339218702315,4023.1339218702315,171382.90242314115,1250921460.544719
MOŁODECZAŃSKI,1926,baseline,1052436683.6800467,1052391035.9766406,58378.4749350745,12730.771529006142,12730.771529006142,45647.70340606836,1052378305.2051116
MOŚCISKI,1926,baseline,1271784360.8917692,1271636804.78728,174730.6838818643,27174.579392706873,27174.579392706873,147556.10448915744,1271609630.2078874
MYŚLENICKI,1926,baseline,1393573152.7043562,1393355058.786589,245827.08057924183,27733.16281204473,27733.16281204473,218093.9177671971,1393327325.623777
MŁAWSKI,1926,baseline,1346415418.1904576,1346270901.00426,172495.97326841243,27978.787070931834,27978.787070931834,144517.1861974806,1346242922.217189
NADWÓRNIAŃSKI,1926,baseline,1235303356.42028,1235238139.9007266,82830.63082759683,17614.111274171973,17614.111274171973,65216.51955342486,1235220525.7894523
NIESZAWSKI,1926,baseline,1478026368.4272172,1477819961.26142,248156.11358085624,41748.947783602285,41748.947783602285,206407.16579725395,1477778212.3136363
NIEŚWIESKI,1926,baseline,1101033544.1625724,1100948795.4130654,94040.90532340971,9292.155816456869,9292.155816456869,84748.74950695284,1100939503.2572489
NIŻAŃSKI,1926,baseline,1320560225.7303748,1320445615.9675252,134261.2827781655,19651.519928576352,19651.519928576352,114609.76284958915,1320425964.4475965
NOWOGRÓDZKI,1926,baseline,1094858578.3747551,1094800860.4194348,68922.88870491987,11204.933384696238,11204.933384696238,57717.95532022363,1094789655.4860501
NOWOSĄDECKI,1926,baseline,1356648966.1979153,1356513451.021192,161319.30936934333,25804.13264618033,25804.13264618033,135515.176723163,1356487646.888546
NOWOTARSKI,1926,baseline,1391636406.64418,1391526659.586606,135865.4394501924,26118.381876215142,26118.381876215142,109747.05757397726,1391500541.2047298
NOWOTOMYSKI,1926,baseline,1804260669.1620362,1803989417.1626418,298565.98468832794,27313.985293769267,27313.985293769267,271251.99939455866,1803962103.177348
OBORNICKI,1926,baseline,1656174527.9534383,1656016992.9032953,235038.22619422546,77503.17605115238,77503.17605115238,157535.05014307308,1655939489.7272441
OLKUSKI,1926,baseline,1495279799.8451695,1495100437.9416509,212835.94684702627,33474.04332839458,33474.04332839458,179361.90351863168,1495066963.8983226
OPATOWSKI,1926,baseline,1366439387.754631,1366273053.901951,192613.60945643694,26279.7567764919,26279.7567764919,166333.85267994503,1366246774.1451745
OPOCZYŃSKI,1926,baseline,1418622472.0301285,1418532860.124998,139317.1144582969,49705.20932793264,49705.20932793264,89611.90513036429,1418483154.9156702
OSTROWSKI (OSTRÓW MAZOWIECKA),1926,baseline,1286484705.5980973,1286394223.3198783,123924.57784360797,33442.29962461187,33442.29962461187,90482.2782189961,1286360781.0202537
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1926,baseline,1623069640.5728233,1622792160.7637582,311462.09994913475,33982.29088393857,33982.29088393857,277479.8090651962,1622758178.4728742
