District,year,scenario,ma_total,ma_total_no_self,ma_domestic,ma_domestic_no_self,ma_domestic_inter,ma_domestic_self,ma_foreign
ŚWIĘCIAŃSKI,1932,baseline,1042445964.0313044,1042406281.109227,48177.931260314996,8495.009182942043,8495.009182942043,39682.922077372954,1042397786.100044
ŚWIĘTOCHŁOWICKI,1932,baseline,1598791580.3518872,1579143467.9500875,20810165.579427253,1162053.1776276352,1162053.1776276352,19648112.40179962,1577981414.77246
ŻNIŃSKI,1932,baseline,1527026844.2862847,1526782199.7989607,308149.4129258918,63504.9256020333,63504.9256020333,244644.4873238585,1526718694.8733587
ŻYDACZOWSKI,1932,baseline,1215950293.2702496,1215807296.8453314,181643.88125126346,38647.45633324452,38647.45633324452,142996.42491801895,1215768649.3889983
ŻYWIECKI,1932,baseline,1431837498.3514569,1431573050.2333868,339076.30382165156,74628.18575146492,74628.18575146492,264448.11807018664,1431498422.0476353
ŻÓŁKIEWSKI,1932,baseline,1216020583.1750336,1215860602.2883134,244130.11004830827,84149.22332819733,84149.22332819733,159980.88672011092,1215776453.0649853
AUGUSTOWSKI,1933,baseline,1176513118.3620481,1176451829.0417395,74598.1391208588,13308.818812110474,13308.818812110474,61289.320308748334,1176438520.2229273
BARANOWICKI,1933,baseline,1163645971.0956073,1163598565.5470984,64732.47330977053,17326.924800922032,17326.924800922032,47405.5485088485,1163581238.6222975
BIALSKI (BIAŁA KRAKOWSKA),1933,baseline,1540890034.6979656,1540041213.8576913,960654.5618401414,111833.72156573631,111833.72156573631,848820.8402744051,1539929380.1361256
BIALSKI (BIAŁA PODLASKA),1933,baseline,1314318489.7875423,1314207043.632646,142660.14958197455,31213.994685579233,31213.994685579233,111446.15489639531,1314175829.6379604
BIAŁOSTOCKI,1933,baseline,1293377915.632848,1293230867.3908567,176094.76512565123,29046.523134408468,29046.523134408468,147048.24199124277,1293201820.8677223
BIELSKI (BIELSK PODLASKI),1933,baseline,1281970417.0051727,1281924328.6678703,70743.661747239,24655.32444471288,24655.32444471288,46088.337302526124,1281899673.3434255
BIELSKO,1933,baseline,1536114917.496776,1534345057.7153378,1885472.6746400245,115612.89320161562,115612.89320161562,1769859.781438409,1534229444.8221362
BIŁGORAJSKI,1933,baseline,1266500237.9827569,1266424715.1274118,99008.32940737982,23485.474062457586,23485.474062457586,75522.85534492222,1266401229.6533494
BOCHEŃSKI,1933,baseline,1465173226.4296296,1464986683.292934,282817.217725946,96274.08103046469,96274.08103046469,186543.1366954813,1464890409.2119036
BORSZCZOWSKI,1933,baseline,1170208230.088538,1170075950.8170955,139022.66278786637,6743.39134558495,6743.39134558495,132279.27144228143,1170069207.42575
BRASŁAWSKI,1933,baseline,1052168757.8676428,1052137887.6120721,33979.61146992128,3109.355899191489,3109.355899191489,30870.255570729787,1052134778.2561729
BRODNICKI,1933,baseline,1465625160.6990998,1465437609.2854917,218573.3476960756,31021.934087881644,31021.934087881644,187551.41360819395,1465406587.3514037
BRODZKI,1933,baseline,1225049588.8621922,1224921814.0597231,144817.0882482022,17042.285779270933,17042.285779270933,127774.80246893126,1224904771.773944
BRZESKI (BRZESKO),1933,baseline,1402361000.8079429,1402190374.9958217,233507.02048096608,62881.2083596599,62881.2083596599,170625.81212130617,1402127493.787462
BRZESKI (BRZEŚĆ N.BUG.),1933,baseline,1300976264.2052898,1300923509.5342956,81147.90259216327,28393.231597883838,28393.231597883838,52754.67099427943,1300895116.3026977
BRZEZIŃSKI,1933,baseline,1503609656.368004,1503184367.5782251,656227.0530753953,230938.26329631318,230938.26329631318,425288.7897790822,1502953429.3149288
BRZEŻAŃSKI,1933,baseline,1261421641.4973938,1261284463.1901524,173192.74269220358,36014.43545069947,36014.43545069947,137178.3072415041,1261248448.7547016
BRZOZOWSKI,1933,baseline,1310944544.7902975,1310647418.3312418,315078.32353410363,17951.864478344116,17951.864478344116,297126.45905575954,1310629466.4667635
BUCZACKI,1933,baseline,1232068781.82484,1231923170.4524438,171875.8938714449,26264.521475337726,26264.521475337726,145611.37239610715,1231896905.9309685
BYDGOSKI,1933,baseline,1562817569.457744,1562429741.9201028,434566.9994285811,46739.46178752638,46739.46178752638,387827.5376410547,1562383002.4583154
BÓBRECKI,1933,baseline,1272076939.31089,1271899229.7113054,211926.07488036508,34216.475295862685,34216.475295862685,177709.5995845024,1271865013.2360096
BĘDZIŃSKI,1933,baseline,1602953234.8872113,1601807275.8456857,1228041.1532267393,82082.11170129433,82082.11170129433,1145959.041525445,1601725193.7339845
BŁOŃSKI,1933,baseline,1459391836.047655,1458840261.53716,1015774.2391030218,464199.7286078347,464199.7286078347,551574.5104951871,1458376061.808552
CHEŁMIŃSKI,1933,baseline,1504476391.2019062,1504245188.5583782,273509.18742194545,42306.543893940456,42306.543893940456,231202.643528005,1504202882.0144842
CHEŁMSKI,1933,baseline,1303012024.3491254,1302901470.9628987,143830.34263863834,33276.95641212048,33276.95641212048,110553.38622651786,1302868194.0064867
CHODZIESKI,1933,baseline,1607683712.0647497,1607464715.853994,252236.72028349648,33240.50952776712,33240.50952776712,218996.21075572935,1607431475.3444662
CHOJNICKI,1933,baseline,1464370897.0409043,1464285555.7379878,109564.53142085878,24223.22850446235,24223.22850446235,85341.30291639644,1464261332.5094833
CHORZÓW,1933,baseline,1719072509.244973,1662948784.6627812,58636564.104412146,2512839.5222204244,2512839.5222204244,56123724.58219172,1660435945.1405609
CHRZANOWSKI,1933,baseline,1567675823.2807572,1566849314.8664274,950277.5591568518,123769.14482703217,123769.14482703217,826508.4143298197,1566725545.7216003
CIECHANOWSKI,1933,baseline,1387607157.7781696,1387421319.1999106,246998.15421264034,61159.57595374706,61159.57595374706,185838.57825889328,1387360159.623957
CIESZYŃSKI,1933,baseline,1496347321.9100475,1495706527.6335533,716274.8982981766,75480.62180403234,75480.62180403234,640794.2764941442,1495631047.0117493
CZARNKOWSKI,1933,baseline,1604699932.98327,1604514502.8397958,206936.463310021,21506.319835993385,21506.319835993385,185430.14347402763,1604492996.51996
CZORTKOWSKI,1933,baseline,1225501080.3007126,1225241079.1397197,296829.7604419988,36828.59944918773,36828.59944918773,260001.16099281103,1225204250.5402706
CZĘSTOCHOWSKI,1933,baseline,1489745761.9853847,1489346455.1825879,440743.46173225506,41436.65893531505,41436.65893531505,399306.80279694,1489305018.5236526
DOBROMILSKI,1933,baseline,1305672165.1260288,1305530266.2119892,168725.1569419429,26826.242902268634,26826.242902268634,141898.91403967427,1305503439.969087
DOLIŃSKI,1933,baseline,1278405827.9460049,1278328594.2309835,99787.96106928722,22554.246047920573,22554.246047920573,77233.71502136665,1278306039.9849355
DROHICKI,1933,baseline,1204220365.2999778,1204169496.5267823,63195.12457739802,12326.351381874298,12326.351381874298,50868.77319552372,1204157170.1754005
DROHOBYCKI,1933,baseline,1298494947.866285,1298132346.8156,399489.07379027957,36888.02310514648,36888.02310514648,362601.0506851331,1298095458.7924948
DUBIEŃSKI,1933,baseline,1183971453.2130384,1183897978.3303003,89124.44759227923,15649.56485408231,15649.56485408231,73474.88273819692,1183882328.7654462
DZIAŁDOWSKI,1933,baseline,1399722206.6712227,1399595793.4338148,145208.98521455217,18795.74780662584,18795.74780662584,126413.23740792634,1399576997.6860082
DZIŚNIEŃSKI,1933,baseline,1039336335.0340161,1039293459.5088958,47642.52589662973,4767.0007763145395,4767.0007763145395,42875.52512031519,1039288692.5081195
DĄBROWSKI,1933,baseline,1395246999.515978,1395118867.3319986,182584.2948610146,54452.1108816788,54452.1108816788,128132.18397933582,1395064415.221117
GARWOLIŃSKI,1933,baseline,1383213817.5991812,1383096856.9221654,209050.9475506693,92090.27053496972,92090.27053496972,116960.67701569959,1383004766.6516304
GNIEŹNIEŃSKI,1933,baseline,1682079447.0417392,1681818629.034441,333030.1319879134,72212.12468947798,72212.12468947798,260818.0072984354,1681746416.9097514
GORLICKI,1933,baseline,1376960640.2742224,1376801278.5084286,196778.63626851872,37416.87047491546,37416.87047491546,159361.76579360326,1376763861.6379538
GOSTYNIŃSKI,1933,baseline,1500041366.472187,1499854659.881817,265746.49350397446,79039.9031339953,79039.9031339953,186706.59036997915,1499775619.978683
GOSTYŃSKI,1933,baseline,1718060143.382149,1717759881.2381334,358264.4808724824,58002.33685689567,58002.33685689567,300262.14401558676,1717701878.9012766
GRODZIEŃSKI,1933,baseline,1221269514.3865833,1221215448.0446506,68763.61843976511,14697.276506854292,14697.276506854292,54066.341932910815,1221200750.7681437
GRUDZIĄDZKI,1933,baseline,1479000916.3901155,1478525213.0376148,520728.6866715833,45025.33417092967,45025.33417092967,475703.3525006536,1478480187.703444
GRÓDECKI,1933,baseline,1278160147.8540518,1278011143.4197073,263911.83522762125,114907.40088315937,114907.40088315937,149004.4343444619,1277896236.018824
GRÓJECKI,1933,baseline,1374769394.5863998,1374586491.5069408,314318.55431875447,131415.47485963374,131415.47485963374,182903.07945912072,1374455076.0320811
HOROCHOWSKI,1933,baseline,1211668144.1551125,1211570320.1899877,110360.28773238236,12536.322607619359,12536.322607619359,97823.96512476301,1211557783.8673801
HORODEŃSKI,1933,baseline,1237263554.5110397,1237093486.0007539,185264.96677561197,15196.456489734943,15196.456489734943,170068.51028587704,1237078289.544264
HRUBIESZOWSKI,1933,baseline,1251311107.831892,1251149275.912948,187845.04528274309,26013.12633870277,26013.12633870277,161831.9189440403,1251123262.7866092
INOWROCŁAWSKI,1933,baseline,1602122113.7530441,1601820424.012891,358105.6601591988,56415.92000611511,56415.92000611511,301689.7401530837,1601764008.092885
IWACEWICKI,1933,baseline,1187146290.6656716,1187115126.8895662,41785.97942864409,10622.20332301805,10622.20332301805,31163.776105626042,1187104504.686243
IŁŻECKI,1933,baseline,1396600089.1228216,1396435402.1231165,199975.0564515045,35288.05674648089,35288.05674648089,164686.9997050236,1396400114.06637
JANOWSKI,1933,baseline,1326112271.9424636,1325999241.758516,145173.83341631744,32143.649468743428,32143.649468743428,113030.18394757403,1325967098.1090474
JAROCIŃSKI,1933,baseline,1669899380.3328989,1669684060.9118903,266105.91336450353,50786.49235576884,50786.49235576884,215319.42100873467,1669633274.4195344
JAROSŁAWSKI,1933,baseline,1343941677.1588624,1343806806.8048065,176853.14422725307,41982.79017141805,41982.79017141805,134870.35405583502,1343764824.014635
JASIELSKI,1933,baseline,1362065660.8833017,1361916701.170635,200676.1646610516,51716.45199453536,51716.45199453536,148959.71266651622,1361864984.7186406
JAWOROWSKI,1933,baseline,1251940567.3173716,1251812822.6699212,164809.74626590597,37065.098815472054,37065.098815472054,127744.64745043391,1251775757.5711057
JĘDRZEJOWSKI,1933,baseline,1458575884.9432092,1458416467.5715113,208886.74091809933,49469.36922027718,49469.36922027718,159417.37169782215,1458366998.202291
KALISKI,1933,baseline,1589606970.60796,1589316652.1986008,315711.71467998176,25393.305320775064,25393.305320775064,290318.4093592067,1589291258.89328
KAMIONECKI,1933,baseline,1260934268.4581165,1260815760.156002,166549.75180471654,48041.44969040711,48041.44969040711,118508.30211430944,1260767718.7063117
KARTUSKI,1933,baseline,1370889436.9986043,1370787668.3002632,119608.26372530853,17839.56538422342,17839.56538422342,101768.69834108511,1370769828.734879
KATOWICE,1933,baseline,1651613683.7362738,1639420346.2621667,12702474.775612727,509137.30150581995,509137.30150581995,12193337.474106906,1638911208.960661
KAŁUSKI,1933,baseline,1268243125.845244,1268140557.0644825,124598.18771905641,22029.406957604377,22029.406957604377,102568.78076145203,1268118527.6575248
KIELECKI,1933,baseline,1445237514.1892416,1445048570.5228899,230147.7229733306,41204.0566215079,41204.0566215079,188943.6663518227,1445007366.4662683
KOBRYŃSKI,1933,baseline,1242525586.889637,1242486278.0785077,56408.89933547271,17100.088206069227,17100.088206069227,39308.81112940349,1242469177.9903016
KOLBUSZOWSKI,1933,baseline,1343584930.5794656,1343451218.6170387,154220.34814370584,20508.385716890403,20508.385716890403,133711.96242681544,1343430710.2313218
KOLSKI,1933,baseline,1606411529.0370457,1606188003.889318,296719.0947733766,73193.94704549116,73193.94704549116,223525.1477278854,1606114809.9422724
KONECKI,1933,baseline,1451966291.6511576,1451821385.6267636,195818.4151715638,50912.39077765334,50912.39077765334,144906.02439391045,1451770473.235986
KONIŃSKI,1933,baseline,1622578907.1339738,1622449089.4362078,164064.49083105536,34246.79306507149,34246.79306507149,129817.69776598387,1622414842.6431427
KOPYCZYNIECKI,1933,baseline,1218281529.5569859,1218124701.9378004,193176.76028547,36349.14109981351,36349.14109981351,156827.61918565648,1218088352.7967005
KOSOWSKI (KOSÓW HUCULSKI),1933,baseline,1224998652.9233444,1224950774.661673,57419.34354461859,9541.081873501847,9541.081873501847,47878.26167111674,1224941233.5797997
KOSTOPOLSKI,1933,baseline,1153333416.9954813,1153283873.8565657,63485.770939761256,13942.632024235443,13942.632024235443,49543.138915525815,1153269931.2245414
KOSZYRSKI,1933,baseline,1140799887.4481819,1140771237.2438557,33227.89415038853,4577.68982423963,4577.68982423963,28650.204326148898,1140766659.5540314
KOWELSKI,1933,baseline,1244592648.151834,1244560383.3343527,49011.156354942745,16746.33887354493,16746.33887354493,32264.817481397815,1244543636.995479
KOZIENICKI,1933,baseline,1365859882.144327,1365763488.6312344,134611.69223801233,38218.17914559625,38218.17914559625,96393.51309241609,1365725270.4520888
KOŁOMYJSKI,1933,baseline,1284454170.0167556,1284321611.5441442,158069.9306610669,25511.458049614022,25511.458049614022,132558.4726114529,1284296100.0860946
KOŚCIAŃSKI,1933,baseline,1777059976.353597,1776814901.3043916,331040.8384739702,85965.78926877183,85965.78926877183,245075.04920519833,1776728935.515123
KOŚCIERSKI,1933,baseline,1408242331.9897084,1408131428.2762868,130508.07956657217,19604.366144828313,19604.366144828313,110903.71342174386,1408111823.910142
KRAKOWSKI,1933,baseline,1506836538.5325747,1506472813.528839,3526062.9731654543,3162337.9694299074,3162337.9694299074,363725.0037355469,1503310475.5594091
KRAKÓW (MIASTO),1933,baseline,1574329184.4215868,1504618183.197975,70562848.78869158,851847.5650798047,851847.5650798047,69711001.22361177,1503766335.6328952
KRASNOSTAWSKI,1933,baseline,1298183116.2958333,1298039556.6724665,177723.67877350675,34164.055406657804,34164.055406657804,143559.62336684894,1298005392.61706
KROTOSZYŃSKI,1933,baseline,1669076953.7670863,1668828276.2834308,294523.2389017988,45845.7552464301,45845.7552464301,248677.4836553687,1668782430.5281844
KROŚNIEŃSKI,1933,baseline,1348836986.1483164,1348522530.8125877,347662.1044708361,33206.768742145985,33206.768742145985,314455.33572869014,1348489324.0438457
KRZEMIENIECKI,1933,baseline,1158523171.2613237,1158438613.7889853,96538.14039186283,11980.668053499234,11980.668053499234,84557.4723383636,1158426633.1209319
KUTNOWSKI,1933,baseline,1554597508.5656512,1554163425.8574302,568192.7937621805,134110.08554132693,134110.08554132693,434082.7082208535,1554029315.771889
KĘPIŃSKI,1933,baseline,1632644132.7285285,1632461400.6131473,204815.9351376738,22083.819756412566,22083.819756412566,182732.11538126125,1632439316.7933908
LESKI,1933,baseline,1267036611.4678273,1266956846.3303816,90589.46013918649,10824.322693702698,10824.322693702698,79765.1374454838,1266946022.007688
LESZCZYŃSKI,1933,baseline,1788032135.464723,1787712002.601935,381615.45452365687,61482.59173535734,61482.59173535734,320132.8627882995,1787650520.0101995
LIDZKI,1933,baseline,1159666699.7054837,1159622075.7440124,56614.186340364104,11990.224868922603,11990.224868922603,44623.9614714415,1159610085.5191433
LIMANOWSKI,1933,baseline,1406635964.163437,1406515157.369525,153073.67661533967,32266.882703275052,32266.882703275052,120806.79391206463,1406482890.4868217
LIPNOWSKI,1933,baseline,1257562214.0082147,1257407752.5677662,171467.24883335692,17005.80838489059,17005.80838489059,154461.44044846634,1257390746.7593813
LUBACZOWSKI,1933,baseline,1239801491.9949098,1239684788.0848088,130386.60162504119,13682.691524124612,13682.691524124612,116703.91010091658,1239671105.3932848
LUBARTOWSKI,1933,baseline,1320175643.8425891,1320052442.7064269,194400.94583987264,71199.8096776661,71199.8096776661,123201.13616220653,1319981242.8967493
LUBAWSKI,1933,baseline,1407431653.99782,1407241107.8699985,205461.91109438875,14915.783272910943,14915.783272910943,190546.1278214778,1407226192.0867255
LUBELSKI,1933,baseline,1342028695.1024978,1341718436.039922,356814.7897540388,46555.72717825095,46555.72717825095,310259.06257578783,1341671880.3127437
LUBLINIECKI,1933,baseline,1634145334.5891848,1633885903.301703,327373.0108376155,67941.72335570674,67941.72335570674,259431.28748190877,1633817961.5783472
LUBOMELSKI,1933,baseline,1257242985.927959,1257200542.844519,61536.794598327964,19093.711158223912,19093.711158223912,42443.08344010405,1257181449.1333606
LWOWSKI,1933,baseline,1297964359.8930793,1297790174.5552866,2980776.048090883,2806590.710298364,2806590.710298364,174185.33779251896,1294983583.8449883
LWÓW (MIASTO),1933,baseline,1337737581.9806955,1303409943.05825,35065750.58849589,738111.6660504492,738111.6660504492,34327638.92244544,1302671831.3921995
M. ST. WARSZAWA,1933,baseline,1557088979.6148872,1442339382.1824374,116233065.53760237,1483468.105152634,1483468.105152634,114749597.43244973,1440855914.0772848
MAKOWSKI (MAKÓW MAZOWIECKI),1933,baseline,1328525270.475828,1328395243.3851178,148926.5688819749,18899.478171871793,18899.478171871793,130027.09071010312,1328376343.906946
MIECHOWSKI,1933,baseline,1471774340.4859416,1471613265.120605,195379.00605646244,34303.64071978378,34303.64071978378,161075.36533667866,1471578961.479885
MIELECKI,1933,baseline,1375955329.4131243,1375847409.093653,146682.09421743517,38761.77474607115,38761.77474607115,107920.31947136403,1375808647.3189068
MIĘDZYCHODZKI,1933,baseline,1785507390.9294426,1785325064.6934516,205163.10149974123,22836.86550879126,22836.86550879126,182326.23599094996,1785302227.8279428
MIŃSKI,1933,baseline,1395084351.3915613,1394843320.0147226,484399.23185242293,243367.85501378786,243367.85501378786,241031.3768386351,1394599952.1597087
MOGILEŃSKI,1933,baseline,1610318208.5676894,1610114617.8136113,251575.4367751605,47984.68269703009,47984.68269703009,203590.7540781304,1610066633.1309142
MORSKI,1933,baseline,1316649147.247628,1316368038.180605,288176.4792425077,7067.412219637837,7067.412219637837,281109.0670228699,1316360970.7683854
MOŁODECZAŃSKI,1933,baseline,1084787976.2359257,1084715123.570114,85023.65572639334,12170.98991463112,12170.98991463112,72852.66581176221,1084702952.5801992
MOŚCISKI,1933,baseline,1303857233.3040524,1303691582.9609964,198342.05335688734,32691.710300997995,32691.710300997995,165650.34305588933,1303658891.2506955
MYŚLENICKI,1933,baseline,1428426026.9282641,1428272254.4365053,186876.65326925027,33104.161510570615,33104.161510570615,153772.49175867965,1428239150.2749949
MŁAWSKI,1933,baseline,1388842187.6092129,1388690115.6258955,186227.1306784902,34155.14736111091,34155.14736111091,152071.9833173793,1388655960.4785345
NADWÓRNIAŃSKI,1933,baseline,1262440697.5042381,1262358066.8057592,100923.3151277757,18292.616648958618,18292.616648958618,82630.69847881708,1262339774.1891103
NIESZAWSKI,1933,baseline,1556394919.4672728,1556177022.6090145,270491.55193311424,52594.69367482929,52594.69367482929,217896.85825828495,1556124427.9153397
NIEŚWIESKI,1933,baseline,1132972200.7264757,1132872618.450057,110009.49430669137,10427.217888143146,10427.217888143146,99582.27641854822,1132862191.232169
NIŻAŃSKI,1933,baseline,1356643157.910434,1356520938.5637417,147074.80949441448,24855.462802256763,24855.462802256763,122219.3466921577,1356496083.1009395
NOWOGRÓDZKI,1933,baseline,1127501796.4170177,1127448279.259372,64950.134665049336,11432.97701930788,11432.97701930788,53517.157645741456,1127436846.2823527
NOWOSĄDECKI,1933,baseline,1389194053.6279533,1389044052.7758894,179180.80742805943,29179.95536418953,29179.95536418953,150000.8520638699,1389014872.8205252
NOWOTARSKI,1933,baseline,1426172395.6564462,1426046314.4316084,154941.94782041767,28860.72298269682,28860.72298269682,126081.22483772085,1426017453.7086258
NOWOTOMYSKI,1933,baseline,1846000671.6521168,1845812490.052702,219640.28472316748,31458.68530841234,31458.68530841234,188181.59941475515,1845781031.3673935
OBORNICKI,1933,baseline,1702575262.422902,1702420988.1162074,253925.11259080557,99650.8058961335,99650.8058961335,154274.30669467206,1702321337.3103113
OLKUSKI,1933,baseline,1533333696.3763802,1533115878.5267394,270052.1318475447,52234.28220675803,52234.28220675803,217817.84964078668,1533063644.2445326
OPATOWSKI,1933,baseline,1402548084.9626904,1402359171.8693364,225178.13269525775,36265.03934124546,36265.03934124546,188913.0933540123,1402322906.8299952
OPOCZYŃSKI,1933,baseline,1458981683.5413952,1458885762.0230694,172407.57477819218,76486.05645235896,76486.05645235896,95921.51832583323,1458809275.966617
OSTROWSKI (OSTRÓW MAZOWIECKA),1933,baseline,1329839309.8084798,1329744104.4751482,138918.94081776566,43713.60748629331,43713.60748629331,95205.33333147234,1329700390.867662
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1933,baseline,1666232816.2584853,1666030991.1064897,239856.29521009242,38031.14321451255,38031.14321451255,201825.15199557986,1665992959.9632752
OSTROŁĘCKI,1933,baseline,1309263487.5930238,1309201714.3628778,95388.5127095053,33615.28256367385,33615.28256367385,61773.23014583146,1309168099.0803142
OSZMIAŃSKI,1933,baseline,1048376707.3028525,1048324827.5946639,56048.88739032272,4169.179201711399,4169.179201711399,51879.70818861132,1048320658.4154621
PIOTRKOWSKI,1933,baseline,1484196006.3388925,1484007541.9248984,262805.9816130217,74341.56761886539,74341.56761886539,188464.4139941563,1483933200.3572795
PIŃCZOWSKI,1933,baseline,1428139894.4436324,1427987004.9779074,178278.82677773858,25389.361052678127,25389.361052678127,152889.46572506047,1427961615.6168547
PIŃSKI,1933,baseline,1165036399.4615526,1164999600.6486192,45572.87954425524,8774.066610772377,8774.066610772377,36798.812933482855,1164990826.5820084
PODHAJECKI,1933,baseline,1250816030.672444,1250710871.1477282,137460.56169407646,32301.036978206062,32301.036978206062,105159.5247158704,1250678570.11075
POSTAWSKI,1933,baseline,1055374774.1534867,1055343290.558451,38745.58054638628,7261.985510705699,7261.985510705699,31483.595035680577,1055336028.5729403
POZNAŃ (MIASTO),1933,baseline,1824306379.2707708,1784635102.7292264,40677736.35183178,1006459.8102871731,1006459.8102871731,39671276.54154461,1783628642.918939
POZNAŃSKI,1933,baseline,1776029274.931594,1775854200.9706872,4691689.712694609,4516615.751787813,4516615.751787813,175073.96090679505,1771337585.2188993
PRUŻAŃSKI,1933,baseline,1228474138.132079,1228421056.712109,65398.82505622496,12317.405086560137,12317.405086560137,53081.41996966482,1228408739.3070226
PRZASNYCKI,1933,baseline,1271543785.2471666,1271426562.0867114,132943.3606319318,15720.200176765886,15720.200176765886,117223.16045516591,1271410841.8865347
PRZEMYSKI,1933,baseline,1333012756.4537604,1332707036.7402823,346163.80090236076,40444.08742425185,40444.08742425185,305719.7134781089,1332666592.652858
PRZEMYŚLAŃSKI,1933,baseline,1270441062.694381,1270293183.845696,183248.4299453425,35369.58126019374,35369.58126019374,147878.84868514875,1270257814.2644358
PRZEWORSKI,1933,baseline,1345613244.0120437,1345221119.8960898,435533.4777538064,43409.36179986385,43409.36179986385,392124.1159539425,1345177710.5342898
PSZCZYŃSKI,1933,baseline,1606416626.7713182,1605974064.2113235,642249.5726324865,199687.01263775097,199687.01263775097,442562.5599947355,1605774377.1986856
PUŁAWSKI,1933,baseline,1335086721.7823093,1334940760.0666816,179710.77353184696,33749.05790421629,33749.05790421629,145961.71562763068,1334907011.0087774
PUŁTUSKI,1933,baseline,1357866064.1752954,1357702516.0897226,230405.8763977961,66857.79082523454,66857.79082523454,163548.08557256154,1357635658.2988975
PŁOCKI,1933,baseline,1467326756.8575199,1467041279.8151305,328232.90462937334,42755.86224004547,42755.86224004547,285477.0423893279,1466998523.9528904
PŁOŃSKI,1933,baseline,1341908288.2825134,1341736402.1854978,231873.01044589689,59986.91343030154,59986.91343030154,171886.09701559535,1341676415.2720675
RADOMSKI,1933,baseline,1401912919.6569612,1401730514.2817934,217386.1343620122,34980.75919423168,34980.75919423168,182405.37516778053,1401695533.5225992
RADOMSZCZAŃSKI,1933,baseline,1482805743.3572202,1482661825.785325,207257.90473516673,63340.332839991104,63340.332839991104,143917.5718951756,1482598485.452485
RADZIECHOWSKI,1933,baseline,1221544139.2644553,1221443304.4120133,115797.09138656162,14962.238944540495,14962.238944540495,100834.85244202112,1221428342.1730688
RADZYMIŃSKI,1933,baseline,1404866476.0884817,1404633401.8308146,677505.6254888067,444431.3678217169,444431.3678217169,233074.25766708987,1404188970.462993
RADZYŃSKI,1933,baseline,1335764003.0696263,1335641141.8614588,161605.56977281903,38744.361605112535,38744.361605112535,122861.20816770649,1335602397.4998536
RAWICKI,1933,baseline,1718026308.9551244,1717621258.3807745,454033.8325904114,48983.258240506315,48983.258240506315,405050.57434990513,1717572275.122534
RAWSKI (RAWA MAZOWIECKA),1933,baseline,1446860252.010821,1446697652.8533268,233776.94443985293,71177.78694549829,71177.78694549829,162599.15749435464,1446626475.0663812
RAWSKI (RAWA RUSKA),1933,baseline,1273639423.1557043,1273537079.1966178,130716.49505628864,28372.535969983288,28372.535969983288,102343.95908630535,1273508706.6606479
ROHATYŃSKI,1933,baseline,1263943601.2559571,1263810712.3643777,162171.26544646523,29282.373867049653,29282.373867049653,132888.8915794156,1263781429.9905107
ROPCZYCKI,1933,baseline,1395391927.4055986,1395252641.6625023,182473.8472543678,43188.10415793784,43188.10415793784,139285.74309642997,1395209453.5583444
RUDECKI,1933,baseline,1290112548.0700946,1289919290.84445,238188.16564866895,44930.9400042295,44930.9400042295,193257.22564443946,1289874359.904446
RYBNICKI,1933,baseline,1541961130.1150641,1541179318.0375428,849618.492323371,67806.41480202305,67806.41480202305,781812.0775213479,1541111511.6227407
RYPIŃSKI,1933,baseline,1255900031.6810653,1255719771.8362455,199651.74144712582,19391.89662736451,19391.89662736451,180259.84481976132,1255700379.939618
RZESZOWSKI,1933,baseline,1360964492.9554727,1360759550.8104873,233641.68246823153,28699.537482644973,28699.537482644973,204942.14498558655,1360730851.2730045
RÓWIEŃSKI,1933,baseline,1172699362.5512998,1172593104.9455388,121880.96850005243,15623.362739084934,15623.362739084934,106257.6057609675,1172577481.5827997
SAMBORSKI,1933,baseline,1311592944.83887,1311429560.0609474,222682.76920511667,59297.991282350995,59297.991282350995,163384.77792276567,1311370262.069665
SANDOMIERSKI,1933,baseline,1362099999.5129173,1361946934.0072794,167781.3294035399,14715.823765746614,14715.823765746614,153065.50563779328,1361932218.1835136
SANOCKI,1933,baseline,1302001319.3625214,1301837497.4791684,180221.8585560573,16399.975203062524,16399.975203062524,163821.88335299477,1301821097.5039654
SARNEŃSKI,1933,baseline,1157290832.6034067,1157263108.821925,38107.11548774943,10383.334006055826,10383.334006055826,27723.781481693597,1157252725.4879189
SIEDLECKI,1933,baseline,1357020064.884791,1356893809.7481117,187533.11130633665,61277.974627313655,61277.974627313655,126255.13667902301,1356832531.7734845
SIERADZKI,1933,baseline,1608629492.822975,1608424849.8591828,298702.3682627162,94059.40447068127,94059.40447068127,204642.96379203495,1608330790.4547122
SIERPECKI,1933,baseline,1280822980.5365505,1280637591.7048206,209897.42041556435,24508.588685650953,24508.588685650953,185388.8317299134,1280613083.116135
SKAŁACKI,1933,baseline,1193455020.350192,1193290060.3683493,178112.54410797812,13152.562265208871,13152.562265208871,164959.98184276925,1193276907.8060842
SKIERNIEWICKI,1933,baseline,1492698171.341663,1492438027.1064641,443879.4770166712,183735.24181806328,183735.24181806328,260144.23519860796,1492254291.8646462
SOCHACZEWSKI,1933,baseline,1462941358.4283285,1462666807.4559283,382404.33218859456,107853.35978848337,107853.35978848337,274550.9724001112,1462558954.09614
SOKALSKI,1933,baseline,1249202960.6555758,1249060932.016909,162731.40642862086,20702.767761803592,20702.767761803592,142028.63866681728,1249040229.2491472
SOKOŁOWSKI,1933,baseline,1335889729.3218224,1335758903.352534,188596.38183948077,57770.41255119517,57770.41255119517,130825.96928828562,1335701132.939983
